sample_type_name,sample_id,neighb_id,neighborhood,age,pop,p,r,n.response,mu,sigma,n.sample,exposure,dose,popDose,deployment_id,country,city,citylabel,date,pathway,neighb_pop,neighb_pop_label,perDose
Open Drain Water,1,209,Motijhil,Children,c,0.010826966,0.289864997,101,6.678404124,1.177689834,10,0.71,69680831.14,69680831.14,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 209 Children,Dhaka 209,2.679932538
Municipal Drinking Water,3,209,Motijhil,Adults,a,0.009225041,0.316048124,216,1.609146937,1.245485233,10,0.753,254179.6141,254179.6141,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 209 Adults,Dhaka 209,0.000952441
Municipal Drinking Water,3,209,Motijhil,Children,c,0.013966281,0.41876526,202,1.609146937,1.245485233,10,0.864,163118.2434,163118.2434,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 209 Children,Dhaka 209,0.006273546
Floodwater,6,209,Motijhil,Adults,a,0.047500118,0.490469415,215,5.808507696,0.8764966,10,0.765,97627.66322,97627.66322,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 209 Adults,Dhaka 209,0.000365823
Floodwater,6,209,Motijhil,Children,c,0.06179263,0.689048861,202,5.808507696,0.8764966,10,0.843,1899359.4,1899359.4,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 209 Children,Dhaka 209,0.073049574
Public Latrine,7,209,Motijhil,Adults,a,0.009627071,0.11506678,108,0.115037126,0.890069928,10,0.424,15.75372437,15.75372437,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 209 Adults,Dhaka 209,5.90E-08
Public Latrine,7,209,Motijhil,Children,c,0.01664892,0.156747563,101,0.115037126,0.890069928,10,0.485,20.51801048,20.51801048,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 209 Children,Dhaka 209,7.89E-07
Raw Produce,2,209,Motijhil,Adults,a,0.129991143,1.241578683,108,2.958370849,1.576762784,8,0.913,5682323.754,5682323.754,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 209 Adults,Dhaka 209,0.021292346
Raw Produce,2,209,Motijhil,Children,c,0.124500443,1.202386986,101,2.958370849,1.576762784,8,0.896,4536969.457,4536969.457,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 209 Children,Dhaka 209,0.174492351
Surface Water,5,209,Motijhil,Adults,a,0.055421244,0.305818508,108,2.339378029,0.947625635,8,0.579,291.1734884,291.1734884,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 209 Adults,Dhaka 209,1.09E-06
Surface Water,5,209,Motijhil,Children,c,0.012572448,0.065451681,101,2.339378029,0.947625635,8,0.215,818.1345218,818.1345218,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 209 Children,Dhaka 209,3.15E-05
Street Food,10,209,Motijhil,Adults,a,0.04113898,0.435376406,107,3.956107431,1.815786751,6,0.758,2499615495,2499615495,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 209 Adults,Dhaka 209,9.366357917
Street Food,10,209,Motijhil,Children,c,0.031885806,0.62878559,101,3.956107431,1.815786751,6,0.885,140444471.7,140444471.7,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 209 Children,Dhaka 209,5.401510046
Bathing Water,9,210,Dhanmondi,Adults,a,0.972915389,512.0348416,121,0.924756265,1.739387138,10,1,54947.70881,54947.70881,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 210 Adults,Dhaka 210,0.002465493
Bathing Water,9,210,Dhanmondi,Children,c,0.963469708,351.3438946,116,0.924756265,1.739387138,10,1,56880.18444,56880.18444,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 210 Children,Dhaka 210,0.001583876
Open Drain Water,1,210,Dhanmondi,Adults,a,0.015071546,0.100881325,121,7.137901073,1.348063327,10,0.334,2263351.644,2263351.644,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 210 Adults,Dhaka 210,0.101556127
Open Drain Water,1,210,Dhanmondi,Children,c,0.007907652,0.078356129,116,7.137901073,1.348063327,10,0.315,83588457.96,83588457.96,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 210 Children,Dhaka 210,2.327590377
Municipal Drinking Water,3,210,Dhanmondi,Adults,a,0.005953163,0.207125772,242,0.819113365,1.559344536,10,0.632,272487.6602,272487.6602,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 210 Adults,Dhaka 210,0.012226466
Municipal Drinking Water,3,210,Dhanmondi,Children,c,0.003768881,0.180238691,232,0.819113365,1.559344536,10,0.642,332740.4379,332740.4379,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 210 Children,Dhaka 210,0.009265435
Floodwater,6,210,Dhanmondi,Adults,a,0.161423913,0.410865913,242,5.065437242,1.844913628,10,0.501,767764.1056,767764.1056,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 210 Adults,Dhaka 210,0.034449419
Floodwater,6,210,Dhanmondi,Children,c,0.172776676,0.45730369,232,5.065437242,1.844913628,10,0.575,17632502.17,17632502.17,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 210 Children,Dhaka 210,0.490991739
Public Latrine,7,210,Dhanmondi,Adults,a,0.083694655,0.046064018,121,-0.032613183,0.347174044,10,0.119,0.123330689,0.123330689,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 210 Adults,Dhaka 210,5.53E-09
Public Latrine,7,210,Dhanmondi,Children,c,0.074313615,0.285349856,116,-0.032613183,0.347174044,10,0.542,0.635696114,0.635696114,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 210 Children,Dhaka 210,1.77E-08
Raw Produce,2,210,Dhanmondi,Adults,a,0.373226015,2.729988213,121,3.361864401,1.962361339,10,0.915,122793316.9,122793316.9,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 210 Adults,Dhaka 210,5.509711123
Raw Produce,2,210,Dhanmondi,Children,c,0.361882373,2.333388124,116,3.361864401,1.962361339,10,0.908,100930906.3,100930906.3,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 210 Children,Dhaka 210,2.810505327
Surface Water,5,210,Dhanmondi,Adults,a,0.068563332,0.156267178,121,4.181244852,0.662651839,9,0.346,3138.30822,3138.30822,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 210 Adults,Dhaka 210,0.000140815
Surface Water,5,210,Dhanmondi,Children,c,0.0651143,0.124907637,116,4.181244852,0.662651839,9,0.29,18046.76555,18046.76555,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 210 Children,Dhaka 210,0.000502527
Street Food,10,210,Dhanmondi,Adults,a,0.202487018,0.475289193,121,4.434430764,1.699687799,8,0.537,58051418.51,58051418.51,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 210 Adults,Dhaka 210,2.604755326
Street Food,10,210,Dhanmondi,Children,c,0.272710483,1.049588381,116,4.434430764,1.699687799,8,0.727,102111951.3,102111951.3,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 210 Children,Dhaka 210,2.84339251
Open Drain Water,1,301,Shiabu,Adults,a,0.014178051,0.288694874,295,7.022740502,1.023860458,15,0.704,1219383.292,1219383.292,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 301 Adults,Accra 301,0.02985444
Open Drain Water,1,301,Shiabu,Children,c,0.016310168,0.152877597,201,7.022740502,1.023860458,15,0.47,65128902.27,65128902.27,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 301 Children,Accra 301,0.787399246
Municipal Drinking Water,3,301,Shiabu,Adults,a,0.02850052,0.339317764,295,0.513473787,0.850974248,10,0.696,2284.668498,2284.668498,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 301 Adults,Accra 301,5.59E-05
Municipal Drinking Water,3,301,Shiabu,Children,c,0.020737472,0.342630355,203,0.513473787,0.850974248,10,0.733,1285.744331,1285.744331,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 301 Children,Accra 301,1.55E-05
Public Latrine,7,301,Shiabu,Adults,a,0.01263731,0.40909182,295,2.161040165,2.045300709,19,0.831,1787940.785,1787940.785,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 301 Adults,Accra 301,0.043774563
Public Latrine,7,301,Shiabu,Children,c,0.03339985,0.602224959,204,2.161040165,2.045300709,19,0.882,943739.4498,943739.4498,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 301 Children,Accra 301,0.011409677
Ocean,4,301,Shiabu,Adults,a,0.024290812,0.185202214,294,4.610667312,0.835864297,10,0.517,24142.97242,24142.97242,3,Ghana,Accra,Accra 16,3/1/2016,Ocean,Accra 301 Adults,Accra 301,0.000591098
Ocean,4,301,Shiabu,Children,c,0.044882029,0.181025237,202,4.610667312,0.835864297,10,0.424,144281.3823,144281.3823,3,Ghana,Accra,Accra 16,3/1/2016,Ocean,Accra 301 Children,Accra 301,0.001744342
Raw Produce,2,301,Shiabu,Adults,a,0.074425539,0.884296918,293,4.136405554,1.761971471,19,0.901,345887869.9,345887869.9,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 301 Adults,Accra 301,8.468451845
Raw Produce,2,301,Shiabu,Children,c,0.071689538,0.975568437,202,4.136405554,1.761971471,19,0.944,667063358.4,667063358.4,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 301 Children,Accra 301,8.064701959
Open Drain Water,1,302,Chorkor,Adults,a,0.040170707,0.294971313,313,7.595950888,0.955639821,48,0.606,1050381.916,1050381.916,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 302 Adults,Accra 302,0.829117751
Open Drain Water,1,302,Chorkor,Children,c,0.035739879,0.343460897,257,7.595950888,0.955639821,48,0.678,42884651.31,42884651.31,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 302 Children,Accra 302,3.127112223
Municipal Drinking Water,3,302,Chorkor,Adults,a,0.024972966,0.282054416,316,1.215089795,1.085855524,30,0.626,34640.84771,34640.84771,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 302 Adults,Accra 302,0.027343713
Municipal Drinking Water,3,302,Chorkor,Children,c,0.01974624,0.31538021,258,1.215089795,1.085855524,30,0.706,22050.70484,22050.70484,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 302 Children,Accra 302,0.001607919
Public Latrine,7,302,Chorkor,Adults,a,0.019404016,0.43874679,313,0.513245623,1.096863714,94,0.796,204.4793084,204.4793084,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 302 Adults,Accra 302,0.000161406
Public Latrine,7,302,Chorkor,Children,c,0.027465095,0.442554158,256,0.513245623,1.096863714,94,0.781,206.3017601,206.3017601,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 302 Children,Accra 302,1.50E-05
Ocean,4,302,Chorkor,Adults,a,0.033955081,0.220143714,317,5.531408637,0.62739545,20,0.518,91002.02055,91002.02055,3,Ghana,Accra,Accra 16,3/1/2016,Ocean,Accra 302 Adults,Accra 302,0.07183234
Ocean,4,302,Chorkor,Children,c,0.057965387,0.296558857,254,5.531408637,0.62739545,20,0.566,926525.4588,926525.4588,3,Ghana,Accra,Accra 16,3/1/2016,Ocean,Accra 302 Children,Accra 302,0.067561447
Raw Produce,2,302,Chorkor,Adults,a,0.120315515,1.320201816,316,2.921317325,1.75394136,18,0.936,7621355.637,7621355.637,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 302 Adults,Accra 302,6.015908257
Raw Produce,2,302,Chorkor,Children,c,0.073446636,0.856641147,254,2.921317325,1.75394136,18,0.889,66460673.67,66460673.67,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 302 Children,Accra 302,4.846255679
Open Drain Water,1,303,Kokomlemle,Adults,a,0.082146885,0.278478565,293,6.329834044,1.472238054,37,0.516,742754.8916,742754.8916,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 303 Adults,Accra 303,0.127021592
Open Drain Water,1,303,Kokomlemle,Children,c,0.038141618,0.244838892,158,6.329834044,1.472238054,37,0.549,15068121.98,15068121.98,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 303 Children,Accra 303,1.800667358
Municipal Drinking Water,3,303,Kokomlemle,Adults,a,0.081003333,0.284945839,300,-0.234165704,0.16008006,9,0.525,59.12885283,59.12885283,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 303 Adults,Accra 303,1.01E-05
Municipal Drinking Water,3,303,Kokomlemle,Children,c,0.128000393,0.509213521,158,-0.234165704,0.16008006,9,0.643,27.84966243,27.84966243,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 303 Children,Accra 303,3.33E-06
Public Latrine,7,303,Kokomlemle,Adults,a,0.051468789,0.395606834,293,0.964879973,1.743853386,57,0.708,6633.072484,6633.072484,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 303 Adults,Accra 303,0.001134349
Public Latrine,7,303,Kokomlemle,Children,c,0.056682634,0.487700525,158,0.964879973,1.743853386,57,0.758,15068.18662,15068.18662,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 303 Children,Accra 303,0.001800675
Raw Produce,2,303,Kokomlemle,Adults,a,0.198052204,1.664550781,292,2.636070265,2,4,0.927,43987596.96,43987596.96,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 303 Adults,Accra 303,7.522501232
Raw Produce,2,303,Kokomlemle,Children,c,0.219592852,2.34076635,157,2.636070265,2,4,0.968,50318213.05,50318213.05,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 303 Children,Accra 303,6.01311589
Open Drain Water,1,304,Ringway,Adults,a,0.063991212,0.259878097,222,5.457677727,0.706353566,27,0.515,1808.012537,1808.012537,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 304 Adults,Accra 304,0.001647704
Open Drain Water,1,304,Ringway,Children,c,0.056517713,0.2325194,137,5.457677727,0.706353566,27,0.464,42504.50378,42504.50378,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 304 Children,Accra 304,0.039164778
Municipal Drinking Water,3,304,Ringway,Adults,a,0.069316374,0.282843605,221,-0.214137295,0.310876735,9,0.539,78.61534805,78.61534805,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 304 Adults,Accra 304,7.16E-05
Municipal Drinking Water,3,304,Ringway,Children,c,0.10662493,0.582160187,138,-0.214137295,0.310876735,9,0.729,42.12870258,42.12870258,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 304 Children,Accra 304,3.88E-05
Public Latrine,7,304,Ringway,Adults,a,0.064018226,0.311987307,219,0.594641811,1.441009624,28,0.599,302.0170359,302.0170359,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 304 Adults,Accra 304,0.000275239
Public Latrine,7,304,Ringway,Children,c,0.074859924,0.513902476,138,0.594641811,1.441009624,28,0.708,1063.137695,1063.137695,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 304 Children,Accra 304,0.000979603
Raw Produce,2,304,Ringway,Adults,a,0.179868922,1.917186773,219,2.749755188,1.669426007,9,0.956,7544733.79,7544733.79,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 304 Adults,Accra 304,6.875775299
Raw Produce,2,304,Ringway,Children,c,0.394080722,4.810119208,139,2.749755188,1.669426007,9,0.991,7415112.181,7415112.181,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 304 Children,Accra 304,6.832481218
Open Drain Water,1,305,Adabraka,Adults,a,0.050283214,0.274923854,298,6.389041234,0.924306302,35,0.576,66533.87808,66533.87808,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 305 Adults,Accra 305,8.44E-05
Open Drain Water,1,305,Adabraka,Children,c,0.050637818,0.26114072,198,6.389041234,0.924306302,35,0.543,506053.2649,506053.2649,3,Ghana,Accra,Accra 16,3/1/2016,Open Drain Water,Accra 305 Children,Accra 305,0.0007569
Municipal Drinking Water,3,305,Adabraka,Adults,a,0.039596881,0.277130271,297,-0.301029999,1.14E-05,10,0.601,62.5278819,62.5278819,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 305 Adults,Accra 305,7.93E-08
Municipal Drinking Water,3,305,Adabraka,Children,c,0.09023009,0.487323972,200,-0.301029999,1.14E-05,10,0.692,26.30349504,26.30349504,3,Ghana,Accra,Accra 16,3/1/2016,Municipal Drinking Water,Accra 305 Children,Accra 305,3.93E-08
Floodwater,6,305,Adabraka,Adults,a,0.015252663,0.209874457,295,5.954402196,0.84106132,9,0.598,33379.09709,33379.09709,3,Ghana,Accra,Accra 16,3/1/2016,Floodwater,Accra 305 Adults,Accra 305,4.23E-05
Floodwater,6,305,Adabraka,Children,c,0.054403924,0.353238276,199,5.954402196,0.84106132,9,0.626,421700.4921,421700.4921,3,Ghana,Accra,Accra 16,3/1/2016,Floodwater,Accra 305 Children,Accra 305,0.000630734
Public Latrine,7,305,Adabraka,Adults,a,0.029851448,0.316881843,298,0.868925445,1.513674676,58,0.658,1945.731797,1945.731797,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 305 Adults,Accra 305,2.47E-06
Public Latrine,7,305,Adabraka,Children,c,0.031671734,0.451465072,197,0.868925445,1.513674676,58,0.78,1961.367775,1961.367775,3,Ghana,Accra,Accra 16,3/1/2016,Public Latrine,Accra 305 Children,Accra 305,2.93E-06
Raw Produce,2,305,Adabraka,Adults,a,0.166402368,1.603167277,299,3.144762358,2.461323828,9,0.954,7799598208,7799598208,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 305 Adults,Accra 305,9.891948643
Raw Produce,2,305,Adabraka,Children,c,0.252222578,2.194217776,199,3.144762358,2.461323828,9,0.942,6562679350,6562679350,3,Ghana,Accra,Accra 16,3/1/2016,Raw Produce,Accra 305 Children,Accra 305,9.8157521
Open Drain Water,1,401,Kanyama,Adults,a,0.012590366,0.141059479,250,3.94342012,1.222369201,18,0.46,1498.646011,1498.646011,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Open Drain Water,Lusaka 401 Adults,Lusaka 401,0.066908238
Open Drain Water,1,401,Kanyama,Children,c,0.021798491,0.178257009,231,3.94342012,1.222369201,18,0.509,16197.65192,16197.65192,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Open Drain Water,Lusaka 401 Children,Lusaka 401,0.360148084
Municipal Drinking Water,3,401,Kanyama,Adults,a,0.000208209,0.110913869,504,-0.240797513,0.223688341,10,0.623,110.1122506,110.1122506,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Municipal Drinking Water,Lusaka 401 Adults,Lusaka 401,0.004916049
Municipal Drinking Water,3,401,Kanyama,Children,c,0.000580517,0.136315703,464,-0.240797513,0.223688341,10,0.63,42.85325555,42.85325555,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Municipal Drinking Water,Lusaka 401 Children,Lusaka 401,0.000952824
Floodwater,6,401,Kanyama,Adults,a,0.019105517,0.34616596,500,3.642434017,1.166696665,20,0.742,10339.19596,10339.19596,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Floodwater,Lusaka 401 Adults,Lusaka 401,0.46160159
Floodwater,6,401,Kanyama,Children,c,0.02064165,0.422819421,463,3.642434017,1.166696665,20,0.811,119518.2673,119518.2673,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Floodwater,Lusaka 401 Children,Lusaka 401,2.657439189
Public Latrine,7,401,Kanyama,Adults,a,0.033219762,0.213433287,251,-0.124813115,0.099370732,20,0.517,0.736389274,0.736389274,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Public Latrine,Lusaka 401 Adults,Lusaka 401,3.29E-05
Public Latrine,7,401,Kanyama,Children,c,0.094439774,0.819815694,232,-0.124813115,0.099370732,20,0.84,0.888818815,0.888818815,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Public Latrine,Lusaka 401 Children,Lusaka 401,1.98E-05
Raw Produce,2,401,Kanyama,Adults,a,0.049427532,0.285137308,251,2.282692048,1.189752663,19,0.581,100689.1513,100689.1513,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Raw Produce,Lusaka 401 Adults,Lusaka 401,4.495346882
Raw Produce,2,401,Kanyama,Children,c,0.096441182,0.451480834,232,2.282692048,1.189752663,19,0.616,105735.7202,105735.7202,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Raw Produce,Lusaka 401 Children,Lusaka 401,2.35098996
Street Food,10,401,Kanyama,Adults,a,0.104410942,0.347762284,250,1.338304601,0.576249666,19,0.559,560.7564366,560.7564366,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Street Food,Lusaka 401 Adults,Lusaka 401,0.025035415
Street Food,10,401,Kanyama,Children,c,0.060157281,0.354651081,232,1.338304601,0.576249666,19,0.646,653.6147607,653.6147607,4,Zambia,Lusaka,Lusaka 18,4/1/2018,Street Food,Lusaka 401 Children,Lusaka 401,0.014532854
Floodwater,6,501,Intervention,Adults,a,0.107462338,1.685527267,71,2.537101092,2,5,0.972,29192.22853,29192.22853,5,Mozambique,Maputo,Maputo 15,3/1/2015,Floodwater,Maputo 501 Adults,Maputo 501,4.460256787
Floodwater,6,501,Intervention,Children,c,0.089585221,1.299537897,71,2.537101092,2,5,0.954,346820.374,346820.374,5,Mozambique,Maputo,Maputo 15,3/1/2015,Floodwater,Maputo 501 Children,Maputo 501,5.539805601
Public Latrine,7,501,Intervention,Adults,a,0.720935879,26.70681775,71,0.153349846,1.044220711,15,1,36.32839903,36.32839903,5,Mozambique,Maputo,Maputo 15,3/1/2015,Public Latrine,Maputo 501 Adults,Maputo 501,0.005550586
Public Latrine,7,501,Intervention,Children,c,0.278451692,2.93138544,71,0.153349846,1.044220711,15,0.978,20.31126711,20.31126711,5,Mozambique,Maputo,Maputo 15,3/1/2015,Public Latrine,Maputo 501 Children,Maputo 501,0.000324434
Floodwater,6,502,Control,Adults,a,0.034840596,0.672374965,54,0.69898295,9.39E-05,3,0.882,0.053726577,0.053726577,5,Mozambique,Maputo,Maputo 15,3/1/2015,Floodwater,Maputo 502 Adults,Maputo 502,3.04E-05
Floodwater,6,502,Control,Children,c,0.046587459,0.838632155,54,0.69898295,9.39E-05,3,0.928,0.860821067,0.860821067,5,Mozambique,Maputo,Maputo 15,3/1/2015,Floodwater,Maputo 502 Children,Maputo 502,0.000102405
Public Latrine,7,502,Control,Adults,a,0.8113909,62.58665221,54,1.028108338,1.625660431,13,1,6770.979825,6770.979825,5,Mozambique,Maputo,Maputo 15,3/1/2015,Public Latrine,Maputo 502 Adults,Maputo 502,3.83062457
Public Latrine,7,502,Control,Children,c,0.741401474,143.6557741,54,1.028108338,1.625660431,13,1,38549.46041,38549.46041,5,Mozambique,Maputo,Maputo 15,3/1/2015,Public Latrine,Maputo 502 Children,Maputo 502,4.585925596
Bathing Water,9,601,Mataheko,Adults,a,0.521482515,21.08315708,227,-0.15182076,0.35086568,4,1,3.99101492,3.99101492,6,Ghana,Accra,Accra 18,10/1/2018,Bathing Water,Accra 601 Adults,Accra 601,9.95E-09
Bathing Water,9,601,Mataheko,Children,c,0.197258492,4.576415098,221,-0.15182076,0.35086568,4,1,7.732112034,7.732112034,6,Ghana,Accra,Accra 18,10/1/2018,Bathing Water,Accra 601 Children,Accra 601,3.32E-08
Open Drain Water,1,601,Mataheko,Adults,a,0.046899746,0.278213896,227,6.01249354,1.10130083,10,0.594,50772.16993,50772.16993,6,Ghana,Accra,Accra 18,10/1/2018,Open Drain Water,Accra 601 Adults,Accra 601,0.000126591
Open Drain Water,1,601,Mataheko,Children,c,0.042738602,0.31612789,221,6.01249354,1.10130083,10,0.639,2704567.287,2704567.287,6,Ghana,Accra,Accra 18,10/1/2018,Open Drain Water,Accra 601 Children,Accra 601,0.011624555
Municipal Drinking Water,3,601,Mataheko,Adults,a,0.048778682,0.265834714,226,0.064821719,0.933029914,10,0.555,1172.351661,1172.351661,6,Ghana,Accra,Accra 18,10/1/2018,Municipal Drinking Water,Accra 601 Adults,Accra 601,2.92E-06
Municipal Drinking Water,3,601,Mataheko,Children,c,0.077334116,0.4037877,221,0.064821719,0.933029914,10,0.641,1329.234232,1329.234232,6,Ghana,Accra,Accra 18,10/1/2018,Municipal Drinking Water,Accra 601 Children,Accra 601,5.71E-06
Floodwater,6,601,Mataheko,Adults,a,0.045711896,0.41081752,454,3.771828429,2,4,0.742,74410.7424,74410.7424,6,Ghana,Accra,Accra 18,10/1/2018,Floodwater,Accra 601 Adults,Accra 601,0.00018553
Floodwater,6,601,Mataheko,Children,c,0.044367866,0.405184402,442,3.771828429,2,4,0.717,49559775.58,49559775.58,6,Ghana,Accra,Accra 18,10/1/2018,Floodwater,Accra 601 Children,Accra 601,0.213013861
Public Latrine,7,601,Mataheko,Adults,a,0.013353753,0.16098607,219,0.066268418,0.588817279,10,0.509,6.549814045,6.549814045,6,Ghana,Accra,Accra 18,10/1/2018,Public Latrine,Accra 601 Adults,Accra 601,1.63E-08
Public Latrine,7,601,Mataheko,Children,c,0.01205295,0.162136817,213,0.066268418,0.588817279,10,0.51,5.450450773,5.450450773,6,Ghana,Accra,Accra 18,10/1/2018,Public Latrine,Accra 601 Children,Accra 601,2.34E-08
Raw Produce,2,601,Mataheko,Adults,a,0.084306662,1.001304115,227,4.556857691,1.901323887,10,0.899,3259184342,3259184342,6,Ghana,Accra,Accra 18,10/1/2018,Raw Produce,Accra 601 Adults,Accra 601,8.126179449
Raw Produce,2,601,Mataheko,Children,c,0.086323086,1.103093163,221,4.556857691,1.901323887,10,0.929,1776625805,1776625805,6,Ghana,Accra,Accra 18,10/1/2018,Raw Produce,Accra 601 Children,Accra 601,7.636150835
Street Food,10,601,Mataheko,Adults,a,0.096293989,0.807314772,227,3.641416566,2.082591535,10,0.842,584888069.7,584888069.7,6,Ghana,Accra,Accra 18,10/1/2018,Street Food,Accra 601 Adults,Accra 601,1.458311318
Street Food,10,601,Mataheko,Children,c,0.086918423,0.885357642,221,3.641416566,2.082591535,10,0.89,343436280.8,343436280.8,6,Ghana,Accra,Accra 18,10/1/2018,Street Food,Accra 601 Children,Accra 601,1.476130334
Bathing Water,9,602,Osu Alata,Adults,a,0.25745938,6.685379967,220,0.412010727,1.565483377,5,1,6553.916209,6553.916209,6,Ghana,Accra,Accra 18,10/1/2018,Bathing Water,Accra 602 Adults,Accra 602,0.000454908
Bathing Water,9,602,Osu Alata,Children,c,0.427608849,17.93183625,218,0.412010727,1.565483377,5,1,8039.306912,8039.306912,6,Ghana,Accra,Accra 18,10/1/2018,Bathing Water,Accra 602 Children,Accra 602,0.000820522
Open Drain Water,1,602,Osu Alata,Adults,a,0.009731725,0.187141783,220,6.612646727,1.188693507,11,0.564,1387558.078,1387558.078,6,Ghana,Accra,Accra 18,10/1/2018,Open Drain Water,Accra 602 Adults,Accra 602,0.096310583
