"UID","dply_num","lab_date","sample_type","col_sample_type_alt","sampleid","mf","neighborhood","neighb_UID","ec_conc"
"01_03_1013",1,"2016-10-05",3,"Well Water","1013",TRUE,"2",102,0.5
"01_03_1014",1,"2016-10-05",3,"Well Water","1014",TRUE,"2",102,160
"01_03_1015",1,"2016-10-05",3,"Well Water","1015",TRUE,"2",102,92.5
"01_03_1016",1,"2016-10-06",3,"Well Water","1016",TRUE,"2",102,0.5
"01_03_1017",1,"2016-10-06",3,"Well Water","1017",TRUE,"2",102,0.5
"01_03_1018",1,"2016-10-06",3,"Well Water","1018",TRUE,"2",102,2000
"01_03_1019",1,"2016-10-07",3,"Well Water","1019",TRUE,"2",102,0.5
"01_03_1020",1,"2016-10-12",3,"Well Water","1020",TRUE,"4",104,0.5
"01_03_1021",1,"2016-10-12",3,"Well Water","1021",TRUE,"4",104,157.5
"01_03_1022",1,"2016-10-14",3,"Well Water","1022",TRUE,"4",104,2000
"01_03_1023",1,"2016-10-14",3,"Well Water","1023",TRUE,"4",104,0.5
"01_03_1024",1,"2016-10-20",3,"Well Water","1024",TRUE,"4",104,0.5
"01_03_1025",1,"2016-10-20",3,"Well Water","1025",TRUE,"4",104,1
"01_03_1026",1,"2016-10-20",3,"Well Water","1026",TRUE,"4",104,2000
"01_03_1027",1,"2016-10-20",3,"Well Water","1027",TRUE,"4",104,0.5
"01_03_1028",1,"2016-10-20",3,"Well Water","1028",TRUE,"4",104,1
"01_03_1029",1,"2016-10-21",3,"Well Water","1029",TRUE,"4",104,1
"01_03_1030",1,"2016-10-26",3,"Well Water","1030",TRUE,"3",103,40
"01_03_1031",1,"2016-10-26",3,"Well Water","1031",TRUE,"3",103,0.5
"01_03_1032",1,"2016-10-27",3,"Well Water","1032",TRUE,"3",103,0.5
"01_03_1033",1,"2016-10-27",3,"Well Water","1033",TRUE,"3",103,1
"01_03_1034",1,"2016-10-28",3,"Well Water","1034",TRUE,"3",103,7
"01_03_1035",1,"2016-10-28",3,"Well Water","1035",TRUE,"3",103,0.5
"01_03_1036",1,"2016-11-01",3,"Well Water","1036",TRUE,"3",103,49
"01_03_1037",1,"2016-11-01",3,"Well Water","1037",TRUE,"3",103,0.5
"01_03_1038",1,"2016-11-01",3,"Well Water","1038",TRUE,"3",103,85
"01_03_1039",1,"2016-11-02",3,"Well Water","1039",TRUE,"3",103,0.5
"01_03_1040",1,"2016-11-08",3,"Well Water","1040",TRUE,"5",105,0.5
"01_03_1041",1,"2016-11-08",3,"Well Water","1041",TRUE,"5",105,0.5
"01_03_1042",1,"2016-11-16",3,"Well Water","1042",TRUE,"5",105,0.5
"01_03_1043",1,"2016-11-16",3,"Well Water","1043",TRUE,"5",105,710
"01_03_1044",1,"2016-11-17",3,"Well Water","1044",TRUE,"5",105,560
"01_03_1045",1,"2016-11-17",3,"Well Water","1045",TRUE,"5",105,55
"01_03_1046",1,"2016-11-17",3,"Well Water","1046",TRUE,"5",105,3
"01_03_1047",1,"2016-11-18",3,"Well Water","1047",TRUE,"5",105,0.5
"01_03_1048",1,"2016-11-18",3,"Well Water","1048",TRUE,"5",105,0.5
"01_03_1049",1,"2016-11-18",3,"Well Water","1049",TRUE,"5",105,7.5
"01_03_1050",1,"2016-09-08",3,"Bottled Water","1050",TRUE,"1",101,1
"01_03_1051",1,"2016-09-08",3,"Bottled Water","1051",TRUE,"1",101,0.5
"01_03_1052",1,"2016-09-08",3,"Bottled Water","1052",TRUE,"1",101,0.5
"01_03_1053",1,"2016-09-08",3,"Bottled Water","1053",TRUE,"1",101,0.5
"01_03_1054",1,"2016-09-09",3,"Bottled Water","1054",TRUE,"1",101,0.5
"01_03_1055",1,"2016-09-13",3,"Bottled Water","1055",TRUE,"1",101,0.5
"01_03_1056",1,"2016-09-13",3,"Bottled Water","1056",TRUE,"1",101,0.5
"01_03_1057",1,"2016-09-15",3,"Bottled Water","1057",TRUE,"1",101,0.5
"01_03_1058",1,"2016-09-15",3,"Bottled Water","1058",TRUE,"1",101,14
"01_03_1059",1,"2016-09-16",3,"Bottled Water","1059",TRUE,"1",101,0.5
"01_03_1060",1,"2016-09-23",3,"Bottled Water","1060",TRUE,"2",102,0.5
"01_03_1061",1,"2016-09-23",3,"Bottled Water","1061",TRUE,"2",102,0.5
"01_03_1062",1,"2016-09-23",3,"Bottled Water","1062",TRUE,"2",102,0.5
"01_03_1063",1,"2016-09-23",3,"Bottled Water","1063",TRUE,"2",102,27
"01_03_1064",1,"2016-10-05",3,"Bottled Water","1064",TRUE,"2",102,0.5
"01_03_1065",1,"2016-10-05",3,"Bottled Water","1065",TRUE,"2",102,0.5
"01_03_1066",1,"2016-10-05",3,"Bottled Water","1066",TRUE,"2",102,4
"01_03_1067",1,"2016-10-06",3,"Bottled Water","1067",TRUE,"2",102,0.5
"01_03_1068",1,"2016-10-06",3,"Bottled Water","1068",TRUE,"2",102,0.5
"01_03_1069",1,"2016-10-07",3,"Bottled Water","1069",TRUE,"2",102,0.5
"01_03_1070",1,"2016-10-12",3,"Bottled Water","1070",TRUE,"4",104,0.5
"01_03_1071",1,"2016-10-12",3,"Bottled Water","1071",TRUE,"4",104,0.5
"01_03_1072",1,"2016-10-13",3,"Bottled Water","1072",TRUE,"4",104,204.5
"01_03_1073",1,"2016-10-14",3,"Bottled Water","1073",TRUE,"4",104,0.5
"01_03_1074",1,"2016-10-18",3,"Bottled Water","1074",TRUE,"4",104,0.5
"01_03_1075",1,"2016-10-18",3,"Bottled Water","1075",TRUE,"4",104,0.5
"01_03_1076",1,"2016-10-20",3,"Bottled Water","1076",TRUE,"4",104,14.5
"01_03_1077",1,"2016-10-20",3,"Bottled Water","1077",TRUE,"4",104,0.5
"01_03_1078",1,"2016-10-21",3,"Bottled Water","1078",TRUE,"4",104,0.5
"01_03_1079",1,"2016-11-18",3,"Bottled Water","1079",TRUE,"4",104,13
"01_03_1080",1,"2016-11-18",3,"Bottled Water","1080",TRUE,"4",104,311.5
"01_03_1081",1,"2016-10-26",3,"Bottled Water","1081",TRUE,"3",103,14
"01_03_1082",1,"2016-10-26",3,"Bottled Water","1082",TRUE,"3",103,374
"01_03_1083",1,"2016-10-27",3,"Bottled Water","1083",TRUE,"3",103,0.5
"01_03_1084",1,"2016-10-28",3,"Bottled Water","1084",TRUE,"3",103,0.5
"01_03_1085",1,"2016-10-28",3,"Bottled Water","1085",TRUE,"3",103,3
"01_03_1086",1,"2016-10-28",3,"Bottled Water","1086",TRUE,"3",103,13
"01_03_1087",1,"2016-11-02",3,"Bottled Water","1087",TRUE,"3",103,0.5
"01_03_1088",1,"2016-11-02",3,"Bottled Water","1088",TRUE,"3",103,0.5
"01_03_1089",1,"2016-11-02",3,"Bottled Water","1089",TRUE,"3",103,0.5
"01_03_1090",1,"2016-11-08",3,"Bottled Water","1090",TRUE,"5",105,1
"01_03_1091",1,"2016-11-08",3,"Bottled Water","1091",TRUE,"5",105,0.5
"01_03_1092",1,"2016-11-16",3,"Bottled Water","1092",TRUE,"5",105,6
"01_03_1093",1,"2016-11-16",3,"Bottled Water","1093",TRUE,"5",105,0.5
"01_03_1094",1,"2016-11-16",3,"Bottled Water","1094",TRUE,"5",105,192
"01_03_1095",1,"2016-11-17",3,"Bottled Water","1095",TRUE,"5",105,1360
"01_03_1096",1,"2016-11-17",3,"Bottled Water","1096",TRUE,"5",105,0.5
"01_03_1097",1,"2016-11-18",3,"Bottled Water","1097",TRUE,"5",105,0.5
"01_03_1098",1,"2016-11-18",3,"Bottled Water","1098",TRUE,"5",105,0.5
"01_03_1099",1,"2016-11-18",3,"Bottled Water","1099",TRUE,"5",105,0.5
"01_03_1100",1,"2016-10-31",3,"Water Supply","1100",TRUE,"4",104,0.5
"01_03_1101",1,"2016-10-31",3,"Water Supply","1101",TRUE,"4",104,0.5
"01_03_1102",1,"2016-10-31",3,"Water Supply","1102",TRUE,"4",104,0.5
"01_03_1103",1,"2016-10-31",3,"Water Supply","1103",TRUE,"4",104,0.5
"01_03_1104",1,"2016-10-31",3,"Water Supply","1104",TRUE,"4",104,0.5
"01_03_1105",1,"2016-10-31",3,"Water Supply","1105",TRUE,"4",104,0.5
"01_03_1106",1,"2016-10-31",3,"Water Supply","1106",TRUE,"4",104,0.5
"01_03_1107",1,"2016-10-31",3,"Water Supply","1107",TRUE,"4",104,0.5
"01_03_1108",1,"2016-10-31",3,"Water Supply","1108",TRUE,"4",104,0.5
"01_03_1109",1,"2016-10-31",3,"Water Supply","1109",TRUE,"4",104,0.5
"01_03_1170",1,"2016-09-08",3,"Ice","1170",TRUE,"1",101,1
"01_03_1171",1,"2016-09-08",3,"Ice","1171",TRUE,"1",101,6
"01_03_1172",1,"2016-09-08",3,"Ice","1172",TRUE,"1",101,0.5
"01_03_1173",1,"2016-09-09",3,"Ice","1173",TRUE,"1",101,4
"01_03_1174",1,"2016-09-09",3,"Ice","1174",TRUE,"1",101,4
"01_03_1175",1,"2016-09-09",3,"Ice","1175",TRUE,"1",101,2000
"01_03_1176",1,"2016-09-14",3,"Ice","1176",TRUE,"1",101,59
"01_03_1177",1,"2016-09-14",3,"Ice","1177",TRUE,"1",101,230
"01_03_1178",1,"2016-09-14",3,"Ice","1178",TRUE,"1",101,19
"01_03_1179",1,"2016-09-14",3,"Ice","1179",TRUE,"1",101,8
"01_03_1180",1,"2016-09-23",3,"Ice","1180",TRUE,"2",102,2000
"01_03_1181",1,"2016-09-23",3,"Ice","1181",TRUE,"2",102,7.5
"01_03_1182",1,"2016-09-23",3,"Ice","1182",TRUE,"2",102,2
"01_03_1183",1,"2016-10-05",3,"Ice","1183",TRUE,"2",102,1380
"01_03_1184",1,"2016-10-05",3,"Ice","1184",TRUE,"2",102,100
"01_03_1185",1,"2016-10-05",3,"Ice","1185",TRUE,"2",102,24
"01_03_1186",1,"2016-10-06",3,"Ice","1186",TRUE,"2",102,0.5
"01_03_1187",1,"2016-10-06",3,"Ice","1187",TRUE,"2",102,0.5
"01_03_1188",1,"2016-10-06",3,"Ice","1188",TRUE,"2",102,93
"01_03_1189",1,"2016-10-06",3,"Ice","1189",TRUE,"2",102,200
"01_03_1190",1,"2016-10-13",3,"Ice","1190",TRUE,"4",104,30
"01_03_1191",1,"2016-10-13",3,"Ice","1191",TRUE,"4",104,20
"01_03_1192",1,"2016-10-13",3,"Ice","1192",TRUE,"4",104,14.5
"01_03_1193",1,"2016-10-14",3,"Ice","1193",TRUE,"4",104,0.5
"01_03_1194",1,"2016-10-14",3,"Ice","1194",TRUE,"4",104,39
"01_03_1195",1,"2016-10-14",3,"Ice","1195",TRUE,"4",104,87
"01_03_1196",1,"2016-10-20",3,"Ice","1196",TRUE,"4",104,35
"01_03_1197",1,"2016-10-20",3,"Ice","1197",TRUE,"4",104,21
"01_03_1198",1,"2016-10-20",3,"Ice","1198",TRUE,"4",104,18
"01_03_1199",1,"2016-10-20",3,"Ice","1199",TRUE,"4",104,5
"01_03_1200",1,"2016-10-27",3,"Ice","1200",TRUE,"3",103,6
"01_03_1201",1,"2016-10-27",3,"Ice","1201",TRUE,"3",103,79
"01_03_1202",1,"2016-10-27",3,"Ice","1202",TRUE,"3",103,6.5
"01_03_1203",1,"2016-10-27",3,"Ice","1203",TRUE,"3",103,16
"01_03_1204",1,"2016-10-27",3,"Ice","1204",TRUE,"3",103,61
"01_03_1205",1,"2016-10-27",3,"Ice","1205",TRUE,"3",103,160
"01_03_1206",1,"2016-10-28",3,"Ice","1206",TRUE,"3",103,
"01_03_1207",1,"2016-10-28",3,"Ice","1207",TRUE,"3",103,8
"01_03_1208",1,"2016-11-01",3,"Ice","1208",TRUE,"3",103,107.5
"01_03_1209",1,"2016-11-01",3,"Ice","1209",TRUE,"3",103,36
"01_03_1210",1,"2016-11-16",3,"Ice","1210",TRUE,"5",105,58
"01_03_1211",1,"2016-11-16",3,"Ice","1211",TRUE,"5",105,14
"01_03_1212",1,"2016-11-16",3,"Ice","1212",TRUE,"5",105,23
"01_03_1213",1,"2016-11-16",3,"Ice","1213",TRUE,"5",105,0.5
"01_03_1214",1,"2016-11-16",3,"Ice","1214",TRUE,"5",105,0.5
"01_03_1215",1,"2016-11-16",3,"Ice","1215",TRUE,"5",105,810
"01_03_1216",1,"2016-11-17",3,"Ice","1216",TRUE,"5",105,0.5
"01_03_1217",1,"2016-11-17",3,"Ice","1217",TRUE,"5",105,510
"01_03_1218",1,"2016-11-17",3,"Ice","1218",TRUE,"5",105,10
"01_03_1219",1,"2016-11-17",3,"Ice","1219",TRUE,"5",105,0.5
"01_06_1120",1,"2016-09-08",6,"","1120",TRUE,"1",101,470000
"01_06_1121",1,"2016-09-08",6,"","1121",TRUE,"1",101,42000
"01_06_1122",1,"2016-09-08",6,"","1122",TRUE,"1",101,460000
"01_06_1123",1,"2016-09-13",6,"","1123",TRUE,"1",101,9500
"01_06_1124",1,"2016-09-13",6,"","1124",TRUE,"1",101,8000
"01_06_1125",1,"2016-09-15",6,"","1125",TRUE,"1",101,7000
"01_06_1126",1,"2016-09-15",6,"","1126",TRUE,"1",101,104000
"01_06_1127",1,"2016-09-15",6,"","1127",TRUE,"1",101,1770000
"01_06_1128",1,"2016-09-16",6,"","1128",TRUE,"1",101,104500
"01_06_1129",1,"2016-09-16",6,"","1129",TRUE,"1",101,153500
"01_06_1130",1,"2016-10-05",6,"","1130",TRUE,"2",102,159500
"01_06_1131",1,"2016-10-05",6,"","1131",TRUE,"2",102,28000
"01_06_1132",1,"2016-10-07",6,"","1132",TRUE,"2",102,17000
"01_06_1133",1,"2016-10-07",6,"","1133",TRUE,"2",102,13000
"01_06_1134",1,"2016-10-07",6,"","1134",TRUE,"2",102,110500
"01_06_1135",1,"2016-10-07",6,"","1135",TRUE,"2",102,560000
"01_06_1136",1,"2016-10-07",6,"","1136",TRUE,"2",102,360000
"01_06_1137",1,"2016-10-13",6,"","1137",TRUE,"2",102,420000
"01_06_1138",1,"2016-10-13",6,"","1138",TRUE,"2",102,34000
"01_06_1139",1,"2016-10-13",6,"","1139",TRUE,"2",102,620000
"01_06_1140",1,"2016-10-13",6,"","1140",TRUE,"4",104,8000
"01_06_1141",1,"2016-10-13",6,"","1141",TRUE,"4",104,82000
"01_06_1142",1,"2016-10-13",6,"","1142",TRUE,"4",104,220000
"01_06_1143",1,"2016-10-18",6,"","1143",TRUE,"4",104,104500
"01_06_1144",1,"2016-10-18",6,"","1144",TRUE,"4",104,118000
"01_06_1145",1,"2016-10-20",6,"","1145",TRUE,"4",104,11000
"01_06_1146",1,"2016-10-20",6,"","1146",TRUE,"4",104,8500
"01_06_1147",1,"2016-10-20",6,"","1147",TRUE,"4",104,290000
"01_06_1148",1,"2016-10-21",6,"","1148",TRUE,"4",104,48000
"01_06_1149",1,"2016-10-21",6,"","1149",TRUE,"4",104,112000
"01_06_1150",1,"2016-10-26",6,"","1150",TRUE,"3",103,3900000
"01_06_1151",1,"2016-10-26",6,"","1151",TRUE,"3",103,1225000
"01_06_1152",1,"2016-10-26",6,"","1152",TRUE,"3",103,164500
"01_06_1153",1,"2016-10-28",6,"","1153",TRUE,"3",103,73000
"01_06_1154",1,"2016-10-28",6,"","1154",TRUE,"3",103,51000
"01_06_1155",1,"2016-11-02",6,"","1155",TRUE,"3",103,5000
"01_06_1156",1,"2016-11-02",6,"","1156",TRUE,"3",103,103000
"01_06_1157",1,"2016-11-02",6,"","1157",TRUE,"3",103,1055000
"01_06_1158",1,"2016-11-02",6,"","1158",TRUE,"3",103,3000
"01_06_1159",1,"2016-11-02",6,"","1159",TRUE,"3",103,127000
"01_06_1160",1,"2016-11-08",6,"","1160",TRUE,"5",105,71000
"01_06_1161",1,"2016-11-08",6,"","1161",TRUE,"5",105,13500
"01_06_1162",1,"2016-11-08",6,"","1162",TRUE,"5",105,18800000
"01_06_1163",1,"2016-11-17",6,"","1163",TRUE,"5",105,410000
"01_06_1164",1,"2016-11-17",6,"","1164",TRUE,"5",105,73000
"01_06_1165",1,"2016-11-18",6,"","1165",TRUE,"5",105,420000
"01_06_1166",1,"2016-11-18",6,"","1166",TRUE,"5",105,98000
"01_06_1167",1,"2016-11-18",6,"","1167",TRUE,"5",105,2000
"01_06_1168",1,"2016-11-18",6,"","1168",TRUE,"5",105,590000
"01_06_1169",1,"2016-11-18",6,"","1169",TRUE,"5",105,500
"01_08_1220",1,"2016-09-08",8,"","1220",TRUE,"1",101,1155000
"01_08_1221",1,"2016-09-08",8,"","1221",TRUE,"1",101,50000
"01_08_1222",1,"2016-09-08",8,"","1222",TRUE,"1",101,103500
"01_08_1223",1,"2016-09-08",8,"","1223",TRUE,"1",101,730000
"01_08_1224",1,"2016-09-08",8,"","1224",TRUE,"1",101,14000
"01_08_1225",1,"2016-09-14",8,"","1225",TRUE,"1",101,500
"01_08_1226",1,"2016-09-14",8,"","1226",TRUE,"1",101,1655000
"01_08_1227",1,"2016-09-14",8,"","1227",TRUE,"1",101,1e+05
"01_08_1228",1,"2016-09-15",8,"","1228",TRUE,"1",101,18000
"01_08_1229",1,"2016-09-15",8,"","1229",TRUE,"1",101,19500
"01_08_1230",1,"2016-09-23",8,"","1230",TRUE,"2",102,19000
"01_08_1231",1,"2016-09-23",8,"","1231",TRUE,"2",102,10700000
"01_08_1232",1,"2016-09-23",8,"","1232",TRUE,"2",102,44000
"01_08_1233",1,"2016-09-23",8,"","1233",TRUE,"2",102,2900000
"01_08_1234",1,"2016-09-23",8,"","1234",TRUE,"2",102,46000
"01_08_1235",1,"2016-10-07",8,"","1235",TRUE,"2",102,81000
"01_08_1236",1,"2016-10-07",8,"","1236",TRUE,"2",102,500
"01_08_1237",1,"2016-10-07",8,"","1237",TRUE,"2",102,360000
"01_08_1238",1,"2016-10-07",8,"","1238",TRUE,"2",102,1020000
"01_08_1239",1,"2016-10-07",8,"","1239",TRUE,"2",102,103500
"01_08_1240",1,"2016-10-13",8,"","1240",TRUE,"4",104,32000
"01_08_1241",1,"2016-10-13",8,"","1241",TRUE,"4",104,52000
"01_08_1242",1,"2016-10-13",8,"","1242",TRUE,"4",104,260000
"01_08_1243",1,"2016-10-13",8,"","1243",TRUE,"4",104,42000
"01_08_1244",1,"2016-10-13",8,"","1244",TRUE,"4",104,49000
"01_08_1245",1,"2016-10-20",8,"","1245",TRUE,"4",104,5000
"01_08_1246",1,"2016-10-20",8,"","1246",TRUE,"4",104,104500
"01_08_1247",1,"2016-10-20",8,"","1247",TRUE,"4",104,490000
"01_08_1248",1,"2016-10-20",8,"","1248",TRUE,"4",104,20000
"01_08_1249",1,"2016-10-20",8,"","1249",TRUE,"4",104,93000
"01_08_1250",1,"2016-10-26",8,"","1250",TRUE,"3",103,500
"01_08_1251",1,"2016-10-26",8,"","1251",TRUE,"3",103,500
"01_08_1252",1,"2016-10-26",8,"","1252",TRUE,"3",103,37000
"01_08_1253",1,"2016-10-26",8,"","1253",TRUE,"3",103,500
"01_08_1254",1,"2016-10-26",8,"","1254",TRUE,"3",103,5600000
"01_08_1255",1,"2016-11-01",8,"","1255",TRUE,"3",103,500
"01_08_1256",1,"2016-11-01",8,"","1256",TRUE,"3",103,148000
"01_08_1257",1,"2016-11-01",8,"","1257",TRUE,"3",103,234500
"01_08_1258",1,"2016-11-01",8,"","1258",TRUE,"3",103,144500
"01_08_1259",1,"2016-11-01",8,"","1259",TRUE,"3",103,500
"01_08_1260",1,"2016-11-08",8,"","1260",TRUE,"5",105,2000
"01_08_1261",1,"2016-11-08",8,"","1261",TRUE,"5",105,500
"01_08_1262",1,"2016-11-08",8,"","1262",TRUE,"5",105,39000
"01_08_1263",1,"2016-11-08",8,"","1263",TRUE,"5",105,8e+05
"01_08_1264",1,"2016-11-08",8,"","1264",TRUE,"5",105,1220000
"01_08_1265",1,"2016-11-17",8,"","1265",TRUE,"5",105,31000
"01_08_1266",1,"2016-11-17",8,"","1266",TRUE,"5",105,450000
"01_08_1267",1,"2016-11-17",8,"","1267",TRUE,"5",105,1880000
"01_08_1268",1,"2016-11-18",8,"","1268",TRUE,"5",105,2000
"01_08_1269",1,"2016-11-18",8,"","1269",TRUE,"5",105,560000
"01_09_1110",1,"2016-09-21",9,"","1110",TRUE,"1",101,6.5
"01_09_1111",1,"2016-09-21",9,"","1111",TRUE,"1",101,0.5
"01_09_1112",1,"2016-09-21",9,"","1112",TRUE,"1",101,50
"01_09_1113",1,"2016-09-21",9,"","1113",TRUE,"1",101,172
"01_09_1114",1,"2016-09-21",9,"","1114",TRUE,"1",101,1640
"01_09_1115",1,"2016-09-21",9,"","1115",TRUE,"1",101,154.5
"01_09_1116",1,"2016-09-21",9,"","1116",TRUE,"1",101,790
"01_09_1117",1,"2016-09-21",9,"","1117",TRUE,"1",101,24
"01_09_1118",1,"2016-09-21",9,"","1118",TRUE,"1",101,310
"01_09_1119",1,"2016-09-21",9,"","1119",TRUE,"1",101,15
"02_01_1007",2,"2017-04-13",1,"","1007",FALSE,"1",201,5355000
"02_01_1011",2,"2017-05-11",1,"","1011",FALSE,"1",201,3e+05
"02_01_1014",2,"2017-04-13",1,"","1014",FALSE,"1",201,8405000
"02_01_1016",2,"2017-04-13",1,"","1016",FALSE,"1",201,20305000
"02_01_1022",2,"2017-04-13",1,"","1022",FALSE,"1",201,19095000
"02_01_1029",2,"2017-04-13",1,"","1029",FALSE,"1",201,47160000
"02_01_1063",2,"2017-04-23",1,"","1063",FALSE,"1",201,2250000
"02_01_1068",2,"2017-04-23",1,"","1068",FALSE,"1",201,2e+05
"02_01_1069",2,"2017-04-24",1,"","1069",FALSE,"1",201,5700000
"02_01_1070",2,"2017-04-24",1,"","1070",FALSE,"1",201,
"02_01_1091",2,"2017-04-23",1,"","1091",FALSE,"7",207,146415000
"02_01_1092",2,"2017-04-23",1,"","1092",FALSE,"7",207,5060000
"02_01_1136",2,"2017-04-27",1,"","1136",FALSE,"7",207,192915000
"02_01_1137",2,"2017-04-27",1,"","1137",FALSE,"7",207,2815000
"02_01_1138",2,"2017-05-11",1,"","1138",FALSE,"7",207,14805000
"02_01_1160",2,"2017-04-27",1,"","1160",FALSE,"7",207,46305000
"02_01_1161",2,"2017-04-27",1,"","1161",FALSE,"7",207,107830000
"02_01_1162",2,"2017-04-27",1,"","1162",FALSE,"7",207,22325000
"02_01_1166",2,"2017-04-29",1,"","1166",FALSE,"7",207,114445000
"02_01_1167",2,"2017-04-29",1,"","1167",FALSE,"7",207,110385000
"02_01_1185",2,"2017-04-29",1,"","1185",FALSE,"8",208,69025000
"02_01_1186",2,"2017-04-29",1,"","1186",FALSE,"8",208,36920000
"02_01_1217",2,"2017-04-29",1,"","1217",FALSE,"8",208,50010000
"02_01_1218",2,"2017-04-29",1,"","1218",FALSE,"8",208,6970000
"02_01_1221",2,"2017-04-30",1,"","1221",FALSE,"8",208,27615000
"02_01_1222",2,"2017-04-30",1,"","1222",FALSE,"8",208,42395000
"02_01_1223",2,"2017-04-30",1,"","1223",FALSE,"8",208,9870000
"02_01_1259",2,"2017-04-30",1,"","1259",FALSE,"8",208,8850000
"02_01_1260",2,"2017-04-30",1,"","1260",FALSE,"8",208,69850000
"02_01_1263",2,"2017-04-30",1,"","1263",FALSE,"8",208,53905000
"02_01_1279",2,"2017-05-04",1,"","1279",FALSE,"9",209,89355000
"02_01_1280",2,"2017-05-04",1,"","1280",FALSE,"9",209,29660000
"02_01_1303",2,"2017-05-09",1,"","1303",FALSE,"9",209,8045000
"02_01_1304",2,"2017-05-09",1,"","1304",FALSE,"9",209,14875000
"02_01_1305",2,"2017-05-09",1,"","1305",FALSE,"9",209,630000
"02_01_1329",2,"2017-05-15",1,"","1329",FALSE,"9",209,13500000
"02_01_1330",2,"2017-05-15",1,"","1330",FALSE,"9",209,2910000
"02_01_1331",2,"2017-05-15",1,"","1331",FALSE,"9",209,1e+05
"02_01_1359",2,"2017-05-11",1,"","1359",FALSE,"9",209,2e+05
"02_01_1360",2,"2017-05-11",1,"","1360",FALSE,"9",209,40750000
"02_01_1375",2,"2017-05-20",1,"","1375",FALSE,"4",204,46375000
"02_01_1376",2,"2017-05-20",1,"","1376",FALSE,"4",204,8475000
