"UID","dply_num","lab_date","sample_type","col_sample_type_alt","sampleid","mf","neighborhood","neighb_UID","ec_conc"
"11_02_1001",11,"2014-03-07",2,"","1001",TRUE,"1",1101,4000
"11_02_1018",11,"2014-03-04",2,"","1018",TRUE,"1",1101,9500
"11_02_1019",11,"2014-03-05",2,"","1019",TRUE,"1",1101,3750
"11_02_1020",11,"2014-03-05",2,"","1020",TRUE,"1",1101,90000
"11_02_1021",11,"2014-03-06",2,"","1021",TRUE,"1",1101,7500
"11_02_1030",11,"2014-03-12",2,"","1030",TRUE,"1",1101,175000
"11_02_1032",11,"2014-03-11",2,"","1032",TRUE,"1",1101,82500
"11_02_1043",11,"2014-03-14",2,"","1043",TRUE,"1",1101,1e+06
"11_02_1044",11,"2014-03-14",2,"","1044",TRUE,"1",1101,500
"11_02_1045",11,"2014-03-14",2,"","1045",TRUE,"1",1101,250
"11_02_1047",11,"2014-03-18",2,"","1047",TRUE,"2",1102,6000
"11_02_1048",11,"2014-03-20",2,"","1048",TRUE,"2",1102,35750
"11_02_1049",11,"2014-03-21",2,"","1049",TRUE,"2",1102,6500
"11_02_1050",11,"2014-03-21",2,"","1050",TRUE,"2",1102,1e+06
"11_02_1051",11,"2014-03-21",2,"","1051",TRUE,"2",1102,8500
"11_02_1093",11,"2014-03-24",2,"","1093",TRUE,"2",1102,4250
"11_02_1094",11,"2014-03-24",2,"","1094",TRUE,"2",1102,500
"11_02_1095",11,"2014-03-26",2,"","1095",TRUE,"2",1102,12500
"11_02_1096",11,"2014-03-26",2,"","1096",TRUE,"2",1102,950000
"11_02_1097",11,"2014-03-26",2,"","1097",TRUE,"2",1102,500
"11_03_1023",11,"2014-03-05",3,"","1023",TRUE,"1",1101,0.5
"11_03_1024",11,"2014-03-05",3,"","1024",TRUE,"1",1101,0.5
"11_03_1033",11,"2014-03-11",3,"","1033",TRUE,"1",1101,0.5
"11_03_1034",11,"2014-03-19",3,"","1034",TRUE,"1",1101,100
"11_03_1066",11,"2014-03-24",3,"","1066",TRUE,"2",1102,0.5
"11_03_1067",11,"2014-03-27",3,"","1067",TRUE,"1",1101,0.5
"11_03_1068",11,"2014-03-24",3,"","1068",TRUE,"1",1101,0.5
"11_03_1069",11,"2014-03-27",3,"","1069",TRUE,"1",1101,0.5
"11_03_1070",11,"2014-03-27",3,"","1070",TRUE,"1",1101,0.5
"11_03_1071",11,"2014-03-27",3,"","1071",TRUE,"1",1101,0.5
"11_03_1072",11,"2014-03-25",3,"","1072",TRUE,"2",1102,0.5
"11_03_1073",11,"2014-03-25",3,"","1073",TRUE,"2",1102,200
"11_03_1074",11,"2014-03-26",3,"","1074",TRUE,"2",1102,0.5
"11_03_1075",11,"2014-03-26",3,"","1075",TRUE,"2",1102,0.5
"11_03_1076",11,"2014-03-26",3,"","1076",TRUE,"2",1102,
"11_03_1077",11,"2014-03-26",3,"","1077",TRUE,"2",1102,
"11_03_1078",11,"2014-03-26",3,"","1078",TRUE,"2",1102,0.5
"11_03_1079",11,"2014-03-26",3,"","1079",TRUE,"2",1102,0.5
"11_03_1085",11,"2014-03-26",3,"","1085",TRUE,"2",1102,0.5
"11_03_1089",11,"2014-03-26",3,"","1089",TRUE,"2",1102,0.5
"11_03_1105",11,"2014-04-02",3,"","1105",TRUE,"1",1101,
"11_03_1106",11,"2014-04-02",3,"","1106",TRUE,"1",1101,
"11_07_1009",11,"2014-03-07",7,"","1009",TRUE,"1",1101,910
"11_07_1010",11,"2014-03-07",7,"","1010",TRUE,"1",1101,8.4
"11_07_1011",11,"2014-03-07",7,"","1011",TRUE,"1",1101,1.4
"11_07_1012",11,"2014-03-07",7,"","1012",TRUE,"1",1101,1190
"11_07_1013",11,"2014-03-07",7,"","1013",TRUE,"1",1101,1.4
"11_07_1014",11,"2014-03-07",7,"","1014",TRUE,"1",1101,224
"11_07_1015",11,"2014-03-07",7,"","1015",TRUE,"1",1101,2800
"11_07_1016",11,"2014-03-07",7,"","1016",TRUE,"1",1101,490
"11_07_1017",11,"2014-03-07",7,"","1017",TRUE,"1",1101,14
"11_07_1025",11,"2014-03-07",7,"","1025",TRUE,"1",1101,2800
"11_07_1026",11,"2014-03-07",7,"","1026",TRUE,"1",1101,2800
"11_07_1027",11,"2014-03-07",7,"","1027",TRUE,"1",1101,2800
"11_07_1061",11,"2014-03-21",7,"","1061",TRUE,"2",1102,
"11_07_1062",11,"2014-03-21",7,"","1062",TRUE,"2",1102,2800
"11_07_1063",11,"2014-03-21",7,"","1063",TRUE,"2",1102,2800
"11_07_1064",11,"2014-03-21",7,"","1064",TRUE,"2",1102,2800
"11_07_1065",11,"2014-03-21",7,"","1065",TRUE,"2",1102,212.8
"11_07_1086",11,"2014-03-26",7,"","1086",TRUE,"2",1102,1540
"11_07_1087",11,"2014-03-26",7,"","1087",TRUE,"2",1102,1260
"11_07_1088",11,"2014-03-26",7,"","1088",TRUE,"2",1102,1.4
"11_07_1090",11,"2014-03-26",7,"","1090",TRUE,"2",1102,0.7
"11_07_1091",11,"2014-03-26",7,"","1091",TRUE,"2",1102,21
"11_07_1092",11,"2014-03-26",7,"","1092",TRUE,"2",1102,14
"11_07_1104",11,"2014-03-21",7,"","1104",TRUE,"2",1102,5.6
"11_08_1002",11,"2014-03-11",8,"","1002",TRUE,"1",1101,100
"11_08_1022",11,"2014-03-04",8,"","1022",TRUE,"1",1101,32
"11_08_1028",11,"2014-03-06",8,"","1028",TRUE,"1",1101,280
"11_08_1029",11,"2014-03-12",8,"","1029",TRUE,"1",1101,220
"11_08_1031",11,"2014-03-12",8,"","1031",TRUE,"1",1101,4
"11_08_1039",11,"2014-03-14",8,"","1039",TRUE,"1",1101,34
"11_08_1040",11,"2014-03-14",8,"","1040",TRUE,"1",1101,8
"11_08_1041",11,"2014-03-14",8,"","1041",TRUE,"1",1101,400
"11_08_1042",11,"2014-03-14",8,"","1042",TRUE,"1",1101,60
"11_08_1046",11,"2014-03-07",8,"","1046",TRUE,"1",1101,16
"11_08_1052",11,"2014-03-18",8,"","1052",TRUE,"2",1102,323
"11_08_1053",11,"2014-03-20",8,"","1053",TRUE,"2",1102,100
"11_08_1054",11,"2014-03-21",8,"","1054",TRUE,"2",1102,1
"11_08_1055",11,"2014-03-21",8,"","1055",TRUE,"2",1102,1
"11_08_1056",11,"2014-03-21",8,"","1056",TRUE,"2",1102,
"11_08_1057",11,"2014-03-21",8,"","1057",TRUE,"2",1102,1
"11_08_1058",11,"2014-03-21",8,"","1058",TRUE,"2",1102,1
"11_08_1059",11,"2014-03-21",8,"","1059",TRUE,"2",1102,1
"11_08_1060",11,"2014-03-21",8,"","1060",TRUE,"2",1102,6
"11_08_1098",11,"2014-03-26",8,"","1098",TRUE,"2",1102,2400
"11_09_1003",11,"2014-03-07",9,"","1003",TRUE,"1",1101,1
"11_09_1004",11,"2014-03-07",9,"","1004",TRUE,"1",1101,5
"11_09_1005",11,"2014-03-07",9,"","1005",TRUE,"1",1101,7
"11_09_1006",11,"2014-03-07",9,"","1006",TRUE,"1",1101,5
"11_09_1007",11,"2014-03-07",9,"","1007",TRUE,"1",1101,0.5
"11_09_1008",11,"2014-03-07",9,"","1008",TRUE,"1",1101,0.5
"11_09_1035",11,"2014-03-19",9,"","1035",TRUE,"1",1101,1
"11_09_1036",11,"2014-03-19",9,"","1036",TRUE,"1",1101,0.5
"11_09_1037",11,"2014-03-19",9,"","1037",TRUE,"1",1101,0.5
"11_09_1038",11,"2014-03-19",9,"","1038",TRUE,"1",1101,0.5
"11_09_1080",11,"2014-03-26",9,"","1080",TRUE,"2",1102,0.5
"11_09_1081",11,"2014-03-26",9,"","1081",TRUE,"2",1102,0.5
"11_09_1082",11,"2014-03-26",9,"","1082",TRUE,"2",1102,
"11_09_1083",11,"2014-03-26",9,"","1083",TRUE,"2",1102,0.5
"11_09_1084",11,"2014-03-26",9,"","1084",TRUE,"2",1102,
"11_09_1099",11,"2014-03-21",9,"","1099",TRUE,"2",1102,0.5
"11_09_1100",11,"2014-03-21",9,"","1100",TRUE,"2",1102,0.5
"11_09_1101",11,"2014-03-21",9,"","1101",TRUE,"2",1102,
"11_09_1102",11,"2014-03-21",9,"","1102",TRUE,"2",1102,1
"11_09_1103",11,"2014-03-21",9,"","1103",TRUE,"2",1102,0.5
"05_01_1035",5,"2015-05-12",1,"","1035",TRUE,"1",501,5
"05_01_1036",5,"2015-03-26",1,"","1036",TRUE,"1",501,5
"05_01_1037",5,"2015-03-03",1,"","1037",TRUE,"1",501,
"05_01_1038",5,"2015-03-03",1,"","1038",TRUE,"1",501,500
"05_01_1039",5,"2015-03-05",1,"","1039",TRUE,"1",501,500
"05_01_1040",5,"2015-03-06",1,"","1040",TRUE,"1",501,500
"05_01_1041",5,"2015-03-10",1,"","1041",TRUE,"1",501,500
"05_01_1042",5,"2015-03-25",1,"","1042",TRUE,"1",501,5
"05_01_1043",5,"2015-05-12",1,"","1043",TRUE,"1",501,2e+05
"05_01_1044",5,"2015-03-11",1,"","1044",TRUE,"2",502,500
"05_01_1045",5,"2015-03-11",1,"","1045",TRUE,"2",502,500
"05_01_1046",5,"2015-03-24",1,"","1046",TRUE,"2",502,2e+05
"05_01_1047",5,"2015-03-12",1,"","1047",TRUE,"2",502,330000
"05_01_1048",5,"2015-03-11",1,"","1048",TRUE,"2",502,
"05_01_1049",5,"2015-03-12",1,"","1049",TRUE,"2",502,500
"05_06_1025",5,"2015-05-12",6,"","1025",TRUE,"1",501,2e+05
"05_06_1026",5,"2015-03-05",6,"","1026",TRUE,"1",501,5
"05_06_1027",5,"2015-03-10",6,"","1027",TRUE,"1",501,5
"05_06_1028",5,"2015-03-12",6,"","1028",TRUE,"2",502,
"05_06_1029",5,"2015-03-13",6,"","1029",TRUE,"2",502,
"05_06_1030",5,"2015-03-03",6,"","1030",TRUE,"1",501,2e+05
"05_06_1031",5,"2015-03-10",6,"","1031",TRUE,"1",501,5
"05_06_1032",5,"2015-03-11",6,"","1032",TRUE,"2",502,5
"05_06_1033",5,"2015-03-11",6,"","1033",TRUE,"2",502,5
"05_06_1034",5,"2015-03-13",6,"","1034",TRUE,"2",502,5
"05_07_1124",5,"2015-05-12",7,"","1124",TRUE,"1",501,0.7
"05_07_1125",5,"2015-03-26",7,"","1125",TRUE,"1",501,0.7
"05_07_1126",5,"2015-03-03",7,"","1126",TRUE,"1",501,7
"05_07_1127",5,"2015-03-03",7,"","1127",TRUE,"1",501,0.7
"05_07_1128",5,"2015-03-05",7,"","1128",TRUE,"1",501,0.7
"05_07_1129",5,"2015-03-05",7,"","1129",TRUE,"1",501,0.7
"05_07_1130",5,"2015-03-06",7,"","1130",TRUE,"1",501,0.7
"05_07_1131",5,"2015-03-09",7,"","1131",TRUE,"1",501,0.7
"05_07_1132",5,"2015-03-06",7,"","1132",TRUE,"1",501,0.7
"05_07_1133",5,"2015-03-09",7,"","1133",TRUE,"1",501,0.7
"05_07_1134",5,"2015-03-10",7,"","1134",TRUE,"1",501,0.7
"05_07_1135",5,"2015-03-10",7,"","1135",TRUE,"1",501,0.7
"05_07_1136",5,"2015-03-25",7,"","1136",TRUE,"1",501,0.7
"05_07_1137",5,"2015-03-25",7,"","1137",TRUE,"1",501,2800
"05_07_1138",5,"2015-03-11",7,"","1138",TRUE,"2",502,2800
"05_07_1139",5,"2015-03-12",7,"","1139",TRUE,"2",502,0.7
"05_07_1140",5,"2015-03-13",7,"","1140",TRUE,"2",502,88.9
"05_07_1141",5,"2015-03-11",7,"","1141",TRUE,"2",502,112
"05_07_1142",5,"2015-03-18",7,"","1142",TRUE,"2",502,185.5
"05_07_1143",5,"2015-03-24",7,"","1143",TRUE,"2",502,0.7
"05_07_1144",5,"2015-03-13",7,"","1144",TRUE,"2",502,0.7
"05_07_1145",5,"2015-03-18",7,"","1145",TRUE,"2",502,0.7
"05_07_1146",5,"2015-03-12",7,"","1146",TRUE,"2",502,0.7
"05_07_1147",5,"2015-03-24",7,"","1147",TRUE,"2",502,0.7
"05_07_1148",5,"2015-03-26",7,"","1148",TRUE,"1",501,0.7
"05_07_1149",5,"2015-03-11",7,"","1149",TRUE,"2",502,2800
"05_07_1150",5,"2015-03-18",7,"","1150",TRUE,"2",502,21
"05_07_1151",5,"2015-03-13",7,"","1151",TRUE,"2",502,0.7
"05_08_1050",5,"2015-05-12",8,"","1050",TRUE,"1",501,1
"05_08_1051",5,"2015-03-26",8,"","1051",TRUE,"1",501,4000
"05_08_1052",5,"2015-03-03",8,"","1052",TRUE,"1",501,1
"05_08_1053",5,"2015-03-03",8,"","1053",TRUE,"1",501,20
"05_08_1054",5,"2015-03-05",8,"","1054",TRUE,"1",501,1
"05_08_1055",5,"2015-03-05",8,"","1055",TRUE,"1",501,1
"05_08_1056",5,"2015-03-06",8,"","1056",TRUE,"1",501,1
"05_08_1057",5,"2015-03-09",8,"","1057",TRUE,"1",501,1
"05_08_1058",5,"2015-03-06",8,"","1058",TRUE,"1",501,1
"05_08_1059",5,"2015-03-09",8,"","1059",TRUE,"1",501,1
"05_08_1060",5,"2015-03-10",8,"","1060",TRUE,"1",501,10
"05_08_1061",5,"2015-03-25",8,"","1061",TRUE,"1",501,1
"05_08_1062",5,"2015-03-25",8,"","1062",TRUE,"1",501,4000
"05_08_1063",5,"2015-03-11",8,"","1063",TRUE,"2",502,40000
"05_08_1064",5,"2015-03-12",8,"","1064",TRUE,"2",502,4000
"05_08_1065",5,"2015-03-13",8,"","1065",TRUE,"2",502,2200
"05_08_1066",5,"2015-03-11",8,"","1066",TRUE,"2",502,4000
"05_08_1067",5,"2015-03-18",8,"","1067",TRUE,"2",502,3.4
"05_08_1068",5,"2015-03-24",8,"","1068",TRUE,"2",502,6
"05_08_1069",5,"2015-03-13",8,"","1069",TRUE,"2",502,3.2
"05_08_1070",5,"2015-03-18",8,"","1070",TRUE,"2",502,0.1
"05_08_1071",5,"2015-03-12",8,"","1071",TRUE,"2",502,
"05_08_1072",5,"2015-03-24",8,"","1072",TRUE,"2",502,0.1
"05_08_1073",5,"2015-05-12",8,"","1073",TRUE,"1",501,1
"05_08_1074",5,"2015-03-26",8,"","1074",TRUE,"1",501,4000
"05_08_1075",5,"2015-03-03",8,"","1075",TRUE,"1",501,1
"05_08_1076",5,"2015-03-03",8,"","1076",TRUE,"1",501,400
"05_08_1077",5,"2015-03-05",8,"","1077",TRUE,"1",501,1
"05_08_1078",5,"2015-03-05",8,"","1078",TRUE,"1",501,1
"05_08_1079",5,"2015-03-06",8,"","1079",TRUE,"1",501,1
"05_08_1080",5,"2015-03-09",8,"","1080",TRUE,"1",501,40
"05_08_1081",5,"2015-03-06",8,"","1081",TRUE,"1",501,1
"05_08_1082",5,"2015-03-09",8,"","1082",TRUE,"1",501,2
"05_08_1083",5,"2015-03-10",8,"","1083",TRUE,"1",501,
"05_08_1084",5,"2015-03-25",8,"","1084",TRUE,"1",501,1
"05_08_1085",5,"2015-03-25",8,"","1085",TRUE,"1",501,1
"05_08_1086",5,"2015-05-12",8,"","1086",TRUE,"1",501,17
"05_08_1087",5,"2015-03-26",8,"","1087",TRUE,"1",501,4000
"05_08_1088",5,"2015-03-03",8,"","1088",TRUE,"1",501,1
"05_08_1089",5,"2015-03-03",8,"","1089",TRUE,"1",501,4000
"05_08_1090",5,"2015-03-05",8,"","1090",TRUE,"1",501,1
"05_08_1091",5,"2015-03-06",8,"","1091",TRUE,"1",501,1
"05_08_1092",5,"2015-03-09",8,"","1092",TRUE,"1",501,1
"05_08_1093",5,"2015-03-06",8,"","1093",TRUE,"1",501,1
"05_08_1094",5,"2015-03-09",8,"","1094",TRUE,"1",501,33
"05_08_1095",5,"2015-03-10",8,"","1095",TRUE,"1",501,
"05_08_1096",5,"2015-03-10",8,"","1096",TRUE,"1",501,
"05_08_1097",5,"2015-03-25",8,"","1097",TRUE,"1",501,1
"05_08_1098",5,"2015-03-25",8,"","1098",TRUE,"1",501,1
"05_08_1099",5,"2015-05-12",8,"","1099",TRUE,"1",501,1
"05_08_1100",5,"2015-03-11",8,"","1100",TRUE,"2",502,40000
"05_08_1101",5,"2015-03-12",8,"","1101",TRUE,"2",502,400
"05_08_1102",5,"2015-03-13",8,"","1102",TRUE,"2",502,32.4
"05_08_1103",5,"2015-03-11",8,"","1103",TRUE,"2",502,40000
"05_08_1104",5,"2015-03-18",8,"","1104",TRUE,"2",502,0.1
"05_08_1105",5,"2015-03-24",8,"","1105",TRUE,"2",502,284
"05_08_1106",5,"2015-03-13",8,"","1106",TRUE,"2",502,3120
"05_08_1107",5,"2015-03-18",8,"","1107",TRUE,"2",502,
"05_08_1108",5,"2015-03-12",8,"","1108",TRUE,"2",502,14
"05_08_1109",5,"2015-03-24",8,"","1109",TRUE,"2",502,1540
"05_08_1110",5,"2015-05-12",8,"","1110",TRUE,"1",501,1
"05_08_1111",5,"2015-03-26",8,"","1111",TRUE,"1",501,4000
"05_08_1112",5,"2015-03-03",8,"","1112",TRUE,"1",501,1
"05_08_1113",5,"2015-03-03",8,"","1113",TRUE,"1",501,4000
"05_08_1114",5,"2015-03-05",8,"","1114",TRUE,"1",501,1
"05_08_1115",5,"2015-03-06",8,"","1115",TRUE,"1",501,1
"05_08_1116",5,"2015-03-09",8,"","1116",TRUE,"1",501,4000
"05_08_1117",5,"2015-03-06",8,"","1117",TRUE,"1",501,1
"05_08_1118",5,"2015-03-09",8,"","1118",TRUE,"1",501,1
"05_08_1119",5,"2015-03-10",8,"","1119",TRUE,"1",501,
"05_08_1120",5,"2015-03-10",8,"","1120",TRUE,"1",501,
"05_08_1121",5,"2015-03-25",8,"","1121",TRUE,"1",501,1
"05_08_1122",5,"2015-03-25",8,"","1122",TRUE,"1",501,1
"05_08_1123",5,"2015-05-12",8,"","1123",TRUE,"1",501,152
"05_09_1000",5,"2015-05-12",9,"","1000",TRUE,"1",501,830
"05_09_1001",5,"2015-03-26",9,"","1001",TRUE,"1",501,0.5
"05_09_1002",5,"2015-03-03",9,"","1002",TRUE,"1",501,0.5
"05_09_1003",5,"2015-03-02",9,"","1003",TRUE,"1",501,0.5
"05_09_1004",5,"2015-03-05",9,"","1004",TRUE,"1",501,
"05_09_1005",5,"2015-03-05",9,"","1005",TRUE,"1",501,0.5
"05_09_1006",5,"2015-03-06",9,"","1006",TRUE,"1",501,0.5
"05_09_1007",5,"2015-03-09",9,"","1007",TRUE,"1",501,190
"05_09_1008",5,"2015-03-06",9,"","1008",TRUE,"1",501,0.5
"05_09_1009",5,"2015-03-09",9,"","1009",TRUE,"1",501,30
"05_09_1010",5,"2015-03-10",9,"","1010",TRUE,"1",501,50
"05_09_1011",5,"2015-03-10",9,"","1011",TRUE,"1",501,50
"05_09_1012",5,"2015-03-25",9,"","1012",TRUE,"1",501,432
"05_09_1013",5,"2015-03-25",9,"","1013",TRUE,"1",501,0.5
"05_09_1014",5,"2015-05-12",9,"","1014",TRUE,"1",501,0.5
"05_09_1015",5,"2015-03-11",9,"","1015",TRUE,"2",502,50
"05_09_1016",5,"2015-03-12",9,"","1016",TRUE,"2",502,7500
"05_09_1017",5,"2015-03-13",9,"","1017",TRUE,"2",502,0.5
"05_09_1018",5,"2015-03-11",9,"","1018",TRUE,"2",502,50
"05_09_1019",5,"2015-03-18",9,"","1019",TRUE,"2",502,40
"05_09_1020",5,"2015-03-24",9,"","1020",TRUE,"2",502,2000
"05_09_1021",5,"2015-03-13",9,"","1021",TRUE,"2",502,98
"05_09_1022",5,"2015-03-18",9,"","1022",TRUE,"2",502,34
"05_09_1023",5,"2015-03-12",9,"","1023",TRUE,"2",502,50
"05_09_1024",5,"2015-03-24",9,"","1024",TRUE,"2",502,83.5
"03_01_0208",3,"2016-06-13",1,"","208",TRUE,"5",305,50000
"03_01_0209",3,"2016-06-13",1,"","209",TRUE,"5",305,2800000
"03_01_0210",3,"2016-05-12",1,"","210",TRUE,"2",302,5e+07
"03_01_0211",3,"2016-05-12",1,"","211",TRUE,"2",302,5e+06
"03_01_0212",3,"2016-05-12",1,"","212",TRUE,"2",302,9.8e+07
"03_01_0213",3,"2016-05-12",1,"","213",TRUE,"2",302,1e+07
"03_01_0214",3,"2016-05-12",1,"","214",TRUE,"2",302,1.8e+09
"03_01_0215",3,"2016-05-17",1,"","215",TRUE,"2",302,3.8e+09
"03_01_0216",3,"2016-05-17",1,"","216",TRUE,"2",302,19500000
"03_01_0217",3,"2016-05-17",1,"","217",TRUE,"2",302,1e+05
"03_01_0218",3,"2016-05-17",1,"","218",TRUE,"2",302,161500000
"03_01_0219",3,"2016-05-17",1,"","219",TRUE,"2",302,3.9e+07
"03_01_0220",3,"2016-05-18",1,"","220",TRUE,"2",302,2.1e+08
"03_01_0221",3,"2016-05-18",1,"","221",TRUE,"2",302,232500000
"03_01_0222",3,"2016-05-18",1,"","222",TRUE,"2",302,16600000
"03_01_0223",3,"2016-05-18",1,"","223",TRUE,"2",302,15750000
"03_01_0224",3,"2016-05-19",1,"","224",TRUE,"2",302,18200000
"03_01_0225",3,"2016-05-19",1,"","225",TRUE,"2",302,1.9e+07
"03_01_0226",3,"2016-05-19",1,"","226",TRUE,"2",302,18900000
"03_01_0227",3,"2016-05-19",1,"","227",TRUE,"2",302,5400000
"03_01_0228",3,"2016-05-19",1,"","228",TRUE,"2",302,3e+06
"03_01_0229",3,"2016-05-20",1,"","229",TRUE,"2",302,20900000
"03_01_0231",3,"2016-05-12",1,"","231",TRUE,"2",302,1.8e+08
"03_01_0232",3,"2016-05-12",1,"","232",TRUE,"2",302,1.6e+09
"03_01_0233",3,"2016-05-12",1,"","233",TRUE,"2",302,1.21e+08
"03_01_0234",3,"2016-05-12",1,"","234",TRUE,"2",302,6e+08
"03_01_0235",3,"2016-05-17",1,"","235",TRUE,"2",302,9450000
"03_01_0236",3,"2016-05-17",1,"","236",TRUE,"2",302,3e+08
"03_01_0237",3,"2016-05-17",1,"","237",TRUE,"2",302,145500000
"03_01_0238",3,"2016-05-17",1,"","238",TRUE,"2",302,1.5e+07
"03_01_0239",3,"2016-05-17",1,"","239",TRUE,"2",302,2.3e+07
"03_01_0240",3,"2016-05-18",1,"","240",TRUE,"2",302,3e+05
"03_01_0241",3,"2016-05-18",1,"","241",TRUE,"2",302,8e+05
"03_01_0242",3,"2016-05-18",1,"","242",TRUE,"2",302,4.1e+07
"03_01_0243",3,"2016-05-18",1,"","243",TRUE,"2",302,4.3e+07
"03_01_0244",3,"2016-05-19",1,"","244",TRUE,"2",302,19600000
"03_01_0245",3,"2016-05-19",1,"","245",TRUE,"2",302,19700000
"03_01_0246",3,"2016-05-19",1,"","246",TRUE,"2",302,7.6e+08
"03_01_0247",3,"2016-05-19",1,"","247",TRUE,"2",302,5700000
"03_01_0248",3,"2016-05-19",1,"","248",TRUE,"2",302,18300000
"03_01_0249",3,"2016-05-20",1,"","249",TRUE,"2",302,2.98e+08
"03_01_0250",3,"2016-05-20",1,"","250",TRUE,"2",302,5.8e+07
"03_01_0251",3,"2016-05-20",1,"","251",TRUE,"2",302,1.36e+08
"03_01_0252",3,"2016-05-20",1,"","252",TRUE,"2",302,124850000
"03_01_0253",3,"2016-05-20",1,"","253",TRUE,"2",302,291500000
"03_01_0273",3,"2016-06-13",1,"","273",TRUE,"5",305,9750000
"03_01_0274",3,"2016-06-13",1,"","274",TRUE,"5",305,1e+06
"03_01_0275",3,"2016-06-13",1,"","275",TRUE,"5",305,3200000
"03_01_0276",3,"2016-06-13",1,"","276",TRUE,"5",305,4.6e+07
"03_01_0277",3,"2016-06-13",1,"","277",TRUE,"5",305,6e+06
"03_01_0278",3,"2016-06-13",1,"","278",TRUE,"5",305,15100000
"03_01_0279",3,"2016-06-13",1,"","279",TRUE,"5",305,50000
"03_01_0280",3,"2016-05-12",1,"","280",TRUE,"2",302,1.78e+08
"03_01_0281",3,"2016-05-20",1,"","281",TRUE,"2",302,5.2e+07
"03_01_0282",3,"2016-05-20",1,"","282",TRUE,"2",302,7.1e+07
"03_01_0283",3,"2016-05-20",1,"","283",TRUE,"2",302,9e+05
"03_01_0284",3,"2016-05-20",1,"","284",TRUE,"2",302,3.6e+07
"03_01_0300",3,"2016-06-14",1,"","300",TRUE,"5",305,2600000
"03_01_0301",3,"2016-06-14",1,"","301",TRUE,"5",305,1.2e+07
"03_01_0302",3,"2016-06-14",1,"","302",TRUE,"5",305,4800000
"03_01_0303",3,"2016-06-14",1,"","303",TRUE,"5",305,166500000
"03_01_0304",3,"2016-06-14",1,"","304",TRUE,"5",305,4500000
"03_01_0320",3,"2016-06-13",1,"","320",TRUE,"5",305,16250000
"03_01_0322",3,"2016-06-14",1,"","322",TRUE,"5",305,4600000
"03_01_0323",3,"2016-06-14",1,"","323",TRUE,"5",305,5e+05
"03_01_0324",3,"2016-06-14",1,"","324",TRUE,"5",305,3800000
"03_01_0325",3,"2016-06-14",1,"","325",TRUE,"5",305,3600000
"03_01_0326",3,"2016-06-15",1,"","326",TRUE,"5",305,6800000
"03_01_0327",3,"2016-06-15",1,"","327",TRUE,"5",305,4e+06
"03_01_0328",3,"2016-06-15",1,"","328",TRUE,"5",305,2e+05
"03_01_0329",3,"2016-06-15",1,"","329",TRUE,"5",305,9e+05
"03_01_0330",3,"2016-06-15",1,"","330",TRUE,"5",305,9e+05
"03_01_0331",3,"2016-06-15",1,"","331",TRUE,"5",305,6e+05
"03_01_0340",3,"2016-06-13",1,"","340",TRUE,"5",305,3200000
"03_01_0341",3,"2016-06-13",1,"","341",TRUE,"5",305,6400000
"03_01_0342",3,"2016-06-13",1,"","342",TRUE,"5",305,50000
"03_01_0343",3,"2016-06-13",1,"","343",TRUE,"5",305,50000
"03_01_0344",3,"2016-06-13",1,"","344",TRUE,"5",305,5400000
"03_01_0345",3,"2016-06-13",1,"","345",TRUE,"5",305,2e+05
"03_01_0346",3,"2016-06-13",1,"","346",TRUE,"5",305,16400000
"03_01_0347",3,"2016-06-13",1,"","347",TRUE,"5",305,3.9e+07
"03_01_0348",3,"2016-06-13",1,"","348",TRUE,"5",305,4e+05
"03_01_0349",3,"2016-06-13",1,"","349",TRUE,"5",305,2.1e+07
"03_01_0369",3,"2016-06-29",1,"","369",TRUE,"4",304,50000
"03_01_0388",3,"2016-06-28",1,"","388",TRUE,"4",304,2e+05
"03_01_0389",3,"2016-06-28",1,"","389",TRUE,"4",304,1e+05
"03_01_0438",3,"2016-06-29",1,"","438",TRUE,"4",304,50000
"03_01_0439",3,"2016-06-29",1,"","439",TRUE,"4",304,50000
"03_01_0440",3,"2016-06-28",1,"","440",TRUE,"4",304,2e+05
"03_01_0441",3,"2016-06-28",1,"","441",TRUE,"4",304,2.5e+07
"03_01_0442",3,"2016-06-28",1,"","442",TRUE,"4",304,1e+05
"03_01_0443",3,"2016-06-28",1,"","443",TRUE,"4",304,4e+05
"03_01_0444",3,"2016-06-28",1,"","444",TRUE,"4",304,7e+05
"03_01_0445",3,"2016-06-28",1,"","445",TRUE,"4",304,1e+05
"03_01_0446",3,"2016-06-28",1,"","446",TRUE,"4",304,4e+05
"03_01_0447",3,"2016-06-28",1,"","447",TRUE,"4",304,4e+05
"03_01_0448",3,"2016-06-28",1,"","448",TRUE,"4",304,6e+05
"03_01_0449",3,"2016-06-29",1,"","449",TRUE,"4",304,50000
"03_01_0450",3,"2016-06-29",1,"","450",TRUE,"4",304,2e+05
"03_01_0451",3,"2016-06-29",1,"","451",TRUE,"4",304,2e+05
"03_01_0470",3,"2016-06-27",1,"","470",TRUE,"4",304,1100000
"03_01_0471",3,"2016-06-27",1,"","471",TRUE,"4",304,1100000
"03_01_0472",3,"2016-06-27",1,"","472",TRUE,"4",304,5e+05
"03_01_0473",3,"2016-06-27",1,"","473",TRUE,"4",304,50000
"03_01_0474",3,"2016-06-27",1,"","474",TRUE,"4",304,750000
