"sample_type","sampleid","start_dt.x","subscriberid.x","simserial.x","deviceid.x","col_neighborhood","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt.x","meta.instanceID.x","X_uuid.x","X_submission_time.x","start_dt.y","subscriberid.y","simserial.y","deviceid.y","lab_id_val","lab_processing","lab_incubator_placed","lab_incubator_removed","lab_p_weight","lab_sf_weight","lab_pa_weight","lab_1_dil_tested","lab_1_volume","lab_1_dil","lab_1_ecoli_reading","lab_1_ecoli_big","lab_1_ecoli_small","lab_1_ecoli","lab_2_dil_tested","lab_2_volume","lab_2_dil","lab_2_ecoli_reading","lab_2_ecoli_big","lab_2_ecoli_small","lab_2_ecoli","lab_3_dilution_performed","lab_3_dil_tested","lab_3_volume","lab_3_dil","lab_3_ecoli_reading","lab_3_ecoli_big","lab_3_ecoli_small","lab_3_ecoli","lab_notes","lab_photo","lab_enum","end_dt.y","meta.instanceID.y","X_uuid.y","X_submission_time.y","ec_denom","ec_dil1","ec_dil2","ec_dil3","ec_ecnt1","ec_ecnt2","ec_ecnt3","count1","count2","dil1","dil2","count3","dil3","ec_conc","neighbor"
11,"1415","2017-05-11T11:23:38.799+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1415,"2017-05-11T11:22:00.770+06","23.868216788806993 90.42449174171031 -42.19544979329307 4.0","23.86821679","90.42449174","-42.19544979","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","Near by a road & shop",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:28:22.703+06","uuid:2d02ccf5-5fe2-4fe1-b7d7-e6a030ba868d","2d02ccf5-5fe2-4fe1-b7d7-e6a030ba868d","2017-05-11T09:29:56","2017-05-17T09:42:18.054+06",3.10411e+14,8.90141e+19,3.53118e+14,1415,"2017-05-11T15:00:00.748+06","2017-05-11T17:50:00.512+06","2017-05-12T17:50:00.205+06","n/a","47.2","n/a",7,10,70,3,14,1,"17.3",7,1,7,3,0,0,"0.5",1,"6",1,"6","3",0,0,"0.5","n/a",0,"Arefeen","2017-05-20T11:08:59.654+06","uuid:f98e55a6-f524-4e01-91b0-f94ee6b3b1b9","f98e55a6-f524-4e01-91b0-f94ee6b3b1b9","2017-05-21T10:43:34",100,10,1,0.1,17.3,0.5,0.5,17.3,0.5,10,1,0.5,0.1,173,"44"
11,"1416","2017-05-11T11:48:10.930+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1416,"2017-05-11T11:48:00.308+06","23.871718160918245 90.42222608722142 -51.18088106660512 4.0","23.87171816","90.42222609","-51.18088107","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by a road and market",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:28:41.819+06","uuid:2a943937-9628-4798-ba52-b994ab31ded5","2a943937-9628-4798-ba52-b994ab31ded5","2017-05-11T09:29:58","2017-05-17T09:44:55.367+06",3.10411e+14,8.90141e+19,3.53118e+14,1416,"2017-05-11T15:00:00.673+06","2017-05-11T17:50:00.470+06","2017-05-12T17:50:00.761+06","n/a","83.76","n/a",7,10,70,3,48,12,"193.5",7,1,7,3,2,0,"2",1,"6",1,"6","3",0,0,"0.5","n/a",0,"Arefeen","2017-05-20T11:09:52.584+06","uuid:b84e4c55-203c-4d6f-afd9-5280b39613c6","b84e4c55-203c-4d6f-afd9-5280b39613c6","2017-05-21T10:43:36",100,10,1,0.1,193.5,2,0.5,193.5,2,10,1,0.5,0.1,1067.5,"44"
11,"1433","2017-05-14T10:29:31.264+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1433,"2017-05-14T10:30:00.274+06","23.86818003532957 90.43431810867602 -44.0433096024173 4.0","23.86818004","90.43431811","-44.0433096","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by school",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,"2017-05-14T16:03:48.930+06","uuid:1fe5e219-c662-4bf2-89b5-2ee9c4f81735","1fe5e219-c662-4bf2-89b5-2ee9c4f81735","2017-05-14T10:07:18","2017-05-16T12:11:58.548+06",3.10411e+14,8.90141e+19,3.53118e+14,1433,"2017-05-14T15:20:00.511+06","2017-05-14T17:30:00.147+06","2017-05-15T17:30:00.848+06","n/a","92.68","n/a",7,10,70,3,0,0,"0.5",7,1,7,3,0,0,"0.5",1,"6",1,"6","3",0,0,"0.5","n/a",0,"Arefeen","2017-05-20T09:51:18.166+06","uuid:880eb985-bfca-49bd-9f4d-9fcfa2ef962f","880eb985-bfca-49bd-9f4d-9fcfa2ef962f","2017-05-21T10:50:45",100,10,1,0.1,0.5,0.5,0.5,0.5,0.5,10,1,0.5,0.1,5,"44"
11,"1434","2017-05-14T11:29:15.780+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1434,"2017-05-14T11:30:00.980+06","23.871796869820244 90.42222886555932 -42.93667339633332 4.0","23.87179687","90.42222887","-42.9366734","4",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by a road and mosque",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-14T16:04:05.522+06","uuid:0571fb3b-147a-4733-a78d-7ac1f84fe206","0571fb3b-147a-4733-a78d-7ac1f84fe206","2017-05-14T10:07:28","2017-05-16T12:08:56.746+06",3.10411e+14,8.90141e+19,3.53118e+14,1434,"2017-05-14T14:30:00.928+06","2017-05-14T17:30:00.858+06","2017-05-15T17:30:00.552+06","n/a","160.04","n/a",7,10,70,1,49,48,"2419.6",7,1,7,3,49,30,"613.1",1,"6",1,"6","3",29,4,"48","n/a",0,"Arefeen","2017-05-20T09:52:46.809+06","uuid:11c76c78-ea8d-4689-8524-d68cc7cba683","11c76c78-ea8d-4689-8524-d68cc7cba683","2017-05-21T10:50:43",100,10,1,0.1,9999,613.1,48,9999,613.1,10,1,48,0.1,54655,"44"
11,"1464","2017-05-16T11:51:52.179+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1464,"2017-05-16T11:52:00.023+06","23.742760276063848 90.37179518269967 -14.417681357245897 6.0","23.74276028","90.37179518","-14.41768136","6",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by a road and and college",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-16T16:17:27.384+06","uuid:a3a1f2ae-d75a-4bf2-b6ae-8e571015ee36","a3a1f2ae-d75a-4bf2-b6ae-8e571015ee36","2017-05-16T11:23:27","2017-05-21T09:27:17.159+06",3.10411e+14,8.90141e+19,3.53118e+14,1464,"2017-05-16T15:00:00.066+06","2017-05-16T17:00:00.926+06","2017-05-17T17:00:00.352+06","n/a","78.82","n/a",7,10,70,3,49,29,"579.4",7,1,7,3,35,4,"64.4",1,"6",1,"6","3",5,1,"6.3","n/a",0,"Arefeen ","2017-05-21T09:30:08.250+06","uuid:6863cd72-3df8-4ded-8d9e-5530a8d32d41","6863cd72-3df8-4ded-8d9e-5530a8d32d41","2017-05-21T10:52:08",100,10,1,0.1,579.4,64.4,6.3,579.4,64.4,10,1,6.3,0.1,6178,"0"
11,"1465","2017-05-16T10:30:38.997+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1465,"2017-05-16T10:31:00.992+06","23.738686261943478 90.37626312894442 -2.9080850114472088 4.0","23.73868626","90.37626313","-2.908085011","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","Near by a road and rasturent",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-16T16:50:58.133+06","uuid:de674511-a97a-4afa-9621-af0d677063e9","de674511-a97a-4afa-9621-af0d677063e9","2017-05-16T11:20:59","2017-05-21T09:30:13.680+06",3.10411e+14,8.90141e+19,3.53118e+14,1465,"2017-05-16T15:00:00.251+06","2017-05-16T17:00:00.863+06","2017-05-17T17:00:00.746+06","n/a","25.36","n/a",7,10,70,1,49,48,"2419.6",7,1,7,3,49,39,"1046.2",1,"6",1,"6","3",48,11,"186","n/a",0,"Arefeen ","2017-05-21T09:32:25.792+06","uuid:9d413f12-cd21-470e-aa5f-436c3c1e66eb","9d413f12-cd21-470e-aa5f-436c3c1e66eb","2017-05-21T10:52:12",100,10,1,0.1,9999,1046.2,186,9999,1046.2,10,1,186,0.1,145310,"0"
11,"1475","2017-05-17T10:30:00.398+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1475,"2017-05-17T10:32:00.392+06","23.74035839321135 90.37091422179095 -43.66178608218792 4.0","23.74035839","90.37091422","-43.66178608","4",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by road and Holi flower​ school.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-17T16:06:25.393+06","uuid:dc05f10e-2065-4ee8-a4f1-3755c49166d9","dc05f10e-2065-4ee8-a4f1-3755c49166d9","2017-05-17T10:20:53","2017-05-21T09:32:31.477+06",3.10411e+14,8.90141e+19,3.53118e+14,1475,"2017-05-17T16:40:00.526+06","2017-05-17T18:20:00.027+06","2017-05-18T18:20:00.301+06","n/a","92.06","n/a",7,10,70,3,2,0,"2",7,1,7,3,0,0,"0.5",1,"6",1,"6","3",0,0,"0.5","n/a",0,"Arefeen","2017-05-21T09:35:52.859+06","uuid:21f72609-bbe9-4093-8617-7958e432f8e3","21f72609-bbe9-4093-8617-7958e432f8e3","2017-05-21T10:52:16",100,10,1,0.1,2,0.5,0.5,2,0.5,10,1,0.5,0.1,20,"0"
11,"1476","2017-05-17T10:58:34.038+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1476,"2017-05-17T11:00:00.907+06","23.743201042867017 90.36924730161539 -35.4768280938731 4.0","23.74320104","90.3692473","-35.47682809","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by progoty gov.school.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-17T16:06:43.922+06","uuid:823c428d-1bbf-4927-90c6-e136b919d8e7","823c428d-1bbf-4927-90c6-e136b919d8e7","2017-05-17T10:22:43","2017-05-21T09:35:56.582+06",3.10411e+14,8.90141e+19,3.53118e+14,1476,"2017-05-17T16:40:00.643+06","2017-05-17T18:20:00.345+06","2017-05-18T18:20:00.794+06","n/a","88.87","n/a",7,10,70,3,3,0,"3.1",7,1,7,3,0,0,"0.5",1,"6",1,"6","3",0,0,"0.5","n/a",0,"Arefeen ","2017-05-21T09:37:59.357+06","uuid:51be76cc-aefe-4360-97f1-ac4dc477b7a5","51be76cc-aefe-4360-97f1-ac4dc477b7a5","2017-05-21T10:52:21",100,10,1,0.1,3.1,0.5,0.5,3.1,0.5,10,1,0.5,0.1,31,"0"
11,"1477","2017-05-17T11:25:02.399+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1477,"2017-05-17T11:28:00.158+06","23.743620383503398 90.36673532338698 -14.043624167971213 6.0","23.74362038","90.36673532","-14.04362417","6",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","Near by rayerbag high school",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-17T16:07:14.889+06","uuid:998f9d4e-8107-4432-b3cd-f099014e3a78","998f9d4e-8107-4432-b3cd-f099014e3a78","2017-05-17T10:31:12","2017-05-21T09:38:02.642+06",3.10411e+14,8.90141e+19,3.53118e+14,1477,"2017-05-17T16:20:00.123+06","2017-05-17T18:40:00.715+06","2017-05-18T18:20:00.376+06","n/a","38.84","n/a",7,10,70,1,49,48,"2419.6",7,1,7,3,49,44,"1553.1",1,"6",1,"6","3",48,9,"172.2","n/a",0,"Arefeen Haider ","2017-05-21T09:40:21.333+06","uuid:5359b6d8-6dd3-4e27-83ad-ce498d0234e3","5359b6d8-6dd3-4e27-83ad-ce498d0234e3","2017-05-21T10:52:25",100,10,1,0.1,9999,1553.1,172.2,9999,1553.1,10,1,172.2,0.1,163755,"0"
11,"1499","2017-05-18T10:39:51.906+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1499,"2017-05-18T10:42:00.131+06","23.74603853118778 90.36585853324358 -46.847230999591254 4.0","23.74603853","90.36585853","-46.847231","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by dirt",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-18T16:09:45.175+06","uuid:5c11886b-797b-4227-90dd-3a69c484a76f","5c11886b-797b-4227-90dd-3a69c484a76f","2017-05-18T10:23:50","2017-05-21T09:45:21.967+06",3.10411e+14,8.90141e+19,3.53118e+14,1499,"2017-05-18T16:00:00.884+06","2017-05-18T18:00:00.052+06","2017-05-19T18:00:00.464+06","n/a","194.64","n/a",7,10,70,3,47,10,"160.7",7,1,7,3,7,2,"9.6",1,"6",1,"6","3",1,0,"1","n/a",0,"Arefeen ","2017-05-21T09:47:40.374+06","uuid:d5989f83-ee05-4f68-ba0d-8434fbb34276","d5989f83-ee05-4f68-ba0d-8434fbb34276","2017-05-21T10:52:38",100,10,1,0.1,160.7,9.6,1,160.7,9.6,10,1,1,0.1,NA,"0"
11,"1500","2017-05-18T10:58:02.783+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1500,"2017-05-18T10:58:00.651+06","23.74847551268478 90.36422930348584 -28.71395926531799 4.0","23.74847551","90.3642293","-28.71395927","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-18T16:10:05.474+06","uuid:1bc445f0-4cbd-4083-8085-cc63849b303d","1bc445f0-4cbd-4083-8085-cc63849b303d","2017-05-18T10:23:52","2017-05-21T09:42:52.413+06",3.10411e+14,8.90141e+19,3.53118e+14,1500,"2017-05-18T16:00:00.765+06","2017-05-18T18:00:00.260+06","2017-05-19T18:00:00.057+06","n/a","112.15","n/a",7,10,70,3,49,29,"579.4",7,1,7,3,27,8,"49.6",1,"6",1,"6","3",2,2,"4.1","n/a",0,"Arefeen ","2017-05-21T09:45:19.494+06","uuid:d6ab1962-ee8d-4b46-8a6f-6e8438b83859","d6ab1962-ee8d-4b46-8a6f-6e8438b83859","2017-05-21T10:52:34",100,10,1,0.1,579.4,49.6,4.1,579.4,49.6,10,1,4.1,0.1,4951.33333333333,"0"
11,"1501","2017-05-18T11:15:31.246+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1501,"2017-05-18T11:15:00.551+06","23.750691850142772 90.36293745348891 -40.460052194160376 4.0","23.75069185","90.36293745","-40.46005219","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-18T16:10:29.077+06","uuid:feb33811-0751-41b9-a426-3d070cbdcf87","feb33811-0751-41b9-a426-3d070cbdcf87","2017-05-18T10:23:54","2017-05-21T09:40:25.727+06",3.10411e+14,8.90141e+19,3.53118e+14,1501,"2017-05-18T16:00:00.482+06","2017-05-18T18:00:00.444+06","2017-05-19T18:00:00.993+06","n/a","88.59","n/a",7,10,70,1,49,48,"2419.6",7,1,7,3,49,26,"488.4",1,"6",1,"6","3",19,2,"25.9","n/a",0,"Arefeen","2017-05-21T09:42:48.734+06","uuid:57b35412-0275-4888-bf6c-0a452f33aff7","57b35412-0275-4888-bf6c-0a452f33aff7","2017-05-21T10:52:30",100,10,1,0.1,9999,488.4,25.9,9999,488.4,10,1,25.9,0.1,37370,"0"
11,"1527","2017-05-21T10:07:06.729+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1527,"2017-05-21T10:07:00.710+06","23.749322808471984 90.37019682733566 -41.609056585543165 4.0","23.74932281","90.37019683","-41.60905659","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","No comment",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-21T16:13:42.667+06","uuid:ddd63c03-dfc8-4b12-a05b-acfd8294d5ee","ddd63c03-dfc8-4b12-a05b-acfd8294d5ee","2017-05-21T10:15:01","2017-05-23T10:17:05.601+06",3.10411e+14,8.90141e+19,3.53118e+14,1527,"2017-05-21T15:40:00.741+06","2017-05-21T17:40:00.073+06","2017-05-22T17:40:00.082+06","n/a","20.16","n/a",7,10,70,3,48,10,"178.9",7,1,7,3,12,1,"14.6",1,"6",1,"6","3",2,1,"3","n/a",0,"Arefeen","2017-05-23T11:05:25.389+06","uuid:ec358910-4d3e-4ba3-8f33-c6548e437449","ec358910-4d3e-4ba3-8f33-c6548e437449","2017-05-23T05:06:39",100,10,1,0.1,178.9,14.6,3,178.9,14.6,10,1,3,0.1,NA,"0"
11,"1528","2017-05-21T11:23:40.878+06",3.10411e+14,8.90141e+19,3.53118e+14,0,1528,"2017-05-21T11:25:00.396+06","23.742204662968877 90.36980364569979 16.499487188114216 6.0","23.74220466","90.36980365","16.49948719","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","No comment",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-21T16:14:00.675+06","uuid:dfea8929-5edb-4fea-9819-6970a9084e04","dfea8929-5edb-4fea-9819-6970a9084e04","2017-05-21T10:15:11","2017-05-23T10:15:14.909+06",3.10411e+14,8.90141e+19,3.53118e+14,1528,"2017-05-21T15:40:00.599+06","2017-05-21T17:40:00.202+06","2017-05-22T17:40:00.788+06","n/a","16.35","n/a",7,10,70,1,49,48,"2419.6",7,1,7,3,47,17,"206.4",1,"6",1,"6","3",13,2,"17.1","n/a",0,"Arefeen","2017-05-23T11:06:17.901+06","uuid:a50c7244-694f-48c1-a345-3f8f048f36cf","a50c7244-694f-48c1-a345-3f8f048f36cf","2017-05-23T05:06:36",100,10,1,0.1,9999,206.4,17.1,9999,206.4,10,1,17.1,0.1,18870,"0"
11,"1555","2017-05-23T11:36:40.113+06",3.10411e+14,8.90141e+19,3.53118e+14,55,1555,"2017-05-23T11:37:00.513+06","23.774219817717615 90.4162290302823 -17.0566686747659 6.0","23.77421982","90.41622903","-17.05666867","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","No comment",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-23T15:48:48.692+06","uuid:afe13305-38fc-440d-b09f-c6a70ec36643","afe13305-38fc-440d-b09f-c6a70ec36643","2017-05-23T09:52:03","2017-05-25T12:01:22.281+06",3.10411e+14,8.90141e+19,3.53118e+14,1555,"2017-05-23T15:30:00.352+06","2017-05-23T17:30:00.148+06","2017-05-24T17:30:00.814+06","n/a","43.58","n/a",7,10,70,3,49,18,"307.6",7,1,7,3,21,2,"29.2",1,"6",1,"6","3",3,0,"3.1","n/a",0,"Arefeen","2017-05-25T12:17:55.286+06","uuid:c99f1c51-f9f9-46cc-a1dd-cbfb9f7ef26e","c99f1c51-f9f9-46cc-a1dd-cbfb9f7ef26e","2017-05-25T06:18:58",100,10,1,0.1,307.6,29.2,3.1,307.6,29.2,10,1,3.1,0.1,3032,"55"
11,"1556","2017-05-23T12:49:40.024+06",3.10411e+14,8.90141e+19,3.53118e+14,55,1556,"2017-05-23T12:47:00.895+06","23.78111333784447 90.41591598917 -27.014640587203083 6.0","23.78111334","90.41591599","-27.01464059","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","Trash present",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-23T15:49:08.223+06","uuid:65d61754-6ebf-4c99-bd6f-c79965412ca8","65d61754-6ebf-4c99-bd6f-c79965412ca8","2017-05-23T09:52:05","2017-05-25T11:59:04.113+06",3.10411e+14,8.90141e+19,3.53118e+14,1556,"2017-05-23T15:30:00.175+06","2017-05-23T17:30:00.099+06","2017-05-24T17:30:00.015+06","n/a","41.36","n/a",7,10,70,3,25,2,"36.4",7,1,7,3,3,2,"5.1",1,"6",1,"6","3",1,0,"1","n/a",0,"Arefeen","2017-05-25T12:18:17.545+06","uuid:14b89c1f-938b-452c-8b3c-1c3857c3370a","14b89c1f-938b-452c-8b3c-1c3857c3370a","2017-05-25T06:18:55",100,10,1,0.1,36.4,5.1,1,36.4,5.1,10,1,1,0.1,NA,"55"
