"sample_type","sampleid","start_dt.x","subscriberid.x","simserial.x","deviceid.x","col_neighborhood","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt.x","meta.instanceID.x","X_uuid.x","X_submission_time.x","start_dt.y","subscriberid.y","simserial.y","deviceid.y","lab_id_val","lab_processing","lab_incubator_placed","lab_incubator_removed","lab_p_weight","lab_sf_weight","lab_pa_weight","lab_1_dil_tested","lab_1_volume","lab_1_dil","lab_1_ecoli_reading","lab_1_ecoli_big","lab_1_ecoli_small","lab_1_ecoli","lab_2_dil_tested","lab_2_volume","lab_2_dil","lab_2_ecoli_reading","lab_2_ecoli_big","lab_2_ecoli_small","lab_2_ecoli","lab_3_dilution_performed","lab_3_dil_tested","lab_3_volume","lab_3_dil","lab_3_ecoli_reading","lab_3_ecoli_big","lab_3_ecoli_small","lab_3_ecoli","lab_notes","lab_photo","lab_enum","end_dt.y","meta.instanceID.y","X_uuid.y","X_submission_time.y","ec_denom","ec_dil1","ec_dil2","ec_dil3","ec_ecnt1","ec_ecnt2","ec_ecnt3","count1","count2","dil1","dil2","count3","dil3","ec_conc","neighbor"
5,"1592","2017-05-25T10:23:46.863+06",3.10411e+14,8.90141e+19,3.53118e+14,55,1592,"2017-05-25T10:23:00.294+06","23.790600454078508 90.41145154580998 -49.71036337144721 4.0","23.79060045","90.41145155","-49.71036337","4",1,0,"24.54","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Gulshan-2​ lake. Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-25T16:12:34.403+06","uuid:2da1100d-55c0-44ef-b2a6-08b66e730b74","2da1100d-55c0-44ef-b2a6-08b66e730b74","2017-05-25T10:14:04","2017-05-29T09:00:18.351+06",3.10411e+14,8.90141e+19,3.53118e+14,1592,"2017-05-25T15:30:00.752+06","2017-05-25T18:30:00.948+06","2017-05-26T18:30:00.366+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,3,49,28,"547.5",1,"5",1,"5","3",40,5,"85.7","n/a",0,"Arefeen","2017-05-29T09:26:58.911+06","uuid:63e3784c-fa5c-45d7-be0c-0ca2daca77fa","63e3784c-fa5c-45d7-be0c-0ca2daca77fa","2017-05-29T03:28:34",100,1,0.1,0.01,9999,547.5,85.7,9999,547.5,1,0.1,85.7,0.01,702250,"55"
5,"1593","2017-05-25T11:15:18.928+06",3.10411e+14,8.90141e+19,3.53118e+14,55,1593,"2017-05-25T11:15:00.681+06","23.775922165557393 90.41824871164319 -44.18871063562165 4.0","23.77592217","90.41824871","-44.18871064","4",1,0,"52","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Gulshan lake. Trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-25T16:12:54.967+06","uuid:aa1dbb2d-5d77-4ba6-b79e-b0c6411032de","aa1dbb2d-5d77-4ba6-b79e-b0c6411032de","2017-05-25T10:14:07","2017-05-29T09:03:06.250+06",3.10411e+14,8.90141e+19,3.53118e+14,1593,"2017-05-25T15:30:00.017+06","2017-05-25T18:30:00.897+06","2017-05-26T18:30:00.946+06","n/a","n/a","n/a",7,1,7,3,49,34,"770.1",6,1,6,3,37,6,"75.4",1,"5",1,"5","3",11,0,"12.2","n/a",0,"Arefeen","2017-05-29T09:27:40.621+06","uuid:dbafd1e2-b5df-4ae2-bf19-4a5b496a8752","dbafd1e2-b5df-4ae2-bf19-4a5b496a8752","2017-05-29T03:29:00",100,1,0.1,0.01,770.1,75.4,12.2,770.1,75.4,1,0.1,12.2,0.01,91470,"55"
5,"1594","2017-05-25T11:55:37.338+06",3.10411e+14,8.90141e+19,3.53118e+14,55,1594,"2017-05-25T11:55:00.997+06","23.77959775974264 90.41209258994449 -53.89625346402207 4.0","23.77959776","90.41209259","-53.89625346","4",1,0,"49.68","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Gulshan lake. Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-25T16:13:14.403+06","uuid:f82f6bc3-9f79-4645-904b-d4db75922320","f82f6bc3-9f79-4645-904b-d4db75922320","2017-05-25T10:14:12","2017-05-29T09:05:04.415+06",3.10411e+14,8.90141e+19,3.53118e+14,1594,"2017-05-25T15:30:00.377+06","2017-05-25T18:30:00.891+06","2017-05-26T18:30:00.052+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,3,49,46,"1986.3",1,"5",1,"5","3",45,10,"135.4","n/a",0,"Arefeen","2017-05-29T09:28:00.789+06","uuid:7bbc4482-bdd4-4246-a964-b3643fabc2ab","7bbc4482-bdd4-4246-a964-b3643fabc2ab","2017-05-29T03:29:50",100,1,0.1,0.01,9999,1986.3,135.4,9999,1986.3,1,0.1,135.4,0.01,1670150,"55"
5,"1642","2017-05-30T10:26:55.822+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1642,"2017-05-30T10:29:00.379+06","23.770203734096654 90.43364668322425 -33.369425989637065 4.0","23.77020373","90.43364668","-33.36942599","4",2,1,"122","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-30T15:35:25.493+06","uuid:64f7d8d9-4fbf-4f8b-9dec-2201d19be77a","64f7d8d9-4fbf-4f8b-9dec-2201d19be77a","2017-05-30T09:41:35","2017-06-01T10:45:16.415+06",3.10411e+14,8.90141e+19,3.53118e+14,1642,"2017-05-30T14:50:00.153+06","2017-05-30T16:00:00.112+06","2017-05-31T16:00:00.235+06","n/a","n/a","n/a",7,1,7,3,49,30,"613.1",6,1,6,3,44,5,"108.6",1,"5",1,"5","3",4,0,"4.1","n/a",0,"Shimul","2017-06-01T11:14:48.085+06","uuid:3f8a3fd0-1581-4f58-80f1-5a3c334b2745","3f8a3fd0-1581-4f58-80f1-5a3c334b2745","2017-06-01T05:24:08",100,1,0.1,0.01,613.1,108.6,4.1,613.1,108.6,1,0.1,4.1,0.01,70303.3333333333,"22"
5,"1643","2017-05-30T11:16:04.803+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1643,"2017-05-30T11:20:00.706+06","23.769688530352372 90.4306944843776 -23.25979533907083 4.0","23.76968853","90.43069448","-23.25979534","4",3,1,"358","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-30T15:35:53.430+06","uuid:050eda83-6828-439e-b6a0-212193f1137c","050eda83-6828-439e-b6a0-212193f1137c","2017-05-30T09:41:52","2017-06-01T10:43:19.373+06",3.10411e+14,8.90141e+19,3.53118e+14,1643,"2017-05-30T14:50:00.712+06","2017-05-30T16:00:00.676+06","2017-05-31T16:00:00.122+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,3,49,37,"920.8",1,"5",1,"5","3",37,5,"73.3","n/a",0,"Shimul","2017-06-01T11:14:14.207+06","uuid:5a3e85a1-f07f-4a3e-a54d-c73b351d3e9f","5a3e85a1-f07f-4a3e-a54d-c73b351d3e9f","2017-06-01T05:24:04",100,1,0.1,0.01,9999,920.8,73.3,9999,920.8,1,0.1,73.3,0.01,826900,"22"
5,"1644","2017-05-30T11:43:01.188+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1644,"2017-05-30T11:45:00.881+06","23.77030805233066 90.42922144295889 -42.391506529394356 4.0","23.77030805","90.42922144","-42.39150653","4",3,1,"73","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-30T15:36:14.628+06","uuid:83427c8a-274b-4cf6-9433-fd7e856b3460","83427c8a-274b-4cf6-9433-fd7e856b3460","2017-05-30T09:41:54","2017-06-01T10:41:26.112+06",3.10411e+14,8.90141e+19,3.53118e+14,1644,"2017-05-30T14:45:00.985+06","2017-05-30T16:00:00.814+06","2017-05-31T16:00:00.482+06","n/a","n/a","n/a",7,1,7,3,49,45,"1732.9",6,1,6,3,49,12,"224.7",1,"5",1,"5","3",16,0,"18.9","n/a",0,"Shimul","2017-06-01T11:13:03.693+06","uuid:f73f5269-2b5a-403e-99f8-261957895d01","f73f5269-2b5a-403e-99f8-261957895d01","2017-06-01T05:24:02",100,1,0.1,0.01,1732.9,224.7,18.9,1732.9,224.7,1,0.1,18.9,0.01,195663.333333333,"22"
5,"1677","2017-05-31T10:00:10.177+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1677,"2017-05-31T09:55:00.352+06","23.77289678536189 90.43058629465449 -39.86328007432286 4.0","23.77289679","90.43058629","-39.86328007","4",2,1,"42.93","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by dirt",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-31T15:03:10.247+06","uuid:685879c3-90c5-484b-ab54-9b8b6ec614e7","685879c3-90c5-484b-ab54-9b8b6ec614e7","2017-05-31T09:05:48","2017-06-04T13:04:15.143+06",3.10411e+14,8.90141e+19,3.53118e+14,1677,"2017-05-31T14:30:00.380+06","2017-05-31T16:30:00.150+06","2017-06-01T16:30:00.378+06","n/a","n/a","n/a",7,1,7,3,49,38,"980.4",6,1,6,3,45,10,"135.4",1,"5",1,"5","3",16,3,"22.6","n/a",0,"Arefeen","2017-06-05T09:29:50.631+06","uuid:06a05c3d-79b5-4d96-a77f-fc2bb0656b12","06a05c3d-79b5-4d96-a77f-fc2bb0656b12","2017-06-05T03:36:56",100,1,0.1,0.01,980.4,135.4,22.6,980.4,135.4,1,0.1,22.6,0.01,153146.666666667,"22"
5,"1678","2017-05-31T10:20:40.085+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1678,"2017-05-31T10:22:00.410+06","23.772432814431614 90.43096425095074 -52.44381377900052 4.0","23.77243281","90.43096425","-52.44381378","4",2,1,"59","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","The Area trash",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-31T15:03:32.527+06","uuid:64ccd10f-1b9a-4600-89d9-99d8f7bbbeeb","64ccd10f-1b9a-4600-89d9-99d8f7bbbeeb","2017-05-31T09:06:12","2017-06-04T13:07:35.438+06",3.10411e+14,8.90141e+19,3.53118e+14,1678,"2017-05-31T14:30:00.056+06","2017-05-31T16:00:00.209+06","2017-06-01T16:00:00.175+06","n/a","n/a","n/a",7,1,7,3,49,46,"1986.3",6,1,6,3,48,19,"260.3",1,"5",1,"5","3",13,1,"16","n/a",0,"Arefeen","2017-06-05T09:30:24.989+06","uuid:b6f96889-0c63-46f8-9b27-6bd5fe8bc115","b6f96889-0c63-46f8-9b27-6bd5fe8bc115","2017-06-05T03:36:58",100,1,0.1,0.01,1986.3,260.3,16,1986.3,260.3,1,0.1,16,0.01,206310,"22"
5,"1679","2017-05-31T11:32:29.911+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1679,"2017-05-31T11:15:00.036+06","23.770114952592724 90.43390363765732 -58.755859399827465 4.0","23.77011495","90.43390364","-58.7558594","4",2,1,"39.15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-31T15:03:50.082+06","uuid:93037209-864b-479c-9435-ca682b0e5e6b","93037209-864b-479c-9435-ca682b0e5e6b","2017-05-31T09:06:33","2017-06-04T13:09:55.556+06",3.10411e+14,8.90141e+19,3.53118e+14,1679,"2017-05-31T14:30:00.647+06","2017-05-31T16:00:00.657+06","2017-06-01T16:00:00.055+06","n/a","n/a","n/a",7,1,7,3,49,39,"1046.2",6,1,6,3,31,3,"51.2",1,"5",1,"5","3",8,0,"8.6","n/a",0,"Shimul","2017-06-05T09:30:57.158+06","uuid:860fcdde-e088-4473-a77b-b642865666fb","860fcdde-e088-4473-a77b-b642865666fb","2017-06-05T03:37:01",100,1,0.1,0.01,1046.2,51.2,8.6,1046.2,51.2,1,0.1,8.6,0.01,80606.6666666667,"22"
5,"1680","2017-05-31T11:26:15.515+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1680,"2017-05-31T11:30:00.864+06","23.77000844980795 90.4342328370857 -51.40524059749664 4.0","23.77000845","90.43423284","-51.4052406","4",2,1,"14.04","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-31T15:04:08.686+06","uuid:e8321e91-c49d-46e7-a134-fa7addb4cb51","e8321e91-c49d-46e7-a134-fa7addb4cb51","2017-05-31T09:06:27","2017-06-04T13:12:14.342+06",3.10411e+14,8.90141e+19,3.53118e+14,1680,"2017-05-31T14:30:00.231+06","2017-05-31T16:00:00.313+06","2017-06-01T16:00:00.650+06","n/a","n/a","n/a",7,1,7,3,47,6,"140.1",6,1,6,3,5,1,"6.3",1,"5",1,"5","3",0,0,"0.5","n/a",0,"Shimul","2017-06-05T09:31:30.154+06","uuid:ae510398-b881-464f-944b-0d44273017df","ae510398-b881-464f-944b-0d44273017df","2017-06-05T03:37:04",100,1,0.1,0.01,140.1,6.3,0.5,140.1,6.3,1,0.1,0.5,0.01,10155,"22"
5,"1690","2017-06-01T09:49:49.077+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1690,"2017-06-01T09:52:00.970+06","23.772810224168264 90.42968089497873 -42.848576194463234 4.0","23.77281022","90.42968089","-42.84857619","4",2,1,"30.69","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","Doba","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-01T15:58:16.112+06","uuid:3ec7808f-b795-4cd6-a746-fb8926d88f99","3ec7808f-b795-4cd6-a746-fb8926d88f99","2017-06-01T10:09:35","2017-06-05T09:41:10.398+06",3.10411e+14,8.90141e+19,3.53118e+14,1690,"2017-06-01T15:30:00.109+06","2017-06-01T16:45:00.287+06","2017-06-02T16:45:00.809+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,3,49,44,"1553.1",1,"5",1,"5","3",49,22,"387.3","n/a",0,"Arefeen","2017-06-05T11:01:46.406+06","uuid:60dc37f6-d935-4c4a-a7c6-0d72f9a5c4db","60dc37f6-d935-4c4a-a7c6-0d72f9a5c4db","2017-06-05T10:00:02",100,1,0.1,0.01,9999,1553.1,387.3,9999,1553.1,1,0.1,387.3,0.01,2713050,"22"
5,"1691","2017-06-01T12:56:04.577+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1691,"2017-06-01T12:55:00.649+06","23.769584115846452 90.42962728846449 -45.708400108806906 4.0","23.76958412","90.42962729","-45.70840011","4",2,1,"29.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","Doba","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-01T15:58:35.932+06","uuid:5c96128e-22a8-406a-a71b-9f244ea9ab19","5c96128e-22a8-406a-a71b-9f244ea9ab19","2017-06-01T10:09:56","2017-06-05T09:46:13.730+06",3.10411e+14,8.90141e+19,3.53118e+14,1691,"2017-06-01T15:30:00.626+06","2017-06-01T16:45:00.656+06","2017-06-02T16:45:00.369+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,3,49,47,"2419.6",1,"5",1,"5","3",49,32,"686.7","n/a",0,"Arefeen","2017-06-05T11:04:32.992+06","uuid:c01c0154-7bbb-4579-b6d4-6e604d919c03","c01c0154-7bbb-4579-b6d4-6e604d919c03","2017-06-05T10:00:07",100,1,0.1,0.01,9999,2419.6,686.7,9999,2419.6,1,0.1,686.7,0.01,4643300,"22"
5,"1692","2017-06-01T11:42:25.750+06",3.10411e+14,8.90141e+19,3.53118e+14,22,1692,"2017-06-01T11:41:00.925+06","23.770611591239867 90.43391047312178 -44.855022510525906 4.0","23.77061159","90.43391047","-44.85502251","4",2,1,"127","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","Doba","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-01T15:58:56.234+06","uuid:290f839b-f8f3-4316-ac81-3b299feb5eaa","290f839b-f8f3-4316-ac81-3b299feb5eaa","2017-06-01T10:09:49","2017-06-05T09:44:11.605+06",3.10411e+14,8.90141e+19,3.53118e+14,1692,"2017-06-01T15:30:00.248+06","2017-06-01T16:45:00.165+06","2017-06-02T16:45:00.272+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,1,49,48,"2419.6",1,"5",1,"5","3",49,30,"613.1","n/a",0,"Arefeen","2017-06-05T11:03:17.346+06","uuid:ab067f79-11ba-4c53-8f7d-614600592a53","ab067f79-11ba-4c53-8f7d-614600592a53","2017-06-05T10:00:05",100,1,0.1,0.01,9999,9999,613.1,9999,9999,1,0.1,613.1,0.01,6131000,"22"
5,"1749","2017-06-06T10:12:38.681+06",3.10411e+14,8.90141e+19,3.53118e+14,33,1749,"2017-06-06T10:06:00.160+06","23.781279966523 90.34699414988272 -40.12287868258637 4.0","23.78127997","90.34699415","-40.12287868","4",1,1,"31.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Stool found nearby
Gabtoli lake",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-06T14:55:28.871+06","uuid:6ea67173-f59e-4128-b3b9-5c96ab7eb36d","6ea67173-f59e-4128-b3b9-5c96ab7eb36d","2017-06-06T08:59:04","2017-06-08T12:57:48.106+06",3.10411e+14,8.90141e+19,3.53118e+14,1749,"2017-06-06T15:00:00.673+06","2017-06-06T16:00:00.724+06","2017-06-07T16:00:00.233+06","n/a","n/a","n/a",7,1,7,3,34,5,"63.1",6,1,6,3,2,0,"2",1,"5",1,"5","3",0,0,"0.5","n/a",0,"Arefeen","2017-06-10T13:04:10.117+06","uuid:c19c8414-7a69-4081-bb3d-b2a47eb16b62","c19c8414-7a69-4081-bb3d-b2a47eb16b62","2017-06-10T07:09:11",100,1,0.1,0.01,63.1,2,0.5,63.1,2,1,0.1,0.5,0.01,4155,"33"
5,"1750","2017-06-06T10:22:43.675+06",3.10411e+14,8.90141e+19,3.53118e+14,33,1750,"2017-06-06T10:22:00.976+06","23.77956957291122 90.34649531695607 -57.98009505941067 6.0","23.77956957","90.34649532","-57.98009506","6",1,0,"40.57","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Garbage seen.
Gabtoli lake",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-06T14:56:00.644+06","uuid:3b433a27-e00f-45ea-bfb5-17b94110c689","3b433a27-e00f-45ea-bfb5-17b94110c689","2017-06-06T08:59:06","2017-06-08T13:01:47.212+06",3.10411e+14,8.90141e+19,3.53118e+14,1750,"2017-06-06T15:00:00.060+06","2017-06-06T16:00:00.554+06","2017-06-07T16:00:00.712+06","n/a","n/a","n/a",7,1,7,1,49,48,"2419.6",6,1,6,3,49,43,"1413.6",1,"5",1,"5","3",49,19,"325.5","n/a",0,"Arefeen","2017-06-10T13:04:24.120+06","uuid:43836527-de9c-4e75-b4d4-16a4077059f8","43836527-de9c-4e75-b4d4-16a4077059f8","2017-06-10T07:09:32",100,1,0.1,0.01,9999,1413.6,325.5,9999,1413.6,1,0.1,325.5,0.01,2334300,"33"
5,"1751","2017-06-06T10:32:44.724+06",3.10411e+14,8.90141e+19,3.53118e+14,33,1751,"2017-06-06T10:33:00.453+06","23.778824455073458 90.34519890738245 -39.346526080425235 6.0","23.77882446","90.34519891","-39.34652608","6",1,1,"19.29","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Garage seen nearby.
Gabtoli lake",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-06T14:56:20.881+06","uuid:c12ea251-5a94-4ed2-bfad-517306c8cdb2","c12ea251-5a94-4ed2-bfad-517306c8cdb2","2017-06-06T08:59:08","2017-06-08T12:59:52.297+06",3.10411e+14,8.90141e+19,3.53118e+14,1751,"2017-06-06T15:00:00.949+06","2017-06-06T16:00:00.712+06","2017-06-07T16:00:00.810+06","n/a","n/a","n/a",7,1,7,3,49,30,"613.1",6,1,6,3,29,8,"54.5",1,"5",1,"5","3",10,0,"11","n/a",0,"Arefeen","2017-06-10T13:04:36.001+06","uuid:af5658fc-d5f4-41de-abf9-78c97c4dfabb","af5658fc-d5f4-41de-abf9-78c97c4dfabb","2017-06-10T07:09:20",100,1,0.1,0.01,613.1,54.5,11,613.1,54.5,1,0.1,11,0.01,75270,"33"
