SampleID,CompoundID,ec_dd,ec_th,ev_lat,ev_long,ev_way,neighbor,dis_lat,ev_notes,source_bw,source_other,stored,covered,ec_sd,ec_st,ec_isd,ec_ist,ec_ied,ec_iet,ec_dil1,ec_dil2,ec_ecnt1,ec_ecnt2,tc_ecnt1,tc_ecnt2,ec_blank,tc_blank,collectr,operator,sp_type,sp_area,ec_dil3,ec_ecnt3,tc_ecnt3,dis_com,weight,feces_3m,fd_type,fd_num,lat_type,lat_other,n_stall,Vis_fec,HW_stat
SPA2032,2032,5/31/2016,1/0/1900,25.94355,32.5577,102-29,1,,,,,,,5/31/2016,2:50:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,999,68,999,999,0,0,Sumeya / Anabela,J/Mario Amos,4,1,6,0,999,3,43.41,0,,,,,,,
SPA2035,2035,5/12/2016,1/0/1900,25.94493,32.55386,70-29,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,998,33,998,999,0,0,Sumeya/Anabela,Laurinda/J,4,1,6,1,999,1,56.11,0,,,,,,,
SPA2036,2036,5/18/2016,1/0/1900,25.9369,32.56395,070-43,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,998,10,998,999,0,0,Gizela/Eloisa,Salma/J,4,1,6,0,29,1,46.3,0,,,,,,,
SPA2037,2037,5/19/2016,1/0/1900,25.93122,32.5614,88-29,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,2,4,21,0,999,999,0,0,Sumeya/Anabela,Mario Amos/J,4,1,6,0,29,1,,0,,,,,,,
SPA2038,2038,5/18/2016,1/0/1900,25.93503,32.56253,84-29,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,83,21,998,999,0,0,Sumeya/Anabela,Salma/J,4,1,6,4,9,1,28.13,0,,,,,,,
SPA2039,2039,5/31/2016,1/0/1900,25.94661,32.55931,098-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,999,9,999,999,0,0,Eloisa/Gizela,Mario Amos/Laurinda,4,1,6,0,20,1,23.18,0,,,,,,,
SPA2040,2040,5/24/2016,1/0/1900,25.94868,32.55935,96-29,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,998,998,998,998,0,0,Sumeya/Anabela,Laurinda / Mario Amos,4,1,6,4,999,1,39.23,0,,,,,,,
SPA2041,2041,5/24/2016,1/0/1900,25.95258,32.5597,076-43,1,,solo com pedrinhas,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,998,998,998,998,0,0,Eloisa/Gizela,Laurinda/Mario Amos,4,1,6,8,999,1,23.62,0,,,,,,,
SPA2042,2042,5/12/2016,1/0/1900,25.94626,32.55563,056-43,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,999,33,999,999,,,Gizela/Eloisa,Laurinda/J,4,1,6,1,999,1,36,0,,,,,,,
SPA2043,2043,5/13/2016,1/0/1900,25.94527,32.55672,059-43,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,2,4,998,999,998,999,0,0,Gizela/Eloisa,Salma/J,4,1,6,999,999,1,23.94,0,,,,,,,
SPA2044,2044,5/23/2016,1/0/1900,25.94185,32.55692,091-29,1,,,,,,,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,2,4,999,5,999,999,0,0,Anabela/Sumeya,J/Mario Amos,4,1,6,0,24,1,32.15,0,,,,,,,
SPA3001,3001,5/5/2016,1/0/1900,25.94448,32.57909,041-43,2,,Solo humido,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,2,4,998,999,998,999,0,0,Eloisa/Gizela,Laurinda/J,4,1,6,15,999,1,,0,,,,,,,
SPA3006,3006,5/10/2016,1/0/1900,25.94411,32.58353,051-43,2,,,,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,998,999,998,999,0,0,Eloisa Mula,Salma/Mario,4,1,6,83,999,1,47.39,0,,,,,,,
SPA3030,3030,5/9/2016,1/0/1900,25.94336,32.58124,60-29,2,,,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,998,999,998,999,0,0,Sumeya/Anabela,Mario Amos/Salma,4,1,6,1,999,1,49.57,0,,,,,,,
SPA3031,3031,5/3/2016,1/0/1900,25.94338,32.57972,034-43,2,,,,,,,5/3/2016,3:30:00 PM,5/3/2016,6:10:00 PM,5/4/2016,6:10:00 PM,2,4,999,46,999,999,0,0,Anabela/Sumeya,Mario Amos,4,1,6,2,172,1,,0,,,,,,,
SPA3032,3032,5/10/2016,1/0/1900,25.94494,32.58332,63-29,2,,,,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,998,173,998,999,0,0,Anabela/Sumeya,Salma/Mario,4,1,6,60,999,1,32.79,0,,,,,,,
SPA3033,3033,5/11/2016,1/0/1900,25.94161,32.58813,067-29,2,,O solo estava humido,,,,,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,2,4,998,999,998,999,0,0,Eloisa/Gizela,J/Salma,4,1,6,2,200,1,37.79,0,,,,,,,
SPA3034,3034,5/9/2016,1/0/1900,25.94315,32.58111,047-43,2,,Solo humido,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,26,3,999,999,0,0,Eloisa/Gizela,Mario Amos/Salma,4,1,6,0,28,1,47.5,0,,,,,,,
SPA3036,3036,5/11/2016,1/0/1900,25.94176,32.58837,52-43,2,,,,,,,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,2,4,998,3,998,999,0,0,Sumeya/Anabela,J/Salma,4,1,6,1,999,1,54.95,0,,,,,,,
SPA3037,3037,5/5/2016,1/0/1900,25.94511,32.57919,52-29,2,,,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,2,4,998,999,998,999,0,0,Sumeya/Anabela,Laurinda/J,4,1,6,0,40,1,,0,,,,,,,
SPA3039,3039,5/3/2016,1/0/1900,25.94158,32.58812,032-43,2,,,,,,,5/3/2016,3:30:00 PM,5/3/2016,6:10:00 PM,5/4/2016,6:10:00 PM,2,4,174,25,999,999,0,0,Eloisa/Anabela,Mario Amos,4,1,6,0,32,1,,0,,,,,,,
SPB2029,2029,5/19/2016,1/0/1900,25.94407,32.56064,073-43,1,,,,,,,5/19/2016,11:15:00 AM,5/19/2016,5:25:00 PM,5/20/2016,5:25:00 PM,2,4,998,191,999,999,0,0,Eloisa/Gizela,Mario Amos/J,4,1,6,1,23,3,,0,,,,,,,
SPB2030,2030,5/6/2016,1/0/1900,25.94729,32.55228,044-43,1,,,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,2,4,998,17,998,999,0,0,Eloisa/Gizela,J/Mario Amos,4,1,6,0,999,3,,0,,,,,,,
SPB2032,2032,5/31/2016,1/0/1900,25.94355,32.5577,102-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,999,1,999,30,0,0,Anabela/Sumeya,Mario Amos/Laurinda,4,1,6,0,1,1,29.01,0,,,,,,,
SPB2035,2035,5/12/2016,1/0/1900,25.94493,32.55386,70-29,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,998,999,998,999,0,0,Sumeya/Anabela,Laurinda/J,4,1,6,1,140,3,51.25,0,,,,,,,
SPB2036,2036,5/18/2016,1/0/1900,25.9369,32.56395,070-43,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,998,999,998,999,0,0,Eloisa/Gizela,Salma,4,1,6,5,999,3,38.36,0,,,,,,,
SPB2037,2037,5/19/2016,1/0/1900,25.93122,32.5614,88-29,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,2,4,999,17,999,999,0,0,Sumeya/Anabela,Mario Amos/J,4,1,6,0,26,3,,0,,,,,,,
SPB2038,2038,5/18/2016,1/0/1900,25.93503,32.56253,84-29,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,998,7,998,999,0,0,Sumeya/Anabela,Salma,4,1,6,0,27,3,42.83,0,,,,,,,
SPB2039,2039,5/31/2016,1/0/1900,25.94661,32.55931,098-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,42,3,999,999,0,0,Eloisa/Gizela,Mario Amos/Laurinda,4,1,6,0,0,3,45.21,0,,,,,,,
SPB2040,2040,5/24/2016,1/0/1900,25.94868,32.55935,96-29,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,998,998,998,998,0,0,Sumeya/Anabela,Laurinda / Mario Amos,4,1,6,8,999,3,37.09,0,,,,,,,
SPB2041,2041,5/24/2016,1/0/1900,25.95258,32.5597,076-43,1,,solo com pedrinhas,,,,,5/24/2016,11:35:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,998,998,998,998,0,0,Gizela/Eloisa,Laurinda /Mario Amos,4,1,6,0,999,3,24.76,0,,,,,,,
SPB2042,2042,5/12/2016,1/0/1900,25.94626,32.55563,056-43,1,,solo humido,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,998,999,998,999,0,0,Gizela/Eloisa,Laurinda/J,4,1,6,5,999,3,26.81,0,,,,,,,
SPB2043,2043,5/13/2016,1/0/1900,25.94527,32.55672,059-43,1,,Solo com pedrinhas,,,,,5/13/2016,11:50:00 AM,5/13/2016,2:30:00 PM,5/14/2016,3:00:00 PM,2,3,998,999,998,999,0,0,Gizela/Eloisa,Salma/J,4,1,6,27,999,3,41.88,0,,,,,,,
SPB2044,2044,5/23/2016,1/0/1900,25.94185,32.55692,091-29,1,,,,,,,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,2,4,30,9,999,999,0,0,Anabela/Sumeya,J/Mario Amos,4,1,6,0,8,3,27.91,0,,,,,,,
PPO2024,2024,5/12/2016,1/0/1900,25.94634,32.55579,057-43,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,3,4,999,2,999,999,0,0,Gizela/Eloisa,Laurinda/J,6,1,5,0,90,,,,Tomate,2,,,,,
PPO2029,2029,5/19/2016,1/0/1900,25.94418,32.56065,074-43,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,3,4,15,0,56,19,0,0,Eloisa/Gizela,Mario Amos/J,6,1,5,0,0,,0,,Tomate,2,,,,,
PPO2030,2030,5/6/2016,1/0/1900,25.94736,32.55176,045-43,1,,,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,3,4,0,0,999,999,0,0,Eloisa,J/Mario Amos,6,1,5,0,999,,,,Pepino,1,,,,,
PPO2031,2031,5/6/2016,1/0/1900,25.94516,32.55049,58-29,1,,Amostra recolhida no mercado,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,4,4,0,0,999,999,0,0,Sumeya/Anabela,J/Mario Amos,6,1,5,0,90,,,,Alface,5,,,,,
PPO2032,2032,5/31/2016,1/0/1900,25.94229,32.55784,103-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,3,4,998,999,998,999,0,0,Anabela/Sumeya,Mario Amos/Laurinda,6,1,5,999,999,,272.45,,Pepino,1,,,,,
PPO2034,2034,5/13/2016,1/0/1900,25.94378,32.55803,074-29,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,3,4,11,1,999,999,0,0,Sumeya/Anabela,Salma/J,6,1,5,0,77,,,,Alface,5,,,,,
PPO2035,2035,5/12/2016,1/0/1900,25.9452,32.55053,071-29,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,3,4,3,0,999,999,0,0,Sumeya/Anabela,Laurinda/J,6,1,5,0,999,,,,Alface,5,,,,,
PPO2036,2036,5/18/2016,1/0/1900,25.9369,32.56387,071-43,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,3,4,12,9,999,999,0,0,Gizela/Eloisa,J/Salma,6,1,5,2,,,220.5,,Pepino,1,,,,,
PPO2037,2037,5/19/2016,1/0/1900,25.93299,32.56227,089-29,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,3,4,8,0,999,999,0,0,Sumeya/Anabela,Mario Amos/J,6,1,5,0,999,,,,Alface,5,,,,,
PPO2038,2038,5/18/2016,1/0/1900,25.93713,32.5625,086-29,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,3,4,6,0,999,999,0,0,Sumeya/Anabela,J/Salma,6,1,5,0,199,,53.49,,Alface,5,,,,,
PPO2039,2039,5/31/2016,1/0/1900,25.94661,32.55931,098-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,3,4,998,999,998,999,0,0,Eloisa/Gizela,Mario Amos/Laurinda,6,1,5,999,999,,285.05,,Tomate,3,,,,,
PPO2040,2040,5/24/2016,1/0/1900,25.9468,32.55937,97-29,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,3,4,35,0,76,24,0,0,Sumeya / Anabela,Laurinda/Mario Amos,6,1,5,0,4,,374.82,,Pepino,1,,,,,
PPO2041,2041,5/24/2016,1/0/1900,25.95255,32.55972,077-43,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,3,4,10,4,999,135,0,0,Eloisa / Gizela,Laurinda/Mario Amos,6,1,5,0,22,,123.3,,Tomate,3,,,,,
PPO2043,2043,5/13/2016,1/0/1900,25.94492,32.55651,060-43,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,3,4,0,0,999,999,0,0,Gizela/Eloisa,Salma/J,6,1,5,0,999,,,,Pepino,1,,,,,
PPO2044,2044,5/23/2016,1/0/1900,25.9417,32.55728,092-29,1,,,,,,,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,3,4,0,0,999,41,0,0,Anabela/Sumeya,J/Mario Amos,6,1,5,0,1,,,,Tomate,2,,,,,
PPO3001,3001,5/5/2016,1/0/1900,25.94519,32.57908,042-43,2,,,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,3,4,0,0,999,999,0,0,Eloisa/Gizela,Laurinda/J,6,1,5,0,999,,,,Tomate,2,,,,,
PPO3006,3006,5/10/2016,1/0/1900,25.94411,32.58353,051-43,2,,,,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,3,4,999,999,999,57,,,Gizela/Eloisa,Salma/Mario,6,1,5,5,23,,,,Tomate,2,,,,,
PPO3030,3030,5/9/2016,1/0/1900,25.94307,32.5814,61-29,2,,,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,3,4,999,999,999,999,0,0,Sumeya/Anabela,Mario Amos/Salma,6,1,5,999,999,,,,Alface,5,,,,,
PPO3032,3032,5/10/2016,1/0/1900,25.94463,32.58285,065-29,2,,,,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,3,3,12,0,999,999,0,0,Anabela/Sumeya,Salma/Mario,6,1,4,0,999,,,,Alface,5,,,,,
PPO3033,3033,5/11/2016,1/0/1900,25.94159,32.58809,068-29,2,,,,,,,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,3,4,999,999,999,999,0,0,Eloisa/Gizela,J/Salma,6,1,5,999,999,,,,Pepino,2,,,,,
PPO3034,3034,5/9/2016,1/0/1900,25.94308,32.58133,048-43,2,,,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,3,4,999,999,999,999,0,0,Gizela/Eloisa,Mario Amos/Salma,6,1,5,999,999,,,,Pepino,1,,,,,
PPO3036,3036,5/11/2016,1/0/1900,25.94208,32.58845,9999,2,,,,,,,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,3,4,0,0,999,999,0,0,Anabela/Sumeya,J/Salma,6,1,5,26,999,,,,Tomate,2,,,,,
PPO3037,3037,5/5/2016,1/0/1900,25.94556,32.57892,055-29,2,,,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,3,4,8,2,999,999,0,0,Anabela/Sumeya,Laurinda/M,6,1,5,0,999,,,,Alface,5,,,,,
ZCA2029,2029,5/19/2016,1/0/1900,25.9441,32.56049,072-43,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,2,4,14,0,999,21,0,0,,Mario Amos/J,5,0,,,,,,,,,4,,2,0,0
ZCA2030,2030,5/6/2016,1/0/1900,25.94731,32.55198,043-43,1,,,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,2,4,0,5,999,100,0,0,Gizela/Eloisa,J/Mario Amos,5,0,,,,,,,,,4,,2,1,1
ZCA2031,2031,5/6/2016,1/0/1900,25.94634,32.55229,56-29,1,,,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,2,4,0,0,999,999,0,0,Sumeya/Armando,J/Mario Amos,5,0,,,,,,,,,2,,2,0,0
ZCA2032,2032,5/31/2016,1/0/1900,25.94366,32.55768,101-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,0,0,28,7,0,0,Anabela/Sumeya,Mario Amos/Laurinda,5,0,,,,,,,,,2,,2,0,0
ZCA2034,2034,5/13/2016,1/0/1900,25.94372,32.55788,72-29,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,2,4,49,2,130,30,0,0,Sumeya/Anabela,Salma/J,5,0,,,,,,,,,2,,2,0,0
ZCA2035,2035,5/12/2016,1/0/1900,25.94493,32.55373,69-29,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,0,0,86,5,0,0,Sumeyo/Anabela,Laurinda/J,5,0,,,,,,,,,2,,2,0,0
ZCA2036,2036,5/18/2016,1/0/1900,25.96208,32.58931,069-43,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,16,0,999,131,0,0,Eloisa,Salma/J,5,0,,,,,,,,,4,,2,1,0
ZCA2037,2037,5/19/2016,1/0/1900,25.93123,32.56131,87-29,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,2,4,15,3,999,57,0,0,Sumeya/Anabela,Mario Amos/J,5,0,,,,,,,,,2,,2,0,0
ZCA2038,2038,5/18/2016,1/0/1900,25.93493,32.56274,83-29,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,0,0,120,9,0,0,Sumeya/Anabela,Salma/J,5,0,,,,,,,,,2,,2,1,0
ZCA2039,2039,5/31/2016,1/0/1900,25.94912,32.55864,100-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,999,12,999,999,0,0,Eloisa/Gizela,J/Mario Amos,5,0,,,,,,,,,4,,2,0,1
ZCA2040,2040,5/24/2016,1/0/1900,25.94865,32.55929,95-29,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,1,0,115,1,0,0,Sumeya/Anabela,Laurinda / Mario Amos,5,0,,,,,,,,,2,,2,0,0
ZCA2041,2041,5/24/2016,1/0/1900,25.93351,32.56263,75-43,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,10,0,999,999,0,0,Eloisa/Gizela,Laurinda /Mario Amos,5,0,,,,,,,,,4,,2,0,1
ZCA2042,2042,5/12/2016,1/0/1900,25.94208,32.58847,055-43,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,5,0,130,5,0,0,Eloisa/Gizela,Laurinda/J,5,0,,,,,,,,,4,,2,1,0
ZCA2043,2043,5/13/2016,1/0/1900,25.94532,32.55682,058-43,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,2,4,999,5,999,179,0,0,Gizela/Eloisa,Salma/J,5,0,,,,,,,,,4,,2,0,0
ZCA2044,2044,5/23/2016,1/0/1900,25.94214,32.55713,090-29,1,,,,,,,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,2,4,6,1,36,3,0,0,Anabela/Sumeya,J/Mario Amos,5,0,,,,,,,,,4,,2,0,0
ZCA3001,3001,5/5/2016,1/0/1900,25.94451,32.57955,038-43,2,,,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,2,4,0,0,999,999,0,0,Eloisa/Gizela,Laurinda/J,5,0,,,,,,,,,2,,2,2,0
ZCA3006,3006,5/10/2016,1/0/1900,25.96213,32.58968,049-43,2,,,,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:07:00 PM,2,4,0,0,999,13,0,0,Gizela/Eloisa,Salma/Mario,5,0,,,,,,,,,4,,1,1,0
ZCA3030,3030,5/9/2016,1/0/1900,25.94335,32.58104,59-29,2,,Latrina sem porta e as amostras recolhidas das paredes de chapas de zinco,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,3,0,47,3,0,0,Anabela/Sumeya,Mario Amos/Salma,5,0,,,,,,,,,1,,1,0,0
ZCA3031,3031,5/3/2016,1/0/1900,25.94342,32.57977,033-43,2,,,,,,,5/3/2016,3:30:00 PM,5/3/2016,6:10:00 PM,5/4/2016,6:10:00 PM,2,3,0,0,999,0,0,0,Sumeya / Gizela,Mario Amos,5,0,,,,,,,,,2,,1,1,0
ZCA3032,3032,5/10/2016,1/0/1900,25.94332,32.58118,062-29,2,,"A latrina nao tem porta,amostra recolhida do pau de madeira e chapas-de-zinco",,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,1,0,999,999,0,0,Anabela,Salma/Mario,5,0,,,,,,,,,1,,2,1,0
ZCA3033,3033,5/11/2016,1/0/1900,25.94157,32.58826,066-29,2,,,,,,,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,2,4,999,4,999,9,0,0,Gizela/Eloisa,J/Salma,5,0,,,,,,,,,6,Latrina melhorada,1,1,0
ZCA3034,3034,5/9/2016,1/0/1900,25.94716,32.55196,046-43,2,,,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,2,0,25,0,0,0,Eloisa/Gizela,Mario Amos/Salma,5,0,,,,,,,,,6,Latrina tradicional melhorada,2,1,0
ZCA3036,3036,5/11/2016,1/0/1900,25.94165,32.58835,52-43,2,,,,,,,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,2,4,999,999,999,999,0,0,Sumeya/Anabela,J/Salma,5,0,,,,,,,,,4,,1,0,0
ZCA3037,3037,5/5/2016,1/0/1900,25.945,32.57927,51-29,2,,A laje da latrina esta partida,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,2,4,0,0,999,999,0,0,Sumeya/Anabela,Laurinda/J,5,0,,,,,,,,,1,,1,0,0
ZCA3039,3039,5/3/2016,1/0/1900,25.94148,32.58819,031-43,2,,,,,,,5/3/2016,3:30:00 PM,5/3/2016,6:00:00 PM,5/4/2016,6:00:00 PM,2,4,1,0,999,0,0,0,Gizela/Sumeya,Mario Amos,5,0,,,,,,,,,1,,1,0,0
ZCB2029,2029,5/19/2016,1/0/1900,25.9441,32.56049,072-43,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,2,4,14,0,999,999,0,0,Eloisa/Gizela,Mario Amos/J,5,0,,,,,,,,,4,,2,0,0
ZCB2030,2030,5/6/2016,1/0/1900,25.94731,32.55198,043-43,1,,,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,2,4,0,10,999,999,0,0,Eloisa/Gizela,J/Mario Amos,5,0,,,,,,,,,4,,2,1,1
ZCB2031,2031,5/6/2016,1/0/1900,25.94634,32.55229,56-29,1,,Tem lavatorio mas nao e utilizado.,,,,,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,2,4,0,0,999,42,0,0,Sumeya/Anabela,J/Mario Amos,5,0,,,,,,,,,2,,2,0,0
ZCB2032,2032,5/31/2016,1/0/1900,25.94366,32.55768,101-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,0,0,67,8,0,0,Anabela/Sumeya,Mario Amos/ j,5,0,,,,,,,,,2,,2,0,0
ZCB2034,2034,5/13/2016,1/0/1900,25.94372,32.55788,72-29,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,2,4,0,0,128,26,0,0,Sumeya/Anabela,Salma/J,5,0,,,,,,,,,2,,2,0,0
ZCB2035,2035,5/12/2016,1/0/1900,25.94493,32.55373,69-29,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,4,1,160,13,0,0,Sumeya/Anabela,Laurinda/J,5,0,,,,,,,,,2,,2,0,0
ZCB2036,2036,5/18/2016,1/0/1900,25.96208,32.58931,069-43,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,7,0,999,189,0,0,Gizela,Salma/J,5,0,,,,,,,,,4,,2,1,0
