start_dt,subscriberid,simserial,deviceid,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_gps_device,col_gps_device_id,col_gps_device_wp,col_gps_device_lat,col_gps_device_lon,col_neighborhood,col_sample_type,col_pa_group,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_group,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_f_group,col_f_latrine_distance,col_p_group,col_p_type,col_p_num,col_ws_group,col_ws_container,col_ws_container_lid,col_b_group,col_b_source,col_b_source_other,col_b_container,col_b_container_lid,col_ww_group,col_ww_source,col_ww_source_other,col_ww_container,col_ww_container_lid,col_i_group,col_i_container,col_i_container_lid,col_s_group,col_s_type,col_s_type_other,col_d_group,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_prompt,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_businesses,col_d_hh,col_d_hh_num,col_close,col_enum,col_notes,end_dt,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
2016-09-20T09:06:49.713+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr106,Dwr106,2016-09-20T09:07:00.000+07,13.35749377 103.88661525 -2.0 5.0,13.35749377,103.8866153,-2,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from plastic Petrol Infront of house during raining,2016-09-20T09:08:18.872+07,uuid:2652f1bc-7f69-467e-a0d8-811f1d9e7a75,1121,2652f1bc-7f69-467e-a0d8-811f1d9e7a75,2016-09-20T02:46:01,66,,-1
2016-09-20T09:08:52.798+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr107,Dwr107,2016-09-20T09:09:00.000+07,13.35758279 103.88688577 25.0 8.0,13.35758279,103.8868858,25,8,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from the box Infront of house during raining,2016-09-20T09:11:12.800+07,uuid:50d072d1-8e61-4f9e-a54e-c6fd6e1b1619,1122,50d072d1-8e61-4f9e-a54e-c6fd6e1b1619,2016-09-20T02:46:03,67,,-1
2016-09-20T09:16:18.704+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr108,Dwr108,2016-09-20T09:16:00.000+07,13.35665133 103.88558718 4.0 6.0,13.35665133,103.8855872,4,6,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from petrol Infront of house during raining,2016-09-20T09:20:14.834+07,uuid:f31d3ea2-7278-49e6-af4e-80ffcf91cfe9,1123,f31d3ea2-7278-49e6-af4e-80ffcf91cfe9,2016-09-20T02:46:06,68,,-1
2016-09-20T09:21:03.154+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr109,Dwr109,2016-09-20T09:21:00.000+07,13.35659632 103.88551036 9.0 5.0,13.35659632,103.8855104,9,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from big box Infront of house during raining,2016-09-20T09:22:27.746+07,uuid:f01a3173-fee7-4979-92d0-e45ee62a8b48,1124,f01a3173-fee7-4979-92d0-e45ee62a8b48,2016-09-20T02:46:08,69,,-1
2016-09-20T09:25:00.164+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr110,Dwr110,2016-09-20T09:25:00.000+07,13.35694524 103.88557124 -14.0 5.0,13.35694524,103.8855712,-14,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from petrol inside the house during raining,2016-09-20T09:26:24.889+07,uuid:b4be4c62-b919-48fb-9b6a-d2aaf68944fa,1125,b4be4c62-b919-48fb-9b6a-d2aaf68944fa,2016-09-20T02:46:10,70,,-1
2016-09-06T11:19:51.340+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo109,Flo109,2016-09-06T11:20:00.000+07,13.35659399 103.88552214 -3.0 5.0,13.35659399,103.8855221,-3,5,0,,,,,1,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water from rain, level 0.1m, have many rubbishes and chicken, water color blue",2016-09-06T11:22:38.411+07,uuid:fc4e7d75-caf6-42f6-9477-3aced93670b4,939,fc4e7d75-caf6-42f6-9477-3aced93670b4,2016-09-06T05:09:45,28,,-1
2016-09-06T11:42:26.012+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo110,Flo110,2016-09-06T11:42:00.000+07,13.35713354 103.88573223 -9.0 5.0,13.35713354,103.8857322,-9,5,0,,,,,1,6,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water from rain, level 0.5m of maximum, have fish",2016-09-06T11:49:03.452+07,uuid:5dcb7da5-6f35-4811-bc7b-92039eae9e98,942,5dcb7da5-6f35-4811-bc7b-92039eae9e98,2016-09-06T05:09:52,31,,-1
2016-09-06T11:51:22.291+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo111,Flo111,2016-09-06T11:52:00.000+07,13.35694935 103.88577309 -10.0 5.0,13.35694935,103.8857731,-10,5,0,,,,,1,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Water from rain when rain it will overflow to the road. This water combined with fish cheese.,2016-09-06T11:54:34.708+07,uuid:36d98ecf-a122-4e8f-91ca-bc27e83ab748,944,36d98ecf-a122-4e8f-91ca-bc27e83ab748,2016-09-06T05:09:58,33,,-1
2016-09-12T08:45:34.377+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo112,Flo112,2016-09-12T08:45:00.000+07,13.35610288 103.88552924 -10.0 5.0,13.35610288,103.8855292,-10,5,0,,,,,1,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Flood by rain inside and surround the household, house owner always walk cross the flood water without boots.",2016-09-12T08:49:44.990+07,uuid:e21a5c2a-b66a-4aa2-b6a6-2de8d060a8db,1033,e21a5c2a-b66a-4aa2-b6a6-2de8d060a8db,2016-09-12T02:46:52,5,,-1
2016-09-12T08:59:28.960+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo113,Flo113,2016-09-12T08:59:00.000+07,13.35703693 103.88631214 1.0 5.0,13.35703693,103.8863121,1,5,0,,,,,1,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Water flooded Infront of the household after rained yesterday. Water color is brown and there are rubbish and small    insect.,2016-09-12T09:04:27.361+07,uuid:3f6b3da8-d8ff-45cf-8fe3-0babe1b3e148,1036,3f6b3da8-d8ff-45cf-8fe3-0babe1b3e148,2016-09-12T02:49:18,52,,-1
2016-09-14T08:21:55.089+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo114,Flo114,2016-09-14T08:22:00.000+07,13.35754434 103.88711698 30.0 6.0,13.35754434,103.887117,30,6,0,,,,,1,6,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take water during raining, water flood under the house, people always go into water to wash their clothes.",2016-09-14T08:32:27.832+07,uuid:8b44d73f-9107-4e78-86b2-affd10fb3476,1070,8b44d73f-9107-4e78-86b2-affd10fb3476,2016-09-14T02:57:12,17,,-1
2016-09-14T08:50:38.281+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo115,Flo115,2016-09-14T08:50:00.000+07,13.35671745 103.88629595 -29.0 5.0,13.35671745,103.886296,-29,5,0,,,,,1,6,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take water on the laterite road during the raining, people always walk cross the water.",2016-09-14T08:54:15.771+07,uuid:0e5930d3-ff6f-4c8f-b982-904b20d4cf6d,1075,0e5930d3-ff6f-4c8f-b982-904b20d4cf6d,2016-09-14T02:57:26,22,,-1
2016-09-14T08:58:40.067+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo116,Flo116,2016-09-14T08:58:00.000+07,13.35695811 103.88568944 -4.0 5.0,13.35695811,103.8856894,-4,5,0,,,,,1,6,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take water Infront of the house that remain along the road.,2016-09-14T09:00:31.570+07,uuid:db5d3581-3c53-4e3d-9ef6-60b2d3802f70,1076,db5d3581-3c53-4e3d-9ef6-60b2d3802f70,2016-09-14T02:57:28,23,,-1
2016-09-15T08:45:57.700+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo117,Flo117,2016-09-15T08:46:00.000+07,13.35759074 103.88596262 -9.0 5.0,13.35759074,103.8859626,-9,5,0,,,,,1,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, sl","Take sample that flood on the road, there are grasses and morning glory, water convolvulus, illegal house, fish and rubbish in water. People always walk cross to their houses.",2016-09-15T08:53:10.535+07,uuid:87f00289-ceb0-47bf-bbb0-a1fcabbb5f3c,1093,87f00289-ceb0-47bf-bbb0-a1fcabbb5f3c,2016-09-15T02:31:05,54,,-1
2016-09-15T08:53:13.026+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo118,Flo118,2016-09-15T08:53:00.000+07,13.35747632 103.88612451 8.0 5.0,13.35747632,103.8861245,8,5,0,,,,,1,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water remain on the road, brown color.",2016-09-15T08:55:15.403+07,uuid:f685dab1-8ed4-487b-8114-ca856df394ae,1094,f685dab1-8ed4-487b-8114-ca856df394ae,2016-09-15T02:31:07,55,,-1
2016-10-04T08:42:05.806+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo201,Flo201,2016-10-04T08:42:00.000+07,13.37638126 103.85745921 20.0 5.0,13.37638126,103.8574592,20,5,0,,,,,2,6,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water from rain, and flood on the internal road. Have grass, morning glory, fish. People always walk cross water",2016-10-04T08:45:03.080+07,uuid:05ea6a52-7572-4500-82a5-cd994ad8a740,1211,05ea6a52-7572-4500-82a5-cd994ad8a740,2016-10-04T03:15:06,85,,-1
2016-10-04T08:45:11.543+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo202,Flo202,2016-10-04T08:45:00.000+07,13.37630977 103.85766456 4.0 6.0,13.37630977,103.8576646,4,6,0,,,,,2,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","There are many rubbishes, water flood under the house",2016-10-04T08:47:35.306+07,uuid:54538185-f0f4-403e-8341-97b317878a3a,1212,54538185-f0f4-403e-8341-97b317878a3a,2016-10-04T03:15:08,86,,-1
2016-10-05T08:39:59.510+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo203,Flo203,2016-10-05T08:40:00.000+07,13.37639841 103.85647146 10.0 5.0,13.37639841,103.8564715,10,5,0,,,,,2,6,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water remain on the road, black water color, people always cross this water",2016-10-05T08:41:46.924+07,uuid:795f3e57-8bd3-4e56-9a4e-539b6999a751,1240,795f3e57-8bd3-4e56-9a4e-539b6999a751,2016-10-05T03:04:48,100,,-1
2016-10-05T08:43:54.779+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo204,Flo204,2016-10-05T08:44:00.000+07,13.37645304 103.85675944 0.0 5.0,13.37645304,103.8567594,0,5,0,,,,,2,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water flooded under the house, many mosquito, darks, bad smell, it will be receded until December.",2016-10-05T08:47:26.414+07,uuid:62bbce3d-a271-44ef-8459-129a7b5085d9,1241,62bbce3d-a271-44ef-8459-129a7b5085d9,2016-10-05T03:04:49,101,,-1
2016-10-05T09:03:34.077+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo205,Flo205,2016-10-05T09:03:00.000+07,13.37629754 103.85703743 -10.0 5.0,13.37629754,103.8570374,-10,5,0,,,,,2,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Many mosquito, warm, rubbish, wood, morning glory, fish",2016-10-05T09:05:48.952+07,uuid:c5f277ed-d179-4fc8-86fe-e3579e53358d,1245,c5f277ed-d179-4fc8-86fe-e3579e53358d,2016-10-05T03:04:59,105,,-1
2016-10-06T09:57:25.364+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo206,Flo206,2016-10-06T09:57:00.000+07,13.37715116 103.85194203 -13.0 5.0,13.37715116,103.851942,-13,5,0,,,,,2,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample from existing canal, grass, water weed, fish",2016-10-06T09:58:42.469+07,uuid:5af02fc6-b313-4c06-b2ba-efb776d1bddb,1283,5af02fc6-b313-4c06-b2ba-efb776d1bddb,2016-10-06T03:40:32,119,,-1
2016-10-06T10:14:51.710+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo207,Flo207,2016-10-06T10:15:00.000+07,13.37663475 103.85546974 23.0 5.0,13.37663475,103.8554697,23,5,0,,,,,2,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water flooded on the road that people always drive cross, mix with water toilets",2016-10-06T10:17:13.310+07,uuid:5254cc68-13cc-45d3-b9a9-ecd4cbc7df76,1287,5254cc68-13cc-45d3-b9a9-ecd4cbc7df76,2016-10-06T03:40:40,123,,-1
2016-10-11T09:46:41.018+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo208,Flo208,2016-10-11T09:47:00.000+07,13.37686585 103.85438584 -10.0 5.0,13.37686585,103.8543858,-10,5,0,,,,,2,6,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Grass, rubbish, flood on the road",2016-10-11T10:18:16.021+07,uuid:66b4749b-8b66-4e75-9fa1-dc367f5bf604,1339,66b4749b-8b66-4e75-9fa1-dc367f5bf604,2016-10-11T03:21:54,134,,-1
2016-10-11T09:48:55.823+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo209,Flo209,2016-10-11T09:49:00.000+07,13.37676911 103.85501611 -6.0 5.0,13.37676911,103.8550161,-6,5,0,,,,,2,6,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Grass, flood on the road",2016-10-11T10:17:57.007+07,uuid:e74d9e0b-4b49-4186-a120-51a92458aa78,1340,e74d9e0b-4b49-4186-a120-51a92458aa78,2016-10-11T03:21:56,135,,-1
2016-10-11T09:50:59.316+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo210,Flo210,2016-10-11T09:51:00.000+07,13.37672481 103.85509187 -4.0 5.0,13.37672481,103.8550919,-4,5,0,,,,,2,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Flood on the road, water mix with water toilets, grass, rubbish",2016-10-11T10:17:35.350+07,uuid:53a9d5e4-bbb6-4ed2-83ef-319f951bb250,1341,53a9d5e4-bbb6-4ed2-83ef-319f951bb250,2016-10-11T03:21:59,136,,-1
2016-10-11T08:49:20.228+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo301,Flo301,2016-10-11T08:49:00.000+07,13.35324089 103.85043595 -6.0 5.0,13.35324089,103.850436,-6,5,0,,,,,4,6,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water flooded under the house, fish, water weed, rubbish",2016-10-11T08:51:43.074+07,uuid:3a7cbdae-ed32-4255-99e8-b9acd280c5c9,1330,3a7cbdae-ed32-4255-99e8-b9acd280c5c9,2016-10-11T03:21:35,125,,-1
2016-10-11T08:53:52.638+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo302,Flo302,2016-10-11T08:54:00.000+07,13.35334935 103.84983677 -4.0 5.0,13.35334935,103.8498368,-4,5,0,,,,,4,6,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample along the road, rock",2016-10-11T08:55:11.942+07,uuid:2698c677-7f4c-4928-87a0-4a211a4cf3dd,1331,2698c677-7f4c-4928-87a0-4a211a4cf3dd,2016-10-11T03:21:37,126,,-1
2016-10-11T09:35:49.518+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo303,Flo303,2016-10-11T09:35:00.000+07,13.35350068 103.84934508 6.0 5.0,13.35350068,103.8493451,6,5,0,,,,,4,6,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from asphalt road,2016-10-11T09:36:48.307+07,uuid:c24476b5-dd44-46c8-973a-370c2153b725,1338,c24476b5-dd44-46c8-973a-370c2153b725,2016-10-11T03:21:52,133,,-1
2016-10-17T10:05:05.522+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo304,Flo304,2016-10-17T10:06:00.000+07,13.35311408 103.84882364 -33.0 5.0,13.35311408,103.8488236,-33,5,0,,,,,4,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Rock, sample on road",2016-10-17T10:07:33.566+07,uuid:80b0adef-724b-4b55-9a66-972f70b06a6c,1438,80b0adef-724b-4b55-9a66-972f70b06a6c,2016-10-17T03:32:25,169,,-1
2016-10-17T10:08:54.799+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo305,Flo305,2016-10-17T10:09:00.000+07,13.35330487 103.84790171 -45.0 5.0,13.35330487,103.8479017,-45,5,0,,,,,4,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Rubbish, flood on the road, people always use this road",2016-10-17T10:10:21.212+07,uuid:ed721839-5506-4bf2-978b-99c0b9c9225c,1439,ed721839-5506-4bf2-978b-99c0b9c9225c,2016-10-17T03:32:27,170,,-1
2016-10-19T08:49:27.494+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo306,Flo306,2016-10-19T08:49:00.000+07,13.35380209 103.85043205 -7.0 5.0,13.35380209,103.8504321,-7,5,0,,,,,4,6,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Flood on the road in front of rental room, grass, tree",2016-10-19T08:51:29.436+07,uuid:186d95ab-14b5-4880-99a2-956fd1e81f07,1474,186d95ab-14b5-4880-99a2-956fd1e81f07,2016-10-19T02:33:22,189,,-1
2016-10-19T08:56:52.836+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo307,Flo307,2016-10-19T08:57:00.000+07,13.35361896 103.85137014 -10.0 5.0,13.35361896,103.8513701,-10,5,0,,,,,4,6,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Flood on asphalt road Infront of stung thmey primary school,2016-10-19T08:58:46.532+07,uuid:1f5c40b7-0c68-44c0-9939-08698bac6cb8,1476,1f5c40b7-0c68-44c0-9939-08698bac6cb8,2016-10-19T02:35:34,191,,-1
2016-10-19T09:17:24.090+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo308,Flo308,2016-10-19T09:17:00.000+07,13.35373919 103.8492236 10.0 5.0,13.35373919,103.8492236,10,5,0,,,,,4,6,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Flood on access road to house near well,2016-10-19T09:18:33.893+07,uuid:465c4dcc-10d3-4e9b-85fd-910beaf5b849,1482,465c4dcc-10d3-4e9b-85fd-910beaf5b849,2016-10-19T02:38:41,197,,-1
2016-10-20T08:29:12.503+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo309,Flo309,2016-10-20T08:29:00.000+07,13.35406935 103.85124216 5.0 9.0,13.35406935,103.8512422,5,9,0,,,,,4,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample inside the land, flood by water washing and cleaning. Rock",2016-10-20T08:39:43.443+07,uuid:5707e69f-063d-4128-9b27-c4dd872cdf85,1510,5707e69f-063d-4128-9b27-c4dd872cdf85,2016-10-20T02:36:46,199,,-1
2016-10-20T08:58:17.536+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo310,Flo310,2016-10-20T08:58:00.000+07,13.35169176 103.8505545 -16.0 5.0,13.35169176,103.8505545,-16,5,0,,,,,4,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample along the road, tree leave",2016-10-20T08:59:52.648+07,uuid:ac30f548-306f-436e-8c78-069aed9007f8,1513,ac30f548-306f-436e-8c78-069aed9007f8,2016-10-20T02:36:53,202,,-1
2016-10-25T08:26:36.169+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo401,Flo401,2016-10-25T08:26:00.000+07,13.37584972 103.8588383 8.0 5.0,13.37584972,103.8588383,8,5,0,,,,,3,6,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample on road, rock, rubbish, brown color",2016-10-25T08:27:49.982+07,uuid:f8c01e46-7f02-4c78-bfbd-a29ae5c00d53,1579,f8c01e46-7f02-4c78-bfbd-a29ae5c00d53,2016-10-25T02:26:43,209,,-1
2016-10-25T08:28:38.762+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo402,Flo402,2016-10-25T08:28:00.000+07,13.37584532 103.85857121 8.0 5.0,13.37584532,103.8585712,8,5,0,,,,,3,6,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample on the access road near rental room,2016-10-25T08:30:06.768+07,uuid:6fe629a5-f1e0-4fbf-b344-48a75b809102,1580,6fe629a5-f1e0-4fbf-b344-48a75b809102,2016-10-25T02:26:45,210,,-1
2016-10-25T08:38:07.861+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo403,Flo403,2016-10-25T08:38:00.000+07,13.37564072 103.85835114 -34.0 5.0,13.37564072,103.8583511,-34,5,0,,,,,3,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample on the ground inside the land,2016-10-25T08:39:17.845+07,uuid:793e7e00-30da-4d4c-a905-ff45e312986f,1582,793e7e00-30da-4d4c-a905-ff45e312986f,2016-10-25T02:26:50,212,,-1
2016-10-27T08:34:59.985+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo404,Flo404,2016-10-27T08:35:00.000+07,13.37538814 103.8587426 12.0 5.0,13.37538814,103.8587426,12,5,0,,,,,3,6,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample at corner of the road, rock, brown color",2016-10-27T08:36:22.015+07,uuid:10555572-d0e0-417e-b0ef-5f673567864a,1635,10555572-d0e0-417e-b0ef-5f673567864a,2016-10-27T02:24:19,230,,-1
2016-10-27T08:38:49.442+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo405,Flo405,2016-10-27T08:39:00.000+07,13.37532865 103.85729619 0.0 5.0,13.37532865,103.8572962,0,5,0,,,,,3,6,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample on the road, rock",2016-10-27T08:40:14.966+07,uuid:6d491627-32dc-4cea-8848-8a40627472da,1636,6d491627-32dc-4cea-8848-8a40627472da,2016-10-27T02:24:21,231,,-1
2016-11-01T08:43:32.287+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo406,Flo406,2016-11-01T08:43:00.000+07,13.37534455 103.85764863 -20.0 5.0,13.37534455,103.8576486,-20,5,0,,,,,3,6,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample from empty land, fish, shell, grass, small jungle, rubbish",2016-11-01T08:45:56.232+07,uuid:d7ce17f0-ab91-440c-8e65-832c69f21919,1722,d7ce17f0-ab91-440c-8e65-832c69f21919,2016-11-01T02:31:42,248,,-1
2016-11-01T08:47:32.410+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo407,Flo407,2016-11-01T08:47:00.000+07,13.37521462 103.85680075 -2.0 5.0,13.37521462,103.8568008,-2,5,0,,,,,3,6,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Flood on the road, grass, rock",2016-11-01T08:48:51.053+07,uuid:26d8e765-c56f-47df-8b13-c18827ba4e77,1723,26d8e765-c56f-47df-8b13-c18827ba4e77,2016-11-01T02:31:44,249,,-1
2016-11-01T08:50:16.600+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo408,Flo408,2016-11-01T08:50:00.000+07,13.37563202 103.85636129 21.0 5.0,13.37563202,103.8563613,21,5,0,,,,,3,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample in the land, grass, mango tree, rubbish",2016-11-01T08:57:57.796+07,uuid:08ad1b15-0978-4f40-9e85-174445249ede,1724,08ad1b15-0978-4f40-9e85-174445249ede,2016-11-01T02:31:46,250,,-1
2016-11-01T08:53:58.562+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo409,Flo409,2016-11-01T08:54:00.000+07,13.37582935 103.85566997 4.0 5.0,13.37582935,103.85567,4,5,0,,,,,3,6,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Water cross the road, rock, fish",2016-11-01T08:56:33.619+07,uuid:7c5ab5d3-9c5f-4e1f-a7b4-68d634a9c31e,1725,7c5ab5d3-9c5f-4e1f-a7b4-68d634a9c31e,2016-11-01T02:31:48,251,,-1
2016-11-01T09:05:18.594+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo410,Flo410,2016-11-01T09:05:00.000+07,13.37604997 103.85493276 -15.0 5.0,13.37604997,103.8549328,-15,5,0,,,,,3,6,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Flood on the road, rubbish, in front of the house",2016-11-01T09:06:35.746+07,uuid:0c4684a1-9593-4df9-a965-0a357f13e63f,1727,0c4684a1-9593-4df9-a965-0a357f13e63f,2016-11-01T02:31:53,253,,-1
