start_dt,subscriberid,simserial,deviceid,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_gps_device,col_gps_device_id,col_gps_device_wp,col_gps_device_lat,col_gps_device_lon,col_neighborhood,col_sample_type,col_pa_group,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_group,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_f_group,col_f_latrine_distance,col_p_group,col_p_type,col_p_num,col_ws_group,col_ws_container,col_ws_container_lid,col_b_group,col_b_source,col_b_source_other,col_b_container,col_b_container_lid,col_ww_group,col_ww_source,col_ww_source_other,col_ww_container,col_ww_container_lid,col_i_group,col_i_container,col_i_container_lid,col_s_group,col_s_type,col_s_type_other,col_d_group,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_prompt,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_businesses,col_d_hh,col_d_hh_num,col_close,col_enum,col_notes,end_dt,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
2016-10-17T09:44:09.931+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb307,Dwb307,2016-10-17T09:44:00.000+07,13.35297933 103.8510549 2.0 5.0,13.35297933,103.8510549,2,5,0,,,,,4,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the water from the small store along the road,2016-10-17T09:45:27.047+07,uuid:1278fc5c-a740-4b70-a1ea-8d6f708c9891,1432,1278fc5c-a740-4b70-a1ea-8d6f708c9891,2016-10-17T03:32:13,163,,-1
2016-10-19T09:10:51.601+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb308,Dwb308,2016-10-19T09:11:00.000+07,13.35375108 103.84929013 -1.0 5.0,13.35375108,103.8492901,-1,5,0,,,,,4,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the water from the store along the road,2016-10-19T09:14:22.802+07,uuid:6ab452c1-0485-4339-b1b0-2fd288c0d910,1479,6ab452c1-0485-4339-b1b0-2fd288c0d910,2016-10-19T02:38:27,194,,-1
2016-10-19T09:12:42.195+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb309,Dwb309,2016-10-19T09:12:00.000+07,13.35374394 103.84929287 -3.0 5.0,13.35374394,103.8492929,-3,5,0,,,,,4,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water from store along the road,2016-10-19T09:13:52.546+07,uuid:9dc43736-dc28-42de-8ece-253d3edd475e,1480,9dc43736-dc28-42de-8ece-253d3edd475e,2016-10-19T02:38:31,195,,-1
2016-10-20T09:21:08.073+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb310,Dwb310,2016-10-20T09:21:00.000+07,13.35293848 103.8491309 -11.0 5.0,13.35293848,103.8491309,-11,5,0,,,,,4,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water along the tcd,2016-10-20T09:23:19.806+07,uuid:bb7314d3-45d7-4311-b3e0-dd843d4ab8d4,1517,bb7314d3-45d7-4311-b3e0-dd843d4ab8d4,2016-10-20T02:37:00,206,,-1
2016-11-17T08:29:37.511+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb311,Dwb311,2016-11-17T08:29:00.000+07,13.35296959 103.84907251 17.0 5.0,13.35296959,103.8490725,17,5,0,,,,,4,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the tcd,2016-11-17T08:32:12.521+07,uuid:b97054ec-c41d-4765-a86b-2658c22966cf,1965,b97054ec-c41d-4765-a86b-2658c22966cf,2016-11-17T02:44:06,297,,-1
2016-11-17T08:32:14.904+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb312,Dwb312,2016-11-17T08:32:00.000+07,13.35288445 103.84907677 -15.0 5.0,13.35288445,103.8490768,-15,5,0,,,,,4,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the tcd,2016-11-17T08:33:04.397+07,uuid:2f4f4f78-4aa2-4882-bb16-5ddddc560133,1966,2f4f4f78-4aa2-4882-bb16-5ddddc560133,2016-11-17T02:44:08,298,,-1
2016-10-25T08:22:55.224+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb401,Dwb401,2016-10-25T08:23:00.000+07,13.3758285 103.85880519 5.0 5.0,13.3758285,103.8588052,5,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water along the road at store,2016-10-25T08:25:28.856+07,uuid:42e26e6d-1b1e-469b-aee8-60fa605bfd66,1577,42e26e6d-1b1e-469b-aee8-60fa605bfd66,2016-10-25T02:26:39,207,,-1
2016-10-25T08:25:31.188+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb402,Dwb402,2016-10-25T08:25:00.000+07,13.37584123 103.85879106 3.0 5.0,13.37584123,103.8587911,3,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water along the road at store,2016-10-25T08:26:23.333+07,uuid:d583b6eb-4c4b-4fa1-9514-63a2f3187f0c,1578,d583b6eb-4c4b-4fa1-9514-63a2f3187f0c,2016-10-25T02:26:41,208,,-1
2016-10-26T08:39:53.598+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb403,Dwb403,2016-10-26T08:40:00.000+07,13.37587631 103.85884986 2.0 5.0,13.37587631,103.8588499,2,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the water along the road at store,2016-10-26T08:41:00.103+07,uuid:ba2d7557-4f46-43ec-af5e-db69adcda6d9,1602,ba2d7557-4f46-43ec-af5e-db69adcda6d9,2016-10-26T02:16:34,221,,-1
2016-10-26T08:54:53.561+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb404,Dwb404,2016-10-26T08:55:00.000+07,13.37576385 103.85915002 15.0 5.0,13.37576385,103.85915,15,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water from store along the road,2016-10-26T08:56:00.745+07,uuid:47373a34-ae29-475b-9bba-79ff72201656,1606,47373a34-ae29-475b-9bba-79ff72201656,2016-10-26T02:16:44,225,,-1
2016-10-27T08:54:27.200+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb405,Dwb405,2016-10-27T08:55:00.000+07,13.37548198 103.8567308 11.0 5.0,13.37548198,103.8567308,11,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy at store along the road,2016-10-27T08:56:30.186+07,uuid:3c31f5b0-7603-4e65-a1e0-11d84296261c,1639,3c31f5b0-7603-4e65-a1e0-11d84296261c,2016-10-27T02:24:28,234,,-1
2016-10-27T08:56:36.360+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb406,Dwb406,2016-10-27T08:57:00.000+07,13.37548869 103.8567187 8.0 5.0,13.37548869,103.8567187,8,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-10-27T08:59:29.837+07,uuid:b45ef175-540a-4e47-9230-656a0d344096,1640,b45ef175-540a-4e47-9230-656a0d344096,2016-10-27T02:24:30,235,,-1
2016-10-27T09:08:46.079+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb407,Dwb407,2016-10-27T09:09:00.000+07,13.37618717 103.85383486 40.0 5.0,13.37618717,103.8538349,40,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy along the road,2016-10-27T09:10:01.323+07,uuid:8a6b5279-3147-4cb6-bec5-de87abad8466,1642,8a6b5279-3147-4cb6-bec5-de87abad8466,2016-10-27T02:24:33,237,,-1
2016-11-01T09:13:35.720+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb408,Dwb408,2016-11-01T09:13:00.000+07,13.3755969 103.85370888 -4.0 5.0,13.3755969,103.8537089,-4,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water along the road at store,2016-11-01T09:15:01.778+07,uuid:2afa0252-16dd-4ea8-b1c8-c120b9ae62c9,1728,2afa0252-16dd-4ea8-b1c8-c120b9ae62c9,2016-11-01T02:31:55,254,,-1
2016-11-01T09:15:04.542+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb409,Dwb409,2016-11-01T09:15:00.000+07,13.37558246 103.85370638 -8.0 5.0,13.37558246,103.8537064,-8,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water along the road at store,2016-11-01T09:15:56.960+07,uuid:bc689181-e1b9-4039-8560-38003e1758df,1729,bc689181-e1b9-4039-8560-38003e1758df,2016-11-01T02:31:57,255,,-1
2016-11-01T09:20:33.708+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb410,Dwb410,2016-11-01T09:20:00.000+07,13.37727839 103.85391101 -8.0 5.0,13.37727839,103.853911,-8,5,0,,,,,3,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the water along the road at store,2016-11-01T09:22:40.693+07,uuid:ad96801c-6ef7-48f4-8749-bd52aebcaa1d,1730,ad96801c-6ef7-48f4-8749-bd52aebcaa1d,2016-11-01T02:31:59,256,,-1
2016-11-07T09:33:25.714+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb501,Dwb501,2016-11-07T09:33:00.000+07,13.38305242 103.85482869 -1.0 5.0,13.38305242,103.8548287,-1,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-07T09:35:00.345+07,uuid:65741d4f-f96b-4041-93ca-8bc3f7f033b4,1817,65741d4f-f96b-4041-93ca-8bc3f7f033b4,2016-11-07T03:44:33,257,,-1
2016-11-07T09:36:55.305+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb502,Dwb502,2016-11-07T09:37:00.000+07,13.38312447 103.85480271 2.0 5.0,13.38312447,103.8548027,2,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-07T09:38:47.033+07,uuid:57f4071c-3ba4-4061-9c16-d37806ec6dfd,1818,57f4071c-3ba4-4061-9c16-d37806ec6dfd,2016-11-07T03:44:35,258,,-1
2016-11-08T09:02:41.005+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb503,Dwb503,2016-11-08T09:02:00.000+07,13.38498983 103.85235406 27.0 5.0,13.38498983,103.8523541,27,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-08T09:03:51.924+07,uuid:69af8bc2-7746-44b5-8afd-3faeb2496526,1873,69af8bc2-7746-44b5-8afd-3faeb2496526,2016-11-08T02:43:34,273,,-1
2016-11-08T09:03:54.235+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb504,Dwb504,2016-11-08T09:04:00.000+07,13.38496519 103.85239796 -10.0 5.0,13.38496519,103.852398,-10,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water from store,2016-11-08T09:05:20.921+07,uuid:ab13c0ef-bc0d-4f14-b6eb-cb888bb82c10,1874,ab13c0ef-bc0d-4f14-b6eb-cb888bb82c10,2016-11-08T02:43:36,274,,-1
2016-11-08T09:18:21.983+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb505,Dwb505,2016-11-08T09:18:00.000+07,13.38454347 103.85197964 5.0 5.0,13.38454347,103.8519796,5,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy water along the road from store,2016-11-08T09:19:35.484+07,uuid:ec5420d1-4598-4113-93bf-8150cdec0353,1878,ec5420d1-4598-4113-93bf-8150cdec0353,2016-11-08T02:43:44,278,,-1
2016-11-16T08:27:55.927+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb506,Dwb506,2016-11-16T08:28:00.000+07,13.38361741 103.85128838 -16.0 5.0,13.38361741,103.8512884,-16,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-16T08:29:00.216+07,uuid:c2833675-19ea-49d2-bb50-78f617ed7649,1940,c2833675-19ea-49d2-bb50-78f617ed7649,2016-11-16T02:28:58,286,,-1
2016-11-16T08:36:41.512+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb507,Dwb507,2016-11-16T08:36:00.000+07,13.38373086 103.85079324 -1.0 5.0,13.38373086,103.8507932,-1,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-16T08:38:15.427+07,uuid:3e3dfef9-c67c-4455-bc39-1399f8cef114,1942,3e3dfef9-c67c-4455-bc39-1399f8cef114,2016-11-16T02:29:01,288,,-1
2016-11-17T08:46:54.077+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb508,Dwb508,2016-11-17T08:47:00.000+07,13.38439418 103.85507865 21.0 5.0,13.38439418,103.8550787,21,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-17T08:48:22.621+07,uuid:4e23ce63-7f04-4c5a-8a6e-ab52374cda4a,1967,4e23ce63-7f04-4c5a-8a6e-ab52374cda4a,2016-11-17T02:44:10,299,,-1
2016-11-17T09:33:19.844+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb509,Dwb509,2016-11-17T09:33:00.000+07,13.38386439 103.85018308 -4.0 5.0,13.38386439,103.8501831,-4,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-17T09:34:22.692+07,uuid:069a054a-6e33-43b4-aa92-2872869fe920,1978,069a054a-6e33-43b4-aa92-2872869fe920,2016-11-17T02:44:32,310,,-1
2016-11-17T09:34:24.754+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwb510,Dwb510,2016-11-17T09:34:00.000+07,13.38385764 103.85020864 -4.0 5.0,13.38385764,103.8502086,-4,5,0,,,,,5,22,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy from store along the road,2016-11-17T09:35:28.766+07,uuid:7c973699-b14a-4986-bf66-cb8ae1fe7baf,1979,7c973699-b14a-4986-bf66-cb8ae1fe7baf,2016-11-17T02:44:34,311,,-1
2016-10-11T08:47:03.691+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc301,Dwc301,2016-10-11T08:47:00.000+07,13.3533312 103.85025684 6.0 6.0,13.3533312,103.8502568,6,6,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Use only water supply for 1 year,2016-10-11T08:49:11.592+07,uuid:9a193a1a-3891-493a-9f65-4ae7bb2ba85b,1329,9a193a1a-3891-493a-9f65-4ae7bb2ba85b,2016-10-11T03:21:33,124,,-1
2016-10-11T09:24:15.522+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc302,Dwc302,2016-10-11T09:24:00.000+07,13.35344523 103.8508703 0.0 5.0,13.35344523,103.8508703,0,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample from blue tube, sometimes no water",2016-10-11T09:26:29.543+07,uuid:529cf922-5f30-40d1-9315-7271596a0157,1336,529cf922-5f30-40d1-9315-7271596a0157,2016-10-11T03:21:47,131,,-1
2016-10-11T09:26:36.066+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc303,Dwc303,2016-10-11T09:27:00.000+07,13.35331927 103.85093307 3.0 5.0,13.35331927,103.8509331,3,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample from tube, but sometimes no water when Khmer new year",2016-10-11T09:29:53.800+07,uuid:efedc22b-510a-4541-91b2-776f7b0f8270,1337,efedc22b-510a-4541-91b2-776f7b0f8270,2016-10-11T03:21:50,132,,-1
2016-10-12T09:21:13.571+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc304,Dwc304,2016-10-12T09:21:00.000+07,13.35278173 103.85054213 -23.0 5.0,13.35278173,103.8505421,-23,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from blue tube directly,2016-10-12T09:23:29.532+07,uuid:83012f28-ee3e-4d77-8433-466f8e604ef6,1360,83012f28-ee3e-4d77-8433-466f8e604ef6,2016-10-12T02:46:04,150,,-1
2016-10-12T09:27:55.505+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc305,Dwc305,2016-10-12T09:28:00.000+07,13.35258165 103.85034913 -3.0 5.0,13.35258165,103.8503491,-3,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from blue tube directly,2016-10-12T09:30:14.058+07,uuid:cb1243c4-0cb3-44fb-9128-6da7c8250618,1362,cb1243c4-0cb3-44fb-9128-6da7c8250618,2016-10-12T02:46:08,152,,-1
2016-10-17T09:46:17.979+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc306,Dwc306,2016-10-17T09:46:00.000+07,13.35309724 103.85114068 27.0 5.0,13.35309724,103.8511407,27,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take water from tube directly,2016-10-17T09:47:45.185+07,uuid:7fe7f3c4-aede-411a-9dd5-22dcb248a674,1433,7fe7f3c4-aede-411a-9dd5-22dcb248a674,2016-10-17T03:32:15,164,,-1
2016-10-17T09:50:05.541+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc307,Dwc307,2016-10-17T09:50:00.000+07,13.35280979 103.85057589 34.0 5.0,13.35280979,103.8505759,34,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube directly,2016-10-17T09:51:02.663+07,uuid:fea5d831-966f-46c7-8404-e53177ac2bc8,1434,fea5d831-966f-46c7-8404-e53177ac2bc8,2016-10-17T03:32:17,165,,-1
2016-10-17T09:52:48.155+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc308,Dwc308,2016-10-17T09:52:00.000+07,13.35253082 103.85044191 10.0 6.0,13.35253082,103.8504419,10,6,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube directly,2016-10-17T10:30:20.260+07,uuid:52af9d52-6068-44e4-acd4-444c13766c62,1435,52af9d52-6068-44e4-acd4-444c13766c62,2016-10-17T03:32:19,166,,-1
2016-10-17T09:58:43.938+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc309,Dwc309,2016-10-17T09:58:00.000+07,13.35323198 103.85089145 39.0 5.0,13.35323198,103.8508915,39,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube directly,2016-10-17T09:59:36.311+07,uuid:68f63711-6a2a-4e47-bdf0-4c65cc939c7c,1436,68f63711-6a2a-4e47-bdf0-4c65cc939c7c,2016-10-17T03:32:21,167,,-1
2016-10-17T10:01:25.360+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc310,Dwc310,2016-10-17T10:01:00.000+07,13.35333818 103.85025612 -11.0 5.0,13.35333818,103.8502561,-11,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube directly,2016-10-17T10:02:33.140+07,uuid:95c95bcb-97bd-41cd-875a-6b59a8d7a5b1,1437,95c95bcb-97bd-41cd-875a-6b59a8d7a5b1,2016-10-17T03:32:23,168,,-1
2016-10-18T08:34:22.193+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc311,Dwc311,2016-10-18T08:34:00.000+07,13.35363714 103.85086774 2.0 5.0,13.35363714,103.8508677,2,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube,2016-10-18T08:36:21.225+07,uuid:874b0671-d0eb-4dc1-9e51-fa36244aa2ba,1453,874b0671-d0eb-4dc1-9e51-fa36244aa2ba,2016-10-18T02:57:23,172,,-1
2016-10-18T08:57:32.173+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc312,Dwc312,2016-10-18T08:57:00.000+07,13.35184516 103.84995934 12.0 5.0,13.35184516,103.8499593,12,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube,2016-10-18T08:58:30.645+07,uuid:dcb00560-a675-4e54-8731-05203293076a,1457,dcb00560-a675-4e54-8731-05203293076a,2016-10-18T02:58:57,176,,-1
2016-10-18T09:01:51.364+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc313,Dwc313,2016-10-18T09:02:00.000+07,13.35169931 103.84976887 3.0 5.0,13.35169931,103.8497689,3,5,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from tube,2016-10-18T09:03:15.536+07,uuid:20d1fa3f-44d4-4a01-9362-c3e7eb4cfd74,1458,20d1fa3f-44d4-4a01-9362-c3e7eb4cfd74,2016-10-18T02:59:20,177,,-1
2016-10-20T08:40:41.896+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc314,Dwc314,2016-10-20T08:41:00.000+07,13.35409971 103.85116563 1.0 6.0,13.35409971,103.8511656,1,6,0,,,,,4,21,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample from tube, sometimes no water, water sometimes not good",2016-10-20T08:45:12.083+07,uuid:5632234b-0bdc-427a-969d-def16cfe4bce,1511,5632234b-0bdc-427a-969d-def16cfe4bce,2016-10-20T02:36:48,200,,-1
2016-10-20T08:54:05.968+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwc315,Dwc315,2016-10-20T08:54:00.000+07,13.35198063 103.85059655 8.0 5.0,13.35198063,103.8505966,8,5,0,,,,,4,21,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take sample from container and pump to basin and distribute.,2016-10-20T08:56:49.426+07,uuid:8c53041b-f3c9-44da-9662-3a5a76618411,1512,8c53041b-f3c9-44da-9662-3a5a76618411,2016-10-20T02:36:50,201,,-1
2016-09-20T08:29:26.596+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr101,Dwr101,2016-09-20T08:29:00.000+07,13.35743766 103.88626261 10.0 5.0,13.35743766,103.8862626,10,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water in the plastic petrol box during raining Infront of house,2016-09-20T08:48:33.694+07,uuid:901b7a52-3b3e-40be-8c85-5c9c5f7c187c,1116,901b7a52-3b3e-40be-8c85-5c9c5f7c187c,2016-09-20T02:45:52,61,,-1
2016-09-20T08:49:11.315+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr102,Dwr102,2016-09-20T08:49:00.000+07,13.35741409 103.88625638 2.0 5.0,13.35741409,103.8862564,2,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from pot inside the house during raining,2016-09-20T08:52:01.058+07,uuid:53b251f1-e29b-499e-8d2e-677b85813a28,1117,53b251f1-e29b-499e-8d2e-677b85813a28,2016-09-20T02:45:53,62,,-1
2016-09-20T08:54:55.816+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr103,Dwr103,2016-09-20T08:55:00.000+07,13.35725523 103.88629509 -15.0 5.0,13.35725523,103.8862951,-15,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from the pot inside the house during raining,2016-09-20T08:57:53.423+07,uuid:8ce44843-2280-4cac-811d-d2849cfdc703,1119,8ce44843-2280-4cac-811d-d2849cfdc703,2016-09-20T02:45:57,64,,-1
2016-09-20T08:52:15.150+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr104,Dwr104,2016-09-20T08:52:00.000+07,13.35725783 103.88632422 27.0 5.0,13.35725783,103.8863242,27,5,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from petrol Infront of house during raining,2016-09-20T08:54:36.588+07,uuid:6b4d6518-08e2-4b35-b47a-af5477b0b6bb,1118,6b4d6518-08e2-4b35-b47a-af5477b0b6bb,2016-09-20T02:45:55,63,,-1
2016-09-20T09:00:08.598+07,4.56062E+14,8.98551E+18,3.59125E+14,Dwr105,Dwr105,2016-09-20T09:01:00.000+07,13.3574798 103.88657447 2.0 10.0,13.3574798,103.8865745,2,10,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,3,Rain,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Catch water from box Infront of house during raining,2016-09-20T09:04:26.519+07,uuid:8f1dcf27-5c5c-4bb8-a721-eaa585396b49,1120,8f1dcf27-5c5c-4bb8-a721-eaa585396b49,2016-09-20T02:45:59,65,,-1
