deviceid,h_id,h_id_val,h_start,h_location,_h_location_latitude,_h_location_longitude,_h_location_altitude,_h_location_precision,h_gps_device,h_gps_device_id,h_gps_device_wp,h_gps_device_lat,h_gps_device_lon,h_neighborhood,h_home_type,h_population,h_c,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_s_additional_info,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_d_additional_info,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_f_additional_info,h_m,h_m_a_prim,h_m_a_prim_other,h_m_a_prim_num,h_m_a_prim_num_other,h_m_a_sec,h_m_a_sec_other,h_m_a_sec_num,h_m_a_sec_num_other,h_m_c_prim,h_m_c_prim_other,h_m_c_prim_num,h_m_c_prim_num_other,h_m_c_sec,h_m_c_sec_other,h_m_c_sec_num,h_m_c_sec_num_other,h_m_additional_info,h_t,h_t_f,h_t_f_other,h_t_additional_info,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_additional_info,h_th,h_th_a,h_th_a_other,h_tu_a,h_tu_a_other,h_tw_a,h_tw_a_other,h_tf_a,h_tf_a_other,h_ts_a,h_ts_a_other,h_latrine_type,h_latrine_type_other,h_th_additional_info,h_pd,h_pd_a,h_pd_a/1,h_pd_a/2,h_pd_a/3,h_pd_a/4,h_pd_a/5,h_pd_a/6,h_pd_a/7,h_pd_a_other,h_pd_additional_info,h_end,h_enum,h_notes,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
3.59125E+14,3025,3025,2016-10-24T10:15:00.000+07,13.35431706 103.84751057 -2.0 5.0,13.35431706,103.8475106,-2,5,0,,,,,4,1,7,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,3,,3,,3,,1,,3,,3,,"Small water bottle 1,5",,0,,,,3,,4,,Cucumber tomato latuce,,1,,1,,0,,0,,5,N/a,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:da6d639d-87e5-448f-a008-3d3f636449ed,1564,da6d639d-87e5-448f-a008-3d3f636449ed,2016-10-24T04:00:18,193,,-1
3.59125E+14,3026,3026,2016-10-24T10:19:00.000+07,13.35437275 103.84748672 7.0 5.0,13.35437275,103.8474867,7,5,0,,,,,4,1,10,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,3,,3,,3,,1,,3,,3,,"Small water bottle 1,5l",,0,,,,3,,3,,Latuice cucumber tomato carrot,,1,,1,,0,,0,,5,N/a,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:2fd0f561-997f-49da-b78b-9675abbbab8e,1565,2fd0f561-997f-49da-b78b-9675abbbab8e,2016-10-24T04:00:21,194,,-1
3.59125E+14,3027,3027,2016-10-24T10:29:00.000+07,13.35473982 103.85135665 3.0 5.0,13.35473982,103.8513567,3,5,0,,,,,4,1,2,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,3,,3,,"Small water bottle 1,5l",,0,,,,3,,4,,Cucumber tomato latuce,,1,,1,,0,,0,,4,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:c2f593f5-1e20-4a74-bc1e-a3f366bce8e8,1566,c2f593f5-1e20-4a74-bc1e-a3f366bce8e8,2016-10-24T04:00:22,195,,-1
3.59125E+14,3028,3028,2016-10-24T10:33:00.000+07,13.35471573 103.85081423 -16.0 5.0,13.35471573,103.8508142,-16,5,0,,,,,4,1,5,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,3,,3,,3,,1,,3,,3,,"Small water bottle 1,5l",,0,,,,3,,3,,Latuice morning glory cucumber,,1,,1,,0,,0,,4,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:e5b7126b-a2dd-4f27-8b46-bff98ca7e672,1567,e5b7126b-a2dd-4f27-8b46-bff98ca7e672,2016-10-24T04:00:24,196,,-1
3.59125E+14,3020,3020,2016-10-22T10:04:00.000+07,13.35388757 103.84902347 33.0 5.0,13.35388757,103.8490235,33,5,0,,,,,4,1,3,1,,4,,4,,,,4,,4,,,,4,,4,,,,3,,1,,5,Only bottle water,1,,3,,1,,5,Only bottle water,6,N.a,,,0,,,,1,,1,,"Latuce, cucumber",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD, VS",,uuid:fc57c503-e096-48f7-93e2-c20aebdc0c7e,1568,fc57c503-e096-48f7-93e2-c20aebdc0c7e,2016-10-24T12:27:09,197,,-1
3.59125E+14,3021,3021,2016-10-22T10:23:00.000+07,13.35393021 103.84874677 3.0 5.0,13.35393021,103.8487468,3,5,0,,,,,4,1,3,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,5,Rain water,2,,3,,1,,5,Only bottle water,1,,,,1,,For husband always drink tea,,3,,3,,,,1,,1,,1,,0,,3,,4,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD, VS",,uuid:40fc580b-13ad-4b60-97f5-74cd06b39d46,1569,40fc580b-13ad-4b60-97f5-74cd06b39d46,2016-10-24T12:27:12,198,,-1
3.59125E+14,173,173,2016-10-22T11:02:00.000+07,13.35447318 103.85107879 -44.0 11.0,13.35447318,103.8510788,-44,11,0,,,,,4,1,10,1,,1,,4,,For fishing,,4,,4,,,,4,,4,,,,3,,1,,2,,3,,3,,1,,2,,3,,3 time this year but with boiling,,1,,,,3,,3,,"Cucumber for child, other cucumber, water mimosa, water melon, lotus",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD, VS",,uuid:fb61759f-5e25-4be1-adda-507dd9778542,1570,fb61759f-5e25-4be1-adda-507dd9778542,2016-10-24T12:27:14,199,,-1
3.59125E+14,174,174,2016-10-22T11:24:00.000+07,13.35444846 103.85109753 15.0 5.0,13.35444846,103.8510975,15,5,0,,,,,4,1,5,1,,4,,4,,,,4,,4,,,,3,,4,,,,3,,1,,2,,3,,3,,1,,2,,3,,"Tea rest from water pray from budha, but little maybe a glass",,1,,Filter and boil for making tea,,3,,3,,Cucumber tomato latuce,,1,,1,,1,,1,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD, VS",,uuid:246216fd-ca72-4502-81c6-78748d25e4eb,1571,246216fd-ca72-4502-81c6-78748d25e4eb,2016-10-24T12:27:15,200,,-1
3.59125E+14,307,307,2016-10-22T15:10:00.000+07,13.35396463 103.84959841 14.0 5.0,13.35396463,103.8495984,14,5,0,,,,,4,1,4,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,5,Rain water,3,,3,,1,,5,Rain water,3,,When raining there store,,1,,All drinking water is boil,,3,,4,,Child eat only meat,,1,,1,,1,,1,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD, VS",,uuid:df3413bd-447b-47ce-95ac-2571c105d66f,1572,df3413bd-447b-47ce-95ac-2571c105d66f,2016-10-24T12:27:20,201,,-1
3.59125E+14,457,457,2016-10-22T15:31:00.000+07,13.35454466 103.85128832 -10.0 5.0,13.35454466,103.8512883,-10,5,0,,,,,4,1,4,1,,4,,4,,,,3,,4,,,,3,,4,,,,3,,1,,5,Only bottle water,6,N.a,3,,1,,5,Only bottle water,6,N.a,,,0,,,,3,,3,,Cucumber egg plant latuce,,1,,1,,1,,1,,3,,4,,,,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD,VS",,uuid:7b3ceaab-1d8d-4689-8319-c319bf2fb695,1573,7b3ceaab-1d8d-4689-8319-c319bf2fb695,2016-10-24T12:27:22,202,,-1
3.59125E+14,458,458,2016-10-22T15:47:00.000+07,13.35468714 103.8513681 11.0 6.0,13.35468714,103.8513681,11,6,0,,,,,4,1,5,1,,4,,4,,,,4,,4,,,,1,,4,,,,3,,1,,5,Only bottle water,6,N.a,3,,1,,5,Same mother,6,N.a,,,0,,,,3,,3,,"Except father , he doesn't eat raw produce",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD, VS",,uuid:0df41cac-c7ec-4101-af65-88dd7bc28dcd,1574,0df41cac-c7ec-4101-af65-88dd7bc28dcd,2016-10-24T12:27:24,203,,-1
3.59125E+14,116,116,2016-10-22T16:16:00.000+07,13.35421538 103.85118361 15.0 5.0,13.35421538,103.8511836,15,5,0,,,,,4,1,7,1,,4,,4,,,,4,,4,,,,4,,4,,,,3,,1,,5,Only bottle water,6,N.a,3,,1,,5,Sam mother,6,N.a,,,0,,,,3,,3,,Cucumber,,1,,1,,1,,0,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"DD,VS",,uuid:fa0b72ae-05bc-43e5-a8a0-7ae7840d522e,1575,fa0b72ae-05bc-43e5-a8a0-7ae7840d522e,2016-10-24T12:27:27,204,,-1
3.59125E+14,117,117,2016-10-22T16:35:00.000+07,13.35407239 103.85091747 6.0 7.0,13.35407239,103.8509175,6,7,0,,,,,4,1,3,1,,4,,4,,,,4,,4,,,,3,,3,,,,3,,1,,5,Only bottle water,6,N.a,3,,1,,5,Only bottle water,6,N.a,,,1,,Bottle water than filter,,3,,3,,Cucumber carrot,,1,,1,,1,,0,,3,,4,,,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"DD,VS",,uuid:7b2c7458-48c7-4e92-bc8a-c42d57ebfbe8,1576,7b2c7458-48c7-4e92-bc8a-c42d57ebfbe8,2016-10-24T12:27:29,205,,-1
3.59125E+14,4001,4001,2016-10-25T09:34:00.000+07,13.37606624 103.85448021 -43.0 19.0,13.37606624,103.8544802,-43,19,0,,,,,3,1,6,1,,6,Go to swim (Baray),6,Go to swim (Baray),,,4,,4,,Not open drainage,,4,,4,,,,3,,1,,5,Only bottle water 20L,6,Only bottle water 20L,3,,1,,5,Only bottle water 20L,6,Only bottle water 20L,,,1,,Well filter,,3,,3,,"Lotuce, morning glory, cucumber, long bean.....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:9d01192d-cfa9-41f2-aa4a-8e25ff16cdac,1590,9d01192d-cfa9-41f2-aa4a-8e25ff16cdac,2016-10-25T10:58:11,206,,-1
3.59125E+14,4002,4002,2016-10-25T09:55:00.000+07,13.3759914 103.8529661 0.0 3000.0,13.3759914,103.8529661,0,3000,0,,,,,3,2,7,1,,4,,4,,,,4,,4,,Not open drainage,,3,,3,,When have big rain,,3,,1,,5,Small bottle water(0.5),6,Small bottle water(0.5),3,,6,Big bottle water 20L,5,Big bottle water 20L,6,Only bottle water 20L,,,0,,,,3,,3,,"Long bean, cucumber, latuce, cabac, water lyly...",,1,,1,,1,,0,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:a317f0ad-a1e3-4452-9289-0689418fa365,1591,a317f0ad-a1e3-4452-9289-0689418fa365,2016-10-25T10:58:13,207,,-1
3.59125E+14,4004,4004,2016-10-25T10:26:00.000+07,13.3760316 103.8522414 0.0 2000.0,13.3760316,103.8522414,0,2000,0,,,,,3,1,6,1,,4,,4,,,,4,,4,,Not have open drainage,,3,,3,,When have big rain (street flood),,2,,1,,5,Only well water treat,6,Only well water treat,2,,1,,5,Small bottle water 0.5L,3,,Well water treat,,1,,Filter,,3,,3,,"Cucumber, long bean, morning glory, banana flower, latuce...",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:458411b0-efe4-4b03-880b-f4f8137dd370,1592,458411b0-efe4-4b03-880b-f4f8137dd370,2016-10-25T10:58:15,208,,-1
3.59125E+14,4003,4003,2016-10-25T14:20:00.000+07,13.3407149 103.8156554 0.0 28.0,13.3407149,103.8156554,0,28,0,,,,,3,1,4,1,,6,Go to swim (Baray),6,Go to swim (Baray),,,4,,4,,,,3,,3,,Street flood,,2,,1,,3,,3,,2,,1,,3,,3,,"Well treat, bottle water 20L",,1,,Filter,,3,,3,,"Cucumber, cabac, morning glory, latuce, water lyly.....",,0,,,,,,,,,,,,Use together with other households,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:166cb9a1-641a-4ad0-9329-396df1eac360,1593,166cb9a1-641a-4ad0-9329-396df1eac360,2016-10-25T10:58:18,209,,-1
3.59125E+14,4005,4005,2016-10-25T14:26:00.000+07,13.3406882 103.8156615 0.0 27.0,13.3406882,103.8156615,0,27,0,,,,,3,1,5,1,,4,,4,,,,4,,4,,,,3,,3,,When have big rain (street flood),,2,,1,,5,Only well treat,6,Only well treat,2,,1,,3,,3,,Small bottle water,,1,,Filter,,3,,3,,"Banana flower, cucumber, latuce, long bean,......",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:0886848f-df5c-421b-9799-887752ac3b73,1594,0886848f-df5c-421b-9799-887752ac3b73,2016-10-25T10:58:20,210,,-1
3.59125E+14,4001A,4001A,2016-10-25T09:36:00.000+07,13.37623837 103.85473855 24.0 11.0,13.37623837,103.8547386,24,11,0,,,,,3,1,5,1,,3,,2,,,,4,,4,,,,1,,1,,Rain every day,,2,,1,,3,,3,,2,,1,,3,,3,,Small bottle water 500ml,,1,,Filter,,3,,3,,,,0,,,,,,,,,,,,Share,,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:02969da1-b055-494f-be96-6d0532dbc6d6,1595,02969da1-b055-494f-be96-6d0532dbc6d6,2016-10-25T11:58:18,211,,-1
3.59125E+14,4612,4612,2016-10-25T09:51:00.000+07,13.37632571 103.85483113 -18.0 11.0,13.37632571,103.8548311,-18,11,0,,,,,3,1,7,1,,4,,4,,,,4,,4,,,,3,,3,,,,2,,1,,2,,1,,2,,1,,2,,1,,Boil,,1,,Boil,,3,,3,,Cucumber morning Glory,,1,,1,,0,,0,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:b42e854f-212e-453a-a920-d740bf50cff8,1596,b42e854f-212e-453a-a920-d740bf50cff8,2016-10-25T11:58:19,212,,-1
3.59125E+14,4002a,4002a,2016-10-25T10:01:00.000+07,13.37646327 103.85479167 -2.0 5.0,13.37646327,103.8547917,-2,5,0,,,,,3,1,5,1,,4,,4,,,,4,,4,,,,4,,4,,,,3,,1,,2,,3,,3,,1,,2,,3,,Boil,,1,,,,3,,3,,Cucumber latuice long been,,0,,,,,,,,,,,,Share,,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl","Vs,kl",uuid:c6896585-686a-41c4-9196-2a4bdc5bb19e,1597,c6896585-686a-41c4-9196-2a4bdc5bb19e,2016-10-25T11:58:21,213,,-1
3.59125E+14,4582,4582,2016-10-25T10:13:00.000+07,13.3761752 103.85511413 -11.0 6.0,13.3761752,103.8551141,-11,6,0,,,,,3,1,6,1,,3,,3,,,,1,,1,,Everyday,,1,,1,,Everyday,,3,,1,,3,,3,,3,,1,,3,,3,,Bottle water 500ml,,0,,,,3,,3,,Cucumber morning Glory vegetable,,1,,1,,1,,0,,1,,4,,Worms come up to toilets,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl","Vs,kl",uuid:15a447ab-cfe2-4014-a32a-769873bad6c4,1598,15a447ab-cfe2-4014-a32a-769873bad6c4,2016-10-25T11:58:22,214,,-1
3.59125E+14,4003a,4003a,2016-10-25T10:31:00.000+07,13.37626103 103.85520144 2.0 7.0,13.37626103,103.8552014,2,7,0,,,,,3,1,6,1,,3,,3,,,,4,,4,,,,1,,1,,Everyday,,3,,1,,3,,1,,3,,1,,3,,3,,Small Bottle water 500ml,,0,,,,3,,3,,Cucumber,,1,,1,,1,,0,,3,,5,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:8215f188-4d36-42d4-b9c6-84a97781c10c,1599,8215f188-4d36-42d4-b9c6-84a97781c10c,2016-10-25T11:58:24,215,,-1
3.59125E+14,4006,4006,2016-10-26T09:49:00.000+07,13.3796058 103.8562569 0.0 1894.0,13.3796058,103.8562569,0,1894,0,,,,,3,1,3,1,,3,,3,,Go to swim (Baray),,4,,4,,Not open drainage,,1,,1,,Rainy season (street flood),,3,,1,,5,Only bottle water 20L,6,Only bottle water 20L,3,,1,,5,Only bottle water 20L,6,Only bottle water 20L,Bottle water 20L,,0,,,,3,,3,,"Cucumber, morning glory, long bean, latuce...",,1,,1,,1,,0,,3,,4,,Toilet in house,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,Rent house (over 7 month),uuid:49896310-a88a-46d8-8997-1740248da61d,1623,49896310-a88a-46d8-8997-1740248da61d,2016-10-26T10:41:59,216,,-1
3.59125E+14,4007,4007,2016-10-26T10:10:00.000+07,13.37560961 103.85594389 37.0 15.0,13.37560961,103.8559439,37,15,0,,,,,3,1,3,1,,6,Go to swim  (waterfall Kulen mountain),4,,,,4,,4,,Not open drainage,,1,,1,,When have big rain (flood street),,3,,1,,5,Small bottle water 0.5L,3,,3,,1,,5,Small bottle water 0.5L,3,,Bottle water 20L,,0,,,,3,,3,,"Cucumber, long bean, latuce....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:08fced2e-471f-48a6-b8f5-b089ba071113,1624,08fced2e-471f-48a6-b8f5-b089ba071113,2016-10-26T10:42:03,217,,-1
3.59125E+14,4008,4008,2016-10-26T15:19:00.000+07,13.34079492 103.81560721 9.0 16.0,13.34079492,103.8156072,9,16,0,,,,,3,1,3,1,,6,Go to swim (Baray) one month ago,4,,,,4,,4,,Not drainage,,1,,3,,Rainy season (street flood),,3,,1,,5,Only bottle water 20L,6,Only bottle water 20L,3,,1,,5,Only bottle water 20L,6,Only bottle water 20L,,,0,,,,3,,3,,"Morning glory, water lyly, cucumber, latuce, long bean....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:bd1ae83e-baf1-4792-bba6-4631d828976d,1625,bd1ae83e-baf1-4792-bba6-4631d828976d,2016-10-26T10:42:05,218,,-1
3.59125E+14,4009,4009,2016-10-26T15:30:00.000+07,,,,,,0,,,,,3,1,4,1,,4,,4,,,,4,,4,,,,1,,1,,Rainy season (street flood),,3,,1,,5,Small water 0.5L,3,,3,,1,,5,Small water 0.5L,3,,Bottle water 20L,,0,,,,3,,4,,"Cucumber, cabac, latuce, eggplant.....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rent house,,US,,uuid:a8d66166-dae4-4392-be53-d93474cb8b1d,1626,a8d66166-dae4-4392-be53-d93474cb8b1d,2016-10-26T10:42:07,219,,-1
3.59125E+14,4010,4010,2016-10-26T16:03:00.000+07,13.3407426 103.8155564 0.0 26.0,13.3407426,103.8155564,0,26,0,,,,,3,1,5,1,,4,,4,,,,4,,4,,,,1,,2,,Rainy season (street flood),,3,,1,,5,Small water 0.5L,3,,3,,1,,5,Small bottle water 0.5L,3,,Bottle water 20L,,0,,,,3,,3,,"Cucumber, long bean, cabac...",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:31618df3-f8e7-44e7-8165-e4e3f71af32d,1627,31618df3-f8e7-44e7-8165-e4e3f71af32d,2016-10-26T10:42:12,220,,-1
3.59125E+14,4004a,4004a,2016-10-26T09:04:00.000+07,13.3755117 103.85633558 2.0 5.0,13.3755117,103.8563356,2,5,0,,,,,3,1,5,1,,3,,3,,,,3,,4,,,,1,,1,,,,2,,1,,2,,1,,2,,1,,3,,3,,Small bottle 500 ml,,1,,Filter,,3,,3,,Cucumber long been morning glory tomato,,1,,1,,1,,0,,3,,5,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:62c1742c-2c69-410b-add3-aca1faeb9320,1628,62c1742c-2c69-410b-add3-aca1faeb9320,2016-10-26T15:46:39,221,,-1
3.59125E+14,4005a,4005a,2016-10-26T09:20:00.000+07,13.37554212 103.85630754 -4.0 5.0,13.37554212,103.8563075,-4,5,0,,,,,3,1,4,1,,3,,3,,,,4,,4,,,,1,,1,,,,3,,1,,2,,3,,3,,1,,2,,3,,Boil,,1,,Boil,,3,,3,,Vegetable morning glory water Lyly egg plant latuice,,1,,1,,1,,1,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:9db3aa5f-2198-4d49-8bde-7423595d0aff,1629,9db3aa5f-2198-4d49-8bde-7423595d0aff,2016-10-26T15:46:40,222,,-1
3.59125E+14,4006a,4006a,2016-10-26T09:33:00.000+07,13.37557886 103.85634771 -1.0 5.0,13.37557886,103.8563477,-1,5,0,,,,,3,1,4,1,,4,,3,,,,1,,1,,Every day,,1,,1,,Everyday,,2,,1,,5,Boil,1,,2,,1,,3,,3,,When child go to School time,,1,,Filter,,3,,3,,Cucumber egg Lyly latuice,,1,,1,,1,,1,,1,,4,,,,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:feb17804-86b9-4784-bdd4-a6d2c2779950,1630,feb17804-86b9-4784-bdd4-a6d2c2779950,2016-10-26T15:46:42,223,,-1
3.59125E+14,496A,496A,2016-10-26T14:55:00.000+07,13.37548328 103.85669437 -1.0 10.0,13.37548328,103.8566944,-1,10,0,,,,,3,1,10,1,,4,,4,,,,4,,4,,,,2,,2,,,,2,,1,,3,,3,,2,,1,,3,,3,,,,1,,Filter boil,,3,,3,,Cucumber morning glory latuice long been,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:d752526e-beb6-4c14-b8d3-3f19e97cd8cf,1631,d752526e-beb6-4c14-b8d3-3f19e97cd8cf,2016-10-26T15:46:44,224,,-1
3.59125E+14,496b,496b,2016-10-26T15:18:00.000+07,13.37547891 103.85671005 11.0 11.0,13.37547891,103.8567101,11,11,0,,,,,3,1,3,1,,4,,4,,,,4,,4,,Not open drains,,1,,4,,Rainy season,,2,,1,,3,,3,,2,,1,,3,,3,,Well water treat,,1,,Filter,,3,,3,,Long been Cucumber latuice,,1,,1,,1,,0,,3,,4,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:ca18a715-aed8-4563-ac5e-b2e24cd8e666,1632,ca18a715-aed8-4563-ac5e-b2e24cd8e666,2016-10-26T15:46:45,225,,-1
3.59125E+14,496c,496c,2016-10-26T15:30:00.000+07,13.37557743 103.85662949 2.0 10.0,13.37557743,103.8566295,2,10,0,,,,,3,1,3,0,,3,,,,,,4,,,,Do not have drains,,1,,,,,,2,,1,,3,,3,,,,,,,,,,Boil,,1,,Boil,,3,,,,Cucumber Long been latuice morning glory,,1,,1,,1,,1,,3,,4,,,,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:544a4652-6b1d-48fc-afc8-441b9f6f5fd9,1633,544a4652-6b1d-48fc-afc8-441b9f6f5fd9,2016-10-26T15:46:47,226,,-1
3.59125E+14,4031,4031,2016-10-27T09:30:00.000+07,13.3759503 103.8582041 0.0 22.0,13.3759503,103.8582041,0,22,0,,,,,3,1,3,1,,3,,4,,Go to fishing,,3,,4,,Take something,,3,,4,,Rainy season,,3,,1,,5,Small bottle 0.5L,3,,3,,1,,5,Small bottle 0.5L,3,,Bottle water 20L,,0,,,,3,,4,,"Cucumber, long bean, eggplant,   cabac, latuce....",,1,,1,,1,,1,,3,,4,,Flood when have big rain,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,Rent room,uuid:8e2ca506-4ead-49ca-820f-c099715671f9,1652,8e2ca506-4ead-49ca-820f-c099715671f9,2016-10-27T12:18:20,227,,-1
3.59125E+14,4057,4057,2016-10-27T10:14:00.000+07,13.3759483 103.8582038 0.0 25.0,13.3759483,103.8582038,0,25,0,,,,,3,1,5,1,,4,,4,,,,4,,4,,,,4,,4,,,,3,,1,,5,Small water 0.5,3,,3,,1,,5,Small water 0.5L,3,,Bottle water 20L,,0,,,,3,,3,,"Latuce, eggplant, cabac, long bean.......",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,Rent house,uuid:305f3a72-6a3f-400f-90c1-4d737ff11041,1654,305f3a72-6a3f-400f-90c1-4d737ff11041,2016-10-27T12:18:23,228,,-1
3.59125E+14,4054,4054,2016-10-27T10:38:00.000+07,13.3759668 103.85815688 123.0 44.0,13.3759668,103.8581569,123,44,0,,,,,3,1,4,1,,4,,4,,,,4,,4,,,,3,,4,,Rainy season,,5,Treatment water,1,,3,,3,,5,Treatment water,1,,3,,3,,Water buy from water treatment company,,0,,,,3,,4,,"Cucumber, latuce, long bean.....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,Rent room,uuid:4ad8ce07-78a9-4d64-b078-17682878c823,1655,4ad8ce07-78a9-4d64-b078-17682878c823,2016-10-27T12:18:24,229,,-1
3.59125E+14,4058,4058,2016-10-27T10:51:00.000+07,13.3759486 103.8582039 0.0 24.0,13.3759486,103.8582039,0,24,0,,,,,3,1,3,1,,4,,4,,,,4,,4,,,,2,,4,,Rainy season street flood,,3,,1,,5,Small bottle water 1.5L,3,,3,,1,,5,Small bottle water 1.5L,3,,Bottle water 20L,,0,,,,3,,4,,"Long bean, cabac, latuce, eggplant......",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:dedd6983-c6a7-4e51-b309-d4a22f74e0f2,1656,dedd6983-c6a7-4e51-b309-d4a22f74e0f2,2016-10-27T12:18:26,230,,-1
3.59125E+14,4062,4062,2016-10-27T14:27:00.000+07,,,,,,0,,,,,3,1,3,1,,6,Go to fishing,3,,,,4,,4,,,,3,,4,,Rainy season ( street flood),,3,,1,,5,Small water 0.5L,3,,3,,1,,5,Small water 0.5L,3,,Bottle water 20L,,0,,,,3,,3,,"Long bean, cabac, banana flower, latuce, cucumber.....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:fdd6635b-7613-4ef8-9c43-4c483d541bd7,1657,fdd6635b-7613-4ef8-9c43-4c483d541bd7,2016-10-27T12:18:29,231,,-1
