start_dt,subscriberid,simserial,deviceid,lab_id,lab_id_val,lab_processing,lab_neighborhood,lab_sample_type,lab_incubator_placed,lab_incubator_removed,lab_ws_cl_free,lab_ws_cl_total,lab_p_weight,lab_pa_weight,lab_1_note,lab_1_group,lab_1_dil_tested,lab_1_volume,lab_1_dil,lab_1_ecoli_reading,lab_1_ecoli,lab_2_group,lab_2_dil_tested,lab_2_volume,lab_2_dil,lab_2_ecoli_reading,lab_2_ecoli,lab_3_dilution_performed,lab_3_group,lab_3_dil_tested,lab_3_volume,lab_3_dil,lab_3_ecoli_reading,lab_3_ecoli,lab_closing_group,lab_enum,lab_notes,end_dt,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,Cube or Hygiene Ice
2016-11-18T15:18:01.670+07,4.56E+14,8.99E+18,3.58E+14,DWA508,DWA508,2016-11-17T14:00:00.000+07,5,23,2016-11-17T15:15:00.000+07,2016-11-18T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1: 288 Coliform
Pt2 68 Coliform",2016-11-18T15:19:48.887+07,uuid:b414c2c5-8534-4c8c-8d1f-0cc6bb2b192a,1996,b414c2c5-8534-4c8c-8d1f-0cc6bb2b192a,2016-11-18T08:36:41,304,,-1,
2016-11-18T15:19:55.840+07,4.56E+14,8.99E+18,3.58E+14,DWA509,DWA509,2016-11-17T14:00:00.000+07,5,23,2016-11-17T15:15:00.000+07,2016-11-18T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1: 0 Coliform
Pt2: 0 Coliform",2016-11-18T15:21:20.278+07,uuid:3206252d-1502-46e1-a800-0950ee21cbac,1997,3206252d-1502-46e1-a800-0950ee21cbac,2016-11-18T08:36:43,305,,-1,
2016-11-18T15:21:29.769+07,4.56E+14,8.99E+18,3.58E+14,DWA510,DWA510,2016-11-17T14:00:00.000+07,5,23,2016-11-17T15:15:00.000+07,2016-11-18T15:00:00.000+07,,,,,,,7,100,700,3,5,,7,10,70,3,1,0,,,,,,,,"St,mm","Pt1: 50 Coliform
Pt2: 13 Coliform",2016-11-18T15:23:03.495+07,uuid:9099ded5-61e3-4512-8747-4adb1a274610,1998,9099ded5-61e3-4512-8747-4adb1a274610,2016-11-18T08:36:45,306,,-1,
2016-09-08T13:10:42.114+07,4.56E+14,8.99E+18,3.58E+14,DWB109,DWB109,2016-09-06T14:15:00.000+07,1,22,2016-09-06T16:20:00.000+07,2016-09-07T16:00:00.000+07,,,,,,,7,100,700,3,1,,7,10,70,3,0,0,,,,,,,,"St,Mm",Pt1: 1 Coliform,2016-09-08T13:12:16.440+07,uuid:bc262f42-de2b-4344-9e2f-1b250098a8ba,988,bc262f42-de2b-4344-9e2f-1b250098a8ba,2016-09-08T06:14:01,27,,-1,
2016-09-08T13:12:19.609+07,4.56E+14,8.99E+18,3.58E+14,DWB110,DWB110,2016-09-06T14:15:00.000+07,1,22,2016-09-06T16:20:00.000+07,2016-09-07T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm",,2016-09-08T13:13:33.422+07,uuid:f6b08663-ced8-4ea9-b097-0a91f63e87e0,989,f6b08663-ced8-4ea9-b097-0a91f63e87e0,2016-09-08T06:14:04,28,,-1,
2016-09-08T16:54:13.617+07,4.56E+14,8.99E+18,3.58E+14,DWB111,DWB111,2016-09-07T15:00:00.000+07,1,22,2016-09-07T16:30:00.000+07,2016-09-08T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Pt1: TNTC Coliform
Pt2: 41 Coliform","St,Mm",2016-09-08T16:56:08.239+07,uuid:fbbfbd3c-5fef-4fc1-8736-65c7829d05cd,998,fbbfbd3c-5fef-4fc1-8736-65c7829d05cd,2016-09-08T09:58:23,37,,-1,
2016-09-08T16:56:17.028+07,4.56E+14,8.99E+18,3.58E+14,DWB112,DWB112,2016-09-07T15:00:00.000+07,1,22,2016-09-07T16:30:00.000+07,2016-09-08T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm","Pt1: 124 Coliform
Pt2: 31 Coliform",2016-09-08T16:57:59.427+07,uuid:9ed010c8-e6ba-4445-a393-e8ae712b6f46,999,9ed010c8-e6ba-4445-a393-e8ae712b6f46,2016-09-08T09:58:25,3,,-1,
2016-09-09T16:36:35.580+07,4.56E+14,8.99E+18,3.58E+14,DWB113,DWB113,2016-09-08T14:30:00.000+07,1,22,2016-09-08T16:45:00.000+07,2016-09-09T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm",,2016-09-09T16:38:08.558+07,uuid:8e79edfc-419f-4c1c-b78a-2ff54af920a0,1022,8e79edfc-419f-4c1c-b78a-2ff54af920a0,2016-09-09T09:38:30,12,,-1,
2016-09-13T16:37:12.553+07,4.56E+14,8.99E+18,3.58E+14,DWB114,DWB114,2016-09-12T14:30:00.000+07,1,22,2016-09-12T16:30:00.000+07,2016-09-13T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm","Pt1: 4 Coliform
Pt2: 0 Coliform",2016-09-13T16:38:35.417+07,uuid:ce15cd02-ec9e-452d-bf29-7cfdff576791,1060,ce15cd02-ec9e-452d-bf29-7cfdff576791,2016-09-13T09:40:40,16,,-1,
2016-09-13T16:38:40.135+07,4.56E+14,8.99E+18,3.58E+14,DWB115,DWB115,2016-09-12T14:30:00.000+07,1,22,2016-09-12T16:30:00.000+07,2016-09-13T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm","Pt1: 10 Coliform
Pt2: 0 Coliform",2016-09-13T16:39:58.410+07,uuid:0e1e3086-565a-4730-8bee-e02b9be1bbc3,1061,0e1e3086-565a-4730-8bee-e02b9be1bbc3,2016-09-13T09:40:43,17,,-1,
2016-09-15T11:35:08.246+07,4.56E+14,8.99E+18,3.58E+14,DWB116,DWB116,2016-09-14T10:00:00.000+07,1,22,2016-09-14T11:00:00.000+07,2016-09-15T11:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm","Pt1: 2 Coliform
Pt2: 1 Coliform",2016-09-15T11:36:50.266+07,uuid:0f811ab2-37ef-4571-8b18-c81ca8f15084,1102,0f811ab2-37ef-4571-8b18-c81ca8f15084,2016-09-15T04:38:24,47,,-1,
2016-09-15T11:36:56.319+07,4.56E+14,8.99E+18,3.58E+14,DWB117,DWB117,2016-09-14T10:00:00.000+07,1,22,2016-09-14T11:00:00.000+07,2016-09-15T11:00:00.000+07,,,,,,,7,100,700,3,8,,7,10,70,3,2,0,,,,,,,,"St, Mm","Pt1: 118 Coliform
Pt2: 44 Coliform",2016-09-15T11:38:07.794+07,uuid:d14a9483-b910-4023-965b-4d6ef482f112,1103,d14a9483-b910-4023-965b-4d6ef482f112,2016-09-15T04:38:27,48,,-1,
2016-09-16T16:41:40.072+07,4.56E+14,8.99E+18,3.58E+14,DWB118,DWB118,2016-09-15T15:00:00.000+07,1,22,2016-09-15T15:00:00.000+07,2016-09-16T15:45:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: TNTC Coliform
Pt2: 68 Coliform",2016-09-16T16:43:34.430+07,uuid:7e5fb00a-bfb0-48a6-a6b3-63c4b17d5640,1113,7e5fb00a-bfb0-48a6-a6b3-63c4b17d5640,2016-09-16T09:43:49,58,,-1,
2016-09-23T14:44:52.179+07,4.56E+14,8.99E+18,3.58E+14,DWB201,DWB201,2016-09-22T10:30:00.000+07,2,22,2016-09-22T12:00:00.000+07,2016-09-23T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,St,"Pt1: TNTC Coliform
Pt2: 85 Coliform",2016-09-23T14:46:09.027+07,uuid:74296fc5-254f-49fc-843f-145768cc1edd,1164,74296fc5-254f-49fc-843f-145768cc1edd,2016-09-23T07:51:29,76,,-1,
2016-09-23T14:46:17.133+07,4.56E+14,8.99E+18,3.58E+14,DWB202,DWB202,2016-09-22T10:30:00.000+07,2,22,2016-09-22T12:00:00.000+07,2016-09-23T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,St,"Pt1: 4 Coliform
Pt2: 2 Coliform",2016-09-23T14:48:03.716+07,uuid:52191b63-24f8-4722-bba6-05ce330abe11,1165,52191b63-24f8-4722-bba6-05ce330abe11,2016-09-23T07:51:31,77,,-1,
2016-09-23T14:48:09.432+07,4.56E+14,8.99E+18,3.58E+14,DWB203,DWB203,2016-09-22T10:30:00.000+07,2,22,2016-09-22T12:00:00.000+07,2016-09-23T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,St,"Pt1: 24 Coliform
Pt2: 6 Coliform",2016-09-23T14:49:36.407+07,uuid:cb2002f5-a6cd-41f3-99e9-fff2de27436e,1166,cb2002f5-a6cd-41f3-99e9-fff2de27436e,2016-09-23T07:51:33,78,,-1,
2016-09-23T14:49:43.610+07,4.56E+14,8.99E+18,3.58E+14,DWB204,DWB204,2016-09-22T10:30:00.000+07,2,22,2016-09-22T12:00:00.000+07,2016-09-23T12:00:00.000+07,,,,,,,7,100,700,3,27,,7,10,70,3,6,0,,,,,,,,St,"Pt1: TNTC Coliform
Pt2: 106 Coliform",2016-09-23T14:51:03.447+07,uuid:4fb323da-9efb-4000-83a3-621171177f1f,1167,4fb323da-9efb-4000-83a3-621171177f1f,2016-09-23T07:51:34,79,,-1,
2016-10-05T16:14:59.813+07,4.56E+14,8.99E+18,3.58E+14,DWB205,DWB205,2016-10-04T10:30:00.000+07,2,22,2016-10-04T12:00:00.000+07,2016-10-05T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1:42 Coliform
Pt2:7 Coliform",2016-10-05T16:16:50.732+07,uuid:f6b43b6a-5d21-4f0b-9f7c-d3272a3946be,1264,f6b43b6a-5d21-4f0b-9f7c-d3272a3946be,2016-10-05T09:22:31,106,,-1,
2016-10-05T16:17:14.489+07,4.56E+14,8.99E+18,3.58E+14,DWB206,DWB206,2016-10-04T10:30:00.000+07,2,22,2016-10-04T12:00:00.000+07,2016-10-05T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1:0 Coliform
Pt2:0 Coliform",2016-10-05T16:18:46.794+07,uuid:4a926fc0-96a5-4923-b4e1-144dde4cf895,1265,4a926fc0-96a5-4923-b4e1-144dde4cf895,2016-10-05T09:22:33,107,,-1,
2016-10-05T16:19:24.470+07,4.56E+14,8.99E+18,3.58E+14,DWB207,DWB207,2016-10-04T10:30:00.000+07,2,22,2016-10-04T12:00:00.000+07,2016-10-05T12:00:00.000+07,,,,,,,7,100,700,3,4,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1:1 Coliform
Pt2:3 Coliform",2016-10-05T16:20:52.742+07,uuid:2aff126f-6522-49df-adbd-ca0af6ee18ea,1266,2aff126f-6522-49df-adbd-ca0af6ee18ea,2016-10-05T09:22:35,108,,-1,
2016-10-06T15:31:05.734+07,4.56E+14,8.99E+18,3.58E+14,DWB208,DWB208,2016-10-05T10:30:00.000+07,2,22,2016-10-05T11:45:00.000+07,2016-10-06T11:15:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1:7 Coliform
Pt2:2 Coliform",2016-10-06T15:32:51.671+07,uuid:f2ce86a5-a54e-482d-a5df-48180b08d9b8,1299,f2ce86a5-a54e-482d-a5df-48180b08d9b8,2016-10-07T03:19:21,121,,-1,
2016-10-06T15:32:57.738+07,4.56E+14,8.99E+18,3.58E+14,DWB209,DWB209,2016-10-05T10:30:00.000+07,2,22,2016-10-05T11:45:00.000+07,2016-10-06T11:15:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1:3 Coliform
Pt2:2 Coliform",2016-10-06T15:34:33.568+07,uuid:7c3e3cf7-9d70-421c-81d5-c739a2974cd1,1300,7c3e3cf7-9d70-421c-81d5-c739a2974cd1,2016-10-07T03:19:23,122,,-1,
2016-10-07T14:21:33.373+07,4.56E+14,8.99E+18,3.58E+14,DWB210,DWB210,2016-10-06T11:00:00.000+07,2,22,2016-10-06T11:50:00.000+07,2016-10-07T11:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1:32 Coliform
Pt2:5 Coliform",2016-10-07T14:23:48.314+07,uuid:6841dc51-b9df-4cba-a50a-aef8fcdc2329,1310,6841dc51-b9df-4cba-a50a-aef8fcdc2329,2016-10-07T07:24:43,132,,-1,
2016-10-12T16:11:29.852+07,4.56E+14,8.99E+18,3.58E+14,DWB301,DWB301,2016-10-11T10:30:00.000+07,4,22,2016-10-11T11:30:00.000+07,2016-10-12T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St,Mm","Pt1: 22 Coliform
Pt2: 5 Coliform",2016-10-12T16:13:09.703+07,uuid:b87ebde7-c786-42e7-bf66-e69bba8a83e5,1365,b87ebde7-c786-42e7-bf66-e69bba8a83e5,2016-10-12T09:23:19,140,,-1,
2016-10-12T16:13:12.518+07,4.56E+14,8.99E+18,3.58E+14,DWB302,DWB302,2016-10-11T10:30:00.000+07,4,22,2016-10-11T11:30:00.000+07,2016-10-12T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St, Mm","Pt1: TNTC Coliform
Pt2: TNTC Coliform",2016-10-12T16:14:43.381+07,uuid:fc9486ec-5052-44fc-9b3a-df6b7209cbef,1366,fc9486ec-5052-44fc-9b3a-df6b7209cbef,2016-10-12T09:23:21,141,,-1,
2016-10-13T16:40:43.693+07,4.56E+14,8.99E+18,3.58E+14,DWB304,DWB304,2016-10-12T14:30:00.000+07,4,22,2016-10-12T17:00:00.000+07,2016-10-13T16:00:00.000+07,,,,,,,7,100,700,3,149,,7,10,70,3,26,0,,,,,,,,"St, Mm","Pt1: 7 Coliform
Pt2: 2 Coliform",2016-10-13T16:42:13.014+07,uuid:2f304534-7ee8-4c7d-9d08-b4b77cfeb213,1401,2f304534-7ee8-4c7d-9d08-b4b77cfeb213,2016-10-13T09:44:09,156,,-1,
2016-10-14T15:33:40.098+07,4.56E+14,8.99E+18,3.58E+14,DWB305,DWB305,2016-10-13T14:00:00.000+07,4,22,2016-10-13T15:30:00.000+07,2016-10-14T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,St,"Pt1: 8 Coliform
Pt2: 3 Coliform",2016-10-14T15:34:53.593+07,uuid:bac20ee0-0d67-42ba-b01b-6f5ad4a05ff2,1419,bac20ee0-0d67-42ba-b01b-6f5ad4a05ff2,2016-10-14T08:44:17,167,,-1,
2016-10-18T15:46:35.288+07,4.56E+14,8.99E+18,3.58E+14,DWB306,DWB306,2016-10-17T11:00:00.000+07,4,22,2016-10-17T11:40:00.000+07,2016-10-18T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,s t","Pt1: 1 Coliform
Pt2: 0 Coliform",2016-10-18T16:16:59.174+07,uuid:fd4bad2b-9855-433f-af82-fa56b539acc2,1470,fd4bad2b-9855-433f-af82-fa56b539acc2,2016-10-18T09:22:37,171,,-1,
2016-10-18T15:48:21.193+07,4.56E+14,8.99E+18,3.58E+14,DWB307,DWB307,2016-10-17T11:00:00.000+07,4,22,2016-10-17T11:40:00.000+07,2016-10-18T12:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: TNTC Coliform
Pt2: 35 Coliform",2016-10-18T16:18:40.368+07,uuid:1a80c8c8-2f07-4277-94f9-5694f8b90237,1471,1a80c8c8-2f07-4277-94f9-5694f8b90237,2016-10-18T09:24:57,172,,-1,
2016-10-20T16:31:45.121+07,4.56E+14,8.99E+18,3.58E+14,DWB308,DWB308,2016-10-19T14:00:00.000+07,4,22,2016-10-19T15:00:00.000+07,2016-10-20T16:00:00.000+07,,,,,,,7,100,700,3,9,,7,10,70,3,2,0,,,,,,,,St,"Pt1: 110 Coliform
Pt2: 21 Coliform",2016-10-20T16:33:03.319+07,uuid:48a397f8-ac91-4ec0-b202-3b368c93c3ae,1520,48a397f8-ac91-4ec0-b202-3b368c93c3ae,2016-10-20T09:35:08,191,,-1,
2016-10-20T16:33:07.625+07,4.56E+14,8.99E+18,3.58E+14,DWB309,DWB309,2016-10-19T14:00:00.000+07,4,22,2016-10-19T15:00:00.000+07,2016-10-20T16:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,St,"Pt1: 2 Coliform
Pt2: 0 Coliform",2016-10-20T16:34:20.981+07,uuid:7a66f31f-a6b2-4c1b-89fa-2ca86193cfbf,1521,7a66f31f-a6b2-4c1b-89fa-2ca86193cfbf,2016-10-20T09:35:10,192,,-1,
2016-10-21T15:49:52.767+07,4.56E+14,8.99E+18,3.58E+14,DWB310,DWB310,2016-10-20T14:00:00.000+07,4,22,2016-10-20T16:00:00.000+07,2016-10-21T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,St,"Pt1: TNTC Coliform
Pt2: TNTC Coliform",2016-10-21T15:51:06.079+07,uuid:58164f4a-788a-4033-ab08-c27cfdde46a9,1534,58164f4a-788a-4033-ab08-c27cfdde46a9,2016-10-21T08:52:09,199,,-1,
2016-11-18T15:31:09.607+07,4.56E+14,8.99E+18,3.58E+14,DWB311,DWB311,2016-11-17T14:00:00.000+07,4,22,2016-11-17T15:15:00.000+07,2016-11-18T15:00:00.000+07,,,,,,,7,100,700,3,13,,7,10,70,3,0,0,,,,,,,,"St,mm","Pt1: 1 Coliform
Pt2: 7 Coliform",2016-11-18T15:33:53.669+07,uuid:3ecc149b-2408-4fd3-a28d-5af4d9372d4f,2002,3ecc149b-2408-4fd3-a28d-5af4d9372d4f,2016-11-18T08:36:54,310,,-1,
2016-11-18T15:34:07.125+07,4.56E+14,8.99E+18,3.58E+14,DWB312,DWB312,2016-11-17T14:00:00.000+07,4,22,2016-11-17T15:15:00.000+07,2016-11-18T15:00:00.000+07,,,,,,,7,100,700,3,113,,7,10,70,3,51,0,,,,,,,,"Mm,st","Pt1: 1 Coliform
Pt2: 0 Coliform",2016-11-18T15:35:59.251+07,uuid:8e395057-95ba-4134-9b90-956f23e68ea1,2003,8e395057-95ba-4134-9b90-956f23e68ea1,2016-11-18T08:36:56,311,,-1,
2016-10-26T14:20:56.755+07,4.56E+14,8.99E+18,3.58E+14,DWB401,DWB401,2016-10-25T10:30:00.000+07,3,22,2016-10-25T11:00:00.000+07,2016-10-26T11:30:00.000+07,,,,,,,7,100,700,3,8,,7,10,70,3,2,0,,,,,,,,"St, Mm","Pt1: 52 Coliform
Pt2: 17 Coliform",2016-10-26T14:22:24.755+07,uuid:ef2425b1-8bdd-4ab1-8af8-4504a0b1e1f5,1612,ef2425b1-8bdd-4ab1-8af8-4504a0b1e1f5,2016-10-26T07:25:30,207,,-1,
2016-10-26T14:22:30.864+07,4.56E+14,8.99E+18,3.58E+14,DWB402,DWB402,2016-10-25T10:30:00.000+07,3,22,2016-10-25T11:00:00.000+07,2016-10-26T11:30:00.000+07,,,,,,,7,100,700,3,138,,7,10,70,3,61,0,,,,,,,,"St, Mm","Pt1: 18 Coliform
Pt2: 3 Coliform",2016-10-26T14:24:12.569+07,uuid:181fa39d-8d78-4b7f-b2d2-eaa60c6c50f4,1613,181fa39d-8d78-4b7f-b2d2-eaa60c6c50f4,2016-10-26T07:25:32,208,,-1,
2016-10-27T14:59:57.962+07,4.56E+14,8.99E+18,3.58E+14,DWB404,DWB404,2016-10-26T10:00:00.000+07,3,22,2016-10-26T11:30:00.000+07,2016-10-27T11:20:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: 49 Coliform
Pt2: 16 Coliform",2016-10-27T15:01:28.211+07,uuid:f7f13805-1dca-4ac4-82a1-e11ab17d90f5,1645,f7f13805-1dca-4ac4-82a1-e11ab17d90f5,2016-10-27T08:41:58,219,,-1,
2016-10-28T15:54:05.959+07,4.56E+14,8.99E+18,3.58E+14,DWB405,DWB405,2016-10-27T14:30:00.000+07,3,22,2016-10-27T15:20:00.000+07,2016-10-28T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: 3 Coliform
Pt2: 0 Coliform",2016-10-28T15:55:39.769+07,uuid:c060bfbe-820f-4b5b-9033-584378617183,1673,c060bfbe-820f-4b5b-9033-584378617183,2016-10-28T09:04:43,228,,-1,
2016-10-28T15:55:49.144+07,4.56E+14,8.99E+18,3.58E+14,DWB406,DWB406,2016-10-27T14:30:00.000+07,3,22,2016-10-27T15:20:00.000+07,2016-10-28T15:00:00.000+07,,,,,,,7,100,700,3,3,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: TNTC Coliform
Pt2: 77 Coliform",2016-10-28T15:57:59.491+07,uuid:4cc7b799-2c31-4259-8d19-99997c74ba73,1674,4cc7b799-2c31-4259-8d19-99997c74ba73,2016-10-28T09:04:45,229,,-1,
2016-10-28T15:58:09.208+07,4.56E+14,8.99E+18,3.58E+14,DWB407,DWB407,2016-10-27T14:30:00.000+07,3,22,2016-10-27T15:20:00.000+07,2016-10-28T15:00:00.000+07,,,,,,,7,100,700,3,6,,7,10,70,3,2,0,,,,,,,,"Mm,st","Pt1: TNTC Coliform
Pt2: TNTC Coliform",2016-10-28T15:59:59.669+07,uuid:7e264cdd-abf9-4b8e-a86a-84729eba5b29,1675,7e264cdd-abf9-4b8e-a86a-84729eba5b29,2016-10-28T09:04:47,230,,-1,
2016-11-02T15:41:11.897+07,4.56E+14,8.99E+18,3.58E+14,DWB408,DWB408,2016-11-01T14:00:00.000+07,3,22,2016-11-01T14:55:00.000+07,2016-11-02T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: TNTC Coliform
Pt2: TNTC Coliform",2016-11-02T15:43:18.602+07,uuid:81cc286e-de61-4ba3-b28d-722ab3e1cf4a,1745,81cc286e-de61-4ba3-b28d-722ab3e1cf4a,2016-11-02T09:24:36,255,,-1,
2016-11-02T15:43:29.426+07,4.56E+14,8.99E+18,3.58E+14,DWB409,DWB409,2016-11-01T14:00:00.000+07,3,22,2016-11-01T14:55:00.000+07,2016-11-02T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: 1 Coliform
Pt2: 0 Coliform",2016-11-02T15:47:00.922+07,uuid:84f680f9-42ee-48df-b109-dcb0b59832ec,1746,84f680f9-42ee-48df-b109-dcb0b59832ec,2016-11-02T09:24:40,256,,-1,
2016-11-02T15:47:14.071+07,4.56E+14,8.99E+18,3.58E+14,DWB410,DWB410,2016-11-01T14:00:00.000+07,3,22,2016-11-01T14:55:00.000+07,2016-11-02T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: 9 Coliform
Pt2: 0 Coliform",2016-11-02T15:48:34.832+07,uuid:1f030190-df47-48db-876a-bda060b817ae,1747,1f030190-df47-48db-876a-bda060b817ae,2016-11-02T09:24:42,257,,-1,
2016-11-08T15:18:05.370+07,4.56E+14,8.99E+18,3.58E+14,DWB501,DWB501,2016-11-07T14:00:00.000+07,5,22,2016-11-07T15:30:00.000+07,2016-11-08T15:00:00.000+07,,,,,,,7,100,700,3,1,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: 75 Coliform
Pt2: 12 Coliform",2016-11-08T15:19:29.856+07,uuid:e1a4a3f1-d140-4a73-b4ae-4ed47e4f812a,1885,e1a4a3f1-d140-4a73-b4ae-4ed47e4f812a,2016-11-08T09:31:00,266,,-1,
2016-11-08T15:19:36.958+07,4.56E+14,8.99E+18,3.58E+14,DWB502,DWB502,2016-11-07T14:00:00.000+07,5,22,2016-11-07T15:30:00.000+07,2016-11-08T15:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: 37 Coliform
Pt2: 9 Coliform",2016-11-08T15:20:51.712+07,uuid:f7016092-b3d7-4c9f-99b8-5d795f032242,1886,f7016092-b3d7-4c9f-99b8-5d795f032242,2016-11-08T09:31:05,267,,-1,
2016-11-16T11:45:06.818+07,4.56E+14,8.99E+18,3.58E+14,DWB503,DWB503,2016-11-08T10:00:00.000+07,5,22,2016-11-08T11:30:00.000+07,2016-11-09T13:15:00.000+07,,,,,,,7,100,700,3,2,,7,10,70,3,1,0,,,,,,,,"St, Mm","Pt1: TNTC Coliform
Pt2: 169 Coliform",2016-11-16T11:47:12.422+07,uuid:3427e234-e18c-42b8-9b05-16b52d49000b,1951,3427e234-e18c-42b8-9b05-16b52d49000b,2016-11-16T05:33:25,276,,-1,
2016-11-16T11:47:19.028+07,4.56E+14,8.99E+18,3.58E+14,DWB504,DWB504,2016-11-08T10:00:00.000+07,5,22,2016-11-08T11:30:00.000+07,2016-11-09T13:15:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"St, Mm","Pt1: TNTC Coliform
Pt2: 165 Coliform",2016-11-16T11:48:27.037+07,uuid:1e90fd05-b199-42fa-a3c6-57474c0151de,1952,1e90fd05-b199-42fa-a3c6-57474c0151de,2016-11-16T05:33:27,277,,-1,
2016-11-16T11:48:33.607+07,4.56E+14,8.99E+18,3.58E+14,DWB505,DWB505,2016-11-08T10:00:00.000+07,5,22,2016-11-08T11:30:00.000+07,2016-11-09T13:15:00.000+07,,,,,,,7,100,700,3,74,,7,10,70,3,31,0,,,,,,,,"St, Mm","Pt1: 6 Coliform
Pt2: 1 Coliform",2016-11-16T11:49:41.947+07,uuid:1ef62f6f-636c-4104-8b0c-ec287401a7a7,1953,1ef62f6f-636c-4104-8b0c-ec287401a7a7,2016-11-16T05:33:29,278,,-1,
2016-11-17T16:26:38.603+07,4.56E+14,8.99E+18,3.58E+14,DWB506,DWB506,2016-11-16T10:30:00.000+07,5,22,2016-11-17T11:30:00.000+07,2016-11-17T14:00:00.000+07,,,,,,,7,100,700,1,,,7,10,70,3,136,0,,,,,,,,"Mm,st","Pt1: 3 Coliform
Pt2: 1 Coliform",2016-11-17T16:28:40.893+07,uuid:fd8462e4-080d-474e-86c7-96bf25cff6ac,1987,fd8462e4-080d-474e-86c7-96bf25cff6ac,2016-11-17T09:57:34,297,,-1,
2016-11-17T16:28:49.254+07,4.56E+14,8.99E+18,3.58E+14,DWB507,DWB507,2016-11-16T10:30:00.000+07,5,22,2016-11-16T11:30:00.000+07,2016-11-17T14:00:00.000+07,,,,,,,7,100,700,3,0,,7,10,70,3,0,0,,,,,,,,"Mm,st","Pt1: TNTC Coliform
Pt2: TNTC Coliform",2016-11-17T16:34:03.571+07,uuid:86989f97-8a2e-4162-a12a-aeb51181d4ae,1988,86989f97-8a2e-4162-a12a-aeb51181d4ae,2016-11-17T09:57:36,298,,-1,
