deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dw_e_wt,h_dw_e_wt_other,h_o_a,h_o_a_other,h_o_c,h_o_c_other,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_notes,h_enum,__version__,meta/instanceID,_uuid,_submission_time,_tags,_notes
enketo.sanipath.org:iB2IiPlkPaFNoBNl,31,2017-06-12T10:07:00.000-04:00,23.82354873 90.37831592 -36 0,23.82354873,90.37831592,-36,0,1,2,1,6,1,1,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,1,n/a,1,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:10e1f227-9a32-4eb5-99e2-5372fa07e35c,10e1f227-9a32-4eb5-99e2-5372fa07e35c,2017-11-24T23:00:23,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,32,2017-06-12T11:44:00.000-04:00,23.82359006 90.3777448 -1 0,23.82359006,90.3777448,-1,0,1,2,1,5,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:01e66a94-3a61-4946-b1ab-5da2b5a95433,01e66a94-3a61-4946-b1ab-5da2b5a95433,2017-11-25T00:25:27,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,33,2917-06-12T12:38:00.000-04:00,23.82386673 90.37802166 -4 0,23.82386673,90.37802166,-4,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:10328c0b-5f50-41ae-963f-dccf813c7c4f,10328c0b-5f50-41ae-963f-dccf813c7c4f,2017-11-25T00:27:16,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,34,2017-06-12T13:17:00.000-04:00,23.82374077 90.37809104 -78 0,23.82374077,90.37809104,-78,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,3,n/a,2,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:a12c2cf1-57fd-4659-86dc-7db3f1821e19,a12c2cf1-57fd-4659-86dc-7db3f1821e19,2017-11-25T00:29:26,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,35,2017-06-12T13:46:00.000-04:00,23.82384441 90.37853417 1 0,23.82384441,90.37853417,1,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,2,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:064c3dd0-e7d7-426f-8b6f-27e23e2633b3,064c3dd0-e7d7-426f-8b6f-27e23e2633b3,2017-11-25T00:31:25,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,36,2017-06-14T08:59:00.000-04:00,23.82339987 90.3779149 15 0,23.82339987,90.3779149,15,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,2,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:17a075d8-26c7-457d-b856-7e82d97f9677,17a075d8-26c7-457d-b856-7e82d97f9677,2017-11-25T00:32:57,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,37,2017-06-14T09:27:00.000-04:00,23.82384682 90.37822238 -47 0,23.82384682,90.37822238,-47,0,1,1,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,1,n/a,2,n/a,2,n/a,2,n/a,1,n/a,3,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,vFLd6ukjFadc82tfQmzfYF,uuid:840590ba-fb41-4b73-b797-e0dbffd8a8d7,840590ba-fb41-4b73-b797-e0dbffd8a8d7,2017-11-25T00:34:47,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,38,2017-06-14T09:00:00.000-04:00,23.822751 90.3796233 0 0,23.822751,90.3796233,0,0,1,2,1,3,1,4,n/a,2,n/a,4,n/a,1,n/a,2,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,2,n/a,2,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Good response,31,vFLd6ukjFadc82tfQmzfYF,uuid:9fae37f5-f289-492e-b659-230f31773d8a,9fae37f5-f289-492e-b659-230f31773d8a,2017-11-25T00:36:43,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,39,2017-06-14T09:28:00.000-04:00,23.822751 90.3796233 0 0,23.822751,90.3796233,0,0,1,2,1,5,1,1,n/a,2,n/a,1,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,2,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Good response,31,vFLd6ukjFadc82tfQmzfYF,uuid:3365e069-7a71-4c9e-892f-7583da5b1d59,3365e069-7a71-4c9e-892f-7583da5b1d59,2017-11-25T00:38:38,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,40,2017-06-14T09:59:00.000-04:00,23.822751 90.3796233 0 0,23.822751,90.3796233,0,0,1,2,1,4,1,1,n/a,3,n/a,1,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,1,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Good response,31,vFLd6ukjFadc82tfQmzfYF,uuid:cbb7ad3d-8d88-4a0e-b424-48ac595e73b6,cbb7ad3d-8d88-4a0e-b424-48ac595e73b6,2017-11-25T00:41:01,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,41,2017-06-12T10:00:00.000-04:00,23.82297011 90.38460944 301 0,23.82297011,90.38460944,301,0,1,2,1,5,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:b61bc1c9-7603-41ef-b120-fa542880a61e,b61bc1c9-7603-41ef-b120-fa542880a61e,2017-11-25T00:42:49,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,42,2017-06-12T10:45:00.000-04:00,23.82373662 90.37775045 0 0,23.82373662,90.37775045,0,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,2,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:0fe4f4d1-e901-493f-8903-d6d5577cc105,0fe4f4d1-e901-493f-8903-d6d5577cc105,2017-11-25T00:44:27,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,43,2017-06-12T11:14:00.000-04:00,23.82355519 90.37755352 10 0,23.82355519,90.37755352,10,0,1,2,1,3,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:be86e68c-c0e7-4c9c-98d3-f9ecdbf6a6fa,be86e68c-c0e7-4c9c-98d3-f9ecdbf6a6fa,2017-11-25T00:46:06,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,44,2017-06-12T11:51:00.000-04:00,23.8236748 90.37809138 -2 0,23.8236748,90.37809138,-2,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,2,n/a,1,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:a1a8fa48-c442-4f55-b46d-6e785de983f8,a1a8fa48-c442-4f55-b46d-6e785de983f8,2017-11-25T00:53:48,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,45,2017-06-12T12:24:00.000-04:00,23.82486409 90.37616712 23 0,23.82486409,90.37616712,23,0,1,2,1,3,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,3,n/a,1,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:7ec5d3ad-a18a-452a-9c1a-7c746deeb3fc,7ec5d3ad-a18a-452a-9c1a-7c746deeb3fc,2017-11-25T00:55:14,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,46,2017-06-13T08:46:00.000-04:00,23.82371978 90.37770689 -1 0,23.82371978,90.37770689,-1,0,1,2,1,5,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:ef943844-3b77-4af6-8ce4-41207e77df7b,ef943844-3b77-4af6-8ce4-41207e77df7b,2017-11-25T00:56:49,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,47,2017-06-13T09:24:00.000-04:00,23.82401526 90.37838286 7 0,23.82401526,90.37838286,7,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,2,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:fd34dece-a19a-4c1d-9948-47d385efb7fc,fd34dece-a19a-4c1d-9948-47d385efb7fc,2017-11-25T00:58:09,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,48,2017-06-13T09:53:00.000-04:00,23.82398364 90.37799781 -36 0,23.82398364,90.37799781,-36,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:8600e934-d1b1-4013-afb5-6698b8e75ada,8600e934-d1b1-4013-afb5-6698b8e75ada,2017-11-25T00:59:32,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,49,2017-06-13T10:24:00.000-04:00,23.8239386 90.37808088 -54 0,23.8239386,90.37808088,-54,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,2,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:86f3fc96-0318-40bf-9b14-2f798a282056,86f3fc96-0318-40bf-9b14-2f798a282056,2017-11-25T01:00:56,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,50,2017-06-13T11:16:00.000-04:00,23.82379455 90.37786399 0 0,23.82379455,90.37786399,0,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,1,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,3,n/a,1,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,vFLd6ukjFadc82tfQmzfYF,uuid:84189916-23cb-4685-b8a0-884a756b9e96,84189916-23cb-4685-b8a0-884a756b9e96,2017-11-25T01:02:30,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,51,2017-06-12T09:56:00.000-04:00,23.8228727 90.3793966 0 0,23.8228727,90.3793966,0,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,3,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,4,n/a,4,n/a,1,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:b6951f97-a410-406c-81d2-c518581c9798,b6951f97-a410-406c-81d2-c518581c9798,2017-11-25T15:10:49,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,52,2017-06-12T11:07:00.000-04:00,23.8228727 90.3793966 0 0,23.8228727,90.3793966,0,0,1,2,1,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,1,n/a,3,n/a,1,n/a,1,n/a,3,n/a,2,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,4,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:04608384-8270-4b6e-9f37-07adbcf1c2b5,04608384-8270-4b6e-9f37-07adbcf1c2b5,2017-11-25T15:13:07,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,53,2017-06-12T12:03:00.000-04:00,23.8228727 90.3793966 0 0,23.8228727,90.3793966,0,0,1,2,1,3,1,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:b709e0a1-3f83-4027-ac81-6a9ae0880273,b709e0a1-3f83-4027-ac81-6a9ae0880273,2017-11-25T15:16:06,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,54,2017-06-12T13:09:00.000-04:00,23.822872 90.3796909 0 0,23.822872,90.3796909,0,0,1,2,1,7,1,1,n/a,4,n/a,1,n/a,1,n/a,3,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,1,n/a,3,n/a,3,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:6ab28b76-a5f0-47f1-a987-d3894df08f8f,6ab28b76-a5f0-47f1-a987-d3894df08f8f,2017-11-25T15:18:14,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,55,2017-06-12T13:53:00.000-04:00,23.8228727 90.3793966 0 0,23.8228727,90.3793966,0,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,4,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,2,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:384bcae1-d425-46a3-a700-b04b8910cda3,384bcae1-d425-46a3-a700-b04b8910cda3,2017-11-25T15:20:11,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,56,2017-06-13T10:22:00.000-04:00,23.8227658 90.3795214 0 0,23.8227658,90.3795214,0,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,4,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:f501f880-4148-4abf-8d55-252446df3c24,f501f880-4148-4abf-8d55-252446df3c24,2017-11-25T15:24:35,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,57,2017-06-13T11:08:00.000-04:00,23.8227658 90.3795214 0 0,23.8227658,90.3795214,0,0,1,2,1,6,1,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,3,n/a,2,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:691da677-d8ee-41a9-994a-8f55f675b02b,691da677-d8ee-41a9-994a-8f55f675b02b,2017-11-25T15:30:15,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,58,2017-06-13T11:51:00.000-04:00,23.822872 90.3796909 0 0,23.822872,90.3796909,0,0,1,2,1,4,1,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,6,N/A,6,N/A,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:be0556c8-a6a2-4c2b-8f53-3a6a88c66d38,be0556c8-a6a2-4c2b-8f53-3a6a88c66d38,2017-11-25T15:32:19,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,59,2017-06-13T12:50:00.000-04:00,23.82411671 90.37775939 -48 0,23.82411671,90.37775939,-48,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,6,N/A,6,N/A,2,n/a,1,n/a,3,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:56637ee2-3ba6-42b8-97f9-71d427daad60,56637ee2-3ba6-42b8-97f9-71d427daad60,2017-11-25T15:36:16,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,60,2017-06-13T13:25:00.000-04:00,23.82415602 90.3776584 -1 0,23.82415602,90.3776584,-1,0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,4,n/a,3,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,vFLd6ukjFadc82tfQmzfYF,uuid:0e959d5e-7dea-4cfa-b1f1-9210e33c4d13,0e959d5e-7dea-4cfa-b1f1-9210e33c4d13,2017-11-25T15:39:02,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,61,2017-06-12T10:24:00.000-04:00,23.82435481 90.37840299 -2 0,23.82435481,90.37840299,-2,0,1,1,1,6,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,2,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:fa44684a-4eb5-44aa-8904-4d197985d9d0,fa44684a-4eb5-44aa-8904-4d197985d9d0,2017-11-25T15:41:48,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,62,2017-06-12T11:52:00.000-04:00,23.82448737 90.37783045 0 0,23.82448737,90.37783045,0,0,1,2,1,4,1,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,3,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:16771f43-5461-41c6-921b-6834468d6420,16771f43-5461-41c6-921b-6834468d6420,2017-11-25T15:54:20,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,63,2017-06-12T12:39:00.000-04:00,23.82431944 90.37794107 -4 0,23.82431944,90.37794107,-4,0,1,2,1,4,1,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:a4460fbf-b814-4ae5-ae60-4127a734e1cb,a4460fbf-b814-4ae5-ae60-4127a734e1cb,2017-11-25T15:56:46,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,64,2017-06-12T13:00:00.000-04:00,23.82433394 90.37821788 -2 0,23.82433394,90.37821788,-2,0,1,2,1,3,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,2,n/a,2,n/a,2,n/a,3,n/a,1,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:683e8673-a57b-4a08-a903-5e60bb830b28,683e8673-a57b-4a08-a903-5e60bb830b28,2017-11-25T16:06:24,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,65,2017-06-12T13:18:00.000-04:00,23.82295882 90.37827901 3 0,23.82295882,90.37827901,3,0,1,2,1,4,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:00696ffb-5e9b-4ad9-9e17-1f3500865f27,00696ffb-5e9b-4ad9-9e17-1f3500865f27,2017-11-25T16:08:28,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,66,2017-06-13T09:02:00.000-04:00,23.82436055 90.37808708 0 0,23.82436055,90.37808708,0,0,1,2,1,4,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,1,n/a,2,n/a,3,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:bf0b8658-5726-4acd-bcb1-1043c81de312,bf0b8658-5726-4acd-bcb1-1043c81de312,2017-11-25T16:10:26,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,67,2017-06-13T09:27:00.000-04:00,23.82415942 90.37811687 0 0,23.82415942,90.37811687,0,0,1,2,1,4,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,1,n/a,3,n/a,3,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:788e70b6-9383-43c4-aa9e-30dec9b91a8e,788e70b6-9383-43c4-aa9e-30dec9b91a8e,2017-11-25T16:12:37,,
enketo.sanipath.org:iB2IiPlkPaFNoBNl,68,2017-06-13T10:07:00.000-04:00,23.8240794 90.37819705 0 0,23.8240794,90.37819705,0,0,1,2,1,4,1,2,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,6,N/A,6,N/A,1,n/a,2,n/a,2,n/a,2,n/a,1,n/a,2,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,n/a,32,vFLd6ukjFadc82tfQmzfYF,uuid:dc9a5334-592d-418c-9ec1-e30d942921a3,dc9a5334-592d-418c-9ec1-e30d942921a3,2017-11-25T16:15:52,,
