deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dw_e_wt_note,h_dw_e_wt,h_dw_e_wt_other,h_o,h_o_a,h_o_a_other,h_o_c,h_o_c_other,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_end,h_notes,h_enum,__version__,_id,_uuid,_submission_time,_index
3.60E+14,403,2017-06-12T13:30:00.261+06,23.70800603499553 90.42518553570017 0.0 0.0,23.70800603,90.42518554,0,0,77,2,1,5,1,,4,,3,,,2,,2,,,3,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,2,,2,,,2,,,,,,,,,,,,,,,102d0d1b-189b-4dd7-864a-4c8a134e5af0,2017-06-15T08:19:07,
3.60E+14,404,2017-06-12T14:27:00.673+06,23.707417115383425 90.42532057384423 -1.0 0.0,23.70741712,90.42532057,-1,0,77,2,1,6,1,,4,,4,,,1,,1,,,3,,2,,,4,,4,,,2,,,,,,,,1,,1,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,4c0ac6ad-4eea-48ac-9939-ea8fc6451a22,2017-06-20T06:16:04,
3.60E+14,405,2017-06-12T15:06:00.305+06,23.707782197470497 90.42541902086559 0.0 0.0,23.7077822,90.42541902,0,0,77,2,1,4,1,,4,,4,,,1,,1,,,2,,1,,,4,,4,,,2,,,,,,,,1,,1,,,2,,2,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,861e2950-46d1-468f-b567-ff94221db954,2017-06-20T05:20:27,
3.60E+14,406,2017-06-13T08:45:00.281+06,,23.707409,90.425892,,,77,2,1,6,1,,4,,4,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,07800799-d7c1-41cd-a38f-6f23b605fb27,2017-06-20T06:16:27,
3.60E+14,407,2017-06-13T09:34:00.374+06,23.707445076991565 90.4257326559054 12.0 0.0,23.70744508,90.42573266,12,0,77,2,1,3,1,,4,,4,,,2,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,2,,,2,,1,,,2,,,,,,,,,,,,,,,8b3b17fa-a285-4af2-9ee4-3ea82450c692,2017-06-20T05:20:29,
3.60E+14,408,2017-06-13T10:14:00.772+06,23.70698432988882 90.42560467156024 -26.0 0.0,23.70698433,90.42560467,-26,0,77,2,1,3,1,,4,,4,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,c27a101f-8eda-4ad3-a2bb-225a01c09253,2017-06-20T06:16:06,
3.60E+14,409,2017-06-13T11:02:00.505+06,23.706898072927252 90.42576476194552 -56.37355712149292 5.0,23.70689807,90.42576476,-56.37355712,5,77,2,1,6,1,,4,,3,,,1,,1,,,2,,1,,,1,,1,,,1,,,,,,,,2,,2,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,3b93a9e7-3189-4a59-9439-5895db594fff,2017-06-17T09:22:02,
3.60E+14,410,2017-06-13T11:48:00.495+06,23.706001766249692 90.42542773385367 -41.48942516157403 5.0,23.70600177,90.42542773,-41.48942516,5,77,2,1,7,1,,2,,4,,,2,,2,,,2,,1,,,4,,4,,,2,,,,,,,,1,,2,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,498b960e-24f1-4fe1-ae00-97ee6b188d0b,2017-06-20T06:16:39,
3.60E+14,411,2017-06-12T11:16:00.415+06,23.7063573 90.4262164 0.0 1299.999,23.7063573,90.4262164,0,1299.999,77,2,1,6,1,,1,,1,,,1,,1,,,2,,1,,,1,,1,,,2,,,,,,,,1,,2,,,1,,1,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,3c3d2f6e-138d-4e16-bd94-6d25db7f81d8,2017-06-15T08:01:14,
3.60E+14,412,2017-06-12T12:51:00.083+06,23.7063573 90.4262164 0.0 1299.999,23.7063573,90.4262164,0,1299.999,77,1,1,5,1,,3,,2,,,1,,1,,,2,,2,,,1,,1,,,2,,,,,,,,2,,1,,,3,,1,,2,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,8fb2cab0-c791-4b26-96aa-30beef611fa3,2017-06-19T06:25:46,
3.60E+14,413,2017-06-12T13:31:00.241+06,23.708592 90.4250378 0.0 800.0,23.708592,90.4250378,0,800,77,1,1,4,1,,4,,4,,,3,,4,,,2,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,1,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,ad440057-e3b7-4c31-8494-27e43f4219f6,2017-06-19T07:03:09,
3.60E+14,414,2017-06-12T12:07:00.554+06,23.7063573 90.4262164 0.0 1299.999,23.7063573,90.4262164,0,1299.999,77,1,1,4,1,,4,,3,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,2,,1,,,1,,1,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,acce2710-be55-44e1-98e6-e6faba8e0469,2017-06-19T06:15:30,
3.60E+14,415,2017-06-12T14:12:00.133+06,23.7077546782785 90.4256107904719 -39.0 0.0,23.70775468,90.42561079,-39,0,77,1,1,5,1,,3,,2,,,1,,1,,,3,,1,,,1,,1,,,2,,,,,,,,2,,1,,,3,,1,,2,,,4,,1,,,1,,1,,,2,,,,,,,,,,,,,,,12acc967-ff0d-41f4-85a1-fc8ad3603d9c,2017-06-19T08:53:57,
3.60E+14,416,2017-06-13T09:00:00.113+06,23.70779512937197 90.42551716969153 0.0 0.0,23.70779513,90.42551717,0,0,77,2,1,5,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,2,,1,,,2,,1,,,1,,1,,,2,,,,,,,,,,,,,,,54351c5c-aa45-43bb-bef2-5c5f0c962068,2017-06-15T08:16:21,
3.60E+14,417,2017-06-13T09:34:00.467+06,23.707264427109052 90.42590145228597 -44.0 0.0,23.70726443,90.42590145,-44,0,77,2,1,3,1,,4,,4,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,6d90b71f-8f43-4377-a052-819710a54545,2017-06-19T09:11:09,
3.60E+14,418,2017-06-13T10:05:00.496+06,23.70733189552578 90.42592735043613 -24.0 0.0,23.7073319,90.42592735,-24,0,77,1,1,5,1,,4,,3,,,2,,1,,,2,,2,,,1,,1,,,2,,,,,,,,2,,1,,,3,,2,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,e1dd7eae-d2d8-418b-bc71-f84c26154f1d,2017-06-19T09:13:28,
3.60E+14,419,2017-06-13T10:49:00.116+06,23.707182768002976 90.42590622107762 -75.0 0.0,23.70718277,90.42590622,-75,0,77,1,1,5,1,,4,,4,,,2,,4,,,3,,3,,,1,,1,,,2,,,,,,,,1,,1,,,3,,3,,2,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,ed99938b-aa6a-4c36-82db-bda3ea55e72e,2017-06-19T09:16:18,
3.60E+14,420,2017-06-13T12:00:00.801+06,23.70777020560119 90.4257315099294 -67.0 0.0,23.70777021,90.42573151,-67,0,77,1,1,4,1,,4,,4,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,2,,2,,,3,,2,,2,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,d4bf4d51-8530-4c40-ab50-ef2a3086dbf8,2017-06-19T09:15:12,
3.60E+14,421,2017-06-12T11:10:00.626+06,,23.706547,90.426104,,,77,2,1,4,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,2,,,1,,1,,,2,,3,,,2,,,,,,,,,,,,,,,53033500-2924-4e1f-8142-fc89dc49481a,2017-06-15T08:12:20,
3.60E+14,422,2017-06-12T11:56:00.168+06,,23.706467,90.426251,,,77,2,1,3,1,,4,,4,,,1,,1,,,1,,2,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,2,,,1,,1,,,2,,2,,,2,,,,,,,,,,,,,,,2118603a-0c60-42f5-82cf-5065c6ed7c82,2017-06-17T09:33:09,
3.60E+14,423,2017-06-12T12:37:00.823+06,,23.706421,90.426115,,,77,2,1,4,1,,4,,4,,,3,,1,,,2,,2,,,4,,4,,,2,,,,,,,,1,,2,,,1,,1,,2,,,1,,1,,,2,,2,,,2,,,,,,,,,,,,,,,02f7db45-60ed-4dde-a9f6-765bf1487a2b,2017-06-20T05:23:59,
3.60E+14,424,2017-06-12T13:12:00.996+06,,23.706683,90.42616,,,77,2,1,4,1,,4,,4,,,3,,4,,,2,,3,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,2,,,2,,2,,,2,,2,,,2,,,,,,,,,,,,,,,841045bb-da68-432c-9180-700441ee785f,2017-06-20T05:24:03,
3.60E+14,425,2017-06-12T13:12:00.996+06,,23.706481,90.426348,,,77,2,1,4,1,,2,,2,,,4,,4,,,3,,3,,,4,,4,,,2,,,,,,,,1,,2,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,e5feea03-5760-45a7-8e86-edfa11c00384,2017-06-20T05:24:05,
3.60E+14,426,2017-06-13T08:29:00.680+06,,23.706353,90.426262,,,77,2,1,6,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,2,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,66b9d62f-6cfb-4812-b222-c1a128f26dcb,2017-06-17T09:41:05,
3.60E+14,427,2017-06-13T09:06:00.098+06,,23.706225,90.426427,,,77,2,1,6,1,,1,,1,,,1,,1,,,1,,2,,,1,,1,,,2,,,,,,,,1,,2,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,3ff0e2d8-ef08-42dc-9310-7ab524c51fa8,2017-06-17T09:41:02,
3.60E+14,428,2017-06-13T09:30:00.596+06,,23.70635,90.426034,,,77,2,1,5,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,1,,,,,,,,1,,2,,,1,,1,,1,,,1,,1,,,4,,4,,,1,,1,,1,,2,,,,,,,,,25a538d8-bce8-4bb5-a71b-44797400456c,2017-06-17T09:42:59,
3.60E+14,429,2017-06-13T09:57:00.478+06,,23.706244,90.426186,,,77,2,1,4,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,1,,1,,2,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,8b4824ec-8ee9-453a-a67f-7e4fb70a3826,2017-06-17T09:46:05,
3.60E+14,430,2017-06-13T10:41:00.244+06,,23.70646,90.42621,,,77,2,1,3,1,,3,,3,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,1,,2,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,b010593d-34ba-4ee2-9c38-4b04cd731149,2017-06-17T09:47:10,
3.60E+14,431,2017-06-12T11:55:00.288+06,23.7063573 90.4262164 0.0 1299.999,23.7063573,90.4262164,0,1299.999,77,2,1,4,1,,4,,4,,,1,,4,,,2,,2,,,1,,1,,,2,,,,,,,,1,,1,,,1,,1,,1,,,4,,1,,,1,,4,,,2,,,,,,,,,,,,,,,32b70233-091c-4cc6-a9c2-30053a58ca9e,2017-06-19T08:25:06,
3.60E+14,432,2017-06-12T12:47:00.894+06,23.7063573 90.4262164 0.0 1299.999,23.7063573,90.4262164,0,1299.999,77,2,1,5,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,,,,,,1,,2,,,1,,4,,1,,,1,,4,,,1,,4,,,2,,,,,,,,,,,,,,,8c30f5fe-7676-4a0c-a681-864f8e9c8e8d,2017-06-19T07:32:35,
3.60E+14,432,2017-06-12T12:52:00.389+06,,,,,,77,2,1,5,1,,1,,4,,,1,,4,,,3,,4,,,1,,1,,,2,,,,,,,,1,,2,,,1,,4,,1,,,1,,4,,,1,,4,,,2,,,,,,,,,,,,,,,bda2e301-bae2-454f-b80d-c31af0f5e701,2017-06-19T08:27:38,
3.60E+14,433,2017-06-12T13:50:00.164+06,,23.706453,90.426034,,,77,2,1,4,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,9937f25f-189a-4d3f-a9ec-333759e5caea,2017-06-15T08:16:50,
3.60E+14,434,2017-06-12T14:52:00.986+06,,23.706881,90.426287,,,77,2,1,5,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,2,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,7b0c212e-b6ff-405d-a21d-c5a395f8c96c,2017-06-19T08:25:08,
3.60E+14,435,2017-06-12T15:21:00.663+06,,23.706789,90.426302,,,77,2,1,4,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,1,,1,,2,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,7da457da-7a05-4a82-accd-350aa333c272,2017-06-17T09:34:00,
3.60E+14,436,2017-06-13T09:12:00.555+06,,23.706122,90.426466,,,77,2,1,5,1,,3,,4,,,1,,1,,,2,,1,,,1,,1,,,2,,,,,,,,1,,1,,,2,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,05e62f24-06ad-4729-a9bd-2b44a463f611,2017-06-19T08:36:39,
3.60E+14,437,2017-06-13T09:50:00.894+06,,23.707112,90.426009,,,77,2,1,5,1,,4,,4,,,2,,4,,,3,,3,,,1,,1,,,2,,,,,,,,2,,2,,,3,,1,,2,,,4,,3,,,1,,1,,,2,,,,,,,,,,,,,,,bed53fef-75e0-4e72-97cf-c41ad81a31cc,2017-06-19T06:39:07,
3.60E+14,438,2017-06-13T10:32:00.155+06,,23.707215,90.42585,,,77,2,1,4,1,,4,,4,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,1,,1,,,1,,1,,1,,,4,,1,,,1,,1,,,2,,,,,,,,,,,,,,,c0289359-b924-4023-82bf-5ad5717f91fb,2017-06-19T08:25:11,
3.60E+14,439,2017-06-13T12:01:00.124+06,,23.707449,90.425783,,,77,2,1,5,1,,2,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,1,,2,,1,,,4,,4,,,1,,1,,,2,,,,,,,,,,,,,,,06ce15a7-8756-494a-9ea1-d8833132bc2c,2017-06-17T09:36:41,
3.60E+14,440,2017-06-13T12:17:00.122+06,,23.707541,90.425738,,,77,2,1,4,1,,4,,4,,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,1,,1,,,1,,1,,1,,,4,,1,,,1,,1,,,2,,,,,,,,,,,,,,,2c816bde-c796-4063-ba42-e30deb8d8991,2017-06-17T09:38:21,
3.60E+14,441,2017-06-12T11:34:00.150+06,23.704658462341595 90.42741975929711 -78.0 0.0,23.70465846,90.42741976,-78,0,77,2,1,3,1,,3,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,2,,2,,1,,,4,,1,,,2,,2,,,2,,,,,,,,,,,,,,,676ca680-8d6f-443f-8aae-1e18a3f6cb6e,2017-06-19T05:42:19,
3.60E+14,442,2017-06-12T12:09:00.318+06,23.70445895973541 90.42720053628419 0.0 0.0,23.70445896,90.42720054,0,0,77,2,1,3,1,,4,,4,,,3,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,2,,2,,1,,,3,,1,,,2,,2,,,2,,,,,,,,,,,,,,,5ff46bf1-64f2-49b1-a529-572dbc135f91,2017-06-19T10:29:47,
3.60E+14,443,2017-06-12T12:45:00.516+06,23.70438638997722 90.42732624256728 -19.0 0.0,23.70438639,90.42732624,-19,0,77,2,1,5,1,,4,,4,,,2,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,2,,2,,1,,,2,,2,,,2,,2,,,2,,,,,,,,,,,,,,,08c106a3-cd27-4fd0-a0ab-84ce68c89a71,2017-06-19T08:44:58,
3.60E+14,444,2017-06-12T13:23:00.996+06,23.703908263537667 90.4275390830516 -6.0 0.0,23.70390826,90.42753908,-6,0,77,2,1,5,1,,1,,2,,,1,,1,,,2,,2,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,4,,2,,,2,,2,,,2,,,,,,,,,,,,,,,599811c8-ef93-492c-bcee-1eae4ce1f195,2017-06-20T05:39:53,
3.60E+14,445,2017-06-12T14:10:00.025+06,23.70374683504996 90.42760172583792 -62.74093058425933 10.0,23.70374684,90.42760173,-62.74093058,10,77,2,1,4,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,3,,3,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,a63c32e1-19e1-4797-af03-446b5e211dc2,2017-06-15T08:18:42,
3.60E+14,446,2017-06-13T08:34:00.671+06,23.705668123788794 90.42670630690667 -44.0 0.0,23.70566812,90.42670631,-44,0,77,2,1,4,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,2,,2,,1,,,4,,2,,,2,,2,,,2,,,,,,,,,,,,,,,ba24f7e7-9996-4b06-b1ae-0629521c4bc3,2017-06-19T09:30:58,
3.60E+14,447,2017-06-13T08:58:00.997+06,23.705855654951684 90.42650824900355 -53.0 0.0,23.70585565,90.42650825,-53,0,77,2,1,5,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,3,,1,,,1,,1,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,6e622447-df4a-481a-881e-919785c35a65,2017-06-19T08:58:38,
3.60E+14,448,2017-06-13T09:23:00.976+06,23.705669811880636 90.42647584424569 7.0 0.0,23.70566981,90.42647584,7,0,77,2,1,4,1,,4,,4,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,ea421f37-f714-45ea-877f-9c40b54a6137,2017-06-20T05:40:10,
3.60E+14,449,2017-06-13T09:53:00.261+06,23.706043739361295 90.42653832005685 -52.0 0.0,23.70604374,90.42653832,-52,0,77,2,1,8,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,2,,2,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,e2801303-a428-466f-a33a-cdb5084f4114,2017-06-19T08:53:58,
3.60E+14,450,2017-06-13T10:47:00.621+06,23.705882499121476 90.42628198463119 26.0 0.0,23.7058825,90.42628198,26,0,77,2,1,3,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,2,,2,,2,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,7e60c668-30c8-439e-9c5b-7fc4f010af98,2017-06-19T09:32:39,
3.60E+14,451,2017-06-12T12:00:00.355+06,23.7023859 90.4292458 0.0 50.0,23.7023859,90.4292458,0,50,77,1,1,5,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,1,,2,,,1,,2,,2,,,4,,2,,,1,,4,,,2,,,,,,,,,,,,,,,b55756b8-6adc-4d2e-8d43-799dab92c761,2017-06-19T08:51:36,
3.60E+14,452,2017-06-12T13:17:00.720+06,23.7028404 90.428813 0.0 40.163,23.7028404,90.428813,0,40.163,77,2,1,3,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,3,,2,,,3,,3,,2,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,25e3b6a0-221d-4012-8af2-b89d784ee4ba,2017-06-20T06:50:37,
3.60E+14,453,2017-06-12T14:17:00.628+06,23.7022591 90.4288682 0.0 899.999,23.7022591,90.4288682,0,899.999,77,2,1,4,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,4,,4,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,17c2247e-2686-4d2b-bd75-9ebae5894725,2017-06-19T09:05:19,
3.60E+14,454,2017-06-12T15:07:00.643+06,23.7034919 90.4284513 0.0 135.6,23.7034919,90.4284513,0,135.6,77,2,1,5,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,2,,2,,2,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,54e43202-cc3c-4020-aa0b-fa17d560b9ef,2017-06-20T06:51:13,
3.60E+14,455,2017-06-13T09:22:00.059+06,23.703925545814474 90.42751791640184 -50.0 0.0,23.70392555,90.42751792,-50,0,77,2,1,2,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,3,,3,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,c3f03479-57aa-4f09-8da4-c456d164f560,2017-06-19T09:00:00,
3.60E+14,456,2017-06-13T10:14:00.939+06,23.7042554 90.4281417 0.0 135.6,23.7042554,90.4281417,0,135.6,77,2,1,7,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,1,,,3,,3,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,bf0904a8-5df1-483a-b853-efd0682e3434,2017-06-20T06:50:40,
3.60E+14,457,2017-06-13T11:04:00.863+06,23.7037508 90.4273949 0.0 899.999,23.7037508,90.4273949,0,899.999,77,2,1,4,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,ccc36ccd-76da-41e6-bcb2-3ae68da1e955,2017-06-19T09:01:01,
3.60E+14,458,2017-06-13T12:08:00.752+06,23.69965 90.4309309 0.0 800.0,23.69965,90.4309309,0,800,77,2,1,4,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,1,,,4,,4,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,3decf331-ae6a-49dd-8b21-2dcaacf91ebd,2017-06-20T06:51:34,
3.60E+14,459,2017-06-13T12:46:00.643+06,23.69965 90.4309309 0.0 800.0,23.69965,90.4309309,0,800,77,2,1,6,1,,4,,4,,,3,,2,,,1,,1,,,1,,1,,,2,,,,,,,,1,,2,,,2,,2,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,599788fb-7d8e-4257-a45d-3c6688b4f2cd,2017-06-20T06:50:42,
3.60E+14,460,2017-06-13T13:26:00.246+06,23.69965 90.4309309 0.0 800.0,23.69965,90.4309309,0,800,77,2,1,4,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,2,,2,,1,,,4,,3,,,1,,1,,,2,,,,,,,,,,,,,,,2aa33e33-bc36-43c3-b9ed-dd2f0b7d105a,2017-06-20T06:51:15,
3.60E+14,461,2017-06-12T11:31:00.262+06,23.7052392 90.4271003 0.0 800.0,23.7052392,90.4271003,0,800,77,2,1,5,1,,2,,4,,,3,,2,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,1,,1,,,2,,1,,,1,,1,,,2,,,,,,,,,,,,,,,8a82ab33-456b-439f-931b-61725e712bb9,2017-06-17T09:18:33,
3.60E+14,462,2017-06-12T12:00:00.073+06,23.6985889 90.4286683 0.0 149.6,23.6985889,90.4286683,0,149.6,77,2,1,4,1,,4,,4,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,2,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,a3024f59-d3dd-46da-a03d-6dd7a22af7a6,2017-06-19T05:30:38,
3.60E+14,463,2017-06-12T12:29:00.123+06,23.6992437 90.4307744 0.0 33.805,23.6992437,90.4307744,0,33.805,77,2,1,4,1,,4,,4,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,1a29272b-9df2-45fa-8d9e-66f50852d0eb,2017-06-15T08:12:55,
3.60E+14,464,2017-06-12T12:55:00.681+06,23.6996234 90.4304696 0.0 180.0,23.6996234,90.4304696,0,180,77,2,1,3,1,,4,,4,,,3,,2,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,2,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,b5cc5877-c69e-476a-b336-cbeb220aa30c,2017-06-19T05:34:29,
3.60E+14,465,2017-06-12T13:16:00.156+06,23.7052392 90.4271003 0.0 800.0,23.7052392,90.4271003,0,800,77,2,1,3,1,,4,,4,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,1,,1,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,c332ef56-f8ee-46dc-994a-b2d53fa84bd6,2017-06-15T08:19:08,
3.60E+14,466,2017-06-13T08:22:00.824+06,23.69891217186956 90.43094286205312 -1.0 0.0,23.69891217,90.43094286,-1,0,77,2,1,6,1,,4,,4,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,2,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,5992e8c7-df43-4a4b-a816-93988581b603,2017-06-19T07:47:10,
3.60E+14,467,2017-06-13T08:53:00.608+06,23.699181477972882 90.43043288366582 0.0 0.0,23.69918148,90.43043288,0,0,77,2,1,4,1,,3,,3,,,3,,3,,,1,,3,,,1,,1,,,1,,,,,,,,1,,2,,,3,,2,,1,,,2,,2,,,1,,1,,,2,,,,,,,,,,,,,,,498a3cf4-d0c8-4ecf-ae13-66398251fec7,2017-06-19T05:31:49,
3.60E+14,468,2017-06-13T09:23:00.316+06,23.69805773511608 90.43128335186103 -21.0 0.0,23.69805774,90.43128335,-21,0,77,2,1,4,1,,1,,3,,,2,,4,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,2,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,e0c8c323-9e53-4d8c-a6b6-99734144de1c,2017-06-19T07:13:41,
3.60E+14,469,2017-06-13T09:53:00.284+06,23.69849146981143 90.43066817506988 -63.0 0.0,23.69849147,90.43066818,-63,0,77,2,1,5,1,,1,,3,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,2,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,a1ec41bc-4582-4af6-abea-d426347f55c1,2017-06-17T09:33:09,
3.60E+14,470,2017-06-13T10:20:00.032+06,23.6974218 90.4297522 0.0 800.0,23.6974218,90.4297522,0,800,77,2,1,5,1,,2,,3,,,3,,3,,,1,,1,,,1,,1,,,2,,,,,,,,2,,1,,,3,,3,,2,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,92f9cadc-d2cf-4419-ad8d-64204e9b48c1,2017-06-19T07:50:08,
