deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dw_e_wt_note,h_dw_e_wt,h_dw_e_wt_other,h_o,h_o_a,h_o_a_other,h_o_c,h_o_c_other,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_end,h_notes,h_enum,__version__,_id,_uuid,_submission_time,_index
3.60E+14,191,2017-06-13T14:21:00.917+06,23.770393947532614 90.4302844305466 124.77624236047268 5.0,23.77039395,90.43028443,124.7762424,5,22,2,1,4,1,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,1,,,,,,,,1,,2,,,3,,3,,1,,,4,,3,,,1,,1,,,2,,,,,,,,,,,,,,,cf60e49b-0f6a-4dff-aa3c-f480dc87828b,2017-06-20T03:50:46,
3.60E+14,192,2017-06-13T14:52:00.792+06,23.7714304 90.4285735 0.0 699.999,23.7714304,90.4285735,0,699.999,22,2,1,5,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,1,,,4,,3,,,1,,1,,,2,,,,,,,,,,,,,,,3205835d-ae49-4d8b-80dd-14da0a758a00,2017-06-20T06:43:37,
3.60E+14,193,2017-06-13T15:22:00.588+06,23.76982793377167 90.4301783348485 -42.3183717308566 5.0,23.76982793,90.43017833,-42.31837173,5,22,2,1,5,1,,4,,4,,,4,,4,,,1,,1,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,4,,3,,,1,,1,,,2,,,,,,,,,,,,,,,a634ec4e-5142-4f04-927d-316fe26cc1e9,2017-06-17T09:34:00,
3.60E+14,194,2017-06-13T14:26:00.218+06,23.770251737478464 90.42965209192914 0.0 0.0,23.77025174,90.42965209,0,0,22,2,1,6,1,,4,,4,,,4,,4,,,3,,3,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,4,,4,,,1,,1,,,2,,,,,,,,,,,,,,,83d2934e-d663-4c4a-9064-6b5f07bd7bdc,2017-06-15T08:19:08,
3.60E+14,195,2017-06-13T14:58:00.840+06,23.772166 90.4315202 0.0 800.0,23.772166,90.4315202,0,800,22,2,1,5,1,,4,,4,,,4,,4,,,3,,3,,,4,,4,,,2,,,,,,,,2,,1,,,2,,2,,1,,,4,,3,,,1,,1,,,2,,,,,,,,,,,,,,,deba7114-0330-40ad-a9b5-3533c4914c3b,2017-06-20T06:49:53,
3.60E+14,196,2017-06-13T15:23:00.821+06,23.770237738679594 90.42930965135113 0.0 0.0,23.77023774,90.42930965,0,0,22,2,1,3,1,,4,,4,,,4,,4,,,2,,2,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,d3b47128-ba97-4ba7-a251-d8c63d55a168,2017-06-19T06:48:15,
3.60E+14,197,2017-06-13T14:27:00.468+06,23.77008780127721 90.42981091221529 0.0 0.0,23.7700878,90.42981091,0,0,22,2,1,5,1,,1,,1,,,1,,1,,,3,,3,,,1,,1,,,1,,,,,,,,3,,3,,,3,,3,,1,,,4,,3,,,3,,2,,,2,,,,,,,,,,,No,,,,5053e08d-ca40-46a7-ba98-88b87cd89252,2017-06-19T08:01:03,
3.60E+14,198,2017-06-13T15:10:00.125+06,23.77038590277881 90.42950324078033 -25.0 0.0,23.7703859,90.42950324,-25,0,22,2,1,5,1,,3,,1,,,1,,2,,,3,,3,,,1,,1,,,1,,,,,,,,2,,2,,,2,,2,,1,,,4,,3,,,2,,3,,,2,,,,,,,,,,,No,,,,7ca2d0bb-1f0b-4ed8-ae64-69595e1d6d83,2017-06-19T09:37:15,
3.60E+14,199,2017-06-13T15:45:00.181+06,23.76990335231133 90.42978795085236 0.0 0.0,23.76990335,90.42978795,0,0,22,2,1,9,1,,3,,3,,,3,,2,,,3,,1,,,1,,1,,,2,,,,,,,,3,,3,,,3,,3,,1,,,3,,3,,,3,,3,,,2,,,,,,,,,,,No,,,,8cb970da-f10d-4b8f-9bbc-bc0caef1478e,2017-06-19T06:09:12,
3.60E+14,200,2017-06-13T14:51:00.689+06,23.7689582050584 90.42777203305174 4.0 0.0,23.76895821,90.42777203,4,0,22,2,1,4,1,,3,,3,,,4,,4,,,3,,3,,,1,,1,,,1,,,,,,,,2,,2,,,2,,2,,1,,,2,,3,,,2,,2,,,2,,,,,,,,,,,No,,,,fcbfa379-2748-44b2-ae7f-ebe730170c0f,2017-06-18T10:45:04,
3.60E+14,201,2017-06-12T10:35:00.526+06,23.781192607312395 90.33976039779839 -4.0 0.0,23.78119261,90.3397604,-4,0,33,2,1,3,1,,4,,4,,,2,,1,,,1,,1,,,4,,4,,,1,,,,,,,,2,,1,,,3,,2,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,No,,,,8533c4ef-e2aa-4fcb-ad9b-96f9bb9e2a60,2017-06-19T05:43:16,
3.60E+14,202,2017-06-12T11:28:00.850+06,23.7835504 90.3393937 0.0 1200.0,23.7835504,90.3393937,0,1200,33,2,1,5,1,,1,,1,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,No,,,,78d869d5-b0c9-4d76-8199-6c9a6a9a980e,2017-06-20T05:43:09,
3.60E+14,203,2017-06-12T12:12:00.453+06,23.781545349860348 90.34026551363613 -84.41325450409204 5.0,23.78154535,90.34026551,-84.4132545,5,33,2,1,5,1,,1,,1,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,1,,,3,,2,,1,,,2,,2,,,1,,1,,,2,,,,,,,,,,,No,,,,edda4980-458c-4bea-a4b8-b5444aa8bb6c,2017-06-15T08:12:20,
3.60E+14,204,2017-06-12T12:40:00.878+06,23.7835504 90.3393937 0.0 1200.0,23.7835504,90.3393937,0,1200,33,2,1,5,1,,1,,2,,,1,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,No,,,,7e8866fd-af83-4bb4-acc1-a293fe4715d3,2017-06-20T05:43:11,
3.60E+14,205,2017-06-12T13:18:00.702+06,23.7835504 90.3393937 0.0 1200.0,23.7835504,90.3393937,0,1200,33,2,1,4,1,,2,,2,,,3,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,2,,2,,,1,,1,,,2,,,,,,,,,,,No,,,,c5abe616-a27d-4f50-a31d-b563e71b1500,2017-06-19T09:31:00,
3.60E+14,206,2017-06-12T11:17:00.106+06,23.7811863 90.3396203 0.0 92.9,23.7811863,90.3396203,0,92.9,33,2,1,7,1,,1,,4,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,1,,2,,,2,,2,,1,,,1,,2,,,2,,2,,,2,,,,,,,,,,,,,,,0334f7a8-0068-4a7d-a50c-cfaf5d2dea94,2017-06-20T06:18:04,
3.60E+14,207,2017-06-12T12:30:00.112+06,23.7813132 90.3397035 0.0 128.9,23.7813132,90.3397035,0,128.9,33,2,1,5,1,,1,,1,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,1,,1,,,1,,1,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,d71d6bdd-02bc-4673-b6fe-daaf362afdf2,2017-06-15T08:12:20,
3.60E+14,208,2017-06-12T13:08:00.932+06,23.7828028 90.3411577 0.0 1100.0,23.7828028,90.3411577,0,1100,33,2,1,4,0,,1,,,,,1,,1,,,1,,,,,4,,4,,,2,,,,,,,,2,,,,,1,,,,1,,,1,,,,,1,,,,,2,,,,,,,,,,,,,,,180d6185-7032-4501-913e-fbff28dcd558,2017-06-15T08:15:43,
3.60E+14,209,2017-06-12T13:38:00.181+06,23.7828028 90.3411577 0.0 1100.0,23.7828028,90.3411577,0,1100,33,2,1,5,0,,1,,,,,1,,1,,,1,,,,,4,,4,,,2,,,,,,,,1,,,,,2,,,,2,,,3,,,,,1,,,,,2,,,,,,,,,,,,,,,ba831864-09fb-42be-b5fe-03968ce36d33,2017-06-20T06:18:32,
3.60E+14,210,2017-06-12T14:05:00.996+06,23.7828028 90.3411577 0.0 1100.0,23.7828028,90.3411577,0,1100,33,2,1,3,1,,1,,1,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,1,,1,,,1,,1,,1,,,2,,1,,,1,,1,,,2,,,,,,,,,,,,,,,6bf30dd4-b10f-444b-9d9e-cd8a863851ee,2017-06-20T05:18:57,
3.60E+14,211,2017-06-12T10:10:00.497+06,23.78110546075494 90.3398870162514 -9.0 0.0,23.78110546,90.33988702,-9,0,33,2,1,4,1,,1,,4,,,3,,4,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,6b6f5b65-552e-447a-91ca-5010ae983d8f,2017-06-20T05:24:49,
3.60E+14,212,2017-06-12T10:44:00.646+06,23.78093654750004 90.3398392688823 94.24069448187947 5.0,23.78093655,90.33983927,94.24069448,5,33,2,1,7,1,,4,,4,,,3,,4,,,1,,2,,,4,,4,,,2,,,,,,,,1,,2,,,3,,3,,1,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,81140054-a9b8-4e15-aa64-1eaf54284a4e,2017-06-20T05:24:51,
3.60E+14,213,2017-06-12T11:13:00.808+06,23.7810752 90.3402433 0.0 104.1,23.7810752,90.3402433,0,104.1,33,2,1,8,1,,1,,4,,,1,,4,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,2,,2,,,1,,1,,,2,,,,,,,,,,,,,,,6dbe6ceb-7a0d-4b7c-ba0f-2ae38abebcd7,2017-06-20T05:24:56,
3.60E+14,214,2017-06-12T11:36:00.478+06,23.781790541189842 90.34048895643814 0.0 0.0,23.78179054,90.34048896,0,0,33,2,1,4,1,,1,,4,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,1,,1,,,2,,2,,1,,,2,,1,,,1,,1,,,2,,,,,,,,,,,,,,,93d7597c-9de1-44db-ba9a-f77311c923de,2017-06-15T08:13:54,
3.60E+14,215,2017-06-12T12:04:00.840+06,23.78104174225791 90.3397952471868 -3.0 0.0,23.78104174,90.33979525,-3,0,33,2,1,4,1,,1,,4,,,1,,4,,,1,,4,,,4,,4,,,2,,,,,,,,2,,2,,,4,,4,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,a3db037f-70a4-4cc5-b9ba-8dd522dc56f5,2017-06-20T05:25:00,
3.60E+14,216,2017-06-12T11:13:00.359+06,23.781279895648364 90.3400162385374 0.0 0.0,23.7812799,90.34001624,0,0,33,2,1,3,1,,1,,4,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,1,,1,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,69864ac8-4e95-40ca-a7f7-23d9bc57602e,2017-06-15T08:19:08,
3.60E+14,217,2017-06-12T10:41:00.892+06,,23.781055,90.340117,,,33,2,1,4,1,,4,,4,,,1,,1,,,1,,2,,,4,,4,,,2,,,,,,,,1,,1,,,1,,2,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,03348d63-5f76-48e2-9fd0-fd75a0a78f41,2017-06-20T06:14:17,
3.60E+14,218,2017-06-12T11:51:00.877+06,23.780830040745347 90.33932392222238 -38.0 0.0,23.78083004,90.33932392,-38,0,33,2,1,4,1,,4,,4,,,1,,2,,,3,,3,,,4,,4,,,2,,,,,,,,2,,2,,,1,,1,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,8b4efef3-e07c-4a6a-9304-558c8534d11a,2017-06-20T06:14:49,
3.60E+14,219,2017-06-12T12:20:00.811+06,23.780821802995785 90.33993969769915 -34.0 0.0,23.7808218,90.3399397,-34,0,33,2,1,4,1,,1,,1,,,1,,1,,,3,,2,,,4,,4,,,2,,,,,,,,2,,2,,,2,,3,,1,,,4,,3,,,2,,2,,,2,,,,,,,,,,,,,,,cbdfadb5-c80a-43c8-85ab-de8f9373c169,2017-06-20T05:21:58,
3.60E+14,220,2017-06-12T12:44:00.599+06,23.780907926802243 90.3399696948156 -33.0 0.0,23.78090793,90.33996969,-33,0,33,2,1,7,1,,2,,4,,,1,,1,,,3,,4,,,4,,4,,,2,,,,,,,,2,,3,,,4,,3,,1,,,3,,3,,,2,,2,,,2,,,,,,,,,,,,,,,9ceaa2ce-4aac-4839-b6b0-c8e45fc6c737,2017-06-20T06:14:19,
3.60E+14,221,2017-06-12T10:29:00.302+06,23.7810713 90.3397242 0.0 21.6,23.7810713,90.3397242,0,21.6,33,2,1,4,1,,4,,4,,,1,,4,,,2,,3,,,4,,4,,,2,,,,,,,,2,,1,,,1,,1,,1,,,3,,2,,,2,,1,,,2,,,,,,,,,,,,,,,38b029a9-b4ad-48d6-92a3-aba7257cbd00,2017-06-20T04:26:41,
3.60E+14,222,2017-06-12T11:28:00.985+06,23.7810713 90.3397242 0.0 21.6,23.7810713,90.3397242,0,21.6,33,2,1,4,1,,4,,4,,,1,,2,,,3,,4,,,4,,4,,,2,,,,,,,,2,,1,,,2,,1,,1,,,2,,2,,,3,,2,,,2,,,,,,,,,,,,,,,72448fae-9201-468a-8007-957c00e0431d,2017-06-20T06:28:26,
3.60E+14,223,2017-06-12T12:14:00.449+06,23.781092068864076 90.33952479318988 -47.0 0.0,23.78109207,90.33952479,-47,0,33,2,1,7,1,,3,,4,,,2,,4,,,1,,1,,,4,,4,,,2,,,,,,,,1,,1,,,3,,2,,1,,,4,,3,,,2,,2,,,2,,,,,,,,,,,,,,,99595a1c-dc87-4f63-8f4f-b53982146f2a,2017-06-15T08:01:50,
3.60E+14,224,2017-06-12T12:14:00.449+06,23.7806911 90.3397061 0.0 21.542,23.7806911,90.3397061,0,21.542,33,2,1,10,1,,4,,4,,,2,,4,,,1,,4,,,4,,4,,,2,,,,,,,,1,,2,,,2,,1,,1,,,3,,2,,,2,,1,,,2,,,,,,,,,,,,,,,4ae45028-ef06-4654-8857-29cec4b3e7af,2017-06-20T06:28:55,
3.60E+14,225,2017-06-12T13:31:00.848+06,23.780474868634045 90.33941969409533 -10.0 0.0,23.78047487,90.33941969,-10,0,33,2,1,3,1,,4,,4,,,2,,4,,,4,,1,,,4,,4,,,2,,,,,,,,2,,1,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,8cc6a9b7-6314-4824-8f41-905fbabdd431,2017-06-20T04:27:04,
3.60E+14,226,2017-06-12T10:30:00.457+06,23.780593521218794 90.34010437796192 0.0 0.0,23.78059352,90.34010438,0,0,33,2,1,7,1,,2,,1,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,1,,1,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,1239c77c-0bb3-474c-a571-ce51afa0b0e1,2017-06-20T05:26:10,
3.60E+14,227,2017-06-12T11:04:00.441+06,23.780813574282657 90.34000187035078 1.0 0.0,23.78081357,90.34000187,1,0,33,2,1,7,1,,1,,1,,,1,,1,,,2,,2,,,4,,4,,,2,,,,,,,,1,,1,,,3,,3,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,0ce5ae76-c29c-485b-a006-e9f5ba806909,2017-06-20T06:07:10,
3.60E+14,228,2017-06-12T11:40:00.803+06,23.78073158344989 90.34032036175276 -43.06378548126668 5.0,23.78073158,90.34032036,-43.06378548,5,33,2,1,4,1,,1,,4,,,1,,1,,,1,,4,,,4,,4,,,2,,,,,,,,2,,2,,,1,,1,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,9827128d-fc1c-43e3-97c6-1bc1dc24d2d4,2017-06-15T08:07:18,
3.60E+14,229,2017-06-12T12:20:00.646+06,23.780469374905827 90.34027433744964 -119.0 0.0,23.78046937,90.34027434,-119,0,33,2,1,6,1,,1,,1,,,2,,3,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,2,,1,,1,,,2,,2,,,1,,1,,,2,,,,,,,,,,,,,,,221ff181-53aa-43e9-bdb9-dee409c16eb3,2017-06-20T06:07:57,
3.60E+14,230,2017-06-12T12:58:00.532+06,23.78238905809073 90.3371230053259 7.0 0.0,23.78238906,90.33712301,7,0,33,2,1,2,1,,2,,4,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,1,,,4,,4,,2,,,4,,2,,,1,,1,,,2,,,,,,,,,,,,,,,93d43150-ebaa-4fac-8578-ed3e5e215265,2017-06-20T05:26:15,
3.60E+14,231,2017-06-12T10:41:00.096+06,23.7828028 90.3411577 0.0 1100.0,23.7828028,90.3411577,0,1100,33,2,1,5,1,,1,,2,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,2,,2,,,2,,,,,,,,,,,,,,,49a97f6e-54e0-4e18-a249-00cb95414829,2017-06-19T08:52:54,
3.60E+14,232,2017-06-12T11:54:00.517+06,23.780848607647513 90.33976069988552 -47.0 0.0,23.78084861,90.3397607,-47,0,33,2,1,4,1,,1,,2,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,2,,1,,,2,,,,,,,,,,,,,,,42c01f75-3a1e-4327-90c3-8ada860e542b,2017-06-20T06:52:34,
3.60E+14,233,2017-06-12T12:48:00.452+06,23.780279054342873 90.34018129906441 42.0 0.0,23.78027905,90.3401813,42,0,33,2,1,2,1,,2,,2,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,2,,2,,,2,,2,,,2,,,,,,,,,,,,,,,d3ef0189-2634-4d64-be4a-62e6d48b2d98,2017-06-19T09:38:21,
3.60E+14,234,2017-06-12T12:57:00.505+06,23.78064025842533 90.3399776381617 -35.0 0.0,23.78064026,90.33997764,-35,0,33,2,1,6,1,,1,,4,,,1,,4,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,0f68b24d-8418-4a2d-9115-ee084faf6e81,2017-06-20T05:25:02,
3.60E+14,235,2017-06-12T13:16:00.112+06,23.78052110004212 90.33994491499013 -41.0 0.0,23.7805211,90.33994491,-41,0,33,2,1,5,1,,2,,4,,,4,,4,,,4,,4,,,4,,4,,,2,,,,,,,,1,,1,,,1,,2,,,,,3,,3,,,2,,3,,,2,,,,,,,,,,,,,,,214ca8f9-0a73-4509-b094-7983f3828c10,2017-06-20T06:52:36,
3.60E+14,236,2017-06-12T10:47:00.500+06,,23.780345,90.339947,,,33,2,1,5,1,,3,,1,,,1,,1,,,4,,1,,,4,,4,,,2,,,,,,,,1,,1,,,2,,2,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,3d1a862d-0cd4-4e9d-8e88-469daef28f25,2017-06-20T05:03:13,
3.60E+14,237,2017-06-12T12:24:00.136+06,,23.780296,90.340205,,,33,2,1,5,1,,4,,4,,,1,,1,,,3,,1,,,4,,4,,,2,,,,,,,,2,,2,,,1,,1,,1,,,4,,1,,,1,,1,,,2,,,,,,,,,,,,,,,45792f81-07cf-441f-86c8-9d8818dcd3e4,2017-06-20T05:47:19,
3.60E+14,238,2017-06-12T13:29:00.343+06,,23.78029,90.340385,,,33,2,1,8,1,,4,,2,,,4,,3,,,3,,3,,,4,,4,,,2,,,,,,,,2,,1,,,2,,2,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,2f1f484b-babb-4bac-93c2-6bf423c797ec,2017-06-20T05:03:16,
3.60E+14,239,2017-06-12T14:12:00.336+06,,23.780339,90.339978,,,33,2,1,8,1,,4,,1,,,4,,1,,,2,,3,,,4,,4,,,2,,,,,,,,2,,1,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,e9820dc4-0161-49e3-a1f0-2e916e775185,2017-06-20T05:03:19,
3.60E+14,240,2017-06-12T14:39:00.779+06,,23.780451,90.339962,,,33,2,1,4,1,,4,,3,,,3,,2,,,2,,1,,,4,,4,,,2,,,,,,,,2,,1,,,2,,3,,1,,,3,,1,,,1,,1,,,2,,,,,,,,,,,,,,,e14967a8-ed46-4e45-a715-26c7df95556d,2017-06-20T05:05:03,
3.60E+14,241,2017-06-13T09:51:00.329+06,23.7828028 90.3411577 0.0 1100.0,23.7828028,90.3411577,0,1100,33,2,1,6,1,,1,,3,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,1,,,3,,3,,2,,,2,,2,,,1,,1,,,2,,,,,,,,,,,No,,,,d1c694f9-7391-49f5-a9a1-2e415b3ed1af,2017-06-20T05:43:14,
3.60E+14,242,2017-06-13T10:24:00.928+06,23.7828009 90.3420397 0.0 1200.0,23.7828009,90.3420397,0,1200,33,2,1,5,1,,1,,4,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,1,,,3,,2,,2,,,3,,2,,,1,,1,,,2,,,,,,,,,,,No,,,,51b16393-ed3b-44bc-b3b9-dd28ab8f3627,2017-06-19T09:32:39,
3.60E+14,243,2017-06-13T11:51:00.424+06,23.7828009 90.3420397 0.0 1200.0,23.7828009,90.3420397,0,1200,33,2,1,3,1,,1,,2,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,1,,2,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,No,,,,090ae050-a31c-4053-9156-337c90f00c62,2017-06-20T05:43:19,
3.60E+14,244,2017-06-13T10:59:00.745+06,23.7828009 90.3420397 0.0 1200.0,23.7828009,90.3420397,0,1200,33,2,1,5,1,,1,,3,,,2,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,No,,,,6f1af6a8-fc47-4afc-9bca-6497800b2889,2017-06-20T05:43:16,
3.60E+14,245,2017-06-13T11:21:00.107+06,23.7828009 90.3420397 0.0 1200.0,23.7828009,90.3420397,0,1200,33,2,1,3,1,,1,,2,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,No,,,,36144eb9-ca2f-4c6c-8884-0e2c7b52bd0a,2017-06-19T09:45:52,
3.60E+14,246,2017-06-13T09:54:00.141+06,23.780137067662622 90.3400247013019 -58.0 0.0,23.78013707,90.3400247,-58,0,33,2,1,4,1,,3,,3,,,1,,3,,,3,,3,,,4,,4,,,2,,,,,,,,2,,2,,,1,,1,,1,,,2,,1,,,2,,2,,,2,,,,,,,,,,,,,,,e689c34c-3b43-4946-9707-3dfa1179c862,2017-06-20T05:22:03,
3.60E+14,247,2017-06-13T10:22:00.057+06,23.78005654840076 90.34029822944203 -69.0 0.0,23.78005655,90.34029823,-69,0,33,2,1,4,1,,3,,4,,,2,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,4,,3,,,2,,2,,,2,,,,,,,,,,,,,,,cde8ef60-0b89-4dee-b3f1-120ef3215cb0,2017-06-20T06:15:06,
3.60E+14,248,2017-06-13T10:55:00.232+06,23.780041385166818 90.34025746483046 -45.0 0.0,23.78004139,90.34025746,-45,0,33,2,1,5,1,,1,,4,,,2,,2,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,2,,2,,,2,,,,,,,,,,,,,,,fedd8592-2109-4128-a3ac-3f510b3dc39e,2017-06-20T05:22:07,
3.60E+14,249,2017-06-13T11:24:00.887+06,23.78032508658639 90.340254802648 -12.0 0.0,23.78032509,90.3402548,-12,0,33,2,1,8,1,,3,,4,,,1,,1,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,4,,2,,,2,,2,,,2,,,,,,,,,,,,,,,2d083252-8468-4e1d-a0a7-282620ae2239,2017-06-20T06:14:52,
3.60E+14,250,2017-06-13T11:59:00.857+06,23.779952103458424 90.3398441050286 -40.0 0.0,23.7799521,90.33984411,-40,0,33,2,1,4,1,,2,,4,,,2,,2,,,2,,2,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,10d0f818-a7ce-416f-97db-6ac74a2c99eb,2017-06-20T05:22:09,
3.60E+14,251,2017-06-13T09:36:00.170+06,23.780520111497356 90.33927928633685 -2.0 0.0,23.78052011,90.33927929,-2,0,33,2,1,4,1,,1,,1,,,4,,4,,,4,,4,,,4,,4,,,2,,,,,,,,2,,1,,,2,,2,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,129bbe6b-d62b-406d-9a44-b57e306f3f87,2017-06-20T05:25:04,
3.60E+14,252,2017-06-13T10:02:00.980+06,23.780094768323625 90.34029643647455 0.0 0.0,23.78009477,90.34029644,0,0,33,2,1,5,1,,1,,4,,,1,,4,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,4,,4,,1,,,4,,5,,,1,,1,,,2,,,,,,,,,,,,,,,288bc077-db2e-432c-ba1a-3ad66f6de57d,2017-06-20T05:25:06,
3.60E+14,253,2017-06-13T10:30:00.968+06,23.7829422 90.3420366 0.0 164.4,23.7829422,90.3420366,0,164.4,33,2,1,5,1,,1,,1,,,4,,4,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,4,,4,,1,,,3,,2,,,1,,1,,,2,,,,,,,,,,,,,,,09e3b844-ec9f-4fd1-850f-ab1ed079d492,2017-06-20T05:25:09,
3.60E+14,254,2017-06-13T10:54:00.169+06,23.780294527410465 90.33990306866137 1.0 0.0,23.78029453,90.33990307,1,0,33,2,1,6,1,,4,,1,,,4,,1,,,1,,1,,,4,,4,,,2,,,,,,,,3,,2,,,2,,2,,1,,,4,,1,,,1,,1,,,2,,,,,,,,,,,,,,,3ac84db7-d215-4c76-b642-2ffeb3f8af0e,2017-06-20T05:25:11,
3.60E+14,255,2017-06-13T11:25:00.213+06,23.780022714705375 90.33988829265924 0.0 0.0,23.78002271,90.33988829,0,0,33,2,1,6,1,,4,,4,,,4,,4,,,1,,1,,,4,,4,,,2,,,,,,,,2,,2,,,1,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,,,,e6246bda-2713-412e-a4d4-170956e5726d,2017-06-20T05:25:14,
3.60E+14,256,2017-06-13T09:49:00.804+06,23.779194008256287 90.34005283514817 9.0 0.0,23.77919401,90.34005284,9,0,33,2,1,5,1,,4,,3,,,3,,3,,,2,,2,,,4,,4,,,2,,,,,,,,2,,2,,,2,,2,,1,,,3,,2,,,2,,2,,,2,,,,,,,,,,,,,,,e370218f-2f96-4c45-ada7-92ef06c7f076,2017-06-20T06:28:29,
