lab_start_dt,subscriberid,simserial,deviceid,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_id,lab_id_val,lab_processing,lab_incubatorms_placed,lab_incubatorms_removed,lab_pcr_date,lab_dna_done,lab_dna_date,lab_closing,lab_notes,lab_enum,__version__,_id,_uuid,_submission_time,_index
2019-11-25T13:30:51.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-25T13:31:36.000-07:00,59,1,11,PLc1094,PLc1094,2019-11-22T15:30:00.000-07:00,2019-11-22T16:00:00.000-07:00,2019-11-23T16:00:00.000-07:00,2019-11-23T16:45:00.000-07:00,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,5556,38e76f09-8684-493a-b4f1-6cce3c3759cc,2019-11-25T07:58:50,460
2019-11-25T13:31:36.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-25T13:32:49.000-07:00,59,1,99,FB1156,FB1156,2019-11-22T15:00:00.000-07:00,2019-11-22T15:30:00.000-07:00,2019-11-23T15:30:00.000-07:00,2019-11-23T17:00:00.000-07:00,0,NULL,NA,Associated Sample PLc1094 and NOT TURBID,6,vGpS723vVDancxDf5Dr86o,5557,79ca8e33-fd00-4958-88d7-4e268f8ce9a1,2019-11-25T08:00:05,461
2019-11-25T13:32:49.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-25T13:33:43.000-07:00,33,1,98,UPNC52,UPNC52,2019-11-22T15:00:00.000-07:00,2019-11-22T15:30:00.000-07:00,2019-11-23T17:30:00.000-07:00,2019-11-23T16:45:00.000-07:00,0,NULL,NA,NOT TURBID,6,vGpS723vVDancxDf5Dr86o,5558,1e475e4c-6da0-4fe7-bc27-91885beee765,2019-11-25T08:00:58,462
2019-11-29T12:09:53.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:30:46.000-07:00,58,1,11,PLc1095,PLc1095,2019-11-25T15:20:00.000-07:00,2019-11-25T16:00:00.000-07:00,2019-11-26T16:00:00.000-07:00,2019-11-26T16:40:00.000-07:00,1,1574812800,NA,NA,4,vGpS723vVDancxDf5Dr86o,5734,05310aa8-962f-420d-a36a-cdb5f1192f83,2019-11-29T06:57:58,463
2019-11-29T12:30:46.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:32:01.000-07:00,58,1,99,FB1157UP,FB1157UP,2019-11-25T14:35:00.000-07:00,2019-11-25T15:00:00.000-07:00,2019-11-26T15:00:00.000-07:00,2019-11-26T15:20:00.000-07:00,0,NULL,NA,Associated Sample PLc1095 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5735,9921d33e-8a3c-4739-bc40-b3e9b872fd6c,2019-11-29T06:59:13,464
2019-11-29T12:32:01.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:32:53.000-07:00,59,1,11,PLc1096,PLc1096,2019-11-25T15:20:00.000-07:00,2019-11-25T16:00:00.000-07:00,2019-11-26T16:00:00.000-07:00,2019-11-26T16:48:00.000-07:00,1,1574812800,NA,NA,4,vGpS723vVDancxDf5Dr86o,5736,a97ceba7-b097-4412-b96f-52aa7de90808,2019-11-29T07:00:05,465
2019-11-29T12:32:53.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:34:08.000-07:00,59,1,99,FB1158UP,FB1158UP,2019-11-25T14:35:00.000-07:00,2019-11-25T15:00:00.000-07:00,2019-11-26T15:00:00.000-07:00,2019-11-26T15:22:00.000-07:00,1,1574812800,NA,Associated Sample PLc1096 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5737,0fffdff2-3b50-470a-87b3-9dd16acce3bc,2019-11-29T07:01:20,466
2019-11-29T12:34:08.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:35:58.000-07:00,33,1,98,UPNC53,UPNC53,2019-11-25T14:35:00.000-07:00,2019-11-25T15:00:00.000-07:00,2019-11-26T15:00:00.000-07:00,2019-11-26T15:18:00.000-07:00,0,NULL,NA,NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5738,b73fba94-ec07-4c19-bcfb-d3691fdcdfb0,2019-11-29T07:03:10,467
2019-11-29T12:35:58.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:37:18.000-07:00,55,1,12,MO1122,MO1122,2019-11-26T15:20:00.000-07:00,2019-11-26T15:45:00.000-07:00,2019-11-27T15:45:00.000-07:00,2019-11-27T16:55:00.000-07:00,1,1574812800,NA,NA,4,vGpS723vVDancxDf5Dr86o,5739,31391070-4f9f-4286-aed6-4faf65fafcbb,2019-11-29T07:04:31,468
2019-11-29T12:37:18.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:38:28.000-07:00,55,1,99,FB1162UP,FB1162UP,2019-11-26T14:30:00.000-07:00,2019-11-26T14:45:00.000-07:00,2019-11-27T14:45:00.000-07:00,2019-11-27T15:15:00.000-07:00,0,NULL,NA,Associated Sample MO1122 and NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5740,0af0c3d6-1a33-4c08-8af2-a8dab6e43c5b,2019-11-29T07:05:40,469
2019-11-29T12:38:28.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:39:34.000-07:00,57,1,12,MO1123,MO1123,2019-11-26T15:20:00.000-07:00,2019-11-26T15:45:00.000-07:00,2019-11-27T15:45:00.000-07:00,2019-11-27T17:00:00.000-07:00,1,1574812800,NA,NA,7,vGpS723vVDancxDf5Dr86o,5741,8fc6dc75-e663-4d00-981e-a5a40eb7d650,2019-11-29T07:06:45,470
2019-11-29T12:39:34.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:41:05.000-07:00,57,1,99,FB1163UP,FB1163UP,2019-11-26T14:30:00.000-07:00,2019-11-26T14:45:00.000-07:00,2019-11-27T14:45:00.000-07:00,2019-11-27T15:15:00.000-07:00,1,1574812800,NA,Associated Sample MO1123 and NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5742,fc03ff6b-1ef8-41c9-98af-4d302bb00bbc,2019-11-29T07:08:18,471
2019-11-29T12:41:05.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:41:59.000-07:00,59,1,11,PLc1097,PLc1097,2019-11-26T15:00:00.000-07:00,2019-11-26T15:30:00.000-07:00,2019-11-27T15:30:00.000-07:00,2019-11-27T16:15:00.000-07:00,1,1574812800,NA,NA,7,vGpS723vVDancxDf5Dr86o,5743,3587ecd1-5c8c-4e77-8072-3819b0a41b18,2019-11-29T07:09:11,472
2019-11-29T12:41:59.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:43:12.000-07:00,59,1,99,FB1159UP,FB1159UP,2019-11-26T14:30:00.000-07:00,2019-11-26T14:45:00.000-07:00,2019-11-27T14:45:00.000-07:00,2019-11-27T15:15:00.000-07:00,0,NULL,NA,Associated Sample PLc1097 and NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5744,7b38bec2-a5fa-4584-a73e-e7840456e931,2019-11-29T07:10:23,473
2019-11-29T12:43:12.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:44:04.000-07:00,59,1,11,PLc1098,PLc1098,2019-11-26T15:00:00.000-07:00,2019-11-26T15:30:00.000-07:00,2019-11-27T15:30:00.000-07:00,2019-11-27T16:25:00.000-07:00,1,1574812800,NA,NA,4,vGpS723vVDancxDf5Dr86o,5745,56af592b-1453-4133-a3e5-0f57ea0dc881,2019-11-29T07:11:16,474
2019-11-29T12:44:04.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:45:15.000-07:00,59,1,99,FB1160UP,FB1160UP,2019-11-26T14:30:00.000-07:00,2019-11-26T14:45:00.000-07:00,2019-11-27T14:45:00.000-07:00,2019-11-27T15:20:00.000-07:00,0,NULL,NA,Associated Sample PLc1098 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5746,50839254-f9ce-486c-a1ef-708633e1a7f9,2019-11-29T07:12:28,475
2019-11-29T12:45:15.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:46:07.000-07:00,59,1,11,PLc1099,PLc1099,2019-11-26T15:00:00.000-07:00,2019-11-26T15:30:00.000-07:00,2019-11-27T15:30:00.000-07:00,2019-11-27T16:30:00.000-07:00,1,1574812800,NA,NA,4,vGpS723vVDancxDf5Dr86o,5747,4f06a776-dbac-4a3a-8d44-d565da123500,2019-11-29T07:13:19,476
2019-11-29T12:46:07.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:47:38.000-07:00,59,1,99,FB1161UP,FB1161UP,2019-11-26T14:30:00.000-07:00,2019-11-26T14:45:00.000-07:00,2019-11-27T14:45:00.000-07:00,2019-11-27T15:18:00.000-07:00,0,NULL,NA,Associated Sample PLc1099 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5748,6c349642-5eec-4841-825a-305d532ced2d,2019-11-29T07:14:50,477
2019-11-29T12:47:38.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:48:39.000-07:00,33,1,98,UPNC54,UPNC54,2019-11-26T14:20:00.000-07:00,2019-11-26T14:30:00.000-07:00,2019-11-27T14:30:00.000-07:00,2019-11-27T14:48:00.000-07:00,0,NULL,NA,NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5749,a0d86682-231d-4a20-81f8-135cf7a764ea,2019-11-29T07:15:50,478
2019-11-29T12:48:39.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:52:30.000-07:00,58,1,99,FB1164UP,FB1164UP,2019-11-27T16:00:00.000-07:00,2019-11-27T16:15:00.000-07:00,2019-11-28T16:15:00.000-07:00,2019-11-28T16:30:00.000-07:00,1,1574899200,NA,"Associated Sample FPa1006, FPb1006, FPc1006, FPd1006, FPe1006and NOT TURBID",4,vGpS723vVDancxDf5Dr86o,5750,d4838bdb-2901-47cb-a0a8-fc329d456ce5,2019-11-29T07:19:42,479
2019-11-29T12:52:30.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-11-29T12:54:13.000-07:00,33,1,98,UPNC55,UPNC55,2019-11-27T15:45:00.000-07:00,2019-11-27T16:00:00.000-07:00,2019-11-28T16:00:00.000-07:00,2019-11-28T16:10:00.000-07:00,0,NULL,NA,NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5751,c158906d-78d4-4db2-a7b7-9344e2e635b3,2019-11-29T07:21:26,480
2019-12-05T11:37:12.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:38:50.000-07:00,58,1,11,PLc1100,PLc1100,2019-11-28T15:00:00.000-07:00,2019-11-28T15:30:00.000-07:00,2019-11-29T15:30:00.000-07:00,2019-11-29T16:10:00.000-07:00,1,1574985600,NA,NA,4,vGpS723vVDancxDf5Dr86o,5930,31f64010-6ecf-41bc-92f7-6a6a0c8205cf,2019-12-05T06:05:57,481
2019-12-05T11:38:50.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:40:16.000-07:00,58,1,99,FB1165,FB1165,2019-11-28T14:50:00.000-07:00,2019-11-28T15:00:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-29T15:10:00.000-07:00,0,NULL,NA,Associated Sample PLc1100 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5931,092c235d-dbb2-4a10-8d99-daa60f88e295,2019-12-05T06:07:22,482
2019-12-05T11:40:16.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:41:15.000-07:00,59,1,11,PLc1101,PLc1101,2019-11-28T15:05:00.000-07:00,2019-11-28T15:30:00.000-07:00,2019-11-29T15:30:00.000-07:00,2019-11-29T16:15:00.000-07:00,1,1574985600,NA,NA,7,vGpS723vVDancxDf5Dr86o,5932,54408642-d7ae-4f85-8abd-d7da526fae30,2019-12-05T06:08:21,483
2019-12-05T11:41:15.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:42:27.000-07:00,59,1,99,FB1166,FB1166,2019-11-28T14:50:00.000-07:00,2019-11-28T15:00:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-29T15:12:00.000-07:00,0,NULL,NA,Associated Sample PLc1101 and NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5933,ea44ec18-68bb-484e-88e4-ae5c8545e62d,2019-12-05T06:09:34,484
2019-12-05T11:42:27.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:43:36.000-07:00,66,1,12,MO1124,MO1124,2019-11-28T15:35:00.000-07:00,2019-11-28T15:46:00.000-07:00,2019-11-29T15:45:00.000-07:00,2019-11-29T16:50:00.000-07:00,1,1574985600,NA,NA,7,vGpS723vVDancxDf5Dr86o,5934,cd401054-270e-4016-95cc-8a5149b30626,2019-12-05T06:10:42,485
2019-12-05T11:43:36.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:45:03.000-07:00,66,1,99,FB1167,FB1167,2019-11-28T14:50:00.000-07:00,2019-11-28T15:00:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-29T15:16:00.000-07:00,0,NULL,NA,Associated Sample MO1124 and NOT TURBID,7,vGpS723vVDancxDf5Dr86o,5935,97b62d50-651c-4054-bf35-10526ba73c3e,2019-12-05T06:12:10,486
2019-12-05T11:45:04.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:46:10.000-07:00,59,1,12,MO1125,MO1125,2019-11-28T15:35:00.000-07:00,2019-11-28T15:45:00.000-07:00,2019-11-29T15:45:00.000-07:00,2019-11-29T17:00:00.000-07:00,1,1574985600,NA,NA,4,vGpS723vVDancxDf5Dr86o,5936,2a168487-0a16-4106-b1bb-03ef4403a360,2019-12-05T06:13:16,487
2019-12-05T11:46:10.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:47:28.000-07:00,59,1,99,FB1168,FB1168,2019-11-28T14:50:00.000-07:00,2019-11-28T15:00:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-29T15:18:00.000-07:00,1,1574985600,NA,Associated Sample MO1125 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5937,4899d791-9e1c-4830-8a5c-6397f0cd69f2,2019-12-05T06:14:35,488
2019-12-05T11:47:28.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:48:58.000-07:00,33,1,98,UPNC56,UPNC56,2019-11-28T14:35:00.000-07:00,2019-11-28T14:45:00.000-07:00,2019-11-29T14:45:00.000-07:00,2019-11-29T14:50:00.000-07:00,0,NULL,NA,NA,7,vGpS723vVDancxDf5Dr86o,5938,43293373-cf4c-492e-91d1-eea32d0cadc3,2019-12-05T06:16:05,489
2019-12-05T11:48:58.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:50:24.000-07:00,59,1,11,PLc1102,PLc1102,2019-11-29T15:15:00.000-07:00,2019-11-29T15:40:00.000-07:00,2019-11-30T15:40:00.000-07:00,2019-11-30T16:20:00.000-07:00,1,1575331200,NA,NA,4,vGpS723vVDancxDf5Dr86o,5939,0c8f0818-19d1-474b-a2e1-c30c737cc0e6,2019-12-05T06:17:31,490
2019-12-05T11:50:24.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:51:32.000-07:00,59,1,99,FB1169UP,FB1169UP,2019-11-29T14:45:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-30T15:00:00.000-07:00,2019-11-30T15:20:00.000-07:00,0,NULL,NA,Associated Sample PLc1102 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5940,4f2a0150-b05d-4553-87fa-c422f69f20dd,2019-12-05T06:18:39,491
2019-12-05T11:51:33.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:52:27.000-07:00,59,1,11,PLc1103,PLc1103,2019-11-29T15:15:00.000-07:00,2019-11-29T15:40:00.000-07:00,2019-11-30T15:40:00.000-07:00,2019-11-30T16:28:00.000-07:00,1,1575331200,NA,NA,4,vGpS723vVDancxDf5Dr86o,5941,9b32cee7-fda1-4016-8fc2-645962f8a705,2019-12-05T06:19:33,492
2019-12-05T11:52:27.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:53:39.000-07:00,59,1,99,FB1170UP,FB1170UP,2019-11-29T14:45:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-30T15:00:00.000-07:00,2019-11-30T15:22:00.000-07:00,1,1575331200,NA,Associated Sample PLc1103 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5942,66e22d8e-d579-4591-a900-7eb125ada498,2019-12-05T06:20:45,493
2019-12-05T11:53:39.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:54:40.000-07:00,59,1,11,PLc1104,PLc1104,2019-11-29T15:15:00.000-07:00,2019-11-29T15:40:00.000-07:00,2019-11-30T15:40:00.000-07:00,2019-11-30T16:35:00.000-07:00,1,1575331200,NA,NA,4,vGpS723vVDancxDf5Dr86o,5943,060dfc5f-9911-4d00-8964-6ad650b3c8f6,2019-12-05T06:21:46,494
2019-12-05T11:54:40.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:55:52.000-07:00,59,1,99,FB1171UP,FB1171UP,2019-11-29T14:45:00.000-07:00,2019-11-29T15:00:00.000-07:00,2019-11-30T15:00:00.000-07:00,2019-11-30T15:30:00.000-07:00,0,NULL,NA,Associated Sample PLc1104 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5944,92339298-0010-46d5-bdb1-38fb69350ede,2019-12-05T06:22:59,495
2019-12-05T11:55:52.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:56:45.000-07:00,33,1,98,UPNC57,UPNC57,2019-11-29T14:25:00.000-07:00,2019-11-29T14:30:00.000-07:00,2019-11-30T14:30:00.000-07:00,2019-11-30T14:40:00.000-07:00,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,5945,26994c36-f3f6-435c-b471-f072e13109aa,2019-12-05T06:23:51,496
2019-12-05T11:56:45.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:57:41.000-07:00,59,1,11,PLc1105,PLc1105,2019-12-02T15:20:00.000-07:00,2019-12-02T15:45:00.000-07:00,2019-12-03T15:45:00.000-07:00,2019-12-03T16:18:00.000-07:00,1,1575331200,NA,NA,4,vGpS723vVDancxDf5Dr86o,5946,db5876f0-abe1-42c1-8d19-186ad6407eda,2019-12-05T06:24:47,497
2019-12-05T11:57:41.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:59:02.000-07:00,59,1,99,FB1172UP,FB1172UP,2019-12-02T15:05:00.000-07:00,2019-12-02T15:15:00.000-07:00,2019-12-03T15:15:00.000-07:00,2019-12-03T15:45:00.000-07:00,1,1575331200,NA,Associated Sample PLc1105 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5947,f7478f14-0aa0-4c4d-8d5c-39eb04eb6ebb,2019-12-05T06:26:11,498
2019-12-05T11:59:02.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T11:59:50.000-07:00,59,1,11,PLc1106,PLc1106,2019-12-02T15:20:00.000-07:00,2019-12-02T15:45:00.000-07:00,2019-12-03T15:45:00.000-07:00,2019-12-03T16:30:00.000-07:00,1,1575331200,NA,NA,4,vGpS723vVDancxDf5Dr86o,5948,07bc2ed4-ade7-41c8-9f70-10f3593cff78,2019-12-05T06:26:57,499
2019-12-05T11:59:50.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:00:58.000-07:00,59,1,99,FB1173UP,FB1173UP,2019-12-02T15:05:00.000-07:00,2019-12-02T15:15:00.000-07:00,2019-12-03T15:15:00.000-07:00,2019-12-03T15:48:00.000-07:00,0,NULL,NA,Associated Sample PLc1106 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5949,d3e45b70-e819-4848-a528-aa2fe12a7d5d,2019-12-05T06:28:04,500
2019-12-05T12:00:58.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:01:41.000-07:00,33,1,98,UPNC58,UPNC58,2019-12-02T15:00:00.000-07:00,2019-12-02T15:10:00.000-07:00,2019-12-03T15:10:00.000-07:00,2019-12-03T15:25:00.000-07:00,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,5950,c9840adf-7a74-4f4f-9baa-223076f9c185,2019-12-05T06:28:47,501
2019-12-05T12:01:41.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:02:29.000-07:00,57,1,12,MO1126,MO1126,2019-12-03T15:00:00.000-07:00,2019-12-03T15:25:00.000-07:00,2019-12-04T15:25:00.000-07:00,2019-12-04T16:00:00.000-07:00,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,5951,9769054f-71a4-4a7d-9618-644434c76aa0,2019-12-05T06:29:36,502
2019-12-05T12:02:30.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:03:30.000-07:00,57,1,99,FB1174UP,FB1174UP,2019-12-03T14:45:00.000-07:00,2019-12-03T15:00:00.000-07:00,2019-12-04T15:00:00.000-07:00,2019-12-04T15:10:00.000-07:00,0,NULL,NA,Associated Sample MO1126 and NOT TURBID,6,vGpS723vVDancxDf5Dr86o,5952,d07c7cc2-8cd8-4231-9553-a9a1808d5944,2019-12-05T06:30:35,503
2019-12-05T12:03:30.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:04:25.000-07:00,55,1,12,MO1127,MO1127,2019-12-03T15:00:00.000-07:00,2019-12-03T15:25:00.000-07:00,2019-12-04T15:25:00.000-07:00,2019-12-04T16:05:00.000-07:00,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,5953,b749cc27-b63f-4f81-b23a-456749c1148a,2019-12-05T06:31:32,504
2019-12-05T12:04:26.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:05:33.000-07:00,55,1,99,FB1175UP,FB1175UP,2019-12-03T14:45:00.000-07:00,2019-12-03T15:00:00.000-07:00,2019-12-04T15:00:00.000-07:00,2019-12-04T15:12:00.000-07:00,0,NULL,NA,Associated Sample MO1127 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5954,4684f7c3-1c6d-4870-893f-f8aa2bc16acf,2019-12-05T06:32:41,505
2019-12-05T12:05:33.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:06:18.000-07:00,59,1,11,PLc1107,PLc1107,2019-12-03T15:00:00.000-07:00,2019-12-03T15:25:00.000-07:00,2019-12-04T15:25:00.000-07:00,2019-12-04T16:15:00.000-07:00,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,5955,a2603e66-8e3a-4e8b-ba34-7bd0b03dfca0,2019-12-05T06:33:25,506
2019-12-05T12:06:18.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:07:18.000-07:00,59,1,99,FB1176UP,FB1176UP,2019-12-03T14:45:00.000-07:00,2019-12-03T15:00:00.000-07:00,2019-12-04T15:00:00.000-07:00,2019-12-04T15:12:00.000-07:00,0,NULL,NA,Associated Sample PLc1107 and NOT TURBID,6,vGpS723vVDancxDf5Dr86o,5956,a2931904-e991-4aab-aed2-e69b43914848,2019-12-05T06:34:24,507
2019-12-05T12:07:18.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:07:59.000-07:00,59,1,11,PLc1108,PLc1108,2019-12-03T15:00:00.000-07:00,2019-12-03T15:30:00.000-07:00,2019-12-04T15:30:00.000-07:00,2019-12-04T16:25:00.000-07:00,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,5957,49a8cc75-1453-4b67-a180-7a35ffb57048,2019-12-05T06:35:05,508
2019-12-05T12:07:59.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:08:58.000-07:00,59,1,99,FB1177UP,FB1177UP,2019-12-03T14:45:00.000-07:00,2019-12-03T15:00:00.000-07:00,2019-12-04T15:00:00.000-07:00,2019-12-04T15:15:00.000-07:00,0,NULL,NA,Associated Sample PLc1108 and NOT TURBID,4,vGpS723vVDancxDf5Dr86o,5958,3c62d6eb-6ec4-4a80-82fb-f58338ee2b44,2019-12-05T06:36:05,509
2019-12-05T12:08:58.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:09:40.000-07:00,59,1,11,PLc1109,PLc1109,2019-12-03T15:00:00.000-07:00,2019-12-03T15:30:00.000-07:00,2019-12-04T15:30:00.000-07:00,2019-12-04T16:32:00.000-07:00,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,5959,506370a4-47f9-4fd4-a6e8-e996466036a6,2019-12-05T06:36:47,510
2019-12-05T12:09:40.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019-12-05T12:10:43.000-07:00,59,1,99,FB1178,FB1178,2019-12-03T14:45:00.000-07:00,2019-12-03T15:00:00.000-07:00,2019-12-04T15:00:00.000-07:00,2019-12-04T15:17:00.000-07:00,0,NULL,NA,Associated Sample PLc1109 and NOT TURBID,6,vGpS723vVDancxDf5Dr86o,5960,f8285820-2d29-41fb-9a34-10dfa4983c4b,2019-12-05T06:37:49,511
