lab_start_dt,subscriberid,simserial,deviceid,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_id,lab_id_val,lab_processing,lab_incubatorms_placed,lab_incubatorms_removed,lab_pcr_date,lab_dna_done,lab_dna_date,lab_closing,lab_notes,lab_enum,__version__,_id,_uuid,_submission_time,_index
2019-10-03T13:50:08.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-03T13:51:42.000+06:30,59,1,11,PLc1031,PLc1031,2019-09-30T16:50:00.000+06:30,2019-09-30T17:00:00.000+06:30,2019-10-01T17:00:00.000+06:30,2019-10-01T17:55:00.000+06:30,0,NULL,NA,FOR PLc1031FL SAMPLE 20ml FILTER,4,vGpS723vVDancxDf5Dr86o,4459,1debda28-c21f-46c0-a69e-8f109a28674d,2019-10-03T08:19:16,261
2019-10-03T13:51:43.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-03T13:52:53.000+06:30,33,1,98,UPNC29,UPNC29,2019-09-30T16:20:00.000+06:30,2019-09-30T16:30:00.000+06:30,2019-10-01T16:30:00.000+06:30,2019-10-01T16:40:00.000+06:30,0,NULL,NA,OBSERVATION-NO TURBID,4,vGpS723vVDancxDf5Dr86o,4460,48473f6c-f3a2-4291-9675-ede31ed7f171,2019-10-03T08:20:25,262
2019-10-03T13:52:53.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-03T13:54:12.000+06:30,59,1,99,FB1065UP,FB1065UP,2019-09-30T16:30:00.000+06:30,2019-09-30T16:40:00.000+06:30,2019-10-01T16:40:00.000+06:30,2019-10-01T17:00:00.000+06:30,0,NULL,NA,OBSERVATION- NO TURBID,4,vGpS723vVDancxDf5Dr86o,4461,26a3f3d9-a204-4f1c-a069-bc608d1e2c42,2019-10-03T08:21:46,263
2019-10-09T12:38:26.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:40:59.000+06:30,59,1,11,PLc1032,PLc1032,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,FOR SAMPLE PLc1032FL 20ml FILTER,3,vGpS723vVDancxDf5Dr86o,4475,7582550a-b740-42b4-adf9-c03087a21e3d,2019-10-09T07:08:28,264
2019-10-09T12:40:59.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:43:46.000+06:30,59,1,99,FB1066UP,FB1066UP,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,OBSERVATION- NO TURBID,3,vGpS723vVDancxDf5Dr86o,4476,494f31c7-c7eb-422f-acef-395aed57b99f,2019-10-09T07:11:15,265
2019-10-09T12:43:46.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:47:35.000+06:30,59,1,11,PLc1033,PLc1033,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,"NO FILTER FOR SAMPLE PLc1033FL, SAMPLE WAS DIRTY",3,vGpS723vVDancxDf5Dr86o,4477,9d6e05a0-282e-41ef-adc2-09c33cccb401,2019-10-09T07:15:05,266
2019-10-09T12:47:35.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:49:20.000+06:30,59,1,99,FB1067UP,FB1067UP,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,OBSERVATION- NO TURBID,3,vGpS723vVDancxDf5Dr86o,4478,bbf2514e-4dd8-4895-b7a3-7e64ff3a05d2,2019-10-09T07:16:49,267
2019-10-09T12:49:20.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:52:11.000+06:30,59,1,11,PLc1034,PLc1034,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,FOR SAMPLE PLc1034FL 17ml FILTER,3,vGpS723vVDancxDf5Dr86o,4479,6894b7c3-2268-4533-9a22-af06f9d8be19,2019-10-09T07:19:41,268
2019-10-09T12:52:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:55:24.000+06:30,59,1,99,FB1068UP,FB1068UP,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,OBSERVATION- NO TURBID,3,vGpS723vVDancxDf5Dr86o,4480,a8ab2548-bd93-467d-a82a-6a685bd58911,2019-10-09T07:22:53,269
2019-10-09T12:55:24.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-09T12:57:18.000+06:30,33,1,98,UPNC30,UPNC30,2019-10-03T16:30:00.000+06:30,2019-10-03T17:30:00.000+06:30,2019-10-04T17:30:00.000+06:30,2019-10-04T18:00:00.000+06:30,0,NULL,NA,OBSERVATION- NO TURBID,3,vGpS723vVDancxDf5Dr86o,4481,f3424b14-39f3-4ab9-ae2c-4a9bf3e16f0c,2019-10-09T07:24:48,270
2019-10-16T11:20:53.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-16T11:23:40.000+06:30,59,1,11,PLc1035,PLc1035,2019-10-14T16:30:00.000+06:30,2019-10-14T16:45:00.000+06:30,2019-10-15T16:45:00.000+06:30,2019-10-15T17:20:00.000+06:30,0,NULL,NA,FOR PLc1035FL SAMPLE 20ml FILTER,4,vGpS723vVDancxDf5Dr86o,4518,e6e71d84-c220-4a9d-93b8-8351ec4fe33f,2019-10-16T05:51:04,271
2019-10-16T11:23:40.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-16T11:25:22.000+06:30,59,1,99,FB1069UP,FB1069UP,2019-10-14T16:10:00.000+06:30,2019-10-14T16:20:00.000+06:30,2019-10-15T16:20:00.000+06:30,2019-10-15T16:35:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4519,b9ab9437-1c46-47e1-ba0b-70fcf7102ca6,2019-10-16T05:52:46,272
2019-10-16T11:25:22.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-16T11:27:23.000+06:30,59,1,11,PLc1036,PLc1036,2019-10-14T16:30:00.000+06:30,2019-10-14T16:45:00.000+06:30,2019-10-15T16:45:00.000+06:30,2019-10-15T17:30:00.000+06:30,0,NULL,NA,FOR PLc1036FL SAMPLE FILTER 20ml,6,vGpS723vVDancxDf5Dr86o,4520,49be0960-11a0-4eaf-b7e9-2ddbfe44fa5d,2019-10-16T05:54:47,273
2019-10-16T11:27:23.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-16T11:29:11.000+06:30,59,1,99,FB1070UP,FB1070UP,2019-10-14T16:15:00.000+06:30,2019-10-14T16:22:00.000+06:30,2019-10-15T16:22:00.000+06:30,2019-10-15T16:44:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4521,2bc53801-13a6-4599-91f9-5335cd72053f,2019-10-16T05:56:35,274
2019-10-16T11:29:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-16T11:31:00.000+06:30,33,1,98,UPNC31,UPNC31,2019-10-14T16:00:00.000+06:30,2019-10-14T16:05:00.000+06:30,2019-10-15T16:05:00.000+06:30,2019-10-15T16:12:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4522,afff0479-53ba-4740-90ee-40916a9ee284,2019-10-16T05:58:24,275
2019-10-17T10:58:43.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-17T11:02:42.000+06:30,57,1,12,MO1100,MO1100,2019-10-15T15:55:00.000+06:30,2019-10-15T16:18:00.000+06:30,2019-10-16T16:18:00.000+06:30,2019-10-16T17:21:00.000+06:30,0,NULL,NA,WITH MO1100D,4,vGpS723vVDancxDf5Dr86o,4526,edf8f943-e8f0-4726-b6b6-4df2b75cf62f,2019-10-17T05:30:05,276
2019-10-17T11:02:42.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-17T11:04:44.000+06:30,57,1,99,FB1071UP,FB1071UP,2019-10-15T15:00:00.000+06:30,2019-10-15T15:20:00.000+06:30,2019-10-16T15:20:00.000+06:30,2019-10-16T15:40:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4527,3effa76a-e554-45f3-8458-de90a22145f0,2019-10-17T05:32:08,277
2019-10-17T11:04:44.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-17T11:07:39.000+06:30,55,1,12,MO1101,MO1101,2019-10-15T15:55:00.000+06:30,2019-10-15T16:18:00.000+06:30,2019-10-16T16:18:00.000+06:30,2019-10-16T17:21:00.000+06:30,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,4528,8d0873d7-fcdb-43a2-97d0-dd9ba8844621,2019-10-17T05:35:01,278
2019-10-17T11:07:39.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-17T11:09:58.000+06:30,55,1,99,FB1072UP,FB1072UP,2019-10-15T15:05:00.000+06:30,2019-10-15T15:22:00.000+06:30,2019-10-16T15:22:00.000+06:30,2019-10-16T15:40:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4529,e1bade11-b42e-4dca-8dda-1ab2b4d430ff,2019-10-17T05:37:21,279
2019-10-17T11:09:58.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-17T11:11:44.000+06:30,33,1,98,UPNC32,UPNC32,2019-10-15T14:55:00.000+06:30,2019-10-15T15:10:00.000+06:30,2019-10-16T15:10:00.000+06:30,2019-10-16T15:18:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4530,b34c086d-f0ff-4bbe-82fd-67f7cf82cd42,2019-10-17T05:39:08,280
2019-10-21T11:16:07.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:19:20.000+06:30,59,1,11,PLc1037,PLc1037,2019-10-17T16:15:00.000+06:30,2019-10-17T16:30:00.000+06:30,2019-10-18T16:30:00.000+06:30,2019-10-18T17:10:00.000+06:30,0,NULL,NA,"FOR PLc1037FL SAMPLE 20 ml FILTER,",4,vGpS723vVDancxDf5Dr86o,4561,7a744cc3-e875-4c75-a76c-764df0bb58f5,2019-10-21T05:46:40,281
2019-10-21T11:19:20.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:21:36.000+06:30,59,1,99,FB1073UP,FB1073UP,2019-10-17T16:00:00.000+06:30,2019-10-17T16:10:00.000+06:30,2019-10-18T16:10:00.000+06:30,2019-10-18T16:15:00.000+06:30,0,NULL,NA,OBSERVATION - NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4562,51e1eb94-ea68-43a2-a869-0f919a538ebd,2019-10-21T05:48:56,282
2019-10-21T11:21:36.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:23:57.000+06:30,59,1,11,PLc1038,PLc1038,2019-10-17T16:15:00.000+06:30,2019-10-17T16:30:00.000+06:30,2019-10-18T16:30:00.000+06:30,2019-10-18T17:14:00.000+06:30,0,NULL,NA,FPR PLc1038FL SAMPLE 18ml FILTER,6,vGpS723vVDancxDf5Dr86o,4563,a402d252-29da-452a-9b1a-419961105d62,2019-10-21T05:51:17,283
2019-10-21T11:23:57.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:26:42.000+06:30,59,1,99,FB1074UP,FB1074UP,2019-10-17T16:00:00.000+06:30,2019-10-17T16:10:00.000+06:30,2019-10-18T16:10:00.000+06:30,2019-10-18T17:35:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4564,ea9f7309-2c11-40fa-88a9-6dc2b5d5ef32,2019-10-21T05:54:02,284
2019-10-21T11:26:42.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:28:43.000+06:30,66,1,12,MO1102,MO1102,2019-10-17T16:30:00.000+06:30,2019-10-17T16:40:00.000+06:30,2019-10-18T16:40:00.000+06:30,2019-10-18T17:35:00.000+06:30,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,4565,998a3175-d150-4aa9-9640-35e38e1d64ac,2019-10-21T05:56:03,285
2019-10-21T11:28:43.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:32:33.000+06:30,59,1,99,FB1075UP,FB1075UP,2019-10-17T16:00:00.000+06:30,2019-10-17T16:10:00.000+06:30,2019-10-18T16:10:00.000+06:30,2019-10-18T16:18:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4566,08cfcd49-4f65-4f19-bf43-b03e60a75d92,2019-10-21T05:59:53,286
2019-10-21T11:32:33.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T11:34:56.000+06:30,59,1,12,MO1103,MO1103,2019-10-17T16:40:00.000+06:30,2019-10-17T16:45:00.000+06:30,2019-10-18T16:45:00.000+06:30,2019-10-18T17:58:00.000+06:30,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,4567,045afd03-c6cb-4f63-a69b-5529a1025ac8,2019-10-21T06:02:16,287
2019-10-21T12:31:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T12:33:24.000+06:30,66,1,99,FB1076UP,FB1076UP,2019-10-17T16:00:00.000+06:30,2019-10-17T16:15:00.000+06:30,2019-10-18T16:15:00.000+06:30,2019-10-18T16:25:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4568,106468bd-3c4b-49e5-8549-fd38d5655a90,2019-10-21T07:00:44,288
2019-10-21T12:33:24.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-21T12:35:24.000+06:30,33,1,98,UPNC33,UPNC33,2019-10-17T15:50:00.000+06:30,2019-10-17T15:56:00.000+06:30,2019-10-18T15:56:00.000+06:30,2019-10-18T16:05:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4569,6bc47019-0ced-4dfa-b7be-ec71f21e888b,2019-10-21T07:02:44,289
2019-10-22T16:56:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-22T16:57:47.000+06:30,59,1,99,FB1077UP,FB1077UP,2019-10-21T16:15:00.000+06:30,2019-10-21T16:22:00.000+06:30,2019-10-22T16:22:00.000+06:30,2019-10-22T16:30:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4613,517ecb6e-9a60-4808-bbbe-2ca7dbdf7a76,2019-10-22T11:25:06,290
2019-10-23T12:24:22.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:27:01.000+06:30,59,1,11,PLc1040,PLc1040,2019-10-21T16:30:00.000+06:30,2019-10-21T16:45:00.000+06:30,2019-10-22T16:45:00.000+06:30,2019-10-22T17:40:00.000+06:30,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,4625,2712909d-9f65-4732-8f56-7a3123f71711,2019-10-23T06:54:21,291
2019-10-23T12:27:01.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:29:40.000+06:30,59,1,11,PLc1039,PLc1039,2019-10-21T16:30:00.000+06:30,2019-10-21T16:45:00.000+06:30,2019-10-22T16:45:00.000+06:30,2019-10-22T17:34:00.000+06:30,0,NULL,NA,FOR PLc1039FL CONCENTRATED SAMPLE SO FILTER WAS NOT PROCESSED,4,vGpS723vVDancxDf5Dr86o,4626,a5efb1df-7544-4751-a2e3-2ce2a052bbca,2019-10-23T06:57:00,292
2019-10-23T12:29:40.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:31:08.000+06:30,59,1,99,FB1078UP,FB1078UP,2019-10-21T16:15:00.000+06:30,2019-10-21T16:22:00.000+06:30,2019-10-22T16:22:00.000+06:30,2019-10-22T16:55:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4627,87e1fe47-d65d-4698-bae5-b7e22206d7bd,2019-10-23T06:58:26,293
2019-10-23T12:31:08.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:33:26.000+06:30,59,1,11,PLc1041,PLc1041,2019-10-21T16:30:00.000+06:30,2019-10-21T16:45:00.000+06:30,2019-10-22T16:45:00.000+06:30,2019-10-22T17:34:00.000+06:30,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,4628,74596c69-958f-41cd-a45e-d4726ea99dcc,2019-10-23T07:00:46,294
2019-10-23T12:33:26.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:36:31.000+06:30,59,1,99,FB1079UP,FB1079UP,2019-10-21T16:15:00.000+06:30,2019-10-21T16:22:00.000+06:30,2019-10-22T16:22:00.000+06:30,2019-10-22T16:55:00.000+06:30,0,NULL,NA,OBSERVATION-NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4629,7c7db8f9-a8e5-4e2c-8d81-5b8966089b06,2019-10-23T07:03:50,295
2019-10-23T12:36:31.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:38:44.000+06:30,59,1,11,PLc1042,PLc1042,2019-10-21T16:30:00.000+06:30,2019-10-21T16:45:00.000+06:30,2019-10-22T16:45:00.000+06:30,2019-10-22T17:34:00.000+06:30,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,4630,11ff69f0-0e9f-4a44-a442-720eac34176b,2019-10-23T07:06:02,296
2019-10-23T12:38:44.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:40:54.000+06:30,59,1,99,FB1080UP,FB1080UP,2019-10-21T16:15:00.000+06:30,2019-10-21T16:22:00.000+06:30,2019-10-22T16:22:00.000+06:30,2019-10-22T16:45:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4631,f2ac2513-9f38-40c6-9715-e425660516bd,2019-10-23T07:08:13,297
2019-10-23T12:40:54.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:42:53.000+06:30,59,1,11,PLc1043,PLc1043,2019-10-21T16:40:00.000+06:30,2019-10-21T16:48:00.000+06:30,2019-10-22T16:48:00.000+06:30,2019-10-22T17:42:00.000+06:30,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,4632,ec22e4b4-ef89-43cd-8b04-3526ccdf4bdb,2019-10-23T07:10:11,298
2019-10-23T12:42:53.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:44:32.000+06:30,59,1,99,FB1081UP,FB1081UP,2019-10-21T16:18:00.000+06:30,2019-10-21T16:30:00.000+06:30,2019-10-22T16:30:00.000+06:30,2019-10-22T16:45:00.000+06:30,0,NULL,NA,OBSERVATION -NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4633,ff159d06-0e5f-4c26-b7e0-ab034ecabc20,2019-10-23T07:11:50,299
2019-10-23T12:44:32.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-23T12:47:25.000+06:30,33,1,98,UPNC34,UPNC34,2019-10-21T16:18:00.000+06:30,2019-10-21T16:30:00.000+06:30,2019-10-22T16:30:00.000+06:30,2019-10-22T16:45:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4634,056b5773-98f9-437b-a3ec-9c95e8c0329c,2019-10-23T07:14:43,300
2019-10-24T11:37:50.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-24T11:40:11.000+06:30,57,1,12,MO1104,MO1104,2019-10-22T17:00:00.000+06:30,2019-10-22T17:12:00.000+06:30,2019-10-23T17:12:00.000+06:30,2019-10-23T18:05:00.000+06:30,0,NULL,NA,NA,6,vGpS723vVDancxDf5Dr86o,4646,c6d24c50-f10c-4512-bb71-1ffe796035a8,2019-10-24T06:07:30,301
2019-10-24T11:40:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-24T11:42:28.000+06:30,33,1,98,UPNC35,UPNC34,2019-10-22T17:00:00.000+06:30,2019-10-22T17:12:00.000+06:30,2019-10-23T17:12:00.000+06:30,2019-10-23T18:05:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4647,623e5025-b421-4695-9aab-7c78e546e592,2019-10-24T06:09:45,302
2019-10-24T11:42:28.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-24T11:45:40.000+06:30,57,1,99,FB1082UP,FB1082UP,2019-10-22T16:40:00.000+06:30,2019-10-22T16:48:00.000+06:30,2019-10-23T16:48:00.000+06:30,2019-10-23T17:00:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,6,vGpS723vVDancxDf5Dr86o,4648,5c991a12-8ba2-4f15-bd49-0835df723bb0,2019-10-24T06:12:58,303
2019-10-24T11:45:41.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-24T11:47:07.000+06:30,55,1,12,MO1105,MO1105,2019-10-22T17:00:00.000+06:30,2019-10-22T17:12:00.000+06:30,2019-10-23T17:12:00.000+06:30,2019-10-23T18:10:00.000+06:30,0,NULL,NA,NA,4,vGpS723vVDancxDf5Dr86o,4649,73656939-25b7-486b-bcaf-258b5e753e9d,2019-10-24T06:14:24,304
2019-10-24T11:47:07.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-24T11:48:35.000+06:30,55,1,99,FB1083UP,FB1083UP,2019-10-22T16:45:00.000+06:30,2019-10-22T16:50:00.000+06:30,2019-10-23T16:50:00.000+06:30,2019-10-23T17:00:00.000+06:30,0,NULL,NA,OBSERVATION- NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4650,9516d892-84e6-4a55-8b35-3087c2b16eff,2019-10-24T06:15:52,305
2019-10-25T12:09:29.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-25T12:11:50.000+06:30,58,1,99,FB1084UP,FB1084UP,2019-10-23T14:20:00.000+06:30,2019-10-23T14:25:00.000+06:30,2019-10-24T14:25:00.000+06:30,2019-10-24T14:40:00.000+06:30,0,NULL,NA,OBSERVATION= TURBID,4,vGpS723vVDancxDf5Dr86o,4689,152d4c8f-136f-47ae-820c-988b1d7d9f2e,2019-10-25T06:39:08,306
2019-10-25T12:11:51.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-25T12:13:23.000+06:30,33,1,98,UPNC36,UPNC36,2019-10-23T14:10:00.000+06:30,2019-10-23T14:18:00.000+06:30,2019-10-24T14:18:00.000+06:30,2019-10-24T14:30:00.000+06:30,0,NULL,NA,OBSERVATION= NOT TURBID,4,vGpS723vVDancxDf5Dr86o,4690,39227a23-7550-4ee5-9fbf-1cbabeb5ccba,2019-10-25T06:40:39,307
2019-10-31T11:25:23.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-31T11:35:58.000+06:30,66,1,12,MO1106,MO1106,2019-10-24T16:50:00.000+06:30,2019-10-24T17:00:00.000+06:30,2019-10-25T17:00:00.000+06:30,2019-10-25T17:55:00.000+06:30,1,1572220800,NA,NA,4,vGpS723vVDancxDf5Dr86o,4755,7b3f2210-f1c6-4912-b320-b17e4964676c,2019-10-31T06:03:10,308
2019-10-31T11:35:58.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-31T11:37:56.000+06:30,66,1,99,FB 1085 UP,FB 1085 UP,2019-10-24T16:00:00.000+06:30,2019-10-24T16:10:00.000+06:30,2019-10-25T16:10:00.000+06:30,2019-10-25T16:25:00.000+06:30,1,1572220800,NA,NA,4,vGpS723vVDancxDf5Dr86o,4756,9677ecc2-159a-4032-a264-0dbd6af920af,2019-10-31T06:05:08,309
2019-10-31T11:37:56.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-31T11:39:59.000+06:30,59,1,12,MO1107,MO1107,2019-10-24T16:50:00.000+06:30,2019-10-24T17:00:00.000+06:30,2019-10-25T17:00:00.000+06:30,2019-10-25T17:58:00.000+06:30,1,1572220800,NA,NA,6,vGpS723vVDancxDf5Dr86o,4757,f51e1180-a559-4ba3-99e6-7828f89b63b6,2019-10-31T06:07:11,310
2019-10-31T11:39:59.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-31T11:41:26.000+06:30,59,1,99,FB 1086 UP,FB 1086 UP,2019-10-24T16:05:00.000+06:30,2019-10-24T16:10:00.000+06:30,2019-10-25T16:10:00.000+06:30,2019-10-25T16:25:00.000+06:30,1,1572220800,NA,WITH SAMPLE MO1107,6,vGpS723vVDancxDf5Dr86o,4758,d70f8931-1771-456e-ae48-bb2866196a9e,2019-10-31T06:08:38,311
2019-10-31T11:41:26.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019-10-31T11:42:41.000+06:30,59,1,11,PLC 1044,PLC 1044,2019-10-24T16:15:00.000+06:30,2019-10-24T16:20:00.000+06:30,2019-10-25T16:20:00.000+06:30,2019-10-25T17:10:00.000+06:30,1,1572220800,NA,NA,4,vGpS723vVDancxDf5Dr86o,4759,b5868247-65b7-497a-8918-ec2e9369127d,2019-10-31T06:09:52,312
