"SampleID","CompoundID","ec_dd","ec_th","ev_way","ev_notes","ec_sd","ec_st","ec_isd","ec_ist","ec_ied","ec_iet","ec_dil1","ec_dil2","ec_ecnt1","ec_ecnt2","tc_ecnt1","tc_ecnt2","ec_blank","tc_blank","collectr","operator","sp_area","ec_dil3","ec_ecnt3","tc_ecnt3","dis_com","weight","lat_other","col_UID"
"SPA3006",3006,"5/10/2016","1/0/1900","051-43","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,998,999,998,999,0,0,"Eloisa Mula","Salma/Mario",1,6,83,999,1,47.39,"","08_08_1096"
"SPA3030",3030,"5/9/2016","1/0/1900","60-29","",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,998,999,998,999,0,0,"Sumeya/Anabela","Mario Amos/Salma",1,6,1,999,1,49.57,"","08_08_1097"
"SPA3031",3031,"5/3/2016","1/0/1900","034-43","",2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",2,4,999,46,999,999,0,0,"Anabela/Sumeya","Mario Amos",1,6,2,172,1,,"","08_08_1098"
"SPA3032",3032,"5/10/2016","1/0/1900","63-29","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,998,173,998,999,0,0,"Anabela/Sumeya","Salma/Mario",1,6,60,999,1,32.79,"","08_08_1099"
"SPA3033",3033,"5/11/2016","1/0/1900","067-29","O solo estava humido",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",2,4,998,999,998,999,0,0,"Eloisa/Gizela","J/Salma",1,6,2,200,1,37.79,"","08_08_1100"
"SPA3034",3034,"5/9/2016","1/0/1900","047-43","Solo humido",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,26,3,999,999,0,0,"Eloisa/Gizela","Mario Amos/Salma",1,6,0,28,1,47.5,"","08_08_1101"
"SPA3036",3036,"5/11/2016","1/0/1900","52-43","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",2,4,998,3,998,999,0,0,"Sumeya/Anabela","J/Salma",1,6,1,999,1,54.95,"","08_08_1102"
"SPA3037",3037,"5/5/2016","1/0/1900","52-29","",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",2,4,998,999,998,999,0,0,"Sumeya/Anabela","Laurinda/J",1,6,0,40,1,,"","08_08_1103"
"SPA3039",3039,"5/3/2016","1/0/1900","032-43","",2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",2,4,174,25,999,999,0,0,"Eloisa/Anabela","Mario Amos",1,6,0,32,1,,"","08_08_1104"
"SPB2029",2029,"5/19/2016","1/0/1900","073-43","",2016-05-19,"11:15:00",2016-05-19,"17:25:00",2016-05-20,"17:25:00",2,4,998,191,999,999,0,0,"Eloisa/Gizela","Mario Amos/J",1,6,1,23,3,,"","08_08_1105"
"SPB2030",2030,"5/6/2016","1/0/1900","044-43","",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",2,4,998,17,998,999,0,0,"Eloisa/Gizela","J/Mario Amos",1,6,0,999,3,,"","08_08_1106"
"SPB2032",2032,"5/31/2016","1/0/1900","102-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",2,4,999,1,999,30,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",1,6,0,1,1,29.01,"","08_08_1107"
"SPB2035",2035,"5/12/2016","1/0/1900","70-29","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",2,4,998,999,998,999,0,0,"Sumeya/Anabela","Laurinda/J",1,6,1,140,3,51.25,"","08_08_1108"
"SPB2036",2036,"5/18/2016","1/0/1900","070-43","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,4,998,999,998,999,0,0,"Eloisa/Gizela","Salma",1,6,5,999,3,38.36,"","08_08_1109"
"SPB2037",2037,"5/19/2016","1/0/1900","88-29","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",2,4,999,17,999,999,0,0,"Sumeya/Anabela","Mario Amos/J",1,6,0,26,3,,"","08_08_1110"
"SPB2038",2038,"5/18/2016","1/0/1900","84-29","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,4,998,7,998,999,0,0,"Sumeya/Anabela","Salma",1,6,0,27,3,42.83,"","08_08_1111"
"SPB2039",2039,"5/31/2016","1/0/1900","098-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",2,4,42,3,999,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",1,6,0,0,3,45.21,"","08_08_1112"
"SPB2040",2040,"5/24/2016","1/0/1900","96-29","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",2,4,998,998,998,998,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",1,6,8,999,3,37.09,"","08_08_1113"
"SPB2041",2041,"5/24/2016","1/0/1900","076-43","solo com pedrinhas",2016-05-24,"11:35:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",2,4,998,998,998,998,0,0,"Gizela/Eloisa","Laurinda /Mario Amos",1,6,0,999,3,24.76,"","08_08_1114"
"SPB2042",2042,"5/12/2016","1/0/1900","056-43","solo humido",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",2,4,998,999,998,999,0,0,"Gizela/Eloisa","Laurinda/J",1,6,5,999,3,26.81,"","08_08_1115"
"SPB2043",2043,"5/13/2016","1/0/1900","059-43","Solo com pedrinhas",2016-05-13,"11:50:00",2016-05-13,"14:30:00",2016-05-14,"15:00:00",2,3,998,999,998,999,0,0,"Gizela/Eloisa","Salma/J",1,6,27,999,3,41.88,"","08_08_1116"
"SPB2044",2044,"5/23/2016","1/0/1900","091-29","",2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",2,4,30,9,999,999,0,0,"Anabela/Sumeya","J/Mario Amos",1,6,0,8,3,27.91,"","08_08_1117"
"PPO2024",2024,"5/12/2016","1/0/1900","057-43","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",3,4,999,2,999,999,0,0,"Gizela/Eloisa","Laurinda/J",1,5,0,90,,,"","08_02_1118"
"PPO2029",2029,"5/19/2016","1/0/1900","074-43","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",3,4,15,0,56,19,0,0,"Eloisa/Gizela","Mario Amos/J",1,5,0,0,,0,"","08_02_1119"
"PPO2030",2030,"5/6/2016","1/0/1900","045-43","",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",3,4,0,0,999,999,0,0,"Eloisa","J/Mario Amos",1,5,0,999,,,"","08_02_1120"
"PPO2031",2031,"5/6/2016","1/0/1900","58-29","Amostra recolhida no mercado",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",4,4,0,0,999,999,0,0,"Sumeya/Anabela","J/Mario Amos",1,5,0,90,,,"","08_02_1121"
"PPO2032",2032,"5/31/2016","1/0/1900","103-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",3,4,998,999,998,999,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",1,5,999,999,,272.45,"","08_02_1122"
"PPO2034",2034,"5/13/2016","1/0/1900","074-29","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",3,4,11,1,999,999,0,0,"Sumeya/Anabela","Salma/J",1,5,0,77,,,"","08_02_1123"
"PPO2035",2035,"5/12/2016","1/0/1900","071-29","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",3,4,3,0,999,999,0,0,"Sumeya/Anabela","Laurinda/J",1,5,0,999,,,"","08_02_1124"
"PPO2036",2036,"5/18/2016","1/0/1900","071-43","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",3,4,12,9,999,999,0,0,"Gizela/Eloisa","J/Salma",1,5,2,,,220.5,"","08_02_1125"
"PPO2037",2037,"5/19/2016","1/0/1900","089-29","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",3,4,8,0,999,999,0,0,"Sumeya/Anabela","Mario Amos/J",1,5,0,999,,,"","08_02_1126"
"PPO2038",2038,"5/18/2016","1/0/1900","086-29","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",3,4,6,0,999,999,0,0,"Sumeya/Anabela","J/Salma",1,5,0,199,,53.49,"","08_02_1127"
"PPO2039",2039,"5/31/2016","1/0/1900","098-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",3,4,998,999,998,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",1,5,999,999,,285.05,"","08_02_1128"
"PPO2040",2040,"5/24/2016","1/0/1900","97-29","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",3,4,35,0,76,24,0,0,"Sumeya / Anabela","Laurinda/Mario Amos",1,5,0,4,,374.82,"","08_02_1129"
"PPO2041",2041,"5/24/2016","1/0/1900","077-43","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",3,4,10,4,999,135,0,0,"Eloisa / Gizela","Laurinda/Mario Amos",1,5,0,22,,123.3,"","08_02_1130"
"PPO2043",2043,"5/13/2016","1/0/1900","060-43","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",3,4,0,0,999,999,0,0,"Gizela/Eloisa","Salma/J",1,5,0,999,,,"","08_02_1131"
"PPO2044",2044,"5/23/2016","1/0/1900","092-29","",2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",3,4,0,0,999,41,0,0,"Anabela/Sumeya","J/Mario Amos",1,5,0,1,,,"","08_02_1132"
"PPO3001",3001,"5/5/2016","1/0/1900","042-43","",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",3,4,0,0,999,999,0,0,"Eloisa/Gizela","Laurinda/J",1,5,0,999,,,"","08_02_1133"
"PPO3006",3006,"5/10/2016","1/0/1900","051-43","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",3,4,999,999,999,57,,,"Gizela/Eloisa","Salma/Mario",1,5,5,23,,,"","08_02_1134"
"PPO3030",3030,"5/9/2016","1/0/1900","61-29","",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",3,4,999,999,999,999,0,0,"Sumeya/Anabela","Mario Amos/Salma",1,5,999,999,,,"","08_02_1135"
"PPO3032",3032,"5/10/2016","1/0/1900","065-29","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",3,3,12,0,999,999,0,0,"Anabela/Sumeya","Salma/Mario",1,4,0,999,,,"","08_02_1136"
"PPO3033",3033,"5/11/2016","1/0/1900","068-29","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",3,4,999,999,999,999,0,0,"Eloisa/Gizela","J/Salma",1,5,999,999,,,"","08_02_1137"
"PPO3034",3034,"5/9/2016","1/0/1900","048-43","",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",3,4,999,999,999,999,0,0,"Gizela/Eloisa","Mario Amos/Salma",1,5,999,999,,,"","08_02_1138"
"PPO3036",3036,"5/11/2016","1/0/1900","9999","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",3,4,0,0,999,999,0,0,"Anabela/Sumeya","J/Salma",1,5,26,999,,,"","08_02_1139"
"PPO3037",3037,"5/5/2016","1/0/1900","055-29","",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",3,4,8,2,999,999,0,0,"Anabela/Sumeya","Laurinda/M",1,5,0,999,,,"","08_02_1140"
"ZCA2029",2029,"5/19/2016","1/0/1900","072-43","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",2,4,14,0,999,21,0,0,"","Mario Amos/J",0,,,,,,"","08_07_1141"
"ZCA2030",2030,"5/6/2016","1/0/1900","043-43","",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",2,4,0,5,999,100,0,0,"Gizela/Eloisa","J/Mario Amos",0,,,,,,"","08_07_1142"
"ZCA2031",2031,"5/6/2016","1/0/1900","56-29","",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",2,4,0,0,999,999,0,0,"Sumeya/Armando","J/Mario Amos",0,,,,,,"","08_07_1143"
"ZCA2032",2032,"5/31/2016","1/0/1900","101-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",2,4,0,0,28,7,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",0,,,,,,"","08_07_1144"
"ZCA2034",2034,"5/13/2016","1/0/1900","72-29","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",2,4,49,2,130,30,0,0,"Sumeya/Anabela","Salma/J",0,,,,,,"","08_07_1145"
"ZCA2035",2035,"5/12/2016","1/0/1900","69-29","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",2,4,0,0,86,5,0,0,"Sumeyo/Anabela","Laurinda/J",0,,,,,,"","08_07_1146"
"ZCA2036",2036,"5/18/2016","1/0/1900","069-43","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,4,16,0,999,131,0,0,"Eloisa","Salma/J",0,,,,,,"","08_07_1147"
"ZCA2037",2037,"5/19/2016","1/0/1900","87-29","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",2,4,15,3,999,57,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,,"","08_07_1148"
"ZCA2038",2038,"5/18/2016","1/0/1900","83-29","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,4,0,0,120,9,0,0,"Sumeya/Anabela","Salma/J",0,,,,,,"","08_07_1149"
"ZCA2039",2039,"5/31/2016","1/0/1900","100-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",2,4,999,12,999,999,0,0,"Eloisa/Gizela","J/Mario Amos",0,,,,,,"","08_07_1150"
"ZCA2040",2040,"5/24/2016","1/0/1900","95-29","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",2,4,1,0,115,1,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",0,,,,,,"","08_07_1151"
"ZCA2041",2041,"5/24/2016","1/0/1900","75-43","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",2,4,10,0,999,999,0,0,"Eloisa/Gizela","Laurinda /Mario Amos",0,,,,,,"","08_07_1152"
"ZCA2042",2042,"5/12/2016","1/0/1900","055-43","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",2,4,5,0,130,5,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,,"","08_07_1153"
"ZCA2043",2043,"5/13/2016","1/0/1900","058-43","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",2,4,999,5,999,179,0,0,"Gizela/Eloisa","Salma/J",0,,,,,,"","08_07_1154"
"ZCA2044",2044,"5/23/2016","1/0/1900","090-29","",2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",2,4,6,1,36,3,0,0,"Anabela/Sumeya","J/Mario Amos",0,,,,,,"","08_07_1155"
"ZCA3001",3001,"5/5/2016","1/0/1900","038-43","",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",2,4,0,0,999,999,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,,"","08_07_1156"
"ZCA3006",3006,"5/10/2016","1/0/1900","049-43","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:07:00",2,4,0,0,999,13,0,0,"Gizela/Eloisa","Salma/Mario",0,,,,,,"","08_07_1157"
"ZCA3030",3030,"5/9/2016","1/0/1900","59-29","Latrina sem porta e as amostras recolhidas das paredes de chapas de zinco",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,3,0,47,3,0,0,"Anabela/Sumeya","Mario Amos/Salma",0,,,,,,"","08_07_1158"
"ZCA3031",3031,"5/3/2016","1/0/1900","033-43","",2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",2,3,0,0,999,0,0,0,"Sumeya / Gizela","Mario Amos",0,,,,,,"","08_07_1159"
"ZCA3032",3032,"5/10/2016","1/0/1900","062-29","A latrina nao tem porta,amostra recolhida do pau de madeira e chapas-de-zinco",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,1,0,999,999,0,0,"Anabela","Salma/Mario",0,,,,,,"","08_07_1160"
"ZCA3033",3033,"5/11/2016","1/0/1900","066-29","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",2,4,999,4,999,9,0,0,"Gizela/Eloisa","J/Salma",0,,,,,,"Latrina melhorada","08_07_1161"
"ZCA3034",3034,"5/9/2016","1/0/1900","046-43","",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,2,0,25,0,0,0,"Eloisa/Gizela","Mario Amos/Salma",0,,,,,,"Latrina tradicional melhorada","08_07_1162"
"ZCA3036",3036,"5/11/2016","1/0/1900","52-43","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",2,4,999,999,999,999,0,0,"Sumeya/Anabela","J/Salma",0,,,,,,"","08_07_1163"
"ZCA3037",3037,"5/5/2016","1/0/1900","51-29","A laje da latrina esta partida",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",2,4,0,0,999,999,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,,"","08_07_1164"
"ZCA3039",3039,"5/3/2016","1/0/1900","031-43","",2016-05-03,"15:30:00",2016-05-03,"18:00:00",2016-05-04,"18:00:00",2,4,1,0,999,0,0,0,"Gizela/Sumeya","Mario Amos",0,,,,,,"","08_07_1165"
"ZCB2029",2029,"5/19/2016","1/0/1900","072-43","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",2,4,14,0,999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_07_1166"
"ZCB2030",2030,"5/6/2016","1/0/1900","043-43","",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",2,4,0,10,999,999,0,0,"Eloisa/Gizela","J/Mario Amos",0,,,,,,"","08_07_1167"
"ZCB2031",2031,"5/6/2016","1/0/1900","56-29","Tem lavatorio mas nao e utilizado.",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",2,4,0,0,999,42,0,0,"Sumeya/Anabela","J/Mario Amos",0,,,,,,"","08_07_1168"
"ZCB2032",2032,"5/31/2016","1/0/1900","101-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",2,4,0,0,67,8,0,0,"Anabela/Sumeya","Mario Amos/ j",0,,,,,,"","08_07_1169"
"ZCB2034",2034,"5/13/2016","1/0/1900","72-29","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",2,4,0,0,128,26,0,0,"Sumeya/Anabela","Salma/J",0,,,,,,"","08_07_1170"
"ZCB2035",2035,"5/12/2016","1/0/1900","69-29","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",2,4,4,1,160,13,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,,"","08_07_1171"
"ZCB2036",2036,"5/18/2016","1/0/1900","069-43","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,4,7,0,999,189,0,0,"Gizela","Salma/J",0,,,,,,"","08_07_1172"
"ZCB2037",2037,"5/19/2016","1/0/1900","87-29","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",2,4,27,2,999,20,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,,"","08_07_1173"
"ZCB2038",2038,"5/18/2016","1/0/1900","83-29","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,4,0,0,999,54,0,0,"Sumeya/Anabela","Salma/J",0,,,,,,"","08_07_1174"
"ZCB2039",2039,"5/31/2016","1/0/1900","100-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",2,4,13,0,999,13,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",0,,,,,,"","08_07_1175"
"ZCB2040",2040,"5/24/2016","1/0/1900","95-29","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",2,4,0,0,81,16,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",0,,,,,,"","08_07_1176"
"ZCB2041",2041,"5/24/2016","1/0/1900","75-43","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",2,4,13,0,58,0,0,0,"Gizela/Eloisa","Laurinda / Mario Amos",0,,,,,,"","08_07_1177"
"ZCB2042",2042,"5/12/2016","1/0/1900","055-43","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",2,4,8,0,999,18,0,0,"Gizela/Eloisa","Laurinda/J",0,,,,,,"","08_07_1178"
"ZCB2043",2043,"5/13/2016","1/0/1900","058-43","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",2,4,49,1,180,90,0,0,"Gizela/Eloisa","Salma/J",0,,,,,,"","08_07_1179"
"ZCB2044",2044,"5/23/2016","1/0/1900","090-29","",2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",2,4,2,1,43,9,0,0,"Gizela/Eloisa","J/Mario Amos",0,,,,,,"","08_07_1180"
"ZCB3001",3001,"5/5/2016","1/0/1900","038-43","",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",2,4,0,0,999,999,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,,"","08_07_1181"
"ZCB3032",3032,"5/10/2016","1/0/1900","062-29","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,0,0,999,31,0,0,"Sumeya","Salma/Mario",0,,,,,,"","08_07_1182"
"ZCB3034",3034,"5/9/2016","1/0/1900","046-43","",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",2,4,15,1,42,27,0,0,"Gizela/Eloisa","Mario Amos/Salma",0,,,,,,"","08_07_1183"
"ABO2029",2029,"5/19/2016","1/0/1900","072-43","",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",1,2,0,0,999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1184"
"ABO2030",2030,"5/6/2016","1/0/1900","043-43","DPD#1=0,11,DPD#3=0,17",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",1,2,0,0,90,2,0,0,"Eloisa/Gizela","J/Mario Amos",0,,,,,,"","08_03_1185"
"ABO2031",2031,"5/6/2016","1/0/1900","56-29","DPD#1=0,29,DPD#3=0,34",2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",1,2,0,0,999,999,0,0,"Sumeya/Anabela","J/Mario Amos",0,,,,,,"","08_03_1186"
"ABO2032",2032,"5/31/2016","1/0/1900","101-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",1,2,0,0,999,62,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",0,,,,,,"","08_03_1187"
"ABO2034",2034,"5/13/2016","1/0/1900","72-29","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",1,2,0,0,999,1,0,0,"Sumeya/Anabela","Salma/J",0,,,,,,"","08_03_1188"
"ABO2035",2035,"5/12/2016","1/0/1900","69-29","Amostra recolhida no mesmo recepiente que ACO",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",1,2,0,0,999,90,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,,"","08_03_1189"
"ABO2036",2036,"5/18/2016","1/0/1900","069-43","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",2,2,13,0,148,45,0,0,"Eloisa/Gizela","Salma/J",0,,,,,,"","08_03_1190"
"ABO2037",2037,"5/19/2016","1/0/1900","087-29","A amostra de agua de beber e a mesma da agua do banho.",2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",1,2,0,0,999,999,0,0,"Anabela/Sumeya","Mario Amos/J",0,,,,,,"","08_03_1191"
"ABO2038",2038,"5/18/2016","1/0/1900","83-29","",2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",1,2,11,5,35,1,0,0,"Sumeya/Anabela","Salma/J",0,,,,,,"","08_03_1192"
"ABO2039",2039,"5/31/2016","1/0/1900","100-29","",2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",1,2,8,0,999,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",0,,,,,,"","08_03_1193"
"ABO2040",2040,"5/24/2016","1/0/1900","95-29","A amostra e a mesma do banho e de beber",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",1,2,2,1,999,999,0,0,"Sumeya/Anabela","Laurida / Marius",0,,,,,,"","08_03_1194"
"ABO2041",2041,"5/24/2016","1/0/1900","075-43","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",1,2,0,0,999,120,0,0,"Eloisa/Gizela","Laurind/Marius",0,,,,,,"","08_03_1195"
"ABO2042",2042,"5/12/2016","1/0/1900","055-43","",2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",1,2,0,0,999,999,0,0,"Gizela/Eloisa","Laurinda/J",0,,,,,,"","08_03_1196"
"ABO2043",2043,"5/13/2016","1/0/1900","058-43","",2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",1,2,45,5,999,999,0,0,"Gizela/Eloisa","Salma/J",0,,,,,,"","08_03_1197"
"ABO2044",2044,"5/23/2016","1/0/1900","090-29","A amostra da aqua de beber e a mesma da aqua do banho",2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",1,2,0,0,11,1,0,0,"Gizela / Eloisa","Marius / J",0,,,,,,"","08_03_1198"
"ABO3001",3001,"5/5/2016","1/0/1900","038-43","A agua de beber e para o banho esta reservada no mesmo sitio. DPD#1=0,07,DPD#3=0,14.",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",1,2,0,0,999,58,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,,"","08_03_1199"
"ABO3006",3006,"5/10/2016","1/0/1900","049-43","",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",1,2,6,0,999,999,0,0,"Gizela/Eloisa","Salma/Mario",0,,,,,,"","08_03_1200"
