"lab_neighborhood","lab_ws_cl_free","lab_ws_cl_total","lab_1_group","lab_1_dil","lab_2_group","lab_2_dil","lab_3_group","lab_3_dil","meta.instanceID","X_parent_table_name","X_parent_index","Cube.or.Hygiene.Ice","lab_UID"
1,,,,6,,5,,4,"uuid:5053649c-3a19-42f6-a420-85dd34ce5024",,-1,,"01_08_1224"
1,,,,6,,5,,4,"uuid:e1976d51-dc3e-4936-938a-0945b1d0e271",,-1,,"01_08_1225"
1,,,,6,,5,,4,"uuid:247aab45-7ec8-4455-8cbf-76eac749aa17",,-1,,"01_08_1226"
1,,,,6,,5,,4,"uuid:0c6a5ba1-8ba9-4e5f-98ac-df37ce1464c4",,-1,,"01_08_1227"
1,,,,6,,5,,4,"uuid:5e290f30-a0e0-4260-87d8-c33f3b320c1b",,-1,,"01_08_1228"
1,,,,6,,5,,4,"uuid:a6a61588-e70c-4a3e-b6d4-d4a532527596",,-1,,"01_08_1229"
2,,,,6,,5,,4,"uuid:4ac366f1-02ce-436f-8c91-88ce754765fd",,-1,,"01_08_1230"
2,,,,6,,5,,4,"uuid:629e3b80-14fd-41a0-ad3d-a6f1fa537086",,-1,,"01_08_1231"
2,,,,6,,5,,4,"uuid:59038525-3c7d-4233-a9ec-5d4281172722",,-1,,"01_08_1232"
2,,,,6,,5,,4,"uuid:a0f327e9-2527-445d-bfdc-c2327b2e8c7a",,-1,,"01_08_1233"
2,,,,6,,5,,4,"uuid:540af46c-743e-43c9-8b4f-cda79f5d4fa4",,-1,,"01_08_1234"
2,,,,6,,5,,4,"uuid:a51ab0a9-a84c-4899-a444-6d97b1e1d465",,-1,,"01_08_1235"
2,,,,6,,5,,4,"uuid:e9a05e07-1688-4acd-bdc4-0b51ef28aee9",,-1,,"01_08_1236"
2,,,,6,,5,,4,"uuid:ee6daa59-c768-4db9-b212-a53e9e303a58",,-1,,"01_08_1237"
2,,,,6,,5,,4,"uuid:46cde7ce-368f-410a-a837-5f376a3fb3c4",,-1,,"01_08_1238"
2,,,,6,,5,,4,"uuid:999f1708-b3f0-4bc2-b1b5-855270432be6",,-1,,"01_08_1239"
4,,,,6,,5,,4,"uuid:6a81edc3-ec52-47a3-b475-6469b4a57951",,-1,,"01_08_1240"
4,,,,6,,5,,4,"uuid:215b385a-e845-487b-bb30-7200b56cae83",,-1,,"01_08_1241"
4,,,,6,,5,,4,"uuid:69279e00-e2f4-4f49-a414-e5b5191a0feb",,-1,,"01_08_1242"
4,,,,6,,5,,4,"uuid:c32dcafb-e499-4dcb-8d6f-e5e77566a903",,-1,,"01_08_1243"
4,,,,6,,5,,4,"uuid:067ab872-d46f-4f46-84b2-db661be5ff33",,-1,,"01_08_1244"
4,,,,6,,5,,4,"uuid:e129c705-eea5-4ad5-be79-6ccc03daeb52",,-1,,"01_08_1245"
4,,,,6,,5,,4,"uuid:925612d8-d01f-4c0f-bc9e-2d48bcac6c7c",,-1,,"01_08_1246"
4,,,,6,,5,,4,"uuid:1b31b08f-baba-4ee3-a678-206b5b1d2023",,-1,,"01_08_1247"
4,,,,6,,5,,4,"uuid:92a83cb7-e842-4a7c-8f64-1ed5b24201c1",,-1,,"01_08_1248"
4,,,,6,,5,,4,"uuid:51ae15ad-fb5e-409e-8d12-6912bde9ab12",,-1,,"01_08_1249"
3,,,,6,,5,,4,"uuid:0a0f8b4c-610f-443f-bc5e-a59471fef56d",,-1,,"01_08_1250"
3,,,,6,,5,,4,"uuid:20515fe1-21ce-40a2-82a7-c0e275b2cca2",,-1,,"01_08_1251"
3,,,,6,,5,,4,"uuid:8cb1c52b-c415-4c8f-bda0-08333e5652bb",,-1,,"01_08_1252"
3,,,,6,,5,,4,"uuid:04c9b869-a9a0-4533-9553-e7502b996d1b",,-1,,"01_08_1253"
3,,,,6,,5,,4,"uuid:791ad1e8-bbda-4bc5-9c95-a6f1218475ec",,-1,,"01_08_1254"
3,,,,6,,5,,4,"uuid:52e0c976-9069-4f43-bf88-9644711e7bb2",,-1,,"01_08_1255"
3,,,,6,,5,,4,"uuid:69f9862c-9789-4e4e-9ba5-1281da44d158",,-1,,"01_08_1256"
3,,,,6,,5,,4,"uuid:b0f83a67-dec1-4f58-aafc-9dc969a81305",,-1,,"01_08_1257"
3,,,,6,,5,,4,"uuid:a0d6732b-5b9a-409f-a51f-1e70f36db29d",,-1,,"01_08_1258"
3,,,,6,,5,,4,"uuid:f82c2b18-496e-439e-9470-3ae0bf8e959a",,-1,,"01_08_1259"
5,,,,6,,5,,4,"uuid:647547a4-5f04-4a8b-b314-e5c9b83a0bb6",,-1,,"01_08_1260"
5,,,,6,,5,,4,"uuid:29485b95-f55f-4d4e-94ff-2061151911b5",,-1,,"01_08_1261"
5,,,,6,,5,,4,"uuid:f4799aba-8356-421c-a593-f43f3b3047d4",,-1,,"01_08_1262"
5,,,,6,,5,,4,"uuid:9da4eed3-610d-4c0f-94e4-e6df87cab0d3",,-1,,"01_08_1263"
5,,,,6,,5,,4,"uuid:25adc22f-6a23-4c3b-a21d-e41e2835f110",,-1,,"01_08_1264"
5,,,,6,,5,,4,"uuid:f670f0f0-1674-45c2-b281-7e783b24a7c4",,-1,,"01_08_1265"
5,,,,6,,5,,4,"uuid:c3526e8d-8cd2-4daf-b5f4-a07c26c4802c",,-1,,"01_08_1266"
5,,,,6,,5,,4,"uuid:892674b9-c23c-43c8-ac81-61bc981c91e3",,-1,,"01_08_1267"
5,,,,6,,5,,4,"uuid:560c5b2b-d5c1-4689-b0de-77d32cc132de",,-1,,"01_08_1268"
5,,,,6,,5,,4,"uuid:dfee9d34-3aed-40b7-ae0b-aaaa1781d296",,-1,,"01_08_1269"
1,,,,70,,7,,6,"uuid:2cdbc0dc-99b1-4a77-9d09-1b8a564b98ba",,-1,,"01_02_1270"
1,,,,70,,7,,6,"uuid:1af583eb-6b27-4262-823b-d1cb33079c1e",,-1,,"01_02_1271"
1,,,,70,,7,,6,"uuid:396630a5-b612-40f7-b231-89fffd53ce1d",,-1,,"01_02_1272"
1,,,,700,,7,,6,"uuid:6669cad0-c144-472e-bed9-b279ed569bc3",,-1,,"01_02_1273"
1,,,,70,,7,,6,"uuid:c8161bdb-94a5-4af9-a9b4-2cf444aadd95",,-1,,"01_02_1274"
1,,,,70,,7,,6,"uuid:480d5ab3-5713-4282-990d-e8b6c6baa2de",,-1,,"01_02_1275"
1,,,,70,,7,,6,"uuid:19012518-290f-47ee-ab02-5fb74d7158f9",,-1,,"01_02_1276"
1,,,,70,,7,,6,"uuid:9691fa92-b66b-4886-b9e6-621f6d4993f0",,-1,,"01_02_1277"
1,,,,700,,7,,6,"uuid:aa31ba88-a839-42f6-a8b6-6434c81bc52e",,-1,,"01_02_1278"
1,,,,70,,7,,6,"uuid:af54e481-38c0-4446-9529-3ff89beab1d2",,-1,,"01_02_1279"
2,,,,70,,7,,6,"uuid:6cd2ecd5-0af0-448c-aa87-d851353ec95c",,-1,,"01_02_1280"
2,,,,70,,7,,6,"uuid:eee076aa-6f75-4773-81be-ee433fac7499",,-1,,"01_02_1281"
2,,,,70,,7,,6,"uuid:f6151378-b926-4f28-a761-f03cd4343f21",,-1,,"01_02_1282"
2,,,,70,,7,,6,"uuid:5c45b48b-8bd7-4d3d-9dbc-2f023d5f0b9b",,-1,,"01_02_1283"
2,,,,70,,7,,6,"uuid:36824148-b830-4afd-adb4-b5547aaaa1ba",,-1,,"01_02_1284"
2,,,,70,,7,,6,"uuid:c400bb61-bf23-4f98-b539-000e3857ec7a",,-1,,"01_02_1285"
2,,,,70,,7,,6,"uuid:e89739db-861f-4e7a-a6e7-e02557841f43",,-1,,"01_02_1286"
2,,,,70,,7,,6,"uuid:b4cd5872-8070-403b-9ae7-b97fc8246abf",,-1,,"01_02_1287"
2,,,,70,,7,,6,"uuid:6cd30cb5-7202-4292-9cc0-82250f66febb",,-1,,"01_02_1288"
2,,,,70,,7,,6,"uuid:55e315f0-b095-40de-9c6f-e3b689083e5c",,-1,,"01_02_1289"
4,,,,70,,7,,6,"uuid:eccb26ed-0f78-46d5-a983-4782259c0ab5",,-1,,"01_02_1290"
4,,,,70,,7,,6,"uuid:22d4b196-9335-410c-9aed-36c0de1b5af4",,-1,,"01_02_1291"
4,,,,70,,7,,6,"uuid:f42b7dd5-323e-4eb1-afd0-ef939c0c4b00",,-1,,"01_02_1292"
4,,,,70,,7,,6,"uuid:76828cdd-b495-4a9d-9134-c57f3f40dc4d",,-1,,"01_02_1293"
4,,,,70,,7,,6,"uuid:8cce73dc-ba88-4cae-a1c0-f74ca93c8ad2",,-1,,"01_02_1294"
4,,,,70,,7,,6,"uuid:f6b68e88-f13a-4c87-8e35-8f619d3fba3c",,-1,,"01_02_1295"
4,,,,70,,7,,6,"uuid:54c54628-497c-4877-8998-542b299d00e5",,-1,,"01_02_1296"
4,,,,70,,7,,6,"uuid:fc27ee3f-e559-4671-8064-548865dcc0ff",,-1,,"01_02_1297"
4,,,,70,,7,,6,"uuid:3e4ba6bc-e429-4f3c-be9f-b8cbf9ddba35",,-1,,"01_02_1298"
4,,,,70,,7,,6,"uuid:0b054dfd-c347-4c25-8cdd-df99eba51a01",,-1,,"01_02_1299"
5,,,,70,,7,,6,"uuid:ddf5325b-59ba-4140-befb-66ea66d9fc12",,-1,,"01_02_1300"
5,,,,70,,7,,6,"uuid:0914212a-7a30-4a34-a975-e3f915af4499",,-1,,"01_02_1301"
5,,,,70,,7,,6,"uuid:f79b1095-d993-4a26-a533-4395f4025e6f",,-1,,"01_02_1302"
