"SampleID","CompoundID","ec_dd","ec_th","ev_lat","ev_long","ev_way","neighbor","dis_lat","ev_notes","source_bw","source_other","stored","covered","ec_sd","ec_st","ec_isd","ec_ist","ec_ied","ec_iet","tc_ecnt1","tc_ecnt2","ec_blank","tc_blank","collectr","operator","sp_area","tc_ecnt3","dis_com","weight","feces_3m","fd_type","fd_num","lat_type","lat_other","n_stall","Vis_fec","HW_stat","lab_UID"
"SCB2041",2041,"5/24/2016","1/0/1900",25.93351,32.56263,"075-43",1,3,"solo humido",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",998,998,0,0,"Gizela/Eloisa","Laurinda / Mario",0,999,,25.56,,"",,,"",,,,"08_08_1077"
"SCB2042",2042,"5/12/2016","1/0/1900",25.94208,32.58847,"055-43",1,3,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",998,999,0,0,"Gizela/Eloisa","Laurinda/J",0,999,,38.27,,"",,,"",,,,"08_08_1078"
"SCB2043",2043,"5/13/2016","1/0/1900",25.94532,32.55682,"058-43",1,3,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",998,999,0,0,"Gizela/Eloisa","Salma/J",0,80,,40.25,,"",,,"",,,,"08_08_1079"
"SCB2044",2044,"5/23/2016","1/0/1900",25.94214,32.55713,"090-29",1,3,"",,,,,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",999,999,0,0,"Gizela/Eloisa","J/Mario Amos",0,999,,41.15,,"",,,"",,,,"08_08_1080"
"SPA2029",2029,"5/19/2016","1/0/1900",25.94407,32.56064,"073-43",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",998,999,0,0,"Eloisa/Gizela","Mario Amos/J",1,185,1,,0,"",,,"",,,,"08_08_1081"
"SPA2030",2030,"5/6/2016","1/0/1900",25.94729,32.55228,"044-43",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",998,999,0,0,"Gizela/Eloisa","J/Mario Amos",1,9,1,,0,"",,,"",,,,"08_08_1082"
"SPA2031",2031,"5/6/2016","1/0/1900",25.94626,32.55231,"57-29",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",998,999,0,0,"Sumeya/Anabela","J/Mario Amos",1,999,1,,0,"",,,"",,,,"08_08_1083"
"SPA2032",2032,"5/31/2016","1/0/1900",25.94355,32.5577,"102-29",1,,"",,,,,2016-05-31,"14:50:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,999,0,0,"Sumeya / Anabela","J/Mario Amos",1,999,3,43.41,0,"",,,"",,,,"08_08_1084"
"SPA2035",2035,"5/12/2016","1/0/1900",25.94493,32.55386,"70-29",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",998,999,0,0,"Sumeya/Anabela","Laurinda/J",1,999,1,56.11,0,"",,,"",,,,"08_08_1085"
"SPA2036",2036,"5/18/2016","1/0/1900",25.9369,32.56395,"070-43",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",998,999,0,0,"Gizela/Eloisa","Salma/J",1,29,1,46.3,0,"",,,"",,,,"08_08_1086"
"SPA2037",2037,"5/19/2016","1/0/1900",25.93122,32.5614,"88-29",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,999,0,0,"Sumeya/Anabela","Mario Amos/J",1,29,1,,0,"",,,"",,,,"08_08_1087"
"SPA2038",2038,"5/18/2016","1/0/1900",25.93503,32.56253,"84-29",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",998,999,0,0,"Sumeya/Anabela","Salma/J",1,9,1,28.13,0,"",,,"",,,,"08_08_1088"
"SPA2039",2039,"5/31/2016","1/0/1900",25.94661,32.55931,"098-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",1,20,1,23.18,0,"",,,"",,,,"08_08_1089"
"SPA2040",2040,"5/24/2016","1/0/1900",25.94868,32.55935,"96-29",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",998,998,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",1,999,1,39.23,0,"",,,"",,,,"08_08_1090"
"SPA2041",2041,"5/24/2016","1/0/1900",25.95258,32.5597,"076-43",1,,"solo com pedrinhas",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",998,998,0,0,"Eloisa/Gizela","Laurinda/Mario Amos",1,999,1,23.62,0,"",,,"",,,,"08_08_1091"
"SPA2042",2042,"5/12/2016","1/0/1900",25.94626,32.55563,"056-43",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",999,999,,,"Gizela/Eloisa","Laurinda/J",1,999,1,36,0,"",,,"",,,,"08_08_1092"
"SPA2043",2043,"5/13/2016","1/0/1900",25.94527,32.55672,"059-43",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",998,999,0,0,"Gizela/Eloisa","Salma/J",1,999,1,23.94,0,"",,,"",,,,"08_08_1093"
"SPA2044",2044,"5/23/2016","1/0/1900",25.94185,32.55692,"091-29",1,,"",,,,,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",999,999,0,0,"Anabela/Sumeya","J/Mario Amos",1,24,1,32.15,0,"",,,"",,,,"08_08_1094"
"SPA3001",3001,"5/5/2016","1/0/1900",25.94448,32.57909,"041-43",2,,"Solo humido",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",998,999,0,0,"Eloisa/Gizela","Laurinda/J",1,999,1,,0,"",,,"",,,,"08_08_1095"
"SPA3006",3006,"5/10/2016","1/0/1900",25.94411,32.58353,"051-43",2,,"",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",998,999,0,0,"Eloisa Mula","Salma/Mario",1,999,1,47.39,0,"",,,"",,,,"08_08_1096"
"SPA3030",3030,"5/9/2016","1/0/1900",25.94336,32.58124,"60-29",2,,"",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",998,999,0,0,"Sumeya/Anabela","Mario Amos/Salma",1,999,1,49.57,0,"",,,"",,,,"08_08_1097"
"SPA3031",3031,"5/3/2016","1/0/1900",25.94338,32.57972,"034-43",2,,"",,,,,2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",999,999,0,0,"Anabela/Sumeya","Mario Amos",1,172,1,,0,"",,,"",,,,"08_08_1098"
"SPA3032",3032,"5/10/2016","1/0/1900",25.94494,32.58332,"63-29",2,,"",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",998,999,0,0,"Anabela/Sumeya","Salma/Mario",1,999,1,32.79,0,"",,,"",,,,"08_08_1099"
"SPA3033",3033,"5/11/2016","1/0/1900",25.94161,32.58813,"067-29",2,,"O solo estava humido",,,,,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",998,999,0,0,"Eloisa/Gizela","J/Salma",1,200,1,37.79,0,"",,,"",,,,"08_08_1100"
"SPA3034",3034,"5/9/2016","1/0/1900",25.94315,32.58111,"047-43",2,,"Solo humido",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/Salma",1,28,1,47.5,0,"",,,"",,,,"08_08_1101"
"SPA3036",3036,"5/11/2016","1/0/1900",25.94176,32.58837,"52-43",2,,"",,,,,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",998,999,0,0,"Sumeya/Anabela","J/Salma",1,999,1,54.95,0,"",,,"",,,,"08_08_1102"
"SPA3037",3037,"5/5/2016","1/0/1900",25.94511,32.57919,"52-29",2,,"",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",998,999,0,0,"Sumeya/Anabela","Laurinda/J",1,40,1,,0,"",,,"",,,,"08_08_1103"
"SPA3039",3039,"5/3/2016","1/0/1900",25.94158,32.58812,"032-43",2,,"",,,,,2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",999,999,0,0,"Eloisa/Anabela","Mario Amos",1,32,1,,0,"",,,"",,,,"08_08_1104"
"SPB2029",2029,"5/19/2016","1/0/1900",25.94407,32.56064,"073-43",1,,"",,,,,2016-05-19,"11:15:00",2016-05-19,"17:25:00",2016-05-20,"17:25:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/J",1,23,3,,0,"",,,"",,,,"08_08_1105"
"SPB2030",2030,"5/6/2016","1/0/1900",25.94729,32.55228,"044-43",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",998,999,0,0,"Eloisa/Gizela","J/Mario Amos",1,999,3,,0,"",,,"",,,,"08_08_1106"
"SPB2032",2032,"5/31/2016","1/0/1900",25.94355,32.5577,"102-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,30,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",1,1,1,29.01,0,"",,,"",,,,"08_08_1107"
"SPB2035",2035,"5/12/2016","1/0/1900",25.94493,32.55386,"70-29",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",998,999,0,0,"Sumeya/Anabela","Laurinda/J",1,140,3,51.25,0,"",,,"",,,,"08_08_1108"
"SPB2036",2036,"5/18/2016","1/0/1900",25.9369,32.56395,"070-43",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",998,999,0,0,"Eloisa/Gizela","Salma",1,999,3,38.36,0,"",,,"",,,,"08_08_1109"
"SPB2037",2037,"5/19/2016","1/0/1900",25.93122,32.5614,"88-29",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,999,0,0,"Sumeya/Anabela","Mario Amos/J",1,26,3,,0,"",,,"",,,,"08_08_1110"
"SPB2038",2038,"5/18/2016","1/0/1900",25.93503,32.56253,"84-29",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",998,999,0,0,"Sumeya/Anabela","Salma",1,27,3,42.83,0,"",,,"",,,,"08_08_1111"
"SPB2039",2039,"5/31/2016","1/0/1900",25.94661,32.55931,"098-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",1,0,3,45.21,0,"",,,"",,,,"08_08_1112"
"SPB2040",2040,"5/24/2016","1/0/1900",25.94868,32.55935,"96-29",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",998,998,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",1,999,3,37.09,0,"",,,"",,,,"08_08_1113"
"SPB2041",2041,"5/24/2016","1/0/1900",25.95258,32.5597,"076-43",1,,"solo com pedrinhas",,,,,2016-05-24,"11:35:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",998,998,0,0,"Gizela/Eloisa","Laurinda /Mario Amos",1,999,3,24.76,0,"",,,"",,,,"08_08_1114"
"SPB2042",2042,"5/12/2016","1/0/1900",25.94626,32.55563,"056-43",1,,"solo humido",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",998,999,0,0,"Gizela/Eloisa","Laurinda/J",1,999,3,26.81,0,"",,,"",,,,"08_08_1115"
"SPB2043",2043,"5/13/2016","1/0/1900",25.94527,32.55672,"059-43",1,,"Solo com pedrinhas",,,,,2016-05-13,"11:50:00",2016-05-13,"14:30:00",2016-05-14,"15:00:00",998,999,0,0,"Gizela/Eloisa","Salma/J",1,999,3,41.88,0,"",,,"",,,,"08_08_1116"
"SPB2044",2044,"5/23/2016","1/0/1900",25.94185,32.55692,"091-29",1,,"",,,,,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",999,999,0,0,"Anabela/Sumeya","J/Mario Amos",1,8,3,27.91,0,"",,,"",,,,"08_08_1117"
"PPO2024",2024,"5/12/2016","1/0/1900",25.94634,32.55579,"057-43",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",999,999,0,0,"Gizela/Eloisa","Laurinda/J",1,90,,,,"Tomate",2,,"",,,,"08_02_1118"
"PPO2029",2029,"5/19/2016","1/0/1900",25.94418,32.56065,"074-43",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",56,19,0,0,"Eloisa/Gizela","Mario Amos/J",1,0,,0,,"Tomate",2,,"",,,,"08_02_1119"
"PPO2030",2030,"5/6/2016","1/0/1900",25.94736,32.55176,"045-43",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,999,0,0,"Eloisa","J/Mario Amos",1,999,,,,"Pepino",1,,"",,,,"08_02_1120"
"PPO2031",2031,"5/6/2016","1/0/1900",25.94516,32.55049,"58-29",1,,"Amostra recolhida no mercado",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,999,0,0,"Sumeya/Anabela","J/Mario Amos",1,90,,,,"Alface",5,,"",,,,"08_02_1121"
"PPO2032",2032,"5/31/2016","1/0/1900",25.94229,32.55784,"103-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",998,999,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",1,999,,272.45,,"Pepino",1,,"",,,,"08_02_1122"
"PPO2034",2034,"5/13/2016","1/0/1900",25.94378,32.55803,"074-29",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",999,999,0,0,"Sumeya/Anabela","Salma/J",1,77,,,,"Alface",5,,"",,,,"08_02_1123"
"PPO2035",2035,"5/12/2016","1/0/1900",25.9452,32.55053,"071-29",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",999,999,0,0,"Sumeya/Anabela","Laurinda/J",1,999,,,,"Alface",5,,"",,,,"08_02_1124"
"PPO2036",2036,"5/18/2016","1/0/1900",25.9369,32.56387,"071-43",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",999,999,0,0,"Gizela/Eloisa","J/Salma",1,,,220.5,,"Pepino",1,,"",,,,"08_02_1125"
"PPO2037",2037,"5/19/2016","1/0/1900",25.93299,32.56227,"089-29",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,999,0,0,"Sumeya/Anabela","Mario Amos/J",1,999,,,,"Alface",5,,"",,,,"08_02_1126"
"PPO2038",2038,"5/18/2016","1/0/1900",25.93713,32.5625,"086-29",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",999,999,0,0,"Sumeya/Anabela","J/Salma",1,199,,53.49,,"Alface",5,,"",,,,"08_02_1127"
"PPO2039",2039,"5/31/2016","1/0/1900",25.94661,32.55931,"098-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",998,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",1,999,,285.05,,"Tomate",3,,"",,,,"08_02_1128"
"PPO2040",2040,"5/24/2016","1/0/1900",25.9468,32.55937,"97-29",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",76,24,0,0,"Sumeya / Anabela","Laurinda/Mario Amos",1,4,,374.82,,"Pepino",1,,"",,,,"08_02_1129"
"PPO2041",2041,"5/24/2016","1/0/1900",25.95255,32.55972,"077-43",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",999,135,0,0,"Eloisa / Gizela","Laurinda/Mario Amos",1,22,,123.3,,"Tomate",3,,"",,,,"08_02_1130"
"PPO2043",2043,"5/13/2016","1/0/1900",25.94492,32.55651,"060-43",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",999,999,0,0,"Gizela/Eloisa","Salma/J",1,999,,,,"Pepino",1,,"",,,,"08_02_1131"
"PPO2044",2044,"5/23/2016","1/0/1900",25.9417,32.55728,"092-29",1,,"",,,,,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",999,41,0,0,"Anabela/Sumeya","J/Mario Amos",1,1,,,,"Tomate",2,,"",,,,"08_02_1132"
"PPO3001",3001,"5/5/2016","1/0/1900",25.94519,32.57908,"042-43",2,,"",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,999,0,0,"Eloisa/Gizela","Laurinda/J",1,999,,,,"Tomate",2,,"",,,,"08_02_1133"
"PPO3006",3006,"5/10/2016","1/0/1900",25.94411,32.58353,"051-43",2,,"",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,57,,,"Gizela/Eloisa","Salma/Mario",1,23,,,,"Tomate",2,,"",,,,"08_02_1134"
"PPO3030",3030,"5/9/2016","1/0/1900",25.94307,32.5814,"61-29",2,,"",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Sumeya/Anabela","Mario Amos/Salma",1,999,,,,"Alface",5,,"",,,,"08_02_1135"
"PPO3032",3032,"5/10/2016","1/0/1900",25.94463,32.58285,"065-29",2,,"",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Anabela/Sumeya","Salma/Mario",1,999,,,,"Alface",5,,"",,,,"08_02_1136"
"PPO3033",3033,"5/11/2016","1/0/1900",25.94159,32.58809,"068-29",2,,"",,,,,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",999,999,0,0,"Eloisa/Gizela","J/Salma",1,999,,,,"Pepino",2,,"",,,,"08_02_1137"
"PPO3034",3034,"5/9/2016","1/0/1900",25.94308,32.58133,"048-43",2,,"",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Gizela/Eloisa","Mario Amos/Salma",1,999,,,,"Pepino",1,,"",,,,"08_02_1138"
"PPO3036",3036,"5/11/2016","1/0/1900",25.94208,32.58845,"9999",2,,"",,,,,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",999,999,0,0,"Anabela/Sumeya","J/Salma",1,999,,,,"Tomate",2,,"",,,,"08_02_1139"
"PPO3037",3037,"5/5/2016","1/0/1900",25.94556,32.57892,"055-29",2,,"",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,999,0,0,"Anabela/Sumeya","Laurinda/M",1,999,,,,"Alface",5,,"",,,,"08_02_1140"
"ZCA2029",2029,"5/19/2016","1/0/1900",25.9441,32.56049,"072-43",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,21,0,0,"","Mario Amos/J",0,,,,,"",,4,"",2,0,0,"08_07_1141"
"ZCA2030",2030,"5/6/2016","1/0/1900",25.94731,32.55198,"043-43",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,100,0,0,"Gizela/Eloisa","J/Mario Amos",0,,,,,"",,4,"",2,1,1,"08_07_1142"
"ZCA2031",2031,"5/6/2016","1/0/1900",25.94634,32.55229,"56-29",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,999,0,0,"Sumeya/Armando","J/Mario Amos",0,,,,,"",,2,"",2,0,0,"08_07_1143"
"ZCA2032",2032,"5/31/2016","1/0/1900",25.94366,32.55768,"101-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",28,7,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",0,,,,,"",,2,"",2,0,0,"08_07_1144"
"ZCA2034",2034,"5/13/2016","1/0/1900",25.94372,32.55788,"72-29",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",130,30,0,0,"Sumeya/Anabela","Salma/J",0,,,,,"",,2,"",2,0,0,"08_07_1145"
"ZCA2035",2035,"5/12/2016","1/0/1900",25.94493,32.55373,"69-29",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",86,5,0,0,"Sumeyo/Anabela","Laurinda/J",0,,,,,"",,2,"",2,0,0,"08_07_1146"
"ZCA2036",2036,"5/18/2016","1/0/1900",25.96208,32.58931,"069-43",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",999,131,0,0,"Eloisa","Salma/J",0,,,,,"",,4,"",2,1,0,"08_07_1147"
"ZCA2037",2037,"5/19/2016","1/0/1900",25.93123,32.56131,"87-29",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,57,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,"",,2,"",2,0,0,"08_07_1148"
"ZCA2038",2038,"5/18/2016","1/0/1900",25.93493,32.56274,"83-29",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",120,9,0,0,"Sumeya/Anabela","Salma/J",0,,,,,"",,2,"",2,1,0,"08_07_1149"
"ZCA2039",2039,"5/31/2016","1/0/1900",25.94912,32.55864,"100-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,999,0,0,"Eloisa/Gizela","J/Mario Amos",0,,,,,"",,4,"",2,0,1,"08_07_1150"
"ZCA2040",2040,"5/24/2016","1/0/1900",25.94865,32.55929,"95-29",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",115,1,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",0,,,,,"",,2,"",2,0,0,"08_07_1151"
"ZCA2041",2041,"5/24/2016","1/0/1900",25.93351,32.56263,"75-43",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",999,999,0,0,"Eloisa/Gizela","Laurinda /Mario Amos",0,,,,,"",,4,"",2,0,1,"08_07_1152"
"ZCA2042",2042,"5/12/2016","1/0/1900",25.94208,32.58847,"055-43",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",130,5,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,"",,4,"",2,1,0,"08_07_1153"
"ZCA2043",2043,"5/13/2016","1/0/1900",25.94532,32.55682,"058-43",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",999,179,0,0,"Gizela/Eloisa","Salma/J",0,,,,,"",,4,"",2,0,0,"08_07_1154"
"ZCA2044",2044,"5/23/2016","1/0/1900",25.94214,32.55713,"090-29",1,,"",,,,,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",36,3,0,0,"Anabela/Sumeya","J/Mario Amos",0,,,,,"",,4,"",2,0,0,"08_07_1155"
"ZCA3001",3001,"5/5/2016","1/0/1900",25.94451,32.57955,"038-43",2,,"",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,999,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,"",,2,"",2,2,0,"08_07_1156"
"ZCA3006",3006,"5/10/2016","1/0/1900",25.96213,32.58968,"049-43",2,,"",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:07:00",999,13,0,0,"Gizela/Eloisa","Salma/Mario",0,,,,,"",,4,"",1,1,0,"08_07_1157"
"ZCA3030",3030,"5/9/2016","1/0/1900",25.94335,32.58104,"59-29",2,,"Latrina sem porta e as amostras recolhidas das paredes de chapas de zinco",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",47,3,0,0,"Anabela/Sumeya","Mario Amos/Salma",0,,,,,"",,1,"",1,0,0,"08_07_1158"
"ZCA3031",3031,"5/3/2016","1/0/1900",25.94342,32.57977,"033-43",2,,"",,,,,2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",999,0,0,0,"Sumeya / Gizela","Mario Amos",0,,,,,"",,2,"",1,1,0,"08_07_1159"
"ZCA3032",3032,"5/10/2016","1/0/1900",25.94332,32.58118,"062-29",2,,"A latrina nao tem porta,amostra recolhida do pau de madeira e chapas-de-zinco",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Anabela","Salma/Mario",0,,,,,"",,1,"",2,1,0,"08_07_1160"
"ZCA3033",3033,"5/11/2016","1/0/1900",25.94157,32.58826,"066-29",2,,"",,,,,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",999,9,0,0,"Gizela/Eloisa","J/Salma",0,,,,,"",,6,"Latrina melhorada",1,1,0,"08_07_1161"
"ZCA3034",3034,"5/9/2016","1/0/1900",25.94716,32.55196,"046-43",2,,"",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",25,0,0,0,"Eloisa/Gizela","Mario Amos/Salma",0,,,,,"",,6,"Latrina tradicional melhorada",2,1,0,"08_07_1162"
"ZCA3036",3036,"5/11/2016","1/0/1900",25.94165,32.58835,"52-43",2,,"",,,,,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",999,999,0,0,"Sumeya/Anabela","J/Salma",0,,,,,"",,4,"",1,0,0,"08_07_1163"
"ZCA3037",3037,"5/5/2016","1/0/1900",25.945,32.57927,"51-29",2,,"A laje da latrina esta partida",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,999,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,"",,1,"",1,0,0,"08_07_1164"
"ZCA3039",3039,"5/3/2016","1/0/1900",25.94148,32.58819,"031-43",2,,"",,,,,2016-05-03,"15:30:00",2016-05-03,"18:00:00",2016-05-04,"18:00:00",999,0,0,0,"Gizela/Sumeya","Mario Amos",0,,,,,"",,1,"",1,0,0,"08_07_1165"
"ZCB2029",2029,"5/19/2016","1/0/1900",25.9441,32.56049,"072-43",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,4,"",2,0,0,"08_07_1166"
"ZCB2030",2030,"5/6/2016","1/0/1900",25.94731,32.55198,"043-43",1,,"",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,999,0,0,"Eloisa/Gizela","J/Mario Amos",0,,,,,"",,4,"",2,1,1,"08_07_1167"
