"number","formid","form.hh_dd","form.neighbor","X_h_location_latitude","X_h_location_longitude","X_h_location_altitude","X_h_location_precision","form.hh_gps_device","form.hh_gps_id","form.hh_waypoint","form.hh_q17d","form.hh_q17d_other","form.hh_q18","username","caseid","case_name","h_f_weekly","h_UID"
533,"87c48f0b-ca01-4dfc-be5a-5586a0792cf3","2016-03-24 09:49:00","Shiabu","5.53289365","-0.25728959","27.0","5.0","Yes","0718",718,3,,"3","test",,,0,"03_0533"
534,"7f204960-8971-4cfc-ba5a-6c20497684b0","2016-03-22 11:35:00","Shiabu","5.523884023368229","-0.2577523585914969","33.64","4.0","Yes","016",16,1,,"3","test",,,0,"03_0534"
535,"8136e788-bd2f-45fd-bde0-8b52206ba7da","2016-03-22 11:47:00","Shiabu","5.52304979","-0.25742756","27.0","20.0","Yes","056",56,9,,"3","test",,,0,"03_0535"
536,"7d68ef27-d1da-4194-a964-ae587f7261b9","2016-07-13 10:23:00","Kokomlemle","5.57679683","-0.20789283","65.0","20.0","Yes","SP1",4144,7,,"1","maggrey",,,0,"03_0536"
537,"86bfd559-9f7c-4027-a498-4f85ee70a4b7","2016-07-18 11:22:00","Kokomlemle","5.57255613","-0.21201892","40.0","5.0","Yes","SP10",71415,7,,"3","famponsah",,,0,"03_0537"
538,"7ad5a69d-e9df-4966-9ffe-e4ef3ef15f04","2016-07-21 10:45:00","Kokomlemle","5.5761452","-0.21342253","45.0","6.0","Yes","SP10",71430,7,,"2 3","famponsah",,,0,"03_0538"
539,"5c8223ac-b4c2-4a51-800f-ebe639e1196a","2016-07-21 10:50:00","Kokomlemle","5.5751776","-0.2132526","60.0","5.0","Yes","sp8",32421,7,,"2 3","slaryea",,,0,"03_0539"
540,"5cbc1eb9-7a6d-413f-b7cf-585184adf1a6","2016-04-26 12:00:00","Chorkor","5.528342830414196","-0.23851774039017626","29.77","4.0","Yes","SP1",4112,1,,"1","maggrey",,,0,"03_0540"
541,"5de11ed5-e596-4c46-896a-022405e22580","2016-07-20 11:07:00","Kokomlemle","5.57824942","-0.21516214","64.0","7.0","Yes","SP",62422,7,,"3","iselby",,,0,"03_0541"
542,"5f18429f-6422-4052-b957-107d5639a59f","2016-07-01 09:53:00","Ringway",,,,,"Yes","sp8",3238,7,,"2","slaryea",,,0,"03_0542"
543,"5a3379f6-3c16-4294-85de-6d9e4bd97b3b","2016-06-09 12:52:00","Adabraka","5.5649234","-0.21355126","36.0","5.0","Yes","SP10",7110,7,,"3","famponsah",,,0,"03_0543"
544,"63036e52-b6af-4a0c-a399-0efff2a8a37b","2016-04-27 11:44:00","Chorkor","5.52988589","-0.24846031","45.0","4.0","Yes","SP2",6216,7,,"3","iselby",,,0,"03_0544"
545,"66ce694d-201f-4476-a481-398f0efa46ba","2016-04-27 13:11:00","Chorkor","5.529171995046027","-0.23977498858058946","49.25","16.0","Yes","SP1",4119,7,,"1","maggrey",,,0,"03_0545"
546,"a3f9d95c-e203-40ee-bb18-33b13aec0548","2016-07-18 10:47:00","Kokomlemle","5.57119886","-0.21159373","58.0","12.0","Yes","sp4",12413,7,,"3","ethel",,,0,"03_0546"
547,"a3893f49-11f3-4d8c-b6ed-a7d316789fb1","2016-04-20 14:27:00","Shiabu","5.60821589","-0.20579718","24.0","10.0","Yes","11",12,3,,"2 3","test_2",,,0,"03_0547"
548,"a376e40a-a1d2-4af7-82fe-04bc6381b277","2016-07-18 10:43:00","Kokomlemle","5.57408902","-0.21172828","36.0","5.0","Yes","sp8",32403,7,,"2","slaryea",,,0,"03_0548"
549,"a48c9e2a-30e1-4d1a-bbdd-7ae239490aa4","2016-03-21 11:47:00","Shiabu","5.52463192","-0.25429874","9.0","12.0","No",,,1,,"1","test",,,0,"03_0549"
550,"a32c7901-8714-4b2a-84f1-0261321f1be8","2016-07-01 08:55:00","Ringway","5.565720391948405","-0.18782962693286248","56.05","4.0","Yes","sp8",3233,7,,"2","slaryea",,,0,"03_0550"
551,"ab3fd544-a50c-4a8c-8e9c-680d08b35c1c","2016-03-23 11:01:00","Shiabu",,,,,"Yes","0710",710,6,,"2 3","test",,,0,"03_0551"
552,"abac14a3-aca5-464b-b3d2-b23a72ab2e74","2016-04-25 13:29:00","Chorkor","5.526376045893588","-0.2509663482612196","46.09","4.0","Yes","sp8",326,1,,"3","slaryea",,,0,"03_0552"
553,"a7c93258-0c2a-47be-90ef-44385565337f","2016-07-06 09:04:00","Ringway","5.56530726","-0.1837323","53.0","3.0","Yes","SP3",62311,7,,"3","iselby",,,0,"03_0553"
554,"a7e547cf-304a-40db-83b8-0ed3f9b9a7de","2016-04-28 11:22:00","Chorkor","5.532506799726139","-0.24200187421717648","44.29","6.0","Yes","SP1",4123,7,,"1","maggrey",,,0,"03_0554"
555,"b0d52ecc-3881-4b9d-98c9-1e36d34c6c9b","2016-07-18 10:26:00","Kokomlemle","5.57407317","-0.20563953","59.0","5.0","Yes","SP5",51414,3,,"1","reginald",,,0,"03_0555"
556,"a056a839-957c-40f5-a7ac-16f49b311084","2016-07-08 21:55:00","Ringway","5.56152001","-0.18402228","40.0","29.0","Yes","sp8",32325,7,,"1","betty",,,0,"03_0556"
557,"a678cb92-325d-4b15-b237-c0bd035fd3f8","2016-07-13 10:20:00","Kokomlemle","5.57766912","-0.20555194","68.0","5.0","Yes","SP3",6243,7,,"2","iselby",,,0,"03_0557"
558,"ae81536a-6a9d-4774-837b-08a9ab34a78f","2016-04-28 11:23:00","Chorkor","5.53034908","-0.24976259","51.0","3.0","Yes","sp7",1225,1,,"3","ethel",,,0,"03_0558"
559,"92c7bb21-ad08-4493-adc9-24d4baf73507","2016-07-01 09:43:00","Ringway","5.5668998","-0.1848179","0.0","74.0","Yes","sp4",12308,7,,"2 3","ethel",,,0,"03_0559"
560,"993b0f64-1a80-408d-911e-fbb19023d9b3","2016-07-06 10:20:00","Ringway","5.56190307","-0.18452841","58.0","5.0","Yes","sp8",32319,1,,"3","betty",,,0,"03_0560"
561,"9a18ded2-764b-4625-9d1a-88241a1ae95b","2016-06-17 10:54:00","Adabraka","5.56000408","-0.21440259","40.0","5.0","Yes","sp3",12203,7,,"1","ethel",,,0,"03_0561"
562,"977a707c-4a39-40b5-8bb4-9b8bc0224ee5","2016-07-01 09:31:00","Ringway",,,,,"Yes","sp8",3236,7,,"2","slaryea",,,0,"03_0562"
563,"9c1d5e37-16fd-4641-b1bd-385cd497cf1d","2016-06-08 10:47:00","Adabraka","5.56194162","-0.21115678","6.0","11.0","Yes","SP5",5123,7,,"1","reginald",,,0,"03_0563"
564,"8fe93b0c-d703-4781-a4e6-a2e388a26044","2016-07-06 09:09:00","Ringway","5.56432188","-0.18465078","50.0","15.0","Yes","sp4",12313,7,,"2 3","ethel",,,0,"03_0564"
565,"9085fe6f-2d57-419f-8a00-f8c13d2092e2","2016-04-25 11:24:00","Chorkor","5.52558499","-0.24637151","44.0","4.0","Yes","SP2",621,1,,"2 3","iselby",,,0,"03_0565"
566,"9d6135aa-ee28-4ccf-9173-5483e5d6d084","2016-07-13 10:52:00","Kokomlemle","5.57878118","-0.20633581","65.0","4.0","Yes","SP1",4149,7,,"3","maggrey",,,0,"03_0566"
567,"9d4d0098-4d2c-4616-bffe-944ede30ee14","2016-06-10 11:05:00","Adabraka","5.56176687","-0.21041372","45.0","9.0","Yes","SP5",5128,1,,"3","reginald",,,0,"03_0567"
568,"9de3dc07-daea-4147-8a22-03568561d405","2016-03-24 11:36:00","Shiabu","5.53563903","-0.2568017","16.0","6.0","Yes","H0523",523,9,,"3","test",,,0,"03_0568"
569,"b752aa2a-b319-407c-937d-3f77bd9b41c9","2016-07-18 10:44:00","Kokomlemle","5.57567077","-0.20445658","52.0","21.0","Yes","SP3",62414,1,,"3","iselby",,,0,"03_0569"
570,"b6468806-cf74-4a36-a2a4-e00121c2d439","2016-03-22 11:48:00","Shiabu",,,,,"No",,,7,,"2","test",,,0,"03_0570"
571,"b3c539d4-38de-4167-b020-da81d8e808f0","2016-07-20 11:23:00","Kokomlemle","5.57873354","-0.21353801","47.0","38.0","Yes","sp8",32415,7,,"1","slaryea",,,0,"03_0571"
572,"b308c448-7627-430a-b877-0b418760d1a3","2016-03-23 11:41:00","Shiabu","5.53153309","-0.25275097","28.0","8.0","Yes","0412",412,1,,"3","test",,,0,"03_0572"
573,"bc806de6-5478-451e-a380-474a507ee055","2016-07-21 10:15:00","Kokomlemle","5.57483136","-0.21209424","65.0","57.0","Yes","sp8",32418,7,,"2","slaryea",,,0,"03_0573"
574,"bc3ec8df-c888-4d1b-8f5d-869b979e15b8","2016-07-06 09:37:00","Ringway","5.56568935","-0.18427244","40.0","5.0","Yes","SP3",62314,7,,"1","iselby",,,0,"03_0574"
575,"e372e01d-ef10-45ef-81ca-ac8f52a4499d","2016-06-09 13:25:00","Adabraka","5.56529661","-0.21291073","40.0","4.0","Yes","SP3",62213,5,,"2","iselby",,,0,"03_0575"
576,"e5c5f954-384f-43f8-9d5f-7fbe1171b2d8","2016-04-28 12:01:00","Chorkor","5.5304125797165185","-0.24582906540835783","39.83","4.0","Yes","SP1",4125,1,,"1","maggrey",,,0,"03_0576"
577,"dd29089e-bc79-4d5b-8dd9-f2ffaac1636c","2016-07-06 09:48:00","Ringway","5.56442569","-0.18359174","53.0","10.0","Yes","SP1",41317,7,,"1","maggrey",,,0,"03_0577"
578,"e171009e-7a4e-43b1-a93e-9c1f3f3940f1","2016-07-18 11:04:00","Kokomlemle","5.57389121","-0.21122531","57.0","5.0","Yes","sp8",32405,7,,"1","slaryea",,,0,"03_0578"
579,"db324072-0a39-4385-9eaf-09f8ae4e7347","2016-06-09 12:31:00","Adabraka","5.56473323","-0.21318519","41.0","4.0","Yes","SP10",7129,7,,"2 3","famponsah",,,0,"03_0579"
580,"db2e1588-0938-459c-92b5-7b51ae328a53","2016-04-26 10:38:00","Chorkor","5.528140956294303","-0.24501051666550963","52.07","6.0","Yes","sp8",328,7,,"1","slaryea",,,0,"03_0580"
581,"daeeca32-96ef-489c-b39e-b447104c2fbe","2016-03-24 11:22:00","Shiabu","5.5310065","-0.2530107","0.0","1568.0","Yes","0724",25643,6,,"3","test",,,0,"03_0581"
582,"d8e657d4-f3a0-422f-81fb-3bb8a6e608dd","2016-03-24 11:54:00","Shiabu","5.53203335","-0.25303146","96.0","3.0","Yes","0424",424,4,,"2 3","test",,,0,"03_0582"
583,"dc0e7be6-8d53-4bc1-9f71-929414133bd9","2016-03-24 10:44:00","Shiabu","5.5325587","-0.25681636","44.0","15.0","Yes","0618",618,1,,"1","test",,,0,"03_0583"
584,"dc4c7a17-e69a-4792-9fcc-21c520a4eb3a","2016-03-22 11:26:00","Shiabu","5.524154411385365","-0.25723594431157076","25.62","16.0","Yes","015",15,1,,"3","test",,,0,"03_0584"
585,"e93d6f6a-c148-4328-903a-38a700c5c214","2016-04-28 10:17:00","Chorkor",,,,,"Yes","sp3",8122,7,,"1","annabel",,,0,"03_0585"
586,"e6eb184e-e475-4d0f-8262-9657016e40a0","2016-04-20 15:12:00","Shiabu",,,,,"No",,,5,,"1 2 3 4 5","test_2",,,0,"03_0586"
587,"ea8ac55b-a3a8-4e4a-a51c-ca9cf3ea825f","2016-07-01 08:54:00","Ringway","5.56764132","-0.18800771","96.0","7.0","Yes","sp4",12304,7,,"2","ethel",,,0,"03_0587"
588,"eae460fb-5b12-4014-b6a5-7f3ca5dafd6f","2016-06-17 11:32:00","Adabraka","5.5599983","-0.21435693","37.0","13.0","Yes","sp8",32229,7,,"2","famponsah",,,0,"03_0588"
589,"de91ebd9-cebb-4058-92e7-078f897d9e77","2016-07-06 09:58:00","Ringway","5.56396771","-0.1833452","44.0","5.0","Yes","sp4",12320,7,,"3","ethel",,,0,"03_0589"
590,"dcd5e732-c610-4c89-ad96-8c0a4afd4d16","2016-04-26 10:56:00","Chorkor","5.52718736","-0.2424042","21.0","5.0","Yes","SP10",719,7,,"2 3","famponsah",,,0,"03_0590"
591,"e28f9c26-44a4-4131-935d-5b42a3508dd0","2016-04-26 11:02:00","Chorkor","5.52790414","-0.24207614","33.0","9.0","Yes","SP5",5110,1,,"3","reginald",,,0,"03_0591"
592,"dceac228-831e-4513-9187-352d29147519","2016-03-23 12:58:00","Shiabu","5.531308147701552","-0.2521714339605928","32.88","4.0","Yes","036",36,7,,"1","test",,,0,"03_0592"
593,"d37559eb-8044-4b1b-a9d8-479f3d854694","2016-07-13 10:12:00","Kokomlemle","5.57627511","-0.20802737","58.0","6.0","Yes","SP1",4142,7,,"3","maggrey",,,0,"03_0593"
594,"d40e24cc-d1c9-4b44-9c95-779830b03e3f","2016-04-27 11:08:00","Chorkor","5.528225073096868","-0.24366561315476004","31.18","8.0","Yes","SP1",4113,7,,"3","maggrey",,,0,"03_0594"
595,"d6528baf-568f-4191-bc6f-2c195d332134","2016-04-26 11:22:00","Chorkor","5.52731013","-0.24032719","35.0","5.0","Yes","SP10",7110,7,,"2 3","famponsah",,,0,"03_0595"
596,"d1aba017-090a-44b8-af56-282b320fb4f8","2016-03-21 12:08:00","Shiabu","5.523551020942707","-0.2543837703727126","21.79","6.0","No",,,6,,"1","test",,,0,"03_0596"
597,"d04319d0-139b-41b7-9568-2c94569f7a97","2016-07-13 10:31:00","Kokomlemle","5.57798566","-0.20503827","63.0","5.0","Yes","SP3",6244,88,"Biofill","3","iselby",,,0,"03_0597"
598,"cd183674-8002-4217-b900-9b4426370a54","2016-07-13 11:18:00","Kokomlemle","5.5790532","-0.2047913","0.0","26.0","Yes","SP1",5144,4,,"3","reginald",,,0,"03_0598"
599,"cd018ba4-d5a8-4a00-89d8-df5f58fa41cd","2016-07-18 11:06:00","Kokomlemle","5.57249633","-0.21180832","45.0","5.0","Yes","SP10",71414,7,,"2 3","famponsah",,,0,"03_0599"
600,"d73f1e39-de15-4e71-9cc4-3a2add91ac7a","2016-06-09 12:29:00","Adabraka","5.566879136884749","-0.21381450026452728","45.24","12.0","Yes","sp8",32210,7,,"2","slaryea",,,0,"03_0600"
601,"c479028a-bed6-44f2-b8ef-0b62ed38abbb","2016-06-09 13:39:00","Adabraka","5.56575037","-0.21360216","44.0","4.0","Yes","SP3",62214,7,,"3","iselby",,,0,"03_0601"
602,"c49c573d-56ff-4cb1-973d-f616b1e6baf9","2016-03-23 11:23:00","Shiabu",,,,,"Yes","O711",711,7,,"2 3","test",,,0,"03_0602"
603,"bef0b25d-6173-4c3d-9e06-2fdae128bd93","2016-06-09 14:05:00","Adabraka","5.5649531","-0.2138226","0.0","25.0","Yes","SP10",71214,1,,"2 3","famponsah",,,0,"03_0603"
604,"c2fba68a-7bc3-432b-a6d7-2bf890dbfb52","2016-06-08 10:15:00","Adabraka","5.56245984","-0.21281284","48.0","3.0","Yes","SP 10",711,7,,"3","famponsah",,,0,"03_0604"
605,"c3c645ce-899b-4d7b-9956-74a3fe870645","2016-03-22 10:31:00","Shiabu","5.52341105","-0.25632276","28.0","20.0","Yes","042",42,1,,"3","test",,,0,"03_0605"
606,"bdd325bc-4748-4842-bb6b-92ffc87a5f8d","2016-04-25 12:24:00","Chorkor",,,,,"Yes","sp3",816,1,,"3","annabel",,,0,"03_0606"
607,"c77e3e8e-c74f-419a-955e-70fe00f6b8eb","2016-04-27 11:40:00","Chorkor",,,,,"Yes","sp3",8116,7,,"2 3","annabel",,,0,"03_0607"
608,"c87c26a1-044c-4798-9e77-a7401c373916","2016-07-13 10:19:00","Kokomlemle","5.57751424","-0.20965936","77.0","36.0","Yes","sp4",12403,7,,"1","ethel",,,0,"03_0608"
609,"c6e9a0ec-3e2e-44dc-91c5-8b23cf4ba075","2016-03-21 11:18:00","Shiabu","5.525579915902226","-0.255092003176862","44.88","4.0","No",,,5,,"3","test",,,0,"03_0609"
610,"ec35f816-a5d8-4ef3-9282-4c84881ecc37","2016-07-21 11:01:00","Kokomlemle","5.57774696","-0.21491397","90.0","23.0","Yes","SP10",71431,7,,"1","famponsah",,,0,"03_0610"
611,"ee671ee7-d1a1-4abd-abb5-6930685e9475","2016-04-20 14:25:00","Shiabu","5.608355533317271","-0.20580930767524824","42.17","8.0","Yes","et123",12,1,,"3 4","test_2",,,0,"03_0611"
612,"ef16de95-ae4f-4443-810b-4d79353f6bf9","2016-04-26 11:46:00","Chorkor","5.52731181","-0.23963943","33.0","5.0","Yes","SP10",7111,1,,"3","famponsah",,,0,"03_0612"
613,"ef0c611a-fe0d-45d2-b9d1-aac24d7ed29f","2016-03-24 11:08:00","Shiabu","5.5325272","-0.25504926","46.0","6.0","Yes","0420",420,1,,"3","test",,,0,"03_0613"
614,"ecffc045-f3d6-4f4a-badd-35cab5a24e51","2016-06-09 11:53:00","Adabraka","5.56543265","-0.21328335","54.0","5.0","Yes","SP3",6229,7,,"3","iselby",,,0,"03_0614"
615,"ef4a9255-5e2e-40a8-9269-f49fb650b2b9","2016-07-13 10:05:00","Kokomlemle","5.57703336","-0.20850065","55.0","5.0","Yes","SP13",7142,7,,"1","famponsah",,,0,"03_0615"
616,"f0300832-b8a8-46c9-9c3c-08737c9e7b1d","2016-04-25 12:36:00","Chorkor","5.52629051","-0.24539214","39.0","5.0","Yes","SP2",623,1,,"3","iselby",,,0,"03_0616"
617,"29cd8e0b-a066-4ac4-81d7-5beee832ded0","2016-06-09 11:19:00","Adabraka","5.56460890931349","-0.21143783692876666","5.84","192.0","Yes","SP1",4128,7,,"1","maggrey",,,0,"03_0617"
618,"4afb48eb-7e83-4b9d-8f1e-ef5b1243b0ce","2016-07-18 10:52:00","Kokomlemle","5.57455776","-0.20498086","36.0","16.0","Yes","SP1",41413,7,,"3","maggrey",,,0,"03_0618"
619,"4b62ae81-7d37-4492-8daa-099898100e9a","2016-04-22 11:02:00","Shiabu","5.608195835149152","-0.20576035760866812","29.71","64.0","Yes","sp4",478,1,,"4","test_2",,,0,"03_0619"
620,"4e79d17f-6f7d-49b2-bfd8-a8de0e49eb25","2016-07-01 09:29:00","Ringway","5.5662818","-0.187789","0.0","58.0","Yes","SP10",71304,7,,"2 3","famponsah",,,0,"03_0620"
621,"4f784cae-0816-4134-9bfe-2ddc2f556287","2016-04-28 10:30:00","Chorkor","5.53044828","-0.24289305","45.0","4.0","Yes","SP10",7121,7,,"2 3","famponsah",,,0,"03_0621"
622,"54d52463-be59-43ee-844c-74653b621ae6","2016-03-24 10:38:00","Shiabu","5.53350499","-0.2537402","30.0","13.0","Yes","0418",418,1,,"3","test",,,0,"03_0622"
623,"52b592fa-ed19-4664-bf1c-7f7bb9f307ba","2016-07-21 11:19:00","Kokomlemle","5.57844574","-0.21573763","32.0","6.0","Yes","SP4",41431,7,,"1","maggrey",,,0,"03_0623"
624,"2be75a51-ac1a-48c4-b245-92be5d36cdb6","2016-06-09 13:06:00","Adabraka","5.56672209986199","-0.21452061894312527","45.05","24.0","Yes","sp8",32213,7,,"2","slaryea",,,0,"03_0624"
625,"2e4729ed-b2c0-4b88-9d53-146b3063a851","2016-03-21 11:46:00","Shiabu",,,,,"No",,,1,,"3","test",,,0,"03_0625"
626,"362ccf2d-1115-492b-8e62-9dad7c7ce496","2016-03-22 11:55:00","Shiabu",,,,,"Yes","048",48,1,,"3","test",,,0,"03_0626"
627,"36e69f6f-c117-4826-ac43-e9c36994c91e","2016-03-22 10:23:00","Shiabu","5.52320687","-0.25670133","43.0","10.0","Yes","051",51,9,,"3","test",,,0,"03_0627"
628,"2b542e2d-23d3-4dad-b7b1-bda7d6659e1c","2016-07-01 08:31:00","Ringway","5.56709349","-0.18824964","80.0","5.0","Yes","012301",12301,7,,"2","ethel",,,0,"03_0628"
629,"2b380e7a-5423-4ce2-91e6-ab4673f66dd8","2016-03-23 11:30:00","Shiabu","5.528617349235239","-0.256261657043039","26.27","6.0","Yes","014",14,1,,"3","test",,,0,"03_0629"
630,"0bafff01-2ad7-4908-9f6f-1c9a9cbacef8","2016-07-13 11:02:00","Kokomlemle","5.57871186","-0.20475437","55.0","5.0","Yes","SP3",6247,7,,"1","iselby",,,0,"03_0630"
631,"08ce8fb9-ce89-46c8-9244-538fddbeafd7","2016-04-26 10:08:00","Chorkor",,,,,"Yes","sp3",818,7,,"2 3","annabel",,,0,"03_0631"
632,"092b701b-e37c-4792-bf8b-dd16e200e279","2016-04-26 10:32:00","Chorkor",,,,,"Yes","sp3",819,1,,"3","annabel",,,0,"03_0632"
633,"08031960-94f7-467e-9463-c62d4ef2c6c7","2016-07-06 09:52:00","Ringway","5.56556285","-0.18362211","54.0","5.0","Yes","SP3",62315,7,,"3","iselby",,,0,"03_0633"
634,"0fdbcb61-14e5-4ac5-a17c-f540154c21eb","2016-03-22 10:45:00","Shiabu","5.52352393","-0.25601785","40.0","7.0","Yes","043",43,1,,"3","test",,,0,"03_0634"
635,"0fd412ca-e05a-4c7c-98e7-83bd452a0d73","2016-07-01 09:56:00","Ringway",,,,,"Yes","sp8",3239,7,,"2","slaryea",,,0,"03_0635"
636,"10fe1a5f-c465-4146-868e-09a0947ded5d","2016-04-25 13:22:00","Chorkor","5.526748763906501","-0.23834200926592622","30.58","6.0","Yes","SP1",415,1,,"3","maggrey",,,0,"03_0636"
637,"0364bcab-67d9-4a79-a0b7-4d5d24bbdad0","2016-06-20 10:40:00","Adabraka","5.55749576","-0.21358191","26.0","3.0","Yes","sp3",12210,7,,"2 3","ethel",,,0,"03_0637"
638,"03748cc4-be6a-4b27-8dca-83fc4b0cbd15","2016-04-26 11:41:00","Chorkor",,,,,"Yes","sp3",8112,1,,"3","annabel",,,0,"03_0638"
639,"0565b438-2750-457d-8f3e-f02ec8433fb2","2016-04-26 11:21:00","Chorkor","5.5278384329197205","-0.2488734701906414","44.42","4.0","Yes","sp8",3210,7,,"3","slaryea",,,0,"03_0639"
640,"12be7ec3-4dd1-4d79-ac9a-1cedbf221850","2016-06-10 12:15:00","Adabraka","5.56414832","-0.20904895","54.0","5.0","Yes","SP3",62220,7,,"2 3","iselby",,,0,"03_0640"
641,"1402eb01-dfdf-43b0-8bc7-e9f1699993ae","2016-07-06 10:22:00","Ringway","5.56346906","-0.18397492","43.0","5.0","Yes","SP10",71319,7,,"3","famponsah",,,0,"03_0641"
642,"1453aba2-2ed2-460c-a93c-cbb603719485","2016-06-17 12:07:00","Adabraka","5.56204031","-0.21508171","39.0","7.0","Yes","sp3",12208,7,,"2 3","iselby",,,0,"03_0642"
643,"1d2ff9da-ac31-4025-86be-b7c3b60c66bb","2016-07-20 12:11:00","Kokomlemle","5.57738676","-0.21365753","52.0","12.0","Yes","SP3",62423,7,,"2 3","iselby",,,0,"03_0643"
644,"16ad6fd5-68ee-4336-99bb-2022ab53397b","2016-07-01 10:02:00","Ringway","5.56873796","-0.1873198","64.0","5.0","Yes","SP3",6237,7,,"3","iselby",,,0,"03_0644"
645,"199fa79b-ec1d-4688-9bd5-4449b731be8e","2016-04-27 12:30:00","Chorkor","5.52848002","-0.25088437","18.0","5.0","Yes","SP4",2218,7,,"2 3","betty",,,0,"03_0645"
646,"18151f58-d62a-4497-b4af-4b1d6b4511ef","2016-07-21 10:28:00","Kokomlemle","5.57555977","-0.2147074","27.0","5.0","Yes","SP3",62427,7,,"3","iselby",,,0,"03_0646"
647,"1eef73a5-3a16-404d-91af-a1a028bbcbc4","2016-07-01 08:46:00","Ringway","5.5665075","-0.1887226","0.0","75.0","Yes","sp4",12303,7,,"2 3","ethel",,,0,"03_0647"
648,"206781a1-eda1-498f-a600-a1dd46eefa64","2016-03-21 11:29:00","Shiabu","5.525483036903663","-0.25497715440870367","31.01","6.0","No",,,1,,"3","test",,,0,"03_0648"
649,"1fcab4d0-dbbd-4fbe-baab-80bae13a16d2","2016-04-27 11:34:00","Chorkor","5.52906304","-0.24289407","26.0","4.0","Yes","SP10",7115,7,,"3","famponsah",,,0,"03_0649"
650,"218d8bd5-b426-423c-8094-03d198688a66","2016-03-22 10:51:00","Shiabu","5.525098746090282","-0.2575753984981109","32.98","6.0","Yes","011",11,1,,"3","test",,,0,"03_0650"
651,"2301ea9a-7914-4859-a0d6-78b5ccaa69ce","2016-04-27 11:28:00","Chorkor","5.5282344838193245","-0.24272527458651677","38.64","8.0","Yes","SP1",4114,1,,"1","maggrey",,,0,"03_0651"
652,"431b18b7-e86f-46cb-a8c8-f4c172eb43ad","2016-03-23 11:32:00","Shiabu","5.530130723867021","-0.2523528671416125","61.1","64.0","Yes","032",32,3,,"1 3","test",,,0,"03_0652"
653,"3a3fa906-e5e8-49ff-90a3-65d75f92229d","2016-04-20 14:25:00","Shiabu","5.60823309","-0.20575521","25.0","10.0","Yes","bc",1,4,,"2","test_2",,,0,"03_0653"
654,"3bed8cf9-532a-4fb5-9b35-9a16b1b6cf20","2016-04-28 10:56:00","Chorkor",,,,,"Yes","sp3",8124,3,,"1","annabel",,,0,"03_0654"
655,"3c160d4f-4f1b-4587-98cc-d367ee7adb38","2016-07-06 09:43:00","Ringway","5.56460293","-0.18368636","51.0","4.0","Yes","SP1",41316,7,,"1","maggrey",,,0,"03_0655"
656,"3f9adc64-0cfa-4944-867b-c87cef478535","2016-06-17 11:42:00","Adabraka","5.56090506","-0.21599192","34.0","12.0","Yes","SP5",51221,7,,"1","maggrey",,,0,"03_0656"
657,"3e39584d-7dd9-45c9-8864-1c841e011f4f","2016-04-25 11:18:00","Chorkor","5.5266518154741355","-0.23874669654813366","32.59","4.0","Yes","SP1",412,1,,"3","maggrey",,,0,"03_0657"
658,"3e0d3525-c402-48b8-9921-ae9d3a299376","2016-07-08 21:41:00","Ringway","5.56141522","-0.1843686","56.0","9.0","Yes","Sp8",32323,7,,"1","betty",,,0,"03_0658"
659,"3f1d48ef-71da-460d-b801-b171180f3a71","2016-04-28 10:24:00","Chorkor","5.52967062","-0.24787679","54.0","9.0","Yes","SP4",2222,7,,"2 3","betty",,,0,"03_0659"
660,"452139c2-6baf-48a3-b6a0-886e050c37e7","2016-03-24 11:48:00","Shiabu","5.53641497","-0.25762688","25.0","5.0","Yes","H0525",525,7,,"3","test",,,0,"03_0660"
662,"47740e41-9866-48f7-b2ce-d083ed28c722","2016-04-26 10:32:00","Chorkor","5.52724002","-0.24564217","28.0","5.0","Yes","sp7",128,1,,"3","ethel",,,0,"03_0662"
663,"482a549a-1ce0-4235-8566-18370ea9d898","2016-07-18 11:27:00","Kokomlemle","5.57121111","-0.21215472","53.0","18.0","Yes","sp4",12418,7,,"2 3","ethel",,,0,"03_0663"
664,"3b0c1319-adc4-4226-bf9e-9b547beff190","2016-06-10 12:35:00","Adabraka","5.56358429","-0.20841988","50.0","8.0","Yes","SP10",71220,7,,"2 3","famponsah",,,0,"03_0664"
665,"3928c7bd-7375-49b6-9dc5-f9e8caef0629","2016-07-06 09:12:00","Ringway","5.56564821","-0.18377774","46.0","5.0","Yes","SP3",62312,7,,"3","iselby",,,0,"03_0665"
666,"49699b1f-3e81-45ca-90c7-b37e75a75669","2016-07-18 11:01:00","Kokomlemle","5.57442703","-0.20571692","50.0","5.0","Yes","SP1",41415,7,,"3","maggrey",,,0,"03_0666"
667,"595e313d-b7bf-4f30-91b8-d854849ccfe4","2016-04-26 11:38:00","Chorkor","5.527479411138613","-0.25067793610883016","37.29","4.0","Yes","sp8",3211,7,,"3","slaryea",,,0,"03_0667"
668,"f363f475-0a6a-499a-ac01-88e420cf880a","2016-07-01 09:52:00","Ringway","5.56688628","-0.18526475","38.0","11.0","Yes","sp4",12309,7,,"2 3","ethel",,,0,"03_0668"
669,"f2026f83-579f-4bfc-ae2d-1e3c2f0681a9","2016-07-01 08:45:00","Ringway","5.569518","-0.1871221","0.0","43.37","Yes","SP3",6232,7,,"3","iselby",,,0,"03_0669"
