"number","formid","form.hh_dd","form.neighbor","X_h_location_latitude","X_h_location_longitude","X_h_location_altitude","X_h_location_precision","form.hh_gps_device","form.hh_gps_id","form.hh_waypoint","form.hh_q17d","form.hh_q17d_other","form.hh_q18","username","caseid","case_name","h_f_weekly","h_UID"
811,"60e3faba-34ab-4296-89c9-9d55ed145de0","2016-04-20 14:28:00","Shiabu","5.6083057","-0.20572792","28.0","13.0","Yes","7",84648,3,,"5","test_2",,,0,"03_0811"
812,"61a7abac-0463-410f-9b29-3e4e44758f89","2016-06-10 11:40:00","Adabraka","5.56280004","-0.21038735","50.0","5.0","Yes","SP10",71216,1,,"3","famponsah",,,0,"03_0812"
813,"61aad0b6-6960-419b-b185-94c050c71cf0","2016-06-17 12:14:00","Adabraka","5.56114101","-0.21597213","29.0","6.0","Yes","SP5",51223,7,,"1","maggrey",,,0,"03_0813"
814,"61d67bed-9a15-4765-86e7-596e44b5eb3b","2016-07-01 09:17:00","Ringway","5.5673408","-0.1852687","0.0","58.0","Yes","sp4",12306,1,,"3","ethel",,,0,"03_0814"
815,"6202296e-4782-44b2-983b-8c426fe56c37","2016-03-22 11:29:00","Shiabu",,,,,"Yes","046",46,1,,"3","test",,,0,"03_0815"
816,"6f6d7229-ddf8-48e2-a330-e7ea5808303a","2016-03-23 11:47:00","Shiabu",,,,,"Yes","0413",413,4,,"2 3","test",,,0,"03_0816"
817,"7022fb83-6aef-404c-bf71-4f378fc46168","2016-07-06 09:19:00","Ringway","5.56218598","-0.18339379","77.0","6.0","Yes","sp8",32312,7,,"1","betty",,,0,"03_0817"
818,"bbb0c397-a4b7-48bf-bc77-061c968d9bab","2016-07-13 10:46:00","Kokomlemle","5.57829398","-0.20521161","53.0","5.0","Yes","06245",6245,1,,"3","iselby",,,0,"03_0818"
819,"f05865c3-8039-4ad2-b268-967feb5e1eb9","2016-07-13 10:13:00","Kokomlemle","5.57764148","-0.20553171","61.0","4.0","Yes","SP3",6242,7,,"3","iselby",,,0,"03_0819"
820,"ef7a7274-aa9a-49b9-ab11-57f471ab3b9c","2016-03-23 10:41:00","Shiabu","5.528562045665661","-0.25500385572023176","15.6","4.0","Yes","010",10,1,,"3","test",,,0,"03_0820"
821,"fe36ee08-f1c9-4e89-b762-30dff420d1b0","2016-07-13 10:29:00","Kokomlemle","5.57712162","-0.20809662","83.0","5.0","Yes","SP10",7144,7,,"2 3","famponsah",,,0,"03_0821"
822,"f6005201-7d22-4436-9787-0f0e25f4e0a0","2016-07-01 09:45:00","Ringway","5.56644201","-0.18456813","45.0","9.0","Yes","SP1",4138,7,,"1","maggrey",,,0,"03_0822"
823,"f2320b0f-d320-44f7-ba49-c0c83c51e927","2016-07-21 10:30:00","Kokomlemle","5.57540591","-0.21297377","38.0","10.0","Yes","sp8",32419,7,,"2","slaryea",,,0,"03_0823"
824,"f3eca105-ccde-4952-a04d-f9c01f9accb3","2016-04-27 11:27:00","Chorkor","5.53020208","-0.24640644","39.0","5.0","Yes","SP2",6215,1,,"3","iselby",,,0,"03_0824"
826,"eafe5f17-9226-4ce7-ac4d-329f18747597","2016-07-01 10:15:00","Ringway","5.5685448","-0.1865039","0.0","33.0","Yes","SP3",6238,7,,"2 3","iselby",,,0,"03_0826"
827,"eb02a69c-7c8f-41bc-8396-c8435840d917","2016-06-08 11:30:00","Adabraka","5.56307595","-0.21105707","34.0","5.0","Yes","SP3",6226,7,,"1","iselby",,,0,"03_0827"
828,"eb843c07-8442-4e3c-8a35-95f23ea6f311","2016-06-10 11:53:00","Adabraka","5.56495838995284","-0.2109382556315546","5.81","8.0","Yes","sp8",32216,1,,"3","slaryea",,,0,"03_0828"
829,"f9ea13cb-1c31-48de-8461-26a3dd50270f","2016-07-06 10:34:00","Ringway","5.56380257","-0.18220403","64.0","5.0","Yes","SP1",41320,7,,"1","maggrey",,,0,"03_0829"
830,"fb3da6c6-bd51-4c38-8910-1b1376c8c546","2016-07-20 11:13:00","Kokomlemle","5.57859318","-0.21397025","63.0","5.0","Yes","SP10",71424,7,,"3","famponsah",,,0,"03_0830"
831,"fb8b3443-540d-4646-bfcf-3c87df96eda7","2016-03-23 10:22:00","Shiabu","5.53099068","-0.25259012","25.0","6.0","Yes","049",49,1,,"2 3","test",,,0,"03_0831"
832,"fa5f11a8-95ef-463d-aba9-298510687c5e","2016-07-13 10:38:00","Kokomlemle","5.57783049","-0.20778226","104.0","8.0","Yes","SP10",7145,7,,"3","famponsah",,,0,"03_0832"
833,"f00040e8-92f1-401d-8a8e-8ca61b5b9bba","2016-07-20 11:13:00","Kokomlemle","5.57916285","-0.21329934","42.0","19.0","Yes","sp8",32414,7,,"2 3","slaryea",,,0,"03_0833"
834,"f7f4d4e2-053b-4acf-b5bf-e5e8caaab9e2","2016-04-28 09:59:00","Chorkor",,,,,"Yes","sp3",8121,7,,"3","annabel",,,0,"03_0834"
835,"b98911cf-0db6-4f0f-8d2e-1e44dcacafa7","2016-07-01 09:46:00","Ringway","5.5689578","-0.1875286","0.0","27.0","Yes","SP3",6236,7,,"2","iselby",,,0,"03_0835"
836,"c19b157f-7dbe-4e4f-8b37-fcdfa3ad01a0","2016-07-21 10:06:00","Kokomlemle","5.57508328","-0.21351326","72.0","7.0","Yes","SP4",41426,7,,"1","maggrey",,,0,"03_0836"
837,"c6cac0a6-53d7-4a1e-86cf-22dd744f9be7","2016-04-28 09:39:00","Chorkor","5.53000647","-0.24437298","47.0","12.0","Yes","SP4",2220,7,,"1","betty",,,0,"03_0837"
838,"c33ef01b-b016-4866-b320-7d496f9c90b7","2016-07-06 10:36:00","Ringway","5.5630019","-0.18361308","71.0","5.0","Yes","SP10",71320,7,,"3","famponsah",,,0,"03_0838"
839,"be8f328e-805d-4e2d-abf2-60b0d56cc153","2016-04-26 11:07:00","Chorkor","5.52673565","-0.24766216","36.0","4.0","Yes","SP2",6210,1,,"3","iselby",,,0,"03_0839"
840,"bf591db9-7928-4bdb-af60-f8070da0e662","2016-06-09 12:41:00","Adabraka","5.56588734","-0.21230931","43.0","10.0","Yes","SP3",62212,7,,"2","iselby",,,0,"03_0840"
841,"c5db4a4c-f579-483f-8d4f-400b48205dad","2016-06-17 11:41:00","Adabraka","5.56005469","-0.21382171","42.0","9.0","Yes","sp8",32230,7,,"2","famponsah",,,0,"03_0841"
842,"b6fbce82-b32b-4788-9b8e-5fb5b4e4acb5","2016-04-25 12:11:00","Chorkor","5.5312848","-0.2481002","0.0","1527.0","Yes","SP4",224,7,,"2 3","betty",,,0,"03_0842"
843,"b8de63eb-49a2-4dac-a3d3-5eff73c82444","2016-07-18 11:03:00","Kokomlemle","5.57457857","-0.20617124","46.0","7.0","Yes","SP1",41416,7,,"3","maggrey",,,0,"03_0843"
