"col_gps_device","col_gps_device_id","col_gps_device_wp","col_gps_device_lat","col_gps_device_lon","col_ws_group","col_ws_container","col_ws_container_lid","col_b_group","col_b_source","col_b_source_other","col_b_container","col_b_container_lid","col_ww_group","col_ww_source","col_ww_source_other","col_ww_container","col_ww_container_lid","col_i_group","col_i_container","col_i_container_lid","meta.instanceID","X_parent_table_name","X_parent_index","col_p_type_ch","col_UID"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:7728d938-bd43-4866-bc77-75f5cf1cc245",,-1,"","01_33_1177"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:77cc6fa8-eb91-403b-b675-ee1ed7786b49",,-1,"","01_33_1178"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:a720c2f7-c5dd-485b-b8e7-6296702427f7",,-1,"","01_33_1179"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:fba017e1-70ab-4da9-8e07-f9d1a58de0d3",,-1,"","01_33_1180"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:4c23dc34-9002-43a1-88f5-53d7da88cc7f",,-1,"","01_33_1181"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:35dec0f2-e416-4408-a8c0-994bce96bd1d",,-1,"","01_33_1182"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:b6e133a2-b41a-4881-a1c3-7551b1a33785",,-1,"","01_33_1183"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:784f10f9-4185-4ddf-837f-7ede01170ed3",,-1,"","01_33_1184"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:5b186bb5-63c5-46d7-92a2-21b82553a41c",,-1,"","01_33_1185"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:5b544ab6-2069-43d3-822b-ae2216ff7e93",,-1,"","01_33_1186"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:5d14a62f-0049-487b-9600-a8b6f0b3f94c",,-1,"","01_33_1187"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:ad82cb9b-87a1-4540-9f8b-d1505f38b630",,-1,"","01_33_1188"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:e0d2095f-d7f9-4c4c-80c6-33c31b5b4eb8",,-1,"","01_33_1189"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:cb693450-7141-4c95-ace4-e9c178da934c",,-1,"","01_33_1190"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:d143ee04-ce57-48f6-b84c-9bc8c9008c74",,-1,"","01_33_1191"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:c919a7c7-f7d4-4a60-a6d2-937fff2ab34c",,-1,"","01_33_1192"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:bb9b85e4-b42f-48b9-99a2-515ef4031576",,-1,"","01_33_1193"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:7de8b452-2ab1-4476-8b61-1aaca79d8cc5",,-1,"","01_33_1194"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:f1d39f95-a166-4920-be2a-141570798b79",,-1,"","01_33_1195"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:0d3d88c4-1372-4f71-9828-77030747b3ed",,-1,"","01_33_1196"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:38f34197-d780-48d9-88d6-dd552219d418",,-1,"","01_33_1197"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:d4d328e5-050d-4478-a46b-24716106c5e4",,-1,"","01_33_1198"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:c8417d42-0510-440a-bcc4-32c72f492930",,-1,"","01_33_1199"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:a21da660-114d-45a7-9201-582a1f7bd070",,-1,"","01_33_1200"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:460f5347-749e-411c-9984-d8a0bd15bf5d",,-1,"","01_33_1201"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:a5fc8ecb-83a5-4aaa-80d6-f0090c648018",,-1,"","01_33_1202"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:0e58af0b-5489-4d82-9b0f-c704c67e5e3a",,-1,"","01_33_1203"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:a5934eea-788d-43b3-8a8f-2f18cb96091c",,-1,"","01_33_1204"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:4c209415-5b8e-4feb-828f-ae0f82e0f2e2",,-1,"","01_33_1205"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:a1fa3b20-6afa-41de-a2c7-d395a7ef63cf",,-1,"","01_33_1206"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:001566d1-6d96-430b-8f4e-172483620b9c",,-1,"","01_33_1207"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:9dcc2da1-544d-4866-a6d0-629df74083bb",,-1,"","01_33_1208"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:3d62d17d-ba56-455a-a964-3a1abfc4e262",,-1,"","01_33_1209"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:27d38c3f-52c9-4d30-989b-a38bc860c675",,-1,"","01_33_1210"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:1b5e736e-1c08-4fb5-989d-6fd42b0b90b7",,-1,"","01_33_1211"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:a0947c56-d436-419f-b9ac-d257b0fda678",,-1,"","01_33_1212"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:bbfbdc96-86ea-42aa-9d5f-8707e1900204",,-1,"","01_33_1213"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:d9962239-baef-4a8c-a46c-2bef78cc96c5",,-1,"","01_33_1214"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:2010ea34-77dd-461f-86ab-f53c05ce02e3",,-1,"","01_33_1215"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:842f53c4-bd83-4bc1-b816-2a99e1a94eb1",,-1,"","01_33_1216"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:94df5568-cde9-4df0-ab60-aa4c3b822127",,-1,"","01_33_1217"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:03a01133-e574-4f7c-ba5b-51f4aaa8fc5f",,-1,"","01_33_1218"
0,,,,,,,,,,"",,,,,,,,,1,1,"uuid:1e49516a-f46e-45e7-b493-7b7872f5c803",,-1,"","01_33_1219"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:ef584102-23c5-4150-892c-59e090ae7fef",,-1,"","01_08_1220"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:edc97389-fcb6-40ee-80fa-3bfb29f08d47",,-1,"","01_08_1221"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:30bd1feb-9d68-4749-905b-51b57ede79e6",,-1,"","01_08_1222"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:49f90c2e-7488-46b9-9c3b-ee72c6df0681",,-1,"","01_08_1223"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:38e5caa3-0539-4aa3-aaf2-c1a62249081a",,-1,"","01_08_1224"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:8e27827f-1415-4a4d-9817-033a9b6963d0",,-1,"","01_08_1225"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:b90bb075-5065-4940-9e6a-4e61f99c3f85",,-1,"","01_08_1226"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:995f97d9-c391-4351-8115-7b5b0173bbbc",,-1,"","01_08_1227"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:335c5762-5161-4723-b2cf-5830226f5f65",,-1,"","01_08_1228"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:65a5a6af-24df-4f5a-9456-7c3984357a4f",,-1,"","01_08_1229"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:793a4438-be2b-40f1-9a5d-3699e56a9668",,-1,"","01_08_1230"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:7feab6f5-c5a1-42c4-90ab-07331d5694ee",,-1,"","01_08_1231"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9b3d4caf-99f1-4bdf-ae08-836d9ba2a692",,-1,"","01_08_1232"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:80d5ff92-eac0-4ff3-8dd6-4be99e272840",,-1,"","01_08_1233"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:d08e4678-6d85-45fd-88a1-559b0bfc24ac",,-1,"","01_08_1234"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:2af86630-48d4-42f9-9645-90188de9c2b9",,-1,"","01_08_1235"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:b59a49fa-62ec-4316-b8a5-e8e8010b12e1",,-1,"","01_08_1236"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:2d442dcf-8abb-4e36-a387-ce08a9ac08ff",,-1,"","01_08_1237"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:404f495d-54c9-4417-b748-f1e9d0e44882",,-1,"","01_08_1238"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:b3bda15b-d652-41d6-a505-19ecf496c4db",,-1,"","01_08_1239"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:d01529d6-3ec7-4713-8148-2e697885acd9",,-1,"","01_08_1240"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:6681c126-430b-4348-bc46-630bf2b7bcac",,-1,"","01_08_1241"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:fa6420cd-d292-4122-b88e-2f464788a883",,-1,"","01_08_1242"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:12250385-fbbb-4160-843d-3e892ce0af97",,-1,"","01_08_1243"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:51908368-f008-4f4e-a007-cd168640e655",,-1,"","01_08_1244"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:fe0225c0-c9df-4305-84f5-6b3e2abdf556",,-1,"","01_08_1245"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:3a8e1860-ff74-4e93-b235-5dcd6e7a1b7a",,-1,"","01_08_1246"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:f8e5d12e-78dc-45ca-8cfa-ea9318afde1f",,-1,"","01_08_1247"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:2e43a3c4-4c94-4cdf-9f31-b3d320c0c7c5",,-1,"","01_08_1248"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:542765b6-0045-4298-9b06-8d854effee24",,-1,"","01_08_1249"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:a4be519a-0aaa-4f07-96fc-e7388b1ca9e3",,-1,"","01_08_1250"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:6e35773b-c4de-4b29-b143-a05c5ddf5dbf",,-1,"","01_08_1251"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9d8335e2-916b-450f-9e8e-830bae3bc144",,-1,"","01_08_1252"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:97ea2f44-f776-447f-a949-113aac4df4e2",,-1,"","01_08_1253"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:4aeb5da0-26bb-4ea0-be2c-9a3215482d0d",,-1,"","01_08_1254"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:f774cf4e-884d-4053-8da1-407e96d70b61",,-1,"","01_08_1255"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:3136e8fe-797a-47c5-9683-00a423cac4e3",,-1,"","01_08_1256"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:4aaec264-fc80-4c72-9290-dfbc1fa86284",,-1,"","01_08_1257"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:03259eb9-92ee-4181-94fe-17bca26fa339",,-1,"","01_08_1258"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:d21782fb-9b1b-413b-a32a-7f2df5430330",,-1,"","01_08_1259"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:aa7d62a0-51f2-4d57-a04e-fb31f45e107e",,-1,"","01_08_1260"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:26ee89b8-e05c-413f-b893-e90731a1ddb3",,-1,"","01_08_1261"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:0ffba171-9d23-40d6-b2e8-a3d5c4808b47",,-1,"","01_08_1262"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:7fab81b5-8a4b-4960-83ea-921466e8f29a",,-1,"","01_08_1263"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9a457a17-cd4c-4346-ab45-653b97af6c5e",,-1,"","01_08_1264"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:ef062551-90d1-4d2f-9519-37a859db5637",,-1,"","01_08_1265"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:53f83945-8a7e-44a0-bed5-9df14882fc9e",,-1,"","01_08_1266"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:7c8d0803-e638-4ec8-89f1-2243573ba6e5",,-1,"","01_08_1267"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9f7532f3-ea70-4e79-997c-fd21c4bce08f",,-1,"","01_08_1268"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:f27bbe15-71b4-43c7-81b4-f1c2d942db7b",,-1,"","01_08_1269"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:58237986-6675-4d8a-8689-61f08c6a1145",,-1,"Cucumber","01_02_1270"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:b71e51a4-7c3c-4c18-aef9-88207a25a6d4",,-1,"Lettuce","01_02_1271"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:cef7c805-4862-49af-ad8e-4c45274ae257",,-1,"Lettuce","01_02_1272"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:0b7d8979-511c-41a6-8a19-183a5ab5193a",,-1,"Cucumber","01_02_1273"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:04ddd489-3098-49af-bd46-ea6173050b3d",,-1,"Tomatoes","01_02_1274"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:d4a4fcb4-8a9e-4f46-a049-b5353ada6725",,-1,"Salad","01_02_1275"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:57bb2b5b-bf7a-4924-9f00-d37fd12700a2",,-1,"Cabbage","01_02_1276"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:af77982e-5dbf-4961-8ddf-5da3af1b097e",,-1,"Cucumber","01_02_1277"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:91285cc2-2254-417a-a682-de6852c90367",,-1,"Lettuce","01_02_1278"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:793f56c9-ff7c-4671-b1cf-08a13cf3bd0f",,-1,"Egg plant","01_02_1279"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:5ec80928-0ef4-4936-a3ae-c86281db61bb",,-1,"Cucumber","01_02_1280"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9720118a-d4a9-4163-bda1-366de05d2043",,-1,"Lettuce","01_02_1281"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:f665e9e0-32b0-40c3-aaac-43830df425d3",,-1,"Long bean","01_02_1282"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:dbcff405-160d-4d54-be34-f0dc7a343ffa",,-1,"Salad","01_02_1283"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:111848ea-e7d6-41ab-bcbd-6f8f22bbc8fe",,-1,"Wing bean","01_02_1284"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:d92b3076-492e-4c4f-a276-bce3aca8c27b",,-1,"Water mimosa","01_02_1285"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:14e4c5e1-e429-47df-923a-f5be3f568998",,-1,"Long plant","01_02_1286"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:ffc6ab18-4fd3-4283-8030-362c25e109e9",,-1,"Tomatoes","01_02_1287"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:c26ed59e-502f-4058-abc8-c16135e5ca4b",,-1,"Cabbage","01_02_1288"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:41c6ccfb-cc75-4597-ad38-36283fa18af2",,-1,"Cucumber","01_02_1289"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9af10640-1011-467c-b815-a50377ba0139",,-1,"Cucumber","01_02_1290"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:12152ea9-130f-4194-aa4d-ebf99e712734",,-1,"Wing bean","01_02_1291"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:c363ffb6-d6e0-43ca-b54f-7e7c4a87805b",,-1,"Egg plan","01_02_1292"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:8655fc14-f85b-43f8-a79d-a6212554718e",,-1,"Long bean","01_02_1293"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:4ade3f12-de3f-4892-a449-c2b35abb2704",,-1,"Lettuce","01_02_1294"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:588ecaf9-d4f4-4151-9d8a-c48e7267d8d9",,-1,"Long plant","01_02_1295"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:e32a207b-a51c-4ea7-82f1-8788cd29e6a2",,-1,"Cucumber","01_02_1296"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:bf7e3f59-2676-4427-b73f-f79efe940f11",,-1,"Cabbages","01_02_1297"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:3cf7b56d-8f6b-46c8-b52f-ad45c46db583",,-1,"Salad","01_02_1298"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:df3a5e78-f022-4d65-86d9-20cf3c8ac12f",,-1,"Tomatoes","01_02_1299"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:b853c216-aa8d-4fef-b9bf-5a823dc074ba",,-1,"Salad","01_02_1300"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:a67c17d8-d005-4adf-8f37-fde623cce065",,-1,"Cucumber","01_02_1301"
0,,,,,,,,,,"",,,,,,,,,,,"uuid:9c5274fc-7099-466b-994d-956f28b44ed4",,-1,"Cabbage","01_02_1302"
