"h_dw_b.1","h_dw_b.2","h_dw_b.3","h_dw_b.4","h_dw_b.5","h_dw_b_other","h_dw_specific","h_dw_d.1","h_dw_d.2","h_dw_d.3","h_dw_d.4","h_dw_d.5","h_dw_d_other","h_dw_cspecific","meta.instanceID","X_tags","X_notes","h_UID"
"False","False","True","False","False",,,"False","False","True","False","False",,,"uuid:a2f81bca-d7ae-4af1-940b-f3da895df167",,,"07_1159"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:6551f663-88fe-46a6-927b-be528370b0b4",,,"07_1160"
"False","False","True","False","False",,,"False","False","True","False","False",,,"uuid:6972a8e7-12d6-426c-b2ed-3a1bbd1d8e66",,,"07_1161"
"False","False","True","False","False",,,"False","False","True","False","False",,,"uuid:10454e99-4d7e-4306-86e3-3e0a4ab7fb2e",,,"07_1162"
"False","False","False","False","True",,"Drinks municipal water ","False","False","False","False","True",,,"uuid:b5cd1d5e-7438-4440-aa97-2ddfc25661b6",,,"07_1163"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:0d18222c-124e-41f6-bd75-a77450783177",,,"07_1164"
"False","False","True","False","False",,,"False","False","True","False","False",,,"uuid:752b94fd-f874-4041-ac3e-d345083b4071",,,"07_1165"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:5671c10f-c475-4cc8-9dcd-4b9fc917f137",,,"07_1166"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:e6ee5a26-85d7-4450-9617-9795751f69b4",,,"07_1167"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:d45c457b-afab-4327-85e7-9a5e8d52046d",,,"07_1168"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:a0201a1e-e4ca-487d-8b2b-bba1a543fa4e",,,"07_1169"
"True","False","False","False","False","There's a well in the house","Big osei mineral water","True","False","False","False","False",,"Big osei mineral water","uuid:285201a9-81da-44dc-a850-2478495c5ded",,,"07_1170"
"True","False","False","False","False",,"Cool, mobile, century","True","False","False","False","False",,"Cool, mobile","uuid:028f1091-e44f-4a15-8958-6127150b2781",,,"07_1171"
"True","False","False","False","False",,"Abc mineral water","True","False","False","False","False",,"Abc mineral water","uuid:2077c27f-21ab-4c1d-9061-6ff3cf57255d",,,"07_1172"
"True","True","False","False","False",,"Voltic water","True","False","False","False","False",,"Cool","uuid:5178eb4c-be64-4c00-93d3-4409a55c9df0",,,"07_1173"
"True","False","False","False","False",,"Abc mineral water","True","False","False","False","False",,"Abc mineral water","uuid:2a505638-ce46-4688-9eff-d006273946bd",,,"07_1174"
"True","False","False","False","False",,"Ahenanan sachet water. ","True","False","False","False","False",,"Ahenanan sachet water. ","uuid:97727c11-5e26-4be2-aedc-a79a969eaaff",,,"07_1175"
"True","False","False","False","False",,"Ahenanan sachet water.","True","False","False","False","False",,"Ahenanan sachet water.","uuid:64911121-6201-48c7-9035-4cfe8f2d6642",,,"07_1176"
"True","False","False","False","False",,"Cool sachet water.","True","False","False","False","False",,"Cool","uuid:04d5f19b-80ed-4cb1-bad8-feb8a1506b0d",,,"07_1177"
"True","False","False","False","False",,"Pashew mineral water","True","False","False","False","False",,"Pashew mineral water","uuid:e2cb8a8d-cc26-45b3-a41e-ddeff3951c5d",,,"07_1178"
"True","False","False","False","False",,"All kinds of sachet water.","True","False","False","False","False",,"All kinds","uuid:b33230c9-c41d-4c88-8a5e-2087211294bb",,,"07_1179"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:60695776-c156-4d6e-ab6d-264a5e587032",,,"07_1180"
"True","False","False","False","False",,"All kinds of sachet water. ","True","False","False","False","False",,"All kinds of sachet water. ","uuid:90b6b244-4543-4166-8dfe-2aee045e7835",,,"07_1181"
"True","False","False","False","False",,"Zam Zam sachet water.","True","False","False","False","False",,"Zam Zam sachet water.","uuid:4c1bc9fb-dcb1-40d3-8286-b71fe01efbab",,,"07_1182"
"True","False","False","False","False",,"Big osei sachet water.","True","False","False","False","False",,"Big osei sachet water.","uuid:569977a4-e7cb-47c9-abd4-26886258243d",,,"07_1183"
"True","False","False","False","False",,"All kinds.","True","False","False","False","False",,"All kinds.","uuid:e39cf5d2-1895-4291-b048-7e2d53928068",,,"07_1184"
"True","False","False","False","False",,"Cool.","True","False","False","False","False",,"Cool.","uuid:05cf5c88-f4a7-4485-8062-d5a0cda77301",,,"07_1185"
"True","False","False","False","False",,"All kinds of sachet water. All kinds of","True","False","False","False","False",,"All kinds of sachet water","uuid:7ac35b3d-1c51-4e06-be9b-fd99c03b98b0",,,"07_1186"
"True","False","False","False","False",,"All kinds of sachet water.","True","False","False","False","False",,"All kinds of sachet water.","uuid:bfcd21a0-0d25-4dcf-af88-21da80e8f5d1",,,"07_1187"
"True","False","False","False","False",,"Good tree","True","False","False","False","False",,"Good tree","uuid:6ba1e4b3-dbe7-4e53-8b22-f2edcd5f6184",,,"07_1188"
"True","False","False","False","False",,"I drink all kinds of sachet water.","True","False","False","False","False",,"They drink all kinds of sachet water.","uuid:2ef49fa4-155d-4623-9462-2bf9d8216e66",,,"07_1189"
"True","False","False","False","False",,"Ahenanan sachet water.","True","False","False","False","False",,"Ahenanan sachet water.","uuid:7b35f00a-4b6b-461f-b1f8-94fd649b7db5",,,"07_1190"
"True","False","False","False","False",,"Good tree and a henna sachet water.","True","False","False","False","False",,"Good tree and ahenanan sachet water.","uuid:dc91e1a7-e8fc-48aa-a73b-57d40a13ee69",,,"07_1191"
"True","False","False","False","False",,"Big Osei and Cool Pac water","True","False","False","False","False",,"Big Osei and Cool Pac water","uuid:d3dc4023-5f58-4e91-9bfd-cca52fcd400a",,,"07_1192"
"True","False","False","False","False",,"Big Osei water","True","False","False","False","False",,"Big Osei mineral water","uuid:48f06b01-499e-4370-afd7-89841cf497d3",,,"07_1193"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:eb99e77c-fa9f-46e3-aa0f-a54b57a6a2da",,,"07_1194"
"True","False","False","False","False",,"Dorcas mineral water","True","False","False","False","False",,"Dorcas mineral water","uuid:503b885e-61c2-4d3c-b224-eb98ddea5e31",,,"07_1195"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:5fe5e4d7-b37a-44bb-b553-f646cd684bc7",,,"07_1196"
"True","False","False","False","False",,"Adehye","True","False","False","False","False",,"Adehye ","uuid:f36cc1a9-037e-4f67-b2f6-8449ac30612b",,,"07_1197"
"False","False","False","True","False",,"Dispenser water ","False","False","False","True","False",,"Dispenser water ","uuid:86b2faf2-efa1-49b9-8984-b5e3fa7a653a",,,"07_1198"
"False","False","False","False","True",,"Drinks municipal water ","False","False","False","False","True",,"Drinks municipal water ","uuid:3486959c-0090-4bf8-8190-969f15371dfd",,,"07_1199"
"False","False","False","False","True",,"Drinks municipal water ","False","False","False","True","False",,"Drinks municipal water and sachet water ","uuid:9b6facfd-c28b-4e62-8120-baad850df641",,,"07_1200"
"False","False","False","False","True",,"Drinks municipal water ","False","False","False","False","True",,"Drinks municipal water ","uuid:00f09d94-30ce-41a3-841d-03624f0d2c81",,,"07_1201"
"False","False","False","False","True",,"Drinks municipal water ","False","False","False","False","True",,,"uuid:46ce6352-daeb-4212-8e06-b075e91bb6d9",,,"07_1202"
"True","False","False","False","False",,"Cool and","True","False","False","False","False",,"Cool and special sachet water. ","uuid:d225566b-2520-4e60-8ab1-a1df607bdd59",,,"07_1203"
"True","False","False","False","False",,"Cool and Sparks sachet water. ","True","False","False","False","False",,"Cool and Sparks sachet water. ","uuid:f7d3ac1d-5ff9-4742-8265-5d8d79682c47",,,"07_1204"
"True","False","False","False","False",,"Cool and special sachet water. Cool and","True","False","False","False","False",,"Cool and special sachet water. ","uuid:5999b966-e654-4a1f-85b0-75bc47ad309d",,,"07_1205"
"True","False","False","False","False",,"Coo and special sachet water. Cool and","True","False","False","False","False",,"Cool and special. ","uuid:9f97480a-ba15-4895-8737-179cd5073d01",,,"07_1206"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:6041c7e4-c832-4a5e-b595-f5efd4601e74",,,"07_1207"
"True","False","False","False","False",,"Cool and adehyee mineral water. ","True","False","False","False","False",,"Cool and adehyee mineral water. ","uuid:3e3c0792-f981-4002-9f20-758665771e5f",,,"07_1208"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:d4c1211f-d741-48c0-988b-d2cccb73629d",,,"07_1209"
"True","False","False","False","False",,"Adehyee mineral water.","True","False","False","False","False",,"Adehyee mineral water.","uuid:79e631e9-f6d3-4b38-b648-508003cad342",,,"07_1210"
"False","False","False","False","True",,"Does not like mineral water.","True","False","False","False","False",,"They drink all kinds of mineral water.","uuid:74e6bd8c-f356-4b5e-a4ce-30197c799d90",,,"07_1211"
"True","False","False","False","False",,"All kinds of mineral water.","True","False","False","False","False",,"All kinds of mineral WATER. All kinds of","uuid:a51249d5-0418-4f0d-860d-25456b38a548",,,"07_1212"
"True","False","False","False","False",,"Chill mineral water.","True","False","False","False","False",,"Chill mineral water.","uuid:d6b21f58-8853-436b-b180-1256013a5a36",,,"07_1213"
"True","False","False","False","False",,"ADASHIE MINERAL WATER","True","False","False","False","False",,"ADASHIE MINERAL WATER","uuid:62433f2e-8816-4f6a-b337-5e3e136df16b",,,"07_1214"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:9af05acb-4986-4727-83b1-5cefc03d0194",,,"07_1215"
"True","False","False","False","False",,"ADASHIE MINERAL WATER","True","False","False","False","False",,"ADASHIE MINERAL WATER","uuid:0baede55-2175-4b15-8e31-9affcc28e1e6",,,"07_1216"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:b96fcde7-ee00-4cc2-b1fa-2876cc4144ed",,,"07_1217"
"True","False","False","False","False",,"Cool, mobile and adashie mineral water","True","False","False","False","False",,"Cool ,mobile and adashie mineral water","uuid:488be65b-e93d-4533-aa2f-dea1fe9ca700",,,"07_1218"
"True","False","False","False","False",,"Cool, mobile mineral water","True","False","False","False","False",,"Cool and mobile mineral water","uuid:a31bd876-2e84-4e1e-8110-32f695b58ef7",,,"07_1219"
"True","False","False","False","False",,"Cool and adashie mineral water","True","False","False","False","False",,"Cool and adashie mineral water","uuid:c5cb10d6-ed09-4de1-97e4-b4af62f0eaf7",,,"07_1220"
"True","False","False","False","False",,"Adehye mineral water","True","False","False","False","False",,"Adehye mineral water","uuid:0d6a8281-cb3d-4851-84d5-bdbebaa28973",,,"07_1221"
"True","False","False","False","False",,"Adehye mineral water","True","False","False","False","False",,"Adehye mineral water","uuid:d7b395ad-582d-40c1-b1bd-8702d5624f10",,,"07_1222"
"True","False","False","False","False",,"Cool Pac mineral water","True","False","False","False","False",,"Cool Pac water","uuid:7cb9b664-a012-4db0-b127-b9b4cc1459a2",,,"07_1223"
"True","False","False","False","False",,"Adehye mineral water","True","False","False","False","False",,"Adehye mineral water","uuid:aa94e3ee-5cd3-49b9-8169-f11fe960ca87",,,"07_1224"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:bf2e7f84-70a1-4d0c-8c9a-a08e605dbbe6",,,"07_1225"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:415efac2-8f0c-4497-9af0-e10fc3c884a9",,,"07_1226"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:d56034fa-0acd-4777-89dd-3562d5637690",,,"07_1227"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:95f8d44c-caf4-4194-a71a-7621de2329de",,,"07_1228"
"True","False","False","False","False",,"Adehyee water","True","False","False","False","False",,"Adehyee water","uuid:0061c9da-d0c8-42ef-97cf-382f1d3ba2fe",,,"07_1229"
"True","False","False","False","False",,"Nayas water","True","False","False","False","False",,"Nayas","uuid:f675b444-cc40-4332-a134-f7cca2d93fcf",,,"07_1230"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:ca8a55f6-dab5-43e8-a76f-b6cfb3cd50b1",,,"07_1231"
"True","False","False","False","False",,"Chile water","True","False","False","False","False",,"Chile water","uuid:99994c26-7cff-4d3c-8e23-c47674e30d2c",,,"07_1232"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:293120df-b951-4da9-bb11-dd82cfa0d989",,,"07_1233"
"True","False","False","False","False",,"Chill water","True","False","False","False","False",,"Chill water","uuid:01e2fbaa-e488-4b0d-9013-e1f78fbbcb55",,,"07_1234"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:8dde2f84-b050-490b-8746-6ee83e19746e",,,"07_1235"
"True","False","False","False","False","They are using cool miner water for drinking","Cool mineral water","True","False","False","False","False","They are using cool mineral water for drinking","Cool mineral water","uuid:d41533e3-ae18-4500-8b10-af96930a1ac2",,,"07_1236"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:99a5c17a-c3f0-4613-bd30-7083b16621f6",,,"07_1237"
"False","True","False","False","False",,"Voltic mineral water","False","True","False","False","False",,"Voltic mineral water","uuid:cbd825ae-44ad-49e7-a280-48b8b76c60d7",,,"07_1238"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:630e99d2-97a4-4d35-a938-0aa3fdedb43e",,,"07_1239"
"True","False","False","False","False","They are being drinking cool minera water","Cool mineral water","True","False","False","False","False","They are drinking mineral water","Cool mineral water","uuid:28c4aa77-417e-45e5-9ed5-4bb5c9ecdd58",,,"07_1240"
"True","False","False","False","False",,"Cool mineral water and voltic mineral water","True","False","False","False","False",,"Cool mineral water and voltic mineral water","uuid:ea13329c-3624-414d-99b1-4d924cad6e48",,,"07_1241"
"True","False","False","False","False",,"Cool mineral water and everpure","True","False","False","False","False",,"Cool mineral water and everpure","uuid:d47263c0-32f1-4599-81f0-e11f98f38e78",,,"07_1242"
"False","True","False","False","False",,"Voltic","False","False","False","True","False",,"Drinks municipal water plus cool sachet water","uuid:782996db-9f1e-4024-805a-0836143bc7dd",,,"07_1243"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:13bfaac2-7557-4a82-8988-4eaa346983b1",,,"07_1244"
"False","True","False","False","False",,"Voltic","False","False","False","False","True",,"Drinks both municipal and sachet water ","uuid:12de7f85-9808-4b08-a4fe-b089559d4aa2",,,"07_1245"
"True","False","False","False","False",,"Adehye","True","False","False","False","False",,"Adehye","uuid:4cf446d4-4872-4df1-b907-30026c6d9ae3",,,"07_1246"
"False","True","False","False","False",,"Voltic","True","False","False","False","False",,"Cool ","uuid:ae9adf17-a7cc-4f03-8621-ee0096c9de07",,,"07_1247"
"True","False","False","False","False",,"Cool ","True","False","False","False","False",,"Cool ","uuid:eb607536-5d63-4a77-a117-29417569cddf",,,"07_1248"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:6ca2dc24-46de-40b4-a66b-de59447de241",,,"07_1249"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:89d9fb5f-e4f0-4508-995a-155814982f59",,,"07_1250"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:76ae266c-b862-44d8-ae73-dbd74d218bf7",,,"07_1251"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:743a231d-208a-4315-8b30-1593361086f4",,,"07_1252"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:0e2db77c-d799-4075-a201-65644ac385bb",,,"07_1253"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:f60c66e9-5499-4baf-841b-d8a49ac00648",,,"07_1254"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:d0936c1a-7d6b-4ae2-96ef-823753f2db3c",,,"07_1255"
"False","False","False","True","False",,"Voltic","True","False","False","False","False",,"Adehye water","uuid:006e90d7-d815-49b3-95a9-1b9e330dbdb0",,,"07_1256"
"True","False","False","False","False",,"Cool and adehyee mineral water.","True","False","False","False","False",,"Cool and adehyee mineral water.","uuid:235c689d-d27f-465c-be1d-9244ec923192",,,"07_1257"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:c34e866d-ce37-4db7-b845-cc5bed9a1f23",,,"07_1258"
"True","False","False","False","False",,"Mobile mineral water.","True","False","False","False","False",,"Mobile mineral water.","uuid:4a6e01a5-6f01-47e5-a757-2baa748d3776",,,"07_1259"
"True","False","False","False","False",,"Chill mineral water.","True","False","False","False","False",,"Chill mineral water.","uuid:d8f2946d-313f-44ae-8bfb-dd489ab2e193",,,"07_1260"
"True","False","False","False","False",,"All kinds of mineral water. ","True","False","False","False","False",,"All kinds of mineral water. ","uuid:e89ea225-5243-4c52-8cae-4ae7216be3e9",,,"07_1261"
"True","False","False","False","False",,"Cool mineral water. ","True","False","False","False","False",,"Cool mineral water. ","uuid:1f510758-64eb-4866-bb9f-975bb7cbd13b",,,"07_1262"
"True","False","False","False","False",,"Adehye and  cool mineral water. ","True","False","False","False","False",,"Adehye and cool mineral water. ","uuid:5db764bd-ee2b-4a0d-aad0-875a40d72d6d",,,"07_1263"
"True","False","False","False","False",,"All kinds of mineral water. ","True","False","False","False","False",,"All kinds of mineral water. ","uuid:440855aa-623c-46d7-8345-15c7bc1f62f9",,,"07_1264"
"True","False","False","False","False",,"Voltic ","True","False","False","False","False",,"Voltic ","uuid:64602be8-2e93-4f93-b541-debbadaf4c05",,,"07_1265"
"True","False","False","False","False",,"Cool ","True","False","False","False","False",,"Cool ","uuid:d4067556-80ff-4e76-b223-8fe25ebb1269",,,"07_1266"
"True","False","False","False","False",,"Century ","True","False","False","False","False",,"Century ","uuid:f922e7a9-aa95-465d-aef5-e57abcb30c25",,,"07_1267"
"True","False","False","False","False",,"Adehyee","True","False","False","False","False",,"Adehyee","uuid:8397897c-e834-4084-afaf-2900a1488aa5",,,"07_1268"
"True","False","False","False","False",,"Adehyee","True","True","False","False","False",,"Vernacular bottle water","uuid:a0ec732a-366e-4d10-91c7-0f5eacbc131a",,,"07_1269"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:678b128e-bfdb-46b9-b98b-cae66e4fc90c",,,"07_1270"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:d93f93dc-35d7-4ba4-91b4-5820eaa9f54a",,,"07_1271"
"False","True","False","False","False",,"Bel aqua mineral water","False","True","False","False","False",,"Bel aqua mineral water","uuid:5835682e-4e46-4c9f-b9b4-0831e61da9be",,,"07_1272"
"True","False","False","False","False",,"Voltic mineral water ","True","False","False","False","False",,"Voltic mineral water ","uuid:f0de128d-9e46-4883-a1ee-97ff31e99e8a",,,"07_1273"
"True","False","False","False","False",,"Cool minera water and voltic ","False","True","False","False","False",,"Voltic mineral water ","uuid:7a83ac55-938a-4196-915c-6424509d966b",,,"07_1274"
"False","True","False","False","False",,"Voltic mineral water ","False","True","False","False","False",,"Voltic mineral water ","uuid:674eb1b7-709d-443c-801b-f6ea532c085f",,,"07_1275"
"True","False","False","False","False",,"Cool minera water ","True","False","False","False","False",,"Cool minera water ","uuid:07415167-e24d-4631-b482-4a0f332c18df",,,"07_1276"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:0aef9163-51ce-435d-aa50-445ef9475b8e",,,"07_1277"
"True","False","False","False","False",,"Adehye water","True","False","False","False","False",,"Adehye water","uuid:9e3ba07a-24ac-49b2-9a68-1a9101f1bac1",,,"07_1278"
"True","False","False","False","False",,"Chill water","True","False","False","False","False",,"Chill water","uuid:589137d4-5972-4f16-91b2-aee8f6ac3ec1",,,"07_1279"
"True","False","False","False","False",,"Chill water","True","False","False","False","False",,"Chill water","uuid:cc46f851-5724-44b4-8e70-e325f5eeea27",,,"07_1280"
"True","False","False","False","False",,"Chill water","True","False","False","False","False",,"Chill water","uuid:d694c8dc-2407-48e3-bb13-3cb113f86b8b",,,"07_1281"
"True","False","False","False","False",,"Cool special and adehye mineral water.","True","False","False","False","False",,"Cool special and adehye mineral water.","uuid:d38c9ec7-8cc0-4511-b2e4-95a75b39e899",,,"07_1282"
"True","False","False","False","False",,"Cool mineral water. ","True","False","False","False","False",,"Cool mineral water. ","uuid:f4641276-916b-4bc4-921f-9baa68148f7a",,,"07_1283"
"True","False","False","False","False",,"Cool and ever pure mineral water.","True","False","False","False","False",,"Cool and ever pure mineral water.","uuid:5ead514c-c86f-4ba1-9522-4ae849efe3be",,,"07_1284"
"True","False","False","False","False",,"All kinds of mineral water. ","True","False","False","False","False",,"All kinds of mineral  water. ","uuid:c8e7b585-5049-425d-873a-d2fddc99046d",,,"07_1285"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:3a054a8d-e429-4b2c-861b-429df12a7cf9",,,"07_1286"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:eb088333-0d38-4125-8651-e68964aa7c6b",,,"07_1287"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:f56ec9a1-bc43-419a-8cd7-0b71045f0aca",,,"07_1288"
"True","False","False","False","False",,"Adehyee","True","False","False","False","False",,"Adehyee","uuid:7292ee29-df48-4b1a-a461-692f122dfc5c",,,"07_1289"
"True","False","False","False","False",,"Adehyee","True","False","False","False","False",,"Adehyee","uuid:4cf1dc5a-7e25-4ba1-8a1d-b7f8c4691842",,,"07_1290"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:9f16a8d9-6816-4788-ba46-c18da121bc1f",,,"07_1291"
"True","False","False","False","False",,"Cool ","True","False","False","False","False",,"Cool ","uuid:91f820b7-f613-4016-9bc8-7e5ba2698274",,,"07_1292"
"False","False","True","False","False",,,"False","False","True","False","False",,,"uuid:2708a3b8-df93-4eb7-9aed-d67db9ddbb02",,,"07_1293"
"True","False","False","False","False",,"Cool ","True","False","False","False","False",,"Cool ","uuid:89234771-d556-4190-8613-1d81184db007",,,"07_1294"
"False","False","False","False","True",,"Drinks municipal water ","False","False","False","False","True",,"Drinks municipal water ","uuid:c6ecbc1a-670a-478e-bc2e-9a57fadb21e0",,,"07_1295"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:676872e6-ae1e-45a3-ae18-c4ef28e13fec",,,"07_1296"
"True","False","False","False","False",,"Everpure","True","False","False","False","False",,"Everpure","uuid:d921364b-c277-471c-b570-ef440af754f2",,,"07_1297"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:3ba64fc6-e808-4041-9e20-070aefb23ece",,,"07_1298"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:9a2459ef-e2d5-4f31-84ea-9a64ea22891e",,,"07_1299"
"False","False","False","False","True",,"Drinks municipal water","False","False","False","False","True",,"Drinks municipal water","uuid:b6f3f66d-45e3-457c-b966-bdafbf0c853f",,,"07_1300"
"False","True","False","False","False",,"Voltic","False","True","False","False","False",,"Voltic","uuid:b5ee5300-2d35-475a-9747-6c78f653ffb1",,,"07_1301"
"False","False","False","False","True",,,"True","False","False","False","False",,"Ohene Gyan Drinking water","uuid:413efda2-c8aa-4159-9c3b-bdd5fc36d8b9",,,"07_1302"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:59432be0-b5b9-41ff-af50-33dfa410cc84",,,"07_1303"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:758e60b1-da0b-4a27-86d4-f8b908e142db",,,"07_1304"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:ec6a642f-b4bd-44ce-9c53-e9f9243d296f",,,"07_1305"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:bd21adda-4a30-4147-a241-d875ed019fa5",,,"07_1306"
"True","False","False","False","False",,"Ohene Gyan Drinking water","True","False","False","False","False",,"Ohene Gyan Drinking water","uuid:a3fb006e-2051-432e-b8a9-5967fbead132",,,"07_1307"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:91da50e2-530d-4771-bd2b-d79c3488b0c8",,,"07_1308"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:abc6744d-38c3-4022-8b06-04d394a59840",,,"07_1309"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:e78bf71e-9d66-4e83-8a54-937204c0e3e5",,,"07_1310"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:7d435707-dad3-41e2-99fa-6a830fe4c0d9",,,"07_1311"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:42175298-e67f-473c-a793-da28bee3158d",,,"07_1312"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:1aef7dd8-f0dd-4324-9408-d99288028fd0",,,"07_1313"
"True","False","False","False","False",,"Century mineral water","True","False","False","False","False",,"Century mineral water","uuid:36d2f745-9511-4fd8-b6f3-99d842650104",,,"07_1314"
"True","False","False","False","False",,"Century mineral water","True","False","False","False","False",,"Century mineral water","uuid:38b032ea-4c47-4e7b-a389-d41d79580187",,,"07_1315"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:997489ed-a2b2-49f3-b6b6-50054c912776",,,"07_1316"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:aaea1831-79d3-41a9-9ee9-50bb46cc82c6",,,"07_1317"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:4bb28326-7345-4918-968b-a5c9d637cd86",,,"07_1318"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:2d301edb-042a-486b-9315-3dd5cd5ab489",,,"07_1319"
"True","False","False","False","False",,"Ohene djan","True","False","False","False","False",,"Ohene djan","uuid:edaa35a2-f9f1-4958-9573-d91062c2430f",,,"07_1320"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:08076e7f-204c-4b49-89f6-acfe4e9e0cb0",,,"07_1321"
"True","False","False","False","False",,"Special ice","True","False","False","False","False",,"Special ice","uuid:baf7bed7-6a62-4fc4-8a8c-0d976412ccd2",,,"07_1322"
"True","False","False","False","False",,"Special ice","True","False","False","False","False",,"Special ice","uuid:007e4eed-7c4a-4a34-a369-cd4ec349f477",,,"07_1323"
"True","False","False","False","False",,"Ohene Djan","True","False","False","False","False",,"Ohene Djan","uuid:66c31d04-1bd1-453a-902c-08cdfa13effe",,,"07_1324"
"True","False","False","False","False",,"Ohene Djan","True","False","False","False","False",,"Ohene Djan","uuid:88a5e713-7c4e-4b13-ae2c-b6b1cad105df",,,"07_1325"
"True","False","False","False","False",,"Ohene Djan","True","False","False","False","False",,"Horne Djan","uuid:27999c87-d310-4c91-9ac0-77ffe1b995ce",,,"07_1326"
"True","False","False","False","False",,"Ohene Djan","True","False","False","False","False",,"Ohene Djan","uuid:afa4af14-a0d4-46a6-9b61-234157ab0048",,,"07_1327"
"True","False","False","False","False",,"Everpure","True","False","False","False","False",,"Everpure","uuid:8f6070c1-16c7-43b0-8e61-3d82e5239dea",,,"07_1328"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"One drop","uuid:9e3fbe02-dca0-4b57-abe6-af0abc93027b",,,"07_1329"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:4d8b4807-347b-4813-b720-fb404e1a03ed",,,"07_1330"
