Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,34,17,29,13,37,11,31,30,15,9,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,2,2,0,0,2,8,8,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,4,10,7,12,3,8,5,3,4,2,3,10,7,3,10,4,NA,4,3,3,NA,12,11,NA,5,NA,1,3,NA,NA,2,NA,NA,NA,0,NA,0,9,0,0,0,0,0,0,0,1,0,2,10,8,17,17,16,21,13,8,NA,15,9,73,46,24,37,24,25,19,9,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,11,9,9,7,13,NA,1,1,3,9,6,3,6,2,NA,6,9,5,4,2,3,2,9,14,3,4,8,1,9,10,9,9,15,4,10,26,9,25,31,28,15,14,18,18,4,4,6,3,15,11,1,4,0,1,1,0,0,7,1,2,0,3,0,0,0,8,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,7,5,NA,NA,5,3,6,6,NA,4,1,NA,5,6,NA,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,22,21,13,26,22,22,38,41,53,35,38,20,14,9,10,4,5,2,5,11,10,22,24,14,7,14,18,26,22,22,16,15,16,18,12,8,12,11,13,11,9,12,6,8,9,11,13,16,17,11,14,10,12,9,8,7,8,7,8,9,4,8,10,9,11,7,9,7,6,7,7,8,8,6,7,4,6,7,5,25,NA,7,24,9,22,24,20,26,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,7,2,3,1,NA,5,NA,4,10,NA,3,3,3,9,9,6,NA,8,7,1,3,4,NA,7,NA,2,2,NA,2,2,NA,1,1,2,5,NA,6,1,NA,1,2,NA,NA,NA,4,2,3,6,2,4,4,2,3,2,5,4,2,3,2,6,10,10,2,19,4,8,9,2,0,0,0,4,2,3,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,4,2,15,30,18,11,15,12,23,50,56,15,10,37,45,18,20,10,12,21,19,16,12,28,32,33,43,24,27,25,10,13,26,31,52,16,13,21,30,17,24,12,29,21,19,13,20,16,19,16,9,20,23,10,4,1,5,9,10,11,5,8,9,13,5,0,8,8,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,64,132,81,17,71,15,38,19,146,108,50,72,119,17,105,86,96,135,177,142,91,27,20,110,159,112,58,87,57,123,195,41,40,122,188,110,81,16,NA,9,2,14,7,4,5,3,8,NA,9,6,4,3,12,NA,8,5,18,0,9,5,0,0,0,3,12,0,0,2,0,6,5,0,2,1,2,0,0,0,0,0,NA,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,15,19,NA,19,36,17,33,15,10,13,17,15,10,17,22,13,21,32,25,27,47,19,28,5,4,2,NA,NA,2,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,8,1,0,9,4,1,9,4,1,1,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,9,NA,3,9,6,8,15,5,6,6,11,9,19,14,15,22,16,16,12,15,14,15,13,9,14,16,14,17,15,24,8,13,14,12,14,14,10,18,17,17,16,6,11,16,9,7,13,5,6,18,11,18,19,9,12,13,9,13,1,0,3,0,12,15,0,4,2,2,2,0,7,0,1,0,0,0,6,0,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,8,10,6,6,8,14,6,9,8,4,9,9,2,13,4,12,12,13,7,27,6,NA,NA,12,10,7,6,8,17,2,5,NA,6,10,8,NA,2,2,2,7,6,4,2,4,2,NA,NA,NA,1,3,NA,2,0,0,0,0,5,7,2,1,1,0,0,0,0,0,0,3,2,2,0,0,0,0,2,0,1,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,2,2,NA,5,NA,2,NA,3,4,4,6,5,1,1,4,NA,1,3,NA,NA,7,NA,1,3,NA,2,0,3,0,2,0,0,0,0,2,0,3,0,0,2,0,2,2,0,0,0,1,1,1,1,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
