Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,173,248,195,255,130,170,196,283,251,194,197,211,207,183,235,235,223,212,225,230,248,207,276,213,260,412,215,199,461,220,236,NA,4,7,9,5,5,2,10,3,2,2,3,13,5,3,1,NA,5,NA,4,NA,6,0,1,3,0,13,0,11,10,2,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,NA,NA,3,4,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,219,264,201,183,206,NA,NA,NA,104,16,17,NA,12,13,20,39,24,35,9,6,17,14,6,14,1,1,7,NA,NA,4,4,8,6,3,2,2,10,14,7,8,7,2,34,6,4,6,NA,10,5,NA,12,NA,NA,NA,8,8,5,0,0,0,5,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,28,0,0,109,21,24,34,23,18,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,60,44,62,16,55,38,11,28,4,72,48,19,64,41,18,22,43,19,68,NA,5,50,97,56,66,14,19,62,9,3,NA,3,7,17,4,67,89,85,68,57,91,99,53,31,58,40,49,34,28,12,10,NA,NA,18,5,17,22,31,25,21,19,18,12,18,20,15,12,13,18,22,22,19,12,18,1,3,0,1,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,46,72,47,29,18,25,26,20,7,9,33,35,13,17,61,27,34,21,58,53,46,26,17,NA,21,15,16,NA,25,9,7,3,20,2,13,30,15,10,24,20,22,26,11,11,13,15,10,22,16,4,7,13,5,7,5,6,23,20,2,5,6,4,5,2,0,6,3,NA,2,5,5,5,0,8,0,0,2,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,9,5,12,59,68,51,26,55,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,4,2,1,4,2,3,12,5,6,3,7,1,9,2,6,1,1,5,3,6,6,NA,4,5,2,7,1,1,2,4,NA,2,3,5,4,4,7,6,4,6,1,NA,4,3,1,NA,2,11,7,6,15,2,4,12,15,6,4,4,6,11,0,0,0,1,0,0,0,36,0,0,1,2,0,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,NA,7,25,65,15,85,12,58,75,86,26,19,32,30,51,95,15,60,22,1,6,4,NA,9,1,4,NA,NA,1,NA,6,NA,NA,2,NA,NA,6,2,2,2,7,NA,2,NA,15,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,6,9,10,10,10,NA,1,NA,3,2,NA,4,NA,1,NA,NA,25,3,3,11,13,9,2,16,0,5,5,0,4,0,0,22,1,0,0,0,10,0,0,18,10,8,0,22,24,23,32,14,17,11,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,7,3,6,3,2,NA,1,1,5,6,NA,6,NA,NA,NA,2,NA,NA,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5,8,3,4,NA,0,0,3,8,4,6,3,5,3,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,20,32,6,11,21,17,16,27,14,12,11,13,23,26,6,25,44,47,27,15,20,28,23,27,4,2,NA,13,58,17,12,30,70,13,8,12,29,3,7,11,27,13,9,NA,16,55,40,63,45,15,26,20,23,16,10,17,14,19,5,15,32,22,42,22,12,51,0,5,0,NA,0,0,0,0,0,0,0,0,0,22,22,21,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,18,95,112,94,95,167,101,228,181,117,105,132,104,124,199,225,223,154,74,153,119,141,6,145,142,202,203,232,74,28,7,6,10,2,2,6,13,6,4,5,3,NA,4,4,2,39,6,2,NA,13,23,18,7,5,2,5,4,8,8,3,3,15,2,5,2,2,0,2,1,2,5,1,2,3,26,0,0,0,8,2,2,4,4,NA,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,35,173,30,49,44,61,29,40,27,26,29,40,120,70,114,39,37,29,78,50,60,66,59,32,36,30,40,44,30,16,38,2,29,35,48,60,56,36,34,39,39,25,31,52,36,35,60,23,25,20,21,2,2,1,2,0,12,21,18,34,46,27,18,35,70,52,53,NA,22,84,44,44,17,47,33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,11,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,8,4,6,4,9,9,4,5,11,6,5,8,10,9,12,8,3,3,1,1,2,4,4,2,3,4,3,2,5,4,6,11,22,15,9,11,12,3,10,7,15,10,18,1,7,7,6,9,12,11,6,3,13,10,8,8,6,10,14,6,9,3,4,0,2,10,4,0,2,14,0,0,0,29,2,3,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,6,6,4,7,2,3,4,4,19,3,10,27,28,20,8,13,32,23,7,14,9,9,6,6,1,18,13,13,3,8,6,13,6,NA,1,1,1,6,NA,2,1,5,NA,1,2,NA,NA,NA,NA,1,1,NA,0,0,0,3,0,1,6,2,1,0,0,10,0,0,0,0,0,2,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,2,8,3,5,NA,2,2,1,4,1,2,5,1,3,4,4,NA,4,1,3,NA,10,10,NA,1,NA,1,3,NA,NA,2,NA,NA,NA,0,NA,0,4,0,0,0,0,0,0,0,1,0,2,10,3,9,14,11,13,10,4,NA,0,3,15,14,6,12,8,8,9,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,35,48,47,1,5,5,3,NA,NA,1,1,2,3,2,2,4,NA,2,NA,1,4,8,NA,3,NA,NA,NA,4,4,2,1,NA,NA,NA,5,3,6,5,7,13,8,4,7,6,5,3,5,6,7,5,2,7,5,5,9,4,3,3,3,13,5,6,3,5,0,4,8,0,0,0,0,3,0,1,2,0,5,6,1,NA,NA,6,4,2,3,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,14,55,4,14,29,11,2,NA,5,2,4,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,3,2,3,NA,NA,NA,NA,NA,8,11,4,4,8,11,NA,41,19,24,16,23,19,13,9,3,7,12,24,8,3,8,6,2,5,7,4,2,11,17,2,6,1,1,2,0,0,5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,NA,2,10,NA,6,2,NA,14,17,NA,15,22,NA,7,NA,5,6,NA,13,11,3,17,9,23,9,11,34,18,27,NA,29,3,9,NA,11,19,29,33,6,21,21,3,18,26,NA,NA,4,12,11,13,20,22,15,10,11,6,15,37,6,51,17,8,6,0,21,28,22,17,9,26,22,1,9,8,13,5,8,30,4,15,8,11,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,32,59,61,49,26,75,116,53,27,120,68,127,67,22,4,20,15,19,54,19,72,46,27,16,16,46,22,15,44,21,2,18,NA,6,10,2,8,4,9,7,2,2,3,4,1,4,4,1,1,NA,NA,8,16,5,8,5,3,10,3,0,8,7,13,0,22,2,1,13,4,4,17,24,19,1,3,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,63,67,50,104,67,116,161,68,71,150,73,146,77,38,24,6,28,NA,24,22,18,28,30,28,29,11,1,4,28,18,5,13,NA,4,4,2,16,2,2,4,4,1,3,2,NA,4,3,2,NA,1,NA,14,16,5,5,4,2,0,4,0,0,9,0,NA,1,5,3,2,2,8,13,18,15,2,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,22,44,5,NA,5,12,12,13,44,51,13,39,11,16,4,NA,4,NA,3,NA,8,5,NA,7,10,14,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,7,9,9,1,1,4,NA,NA,NA,9,20,11,0,0,3,11,1,0,1,0,0,0,0,2,1,34,21,36,52,71,39,57,22,24,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,4,17,24,40,15,11,4,11,2,NA,20,3,9,NA,3,5,5,3,2,11,17,35,48,38,26,31,25,15,13,7,11,9,13,3,7,7,7,22,25,19,16,26,16,24,24,31,31,32,9,63,56,33,6,2,2,1,0,2,29,5,15,28,38,27,5,43,53,37,63,76,44,38,26,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,2,2,2,NA,2,1,5,NA,5,5,2,1,3,NA,2,3,5,7,4,3,1,3,3,1,3,NA,6,7,4,1,NA,NA,NA,1,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13,16,13,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,1,1,3,NA,2,NA,4,NA,1,NA,3,11,NA,11,3,NA,5,7,10,16,20,33,15,68,124,14,12,5,7,6,6,2,5,12,6,NA,13,16,8,22,6,9,10,12,1,2,5,6,NA,8,5,1,15,2,8,0,3,10,21,5,8,4,2,9,11,4,0,9,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,12,2,3,3,2,2,6,5,1,9,5,5,7,3,2,6,1,9,18,8,8,4,2,2,6,5,6,4,4,5,5,4,6,10,8,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,11,12,21,18,28,11,32,26,30,28,2,17,7,5,5,8,15,25,14,7,15,24,6,4,10,7,9,5,15,2,4,19,9,26,9,4,7,6,2,8,9,10,7,12,7,5,1,7,6,4,2,3,1,3,4,6,4,4,1,5,1,4,4,6,3,4,0,4,2,4,0,0,0,0,3,6,NA,NA,NA,1,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,7,3,7,5,5,17,NA,9,1,1,3,11,4,4,9,19,3,2,19,7,11,19,3,1,9,11,6,NA,8,15,8,7,6,7,4,8,6,9,13,3,12,5,3,4,2,6,11,10,6,5,12,9,13,4,3,5,16,13,13,16,31,30,22,17,20,17,NA,0,0,0,0,0,0,0,1,14,NA,5,6,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,15,21,17,6,10,NA,7,5,3,25,6,12,9,13,2,2,15,4,NA,NA,NA,4,NA,NA,4,1,NA,3,NA,5,73,45,61,60,37,70,82,53,23,39,37,29,45,27,21,20,34,35,39,19,17,8,2,15,32,34,0,6,0,1,14,20,13,19,2,17,4,11,0,10,7,7,4,0,0,0,1,3,3,1,2,NA,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26,24,11,4,7,2,12,18,8,13,28,37,18,26,35,32,3,10,3,10,22,6,11,8,1,11,4,3,4,8,1,6,6,NA,1,4,6,2,6,3,NA,3,5,9,4,4,1,5,1,3,6,6,4,0,1,2,2,2,2,1,6,0,2,0,0,51,0,0,4,1,0,4,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,37,67,26,31,35,31,17,20,19,15,11,24,10,15,22,30,14,22,12,15,14,22,17,9,18,18,12,20,9,9,7,34,10,20,15,12,15,11,26,40,15,20,11,10,11,16,12,16,22,13,23,18,23,20,21,30,13,19,19,26,30,32,9,0,4,8,1,9,6,5,10,5,4,5,12,0,4,10,3,4,3,25,111,73,49,NA,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,2,3,1,2,1,1,3,2,2,3,2,4,2,1,1,1,2,1,1,NA,NA,2,NA,2,4,3,4,5,NA,NA,NA,2,1,NA,2,2,2,4,5,3,3,5,2,5,4,5,3,1,5,2,2,2,2,4,3,2,4,3,0,4,2,5,0,2,0,0,0,2,2,0,1,0,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
