SampleID,CompoundID,ec_dd,ec_th,ev_lat,ev_long,ev_way,neighbor,dis_lat,ev_notes,source_bw,source_other,stored,covered,ec_sd,ec_st,ec_isd,ec_ist,ec_ied,ec_iet,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,tc_ecnt1,tc_ecnt2,tc_ecnt3,ec_blank,tc_blank,collectr,sp_type,sp_area,dis_com,weight,feces_3m,lat_type,lat_other,n_stall,Vis_fec,HW_stat,ev_way,operator
SCB2036,2036,3/6/2015,10:09:00 AM,25.96199,32.58968,001-30,1,3,,,,,,3/6/2015,12:15:00 PM,3/6/2015,4:50:00 PM,3/7/2015,5:00:00 PM,3,4,,0,0,,998,999,,0,0,ELAISA-GISELA,4,0,,19.42,,,,,,,001.30,MARCIO AMOS
SCB2037,2037,3/9/2015,9:49:00 AM,25.93127,32.5613,164-31,1,3,,,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,3,4,,999,2,,998,999,,0,0,ANABELA/BACELAR,4,0,,12.21,,,,,,,164.31,SALMA/XAVIER
SCB2038,2038,3/6/2015,9:25:00 AM,25.93534,32.56261,003-29,1,3,Sample collected from sand excavated for construction of septic tank because it's being built in front of the current bathroom.,,,,,3/6/2015,12:15:00 PM,3/6/2015,4:50:00 PM,3/7/2015,5:00:00 PM,3,4,,0,0,,998,999,,0,0,BACELAR/ANABELA,4,0,,20,,,,,,,003.29,MARIO AMOS
SCB2039,2039,3/9/2015,10:29:00 AM,25.94919,32.55866,004-30,1,3,,,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,3,4,,1,0,,999,42,,0,0,GISELA/ELAISA,4,0,,20.4,,,,,,,004.30,SALMA XAVIER
SCB2040,2040,3/10/2015,9:06:00 AM,25.93496,32.56271,005-29,1,3,,,,,,3/10/2015,2:00:00 PM,3/10/2015,4:20:00 PM,3/11/2015,4:20:00 PM,3,4,5,0,0,999,999,999,999,0,0,ANABELA/BACELAR,4,0,,16.32,,,,,,,005.29,MARIA ISABEL
SCB2042,2042,3/25/2015,9:35:00 AM,25.94633,32.55552,022-29,1,3,,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,3,4,,0,0,,999,999,,0,0,AMADEU/ANABELA,4,0,,31.72,,,,,,,022.29,SALMA XAVIER
SCB2043,2043,3/25/2015,9:24:00 AM,25.94526,32.55675,012-32,1,3,,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,3,4,,0,0,,999,999,,0,0,GISELA-ELOISA,4,0,,15.27,,,,,,,012.32,SALMA XAVIER
SPA2029,2029,5/12/2015,10:48:00 AM,25.94406,32.56064,027-29,1,,,,,,,5/12/2015,12:10:00 PM,5/12/2015,3:40:00 PM,5/13/2015,3:40:00 PM,3,4,,7,1,,999,50,,0,0,"AMADEU,GIZELA",4,1,1,31.1,0,,,,,,027-29,MARCIO AMOS
SPA2030,2030,3/26/2015,9:15:00 AM,25.94729,32.55231,015-32,1,,,,,,,3/26/2015,12:15:00 PM,3/26/2015,5:00:00 PM,3/27/2015,5:00:00 PM,2,3,4,999,999,999,999,999,999,0,0,GISELA-ELOISA,4,1,1,18.18,0,,,,,,015.32,MARIA
SPA2031,2031,3/3/2015,9:42:00 AM,25.94626,32.55228,002-29,1,,,,,,,3/3/2015,4:00:00 PM,3/3/2015,5:08:00 PM,3/4/2015,5:08:00 PM,3,4,,0,0,,999,999,,0,0,GIZELA/ELAISA,4,1,1,28.35,0,,,,,,002-29,MARIA ISABEL
SPA2032,2032,3/3/2015,9:47:00 AM,25.94355,32.5577,001-29,1,,,,,,,3/3/2015,3:05:00 PM,3/3/2015,3:30:00 PM,3/4/2015,3:32:00 PM,3,4,,998,998,,998,999,,0,0,ANABELA/BACELAR,4,1,1,23,0,,,,,,00129,MARIO AMOS
SPA2035,2035,3/5/2015,9:45:00 AM,25.94489,32.55388,005-32,1,,,,,,,3/5/2015,11:45:00 AM,3/5/2015,4:20:00 PM,3/6/2015,4:20:00 PM,3,4,,0,0,,998,999,,0,0,ELAISA-GIZELA,4,1,1,19.7,0,,,,,,005.32,LAURINDA MACUCULE
SPA2036,2036,3/6/2015,10:00:00 AM,25.9369,32.56394,002-30,1,,,,,,,3/6/2015,12:15:00 PM,3/6/2015,4:50:00 PM,3/7/2015,5:00:00 PM,3,4,,0,0,,998,999,,0,0,AMADEU,4,1,1,31.36,0,,,,,,002.30,MARIO AMOS
SPA2037,2037,3/9/2015,9:59:00 AM,25.93122,32.56152,165-31,1,,,,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,3,4,,0,0,,999,999,,0,0,ANABELA/BACELAR,4,1,1,17.26,0,,,,,,165-31,SALAMA XAVIER
SPA2038,2038,3/6/2015,10:09:00 AM,25.93502,32.56244,004-29,1,,,,,,,3/6/2015,12:15:00 PM,3/6/2015,4:50:00 PM,3/7/2015,5:00:00 PM,3,4,,0,0,,998,999,,0,0,BACELAR/ANABELA,4,1,1,20.57,0,,,,,,004.29,MARIO AMOS
SPA2039,2039,3/9/2015,11:06:00 AM,25.94912,32.55864,003-39,1,,"SAMPLE COLLECTED IN AN AREA THAT WAS SAND INCOMATE, DUG UP 5 CM DEPTH",,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,3,4,,3,3,,999,75,,0,0,GISELA-ELOISA,4,1,1,19.72,0,,,,,,003.39,SALMA XAVIER
SPA2040,2040,3/10/2015,9:16:00 AM,25.94873,32.55939,006-29,1,,,,,,,3/10/2015,2:00:00 PM,3/10/2015,4:20:00 PM,3/11/2015,4:20:00 PM,3,4,5,0,0,999,999,999,999,0,0,ANABELA/BACELAR,4,1,1,21.86,0,,,,,,006.29,MARIA ISABEL
SPA2041,2041,3/10/2015,9:23:00 AM,25.95259,32.55969,006-30,1,,,,,,,3/10/2015,2:00:00 PM,3/10/2015,4:20:00 PM,3/11/2015,4:20:00 PM,3,4,5,0,0,999,999,999,999,0,0,AMADEU/ELOISA,4,1,1,24.77,0,,,,,,006.30,MARIA ISABEL
SPA2042,2042,3/25/2015,9:39:00 AM,25.94624,32.55561,023-29,1,,PRESENTED PALLID COLONIES,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,3,4,,0,0,,999,999,,0,0,AMADEU/ANABELA,4,1,3,18.35,0,,,,,,023.29,SALMA XAVIER
SPA2043,2043,3/25/2015,9:17:00 AM,25.94522,32.55672,013-32,1,,,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,3,4,,0,0,,999,999,,0,0,GISELA-ELOISA,4,1,1,32.17,0,,,,,,013.32,SALMA XAVIER
SPA2044,2044,5/12/2015,10:05:00 AM,25.94183,32.55693,002-01,1,,,,,,,5/12/2015,12:10:00 PM,5/12/2015,3:40:00 PM,5/13/2015,3:40:00 PM,3,4,,0,0,,53,11,,0,0,ELOISA - BACELAR,4,1,1,33.7,0,,,,,,002-01,MARCIO AMOS
SPA3001,3001,3/11/2015,9:55:00 AM,25.94446,32.57908,007-29,2,,,,,,,3/11/2015,1:30:00 PM,3/11/2015,4:00:00 PM,3/12/2015,4:00:00 PM,3,4,5,999,999,999,999,999,999,0,0,ANABELA/AMADEU,4,1,1,22.39,0,,,,,,007.29,LAURINDA MACUCULE
SPA3006,3006,3/12/2015,9:17:00 AM,25.94412,32.58353,011-30,2,,,,,,,3/12/2015,11:50:00 AM,3/12/2015,3:25:00 PM,3/13/2015,3:35:00 PM,2,3,,999,999,,999,999,,0,0,AMADEU,4,1,1,26.1,0,,,,,,011.30,MARIO AMOS
SPA3030,3030,3/13/2015,9:26:00 AM,25.94329,32.58135,015-29,2,,,,,,,3/13/2015,1:20:00 PM,3/13/2015,3:40:00 PM,3/14/2015,3:40:00 PM,2,3,4,54,27,9,999,999,999,0,0,ANABELA/BSCELSR,4,1,1,19.09,0,,,,,,015.29,SALMA XAVIER
SPA3031,3031,3/11/2015,10:29:00 AM,25.94339,32.57967,009-30,2,,,,,,,3/11/2015,1:30:00 PM,3/11/2015,4:00:00 PM,3/12/2015,4:00:00 PM,3,4,5,999,999,999,999,999,999,999,999,GIZELA/ELOISA,4,1,1,20.88,0,,,,,,009.30,LAURINDA MACUCULE
SPA3032,3032,3/18/2015,10:34:00 AM,25.94499,32.58333,011-32,2,,,,,,,3/18/2015,1:03:00 PM,3/18/2015,4:20:00 PM,3/19/2015,4:20:00 PM,2,3,4,0,0,0,998,998,999,0,999,ELOISA,4,1,1,37.42,0,,,,,,011.32,SALMA XAVIER
SPA3033,3033,3/24/2015,9:14:00 AM,25.94155,32.58818,170-31,2,,,,,,,3/24/2015,12:02:00 PM,3/24/2015,3:50:00 PM,3/25/2015,3:50:00 PM,2,3,4,998,84,20,998,999,0,0,0,GISELA-ELOISA,4,1,1,32.13,0,,,,,,170.31,MARIO AMOS
SPA3034,3034,3/13/2015,9:25:00 AM,25.94316,32.58111,013-30,2,,,,,,,3/13/2015,1:20:00 PM,3/13/2015,3:40:00 PM,3/14/2015,3:40:00 PM,2,3,4,998,998,156,998,998,999,156,999,AMADEU,4,1,1,30.72,0,,,,,,013.30,SALMA XAVIER
SPA3036,3036,3/18/2015,11:02:00 AM,25.94178,32.58837,020-29,2,,,,,,,3/18/2015,1:03:00 PM,3/18/2015,4:20:00 PM,3/19/2015,4:20:00 PM,2,3,4,0,0,10,999,999,118,0,0,AMADEU,4,1,1,23.5,0,,,,,,020.29,SALMA XAVIER
SPA3037,3037,3/12/2015,9:24:00 AM,25.94507,32.57919,012-29,2,,,,,,,3/12/2015,11:50:00 AM,3/12/2015,3:25:00 PM,3/13/2015,3:35:00 PM,3,4,,7,0,,999,37,,0,0,ANABELA/BACELAR,4,1,1,25.67,0,,,,,,012.29,MARIO AMOS
SPA3039,3039,3/24/2015,8:56:00 AM,25.94156,32.58811,168-31,2,,,,,,,3/24/2015,12:02:00 PM,3/24/2015,3:50:00 PM,3/25/2015,3:50:00 PM,2,3,4,998,999,77,999,999,999,0,0,AMDEU/ANABELA,4,1,1,21.33,0,,,,,,168.31,MARCIO AMOS
SPB2029,2029,5/12/2015,10:50:00 AM,25.94406,32.56064,027-29,1,,,,,,,5/12/2015,12:10:00 PM,5/12/2015,3:40:00 PM,5/13/2015,3:40:00 PM,3,4,,0,0,,999,78,,0,0,AMADEU-GIZELA,4,1,3,22.18,0,,,,,,027,MARCIO AMOS
SPB2030,2030,3/26/2015,9:21:00 AM,25.94729,32.55231,015-32,1,,,,,,,3/26/2015,12:15:00 PM,3/26/2015,5:00:00 PM,3/27/2015,5:00:00 PM,2,3,4,999,999,999,999,999,999,0,0,ELOISA-GISELA,4,1,3,18.37,0,,,,,,015.32,MARIA
SPB2031,2031,3/3/2015,9:51:00 AM,25.94626,32.55228,002-29,1,,,,,,,3/3/2015,4:00:00 PM,3/3/2015,5:08:00 PM,3/4/2015,5:08:00 PM,3,4,,0,0,,999,999,,0,0,GIZELA-ELAISA,4,1,3,25.92,0,,,,,,002.29,MARIA ISABEL
SPB2032,2032,3/3/2015,9:52:00 AM,25.94355,32.5577,001-29,1,,,,,,,3/3/2015,3:05:00 PM,3/3/2015,3:30:00 PM,3/4/2015,3:32:00 PM,3,4,,998,998,,998,998,,0,0,ANABELA/BACELAR,4,1,3,20.45,,,,,,,001.29,MARIO AMOS
SPB2035,2035,3/5/2015,9:47:00 AM,25.94489,32.55388,005-32,1,,,,,,,3/5/2015,11:45:00 AM,3/5/2015,4:20:00 PM,3/6/2015,4:20:00 PM,3,4,,0,0,,999,43,,0,0,ALAISA-MULA-GIZELA,4,1,3,16.93,0,,,,,,005.32,LAURINDA MACUCULE
SPB2036,2036,3/6/2015,10:03:00 AM,25.9369,32.56394,002-30,1,,,,,,,3/6/2015,12:15:00 PM,3/6/2015,4:50:00 PM,3/7/2015,5:00:00 PM,3,4,,0,0,,999,999,,0,0,AMADEU,4,1,3,40.71,0,,,,,,002.30,MARIO AMOS
SPB2037,2037,3/9/2015,10:06:00 AM,25.93122,32.56152,165-31,1,,,,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,3,4,,999,999,,999,0,,0,0,ANABELA/BACELAR,4,1,3,17.05,0,,,,,,165.31,SALMA XAVIER
SPB2038,2038,3/6/2015,10:15:00 AM,25.93502,32.56244,004-29,1,,,,,,,3/6/2015,12:15:00 PM,3/6/2015,1/0/1900  4:50:00 PM,3/7/2015,5:00:00 PM,3,4,,0,0,,998,999,,0,0,BACELAR/ANABELA,4,1,3,24.61,0,,,,,,004.29,MARIO AMOS
SPB2039,2039,3/9/2015,10:11:00 AM,25.94912,32.55864,003-30,1,,,,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,3,4,,0,0,,999,999,,0,0,GISELA-ELOISA,4,1,3,33.31,0,,,,,,003.30,SALMA XAVIER
SPB2040,2040,3/10/2015,9:21:00 AM,25.94873,32.55939,006-29,1,,,,,,,3/10/2015,2:00:00 PM,3/10/2015,4:20:00 PM,3/11/2015,4:20:00 PM,3,4,5,0,0,999,999,999,999,0,0,ANABELA/BACELAR,4,1,3,19.95,0,,,,,,006.29,MARIA ISABEL
SPB2041,2041,3/10/2015,9:23:00 AM,25.95259,32.55969,006-30,1,,,,,,,3/10/2015,2:00:00 PM,3/10/2015,4:20:00 PM,3/11/2015,4:20:00 PM,3,4,5,0,0,999,999,999,999,0,0,AMADEU/ELOISA,4,1,3,21.49,0,,,,,,006.30,MARIA ISABEL
SPB2042,2042,3/25/2015,9:33:00 AM,25.94624,32.55561,023-29,1,,,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,3,4,,0,0,,998,999,,0,0,AMADEU/ANABELA,4,1,1,32.53,0,,,,,,023.29,SALMA XAVIER
SPB2043,2043,3/25/2015,9:20:00 AM,25.94522,32.55672,013-32,1,,,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,3,4,,0,0,,999,999,,0,0,ELOISA-GISELA,4,1,3,28.17,0,,,,,,013.32,SALMA-XAVIER
SPB2044,2044,5/12/2015,10:15:00 AM,25.94183,32.55693,002-01,1,,,,,,,5/12/2015,12:10:00 PM,5/12/2015,3:40:00 PM,5/13/2015,3:40:00 PM,3,4,,22,13,,999,999,,0,0,ELOISA-BACELAR,4,1,3,41.03,0,,,,,,002-01,MARCIO AMOS
ZCA2029,2029,5/12/2015,10:15:00 AM,25.94407,32.56058,026-29,1,,Sample taken at the entrance (zinc plate) where people touch when they go to latrine.,,,,,5/12/2015,12:10:00 PM,5/12/2015,3:40:00 PM,5/13/2015,3:40:00 PM,2,3,,0,0,,47,13,,0,0,AMADE/GIZELA,5,0,,,,1,,1,0,0,026-29,MARCIO AMOS
ZCA2030,2030,3/26/2015,9:24:00 AM,25.94715,32.55198,014-32,1,,,,,,,3/26/2015,12:15:00 PM,3/26/2015,5:00:00 PM,3/27/2015,5:00:00 PM,2,3,,0,0,,999,48,,0,0,GISELA-ELOISA,5,0,,,,1,,2,0,0,014-32,MARIA
ZCA2031,2031,3/3/2015,9:50:00 AM,25.94365,32.55762,001-32,1,,Sample collected also from barrel where they deposit the toilet paper.,,,,,3/3/2015,2:23:00 PM,3/3/2015,3:20:00 PM,3/4/2015,5:08:00 PM,3,4,,0,0,,2,1,,0,0,ANABELA/BACELAR,5,0,,,,1,,1,1,0,001.32,MARIO AMOS
ZCA2032,2032,3/3/2015,9:44:00 AM,25.94365,32.55764,001-32,1,,The sample was only collected at the door because they don't touch any wall,,,,,3/3/2015,3:05:00 PM,3/3/2015,4:30:00 PM,3/4/2015,4:42:00 PM,2,3,,0,0,,16,0,,0,0,GISELA/ELOISA,5,0,,,,1,,1,0,0,001.32,MARIO AMOS
ZCA2034,2034,3/5/2015,9:59:00 AM,25.94376,32.55799,163-31,1,,Sample collected from bags that they using as a door.,,,,,3/5/2015,11:45:00 AM,3/5/2015,4:20:00 PM,3/6/2015,4:20:00 PM,2,4,,0,0,,0,0,,0,0,,5,0,,,,1,,0,1,0,163.31,LAURINDA MACUCULE
ZCA2035,2035,3/5/2015,9:25:00 AM,25.94497,32.55382,004-32,1,,"They don't touch in the walls, the sample was only collected from the door.",,,,,3/5/2015,11:45:00 AM,3/5/2015,4:20:00 PM,3/6/2015,4:20:00 PM,2,3,,0,0,,0,0,,0,0,AMADEU,5,0,,,,1,,1,1,0,004.32,LAURINDA MACUCULE
ZCA2036,2036,3/6/2015,9:55:00 AM,25.96199,32.58968,001-30,1,,"They don't touch in the walls, the sample was only collected from the door.",,,,,3/6/2015,12:15:00 PM,3/6/2015,4:50:00 PM,3/7/2015,5:00:00 PM,2,3,,0,0,,998,999,,0,0,ELOISA-GISELA-AMADEU,5,0,,,,1,,1,0,0,001.30,MARIO AMOS
ZCA2037,2037,3/9/2015,9:46:00 AM,25.93127,32.5613,164-31,1,,"Sample collected from convas (hard plastic), the bathroom is provisory and is not possible to touch in the walls.",,,,,3/9/2015,12:00:00 AM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,2,3,,0,0,,999,999,,0,0,ANABELA/BACELAR,5,0,,,,1,,1,0,0,164.31,MARIO AMOS
ZCA2038,2038,3/6/2015,9:50:00 AM,25.93534,32.56261,003-29,1,,,,,,,3/6/2015,12:15:00 PM,3/6/2015,4:53:00 PM,3/7/2015,5:00:00 PM,2,3,,0,0,,999,999,,0,0,BACELAR/ANABELA,5,0,,,,1,,1,0,0,003.29,MARIO AMOS
ZCA2039,2039,3/9/2015,10:16:00 AM,25.94919,32.55866,004-30,1,,"They don't touch in the walls, the sample was only collected from the door.",,,,,3/9/2015,12:30:00 PM,3/9/2015,4:03:00 PM,3/10/2015,4:08:00 PM,2,3,,0,0,,999,999,,0,0,GIZELA,5,0,,,,1,,2,0,0,004.30,SALMA XAVIER
ZCA2040,2040,3/10/2015,8:50:00 AM,25.93496,32.56271,005-29,1,,,,,,,3/10/2015,2:00:00 PM,3/10/2015,4:20:00 PM,3/11/2015,4:20:00 PM,2,3,,0,0,,999,999,,0,0,ANBELA/BACELA,5,0,,,,1,,1,1,0,005.29,MARIA ISABEL
ZCA2041,2041,3/10/2015,9:46:00 AM,25.95265,32.5597,005-30,1,,"There are two latrines in the compound but they are using only one. They don't touch in the walls, the sample was only collected from the door.",,,,,3/10/2015,2:00:00 PM,3/10/2015,1/0/1900  4:20:00 PM,3/11/2015,1/0/1900  4:20:00 PM,2,3,,0,0,,999,999,,0,0,GIZELA,5,0,,,,1,,2,0,0,005.30,MARIA ISABEL
ZCA2042,2042,3/25/2015,11:20:00 AM,25.94633,32.55552,022-29,1,,,,,,,3/25/2015,12:10:00 PM,3/25/2015,4:20:00 PM,3/26/2015,4:20:00 PM,2,3,,0,0,,37,8,,0,0,AMADEU/ANABELA,5,0,,,,1,,1,1,0,022.29,SALMA XAVIER
ZCA2043,2043,3/25/2015,9:28:00 AM,25.94526,32.55675,012-32,1,,"The colonies, both coliforms and E.Coli presented extremely pallid",,,,,3/25/2015,12:10:00 PM,3/25/2015,4:10:00 PM,3/26/2015,4:10:00 PM,2,3,,999,999,,999,999,,0,0,ELOISA-GISELA,5,0,,,,1,,1,0,0,012.32,SALMA XAVIER
ZCA3001,3001,3/11/2015,10:17:00 AM,25.94457,32.57943,008-29,2,,"There is no door in the latrine, the sample was collected from the walls because they touch the walls.",,,,,3/11/2015,1:30:00 PM,3/11/2015,4:00:00 PM,3/12/2015,4:00:00 PM,2,3,,999,999,,999,999,,0,0,ANABELA/AMADEU,5,0,,,,1,,2,2,0,008.29,LAURINDA MACUCULE
ZCA3006,3006,3/12/2015,9:15:00 AM,25.9439,32.58358,010-30,2,,In this latrine the feces mix with the bathing water in the same drain. Here were not collected drain sample.,,,,,3/12/2015,11:50:00 AM,3/12/2015,3:25:00 PM,3/13/2015,3:35:00 PM,2,3,,0,0,,0,0,,0,0,GISELA,5,0,,,,4,,1,1,0,010.30,MARIO AMOS
ZCA3030,3030,3/13/2015,9:14:00 AM,25.94331,32.5812,014-29,2,,Sample collected from door of zinc plate.,,,,,3/13/2015,1:20:00 PM,3/13/2015,3:40:00 PM,3/14/2015,3:40:00 PM,2,3,,17,11,,999,46,,0,0,ANABELA/BACELAR,5,0,,,,1,,1,0,0,014-29,SALMA XAVIER
ZCA3031,3031,3/11/2015,10:08:00 AM,25.9434,32.57974,007-30,2,,They don't touch in the walls.,,,,,3/11/2015,1:30:00 PM,3/11/2015,4:00:00 PM,3/12/2015,4:00:00 PM,2,3,,999,8,,55,999,,0,0,ELOISA-GISELA,5,0,,,,1,,1,0,,007.30,LAURINDA MACUCULE
ZCA3032,3032,3/18/2015,10:34:00 AM,25.9448,32.5834,008-32,2,,Most of households use this latrine.,,,,,3/18/2015,1:03:00 PM,3/18/2015,4:20:00 PM,3/19/2015,4:20:00 PM,2,3,,65,20,,999,115,,0,0,GISELA,5,0,,,,1,,3,0,0,008.32,SALMA XAVIER
ZCA3033,3033,3/24/2015,9:09:00 AM,25.94152,32.58831,169-31,2,,,,,,,3/24/2015,12:02:00 PM,3/24/2015,3:50:00 PM,3/25/2015,3:50:00 PM,2,3,,0,0,,48,0,,0,0,GESELA-ELOISA,5,0,,,,1,,1,0,0,169.31,MARIO AMOS
ZCA3034,3034,3/13/2015,9:26:00 AM,25.94316,32.58126,012-30,2,,Most of households use this latrine.,,,,,3/13/2015,1:20:00 PM,3/13/2015,3:40:00 PM,3/14/2015,3:40:00 PM,2,3,,0,0,,145,93,,0,0,ELOISA/GIZELA,5,0,,,,1,,2,0,0,012.30,SALMA XAVIER
ZCA3036,3036,3/18/2015,11:09:00 AM,25.94175,32.58841,166-31,2,,"Sample collected from the hoop of the door and from the walls, where they touch when they are using the latrine.",,,,,3/18/2015,1:03:00 PM,3/18/2015,4:20:00 PM,3/19/2015,4:20:00 PM,2,3,,0,0,,999,999,,0,0,BACELAR/ANABELA,5,0,,,,4,,1,1,0,166.31,SALMA XAVIER
ZCA3037,3037,3/12/2015,9:36:00 AM,25.94513,32.57913,011-29,2,,"There is no door in the latrine, the sample was collected from the walls",,,,,3/12/2015,11:50:00 AM,3/12/2015,3:25:00 PM,3/13/2015,1/0/1900  3:35:00 PM,2,3,,0,0,,0,0,,0,0,ANABELA/BACELAR,5,0,,,,1,,1,1,0,011.29,MARIO AMOS
ZCA3039,3039,3/24/2015,9:04:00 AM,25.9415,32.58816,167-31,2,,,,,,,3/24/2015,12:02:00 PM,3/24/2015,3:50:00 PM,3/25/2015,3:50:00 PM,2,3,,0,0,,0,0,,0,0,AMADEU/ ANABELA,5,0,,,,1,,1,0,0,167-31,MARIO AMOS
ZCB2030,2030,3/26/2015,9:25:00 AM,25.94715,32.55198,014-32,1,,,,,,,3/26/2015,12:15:00 PM,3/26/2015,5:00:00 PM,3/27/2015,5:00:00 PM,2,3,,0,0,,20,0,,0,0,ELOISA-GISELA,5,0,,,,1,,2,0,0,014.32,MARIA ISABEL
ZCB3001,3001,3/11/2015,10:23:00 AM,25.94457,32.57943,008-29,2,,"There is no door in the latrine, the sample was collected from the walls",,,,,3/11/2015,1:30:00 PM,3/11/2015,4:00:00 PM,3/12/2015,4:00:00 PM,2,3,,999,999,,999,999,,0,0,ANABELA/AMADEU,5,0,,,,1,,2,2,,008.29,LAURINDA MACUCULE
ZCB3032,3032,3/18/2015,10:57:00 AM,25.9448,32.5834,008-32,2,,,,,,,3/18/2015,1:03:00 PM,3/18/2015,4:20:00 PM,3/19/2015,4:20:00 PM,2,3,,15,1,,37,6,,0,0,GIZELA,5,0,,,,4,,3,0,0,008.32,SALMA XAVIER
ZCB3034,3034,3/13/2015,9:29:00 AM,25.94316,32.58126,012-30,2,,,,,,,3/13/2015,1:20:00 PM,3/13/2015,3:40:00 PM,3/14/2015,3:40:00 PM,2,3,,0,0,,999,130,,0,0,GIZELA/ELOISA,5,0,,,,5,,2,0,1,012.30,SALMA XAVIER
