"col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_rainweek","col_rainmon","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_type","col_dw_type_other","col_dw_container","col_dw_container_lid","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum","col_photo","meta.instanceID","X_uuid","X_submission_time","X_tags","X_notes"
283,1,1210,1210,"2018-10-30T09:56:00.000Z","6.658685334208554 -1.6193992364538312 292.27210694946484 4.0",6.65868533420855,-1.61939923645383,292.272106949465,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,0,0,0,0,0,0,1,0,,,,,"John Boateng Hilda Darimaani",1,"uuid:55318e9b-c5ff-4a7f-8b31-279fc58c9a0c","55318e9b-c5ff-4a7f-8b31-279fc58c9a0c","2018-10-31T20:15:17",,
283,10,9209,9209,"2018-10-30T11:39:00.000Z","6.659637168160858 -1.618603663114193 283.6848872975092 4.0",6.65963716816086,-1.61860366311419,283.684887297509,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Hilda Darimaani 
John Boateng",1,"uuid:7e371a22-0464-4e36-8d4c-0586d6323c41","7e371a22-0464-4e36-8d4c-0586d6323c41","2018-10-31T20:15:27",,
283,8,3204,3204,"2018-10-29T11:16:00.000Z","6.658069139470928 -1.6184129703175256 282.0170621410949 4.0",6.65806913947093,-1.61841297031753,282.017062141095,4,1,1,,,2,2,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:86ec6f1e-b901-433b-b412-d5e9a7cbf53e","86ec6f1e-b901-433b-b412-d5e9a7cbf53e","2018-10-31T20:21:40",,
283,8,3205,3205,"2018-10-29T11:31:00.000Z","6.657926692410701 -1.6181194712893954 286.9793232858599 4.0",6.6579266924107,-1.6181194712894,286.97932328586,4,1,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:39391f5e-0740-426c-a35a-4296f1697273","39391f5e-0740-426c-a35a-4296f1697273","2018-10-31T20:21:44",,
283,6,2210,2210,"2018-10-29T11:42:00.000Z","6.65775699225925 -1.6174060317299803 272.16760830384203 4.0",6.65775699225925,-1.61740603172998,272.167608303842,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:a308bbd0-ff0b-4ad7-a9b8-c3e5744a96b9","a308bbd0-ff0b-4ad7-a9b8-c3e5744a96b9","2018-10-31T20:21:48",,
283,8,3206,3206,"2018-10-30T08:12:00.000Z","6.658533965727763 -1.6157652140169556 269.5150161779288 4.0",6.65853396572776,-1.61576521401696,269.515016177929,4,1,0,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:6018a0f1-1f31-4468-83e2-134c5b9686b1","6018a0f1-1f31-4468-83e2-134c5b9686b1","2018-10-31T20:21:51",,
283,8,3207,3207,"2018-10-30T08:28:00.000Z","6.657388791810286 -1.6145171645912184 259.96684009703324 4.0",6.65738879181029,-1.61451716459122,259.966840097033,4,1,0,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sample taken from popular route used by pupils to school","John and Alex",1,"uuid:efe90b8d-5396-4e8c-97a1-adb7b7c8f41f","efe90b8d-5396-4e8c-97a1-adb7b7c8f41f","2018-10-31T20:21:55",,
283,8,3208,3208,"2018-10-30T08:43:00.000Z","6.655362994097896 -1.6141035648784414 268.6829990074463 4.0",6.6553629940979,-1.61410356487844,268.682999007446,4,1,0,1,,2,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sample taken from Mt Olivet school","John and Alex",1,"uuid:c39ae6ea-3b3f-4e13-bdb2-21abb77d4fab","c39ae6ea-3b3f-4e13-bdb2-21abb77d4fab","2018-10-31T20:22:12",,
283,8,3209,3209,"2018-10-30T09:30:00.000Z","6.658788479971507 -1.6178620301714963 270.2222950755279 4.0",6.65878847997151,-1.6178620301715,270.222295075528,4,1,0,1,,2,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:893e31b4-1bdb-4340-81eb-07ee953ff0c9","893e31b4-1bdb-4340-81eb-07ee953ff0c9","2018-10-31T20:22:20",,
283,8,3210,3210,"2018-10-30T09:50:00.000Z","6.661045574605485 -1.6172645425515497 267.00122780058155 6.0",6.66104557460548,-1.61726454255155,267.001227800582,6,1,0,1,,1,2,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Samples taken from Mt Horeb Methodist church premises","John and Alex",1,"uuid:39066a24-5f34-44c0-9874-39fe6dacf733","39066a24-5f34-44c0-9874-39fe6dacf733","2018-10-31T20:22:38",,
282,3,8301,8301,"2018-10-30T10:14:00.000Z","6.6695434804121225 -1.6297753206382182 284.94701074547885 4.0",6.66954348041212,-1.62977532063822,284.947010745479,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:06723e1e-df6c-48cf-a840-cf9381ac098c","06723e1e-df6c-48cf-a840-cf9381ac098c","2018-11-02T22:27:41",,
282,3,8302,8302,"2018-10-30T10:24:00.000Z","6.669952410406353 -1.6296831681284876 278.6329494888926 4.0",6.66995241040635,-1.62968316812849,278.632949488893,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:4e265629-0c58-4790-8850-9660e2d45f8d","4e265629-0c58-4790-8850-9660e2d45f8d","2018-11-02T22:27:44",,
282,3,8303,8303,"2018-10-30T10:35:00.000Z","6.6702726894434425 -1.6293552746786817 274.1924576523942 4.0",6.67027268944344,-1.62935527467868,274.192457652394,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:c49c85ed-edd3-4fef-acf8-70399f9b282a","c49c85ed-edd3-4fef-acf8-70399f9b282a","2018-11-02T22:27:47",,
282,3,8304,8304,"2018-10-30T10:47:00.000Z","6.670317295995781 -1.63031757735066 271.0851027909701 4.0",6.67031729599578,-1.63031757735066,271.08510279097,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:5f7fdda9-8860-4417-88c7-faa70ee31df8","5f7fdda9-8860-4417-88c7-faa70ee31df8","2018-11-02T22:29:31",,
282,3,8305,8305,"2018-10-30T10:57:00.000Z","6.670127069924534 -1.630237177320567 272.61766491029505 4.0",6.67012706992453,-1.63023717732057,272.617664910295,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:c0de524f-e52b-4723-a5e5-f8a38a7adad7","c0de524f-e52b-4723-a5e5-f8a38a7adad7","2018-11-02T22:29:33",,
282,3,8306,8306,"2018-10-30T11:08:00.000Z","6.67011064526371 -1.6305501092252632 271.8851598139951 4.0",6.67011064526371,-1.63055010922526,271.885159813995,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:8030f69f-02b9-48be-84e3-6ba6044d3e17","8030f69f-02b9-48be-84e3-6ba6044d3e17","2018-11-02T22:29:35",,
282,3,8307,8307,"2018-10-30T11:21:00.000Z","6.670012664017833 -1.630855844256146 273.09172865184945 4.0",6.67001266401783,-1.63085584425615,273.091728651849,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:8c6c1be4-79f3-4543-8240-bf27ba02b7ac","8c6c1be4-79f3-4543-8240-bf27ba02b7ac","2018-11-02T22:29:37",,
282,3,8308,8308,"2018-10-30T11:34:00.000Z","6.669962301284136 -1.630865376960549 267.77246530221447 4.0",6.66996230128414,-1.63086537696055,267.772465302214,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:afb1f144-a1a5-428a-9d53-1072e7bbf2f4","afb1f144-a1a5-428a-9d53-1072e7bbf2f4","2018-11-02T22:29:38",,
282,3,8309,8309,"2018-10-30T11:49:00.000Z","6.669522758077493 -1.6304215024008735 259.0024888268132 4.0",6.66952275807749,-1.63042150240087,259.002488826813,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:ff9a360e-489b-4f00-9305-86f90c88b760","ff9a360e-489b-4f00-9305-86f90c88b760","2018-11-02T22:29:40",,
282,3,8310,8310,"2018-10-30T12:01:00.000Z","6.669716861045724 -1.6301701909733937 275.075108541296 4.0",6.66971686104572,-1.63017019097339,275.075108541296,4,1,0,1,,,,,,,,,,,,,,,,,4,,0,,80,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:fe3f5e8e-4b92-4c6a-8bbd-b834afff57b0","fe3f5e8e-4b92-4c6a-8bbd-b834afff57b0","2018-11-02T22:29:42",,
282,2,5301,5301,"2018-10-31T08:25:00.000Z","6.670356585887251 -1.6292659029546734 286.65880911131944 4.0",6.67035658588725,-1.62926590295467,286.658809111319,4,2,0,1,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:ae24b607-a20f-4b7e-ad06-c001f2895c0e","ae24b607-a20f-4b7e-ad06-c001f2895c0e","2018-11-02T22:32:05",,
282,1,1301,1301,"2018-10-31T08:32:00.000Z","6.671054906048833 -1.6281664041206962 282.91345255192397 4.0",6.67105490604883,-1.6281664041207,282.913452551924,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,1,1,1,0,0,0,0,1,2,,,,"John and Alex",1,"uuid:93f52053-5d98-460f-aacb-475800c0299c","93f52053-5d98-460f-aacb-475800c0299c","2018-11-02T22:32:07",,
282,1,1302,1302,"2018-10-31T08:50:00.000Z","6.670545240757083 -1.6294976230359155 281.96234625364275 4.0",6.67054524075708,-1.62949762303592,281.962346253643,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,88,"Stone and sand",0,1,0,0,0,0,0,1,3,,,,"John and Alex",1,"uuid:098cb944-db12-466e-be67-87f8281884ac","098cb944-db12-466e-be67-87f8281884ac","2018-11-02T22:32:09",,
282,1,1303,1303,"2018-10-31T09:00:00.000Z","6.670591528507916 -1.6296880890212517 276.441538100343 4.0",6.67059152850792,-1.62968808902125,276.441538100343,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,88,"Stone and sand",1,1,0,0,0,0,0,1,4,,,,"John and Alex",1,"uuid:68fd52d6-fdd5-4300-a37f-982a0e4ac798","68fd52d6-fdd5-4300-a37f-982a0e4ac798","2018-11-02T22:32:11",,
282,1,1304,1304,"2018-10-31T09:10:00.000Z","6.67054158047381 -1.6298636504085344 276.69145117531974 4.0",6.67054158047381,-1.62986365040853,276.69145117532,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,88,"Stone and sand",1,1,0,0,0,0,0,1,3,,,,"John and Alex",1,"uuid:1ed5242c-345e-488f-872c-76c33e8afab6","1ed5242c-345e-488f-872c-76c33e8afab6","2018-11-02T22:32:13",,
282,1,1305,1305,"2018-10-31T09:21:00.000Z","6.670314171951661 -1.6302845132189325 277.01092653348485 4.0",6.67031417195166,-1.63028451321893,277.010926533485,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,88,"Stone and sand",1,1,0,0,0,0,0,1,4,,,,"John and Alex",1,"uuid:8d489861-1a30-4cd8-9d0a-19a53bc282fb","8d489861-1a30-4cd8-9d0a-19a53bc282fb","2018-11-02T22:32:15",,
282,1,1306,1306,"2018-10-31T09:32:00.000Z","6.670154304030878 -1.6308542713659764 275.96480186813153 4.0",6.67015430403088,-1.63085427136598,275.964801868132,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,88,"Stones and sand",1,1,0,0,0,0,0,1,4,,,,"John and Alex",1,"uuid:1df987cf-ea48-486d-a1ff-556517e14cfe","1df987cf-ea48-486d-a1ff-556517e14cfe","2018-11-02T22:34:27",,
282,2,5302,5302,"2018-10-31T09:47:00.000Z","6.669542120790359 -1.6303077062842273 273.71089466489684 6.0",6.66954212079036,-1.63030770628423,273.710894664897,6,2,0,1,,,,,,,,,,,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:8ca8254b-e446-4b85-816b-b1cf68e5f75b","8ca8254b-e446-4b85-816b-b1cf68e5f75b","2018-11-02T22:34:28",,
282,2,5303,5303,"2018-10-31T09:50:00.000Z","6.669629164613023 -1.6302909735229418 289.64644070147 6.0",6.66962916461302,-1.63029097352294,289.64644070147,6,2,0,1,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:797d81b9-afdd-4428-9894-4354a989bb61","797d81b9-afdd-4428-9894-4354a989bb61","2018-11-02T22:34:30",,
282,2,5304,5304,"2018-10-31T10:05:00.000Z","6.669727421353246 -1.6293650159594142 284.0508076681147 4.0",6.66972742135325,-1.62936501595941,284.050807668115,4,2,0,1,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:6ba62f88-6bdc-4d2a-a555-419187a4b6bc","6ba62f88-6bdc-4d2a-a555-419187a4b6bc","2018-11-02T22:34:32",,
282,2,5305,5305,"2018-10-31T10:08:00.000Z","6.669737311661091 -1.629429330235089 280.48247479065907 4.0",6.66973731166109,-1.62942933023509,280.482474790659,4,2,0,1,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:831dee4f-7c73-45da-91aa-7385d42d42fc","831dee4f-7c73-45da-91aa-7385d42d42fc","2018-11-02T22:34:34",,
282,2,5306,5306,"2018-11-01T08:17:00.000Z","6.66981799537864 -1.6307043440309563 267.72418206099513 6.0",6.66981799537864,-1.63070434403096,267.724182060995,6,1,1,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:9fa74c43-b748-46b0-aee5-514746808ea4","9fa74c43-b748-46b0-aee5-514746808ea4","2018-11-02T22:38:38",,
282,2,5307,5307,"2018-11-01T08:22:00.000Z","6.669815322512086 -1.6307119425600316 276.4032711933919 4.0",6.66981532251209,-1.63071194256003,276.403271193392,4,1,1,,,,,,,,,,,,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:5ef4fc83-fa1d-4e9f-87fa-d146f8d9fd7f","5ef4fc83-fa1d-4e9f-87fa-d146f8d9fd7f","2018-11-02T22:38:40",,
282,2,5308,5308,"2018-11-01T08:33:00.000Z","6.669921096706133 -1.6312960100822125 259.62301531293565 4.0",6.66992109670613,-1.63129601008221,259.623015312936,4,1,1,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:d3bb492d-96cb-4474-946d-da339fc11e12","d3bb492d-96cb-4474-946d-da339fc11e12","2018-11-02T22:38:42",,
282,2,5309,5309,"2018-11-01T08:38:00.000Z","6.669988009021895 -1.6312209165409886 279.41991627315616 6.0",6.6699880090219,-1.63122091654099,279.419916273156,6,1,1,,,,,,,,,,,,,,,3,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:5ec24d9e-b6a0-4041-b727-d185d2d8055a","5ec24d9e-b6a0-4041-b727-d185d2d8055a","2018-11-02T22:38:44",,
282,1,1307,1307,"2018-11-01T08:47:00.000Z","6.670142583914381 -1.6312469055806116 280.9894842056046 4.0",6.67014258391438,-1.63124690558061,280.989484205605,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,88,"Stones and sand",1,1,0,0,0,0,0,1,4,,,,"John and Alex",1,"uuid:691260a7-29a0-4911-9979-f55f110843c3","691260a7-29a0-4911-9979-f55f110843c3","2018-11-02T22:38:45",,
282,1,1308,1308,"2018-11-01T09:01:00.000Z","6.669741530032748 -1.6316228200096858 264.2969339675346 4.0",6.66974153003275,-1.63162282000969,264.296933967535,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,0,1,0,0,0,0,0,0,,,,,"John and Alex",1,"uuid:2e37e753-d41f-49c6-8be6-a4b81ab3e863","2e37e753-d41f-49c6-8be6-a4b81ab3e863","2018-11-02T22:38:47",,
282,1,1309,1309,"2018-11-01T09:13:00.000Z","6.669442988478064 -1.6310692714423127 267.3774464594864 4.0",6.66944298847806,-1.63106927144231,267.377446459486,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,1,1,0,0,0,0,0,1,4,,,,"John and Alex",1,"uuid:ed325094-e07b-4a4f-868e-19164a969152","ed325094-e07b-4a4f-868e-19164a969152","2018-11-02T22:38:49",,
282,1,1310,1310,"2018-11-01T09:27:00.000Z","6.669486757031688 -1.6303839965971811 269.28635171957865 4.0",6.66948675703169,-1.63038399659718,269.286351719579,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,1,1,0,0,0,0,1,1,2,,,,"John and Alex",1,"uuid:f54a7378-9e9c-4943-bf9c-70576bf707f1","f54a7378-9e9c-4943-bf9c-70576bf707f1","2018-11-02T22:38:51",,
282,2,5310,5310,"2018-11-01T09:44:00.000Z","6.669918354955347 -1.6293796196465389 278.9953929619043 4.0",6.66991835495535,-1.62937961964654,278.995392961904,4,1,1,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John and Alex",1,"uuid:4a018231-ab16-4fbd-8594-a33ddefa36ed","4a018231-ab16-4fbd-8594-a33ddefa36ed","2018-11-02T22:38:52",,
282,9,7301,7301,"2018-11-02T08:50:00.000Z","6.670029707945932 -1.6293705094384514 269.6135042862839 4.0",6.67002970794593,-1.62937050943845,269.613504286284,4,2,0,1,,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"People fetch with their own receptacle","John and Alex",1,"uuid:bf051752-a33c-4a99-87a6-c4967aca1172","bf051752-a33c-4a99-87a6-c4967aca1172","2018-11-02T22:38:54",,
282,7,4301,4301,"2018-10-31T07:57:00.000Z","6.670249032703424 -1.6292769557881863 279.55605072961157 4.0",6.67024903270342,-1.62927695578819,279.556050729612,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,,7,1,90,0,,,,,,,,,,,,,,,,,,,,"John Boateng Hilda Darimaani",1,"uuid:05e8f36f-8805-4742-8a11-9b8c8c8a6edb","05e8f36f-8805-4742-8a11-9b8c8c8a6edb","2018-11-02T22:42:01",,
282,7,4302,4302,"2018-10-31T08:18:00.000Z","6.670227065211073 -1.6292695808969178 287.51530763719234 4.0",6.67022706521107,-1.62926958089692,287.515307637192,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,,7,2,90,0,,,,,,,,,,,,,,,,,,,,"John Boateng Hilda Darimaani",1,"uuid:14ec9ac9-f56f-47b4-93b6-5d558cfcf2b7","14ec9ac9-f56f-47b4-93b6-5d558cfcf2b7","2018-11-02T22:42:04",,
282,7,4303,4303,"2018-10-31T08:28:00.000Z","6.67038644562243 -1.6291746940660077 285.54253009978623 4.0",6.67038644562243,-1.62917469406601,285.542530099786,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,5,,6,6,50,0,,,,,,,,,,,,,,,,,,,,"John Boateng Hilda Darimaani",1,"uuid:72056496-34fb-4bad-957a-ad1dc7201488","72056496-34fb-4bad-957a-ad1dc7201488","2018-11-02T22:42:05",,
282,7,4304,4304,"2018-10-31T08:30:00.000Z","6.6704566439573965 -1.6291907180693255 291.0397906513375 4.0",6.6704566439574,-1.62919071806933,291.039790651338,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,5,,6,6,50,0,,,,,,,,,,,,,,,,,,,,"John Boateng Hilda Darimaani",1,"uuid:8d3cacba-7321-4d9c-9af8-25eeacc333d5","8d3cacba-7321-4d9c-9af8-25eeacc333d5","2018-11-02T22:42:07",,
282,6,2301,2301,"2018-10-31T08:55:00.000Z","6.670193282168736 -1.6326726744973548 269.84879708272854 4.0",6.67019328216874,-1.63267267449735,269.848797082729,4,1,0,1,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This floodwater is within a car mechanic shop area","John Boateng Hilda Darimaani",1,"uuid:c5fc032b-19cb-44bf-82c8-725772be7b4f","c5fc032b-19cb-44bf-82c8-725772be7b4f","2018-11-02T22:42:09",,
282,10,9301,9301,"2018-10-31T09:23:00.000Z","6.670100219884738 -1.6295496924312491 283.34958504165564 4.0",6.67010021988474,-1.62954969243125,283.349585041656,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"John Boateng Hilda Darimaani",1,"uuid:ed9de2d6-f343-41af-90f1-6fc5403dfd9e","ed9de2d6-f343-41af-90f1-6fc5403dfd9e","2018-11-02T22:42:11",,
282,10,9302,9302,"2018-10-31T09:30:00.000Z","6.6695325258656375 -1.6293396867605294 284.37895161207354 4.0",6.66953252586564,-1.62933968676053,284.378951612074,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"John Boateng Hilda Darimaani",1,"uuid:d7fe3b43-792e-4a10-95a0-5f5417b452e7","d7fe3b43-792e-4a10-95a0-5f5417b452e7","2018-11-02T22:42:13",,
282,10,9303,9303,"2018-10-31T09:38:00.000Z","6.669564393484255 -1.629466048294291 295.9709760881968 4.0",6.66956439348426,-1.62946604829429,295.970976088197,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"John Boateng Hilda Darimaani",1,"uuid:ada325c2-d547-459f-ab49-59c7d8bd5c29","ada325c2-d547-459f-ab49-59c7d8bd5c29","2018-11-02T22:42:15",,
282,10,9304,9304,"2018-10-31T09:57:00.000Z","6.672781424624127 -1.6276783030873283 273.8918587759209 4.0",6.67278142462413,-1.62767830308733,273.891858775921,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"John Boateng Hilda Darimaani",1,"uuid:d1981442-3cfb-411f-bdc8-965977c199e2","d1981442-3cfb-411f-bdc8-965977c199e2","2018-11-02T22:42:17",,
282,10,9305,9305,"2018-10-31T10:13:00.000Z","6.672023749500063 -1.6271920439091543 292.70819704427095 4.0",6.67202374950006,-1.62719204390915,292.708197044271,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"John Boateng Hilda Darimaani",1,"uuid:e0a3f928-d14b-490f-8ac7-e70460711e77","e0a3f928-d14b-490f-8ac7-e70460711e77","2018-11-02T22:42:18",,
282,6,2302,2302,"2018-11-01T08:26:00.000Z","6.6705480910069035 -1.6312900615594164 271.16032402132885 4.0",6.6705480910069,-1.63129006155942,271.160324021329,4,1,1,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda Darimaani 
John Boateng",1,"uuid:653c1932-478c-461b-a1c6-a3bae18e2391","653c1932-478c-461b-a1c6-a3bae18e2391","2018-11-02T22:45:09",,
282,6,2303,2303,"2018-11-01T08:30:00.000Z","6.670538159475454 -1.6313010134592625 273.7541271525914 4.0",6.67053815947545,-1.63130101345926,273.754127152591,4,1,1,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda Darimaani 
John Boateng",1,"uuid:30a463a1-4a94-4a5a-8af3-f77ed6ffad0a","30a463a1-4a94-4a5a-8af3-f77ed6ffad0a","2018-11-02T22:45:11",,
282,6,2304,2304,"2018-11-01T08:42:00.000Z","6.66981116890337 -1.632031007770192 270.75980392041293 4.0",6.66981116890337,-1.63203100777019,270.759803920413,4,1,1,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda Darimaani 
John Boateng",1,"uuid:80dcc11e-7be0-438b-8422-32910ec7de16","80dcc11e-7be0-438b-8422-32910ec7de16","2018-11-02T22:45:13",,
282,6,2305,2305,"2018-11-01T08:55:00.000Z","6.670065187174108 -1.6324637735341594 271.02637071586037 4.0",6.67006518717411,-1.63246377353416,271.02637071586,4,1,1,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda Darimaani 
John Boateng",1,"uuid:bcc58a77-8ca0-44f1-ab8b-2a245002c50c","bcc58a77-8ca0-44f1-ab8b-2a245002c50c","2018-11-02T22:45:15",,
282,6,2306,2306,"2018-11-01T09:00:00.000Z","6.669978191113687 -1.6325342553365936 275.95790377019966 4.0",6.66997819111369,-1.63253425533659,275.9579037702,4,1,1,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda Darimaani 
John Boateng",1,"uuid:f1172461-5d43-4e95-87fa-0258ab323fee","f1172461-5d43-4e95-87fa-0258ab323fee","2018-11-02T22:45:17",,
282,6,2307,2307,"2018-11-01T09:07:00.000Z","6.670109021882318 -1.6327525697307606 270.5864442458627 4.0",6.67010902188232,-1.63275256973076,270.586444245863,4,1,1,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda Darimaani 
John Boateng",1,"uuid:a3e0332c-0df3-44f8-a1ca-0fc55a13269c","a3e0332c-0df3-44f8-a1ca-0fc55a13269c","2018-11-02T22:45:18",,
282,6,2308,2308,"2018-11-01T09:14:00.000Z","6.6700904531272345 -1.632882773272484 272.8957046250574 4.0",6.67009045312723,-1.63288277327248,272.895704625057,4,1,1,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"People cooked and sell around that place","Hilda Darimaani 
John Boateng",1,"uuid:f485d6a6-4863-43ba-9a01-a6092fb76106","f485d6a6-4863-43ba-9a01-a6092fb76106","2018-11-02T22:45:20",,
