"sample_type_name","sample_id","neighb_id","neighborhood","age","pop","p","r","n.response","mu","sigma","n.sample","exposure","dose","popDose","deployment_id","country","city","citylabel","date","pathway","neighb_pop","neighb_pop_label","perDose"
"Open Drain Water",1,201,"Kalshi","Adults","a",0.011823699240306,0.538957258719534,259,6.64531789528754,0.973109768167004,9,0.919,1440014.48618275,1440014.48618275,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 201 Adults","Dhaka 201",0.00421133494587311
"Open Drain Water",1,201,"Kalshi","Children","c",0.0315936825363652,0.857118635107394,239,6.64531789528754,0.973109768167004,9,0.952,15318261.2168664,15318261.2168664,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 201 Children","Dhaka 201",0.592957789386427
"Municipal Drinking Water",3,201,"Kalshi","Adults","a",0.00181033911681589,0.159237905832893,511,0.2182945248861,0.78810012884142,10,0.64,1231.01776415339,1231.01776415339,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 201 Adults","Dhaka 201",3.60012220634829e-06
"Municipal Drinking Water",3,201,"Kalshi","Children","c",0.00260863220738629,0.191203602982618,474,0.2182945248861,0.78810012884142,10,0.688,612.17924106892,612.17924106892,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 201 Children","Dhaka 201",2.36969747645252e-05
"Floodwater",6,201,"Kalshi","Adults","a",0.0472952467016505,0.602714141637099,506,5.6686769072161,0.757744412884773,8,0.822,62775.4708388618,62775.4708388618,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 201 Adults","Dhaka 201",0.000183587412921196
"Floodwater",6,201,"Kalshi","Children","c",0.0774060746315944,1.07971580893539,479,5.6686769072161,0.757744412884773,8,0.931,1230868.63738889,1230868.63738889,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 201 Children","Dhaka 201",0.047645952495417
"Public Latrine",7,201,"Kalshi","Adults","a",0.0321555260387839,0.679692624195701,252,0.0488677585894305,0.75780525790122,10,0.931,18.5259415587984,18.5259415587984,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 201 Adults","Dhaka 201",5.41792779450339e-08
"Public Latrine",7,201,"Kalshi","Children","c",0.033920080256759,0.683358469014633,239,0.0488677585894305,0.75780525790122,10,0.885,11.3038408145499,11.3038408145499,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 201 Children","Dhaka 201",4.37562747238666e-07
"Raw Produce",2,201,"Kalshi","Adults","a",0.0979189494044829,1.05754449900708,255,2.48481486717317,1.54077557248586,9,0.916,828507.916866399,828507.916866399,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 201 Adults","Dhaka 201",0.00242297864133374
"Raw Produce",2,201,"Kalshi","Children","c",0.129419921188234,1.36347729666972,237,2.48481486717317,1.54077557248586,9,0.944,1162825.08987779,1162825.08987779,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 201 Children","Dhaka 201",0.0450120405296275
"Surface Water",5,201,"Kalshi","Adults","a",0.0136943333063693,0.15111193852446,261,5.04651915237054,0.883139658802069,10,0.474,277721.195440787,277721.195440787,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 201 Adults","Dhaka 201",0.00081219806244436
"Surface Water",5,201,"Kalshi","Children","c",0.0222335284482891,0.201520228487469,238,5.04651915237054,0.883139658802069,10,0.542,1281171.99703677,1281171.99703677,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 201 Children","Dhaka 201",0.0495931558048025
"Street Food",10,201,"Kalshi","Adults","a",0.0772159765372887,0.540829916406836,255,3.15640903875841,2.268783910101,8,0.736,3249973072.50451,3249973072.50451,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 201 Adults","Dhaka 201",9.50457464470801
"Street Food",10,201,"Kalshi","Children","c",0.142476371581312,1.60140021127401,238,3.15640903875841,2.268783910101,8,0.959,196262457.950005,196262457.950005,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 201 Children","Dhaka 201",7.59716468847295
"Bathing Water",9,202,"Badda","Adults","a",0.933385492154548,162.966777565351,250,0.788394844268197,1.11741962655032,10,1,521.112628307243,521.112628307243,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 202 Adults","Dhaka 202",1.26554186062223e-05
"Bathing Water",9,202,"Badda","Children","c",0.66641927320346,22.0703385550897,213,0.788394844268197,1.11741962655032,10,1,602.590144786978,602.590144786978,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 202 Children","Dhaka 202",1.86299027325406e-05
"Open Drain Water",1,202,"Badda","Adults","a",0.00906556450686074,0.338108439100286,252,6.85606490094402,1.25111207821203,10,0.805,10447459.6126897,10447459.6126897,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 202 Adults","Dhaka 202",0.253720534848055
"Open Drain Water",1,202,"Badda","Children","c",0.00484415609519692,0.3002063377281,214,6.85606490094402,1.25111207821203,10,0.789,75488195.2481604,75488195.2481604,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 202 Children","Dhaka 202",2.33382133294831
"Municipal Drinking Water",3,202,"Badda","Adults","a",0.00776137210609814,0.235367465427982,500,0.144672553081707,0.910155296608846,10,0.669,1705.19107112739,1705.19107112739,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 202 Adults","Dhaka 202",4.14112144601233e-05
"Municipal Drinking Water",3,202,"Badda","Children","c",0.00153789643263402,0.135286337604961,428,0.144672553081707,0.910155296608846,10,0.599,586.601566839171,586.601566839171,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 202 Children","Dhaka 202",1.8135593865102e-05
"Floodwater",6,202,"Badda","Adults","a",0.0253901867343353,0.47596691596676,500,5.88437606757506,0.469915201683132,10,0.839,59195.3378586472,59195.3378586472,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 202 Adults","Dhaka 202",0.00143758132012923
"Floodwater",6,202,"Badda","Children","c",0.0871297331566694,1.05034743692116,428,5.88437606757506,0.469915201683132,10,0.916,669791.134790809,669791.134790809,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 202 Children","Dhaka 202",0.0207075137225849
"Public Latrine",7,202,"Badda","Adults","a",0.0146731453542679,0.524963802667423,249,0.264744165991972,0.763492692322821,10,0.893,40.5991738964522,40.5991738964522,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 202 Adults","Dhaka 202",9.85966397313029e-07
"Public Latrine",7,202,"Badda","Children","c",0.0187392714133981,0.532017380816925,214,0.264744165991972,0.763492692322821,10,0.903,51.9969005972123,51.9969005972123,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 202 Children","Dhaka 202",1.60755566432652e-06
"Raw Produce",2,202,"Badda","Adults","a",0.0661159616561409,0.743122488139203,249,3.42909650328538,1.7587765466506,8,0.874,272481614.08845,272481614.08845,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 202 Adults","Dhaka 202",6.61731975291017
"Raw Produce",2,202,"Badda","Children","c",0.117448281484842,1.07083378725475,214,3.42909650328538,1.7587765466506,8,0.909,31560565.6508632,31560565.6508632,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 202 Children","Dhaka 202",0.975738274756214
"Surface Water",5,202,"Badda","Adults","a",0.0139743682395531,0.269665665050778,253,5.53664760388518,1.05498924240557,10,0.666,3696701.8108693,3696701.8108693,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 202 Adults","Dhaka 202",0.0897758110965372
"Surface Water",5,202,"Badda","Children","c",0.00256430286783391,0.18869091476559,214,5.53664760388518,1.05498924240557,10,0.662,135643148.039201,135643148.039201,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 202 Children","Dhaka 202",4.1935943960704
"Street Food",10,202,"Badda","Adults","a",0.0444937458691718,0.370089588428881,249,4.27759599817457,1.38274784646084,10,0.687,65229844.6628429,65229844.6628429,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 202 Adults","Dhaka 202",1.58413161567142
"Street Food",10,202,"Badda","Children","c",0.158101709362989,1.37953513047108,214,4.27759599817457,1.38274784646084,10,0.918,29500395.936275,29500395.936275,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 202 Children","Dhaka 202",0.912045295826278
"Bathing Water",9,203,"Gabtoli","Adults","a",0.884511400418178,101.962984470465,233,0.330217466164388,1.02061196204797,10,1,100.899346258307,100.899346258307,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 203 Adults","Dhaka 203",4.08879024070403e-07
"Bathing Water",9,203,"Gabtoli","Children","c",0.663673579758373,27.5356994165165,191,0.330217466164388,1.02061196204797,10,1,171.712338542784,171.712338542784,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 203 Children","Dhaka 203",7.4773948757798e-07
"Open Drain Water",1,203,"Gabtoli","Adults","a",0.0124705606935043,0.424935431798287,234,6.76459682448654,1.22113533408962,10,0.871,2558938.49736696,2558938.49736696,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 203 Adults","Dhaka 203",0.0103697032167188
"Open Drain Water",1,203,"Gabtoli","Children","c",0.0165308696192801,0.538395966609704,195,6.76459682448654,1.22113533408962,10,0.889,33569163.0525986,33569163.0525986,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 203 Children","Dhaka 203",0.146180460835769
"Municipal Drinking Water",3,203,"Gabtoli","Adults","a",0.000409925896215762,0.134381803941638,447,0.1420589206008,0.774371701434301,10,0.641,945.843884202302,945.843884202302,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 203 Adults","Dhaka 203",3.83288632322292e-06
"Municipal Drinking Water",3,203,"Gabtoli","Children","c",0.000238610767773125,0.120704059658724,371,0.1420589206008,0.774371701434301,10,0.638,516.120773758921,516.120773758921,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 203 Children","Dhaka 203",2.24750234126413e-06
"Floodwater",6,203,"Gabtoli","Adults","a",0.0303497617214059,0.665042168293198,467,5.21341884979417,1.94740444516481,10,0.883,41516102.8939673,41516102.8939673,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 203 Adults","Dhaka 203",0.168237597804003
"Floodwater",6,203,"Gabtoli","Children","c",0.0765831908078739,1.23573446339268,383,5.21341884979417,1.94740444516481,10,0.953,708366020.459418,708366020.459418,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 203 Children","Dhaka 203",3.08465454288833
"Public Latrine",7,203,"Gabtoli","Adults","a",0.0676315757141497,1.43855318192959,232,0.0472761590293749,0.745997515046751,10,0.981,20.2573953036568,20.2573953036568,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 203 Adults","Dhaka 203",8.20899671714738e-08
"Public Latrine",7,203,"Gabtoli","Children","c",0.270799140223078,5.22588217431454,191,0.0472761590293749,0.745997515046751,10,0.996,9.79665659231063,9.79665659231063,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 203 Children","Dhaka 203",4.26605743214346e-08
"Raw Produce",2,203,"Gabtoli","Adults","a",0.061599229030705,0.708869209926115,233,3.30953256503547,2.02667334691437,9,0.87,1431628257.87825,1431628257.87825,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 203 Adults","Dhaka 203",5.80145250311449
"Raw Produce",2,203,"Gabtoli","Children","c",0.122727916431089,1.4847661251443,191,3.30953256503547,2.02667334691437,9,0.958,183207411.389083,183207411.389083,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 203 Children","Dhaka 203",0.797795994598417
"Surface Water",5,203,"Gabtoli","Adults","a",0.00512598793870574,0.21504990951203,234,5.77179478451818,1.55406480467174,10,0.691,260897208.021296,260897208.021296,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 203 Adults","Dhaka 203",1.05724565871167
"Surface Water",5,203,"Gabtoli","Children","c",0.0110860228310692,0.250380998247863,194,5.77179478451818,1.55406480467174,10,0.678,512358784.195609,512358784.195609,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 203 Children","Dhaka 203",2.2311203609579
"Street Food",10,203,"Gabtoli","Adults","a",0.0498408652377729,0.634865807258848,233,3.80408726791754,1.97340621754324,9,0.852,574095459.045141,574095459.045141,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 203 Adults","Dhaka 203",2.32643322005966
"Street Food",10,203,"Gabtoli","Children","c",0.123135902682795,1.63211825015894,191,3.80408726791754,1.97340621754324,9,0.964,705281798.332717,705281798.332717,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 203 Children","Dhaka 203",3.07122397236458
"Bathing Water",9,204,"Uttarkhan","Adults","a",0.626219485505872,19.1516791759001,118,1.1437319752941,1.50554466005397,10,1,18940.9307473005,18940.9307473005,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 204 Adults","Dhaka 204",0.000239413163764728
"Bathing Water",9,204,"Uttarkhan","Children","c",0.699394718316424,28.6427891684198,117,1.1437319752941,1.50554466005397,10,1,14500.1100522325,14500.1100522325,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 204 Children","Dhaka 204",0.000402834331513397
"Open Drain Water",1,204,"Uttarkhan","Adults","a",0.0129775802428045,0.197998220973828,119,7.03423067846412,0.723628407264163,10,0.566,317430.120427053,317430.120427053,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 204 Adults","Dhaka 204",0.0040123133556407
"Open Drain Water",1,204,"Uttarkhan","Children","c",0.0364383554446602,0.34174481494061,117,7.03423067846412,0.723628407264163,10,0.665,5297651.1597765,5297651.1597765,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 204 Children","Dhaka 204",0.147176521823099
"Municipal Drinking Water",3,204,"Uttarkhan","Adults","a",0.0163708965979465,0.310517432851164,238,1.97157150452746,1.89682489622729,10,0.713,568836328.733093,568836328.733093,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 204 Adults","Dhaka 204",7.19008516229924
"Municipal Drinking Water",3,204,"Uttarkhan","Children","c",0.0109057980337838,0.255403837405795,234,1.97157150452746,1.89682489622729,10,0.664,10516940.2807501,10516940.2807501,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 204 Children","Dhaka 204",0.292176031237087
"Floodwater",6,204,"Uttarkhan","Adults","a",0.0850336424777336,0.574893069015908,238,4.97792089457482,0.954140495361876,8,0.762,17887.5917045866,17887.5917045866,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 204 Adults","Dhaka 204",0.000226098969436185
"Floodwater",6,204,"Uttarkhan","Children","c",0.0597155979672621,0.669987490207805,234,4.97792089457482,0.954140495361876,8,0.839,464754.957947227,464754.957947227,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 204 Children","Dhaka 204",0.0129115746106619
"Public Latrine",7,204,"Uttarkhan","Adults","a",0.00933999592755292,0.0780692458399966,119,0.339434975538206,1.07633366581233,10,0.294,58.6300277061002,58.6300277061002,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 204 Adults","Dhaka 204",7.41082928394724e-07
"Public Latrine",7,204,"Uttarkhan","Children","c",0.0247115110895394,0.139863291967481,117,0.339434975538206,1.07633366581233,10,0.404,27.4032352369101,27.4032352369101,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 204 Children","Dhaka 204",7.61302080342861e-07
"Raw Produce",2,204,"Uttarkhan","Adults","a",0.0830069105679657,0.618012573182551,119,2.70400604038741,1.74582359785512,8,0.764,31411682.1083346,31411682.1083346,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 204 Adults","Dhaka 204",0.397043328707599
"Raw Produce",2,204,"Uttarkhan","Children","c",0.0521714763785856,0.403356366481324,117,2.70400604038741,1.74582359785512,8,0.681,8563737.42957523,8563737.42957523,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Raw Produce","Dhaka 204 Children","Dhaka 204",0.237913190332514
"Surface Water",5,204,"Uttarkhan","Adults","a",0.0366303952529287,0.26422256163558,119,3.6200016757671,1.59529782523109,9,0.57,578866.54483377,578866.54483377,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 204 Adults","Dhaka 204",0.00731686698743469
"Surface Water",5,204,"Uttarkhan","Children","c",0.0306153998058499,0.261630778600796,117,3.6200016757671,1.59529782523109,9,0.617,5864361.78108297,5864361.78108297,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Surface Water","Dhaka 204 Children","Dhaka 204",0.162920574349127
"Street Food",10,204,"Uttarkhan","Adults","a",0.128104429834032,0.532216733145723,119,3.54532315306993,1.99639151803451,7,0.673,98577984.5761002,98577984.5761002,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 204 Adults","Dhaka 204",1.24602467955691
"Street Food",10,204,"Uttarkhan","Children","c",0.0680972335535314,0.691850684602486,117,3.54532315306993,1.99639151803451,7,0.825,274693541.469485,274693541.469485,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Street Food","Dhaka 204 Children","Dhaka 204",7.63138960672028
"Bathing Water",9,205,"Gulshan","Adults","a",0.967147399400082,339.559814829186,81,0.214360640189605,1.10887549625036,10,1,232.724190385694,232.724190385694,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 205 Adults","Dhaka 205",4.56486039899887e-05
"Bathing Water",9,205,"Gulshan","Children","c",0.961561010783056,321.618703778483,77,0.214360640189605,1.10887549625036,10,1,190.899394645295,190.899394645295,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 205 Children","Dhaka 205",0.00016990626509374
"Open Drain Water",1,205,"Gulshan","Adults","a",0.991456635183953,5.19687580913874,81,7.09056335536863,0.631578900013478,10,0.034,739.210701656954,739.210701656954,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 205 Adults","Dhaka 205",0.000144995397896438
"Open Drain Water",1,205,"Gulshan","Children","c",0.27966107032824,0.0590496358756718,77,7.09056335536863,0.631578900013478,10,0.063,36764.94001229,36764.94001229,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Open Drain Water","Dhaka 205 Children","Dhaka 205",0.0327219143648424
"Municipal Drinking Water",3,205,"Gulshan","Adults","a",0.000587865743072588,0.10895325417744,162,-0.0532249833101131,0.923743771717743,10,0.539,1443.86456378473,1443.86456378473,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 205 Adults","Dhaka 205",0.000283212508240564
"Municipal Drinking Water",3,205,"Gulshan","Children","c",0.000151405383547909,0.0863799344680528,154,-0.0532249833101131,0.923743771717743,10,0.508,681.30043641426,681.300436414261,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Municipal Drinking Water","Dhaka 205 Children","Dhaka 205",0.000606378101790041
"Floodwater",6,205,"Gulshan","Adults","a",0.255152108410087,0.341186534252207,162,5.70938036699682,0.327926052022782,9,0.386,1976.45486892862,1976.45486892862,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 205 Adults","Dhaka 205",0.000387679533727379
"Floodwater",6,205,"Gulshan","Children","c",0.308517046434256,0.514749247601775,154,5.70938036699682,0.327926052022782,9,0.466,34282.1619894957,34282.1619894957,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Floodwater","Dhaka 205 Children","Dhaka 205",0.0305121664413688
"Public Latrine",7,205,"Gulshan","Adults","a",0.0842319526440856,0.056518008997647,77,-0.154901970332364,1.14207263867084e-05,10,0.129,0.0582860758776203,0.0582860758776203,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 205 Adults","Dhaka 205",1.1432752183855e-08
"Public Latrine",7,205,"Gulshan","Children","c",0.0511995896162688,0.549408301817266,75,-0.154901970332364,1.14207263867084e-05,10,0.796,0.966995986231681,0.966995986231682,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Public Latrine","Dhaka 205 Children","Dhaka 205",8.60655827047233e-07
