"sample_type_name","sample_id","neighb_id","neighborhood","age","pop","p","r","n.response","mu","sigma","n.sample","exposure","dose","popDose","deployment_id","country","city","citylabel","date","pathway","neighb_pop","neighb_pop_label","perDose"
"Municipal Drinking Water",3,104,"Steung Thumey","Adults","a",0.227923163409718,51.5883134954847,86,-0.301030034108664,1.14175811065404e-05,10,1,156.449915919651,156.449915919651,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Municipal Drinking Water","Siem Reap 104 Adults","Siem Reap 104",1.18831293174975e-06
"Municipal Drinking Water",3,104,"Steung Thumey","Children","c",0.616429409371139,56.575689995845,83,-0.301030034108664,1.14175811065404e-05,10,1,62.0999625708253,62.0999625708253,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Municipal Drinking Water","Siem Reap 104 Children","Siem Reap 104",1.47841339009186e-06
"Floodwater",6,104,"Steung Thumey","Adults","a",0.511720357025818,4.59875753060458,86,4.74193687237273,0.68296499859834,10,0.956,395.433465631541,395.433465631541,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Floodwater","Siem Reap 104 Adults","Siem Reap 104",3.0035088104356e-06
"Floodwater",6,104,"Steung Thumey","Children","c",0.435508344367813,2.71602613331406,83,4.74193687237273,0.68296499859834,10,0.9,6138.75988796347,6138.75988796347,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Floodwater","Siem Reap 104 Children","Siem Reap 104",0.000146145415250021
"Raw Produce",2,104,"Steung Thumey","Adults","a",0.847875422840205,89.3739350457213,86,3.96502681061289,1.72246795491363,10,1,1195105057.13917,1195105057.13917,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Raw Produce","Siem Reap 104 Adults","Siem Reap 104",9.07740209286757
"Raw Produce",2,104,"Steung Thumey","Children","c",0.830573370546977,31.307441418617,83,3.96502681061289,1.72246795491363,10,0.997,359364801.569066,359364801.569066,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Raw Produce","Siem Reap 104 Children","Siem Reap 104",8.55539540722707
"Floodwater",6,105,"Veal/ Trapangses","Adults","a",0.292233887554571,7.724492358253,99,4.90962717054383,1.54279273351546,10,1,355070.760660084,355070.760660084,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Floodwater","Siem Reap 105 Adults","Siem Reap 105",0.0108462769797169
"Floodwater",6,105,"Veal/ Trapangses","Children","c",0.137234050438234,2.9582709584315,72,4.90962717054383,1.54279273351546,10,0.996,21124654.1835067,21124654.1835067,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Floodwater","Siem Reap 105 Children","Siem Reap 105",1.07606491772595
"Raw Produce",2,105,"Veal/ Trapangses","Adults","a",0.92489390722935,79.1017695693512,99,5.51092779898911,1.11692917414282,3,1,275989757.459958,275989757.459958,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Raw Produce","Siem Reap 105 Adults","Siem Reap 105",8.43060506421503
"Raw Produce",2,105,"Veal/ Trapangses","Children","c",0.917524793285557,101.830319935807,72,5.51092779898911,1.11692917414282,3,1,139993005.067412,139993005.067412,1,"Cambodia","Siem Reap","Siem Reap 16",2016-08-01,"Raw Produce","Siem Reap 105 Children","Siem Reap 105",7.13107822601367
"Bathing Water",9,201,"Kalshi","Adults","a",0.870516230581148,90.940512055938,256,2.15400932489839,1.09177557320201,10,1,7178.55816255563,7178.55816255563,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 201 Adults","Dhaka 201",2.09937560635876e-05
"Bathing Water",9,201,"Kalshi","Children","c",0.596990343722261,16.1153040787306,237,2.15400932489839,1.09177557320201,10,1,15205.7479020182,15205.7479020182,2,"Bangladesh","Dhaka","Dhaka 17",2017-03-01,"Bathing Water","Dhaka 201 Children","Dhaka 201",0.000588602487860725
