col_neighborhood,col_sample_type,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_odw_type,col_odw_container,col_odw_container_lid,col_odw_id,col_odw_cl_free,col_odw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hw,col_s_type,col_s_type_other,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
381,8,1600,1600,2019-10-07T07:35:00.000+02:00,-15.4360974 28.28295192 1281.0 4.5509996,-15.4360974,28.28295192,1281,4.5509996,1,0,0,0,2,3,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:964f70c9-477b-446e-bcbd-5df9db89e910,964f70c9-477b-446e-bcbd-5df9db89e910,2019-10-08T03:01:28,,
381,7,1500,1500,2019-10-07T07:44:00.000+02:00,-15.43593687 28.28191527 1293.0 4.5509996,-15.43593687,28.28191527,1293,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,4,0,50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:c09bc570-f037-4281-a9cf-07af5c8eda3b,c09bc570-f037-4281-a9cf-07af5c8eda3b,2019-10-08T03:01:57,,
381,2,1700,1700,2019-10-07T08:04:00.000+02:00,-15.4370158 28.28197897 1290.0 6.068,-15.4370158,28.28197897,1290,6.068,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Tomato,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:3cfbbdd3-0066-4566-8ba4-4a158e56cd03,3cfbbdd3-0066-4566-8ba4-4a158e56cd03,2019-10-08T03:02:18,,
381,5,1901,1901,2019-10-07T09:11:00.000+02:00,-15.44458879 28.2783496 1271.0 4.5509996,-15.44458879,28.2783496,1271,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Dam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Garbage been thrown into the water body,Chilufya,1,uuid:94d8cabb-4741-451c-b201-3858a69366b9,94d8cabb-4741-451c-b201-3858a69366b9,2019-10-08T03:03:54,,
381,1,1400,1400,2019-10-07T09:16:00.000+02:00,-15.44500617 28.27838528 1278.0 4.5509996,-15.44500617,28.27838528,1278,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,1,2,n/a,0,1,0,0,0,1,1,1,4,n/a,n/a,The drain is as a result of a lwsc public tap,Nchimunya,1,uuid:2844ca30-4735-4e64-902a-0fca058867ee,2844ca30-4735-4e64-902a-0fca058867ee,2019-10-08T03:04:25,,
381,1,1401,1401,2019-10-07T09:25:00.000+02:00,-15.44438845 28.28000861 1287.0 4.5509996,-15.44438845,28.28000861,1287,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,1,2,n/a,0,0,0,0,0,1,1,1,5,n/a,n/a,n/a,Chilufya,1,uuid:6b5f152e-93c3-4fd5-8afa-32544797f572,6b5f152e-93c3-4fd5-8afa-32544797f572,2019-10-08T03:05:30,,
381,8,1601,1601,2019-10-07T09:34:00.000+02:00,-15.44663087 28.27863527 1290.0 4.5509996,-15.44663087,28.27863527,1290,4.5509996,1,0,0,0,2,3,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,0,uuid:d7ad63cf-59a3-4b73-839f-3cd265e15c1b,d7ad63cf-59a3-4b73-839f-3cd265e15c1b,2019-10-08T03:05:30,,
381,2,1701,1701,2019-10-07T09:43:00.000+02:00,-15.44623244 28.27823772 1293.0 4.5509996,-15.44623244,28.27823772,1293,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Watermelon,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:38d24594-5994-47a1-9e39-b638e8450400,38d24594-5994-47a1-9e39-b638e8450400,2019-10-08T03:05:31,,
381,7,1501,1501,2019-10-07T09:52:00.000+02:00,-15.44492495 28.27695699 1272.0 4.5509996,-15.44492495,28.27695699,1272,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,2,1,20,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:c57927bf-0f13-4435-9915-718584095088,c57927bf-0f13-4435-9915-718584095088,2019-10-08T03:05:31,,
381,3,1100,1100,2019-10-07T07:08:00.000+02:00,-15.43743958 28.27918043 1284.0 4.5509996,-15.43743958,28.27918043,1284,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,1100,0.5,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:dad7c978-39e5-413c-83a9-2514c514ad69,dad7c978-39e5-413c-83a9-2514c514ad69,2019-10-08T04:05:33,,
381,11,1300,1300,2019-10-07T08:14:00.000+02:00,-15.44001284 28.27998418 1281.0 4.5509996,-15.44001284,28.27998418,1281,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1300,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:ec597d9e-66ab-48e8-adb0-bf0cfa63ad7f,ec597d9e-66ab-48e8-adb0-bf0cfa63ad7f,2019-10-08T04:10:58,,
381,3,1101,1101,2019-10-07T08:46:00.000+02:00,-15.44437508 28.27471658 1280.0 4.5509996,-15.44437508,28.27471658,1280,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,1101,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:9584a803-6579-4b14-ad98-e5843939d21c,9584a803-6579-4b14-ad98-e5843939d21c,2019-10-08T04:11:59,,
381,5,1900,1900,2019-10-07T09:00:00.000+02:00,-15.44473915 28.27694313 1272.0 4.5509996,-15.44473915,28.27694313,1272,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Dam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:99c83418-5f35-4da6-a113-48a28cbbb0c9,99c83418-5f35-4da6-a113-48a28cbbb0c9,2019-10-08T04:12:00,,
381,3,1103,1103,2019-10-08T07:03:00.000+02:00,-15.44320957 28.2852799 1283.0 4.5509996,-15.44320957,28.2852799,1283,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,1103,0,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No drain on soak away,Chilufya,1,uuid:39dbf2f8-121e-4305-9906-f04c29336f3e,39dbf2f8-121e-4305-9906-f04c29336f3e,2019-10-09T03:42:53,,
381,11,1303,1303,2019-10-08T07:16:00.000+02:00,-15.44318051 28.28730528 1283.0 4.5509996,-15.44318051,28.28730528,1283,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:72704805-1f3c-4672-8f19-90023ff81c14,72704805-1f3c-4672-8f19-90023ff81c14,2019-10-09T03:42:55,,
381,7,1503,1503,2019-10-08T07:22:00.000+02:00,-15.44318828 28.2872817 1284.0 4.5509996,-15.44318828,28.2872817,1284,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,2,0,50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:4e97eac0-0a16-4d78-934a-ce198bb2def4,4e97eac0-0a16-4d78-934a-ce198bb2def4,2019-10-09T03:42:55,,
381,1,1403,1403,2019-10-08T07:31:00.000+02:00,-15.44464987 28.28743515 1296.0 4.5509996,-15.44464987,28.28743515,1296,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,1,2,n/a,0,0,0,0,0,1,1,1,4,n/a,n/a,n/a,Chilufya,1,uuid:1c1e8530-2dd7-4c85-a11b-fee37b573003,1c1e8530-2dd7-4c85-a11b-fee37b573003,2019-10-09T03:42:57,,
381,8,1603,1603,2019-10-08T07:43:00.000+02:00,-15.44480539 28.28563332 1286.0 4.5509996,-15.44480539,28.28563332,1286,4.5509996,1,0,0,0,2,1,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:b561b986-2251-423c-865b-af0eaa19b3d1,b561b986-2251-423c-865b-af0eaa19b3d1,2019-10-09T03:42:58,,
381,7,1502,1502,2019-10-08T08:00:00.000+02:00,-15.44458005 28.28385019 1281.0 4.5509996,-15.44458005,28.28385019,1281,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,4,2,25,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:90c67660-c06b-4e7f-bc8f-7fb8e8cb253e,90c67660-c06b-4e7f-bc8f-7fb8e8cb253e,2019-10-09T03:42:59,,
381,11,1301,1301,2019-10-08T08:09:00.000+02:00,-15.44462345 28.28437821 1283.0 4.5509996,-15.44462345,28.28437821,1283,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1302,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:d8730dbe-320d-47c3-aa54-9f047575bdcc,d8730dbe-320d-47c3-aa54-9f047575bdcc,2019-10-09T03:43:00,,
381,2,1703,1703,2019-10-08T08:20:00.000+02:00,-15.44382937 28.28457159 1282.0 4.5509996,-15.44382937,28.28457159,1282,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Tomato,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:0d79d18e-0d27-44f1-9a91-3470e5faf2dd,0d79d18e-0d27-44f1-9a91-3470e5faf2dd,2019-10-09T03:43:02,,
381,8,1602,1602,2019-10-08T08:23:00.000+02:00,-15.44376889 28.28434156 1281.0 4.5509996,-15.44376889,28.28434156,1281,4.5509996,1,0,0,0,2,1,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:7f768f55-f4d2-4437-811b-27f799680548,7f768f55-f4d2-4437-811b-27f799680548,2019-10-09T03:43:03,,
381,3,1102,1102,2019-10-08T08:39:00.000+02:00,-15.44358718 28.28203942 1280.0 4.5509996,-15.44358718,28.28203942,1280,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,1102,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:b4c00347-3044-4f39-bf79-c767403b85c5,b4c00347-3044-4f39-bf79-c767403b85c5,2019-10-09T03:43:04,,
381,1,1402,1402,2019-10-08T08:49:00.000+02:00,-15.44327575 28.28108549 1278.0 4.5509996,-15.44327575,28.28108549,1278,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,2,3,4,n/a,0,0,0,0,1,1,1,1,6,n/a,n/a,n/a,Nchimunya,1,uuid:bba65634-fbf0-4deb-b059-221f3563809c,bba65634-fbf0-4deb-b059-221f3563809c,2019-10-09T03:43:06,,
381,2,1702,1702,2019-10-08T08:56:00.000+02:00,-15.44308846 28.28095061 1278.0 4.5509996,-15.44308846,28.28095061,1278,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Tomato,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:9686c466-089e-4227-8a72-4cf345f2867e,9686c466-089e-4227-8a72-4cf345f2867e,2019-10-09T03:43:06,,
381,5,1902,1902,2019-10-08T09:01:00.000+02:00,-15.44218296 28.28069682 1276.0 4.5509996,-15.44218296,28.28069682,1276,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Ngwenya dam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:f36053e7-b8a6-4b4b-9b5f-52af5276d1df,f36053e7-b8a6-4b4b-9b5f-52af5276d1df,2019-10-09T03:43:07,,
381,5,1903,1903,2019-10-08T09:10:00.000+02:00,-15.44162573 28.28050959 1279.0 4.5509996,-15.44162573,28.28050959,1279,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Ngwenya dam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dam is used as garbage dumping site,Chilufya,1,uuid:5728eb80-d6ec-4f0d-9720-c1a981d75ff7,5728eb80-d6ec-4f0d-9720-c1a981d75ff7,2019-10-09T03:43:08,,
381,1,1404,1404,2019-10-09T06:58:00.000+02:00,-15.45076637 28.27846521 1281.0 4.5509996,-15.45076637,28.27846521,1281,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,2,2,n/a,0,0,0,0,0,1,1,1,6,n/a,n/a,Suspected broken pipe as source of water in the drain,Nchimunya,1,uuid:bd922733-1799-4488-b73b-16f0256b1c2a,bd922733-1799-4488-b73b-16f0256b1c2a,2019-10-10T04:03:02,,
381,3,1104,1104,2019-10-09T07:11:00.000+02:00,-15.45111941 28.27866437 1281.0 4.5509996,-15.45111941,28.27866437,1281,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,1104,0.5,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:5cc6b1fe-bbd4-47eb-bb03-8e34e0a2f660,5cc6b1fe-bbd4-47eb-bb03-8e34e0a2f660,2019-10-10T04:03:04,,
381,7,1504,1504,2019-10-09T07:20:00.000+02:00,-15.45165234 28.27863314 1262.0 4.5509996,-15.45165234,28.27863314,1262,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,3,1,20,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:a9b3fc52-dabb-438a-b0a5-b6097d8831f7,a9b3fc52-dabb-438a-b0a5-b6097d8831f7,2019-10-10T04:03:04,,
381,2,1704,1704,2019-10-09T07:30:00.000+02:00,-15.45069523 28.27778947 1272.0 4.5509996,-15.45069523,28.27778947,1272,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Tomato,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,0,uuid:0a2f3b26-c030-4ce9-be78-a86bf6d3d6bc,0a2f3b26-c030-4ce9-be78-a86bf6d3d6bc,2019-10-10T04:03:05,,
381,9,1204,1204,2019-10-09T07:42:00.000+02:00,-15.45043383 28.27465227 1286.0 4.5509996,-15.45043383,28.27465227,1286,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,2,n/a,0,n/a,1204,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,0,uuid:f3ab69f1-64d5-49a9-9340-9828937475c9,f3ab69f1-64d5-49a9-9340-9828937475c9,2019-10-10T04:03:05,,
381,9,1205,1205,2019-10-09T07:43:00.000+02:00,-15.45043825 28.27464916 1282.0 4.5509996,-15.45043825,28.27464916,1282,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,2,n/a,0,n/a,1205,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,1,uuid:e28d7e96-36ce-4d48-8395-f633f4e823d7,e28d7e96-36ce-4d48-8395-f633f4e823d7,2019-10-10T04:03:06,,
381,5,1904,1904,2019-10-09T07:55:00.000+02:00,-15.45113113 28.27319499 1272.0 4.5509996,-15.45113113,28.27319499,1272,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Blue waters dam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:56634146-002f-46a5-bfcb-32cb4e24e872,56634146-002f-46a5-bfcb-32cb4e24e872,2019-10-10T04:03:06,,
381,5,1905,1905,2019-10-09T07:56:00.000+02:00,-15.45116941 28.27324801 1284.0 4.5509996,-15.45116941,28.27324801,1284,4.5509996,1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Blue waters dam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nchimunya,0,uuid:4d4d1c80-cc4d-47cf-8544-33f409a34a0b,4d4d1c80-cc4d-47cf-8544-33f409a34a0b,2019-10-10T04:03:07,,
381,8,1604,1604,2019-10-09T08:12:00.000+02:00,-15.44871662 28.27623436 1290.0 4.5509996,-15.44871662,28.27623436,1290,4.5509996,1,0,0,0,2,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chilufya,1,uuid:c850d249-c75f-431e-8f5d-2a820992aa54,c850d249-c75f-431e-8f5d-2a820992aa54,2019-10-10T04:03:07,,
