h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dwbore_a,h_dwbore_a_other,h_dwbore_c,h_dwbore_c_other,h_dwwell_a,h_dwwell_a_other,h_dwwell_c,h_dwwell_c_other,h_dw_e_wt,h_dw_e_wt_other,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_bw_source,h_bw_source_other,h_bw_source_na,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_pl_a_od/1,h_pl_a_od/2,h_pl_a_od/3,h_pl_a_od/4,h_pl_a_od/5,h_pl_a_od/6,h_pl_a_od/7,h_pl_a_od_other,h_notes,h_enum,meta/instanceID,_uuid,_submission_time,_tags,_notes
1003 CW,2019-10-07T10:13:00.000+02:00,-15.43469557 28.28119351 1284.0 4.5509996,-15.43469557,28.28119351,1284.0,4.5509996,381,2,0,10,1,4,n/a,4,n/a,6,No drains,6,n/a,5,n/a,4,n/a,1,n/a,2,n/a,3,n/a,3,n/a,5,n/a,5,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,2,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie and joackim,uuid:429a2ab4-53c4-4518-9e04-12f33053ebd4,429a2ab4-53c4-4518-9e04-12f33053ebd4,2019-10-07T09:13:29,,
1004 Cw,2019-10-07T10:35:00.000+02:00,-15.43512057 28.28026817 1281.0 4.5509996,-15.43512057,28.28026817,1281.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,6,n/a,6,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,n/a,6,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,4,n/a,5,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie and joackim,uuid:b4cd7361-beca-43d5-9ab3-c67ea6343cef,b4cd7361-beca-43d5-9ab3-c67ea6343cef,2019-10-07T09:13:30,,
1001 Cw,2019-10-07T09:13:00.000+02:00,-15.43547371 28.28262837 1278.0 4.5509996,-15.43547371,28.28262837,1278.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,5,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,No shallow wells,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,5,n/a,5,n/a,1,n/a,1,n/a,1,n/a,3,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie and joackim,uuid:89bc6d5f-5580-449d-be1d-a386ce3d3015,89bc6d5f-5580-449d-be1d-a386ce3d3015,2019-10-07T09:18:05,,
1002 Cw,2019-10-07T09:37:00.000+02:00,-15.43556497 28.28135875 1282.0 4.5509996,-15.43556497,28.28135875,1282.0,4.5509996,381,2,0,3,1,4,n/a,4,n/a,6,No drains,6,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,No shallow wells,6,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Joachim and Annie,uuid:c047c775-d262-4a2a-b6a9-ebef1a27183c,c047c775-d262-4a2a-b6a9-ebef1a27183c,2019-10-07T09:18:06,,
1018,2019-10-07T09:41:00.000+02:00,-15.44425595 28.2759581 1286.0 10.6189995,-15.44425595,28.2759581,1286.0,10.6189995,381,2,0,4,1,4,n/a,4,n/a,6,No drains,6,No drains,6,No floodwater,6,No floodwater,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:5f73a836-6265-4a76-a81f-06de1125479b,5f73a836-6265-4a76-a81f-06de1125479b,2019-10-07T09:27:48,,
1020,2019-10-07T10:17:00.000+02:00,-15.44593032 28.27521448 1287.0 10.6189995,-15.44593032,28.27521448,1287.0,10.6189995,381,2,0,5,1,4,n/a,4,n/a,6,No drains,6,No drains,6,No surface water,6,No surface water,1,n/a,1,n/a,4,n/a,4,n/a,6,No shallow well,6,No shallow well,2,n/a,1,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:0a20c31a-e1ba-4968-9681-6ee54ba734f3,0a20c31a-e1ba-4968-9681-6ee54ba734f3,2019-10-07T09:27:49,,
1006,2019-10-07T09:22:00.000+02:00,-15.43629698 28.28166181 1275.0 4.5509996,-15.43629698,28.28166181,1275.0,4.5509996,381,2,0,5,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,6,No borehole in the area,6,No borehole in the area,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,2,n/a,4,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,4,No private toilet at the house hold,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:cd1315eb-9a64-4915-93c0-5a582da42890,cd1315eb-9a64-4915-93c0-5a582da42890,2019-10-07T09:27:53,,
1008,2019-10-07T10:11:00.000+02:00,-15.43585154 28.28024808 1289.0 4.5509996,-15.43585154,28.28024808,1289.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,6,No drainage in the area,6,No drainages in the area,1,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,3,n/a,n/a,2,n/a,2,n/a,1,n/a,3,n/a,1,n/a,1,n/a,1,n/a,4,No private toilet at the house hold,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,False,True,False,False,n/a,n/a,Champo chola,uuid:14477914-ef24-45d7-bb4a-dff59f7e365b,14477914-ef24-45d7-bb4a-dff59f7e365b,2019-10-07T09:27:53,,
1005 Cw,2019-10-07T08:59:00.000+02:00,-15.43637173 28.28221999 1284.0 4.5509996,-15.43637173,28.28221999,1284.0,4.5509996,381,2,0,6,1,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,6,No borehole in the area,6,No borehole in the area,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,2,n/a,2,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,No private toilet available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:3a95578a-82cd-48df-8d73-41caa20cd03c,3a95578a-82cd-48df-8d73-41caa20cd03c,2019-10-07T09:27:56,,
1007,2019-10-07T09:43:00.000+02:00,-15.43616897 28.28098903 1289.0 4.5509996,-15.43616897,28.28098903,1289.0,4.5509996,381,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:a6d1ae49-ef59-4709-af12-64c023363c25,a6d1ae49-ef59-4709-af12-64c023363c25,2019-10-07T09:27:57,,
1010,2019-10-07T09:39:00.000+02:00,-15.44533139 28.27704534 1293.0 4.5509996,-15.44533139,28.27704534,1293.0,4.5509996,381,2,0,6,1,1,n/a,1,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,3,n/a,False,True,False,False,False,False,False,n/a,A drain is dug during rain season and children play in it.,Chipo,uuid:c2f734cb-f134-48df-95d1-bf6a0dbde1f0,c2f734cb-f134-48df-95d1-bf6a0dbde1f0,2019-10-07T09:28:04,,
1012,2019-10-07T10:48:00.000+02:00,-15.43664403 28.28079503 1286.0 4.5509996,-15.43664403,28.28079503,1286.0,4.5509996,381,2,0,11,1,3,n/a,3,n/a,3,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,1,n/a,1,n/a,4,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,Solid waste dumped in a corner,Chipo,uuid:a55df077-9f16-4997-ace6-02d8884689ac,a55df077-9f16-4997-ace6-02d8884689ac,2019-10-07T09:28:05,,
1009,2019-10-07T09:21:00.000+02:00,-15.44490642 28.27574164 1285.0 6.068,-15.44490642,28.27574164,1285.0,6.068,381,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,5,n/a,5,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,4,No private latrine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:caf10a88-7089-40cd-bcfc-d3896e5ea5da,caf10a88-7089-40cd-bcfc-d3896e5ea5da,2019-10-07T09:28:07,,
1011,2019-10-07T10:42:00.000+02:00,-15.43673648 28.28161559 1278.0 9.101999,-15.43673648,28.28161559,1278.0,9.101999,381,2,0,5,1,4,n/a,4,n/a,6,No drain nearby,6,No drain nearby,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,No shallow wells,6,No shallow wells,2,n/a,1,n/a,1,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:8128c84c-90fc-4490-ad92-a45250207bc6,8128c84c-90fc-4490-ad92-a45250207bc6,2019-10-07T09:28:07,,
1017,2019-10-07T09:20:00.000+02:00,-15.44429758 28.27559233 1286.0 4.5509996,-15.44429758,28.27559233,1286.0,4.5509996,381,2,0,8,1,4,n/a,4,n/a,6,No open drain,6,No open drain,6,Not rainy season,6,Not rainy season,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,True,False,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:31b554a7-42a6-4bc3-92c1-1dee33cb627f,31b554a7-42a6-4bc3-92c1-1dee33cb627f,2019-10-07T09:29:19,,
1019,2019-10-07T09:59:00.000+02:00,-15.44488411 28.2754852 1271.0 4.5509996,-15.44488411,28.2754852,1271.0,4.5509996,381,2,0,8,1,4,n/a,4,n/a,6,No open drain,6,No open drain,6,Not rainy season,6,Not rainy season,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,True,False,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:a9d209f4-beca-415f-9d42-906d899fbf7e,a9d209f4-beca-415f-9d42-906d899fbf7e,2019-10-07T09:29:19,,
1015,2019-10-07T09:19:00.000+02:00,-15.44510432 28.27604301 1286.0 4.5509996,-15.44510432,28.27604301,1286.0,4.5509996,381,1,0,6,1,4,n/a,4,n/a,4,n/a,3,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:38c7d5cf-40b9-43ea-b70b-14967c2e23a3,38c7d5cf-40b9-43ea-b70b-14967c2e23a3,2019-10-07T09:29:23,,
1016,2019-10-07T09:41:00.000+02:00,-15.44538056 28.27646002 1298.0 4.5509996,-15.44538056,28.27646002,1298.0,4.5509996,381,1,0,6,1,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,3,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,3,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:cf74049a-a078-4cb9-9b61-378b5ec7a65c,cf74049a-a078-4cb9-9b61-378b5ec7a65c,2019-10-07T09:29:23,,
1013,2019-10-07T09:14:00.000+02:00,-15.44504818 28.27555277 1278.0 4.5509996,-15.44504818,28.27555277,1278.0,4.5509996,381,2,0,8,1,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:0f134922-86b7-443d-bf18-94ee3bbc0802,0f134922-86b7-443d-bf18-94ee3bbc0802,2019-10-07T09:31:32,,
1014,2019-10-07T09:35:00.000+02:00,-15.44537295 28.27620488 1279.0 4.5509996,-15.44537295,28.27620488,1279.0,4.5509996,381,2,0,4,1,1,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:19d698d5-7c25-4dec-abd3-6bb4dff75df1,19d698d5-7c25-4dec-abd3-6bb4dff75df1,2019-10-07T09:31:34,,
1039,2019-10-08T08:22:00.000+02:00,-15.44060293 28.28644932 1277.0 4.5509996,-15.44060293,28.28644932,1277.0,4.5509996,381,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:a228d914-a518-4e91-a819-8a44fa9b9701,a228d914-a518-4e91-a819-8a44fa9b9701,2019-10-08T08:21:47,,
1040,2019-10-08T08:38:00.000+02:00,-15.4396793 28.28650744 1309.0 4.5509996,-15.4396793,28.28650744,1309.0,4.5509996,381,2,0,9,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,5,n/a,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:8b1b7594-366c-4c92-a5a1-63d2244dae57,8b1b7594-366c-4c92-a5a1-63d2244dae57,2019-10-08T08:21:48,,
1041,2019-10-08T09:18:00.000+02:00,-15.45038825 28.27864831 1280.0 4.5509996,-15.45038825,28.27864831,1280.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:d3bb8bcb-a7d8-4588-93ef-10fccbee8ae1,d3bb8bcb-a7d8-4588-93ef-10fccbee8ae1,2019-10-08T08:21:49,,
1045,2019-10-08T08:16:00.000+02:00,-15.45067096 28.27810507 1284.0 4.5509996,-15.45067096,28.27810507,1284.0,4.5509996,381,2,0,4,0,4,n/a,n/a,n/a,1,n/a,n/a,n/a,4,n/a,n/a,n/a,1,n/a,n/a,n/a,4,n/a,n/a,n/a,4,n/a,n/a,n/a,2,n/a,1,n/a,n/a,n/a,1,n/a,n/a,4,n/a,n/a,n/a,1,n/a,4,n/a,n/a,n/a,3,n/a,n/a,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:166f962e-5daa-407c-a5c5-8c7355fbbdf6,166f962e-5daa-407c-a5c5-8c7355fbbdf6,2019-10-08T08:23:18,,
1046,2019-10-08T08:35:00.000+02:00,-15.45155362 28.27802215 1292.0 4.5509996,-15.45155362,28.27802215,1292.0,4.5509996,381,2,0,7,1,4,n/a,2,n/a,3,n/a,2,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,2,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,2,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:5b40534a-05f1-470c-80f4-ea5bd369e6e8,5b40534a-05f1-470c-80f4-ea5bd369e6e8,2019-10-08T08:23:19,,
1047,2019-10-08T08:49:00.000+02:00,-15.45174308 28.27718385 1282.0 4.5509996,-15.45174308,28.27718385,1282.0,4.5509996,381,2,0,5,1,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,2,n/a,2,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:3fc301a9-fcbd-47ba-b53e-f9ccd7d67c1a,3fc301a9-fcbd-47ba-b53e-f9ccd7d67c1a,2019-10-08T08:23:19,,
1042,2019-10-08T09:33:00.000+02:00,-15.44965247 28.27842353 1287.0 4.5509996,-15.44965247,28.27842353,1287.0,4.5509996,381,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,5,n/a,5,n/a,1,n/a,5,n/a,4,n/a,3,n/a,5,n/a,1,n/a,1,n/a,2,n/a,3,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Joachim choko,uuid:5fbd9c85-c275-462f-b53d-4098e14eb3e8,5fbd9c85-c275-462f-b53d-4098e14eb3e8,2019-10-08T08:24:10,,
1043,2019-10-08T09:43:00.000+02:00,-15.44969394 28.27749553 1280.0 4.5509996,-15.44969394,28.27749553,1280.0,4.5509996,381,1,0,5,1,6,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,True,False,False,False,False,False,False,n/a,n/a,Joackim Choko,uuid:2795a04f-4345-42e9-be7d-04bf40df5935,2795a04f-4345-42e9-be7d-04bf40df5935,2019-10-08T08:24:11,,
1044,2019-10-08T10:01:00.000+02:00,-15.4484881 28.27791833 1281.0 4.5509996,-15.4484881,28.27791833,1281.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,3,n/a,4,n/a,1,n/a,1,n/a,2,n/a,3,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Joackim Choko,uuid:968d40d5-91f4-4d7d-8a65-226e16306243,968d40d5-91f4-4d7d-8a65-226e16306243,2019-10-08T08:24:11,,
1033,2019-10-08T08:21:00.000+02:00,-15.44160959 28.28663573 1282.0 4.5509996,-15.44160959,28.28663573,1282.0,4.5509996,381,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:ea77a0f2-5ed7-4dfc-98c4-3fe25909a92f,ea77a0f2-5ed7-4dfc-98c4-3fe25909a92f,2019-10-08T08:26:16,,
1035,2019-10-08T08:59:00.000+02:00,-15.44326817 28.28643451 1277.0 4.5509996,-15.44326817,28.28643451,1277.0,4.5509996,381,2,0,5,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,3,n/a,3,n/a,1,n/a,5,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba Keron,uuid:35cb797e-7456-4f62-a4fe-01503123c780,35cb797e-7456-4f62-a4fe-01503123c780,2019-10-08T08:26:17,,
1037,2019-10-08T09:27:00.000+02:00,-15.44411852 28.2871255 1285.0 4.5509996,-15.44411852,28.2871255,1285.0,4.5509996,381,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:fbfa99ed-9001-49c6-8f25-b60916d0203a,fbfa99ed-9001-49c6-8f25-b60916d0203a,2019-10-08T08:26:17,,
1048,2019-10-08T08:20:00.000+02:00,-15.45065512 28.2770547 1289.0 4.5509996,-15.45065512,28.2770547,1289.0,4.5509996,381,2,0,6,1,3,n/a,4,n/a,3,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,5,n/a,1,n/a,2,n/a,5,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:745e9a93-c103-457a-9f36-4b38b83df4f0,745e9a93-c103-457a-9f36-4b38b83df4f0,2019-10-08T08:26:31,,
1049,2019-10-08T08:39:00.000+02:00,-15.45024797 28.27613879 1277.0 4.5509996,-15.45024797,28.27613879,1277.0,4.5509996,381,1,0,7,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,5,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,False,False,False,True,False,False,n/a,n/a,Zacharia,uuid:3be54b5f-f574-4b48-a6ae-c12a6f450780,3be54b5f-f574-4b48-a6ae-c12a6f450780,2019-10-08T08:26:32,,
1050,2019-10-08T09:00:00.000+02:00,-15.45022072 28.27533569 1287.0 4.5509996,-15.45022072,28.27533569,1287.0,4.5509996,381,2,0,9,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,2,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:e3b27ad3-a1ce-425f-8a59-fd066ce41711,e3b27ad3-a1ce-425f-8a59-fd066ce41711,2019-10-08T08:26:33,,
1034,2019-10-08T08:39:00.000+02:00,-15.44242217 28.28654288 1290.0 4.5509996,-15.44242217,28.28654288,1290.0,4.5509996,381,2,0,7,1,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,3,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,False,True,False,False,n/a,n/a,Champo chola,uuid:edc8e538-d322-4e6a-a9cf-54f8b9d4d907,edc8e538-d322-4e6a-a9cf-54f8b9d4d907,2019-10-08T08:27:12,,
