lab_start_dt,subscriberid,simserial,deviceid,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,lab_id,lab_id_val,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_sw_type,lab_wg5_note,lab_1_wg5_note,lab_1_wg5_dil_tested,lab_1_wg5_volume,lab_1_wg5_plaque_reading_mst,lab_1_wg5_plaque_mst,lab_2_wg5_dil_tested,lab_2_wg5_volume,lab_2_wg5_plaque_reading_mst,lab_2_wg5_plaque_mst,lab_3_wg5_dilution_performed,lab_3_wg5_dil_tested,lab_3_wg5_volume,lab_3_wg5_plaque_reading_mst,lab_3_wg5_plaque_mst,lab_gb124_note,lab_1_gb124_note,lab_1_gb124_dil_tested,lab_1_gb124_volume,lab_1_gb124_plaque_reading_mst,lab_1_gb124_plaque_mst,lab_2_gb124_dil_tested,lab_2_gb124_volume,lab_2_gb124_plaque_reading_mst,lab_2_gb124_plaque_mst,lab_3_gb124_dilution_performed,lab_3_gb124_dil_tested,lab_3_gb124_volume,lab_3_gb124_plaque_reading_mst,lab_3_gb124_plaque_mst,lab_enrichment,lab_enr_inc_placed,lab_enr_inc_removed,lab_wg5_enr_note,lab_1_wg5_enr_enr_note,lab_1_wg5_enr_dil_tested,lab_1_wg5_enr_volume,lab_1_wg5_enr_plaque_reading_mst,lab_1_wg5_enr_plaque_mst,lab_2_wg5_enr_dil_tested,lab_2_wg5_enr_volume,lab_2_wg5_enr_plaque_reading_mst,lab_2_wg5_enr_plaque_mst,lab_3_wg5_enr_dilution_performed,lab_3_wg5_enr_dil_tested,lab_3_wg5_enr_volume,lab_3_wg5_enr_plaque_reading_mst,lab_3_wg5_enr_plaque_mst,lab_gb124_enr_enr_note,lab_1_gb124_enr_note,lab_1_gb124_enr_dil_tested,lab_1_gb124_enr_volume,lab_1_gb124_enr_plaque_reading_mst,lab_1_gb124_enr_plaque_mst,lab_2_gb124_enr_dil_tested,lab_2_gb124_enr_volume,lab_2_gb124_enr_plaque_reading_mst,lab_2_gb124_enr_plaque_mst,lab_3_gb124_enr_dilution_performed,lab_3_gb124_enr_dil_tested,lab_3_gb124_enr_volume,lab_3_gb124_enr_plaque_reading_mst,lab_3_gb124_enr_plaque_mst,lab_closing,lab_notes,lab_enum,lab_photo,__version__,_id,_uuid,_submission_time,_index
2019/09/16 16:39:18,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 16:42:58,58,1,14,143,NA,FPC1002,FPc1002,2019/09/12 08:30:00,2019/09/12 10:30:00,2019/09/13 10:30:00,NA,NA,NA,7,1000,3,134,7,100,3,18,0,NA,NA,NA,NA,NA,NA,7,1000,3,74,7,100,3,20,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,5",1,vzLptgfwYgZks8EPQLoK9p,4294,397725fd-ca7c-45aa-bc46-ad09b7d66751,2019/09/17 05:40:28,118
2019/09/16 16:42:58,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 16:46:50,58,1,14,144,NA,FPD1002,FPd1002,2019/09/12 08:30:00,2019/09/12 10:30:00,2019/09/13 10:30:00,NA,NA,NA,7,1000,3,5,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,3,0,7,100,3,33,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR GB124 (1ml=CLEAR),"2,5",1,vzLptgfwYgZks8EPQLoK9p,4295,d9caaa8a-90eb-4ff8-9bff-e92729eb7aeb,2019/09/17 05:44:25,119
2019/09/16 16:46:51,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/16 16:52:30,58,1,14,145,NA,FPE1002,FPe1002,2019/09/12 08:30:00,2019/09/12 10:30:00,2019/09/13 10:30:00,NA,NA,NA,7,1000,3,176,7,100,3,27,0,NA,NA,NA,NA,NA,NA,7,1000,3,0,7,100,3,36,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOR GB124(1ml=CLEAR), POSITIVE CONTROL(SL1001) WG5(1ml=168) GB124(10^5=29)","2,5",1,vzLptgfwYgZks8EPQLoK9p,4296,840c512f-8014-44a8-a3fd-71f23fbf9e30,2019/09/17 05:50:05,120
2019/09/19 05:55:31,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/19 05:59:31,58,1,15,NA,151,COA1003,COa1003,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,1,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,3,0,7,100,3,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,6",1,vzLptgfwYgZks8EPQLoK9p,4332,2b51a64a-4a32-475f-8c33-71fd8a444c83,2019/09/19 06:57:25,121
2019/09/19 05:59:31,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/19 06:02:22,58,1,15,NA,152,COB1007,COb1007,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,0,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,3,5,7,100,3,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,6",1,vzLptgfwYgZks8EPQLoK9p,4333,93fee9e1-f02f-49b6-a70c-33d8524e662d,2019/09/19 07:00:07,122
2019/09/19 06:02:22,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/19 06:04:41,58,1,15,NA,152,COB1008,COb1008,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,0,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,3,4,7,100,3,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,6",1,vzLptgfwYgZks8EPQLoK9p,4334,40a5c730-98fb-4324-bfb7-1efa4a1e8384,2019/09/19 07:02:27,123
2019/09/19 06:04:41,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/19 06:08:36,58,1,15,NA,152,COB1009,COb1009,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,0,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,3,4,7,100,3,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,6",1,vzLptgfwYgZks8EPQLoK9p,4335,27da7956-af5d-4129-89f6-cd3ad7410255,2019/09/19 07:06:22,124
2019/09/23 06:41:29,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/23 06:47:08,58,1,15,NA,151,COA1004,COa1004,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,59,7,100,3,6,0,NA,NA,NA,NA,NA,NA,7,1000,3,109,7,100,3,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,6",1,vzLptgfwYgZks8EPQLoK9p,4358,b7811ff5-893e-4e40-b8b6-b4f756e3ab14,2019/09/23 07:44:51,125
2019/09/23 06:47:08,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/23 06:52:58,58,1,15,NA,152,COB1010,COb1010,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,0,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,1,NA,7,100,3,16,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB124(1ml=275),"2,6",1,vzLptgfwYgZks8EPQLoK9p,4359,ae2dde1b-b047-4326-8a3d-58a07962284e,2019/09/23 07:50:39,126
2019/09/23 06:52:58,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/23 06:56:11,58,1,15,NA,152,COB1011,COb1011,2019/09/17 08:30:00,2019/09/17 10:30:00,2019/09/18 10:30:00,NA,NA,NA,7,1000,3,0,7,100,3,0,0,NA,NA,NA,NA,NA,NA,7,1000,1,NA,7,100,3,5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GB124(1ml=264),"2,6",1,vzLptgfwYgZks8EPQLoK9p,4360,31ea7e9c-f24d-4e9f-bd50-eaa3dece4765,2019/09/23 07:53:55,127
