lab_start_dt,subscriberid,simserial,deviceid,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,lab_id,lab_id_val,lab_pcr_type,lab_pcr_type/1,lab_pcr_type/2,lab_pcr_note,lab_pcr_filename,lab_pcr_ty_note2,lab_pcr_ty_date,lab_pcr_ty_results1,lab_pcr_ty_results2,lab_pcr_ty_results3,lab_pcr_para_note2,lab_pcr_para_date,lab_pcr_para_results1,lab_pcr_para_results2,lab_pcr_para_results3,lab_closing,lab_notes,lab_enum,__version__,_id,_uuid,_submission_time,_index
2019/05/21 06:11:19,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 06:20:09,58,1,11,NA,NA,PL1001OLD,PL1001,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2869,77c887dc-eb2b-4ca0-b58e-d35dfcb3dff1,2019/05/21 07:20:24,1
2019/05/21 06:20:09,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 06:24:23,58,1,7,NA,NA,LS1001OLD,LS1001,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2870,564cbbb8-987f-4b8e-9a96-a8b400a1d9fb,2019/05/21 07:24:37,2
2019/05/21 06:24:23,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 06:28:39,57,1,12,NA,NA,MO1001OLD,MO1001,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2871,497a8c61-cff4-4e3f-96a0-0b124d5fbd69,2019/05/21 07:28:54,3
2019/05/21 06:28:39,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 06:47:01,57,1,12,NA,NA,MO1002OLD,MO1002,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,26.27,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2872,f6b5a6b7-7295-4514-844d-d7e8ceef3984,2019/05/21 07:47:16,4
2019/05/21 06:47:01,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 06:53:24,58,2,2,NA,NA,RP2001OLD,RP2001,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2873,6e30d782-b50b-4685-82d7-a3c588498488,2019/05/21 07:53:38,5
2019/05/21 06:53:24,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 06:57:22,58,2,2,NA,NA,RP2002OLD,RP2002,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2874,341eb243-6a64-4f4b-b123-89aa5a9065f5,2019/05/21 07:57:36,6
2019/05/21 06:57:22,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 07:02:44,58,2,8,NA,NA,SL2001OLD,SL2001old,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2875,3766f47f-0bfe-4686-825c-fa13079f26af,2019/05/21 08:02:59,7
2019/05/21 07:02:44,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 07:06:34,58,2,8,NA,NA,SL2002OLD,SL2002old,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2876,b9869633-52ee-4060-84e6-29ed48231654,2019/05/21 08:06:48,8
2019/05/21 07:06:34,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 07:10:42,58,2,11,NA,NA,PL2001,PL2001,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2877,b8104c86-4fd1-4e85-afdd-deae1754f653,2019/05/21 08:10:56,9
2019/05/21 08:41:28,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 08:57:22,58,2,3,NA,NA,DW2002,DW2002,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2885,5b00bdb7-a915-4b01-8acd-edd005dcd905,2019/05/21 09:57:36,10
2019/05/21 08:57:22,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 09:03:25,58,2,9,NA,NA,BW2001OLD,BW2001old,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2886,812d55d4-d644-4c96-bf10-e650d1f87971,2019/05/21 10:03:38,11
2019/05/21 09:03:25,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 09:47:54,58,2,5,NA,NA,SW2001OLD,SW2001old,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,40,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2891,e916bdca-0c2a-4dff-8470-9fb09602d04d,2019/05/21 10:48:08,12
2019/05/21 09:47:54,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/21 00:00:00,2019/05/21 09:54:12,58,2,7,NA,NA,LS2001OLD,LS2001,NULL,NA,NA,NA,ST & SPT 10.05.19,NA,2019/05/10 00:00:00,9999,9999,NA,NA,NA,9999,9999,NA,NA,NA,1,v7LUap6MY4SxDVTfKNcy2m,2892,56647d74-ef64-49e0-ba39-216202b6c505,2019/05/21 10:54:26,13
2019/11/08 19:27:08,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:03:02,66,1,12,NA,NA,MO1106,MO1106,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,23.54,23.54,NA,NA,2019/11/01 00:00:00,30.45,30.47,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5052,aa28e5e0-85ed-4b2a-bfea-50333e2ea691,2019/11/08 07:33:26,14
2019/11/08 20:03:02,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:05:23,66,1,99,NA,NA,FB1085UP,FB1085UP,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,Associated Sample MO1106,1,vR2ww2c5aM6KfCRDC3LGaH,5053,265dd718-fa9a-497d-9d69-78bd9aa7651b,2019/11/08 07:35:46,15
2019/11/08 20:05:23,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:06:42,59,1,12,NA,NA,MO1107,MO1107,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,22.71,22.77,NA,NA,2019/11/01 00:00:00,34.57,34.67,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5054,895a0dbb-dfdf-4556-be05-93913ab8c812,2019/11/08 07:37:06,16
2019/11/08 20:06:42,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:08:44,59,1,99,NA,NA,FB1086,FB1086,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,36.72,9999,NA,NA,2019/11/01 00:00:00,32.76,9999,NA,NA,Associated Sample MO1107,1,vR2ww2c5aM6KfCRDC3LGaH,5055,95cc767d-980b-4b82-ac72-e433861f195b,2019/11/08 07:39:08,17
2019/11/08 20:08:44,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:09:56,59,1,99,NA,NA,FB1086UP,FB1086UP,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,Associated Sample MO1107,1,vR2ww2c5aM6KfCRDC3LGaH,5056,194433b5-604d-49fe-b386-f73a91053428,2019/11/08 07:40:19,18
2019/11/08 20:09:56,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:11:09,59,1,11,NA,NA,PLC1044,PLc1044,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5057,1b735902-129f-4e81-91fa-686f6786801a,2019/11/08 07:41:34,19
2019/11/08 20:11:10,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:12:47,59,1,99,NA,NA,FB1087,FB1087,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,32.6,9999,NA,NA,Associated Sample PLc1044,1,vR2ww2c5aM6KfCRDC3LGaH,5058,65263c75-7ede-4d83-9226-9923387d2c97,2019/11/08 07:43:11,20
2019/11/08 20:12:48,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:16:05,59,1,99,NA,NA,FB1087UP,FB1087UP,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,Associated Sample PLc1044,1,vR2ww2c5aM6KfCRDC3LGaH,5059,62bbc413-f626-4e5e-96ec-ca3c107f6d27,2019/11/08 07:46:29,21
2019/11/08 20:16:06,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:17:26,59,1,11,NA,NA,PLC1045,PLc1045,1546387200,1,1,NA,PLc1045,NA,2019/11/01 00:00:00,24.41,24.72,NA,NA,2019/11/01 00:00:00,36.88,37.22,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5060,26a30c09-4852-4295-8a80-46c89f29f05f,2019/11/08 07:47:50,22
2019/11/08 20:17:26,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:19:55,59,1,99,NA,NA,FB1088UP,FB1088UP,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,Associated Sample PLc1045,1,vR2ww2c5aM6KfCRDC3LGaH,5061,8534e204-b8c0-4c7d-8db0-708a428ca782,2019/11/08 07:50:18,23
2019/11/08 20:19:55,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:21:32,59,1,11,NA,NA,PLC1046,PLc1046,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,27.02,26.5,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5062,e1984705-2006-4495-bc8f-8c45f7e1c475,2019/11/08 07:51:56,24
2019/11/08 20:21:32,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:23:18,59,1,99,NA,NA,FB1089UP,FB1089UP,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,Associated Sample PLc1046,1,vR2ww2c5aM6KfCRDC3LGaH,5063,cc47c5ce-7d70-4bc1-a9f4-136b8cc3fad8,2019/11/08 07:53:42,25
2019/11/08 20:23:18,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:25:09,59,1,11,NA,NA,PLC1047,PLc1047,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,23.9,23.76,NA,NA,2019/11/01 00:00:00,39.12,37.94,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5064,ee1ccdd8-5196-47d1-8337-32011cb0d3a7,2019/11/08 07:55:32,26
2019/11/08 20:25:09,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:27:13,59,1,99,NA,NA,FB1090UP,FB1090UP,1546387200,1,1,NA,"S.typhi 1.11.2019, s.paratyphi 1.11.2019",NA,2019/11/01 00:00:00,9999,9999,NA,NA,2019/11/01 00:00:00,9999,9999,NA,NA,Associated Sample PLc1047,1,vR2ww2c5aM6KfCRDC3LGaH,5065,c3defdd4-7a30-4d21-a319-6b0bb53a3a63,2019/11/08 07:57:36,27
2019/11/08 20:27:13,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:28:53,59,1,11,NA,NA,PLC1048,PLc1048,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,30.17,9999,NA,NA,2019/11/02 00:00:00,38.41,38.5,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5066,41e04b74-27b4-4658-85bd-2cbffa07d841,2019/11/08 07:59:17,28
2019/11/08 20:28:53,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:31:05,59,1,99,NA,NA,FB1091UP,FB1091UP,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,Associated Sample PLc1048,1,vR2ww2c5aM6KfCRDC3LGaH,5067,6c5f2182-fb18-45d5-9ea4-9d11ce36c342,2019/11/08 08:01:29,29
2019/11/08 20:31:05,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:33:45,59,1,11,NA,NA,PLC1049,PLc1049,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,25.94,26.04,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5068,6c8be7a8-6935-44e3-adf7-926ad21b214e,2019/11/08 08:04:09,30
2019/11/08 20:33:45,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:35:19,59,1,99,NA,NA,FB1092UP,FB1092UP,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,Associated Sample PLc1049,1,vR2ww2c5aM6KfCRDC3LGaH,5069,ae335109-139f-417f-b688-6be5f130bb5b,2019/11/08 08:05:42,31
2019/11/08 20:35:19,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:36:43,59,1,11,NA,NA,PLC1050,PLc1050,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,24.83,25.21,NA,NA,2019/11/02 00:00:00,40,9999,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5070,9d040bb5-ff89-4183-a171-bad05e31e694,2019/11/08 08:07:07,32
2019/11/08 20:36:43,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:38:01,59,1,99,NA,NA,FB1093,FB1093,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,Associated Sample PLc1050,1,vR2ww2c5aM6KfCRDC3LGaH,5071,46ecfd83-f603-4110-a189-de09e998c4d1,2019/11/08 08:08:24,33
2019/11/08 20:38:01,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:39:06,59,1,11,NA,NA,PLC1051,PLc1051,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,25.04,9999,NA,NA,2019/11/02 00:00:00,40,9999,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5072,dec195c8-c476-45f0-ade4-2e009d9b23a6,2019/11/08 08:09:29,34
2019/11/08 20:39:06,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:40:15,59,1,99,NA,NA,FB1094,FB1094,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,Associated Sample PLc1051,1,vR2ww2c5aM6KfCRDC3LGaH,5073,3ce6cc85-6698-4e36-92df-342a80b3d065,2019/11/08 08:10:38,35
2019/11/08 20:40:16,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:41:17,59,1,11,NA,NA,PLC1052,PLc1052,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,40,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5074,c0463613-e9da-4c4f-b969-6b8bca746154,2019/11/08 08:11:40,36
2019/11/08 20:41:17,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:42:28,59,1,99,NA,NA,FB1095,FB1095,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,Associated Sample PLc1052,1,vR2ww2c5aM6KfCRDC3LGaH,5075,2e117ea2-2a8b-4485-8918-3bb0138b49aa,2019/11/08 08:12:52,37
2019/11/08 20:42:28,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:43:39,59,1,11,NA,NA,PLC1053,PLc1053,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,24.38,24.15,NA,NA,2019/11/02 00:00:00,38.43,40,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5076,c9df2507-29e5-4482-9557-7a46b3107fe5,2019/11/08 08:14:03,38
2019/11/08 20:43:39,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:45:30,59,1,99,NA,NA,FB1096,FB1096,1546387200,1,1,NA,"S.typhi 2.11.2019, s.paratyphi 2.11.2019",NA,2019/11/02 00:00:00,9999,9999,NA,NA,2019/11/02 00:00:00,9999,9999,NA,NA,Associated Sample PLc1053,1,vR2ww2c5aM6KfCRDC3LGaH,5077,86a39b16-b1c4-4b25-810e-790cb7556f33,2019/11/08 08:15:54,39
2019/11/08 20:45:31,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:47:05,57,1,12,NA,NA,MO1108,MO1108,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,26.28,9999,NA,NA,2019/11/06 00:00:00,40,40,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5078,bc854aa4-870b-4152-8e5e-244c263622a9,2019/11/08 08:17:25,40
2019/11/08 20:47:05,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:49:20,57,1,99,NA,NA,FB1097UP,FB1097UP,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,36.04,9999,NA,NA,Associated Sample MO1108,1,vR2ww2c5aM6KfCRDC3LGaH,5079,54309820-7058-47a3-b931-e2c065393570,2019/11/08 08:19:44,41
2019/11/08 20:49:20,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:50:58,55,1,12,NA,NA,MO1109,MO1109,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,24.93,9999,NA,NA,2019/11/06 00:00:00,33.35,35.04,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5080,7eae540c-b9fe-43d0-838d-b83414f1ede1,2019/11/08 08:21:22,42
2019/11/08 20:50:58,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:52:06,55,1,12,NA,NA,MO1109D,MO1109D,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,24.78,24.01,NA,NA,2019/11/06 00:00:00,33.11,33.31,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5081,9b180d79-9953-4c4a-b6fd-48912737d389,2019/11/08 08:22:24,43
2019/11/08 20:52:06,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/11/08 00:00:00,2019/11/08 20:53:35,55,1,99,NA,NA,FB1098,FB1098,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,9999,9999,NA,NA,"Associated Sample MO1109, MO1109D",1,vR2ww2c5aM6KfCRDC3LGaH,5082,bb697bbc-51e9-4871-9be1-7415f42b2c0f,2019/11/08 08:23:59,44
2019/11/11 18:28:18,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/11 00:00:00,2019/11/11 18:39:46,59,1,11,NA,NA,PLC1054,PLc1054,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,31.6,NA,NA,2019/11/06 00:00:00,9999,36.47,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5085,ade2acdb-d0e7-4a38-814c-edc57fd46886,2019/11/11 06:07:13,45
2019/11/11 18:39:46,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/11 00:00:00,2019/11/11 18:40:48,59,1,11,NA,NA,PLC1054F,PLc1054F,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,36.67,9999,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5086,a8f9ff32-18b9-4b81-955e-4014778168e4,2019/11/11 06:08:14,46
2019/11/11 18:40:48,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/11 00:00:00,2019/11/11 18:42:03,59,1,99,NA,NA,FB1099UP,FB1099UP,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,9999,34.55,NA,NA,Associated Sample PLc1054,1,vR2ww2c5aM6KfCRDC3LGaH,5087,759f243c-8552-4e1c-908b-43809129d3c8,2019/11/11 06:09:31,47
2019/11/11 18:42:03,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/11 00:00:00,2019/11/11 18:42:56,59,1,11,NA,NA,PLC1055,PLc1055,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,40,40,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5088,c35fe1ed-7c4c-4e59-abd5-82f6438b2b50,2019/11/11 06:10:21,48
2019/11/11 18:42:56,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/11 00:00:00,2019/11/11 18:44:08,59,1,99,NA,NA,FB1100,FB1100,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,9999,9999,NA,NA,Associated Sample PLc1055,1,vR2ww2c5aM6KfCRDC3LGaH,5089,90e221de-d527-4d6e-9326-b215a43deee2,2019/11/11 06:11:35,49
2019/11/11 18:44:08,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/11 00:00:00,2019/11/11 18:45:08,59,1,11,NA,NA,PLC1056,PLc1056,1546387200,1,1,NA,"S.typhi 6.11.2019, s.paratyphi 6.11.2019",NA,2019/11/06 00:00:00,9999,9999,NA,NA,2019/11/06 00:00:00,38.02,38.54,NA,NA,NA,1,vR2ww2c5aM6KfCRDC3LGaH,5090,8421b899-d5c9-41ac-9009-9be27c956d7a,2019/11/11 06:12:35,50
