lab_start_dt,subscriberid,simserial,deviceid,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,lab_id,lab_id_val,lab_dna_yn,lab_dna_date,lab_closing,lab_notes,lab_enum,__version__,_id,_uuid,_submission_time,_index
2019-05-23T18:00:49.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:04:41.000-07:00,57,1,12,NA,NA,MO1005,MO1005,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2917,3518c029-54d7-4dcb-a833-7940d26b35c5,2019-05-23T12:35:02,11
2019-05-23T18:04:41.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:07:44.000-07:00,57,1,12,NA,NA,MO1006,MO1006,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2918,4145a464-0b73-4768-b0ba-044d07fe6784,2019-05-23T12:38:05,12
2019-05-23T18:07:44.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:31:08.000-07:00,58,2,2,NA,NA,RP2003old,RP2003old,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2919,a3079990-4596-4bf5-a29b-dd8e881beb0d,2019-05-23T13:01:29,13
2019-05-23T18:31:08.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:32:55.000-07:00,58,2,2,NA,NA,RP2004old,RP2004old,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2920,fd8f8769-7387-4dde-9129-8a25cb3cebcb,2019-05-23T13:03:15,14
2019-05-23T18:32:55.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:35:44.000-07:00,59,1,11,NA,NA,PLc1001,PLc1001,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2921,8e2a9d41-09dc-4163-8099-4eb4d75a65e5,2019-05-23T13:06:04,15
2019-05-23T18:35:44.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:37:25.000-07:00,59,2,8,NA,NA,SL2003old,SL2003,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2922,19655023-419c-4955-808a-a56d61edd6a8,2019-05-23T13:07:45,16
2019-05-23T18:37:25.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/23 00:00:00,2019-05-23T18:39:30.000-07:00,58,2,8,NA,NA,SL2004old,SL2004old,1,2019-05-16T11:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,2923,9fa89f45-41f6-4b27-8131-3657dcaca2a2,2019-05-23T13:09:51,17
2019-06-19T16:01:29.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:03:29.000-07:00,58,1,10,NA,NA,SF1002,SF1002,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3162,5f5bc63b-d829-424a-bdc5-219f25742b4f,2019-06-19T10:33:50,19
2019-06-19T16:03:29.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:05:57.000-07:00,58,1,11,NA,NA,PL1002,PL1002,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3163,33e2ca03-c7ba-4c2c-a2e4-35460847ca97,2019-06-19T10:36:18,20
2019-06-19T16:05:57.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:08:34.000-07:00,58,1,7,NA,NA,LS1002,LS1002,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3164,175958ec-a68c-4cf9-ad43-a30251995d14,2019-06-19T10:38:55,21
2019-06-19T16:08:35.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:10:52.000-07:00,58,1,7,NA,NA,LS1003,LS1003,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3165,7d50ab2b-b302-455f-882d-cae2a59fcaf9,2019-06-19T10:41:13,22
2019-06-19T16:10:52.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:12:22.000-07:00,58,1,7,NA,NA,LS1004,LS1004,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3166,26f44ef6-dc3d-472f-ad7a-f392a30624bc,2019-06-19T10:42:43,23
2019-06-19T16:12:22.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:14:44.000-07:00,57,1,12,NA,NA,MO1009,MO1009,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3167,4703800c-982b-48dc-88cc-127a377f1e6a,2019-06-19T10:45:05,24
2019-06-19T16:14:44.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:16:09.000-07:00,57,1,12,NA,NA,MO1010,MO1010,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3168,1d1aae04-ca00-4a93-8afb-53f3b9bcbc01,2019-06-19T10:46:29,25
2019-06-19T16:16:09.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:17:41.000-07:00,59,1,11,NA,NA,PLc1002,PLc1002,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3169,bc317044-de8e-487a-be39-52ff14108f32,2019-06-19T10:48:02,26
2019-06-19T16:17:41.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:20:01.000-07:00,57,1,12,NA,NA,MO1015,MO1015,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3170,0e1b84da-a63c-439f-ade7-4e346443d149,2019-06-19T10:50:22,27
2019-06-19T16:20:01.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:21:25.000-07:00,57,1,12,NA,NA,MO1016,MO1016,1,2019-06-06T12:00:00.000-07:00,NA,NA,4,vYUAu4yKSJkdYShNqiUtiB,3171,2ffe26fe-de79-4f27-bd89-baadd2317735,2019-06-19T10:51:46,28
2019-06-19T16:21:25.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:24:08.000-07:00,58,1,10,NA,NA,SF1007,SF1007,1,2019-06-06T12:00:00.000-07:00,NA,"WATERMELON, WT 150 GM OF WEIGHT",3,vYUAu4yKSJkdYShNqiUtiB,3172,1d7f1fbf-85fe-40fc-82a6-1341be36536c,2019-06-19T10:54:29,29
2019-06-19T16:24:08.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019-06-19T16:29:56.000-07:00,58,1,10,NA,NA,SF1008,SF1008,1,2019-06-06T12:00:00.000-07:00,NA,"PANIPURI SAMPLE, WT WAS 250 GM",1,vYUAu4yKSJkdYShNqiUtiB,3173,c22b2671-73f7-4149-99f2-d7502d3a3411,2019-06-19T11:00:17,30
2019-06-20T12:47:03.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:49:06.000-07:00,58,1,7,NA,NA,LS1008,LS1008,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3175,a9c4443a-bc7d-41ad-8f75-923ad1eb65f6,2019-06-20T07:19:28,31
2019-06-20T12:49:06.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:51:37.000-07:00,57,1,12,NA,NA,MO1011,MO1011,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3176,48f9f9bc-ce18-48d8-bc29-5ecae7c5a129,2019-06-20T07:21:59,32
2019-06-20T12:51:37.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:53:14.000-07:00,58,1,3,NA,NA,DWa1002,DWa1002,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3177,00f49152-4070-4f0d-9bde-812226ba0233,2019-06-20T07:23:35,33
2019-06-20T12:53:14.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:55:01.000-07:00,58,1,5,NA,NA,SW1003,SW1003,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3178,11cdd76a-2899-4a7e-9d05-f6be8d8c63d1,2019-06-20T07:25:22,34
2019-06-20T12:55:01.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:56:21.000-07:00,58,1,7,NA,NA,LS1009,LS1009,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3179,9547d35f-6f77-490b-9859-7f11141eac1e,2019-06-20T07:26:43,35
2019-06-20T12:56:21.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:57:43.000-07:00,59,1,11,NA,NA,PLc1004,PLc1004,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3180,48ca07cf-b552-47f2-a935-c52f18750a33,2019-06-20T07:28:05,36
2019-06-20T12:57:44.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T12:59:02.000-07:00,58,1,3,NA,NA,DWb1003,DWb1003,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3181,f24aefb8-c981-4d13-9500-ca944fbf9e11,2019-06-20T07:29:24,37
2019-06-20T12:59:02.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T13:00:28.000-07:00,58,1,9,NA,NA,BW1001,BW1001,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3182,6f47dc72-bb03-4a10-a2d8-bf86fe070ee9,2019-06-20T07:30:49,38
2019-06-20T13:00:28.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T13:02:27.000-07:00,58,1,8,NA,NA,SL1001,SL1001,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3183,a7caad01-7618-4904-9da6-d60f68374592,2019-06-20T07:32:49,39
2019-06-20T13:02:27.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T13:03:40.000-07:00,57,1,12,NA,NA,MO1012,MO1012,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3184,330deb80-40d5-4a55-806e-ec3a5ee0c722,2019-06-20T07:34:01,40
2019-06-20T13:03:40.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T13:04:54.000-07:00,58,1,11,NA,NA,PL1004,PL1004,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3185,3d6ea260-46c5-4cbe-a04f-83495e8e420f,2019-06-20T07:35:16,41
2019-06-20T13:04:54.000-07:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/20 00:00:00,2019-06-20T13:06:55.000-07:00,59,1,11,NA,NA,PLc1005,PLc1005,1,2019-06-13T15:30:00.000-07:00,NA,NA,3,vYUAu4yKSJkdYShNqiUtiB,3186,9543c7ec-68a9-4087-95c8-ebbbad058686,2019-06-20T07:37:17,42
