"deviceid","h_id","h_start","h_coordinates","X_h_coordinates_latitude","X_h_coordinates_longitude","X_h_coordinates_altitude","X_h_coordinates_precision","h_neighborhood","h_home_type","h_rainweek","h_population","h_c","h_s","h_s_a","h_s_a_other","h_s_c","h_s_c_other","h_d","h_d_a","h_d_a_other","h_d_c","h_d_c_other","h_f","h_f_a","h_f_a_other","h_f_c","h_f_c_other","h_dw","h_dw_a_other","h_dw_c_other","h_dw_e_wt_note","h_dw_e_wt","h_dw_e_wt_other","h_o","h_o_a","h_o_a_other","h_o_c","h_o_c_other","h_bw","h_bw_a","h_bw_a_other","h_bw_c","h_bw_c_other","h_p","h_p_a","h_p_a_other","h_p_c","h_p_c_other","h_p_e","h_p_e_other","h_sf","h_sf_a","h_sf_a_other","h_sf_c","h_sf_c_other","h_l","h_l_a","h_l_a_other","h_l_c","h_l_c_other","h_pl","h_pl_a_th","h_pl_a_th_other","h_pl_a_tu","h_pl_a_tu_other","h_pl_a_tw","h_pl_a_tw_other","h_pl_a_tf","h_pl_a_tf_other","h_pl_a_ts","h_pl_a_ts_other","h_pl_a_od","h_pl_a_od.1","h_pl_a_od.2","h_pl_a_od.3","h_pl_a_od.4","h_pl_a_od.5","h_pl_a_od.6","h_pl_a_od.7","h_pl_a_od_other","h_end","h_notes","h_enum","X_id","X_uuid","X_submission_time","X_index","h_extra_data","dply_num","h_UID","h_date","neighb_num","h_sex","h_dw_a","h_odw_a_other","h_dw_c","h_odw_c_other","h_bw_source","h_bw_source_other","meta.instanceID","X_tags","X_notes"
,1093,"2018-11-16T10:01:00.000+03","0.35648166666666664 32.56113666666667 1176.6 5.0",0.356481666666667,32.5611366666667,1176.6,5,3,2,1,4,1,,1,"",1,"",,1,,1,,,3,,2,,,,,,1,,,,,,,,1,,2,,,2,"",2,"",1,"",,1,,1,,,4,"",4,"",,1,"",1,,2,"",2,,3,"",,1,1,0,0,0,0,0,,,"Need more public latrines,
National water is also unavailable and electrical connection is as well as challenge","Mugisha kwiringira",,"bbdb1a1a-f32b-44d0-94bd-9b158c5d1e08","2018-11-16T08:01:03",,1,9,"09_1093","2018-11-16",903,1,1,,1,,2,,"uuid:bbdb1a1a-f32b-44d0-94bd-9b158c5d1e08",,
,1094,"2018-11-16T10:22:00.000+03","0.3566783333333333 32.561265000000006 1133.2 4.9",0.356678333333333,32.561265,1133.2,4.9,3,1,1,7,1,,1,"",2,"",,1,,1,,,2,,2,,,,,,1,,,,,,,,1,,1,,,2,"",2,"",2,"",,1,,2,,,4,"",4,"",,1,"",1,,2,"",2,,3,"",,1,0,0,0,0,0,0,,,"","Mugisha kwiringira",,"a39ad2ca-0488-47fd-b125-6ac8f6647835","2018-11-16T08:01:04",,1,9,"09_1094","2018-11-16",903,1,1,,1,,2,,"uuid:a39ad2ca-0488-47fd-b125-6ac8f6647835",,
,1110,"2018-11-15T13:42:00.000+03","0.35467166666666666 32.56149666666667 1182.2 4.7",0.354671666666667,32.5614966666667,1182.2,4.7,3,2,1,2,1,,4,"",4,"",,3,,4,,,3,,4,,,,,,1,,,,,,,,1,,1,,,2,"",4,"",1,"",,2,,4,,,4,"",4,"",,1,"",1,,2,"",2,,1,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"416d60fc-e80c-4211-b930-7c267cae7524","2018-11-17T08:24:35",,1,9,"09_1110","2018-11-15",903,1,3,,4,,2,,"uuid:416d60fc-e80c-4211-b930-7c267cae7524",,
,1112,"2018-11-17T10:33:00.000+03","0.300885 32.621584999999996 1129.2 4.7",0.300885,32.621585,1129.2,4.7,1,2,1,8,1,,4,"",4,"",,1,,3,,,4,,4,,,,,,1,,,,,,,,1,,1,,,3,"",3,"",1,"",,2,,2,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"1077bab9-f71a-47dd-8736-ec8361fa3fce","2018-11-17T08:24:43",,1,9,"09_1112","2018-11-17",901,1,1,,1,,2,,"uuid:1077bab9-f71a-47dd-8736-ec8361fa3fce",,
,1114,"2018-11-15T11:17:00.000+03","0.3559 32.56121666666666 1152.9 4.9",0.3559,32.5612166666667,1152.9,4.9,3,2,1,4,1,,4,"",4,"",,4,,3,,,1,,1,,,,,,1,,,,,,,,2,,2,,,4,"",4,"",4,"They don't eat any raw food",,4,,4,,,4,"",2,"",,1,"",1,,2,"",2,,1,"",,1,0,0,0,0,0,0,,,"","Mugisha Dorothy",,"225d0abd-bb25-47ba-a460-b7c8057bdff9","2018-11-17T08:35:17",,1,9,"09_1114","2018-11-15",903,1,1,,1,,2,,"uuid:225d0abd-bb25-47ba-a460-b7c8057bdff9",,
,1115,"2018-11-15T11:31:00.000+03","0.35599333333333333 32.56149666666667 1167.3 4.6",0.355993333333333,32.5614966666667,1167.3,4.6,3,2,1,4,1,,4,"",4,"",,1,,1,,,1,,1,,,,,,1,,,,,,,,1,,2,,,2,"",2,"",1,"",,3,,3,,,3,"",1,"",,1,"",2,,,"",,,1,"",,1,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"b01ef83b-1df4-4003-9dec-556220a93724","2018-11-17T08:35:19",,1,9,"09_1115","2018-11-15",903,1,4,,4,,2,,"uuid:b01ef83b-1df4-4003-9dec-556220a93724",,
,1118,"2018-11-15T12:11:00.000+03","0.3564383333333333 32.56129 1161.6 4.9",0.356438333333333,32.56129,1161.6,4.9,3,2,1,6,1,,4,"",4,"",,4,,4,,,4,,3,,,,,,1,,,,,,,,2,,2,,,4,"",4,"",1,"",,1,,1,,,4,"",3,"",,1,"",1,,2,"",2,,2,"",,1,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"c0cab312-8f05-48b4-b6f1-f7a42dbf0911","2018-11-17T08:35:28",,1,9,"09_1118","2018-11-15",903,1,1,,1,,2,,"uuid:c0cab312-8f05-48b4-b6f1-f7a42dbf0911",,
,1119,"2018-11-15T12:25:00.000+03","0.3564616666666666 32.561346666666665 1192.4 4.8",0.356461666666667,32.5613466666667,1192.4,4.8,3,2,1,4,1,,4,"",4,"",,4,,3,,,1,,1,,,,,,1,,,,,,,,2,,2,,,4,"",3,"",1,"",,1,,1,,,4,"",3,"",,1,"",1,,2,"",2,,2,"",,1,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"798c86c2-ee32-478f-9552-928f830c6be5","2018-11-17T08:36:30",,1,9,"09_1119","2018-11-15",903,1,4,,4,,2,,"uuid:798c86c2-ee32-478f-9552-928f830c6be5",,
,1120,"2018-11-15T12:40:00.000+03","0.35662166666666667 32.56134833333333 1183.6 4.9",0.356621666666667,32.5613483333333,1183.6,4.9,3,2,1,6,1,,4,"",4,"",,4,,1,,,1,,1,,,,,,1,,,,,,,,1,,2,,,4,"",4,"",1,"",,1,,1,,,3,"",1,"",,1,"",1,,2,"",2,,1,"",,1,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"e1786de9-a950-45dc-9cc8-19deb608c5b4","2018-11-17T08:36:33",,1,9,"09_1120","2018-11-15",903,1,1,,1,,2,,"uuid:e1786de9-a950-45dc-9cc8-19deb608c5b4",,
,1121,"2018-11-15T12:46:00.000+03","0.35664500000000005 32.561325000000004 1171.0 4.9",0.356645,32.561325,1171,4.9,3,2,1,5,1,,4,"",4,"",,3,,2,,,1,,1,,,,,,1,,,,,,,,1,,2,,,1,"",1,"",1,"",,1,,1,,,4,"",2,"",,1,"",1,,2,"",2,,2,"",,1,0,0,0,0,0,0,,,"","Mugisha Dorothy",,"1202a995-27c4-4d6c-b830-ec39d2845238","2018-11-17T08:36:35",,1,9,"09_1121","2018-11-15",903,1,1,,1,,2,,"uuid:1202a995-27c4-4d6c-b830-ec39d2845238",,
,1122,"2018-11-15T12:59:00.000+03","0.35660166666666665 32.561375 1187.3 5.0",0.356601666666667,32.561375,1187.3,5,3,2,1,4,1,,4,"",4,"",,4,,4,,,2,,1,,,,,,1,,,,,,,,2,,1,,,2,"",2,"",1,"",,1,,1,,,4,"",2,"",,1,"",1,,2,"",2,,1,"",,1,0,0,0,0,0,0,,,"","Mugisha Dorothy",,"868d339f-5237-4010-b4c4-51e52faebf0c","2018-11-17T08:36:37",,1,9,"09_1122","2018-11-15",903,1,1,,1,,2,,"uuid:868d339f-5237-4010-b4c4-51e52faebf0c",,
,1123,"2018-11-15T13:13:00.000+03","0.3565 32.561195 1187.9 4.9",0.3565,32.561195,1187.9,4.9,3,2,1,6,1,,4,"",4,"",,4,,4,,,2,,1,,,,,,1,,,,,,,,1,,2,,,3,"",3,"",1,"",,1,,1,,,4,"",2,"",,1,"",1,,2,"",2,,1,"",,0,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"68e7cbb5-b424-440a-9d54-196fe7e1c45b","2018-11-17T08:36:39",,1,9,"09_1123","2018-11-15",903,1,1,,1,,2,,"uuid:68e7cbb5-b424-440a-9d54-196fe7e1c45b",,
,1124,"2018-11-15T13:25:00.000+03","0.35655333333333333 32.561508333333336 1189.5 5.0",0.356553333333333,32.5615083333333,1189.5,5,3,1,1,4,1,,4,"",4,"",,4,,1,,,1,,1,,,,,,1,,,,,,,,1,,2,,,3,"",3,"",1,"",,3,,3,,,4,"",2,"",,1,"",1,,2,"",2,,3,"",,0,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"6f88f642-b033-478e-a078-a18d251ac0a0","2018-11-17T08:36:41",,1,9,"09_1124","2018-11-15",903,1,3,,3,,2,,"uuid:6f88f642-b033-478e-a078-a18d251ac0a0",,
,1125,"2018-11-15T13:37:00.000+03","0.35661333333333334 32.561415000000004 1176.8 4.7",0.356613333333333,32.561415,1176.8,4.7,3,2,1,2,1,,4,"",4,"",,4,,4,,,2,,3,,,,,,1,,,,,,,,1,,2,,,2,"",3,"",1,"",,3,,3,,,2,"",3,"",,1,"",1,,2,"",2,,1,"",,0,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"9941181a-3bf5-449c-b6a5-d4191c306de1","2018-11-17T08:36:43",,1,9,"09_1125","2018-11-15",903,1,1,,1,,2,,"uuid:9941181a-3bf5-449c-b6a5-d4191c306de1",,
,1126,"2018-11-16T10:12:00.000+03","0.3567683333333333 32.561553333333336 1168.0 4.9",0.356768333333333,32.5615533333333,1168,4.9,3,1,1,6,1,,4,"",4,"",,2,,1,,,1,,1,,,,,,1,,,,,,,,1,,2,,,3,"",3,"",1,"",,1,,1,,,4,"",2,"",,1,"",1,,2,"",2,,2,"",,0,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"19147262-7d53-4b61-9342-4e180e93d270","2018-11-17T08:36:45",,1,9,"09_1126","2018-11-16",903,1,1,,1,,2,,"uuid:19147262-7d53-4b61-9342-4e180e93d270",,
,1127,"2018-11-16T10:25:00.000+03","0.3568616666666667 32.56151 1165.0 4.9",0.356861666666667,32.56151,1165,4.9,3,2,1,4,1,,4,"",4,"",,3,,1,,,2,,1,,,,,,1,,,,,,,,1,,2,,,3,"",3,"",1,"",,1,,1,,,2,"",2,"",,1,"",1,,2,"",2,,2,"",,0,1,0,0,0,0,0,,,"","Mugisha Dorothy",,"f04654a8-1817-459d-85cb-4c44c1d0d708","2018-11-17T08:36:48",,1,9,"09_1127","2018-11-16",903,1,1,,1,,2,,"uuid:f04654a8-1817-459d-85cb-4c44c1d0d708",,
,1134,"2018-11-17T11:40:00.000+03","0.30092166666666664 32.621805 1156.2 4.8",0.300921666666667,32.621805,1156.2,4.8,1,2,1,6,1,,3,"",4,"",,1,,4,,,4,,4,,,,,,1,,,,,,,,1,,1,,,3,"",3,"",1,"",,3,,2,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"b945eeb5-6314-498c-bd66-ed70b2e30146","2018-11-20T12:55:35",,1,9,"09_1134","2018-11-17",901,1,1,,1,,2,,"uuid:b945eeb5-6314-498c-bd66-ed70b2e30146",,
,1135,"2018-11-17T12:03:00.000+03","0.30063999999999996 32.62169666666667 1130.4 4.8",0.30064,32.6216966666667,1130.4,4.8,1,2,1,7,1,,4,"",3,"",,2,,1,,,4,,4,,,,,,1,,,,,,,,1,,1,,,4,"",4,"",4,"Did not eat raw produce",,3,,3,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"0c5b06d8-f2e8-4825-96e8-3927c90f88cf","2018-11-20T12:56:36",,1,9,"09_1135","2018-11-17",901,1,1,,1,,2,,"uuid:0c5b06d8-f2e8-4825-96e8-3927c90f88cf",,
,1136,"2018-11-17T12:24:00.000+03","0.3006783333333333 32.62204 1141.3 4.4",0.300678333333333,32.62204,1141.3,4.4,1,1,1,4,1,,4,"",5,"",,3,,1,,,4,,3,,,,,,1,,,,,,,,1,,2,,,3,"",4,"",1,"",,2,,2,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"3c930888-44d1-437b-a779-dfaf778beb0f","2018-11-20T12:57:03",,1,9,"09_1136","2018-11-17",901,1,1,,1,,2,,"uuid:3c930888-44d1-437b-a779-dfaf778beb0f",,
,1137,"2018-11-17T12:43:00.000+03","0.30033333333333334 32.62193333333333 1143.6 4.7",0.300333333333333,32.6219333333333,1143.6,4.7,1,2,1,10,1,,3,"",1,"",,1,,1,,,3,,3,,,,,,2,,,,,,,,1,,2,,,3,"",3,"",1,"",,2,,2,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"c1dfe50b-0e71-4d6c-a3ec-b9641b11fee4","2018-11-20T12:57:22",,1,9,"09_1137","2018-11-17",901,1,1,,1,,2,,"uuid:c1dfe50b-0e71-4d6c-a3ec-b9641b11fee4",,
,1138,"2018-11-17T13:36:00.000+03","0.30012 32.622589999999995 1138.9 5.0",0.30012,32.62259,1138.9,5,1,1,1,4,1,,3,"",4,"",,1,,1,,,4,,4,,,,,,2,,,,,,,,1,,1,,,3,"",3,"",1,"",,3,,3,,,3,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"5bd857a3-4f52-48f5-8052-92f521ad9714","2018-11-20T12:57:31",,1,9,"09_1138","2018-11-17",901,2,1,,1,,2,,"uuid:5bd857a3-4f52-48f5-8052-92f521ad9714",,
,1139,"2018-11-17T14:00:00.000+03","0.30030999999999997 32.622730000000004 1132.7 4.7",0.30031,32.62273,1132.7,4.7,1,2,1,7,1,,4,"",1,"",,3,,1,,,4,,4,,,,,,1,,,,,,,,1,,1,,,4,"",4,"",1,"",,3,,2,,,2,"",2,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"a69a29ae-06a0-4ef4-ba92-a69c7a7c1c0e","2018-11-20T12:58:08",,1,9,"09_1139","2018-11-17",901,1,1,,1,,2,,"uuid:a69a29ae-06a0-4ef4-ba92-a69c7a7c1c0e",,
,1140,"2018-11-17T14:16:00.000+03","0.3007183333333333 32.62309333333334 1140.0 5.0",0.300718333333333,32.6230933333333,1140,5,1,2,1,16,1,,1,"",1,"",,1,,1,,,1,,1,,,,,,1,,,,,,,,2,,2,,,4,"",4,"",4,"Did not eat raw produce",,2,,2,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"5e3555aa-e9b7-48c0-89c9-9ed97c182b2e","2018-11-20T12:58:17",,1,9,"09_1140","2018-11-17",901,1,1,,1,,2,,"uuid:5e3555aa-e9b7-48c0-89c9-9ed97c182b2e",,
,1141,"2018-11-17T14:39:00.000+03","0.3006783333333333 32.62301166666667 1134.6 4.5",0.300678333333333,32.6230116666667,1134.6,4.5,1,1,1,16,1,,1,"",1,"",,2,,1,,,1,,1,,,,,,1,,,,,,,,1,,1,,,3,"",4,"",1,"",,2,,2,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"e20472b9-8e2c-4537-a56e-7e6c496807aa","2018-11-20T12:58:32",,1,9,"09_1141","2018-11-17",901,2,1,,1,,2,,"uuid:e20472b9-8e2c-4537-a56e-7e6c496807aa",,
,1142,"2018-11-17T14:56:00.000+03","0.30053 32.62296666666667 1128.4 5.0",0.30053,32.6229666666667,1128.4,5,1,1,1,6,1,,1,"",1,"",,4,,4,,,1,,1,,,,,,1,,,,,,,,2,,2,,,4,"",4,"",4,"Did not raw produce",,3,,2,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"26d3de2f-9c91-4c62-995f-fa6c13cc7ac1","2018-11-20T13:02:51",,1,9,"09_1142","2018-11-17",901,2,1,,1,,2,,"uuid:26d3de2f-9c91-4c62-995f-fa6c13cc7ac1",,
,1143,"2018-11-17T15:14:00.000+03","0.300665 32.62278166666667 1118.3 5.0",0.300665,32.6227816666667,1118.3,5,1,2,1,4,1,,3,"",1,"",,1,,1,,,2,,2,,,,,,2,,,,,,,,1,,2,,,2,"",3,"",1,"",,3,,1,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"63086c4b-3ad6-4ac9-ac91-6958e6c2f724","2018-11-20T13:02:53",,1,9,"09_1143","2018-11-17",901,2,1,,1,,2,,"uuid:63086c4b-3ad6-4ac9-ac91-6958e6c2f724",,
,1144,"2018-11-17T15:33:00.000+03","0.30049166666666666 32.62254333333333 1127.3 5.0",0.300491666666667,32.6225433333333,1127.3,5,1,2,1,5,1,,4,"",1,"",,1,,1,,,4,,5,,,,,,1,,,,,,,,1,,1,,,4,"",4,"",4,"Does not eat raw food",,3,,3,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"0a5464f2-9318-4680-90c4-42a089618b79","2018-11-20T13:02:55",,1,9,"09_1144","2018-11-17",901,1,1,,1,,2,,"uuid:0a5464f2-9318-4680-90c4-42a089618b79",,
,1145,"2018-11-19T10:41:00.000+03","0.30338 32.61919833333333 1128.8 4.9",0.30338,32.6191983333333,1128.8,4.9,1,1,1,4,1,,4,"",5,"",,4,,4,,,4,,4,,,,,,1,,,,,,,,1,,1,,,4,"",2,"",1,"",,3,,3,,,4,"",4,"",,1,"",1,,2,"",1,,5,"Family uses their private latrine.",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"59a7de17-3377-491c-84d5-384823119267","2018-11-20T13:02:57",,1,9,"09_1145","2018-11-19",901,1,1,,1,,2,,"uuid:59a7de17-3377-491c-84d5-384823119267",,
,1146,"2018-11-19T11:00:00.000+03","0.303425 32.61939666666667 1123.2 4.9",0.303425,32.6193966666667,1123.2,4.9,1,2,1,12,1,,1,"",1,"",,2,,1,,,3,,1,,,,,,1,,,,,,,,1,,1,,,3,"",3,"",1,"",,1,,1,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"5354b9bb-15f6-4908-9829-d55c14ef8f4a","2018-11-20T13:02:59",,1,9,"09_1146","2018-11-19",901,1,1,,1,,2,,"uuid:5354b9bb-15f6-4908-9829-d55c14ef8f4a",,
,1147,"2018-11-19T11:24:00.000+03","0.3029483333333333 32.61897166666667 1141.3 5.0",0.302948333333333,32.6189716666667,1141.3,5,1,2,1,5,1,,3,"",4,"",,1,,1,,,3,,5,,,,,,1,,,,,,,,1,,1,,,3,"",3,"",1,"",,4,,3,,,4,"",4,"",,1,"",1,,2,"",2,,2,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"049291e1-e813-424b-ab5c-e706d0162340","2018-11-20T13:03:00",,1,9,"09_1147","2018-11-19",901,1,1,,1,,2,,"uuid:049291e1-e813-424b-ab5c-e706d0162340",,
,1148,"2018-11-19T11:55:00.000+03","0.3035366666666667 32.61847 1148.1 4.8",0.303536666666667,32.61847,1148.1,4.8,1,1,1,5,1,,4,"",3,"",,1,,1,,,1,,1,,,,,,1,,,,,,,,1,,1,,,4,"",1,"",1,"",,4,,4,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Masaba Chris",,"f78055ea-72d7-4531-8147-6e7a32ff9935","2018-11-20T13:03:02",,1,9,"09_1148","2018-11-19",901,1,1,,1,,2,,"uuid:f78055ea-72d7-4531-8147-6e7a32ff9935",,
,1149,"2018-11-17T11:14:00.000+03","0.303225 32.61881833333334 1134.4 4.4",0.303225,32.6188183333333,1134.4,4.4,1,2,1,5,1,,4,"",4,"",,4,,4,,,4,,4,,,,,,1,,,,,,,,1,,1,,,4,"",4,"",1,"",,3,,2,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"They walk to the Public toilets. It's about 300meters away and it's at 100/- per visit for the children.","Cathy Nanangwe",,"b0466468-0b2b-4e8d-af05-261a59f8c25b","2018-11-20T19:01:13",,1,9,"09_1149","2018-11-17",901,1,1,,1,,2,,"uuid:b0466468-0b2b-4e8d-af05-261a59f8c25b",,
,1150,"2018-11-17T12:02:00.000+03","0.303445 32.61893166666667 1155.7 4.9",0.303445,32.6189316666667,1155.7,4.9,1,2,1,4,1,,4,"",4,"",,4,,4,,,4,,3,,,,,,1,,,,,,,,1,,1,,,4,"",4,"",1,"",,3,,3,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Cathy. Nanangwe",,"4df66e5f-7345-4c6b-ae46-4dd938e6690f","2018-11-20T19:01:15",,1,9,"09_1150","2018-11-17",901,1,1,,1,,2,,"uuid:4df66e5f-7345-4c6b-ae46-4dd938e6690f",,
,1151,"2018-11-17T12:27:00.000+03","0.3033516666666667 32.61901 1158.8 4.9",0.303351666666667,32.61901,1158.8,4.9,1,2,1,4,1,,4,"",4,"",,4,,3,,,2,,2,,,,,,1,,,,,,,,1,,1,,,2,"",2,"",1,"",,2,,1,,,1,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"She owns the public toilet and she uses that same toilet for her family.","Cathy Nanangwe",,"ba016658-2793-4951-974f-a8fe68619446","2018-11-20T19:01:17",,1,9,"09_1151","2018-11-17",901,1,1,,1,,2,,"uuid:ba016658-2793-4951-974f-a8fe68619446",,
,1152,"2018-11-17T12:42:00.000+03","0.3034716666666667 32.619076666666665 1148.0 5.0",0.303471666666667,32.6190766666667,1148,5,1,2,1,3,1,,4,"",4,"",,2,,3,,,3,,3,,,,,,2,,,,,,,,1,,1,,,3,"",3,"",1,"",,2,,1,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"Due to lack of time to boil water, atimes they drink unboild water.","Cathy Nanangwe",,"fed55b42-371d-4cce-82ba-53c57c428ed4","2018-11-20T19:01:18",,1,9,"09_1152","2018-11-17",901,1,1,,1,,2,,"uuid:fed55b42-371d-4cce-82ba-53c57c428ed4",,
,1155,"2018-11-17T14:31:00.000+03","0.30382166666666666 32.619490000000006 1125.8 5.0",0.303821666666667,32.61949,1125.8,5,1,2,1,4,1,,4,"",4,"",,4,,4,,,3,,3,,,,,,1,,,,,,,,1,,1,,,3,"",3,"",1,"",,3,,3,,,1,"",3,"",,2,"",,,,"",,,,"",,0,1,1,0,0,0,0,,,"Children use polythene bags to Pooh and then they through away in the bin or in the drainage - those aged 5years and below.
There is an open drainage right in front of her house.","Cathy Nanangwe",,"4f66b950-cb6b-49ce-aa4b-04b12b372966","2018-11-20T19:01:24",,1,9,"09_1155","2018-11-17",901,1,2,,2,,2,,"uuid:4f66b950-cb6b-49ce-aa4b-04b12b372966",,
,1156,"2018-11-19T08:56:00.000+03","",,,,,1,2,1,4,1,,4,"",4,"",,4,,3,,,4,,4,,,,,,2,,,,,,,,2,,2,,,4,"",4,"",1,"",,3,,3,,,2,"",3,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Cathy Nanangwe",,"de269f89-cff5-4ad3-8d19-cf804d780db9","2018-11-20T19:01:26",,1,9,"09_1156","2018-11-19",901,1,1,,1,,2,,"uuid:de269f89-cff5-4ad3-8d19-cf804d780db9",,
,1157,"2018-11-19T09:07:00.000+03","",,,,,1,2,1,4,1,,4,"",4,"",,4,,4,,,4,,4,,,,,,1,,,,,,,,2,,2,,,3,"",4,"",1,"",,1,,1,,,2,"",3,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Cathy Nanangwe",,"c9ff8e6d-93e2-4703-b935-6688f811eda3","2018-11-20T19:01:28",,1,9,"09_1157","2018-11-19",901,1,1,,1,,2,,"uuid:c9ff8e6d-93e2-4703-b935-6688f811eda3",,
,1158,"2018-11-19T09:15:00.000+03","",,,,,1,2,1,3,1,,4,"",4,"",,4,,4,,,4,,3,,,,,,1,,,,,,,,1,,2,,,3,"",3,"",1,"",,2,,2,,,2,"",4,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Cathy Nanangwe",,"266a0c27-6df8-44b7-87b7-483d1e5eeb9f","2018-11-20T19:01:30",,1,9,"09_1158","2018-11-19",901,1,1,,1,,2,,"uuid:266a0c27-6df8-44b7-87b7-483d1e5eeb9f",,
,1159,"2018-11-19T09:26:00.000+03","",,,,,1,2,1,5,1,,4,"",4,"",,4,,5,,,4,,5,,,,,,2,,,,,,,,1,,1,,,3,"",3,"",1,"",,2,,2,,,2,"",2,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Cathy Nanangwe",,"0e357072-0e67-4fb1-a6cf-6f4bee094e48","2018-11-20T19:01:33",,1,9,"09_1159","2018-11-19",901,1,1,,1,,2,,"uuid:0e357072-0e67-4fb1-a6cf-6f4bee094e48",,
,1160,"2018-11-19T09:38:00.000+03","",,,,,1,2,1,5,1,,4,"",4,"",,4,,4,,,4,,4,,,,,,1,,,,,,,,1,,1,,,3,"",4,"",1,"",,3,,3,,,2,"",1,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"","Cathy Nanangwe",,"7f647e16-1449-4415-a483-4b91b9b06397","2018-11-20T19:01:34",,1,9,"09_1160","2018-11-19",901,1,1,,1,,2,,"uuid:7f647e16-1449-4415-a483-4b91b9b06397",,
,1161,"2018-11-19T09:49:00.000+03","",,,,,1,2,1,2,1,,4,"",4,"",,4,,5,,,4,,4,,,,,,1,,,,,,,,1,,1,,,3,"",3,"",1,"",,3,,3,,,2,"",1,"",,1,"",1,,2,"",2,,1,"",,1,0,0,0,0,0,0,,,"","Cathy Nanangwe",,"b5119503-8436-4209-aad9-56fe9742dbae","2018-11-20T19:01:36",,1,9,"09_1161","2018-11-19",901,1,1,,1,,2,,"uuid:b5119503-8436-4209-aad9-56fe9742dbae",,
,1162,"2018-11-19T10:01:00.000+03","",,,,,1,2,1,2,1,,4,"",4,"",,4,,4,,,4,,4,,,,,,1,,,,,,,,1,,1,,,4,"",3,"",1,"",,2,,2,,,2,"",3,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"Sometimes they use bags to Pooh and then they dispose off in the bins.","Cathy Nanangwe",,"7c8a60c2-ad31-41d9-adf7-da213216e614","2018-11-20T19:01:38",,1,9,"09_1162","2018-11-19",901,1,1,,1,,2,,"uuid:7c8a60c2-ad31-41d9-adf7-da213216e614",,
,1163,"2018-11-19T10:20:00.000+03","",,,,,1,2,1,2,1,,4,"",4,"",,4,,4,,,4,,4,,,,,,2,,,,,,,,1,,1,,,4,"",3,"",1,"",,3,,3,,,2,"",2,"",,2,"",,,,"",,,,"",,0,1,0,0,0,0,0,,,"They use buckets for short calls and diahearea - if they happen to suffer from it.","Cathy Nanangwe",,"d8a60a06-360c-47de-8dec-114a1b2201ae","2018-11-20T19:01:40",,1,9,"09_1163","2018-11-19",901,1,1,,1,,2,,"uuid:d8a60a06-360c-47de-8dec-114a1b2201ae",,
