lab_start_dt,lab_sample_type,lab_id,lab_id_val,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_pa_weight,lab_1_group/lab_1_dil_tested,lab_1_group/lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_group/lab_2_dil_tested,lab_2_group/lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_group/lab_3_dil_tested,lab_3_group/lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_notes,lab_enum,lab_photo,lab_end_dt,col_start_dt,col_end_dt,meta/instanceID,_uuid,_submission_time,_tags,_notes
2018-12-03T15:00:19.635+01,5,1102,1102,2018-11-17T13:22:00.000+01,2018-11-17T13:33:00.000+01,2018-11-18T14:09:00.000+01,n/a,n/a,n/a,7,10,3,20,7,1,3,6,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-03T15:01:50.662+01,2018-12-03T15:00:19.635+01,2018-12-03T15:01:50.662+01,uuid:f8bcb0a9-3dc0-4a0e-908d-6be625291aee,f8bcb0a9-3dc0-4a0e-908d-6be625291aee,2018-12-03T12:08:26,,
2018-12-03T15:08:50.116+01,5,1110,1110,2018-11-17T14:00:00.000+01,2018-11-17T13:09:00.000+01,2018-11-18T14:09:00.000+01,n/a,n/a,n/a,7,100,1,n/a,7,1,3,59,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-03T15:11:02.642+01,2018-12-03T15:08:50.116+01,2018-12-03T15:11:02.642+01,uuid:dd6f3b4c-c947-47f7-a2b0-e7593b13db07,dd6f3b4c-c947-47f7-a2b0-e7593b13db07,2018-12-03T12:14:36,,
2018-12-03T15:01:57.114+01,5,1109,1109,2018-11-17T13:46:00.000+01,2018-11-17T13:52:00.000+01,2018-11-18T14:09:00.000+01,n/a,n/a,n/a,7,10,3,167,7,1,3,50,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-03T15:08:46.090+01,2018-12-03T15:01:57.115+01,2018-12-03T15:08:46.090+01,uuid:48891fd1-c360-4f24-8483-4a3b5b5897db,48891fd1-c360-4f24-8483-4a3b5b5897db,2018-12-03T12:36:28,,
2018-12-03T15:36:54.119+01,10,1201,1201,2018-11-30T15:30:00.000+01,2018-11-30T18:01:00.000+01,2018-12-01T18:00:00.000+01,n/a,154.0,n/a,7,1,3,0,7,10,3,0,1,6,1,3,0,n/a,Winnie,1,2018-12-03T15:39:17.958+01,2018-12-03T15:36:54.120+01,2018-12-03T15:39:17.959+01,uuid:7cd7800c-fef8-497e-bfe9-f5b444ba034e,7cd7800c-fef8-497e-bfe9-f5b444ba034e,2018-12-03T12:43:47,,
2018-12-03T15:39:45.862+01,10,1202,1202,2018-11-30T15:55:00.000+01,2018-11-30T18:01:00.000+01,2018-12-01T18:00:00.000+01,n/a,189.0,n/a,7,1,3,0,7,10,3,0,1,6,1,3,0,n/a,Winnie,1,2018-12-03T15:41:33.263+01,2018-12-03T15:39:45.862+01,2018-12-03T15:41:33.263+01,uuid:315c0b4b-40af-4f43-9d6b-571ec4469036,315c0b4b-40af-4f43-9d6b-571ec4469036,2018-12-03T12:43:49,,
2018-12-03T15:41:38.594+01,10,1208,1208,2018-11-30T15:57:00.000+01,2018-11-30T15:57:00.000+01,2018-12-01T18:00:00.000+01,n/a,235.0,n/a,7,1,3,0,7,10,3,0,1,6,1,3,0,n/a,Winnie,1,2018-12-03T15:43:20.631+01,2018-12-03T15:41:38.595+01,2018-12-03T15:43:20.631+01,uuid:0e9f551e-a28f-42c5-aa66-c07bcc236f79,0e9f551e-a28f-42c5-aa66-c07bcc236f79,2018-12-03T12:43:51,,
2018-12-03T15:43:24.693+01,10,1210,1210,2018-11-30T15:56:00.000+01,2018-11-30T18:29:00.000+01,2018-12-01T18:00:00.000+01,n/a,158.0,n/a,7,1,3,0,7,10,3,0,1,6,1,3,0,n/a,Winnie,1,2018-12-03T15:44:56.630+01,2018-12-03T15:43:24.693+01,2018-12-03T15:44:56.630+01,uuid:803d41e7-033d-41aa-85b5-fbcafb3d7435,803d41e7-033d-41aa-85b5-fbcafb3d7435,2018-12-03T12:43:53,,
2018-12-03T15:45:01.385+01,10,1210,1210,2018-11-30T15:56:00.000+01,2018-11-30T18:29:00.000+01,2018-12-01T18:00:00.000+01,n/a,143.0,n/a,7,1,3,0,7,10,3,0,1,6,1,3,0,n/a,Winnie,1,2018-12-03T15:46:42.170+01,2018-12-03T15:45:01.386+01,2018-12-03T15:46:42.170+01,uuid:e87c53ed-0680-418f-af83-2618a7d8146c,e87c53ed-0680-418f-af83-2618a7d8146c,2018-12-03T12:43:54,,
2018-12-04T12:16:03.895+01,1,1351,1351,2018-11-26T15:36:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,3,1,3,1,3,0,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-04T12:18:35.258+01,2018-12-04T12:16:03.896+01,2018-12-04T12:18:35.258+01,uuid:ff3d5f5c-4b7a-4dac-bc4c-50f950dc2980,ff3d5f5c-4b7a-4dac-bc4c-50f950dc2980,2018-12-04T09:40:57,,
2018-12-04T12:18:39.220+01,1,1352,1352,2018-11-26T15:52:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,3,140,3,1,3,72,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-04T12:24:49.773+01,2018-12-04T12:18:39.220+01,2018-12-04T12:24:49.773+01,uuid:0302650c-35a6-4eb1-9bab-173c5b332cea,0302650c-35a6-4eb1-9bab-173c5b332cea,2018-12-04T09:40:59,,
2018-12-04T12:24:55.088+01,1,1353,1353,2018-11-24T15:55:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,1,n/a,3,1,3,43,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-04T12:26:36.559+01,2018-12-04T12:24:55.088+01,2018-12-04T12:26:36.559+01,uuid:f683699c-8150-45e5-a83c-430388357122,f683699c-8150-45e5-a83c-430388357122,2018-12-04T09:41:02,,
2018-12-04T12:26:39.821+01,1,1354,1354,2018-11-26T15:40:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,3,0,3,1,3,3,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-04T12:28:12.053+01,2018-12-04T12:26:39.821+01,2018-12-04T12:28:12.053+01,uuid:3f3ddf56-7da0-4685-9211-6d9ab6111a74,3f3ddf56-7da0-4685-9211-6d9ab6111a74,2018-12-04T09:41:04,,
2018-12-04T12:28:15.428+01,1,1355,1355,2018-11-26T15:57:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,1,n/a,3,1,3,16,0,n/a,n/a,n/a,n/a,n/a,Winnie,1,2018-12-04T12:31:09.744+01,2018-12-04T12:28:15.428+01,2018-12-04T12:31:09.744+01,uuid:a0e43e51-56a2-4cc9-a453-7c7a5f287687,a0e43e51-56a2-4cc9-a453-7c7a5f287687,2018-12-04T09:41:06,,
2018-12-04T12:31:22.513+01,1,1356,1356,2018-11-26T16:03:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,3,121,3,1,3,0,0,n/a,n/a,n/a,n/a,n/a,Kaddu,1,2018-12-04T12:32:37.157+01,2018-12-04T12:31:22.514+01,2018-12-04T12:32:37.157+01,uuid:b64f84b2-9f7a-437e-b701-397ab85ac1c8,b64f84b2-9f7a-437e-b701-397ab85ac1c8,2018-12-04T09:41:07,,
2018-12-04T12:32:41.009+01,1,1357,1357,2018-11-26T16:06:00.000+01,2018-11-26T17:54:00.000+01,2018-11-27T17:33:00.000+01,n/a,n/a,n/a,4,1,3,0,3,1,3,4,0,n/a,n/a,n/a,n/a,n/a,Kaddu,1,2018-12-04T12:33:57.581+01,2018-12-04T12:32:41.009+01,2018-12-04T12:33:57.581+01,uuid:2a13b989-809b-4cb2-830f-704724d75874,2a13b989-809b-4cb2-830f-704724d75874,2018-12-04T09:41:09,,
