col_neighborhood,col_sample_type,col_id,col_id_val,col_start,action,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_gender,col_l_toilet_hw,col_s_type,col_s_type_other,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
310,6,1265,1265,2018-12-04T14:34:00.000+03,del,0.344265 32.58687666666666 1165.1 7.3,0.344265,32.58687667,1165.1,7.3,3,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:0746bd82-94eb-4e92-b92a-827b7b17ed82,0746bd82-94eb-4e92-b92a-827b7b17ed82,2018-12-21T17:37:54,,
310,6,1266,1266,2018-12-11T13:45:00.000+03,,0.34396166666666667 32.58604666666667 1170.2 4.3,0.343961667,32.58604667,1170.2,4.3,3,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:c704a282-132e-402e-bb53-3a07ea4e9f13,c704a282-132e-402e-bb53-3a07ea4e9f13,2018-12-11T16:12:42,,
310,6,1266,1266,2018-12-04T14:40:00.000+03,del,0.3442733333333334 32.586331666666666 1154.4 9.4,0.344273333,32.58633167,1154.4,9.4,3,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:f98ca14c-0a3d-417b-ab70-6022a4da8598,f98ca14c-0a3d-417b-ab70-6022a4da8598,2018-12-21T17:48:00,,
310,6,1267,1267,2018-12-11T13:52:00.000+03,,0.34381833333333334 32.586236666666665 1178.7 4.3,0.343818333,32.58623667,1178.7,4.3,3,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:d7c02fe8-846f-4534-8470-3dda75966c7a,d7c02fe8-846f-4534-8470-3dda75966c7a,2018-12-11T16:12:44,,
310,6,1267,1267,2018-12-04T14:42:00.000+03,del,0.34419 32.58653 1149.5 9.2,0.34419,32.58653,1149.5,9.2,3,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:694a14b0-e1c3-4a95-80d1-3162db34b29f,694a14b0-e1c3-4a95-80d1-3162db34b29f,2018-12-21T17:48:07,,
310,6,1268,1268,2018-12-11T13:57:00.000+03,,0.34380333333333335 32.586331666666666 1182.0 4.9,0.343803333,32.58633167,1182,4.9,3,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:5ddf6bbf-c90e-4f5a-91ff-2c938ae8bb5d,5ddf6bbf-c90e-4f5a-91ff-2c938ae8bb5d,2018-12-11T16:12:50,,
310,6,1268,1268,2018-12-04T14:45:00.000+03,del,0.34404666666666667 32.58640166666667 1148.5 7.2,0.344046667,32.58640167,1148.5,7.2,3,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:4d5a1b65-cb69-4b56-b509-8dbbce037683,4d5a1b65-cb69-4b56-b509-8dbbce037683,2018-12-21T17:48:13,,
310,6,1269,1269,2018-12-11T14:02:00.000+03,,0.34340499999999996 32.586335 1174.5 5.0,0.343405,32.586335,1174.5,5,3,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:a047ca9c-583c-4d05-9074-0a5317bb8cd5,a047ca9c-583c-4d05-9074-0a5317bb8cd5,2018-12-11T16:12:54,,
310,6,1269,1269,2018-12-04T14:52:00.000+03,del,0.34409500000000004 32.586133333333336 1193.4 4.6,0.344095,32.58613333,1193.4,4.6,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:cf63220e-6ca4-48f5-a95b-264f9c9172f2,cf63220e-6ca4-48f5-a95b-264f9c9172f2,2018-12-21T17:48:24,,
310,6,1270,1270,2018-12-11T14:10:00.000+03,,0.34371833333333335 32.586805 1166.2 4.3,0.343718333,32.586805,1166.2,4.3,3,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:f461d1f7-831f-4635-a903-872b15da28c0,f461d1f7-831f-4635-a903-872b15da28c0,2018-12-11T16:12:58,,
310,6,1270,1270,2018-12-04T14:55:00.000+03,del,0.34404166666666663 32.586191666666664 1193.4 5.7,0.344041667,32.58619167,1193.4,5.7,3,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:cd25b622-3a97-4786-b1f6-4dddf966fcf7,cd25b622-3a97-4786-b1f6-4dddf966fcf7,2018-12-21T17:48:33,,
312,6,1271,1271,2018-12-05T10:53:00.000+03,del,0.27873000000000003 32.552051666666664 1166.7 1.9,0.27873,32.55205167,1166.7,1.9,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:9a402190-3e7b-4d1a-84e6-ecf51af4956d,9a402190-3e7b-4d1a-84e6-ecf51af4956d,2018-12-05T10:35:25,,
312,6,1271,1271,2018-12-12T13:21:00.000+03,del,0.2830416666666667 32.55082 1147.1 4.6,0.283041667,32.55082,1147.1,4.6,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:f88f5e18-cf41-4a63-ab39-cc176dadb7a4,f88f5e18-cf41-4a63-ab39-cc176dadb7a4,2018-12-14T15:55:27,,
312,6,1271,1271,2019-01-16T12:37:00.000+03,,0.28260166666666664 32.55202 1151.2 4.1,0.282601667,32.55202,1151.2,4.1,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:3417d65d-721a-4fbd-95c5-0366c3424bd8,3417d65d-721a-4fbd-95c5-0366c3424bd8,2019-01-28T08:31:17,,
312,6,1272,1272,2018-12-05T11:03:00.000+03,del,0.2791866666666667 32.55274166666666 1158.2 2.0,0.279186667,32.55274167,1158.2,2,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:5e7495de-7037-4f0c-a46e-d668bb7a7a22,5e7495de-7037-4f0c-a46e-d668bb7a7a22,2018-12-05T10:36:00,,
312,6,1272,1272,2018-12-12T13:27:00.000+03,del,0.2833333333333333 32.55052833333333 1161.4 3.9,0.283333333,32.55052833,1161.4,3.9,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:4209c09d-63e1-49f1-b801-77c3ab207706,4209c09d-63e1-49f1-b801-77c3ab207706,2018-12-14T15:55:34,,
312,6,1272,1272,2019-01-16T12:47:00.000+03,,0.2820933333333333 32.55224833333333 1164.4 5.0,0.282093333,32.55224833,1164.4,5,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:2cc40954-0fbe-4e79-a0df-e4662260efbd,2cc40954-0fbe-4e79-a0df-e4662260efbd,2019-02-08T10:22:31,,
312,6,1273,1273,2018-12-05T11:06:00.000+03,del,0.27948166666666663 32.55258666666667 1162.8 2.0,0.279481667,32.55258667,1162.8,2,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:d615d66f-be86-4557-be37-96da8d5689f1,d615d66f-be86-4557-be37-96da8d5689f1,2018-12-05T10:36:17,,
312,6,1273,1273,2018-12-12T13:36:00.000+03,del,0.28212833333333337 32.55164333333333 1133.7 4.7,0.282128333,32.55164333,1133.7,4.7,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:1cc5dae2-6cf4-4e7a-9ad1-a7c3bdf344fb,1cc5dae2-6cf4-4e7a-9ad1-a7c3bdf344fb,2018-12-14T15:55:36,,
312,6,1273,1273,2019-01-16T13:10:00.000+03,del,0.28158666666666665 32.552325 1163.8 4.9,0.281586667,32.552325,1163.8,4.9,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:7c904e7a-f4d3-4411-9a21-335006210559,7c904e7a-f4d3-4411-9a21-335006210559,2019-01-28T08:24:15,,
312,6,1273,1273,2019-02-01T12:19:00.000+03,del,0.28059 32.55254166666667 1148.6 4.7,0.28059,32.55254167,1148.6,4.7,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Latrine located with flood area.,Masaba Chris,1,uuid:0e47d6f1-a5ca-4b2b-97a4-79c2bdb87f78,0e47d6f1-a5ca-4b2b-97a4-79c2bdb87f78,2019-02-01T11:02:44,,
312,6,1273,1273,2019-02-12T12:58:00.000+03,,0.28058 32.552528333333335 1178.9 5.0,0.28058,32.55252833,1178.9,5,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:6a61e84f-205b-48a8-ba1c-160483c32a94,6a61e84f-205b-48a8-ba1c-160483c32a94,2019-02-13T09:46:16,,
312,6,1274,1274,2018-12-05T11:10:00.000+03,del,0.2794933333333333 32.552863333333335 1167.1 1.4,0.279493333,32.55286333,1167.1,1.4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:a8794ffc-db98-4f8e-b44b-a91832664ccb,a8794ffc-db98-4f8e-b44b-a91832664ccb,2018-12-05T10:36:40,,
312,6,1274,1274,2018-12-12T13:40:00.000+03,del,0.2821016666666667 32.551988333333334 1133.8 4.9,0.282101667,32.55198833,1133.8,4.9,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:6163de19-aa6b-4eb1-8dd3-79c3e3a28b9d,6163de19-aa6b-4eb1-8dd3-79c3e3a28b9d,2018-12-14T15:55:40,,
312,6,1274,1274,2019-01-16T13:23:00.000+03,,0.28123666666666663 32.552263333333336 1151.5 4.3,0.281236667,32.55226333,1151.5,4.3,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:24fc4551-8d86-457f-9537-6162dd22d45a,24fc4551-8d86-457f-9537-6162dd22d45a,2019-02-08T10:22:33,,
312,6,1275,1275,2018-12-05T11:16:00.000+03,del,0.279665 32.55286666666667 1160.6 2.1,0.279665,32.55286667,1160.6,2.1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:435ab073-dcf0-4b89-ae4f-a232363367b4,435ab073-dcf0-4b89-ae4f-a232363367b4,2018-12-05T10:36:54,,
312,6,1275,1275,2018-12-12T13:48:00.000+03,del,0.28167333333333333 32.55229833333333 1153.0 4.7,0.281673333,32.55229833,1153,4.7,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:6d7ee069-a71e-401e-b90d-cff44cb1037d,6d7ee069-a71e-401e-b90d-cff44cb1037d,2018-12-14T15:55:42,,
312,6,1275,1275,2019-01-16T13:33:00.000+03,,0.28034333333333333 32.552245 1160.2 4.8,0.280343333,32.552245,1160.2,4.8,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:5be4e31e-138f-48f5-b0ea-cb857321df3e,5be4e31e-138f-48f5-b0ea-cb857321df3e,2019-02-08T10:22:34,,
312,6,1276,1276,2018-12-05T11:20:00.000+03,del,0.27960666666666667 32.55306333333333 1164.2 1.5,0.279606667,32.55306333,1164.2,1.5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:c25b0ffb-1876-4b32-a578-44e1827ba469,c25b0ffb-1876-4b32-a578-44e1827ba469,2018-12-05T10:37:01,,
312,6,1276,1276,2018-12-12T13:56:00.000+03,,0.28120999999999996 32.552278333333334 1167.5 5.0,0.28121,32.55227833,1167.5,5,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:a3b817b7-05fa-4e6e-9aaa-559df677401a,a3b817b7-05fa-4e6e-9aaa-559df677401a,2018-12-14T15:55:45,,
312,6,1277,1277,2018-12-05T11:28:00.000+03,del,0.2798166666666667 32.55343833333333 1156.5 1.8,0.279816667,32.55343833,1156.5,1.8,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:73137675-0747-46ce-8a8a-a439c5a239f7,73137675-0747-46ce-8a8a-a439c5a239f7,2018-12-05T10:37:16,,
312,6,1277,1277,2018-12-12T14:38:00.000+03,del,0.2850816666666667 32.551651666666665 1159.8 4.7,0.285081667,32.55165167,1159.8,4.7,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:411f0bf2-5e94-4783-9a44-38c3a981407a,411f0bf2-5e94-4783-9a44-38c3a981407a,2018-12-14T15:55:47,,
312,6,1277,1277,2019-01-16T13:55:00.000+03,,0.280285 32.55258333333334 1145.9 4.8,0.280285,32.55258333,1145.9,4.8,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:1f25920d-4b71-4242-bb48-95e6b81c3f9a,1f25920d-4b71-4242-bb48-95e6b81c3f9a,2019-01-28T08:25:00,,
312,6,1278,1278,2018-12-05T11:32:00.000+03,del,0.2796333333333333 32.553795 1160.8 2.0,0.279633333,32.553795,1160.8,2,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:9ba48898-91c7-4e8b-8609-a1874c13a2a1,9ba48898-91c7-4e8b-8609-a1874c13a2a1,2018-12-05T10:37:21,,
312,6,1278,1278,2018-12-12T14:46:00.000+03,,0.28509666666666666 32.55093166666666 1153.4 4.8,0.285096667,32.55093167,1153.4,4.8,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:ea7d92cb-22b7-4574-9176-7d4b47cf232d,ea7d92cb-22b7-4574-9176-7d4b47cf232d,2018-12-14T15:55:49,,
312,6,1279,1279,2018-12-05T11:39:00.000+03,del,0.279515 32.55439666666667 1162.7 1.9,0.279515,32.55439667,1162.7,1.9,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,None,Sammy,1,uuid:d949ca41-649f-4d4f-84da-585285e2aa3b,d949ca41-649f-4d4f-84da-585285e2aa3b,2018-12-05T10:37:24,,
312,6,1279,1279,2018-12-12T14:57:00.000+03,,0.285525 32.55116666666667 1157.0 4.7,0.285525,32.55116667,1157,4.7,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:7f4f5ce4-1130-4c5e-abd1-b50ea246c1c1,7f4f5ce4-1130-4c5e-abd1-b50ea246c1c1,2018-12-14T15:55:51,,
