col_neighborhood,col_sample_type,col_id,col_id_val,col_start,action,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_gender,col_l_toilet_hw,col_s_type,col_s_type_other,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
311,3,1001,1001,2018-11-16T11:30:00.000+03,,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,205,0,0,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:0e1db269-5014-4144-b962-51a960c47da5,0e1db269-5014-4144-b962-51a960c47da5,2019-01-14T14:17:57,,
311,3,1003,1003,2018-11-16T12:14:00.000+03,,0.36046333333333336 32.56023166666667 1161.7 4.9,0.360463333,32.56023167,1161.7,4.9,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,210,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:94bf2d4e-2b8a-4916-a5e2-78bafe48f9da,94bf2d4e-2b8a-4916-a5e2-78bafe48f9da,2018-11-26T17:45:34,,
311,3,1004,1004,2018-11-16T12:53:00.000+03,,0.3568216666666667 32.56162500000001 1173.3 5.0,0.356821667,32.561625,1173.3,5,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,0,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:b5e90813-a16b-45bf-abf7-db0572db6615,b5e90813-a16b-45bf-abf7-db0572db6615,2018-11-26T17:45:48,,
311,3,1005,1005,2018-11-16T13:22:00.000+03,,0.3548883333333333 32.56205 1182.8 5.0,0.354888333,32.56205,1182.8,5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,0,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:b8978c9d-a6bc-4562-bd25-fb0c5327dd32,b8978c9d-a6bc-4562-bd25-fb0c5327dd32,2019-01-14T14:18:08,,
311,3,1006,1006,2018-11-16T13:23:00.000+03,,0.35489 32.561906666666665 1182.7 5.0,0.35489,32.56190667,1182.7,5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,0,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, Constance,1,uuid:f4679974-d77a-49ab-86ea-46434bc1e559,f4679974-d77a-49ab-86ea-46434bc1e559,2019-01-14T14:18:10,,
311,3,1007,1007,2018-11-16T13:31:00.000+03,,0.354185 32.56224833333333 1195.1 5.0,0.354185,32.56224833,1195.1,5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,0,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:49b3018c-e5dc-44f5-ac5c-cc86c98f7588,49b3018c-e5dc-44f5-ac5c-cc86c98f7588,2019-01-14T14:18:12,,
311,3,1008,1008,2018-11-16T13:33:00.000+03,,0.35422 32.562235 1195.0 4.8,0.35422,32.562235,1195,4.8,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,0,0,0,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:f4832b6c-7c7e-4cec-970d-b220dca17a07,f4832b6c-7c7e-4cec-970d-b220dca17a07,2019-01-14T14:18:14,,
311,3,1009,1009,2019-01-31T13:29:00.000+03,del,0.35447999999999996 32.56194833333333 1174.2 4.9,0.35448,32.56194833,1174.2,4.9,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:ed8afafa-e7fe-4f00-9b17-b3b54b57a743,ed8afafa-e7fe-4f00-9b17-b3b54b57a743,2019-02-01T11:02:41,,
311,3,1009,1009,2019-02-12T15:05:00.000+03,,0.35420666666666667 32.56223166666667 1167.8 4.8,0.354206667,32.56223167,1167.8,4.8,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:987ab414-2f27-4034-948e-26f0023f1397,987ab414-2f27-4034-948e-26f0023f1397,2019-02-13T09:46:26,,
311,3,1010,1010,2019-01-31T13:48:00.000+03,del,0.3541166666666667 32.56230333333333 1169.2 5.0,0.354116667,32.56230333,1169.2,5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:268c212a-048f-4cab-a0f4-e2df415a9cfc,268c212a-048f-4cab-a0f4-e2df415a9cfc,2019-02-01T11:02:43,,
311,3,1010,1010,2019-02-12T15:11:00.000+03,,0.3538183333333333 32.562356666666666 1168.0 4.8,0.353818333,32.56235667,1168,4.8,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:7fadf339-23d2-4348-919b-b6330b5a6e01,7fadf339-23d2-4348-919b-b6330b5a6e01,2019-02-13T09:46:31,,
313,3,1011,1011,2018-11-22T11:47:00.000+03,,0.33393833333333334 32.628238333333336 1166.2 5.0,0.333938333,32.62823833,1166.2,5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0.1,0.1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:42624ef0-659d-45ce-8d6e-ab4600a81351,42624ef0-659d-45ce-8d6e-ab4600a81351,2018-11-26T17:47:37,,
313,3,1012,1012,2018-11-22T11:59:00.000+03,,0.33369333333333334 32.62843 1173.0 5.9,0.333693333,32.62843,1173,5.9,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:da2d2f6c-bccc-4db2-bc54-b5a6c204aff1,da2d2f6c-bccc-4db2-bc54-b5a6c204aff1,2018-11-26T17:47:43,,
313,3,1013,1013,2018-11-22T12:01:00.000+03,,0.33337833333333333 32.62844666666667 1173.0 10.1,0.333378333,32.62844667,1173,10.1,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0.1,0.2,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:0ba87b09-d209-44b4-a42f-db526ef1e96d,0ba87b09-d209-44b4-a42f-db526ef1e96d,2018-11-26T17:47:45,,
313,3,1014,1014,2018-11-22T13:04:00.000+03,,0.3334816666666667 32.62882666666667 1206.8 9.8,0.333481667,32.62882667,1206.8,9.8,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:5d84410f-09e9-469b-8bb1-69564cb3c40a,5d84410f-09e9-469b-8bb1-69564cb3c40a,2018-11-26T17:47:47,,
313,3,1015,1015,2018-11-22T12:09:00.000+03,,0.3335233333333333 32.62873666666667 1210.3 4.5,0.333523333,32.62873667,1210.3,4.5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0.2,0.2,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:a847dd52-1b98-4125-bf3e-85a244b1f58a,a847dd52-1b98-4125-bf3e-85a244b1f58a,2018-11-26T17:47:50,,
313,3,1016,1016,2018-11-22T11:13:00.000+03,,0.33413166666666666 32.62836666666667 1206.5 6.7,0.334131667,32.62836667,1206.5,6.7,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0.2,0.2,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:4bb2cc89-c79d-4813-a992-73b73e457ea5,4bb2cc89-c79d-4813-a992-73b73e457ea5,2018-11-26T17:47:52,,
313,3,1017,1017,2018-11-22T11:18:00.000+03,,0.33470833333333333 32.628748333333334 1206.5 10.6,0.334708333,32.62874833,1206.5,10.6,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0.1,0.1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:942ffb04-6ff5-42e4-b164-7a19f035a569,942ffb04-6ff5-42e4-b164-7a19f035a569,2018-11-26T17:47:54,,
313,3,1018,1018,2018-11-22T11:41:00.000+03,,0.33416666666666667 32.62871666666667 1206.5 4.7,0.334166667,32.62871667,1206.5,4.7,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:4d60a31e-b177-4f42-8c2a-a99fd9f6f2cc,4d60a31e-b177-4f42-8c2a-a99fd9f6f2cc,2018-11-26T17:47:56,,
313,3,1019,1019,2018-11-22T11:42:00.000+03,,0.33417166666666664 32.62867666666667 1206.4 4.6,0.334171667,32.62867667,1206.4,4.6,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0.1,0.1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:7fd6d70a-b60b-4dad-b8f1-7e2eb3f05c0a,7fd6d70a-b60b-4dad-b8f1-7e2eb3f05c0a,2018-11-26T17:47:58,,
313,3,1020,1020,2018-11-22T11:44:00.000+03,,0.3340883333333334 32.628685000000004 1206.4 3.9,0.334088333,32.628685,1206.4,3.9,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:1a5e039f-0d54-420d-b0ae-9678d6dc37c4,1a5e039f-0d54-420d-b0ae-9678d6dc37c4,2018-11-26T17:48:00,,
310,3,1021,1021,2019-01-09T11:03:00.000+03,,0.34395666666666663 32.58806333333334 1186.4 4.8,0.343956667,32.58806333,1186.4,4.8,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:48ecea78-f96f-44ed-9c46-9ccbbafc3c53,48ecea78-f96f-44ed-9c46-9ccbbafc3c53,2019-01-17T13:37:36,,
313,3,1022,1022,2018-11-22T10:41:00.000+03,del,n/a,n/a,n/a,n/a,n/a,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Constance,1,uuid:b4c5b421-a866-440b-bd95-efbb8c210b9f,b4c5b421-a866-440b-bd95-efbb8c210b9f,2018-11-26T17:47:40,,
310,3,1022,1022,2019-01-09T11:10:00.000+03,,0.34404833333333334 32.587985 1177.5 5.0,0.344048333,32.587985,1177.5,5,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:2a5cdb1a-fc0b-4d08-99e1-b4eaf3681a9c,2a5cdb1a-fc0b-4d08-99e1-b4eaf3681a9c,2019-01-17T13:37:41,,
310,3,1023,1023,2019-01-09T11:15:00.000+03,,0.3442233333333334 32.588103333333336 1173.4 4.9,0.344223333,32.58810333,1173.4,4.9,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:f0e5c880-d533-444f-8850-c0d8006313a0,f0e5c880-d533-444f-8850-c0d8006313a0,2019-01-17T13:37:46,,
310,3,1024,1024,2019-01-09T11:23:00.000+03,,0.34492666666666666 32.58791166666666 1204.9 4.9,0.344926667,32.58791167,1204.9,4.9,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:3ce72cdf-2466-414c-8d88-dd16b9398988,3ce72cdf-2466-414c-8d88-dd16b9398988,2019-01-17T13:39:24,,
310,3,1025,1025,2019-01-09T11:36:00.000+03,,0.34456666666666663 32.587464999999995 1162.7 4.9,0.344566667,32.587465,1162.7,4.9,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:b1be79d2-b2c7-4d3e-a76d-1fb2df5f0e9f,b1be79d2-b2c7-4d3e-a76d-1fb2df5f0e9f,2019-01-17T13:39:34,,
310,3,1026,1026,2019-01-09T11:42:00.000+03,,0.34486500000000003 32.58726 1150.0 4.7,0.344865,32.58726,1150,4.7,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:dcdad963-523d-47d5-9f8e-efeca1fe1611,dcdad963-523d-47d5-9f8e-efeca1fe1611,2019-01-17T13:39:39,,
310,3,1027,1027,2019-01-09T12:12:00.000+03,,0.34426166666666663 32.586825 1174.0 4.3,0.344261667,32.586825,1174,4.3,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:798b44f1-cf06-4ecd-82df-6c8d6cd8c274,798b44f1-cf06-4ecd-82df-6c8d6cd8c274,2019-01-17T13:39:54,,
310,3,1028,1028,2019-01-09T12:27:00.000+03,,0.3438916666666667 32.58707666666667 1165.5 4.8,0.343891667,32.58707667,1165.5,4.8,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:6e91652c-2b68-4362-910e-571e2fc16384,6e91652c-2b68-4362-910e-571e2fc16384,2019-01-17T13:40:00,,
310,3,1029,1029,2019-01-09T12:34:00.000+03,,0.3436416666666667 32.58705833333333 1186.7 5.0,0.343641667,32.58705833,1186.7,5,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:16a56e3f-cf33-45ac-9ed0-bb58a5791b9c,16a56e3f-cf33-45ac-9ed0-bb58a5791b9c,2019-01-17T13:40:13,,
310,3,1030,1030,2019-01-09T16:27:00.000+03,,0.34552333333333335 32.59231 1177.4 4.9,0.345523333,32.59231,1177.4,4.9,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:c44f1c4a-a3a8-4de0-8b91-f44da3a23e82,c44f1c4a-a3a8-4de0-8b91-f44da3a23e82,2019-01-18T11:36:39,,
312,3,1031,1031,2019-01-14T12:21:00.000+03,,0.278715 32.553311666666666 1151.1 5.0,0.278715,32.55331167,1151.1,5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:b0823d17-2bd8-489d-b3d5-c06758d5e749,b0823d17-2bd8-489d-b3d5-c06758d5e749,2019-01-14T14:09:14,,
312,3,1032,1032,2019-01-14T12:32:00.000+03,,0.2785183333333333 32.55312166666667 1176.1 4.7,0.278518333,32.55312167,1176.1,4.7,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:25ead6ab-4c1c-4aee-9557-750f9edf3766,25ead6ab-4c1c-4aee-9557-750f9edf3766,2019-01-14T14:09:16,,
312,3,1033,1033,2019-01-14T12:43:00.000+03,,0.2788983333333333 32.55247833333333 1195.2 5.0,0.278898333,32.55247833,1195.2,5,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:a4c56673-73ec-4895-9658-4aadedac393f,a4c56673-73ec-4895-9658-4aadedac393f,2019-01-14T14:09:23,,
312,3,1034,1034,2019-01-14T12:51:00.000+03,,0.27943666666666667 32.55276 1176.3 5.0,0.279436667,32.55276,1176.3,5,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:ec0f3220-3bdb-4a12-9427-27ff18515abb,ec0f3220-3bdb-4a12-9427-27ff18515abb,2019-01-14T14:09:25,,
312,3,1035,1035,2019-01-14T12:56:00.000+03,,0.27963499999999997 32.55268 1180.3 5.0,0.279635,32.55268,1180.3,5,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:d565fab5-51d5-47a0-ba82-18dbe14859d0,d565fab5-51d5-47a0-ba82-18dbe14859d0,2019-01-14T14:09:27,,
312,3,1036,1036,2019-01-14T13:02:00.000+03,,0.2801166666666666 32.55260166666667 1188.7 4.7,0.280116667,32.55260167,1188.7,4.7,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Masaba Chris,1,uuid:d37643cb-480e-45bf-bb39-01e4b29d145a,d37643cb-480e-45bf-bb39-01e4b29d145a,2019-01-14T14:09:29,,
