"deviceid","h_id","h_start","h_coordinates","X_h_coordinates_latitude","X_h_coordinates_longitude","X_h_coordinates_altitude","X_h_coordinates_precision","h_neighborhood","h_home_type","h_rainweek","h_population","h_c","h_s","h_s_a","h_s_a_other","h_s_c","h_s_c_other","h_d","h_d_a","h_d_a_other","h_d_c","h_d_c_other","h_f","h_f_a","h_f_a_other","h_f_c","h_f_c_other","h_dw","h_dw_a","h_dw_a_other","h_dw_c","h_dw_c_other","h_dw_e_wt_note","h_dw_e_wt","h_dw_e_wt_other","h_o","h_o_a","h_o_a_other","h_o_c","h_o_c_other","h_bw","h_bw_a","h_bw_a_other","h_bw_c","h_bw_c_other","h_p","h_p_a","h_p_a_other","h_p_c","h_p_c_other","h_p_e","h_p_e_other","h_sf","h_sf_a","h_sf_a_other","h_sf_c","h_sf_c_other","h_l","h_l_a","h_l_a_other","h_l_c","h_l_c_other","h_pl","h_pl_a_th","h_pl_a_th_other","h_pl_a_tu","h_pl_a_tu_other","h_pl_a_tw","h_pl_a_tw_other","h_pl_a_tf","h_pl_a_tf_other","h_pl_a_ts","h_pl_a_ts_other","h_pl_a_od","h_pl_a_od.1","h_pl_a_od.2","h_pl_a_od.3","h_pl_a_od.4","h_pl_a_od.5","h_pl_a_od.6","h_pl_a_od.7","h_pl_a_od_other","h_end","h_notes","h_enum","X_id","X_uuid","X_submission_time","X_index","h_odw","h_odw_a","h_odw_a_other","h_odw_c","h_odw_c_other","h_odw2","h_odw2_a","h_odw2_a_other","h_odw2_c","h_odw2_c_other","h_extra_data","dply_num","h_UID","h_date","neighb_UID","city.x","citylabel","city.y"
,1241,"2019-11-20T13:49:00.000Z","14.761023333333332 -17.38462333333333 -26.0 5.0",14.7610233333333,-17.3846233333333,-26,5,411,1,0,9,1,,,"",,"",,2,"",4,"",,2,"",2,"",,2,"",2,"",,1,"",,,,,,,2,,2,,,2,"",2,"",1,"",,4,"",3,"",,,"",,"",,1,"",1,,1,"",1,,3,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"462dea0d-c586-40e8-b084-22b8d7c28724","2019-11-20T18:08:36",,,,"",,"",,,"",,"",0,12,"12_1241","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1242,"2019-11-20T14:01:00.000Z","14.761415 -17.384866666666667 -20.2 5.0",14.761415,-17.3848666666667,-20.2,5,411,1,0,11,1,,,"",,"",,2,"",2,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",1,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"c5b1b70b-948c-4094-b051-5eb8a3c1f97e","2019-11-20T18:08:36",,,,"",,"",,,"",,"",0,12,"12_1242","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1243,"2019-11-20T14:14:00.000Z","14.761590000000002 -17.385195 12.1 4.5",14.76159,-17.385195,12.1,4.5,411,2,0,15,1,,,"",,"",,3,"",3,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,3,"",2,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"984f24d0-c60b-46d8-9d67-a7812f2bd7b3","2019-11-20T18:08:37",,,,"",,"",,,"",,"",0,12,"12_1243","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1244,"2019-11-20T11:07:00.000Z","14.762723333333334 -17.384616666666666 12.1 2.3",14.7627233333333,-17.3846166666667,12.1,2.3,411,1,0,21,1,,,"",,"",,3,"",3,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,1,"",1,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"7ac34a4c-321f-4888-bba3-9fb636302287","2019-11-20T18:24:46",,,,"",,"",,,"",,"",0,12,"12_1244","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1245,"2019-11-20T11:27:00.000Z","14.762528333333334 -17.384443333333333 10.9 2.3",14.7625283333333,-17.3844433333333,10.9,2.3,411,1,0,15,1,,,"",,"",,3,"",3,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,2,"",2,"",1,"",,1,"",3,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"5c475695-39a7-4e9f-ac89-006ee2c40632","2019-11-20T18:24:47",,,,"",,"",,,"",,"",0,12,"12_1245","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1246,"2019-11-20T11:37:00.000Z","14.762401666666666 -17.38421333333333 8.5 2.8",14.7624016666667,-17.3842133333333,8.5,2.8,411,1,0,15,1,,,"",,"",,3,"",2,"",,4,"",2,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"ea43be28-6182-4a10-892c-eff41385608a","2019-11-20T18:24:48",,,,"",,"",,,"",,"",0,12,"12_1246","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1247,"2019-11-20T12:08:00.000Z","14.762631666666667 -17.383968333333332 5.1 2.4",14.7626316666667,-17.3839683333333,5.1,2.4,411,1,0,13,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",3,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"41410e53-a692-4b6e-97b1-f2291348a912","2019-11-20T18:24:50",,,,"",,"",,,"",,"",0,12,"12_1247","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1248,"2019-11-20T12:19:00.000Z","14.762738333333335 -17.384136666666667 22.8 2.6",14.7627383333333,-17.3841366666667,22.8,2.6,411,1,0,11,1,,,"",,"",,3,"",3,"",,3,"",3,"",,1,"",1,"",,1,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"5c120651-3ad4-46b4-97de-c0ceee13d146","2019-11-20T18:24:50",,,,"",,"",,,"",,"",0,12,"12_1248","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1249,"2019-11-20T12:33:00.000Z","14.762881666666665 -17.384288333333334 7.7 2.3",14.7628816666667,-17.3842883333333,7.7,2.3,411,2,0,20,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,1,"",,,,,,,1,,1,,,2,"",2,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"678aa236-d5ab-4be3-8dc5-06a636416925","2019-11-20T18:24:51",,,,"",,"",,,"",,"",0,12,"12_1249","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1250,"2019-11-20T12:40:00.000Z","14.762834999999999 -17.384484999999998 -5.2 2.7",14.762835,-17.384485,-5.2,2.7,411,1,0,5,1,,,"",,"",,4,"",2,"",,3,"",3,"",,1,"",1,"",,1,"",,,,,,,1,,1,,,1,"",1,"",1,"",,3,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"555c5503-b26c-4a68-b9ea-c3640f65f926","2019-11-20T18:24:52",,,,"",,"",,,"",,"",0,12,"12_1250","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1251,"2019-11-20T13:17:00.000Z","14.761455000000002 -17.38421333333333 -3.7 3.2",14.761455,-17.3842133333333,-3.7,3.2,411,2,0,13,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"0067944f-e753-45f5-ba6a-331b224c717d","2019-11-20T18:24:53",,,,"",,"",,,"",,"",0,12,"12_1251","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1252,"2019-11-20T13:25:00.000Z","14.761389999999999 -17.384238333333332 15.1 2.2",14.76139,-17.3842383333333,15.1,2.2,411,1,0,15,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Mamadou Fall",,"17040973-03a9-4aea-b388-4a11f51d1e45","2019-11-20T18:24:53",,,,"",,"",,,"",,"",0,12,"12_1252","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1253,"2019-11-20T12:12:00.000+01:00","14.764713333333335 -17.386098333333333 29.9 4.7",14.7647133333333,-17.3860983333333,29.9,4.7,411,1,0,8,1,,,"",,"",,4,"",2,"",,3,"",2,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,2,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"228ffae8-9c63-4a61-a9b1-1f7ca9302b94","2019-11-21T15:06:12",,,,"",,"",,,"",,"",0,12,"12_1253","2019-11-20",12411,"Dakar","Dakar 19","Dakar"
,1254,"2019-11-21T12:24:00.000+01:00","14.764761666666667 -17.385938333333335 33.7 3.9",14.7647616666667,-17.3859383333333,33.7,3.9,411,2,0,10,1,,,"",,"",,4,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,4,"",4,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"7970b282-0752-47eb-bcb2-33beac63a509","2019-11-21T15:06:13",,,,"",,"",,,"",,"",0,12,"12_1254","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1255,"2019-11-21T12:37:00.000+01:00","14.764685000000002 -17.385693333333332 1.4 4.7",14.764685,-17.3856933333333,1.4,4.7,411,1,0,9,1,,,"",,"",,2,"",3,"",,4,"",2,"",,1,"",1,"",,2,"",,,,,,,2,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",1,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"3a326950-da57-420f-a45d-441a19dc577c","2019-11-21T15:06:14",,,,"",,"",,,"",,"",0,12,"12_1255","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1256,"2019-11-21T12:53:00.000+01:00","14.764493333333332 -17.3852 24.8 5.0",14.7644933333333,-17.3852,24.8,5,411,1,0,17,1,,,"",,"",,4,"",4,"",,4,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",3,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"047df8df-e1c9-4c07-8634-a02d2b3cc16c","2019-11-21T15:06:15",,,,"",,"",,,"",,"",0,12,"12_1256","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1257,"2019-11-21T13:12:00.000+01:00","14.764403333333332 -17.384965 22.2 5.0",14.7644033333333,-17.384965,22.2,5,411,1,0,9,1,,,"",,"",,4,"",4,"",,4,"",2,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,2,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","Nous avions des problèmes de santé et d'eau. Gue nous buvons ","Adama ndiaye ",,"e6514ddc-ce4a-4aad-bc6f-2d41077509de","2019-11-21T15:06:16",,,,"",,"",,,"",,"",0,12,"12_1257","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1258,"2019-11-21T13:37:00.000+01:00","14.763483333333333 -17.384310000000003 18.5 4.8",14.7634833333333,-17.38431,18.5,4.8,411,2,0,16,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"2ded1584-d8eb-4c16-b6a8-50566596393b","2019-11-21T15:06:16",,,,"",,"",,,"",,"",0,12,"12_1258","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1259,"2019-11-21T13:50:00.000+01:00","14.763308333333335 -17.38474 12.3 5.0",14.7633083333333,-17.38474,12.3,5,411,2,0,10,1,,,"",,"",,4,"",4,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye",,"0de590b9-ee64-45f4-bc1e-f719f345103a","2019-11-21T15:06:17",,,,"",,"",,,"",,"",0,12,"12_1259","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1260,"2019-11-21T14:04:00.000+01:00","14.764466666666666 -17.385203333333333 -1.5 4.9",14.7644666666667,-17.3852033333333,-1.5,4.9,411,1,0,20,1,,,"",,"",,4,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",1,,3,"","",0,1,0,0,0,0,0,"","","Leurs. Principales. Problèmes. La. Couleurs. De. L'eau. Des. Robinet ","Adama ndiaye ",,"94cb5e56-813a-49aa-b02a-0d9ab35e9bde","2019-11-21T15:06:18",,,,"",,"",,,"",,"",0,12,"12_1260","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1261,"2019-11-21T11:20:00.000Z","14.763881666666668 -17.384371666666667 -20.8 5.0",14.7638816666667,-17.3843716666667,-20.8,5,411,1,0,15,1,,,"",,"",,3,"",3,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","Math diop","Abdou Aziz fall",,"96e5c5df-c750-415b-ba4d-814814fe7516","2019-11-21T15:06:53",,,,"",,"",,,"",,"",0,12,"12_1261","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1262,"2019-11-21T11:35:00.000Z","14.763391666666667 -17.384741666666667 5.7 3.9",14.7633916666667,-17.3847416666667,5.7,3.9,411,2,0,14,1,,,"",,"",,6,"Loin du canal",6,"Loin du canal",,6,"Loin du canal",3,"",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,6,"Préparation a domicile",6,"Preparation a domicile",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","Ibrahima ndiaye","Abdou Aziz ",,"8ee3b040-c54a-4ceb-939f-a5984e700a67","2019-11-21T15:06:54",,,,"",,"",,,"",,"",0,12,"12_1262","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1263,"2019-11-21T11:50:00.000Z","14.763098333333335 -17.384695 -6.6 5.0",14.7630983333333,-17.384695,-6.6,5,411,2,0,15,1,,,"",,"",,6,"Y'a pas de canal",6,"Y'a pas de canal",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Abibatou diaw","Abdou Aziz fall",,"5c67c8c8-38cb-47dd-942f-0ee912ea0bc5","2019-11-21T15:06:55",,,,"",,"",,,"",,"",0,12,"12_1263","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1264,"2019-11-21T12:09:00.000Z","14.762823333333332 -17.38494166666667 23.1 4.4",14.7628233333333,-17.3849416666667,23.1,4.4,411,2,0,10,1,,,"",,"",,6,"Y'a  pas de canal",6,"Y'a pas de canal",,6,"L eau coule",6,"L eau coule",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Nogoye Traoré","Abdou Aziz fall",,"0d2db4f2-a687-475e-b612-0308233b9c6f","2019-11-21T15:06:56",,,,"",,"",,,"",,"",0,12,"12_1264","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1265,"2019-11-21T12:25:00.000Z","14.763115 -17.38502 14.6 5.0",14.763115,-17.38502,14.6,5,411,2,0,20,1,,,"",,"",,6,"Y'a pas de canal",6,"Y'a pas de canal",,6,"Eau coule vers le basin",6,"L eau coule vers le basin",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Abdoulaye ly","Abdou Aziz fall",,"a407cfff-539f-439b-9d68-a8bc6b9a0358","2019-11-21T15:06:56",,,,"",,"",,,"",,"",0,12,"12_1265","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1266,"2019-11-21T13:41:00.000Z","14.763924999999999 -17.385656666666666 -17.5 4.8",14.763925,-17.3856566666667,-17.5,4.8,411,2,0,20,1,,,"",,"",,6,"Loin du canal",6,"Loin ducanal",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,6,"Préparation a domicile",6,"Préparation a damicile",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","Ramata athe","Abdou Aziz fall",,"547d61b2-94ac-4490-ab33-6891086b1389","2019-11-21T15:06:57",,,,"",,"",,,"",,"",0,12,"12_1266","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1267,"2019-11-21T13:57:00.000Z","14.763466666666666 -17.385550000000002 -3.9 4.8",14.7634666666667,-17.38555,-3.9,4.8,411,2,0,35,1,,,"",,"",,6,"Loin du canal",6,"Loin du canal",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","Mbarka dieng","Abdou Aziz fall",,"eed543c9-2cfa-4057-a1b7-7be8d2241ab9","2019-11-21T15:06:57",,,,"",,"",,,"",,"",0,12,"12_1267","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1268,"2019-11-21T14:13:00.000Z","14.763086666666668 -17.385415000000002 11.2 4.9",14.7630866666667,-17.385415,11.2,4.9,411,2,0,17,1,,,"",,"",,6,"Loin du canal",6,"Loin du canal",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,3,,3,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","Rama dianor","Abdou Aziz fall",,"65b2f6d6-be5d-4262-883b-1670107b3f34","2019-11-21T15:06:58",,,,"",,"",,,"",,"",0,12,"12_1268","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1269,"2019-11-21T11:16:00.000Z","14.764956666666668 -17.38563 77.2 5.0",14.7649566666667,-17.38563,77.2,5,411,2,0,6,1,,,"",,"",,2,"",2,"",,2,"",2,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"7fb7eac6-0f77-40e1-a23c-d5209575d012","2019-11-21T15:08:02",,,,"",,"",,,"",,"",0,12,"12_1269","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1270,"2019-11-21T11:25:00.000Z","14.764765 -17.385373333333334 43.7 4.8",14.764765,-17.3853733333333,43.7,4.8,411,2,0,30,1,,,"",,"",,2,"",2,"",,2,"",2,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",1,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"6327687e-42bf-4f10-8d2e-69c5a3fd6223","2019-11-21T15:08:03",,,,"",,"",,,"",,"",0,12,"12_1270","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1271,"2019-11-21T11:35:00.000Z","14.764716666666667 -17.384925 36.9 5.0",14.7647166666667,-17.384925,36.9,5,411,2,0,14,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",2,,3,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"5f3461eb-35ad-4f00-b284-ddd3df3884af","2019-11-21T15:08:03",,,,"",,"",,,"",,"",0,12,"12_1271","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1272,"2019-11-21T11:47:00.000Z","14.764201666666668 -17.384553333333333 26.7 5.0",14.7642016666667,-17.3845533333333,26.7,5,411,1,0,12,1,,,"",,"",,4,"",4,"",,2,"",2,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,4,"",3,"",,,"",,"",,1,"",1,,2,"",2,,3,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"43a7133d-4cf2-4308-ad0b-ca8e4025d934","2019-11-21T15:08:04",,,,"",,"",,,"",,"",0,12,"12_1272","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1273,"2019-11-21T12:01:00.000Z","14.764209999999999 -17.38424 36.9 4.5",14.76421,-17.38424,36.9,4.5,411,2,0,25,1,,,"",,"",,2,"",4,"",,2,"",2,"",,1,"",1,"",,1,"",,,,,,,2,,2,,,3,"",3,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",1,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"ad8c72dd-54bd-4a87-9cdb-8b1baee5d532","2019-11-21T15:08:05",,,,"",,"",,,"",,"",0,12,"12_1273","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1274,"2019-11-21T12:33:00.000Z","14.764081666666668 -17.38624 33.4 4.8",14.7640816666667,-17.38624,33.4,4.8,411,2,0,31,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",1,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"a5d98a0c-67a0-4edb-8495-2c0db7ad9cfd","2019-11-21T15:08:05",,,,"",,"",,,"",,"",0,12,"12_1274","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1275,"2019-11-21T13:09:00.000Z","14.763831666666666 -17.386146666666665 42.4 4.5",14.7638316666667,-17.3861466666667,42.4,4.5,411,2,0,20,1,,,"",,"",,2,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,2,"",1,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"eb3133c7-37bf-4159-81c9-96f2b99f5541","2019-11-21T15:08:06",,,,"",,"",,,"",,"",0,12,"12_1275","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1276,"2019-11-21T13:27:00.000Z","14.76427 -17.386196666666667 5.2 4.8",14.76427,-17.3861966666667,5.2,4.8,411,2,0,30,1,,,"",,"",,2,"",2,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"8fc2c597-4152-48fb-b7f7-6ddf0088c69c","2019-11-21T15:08:06",,,,"",,"",,,"",,"",0,12,"12_1276","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1277,"2019-11-21T12:39:00.000+01:00","14.764328333333333 -17.38632833333333 -11.8 4.5",14.7643283333333,-17.3863283333333,-11.8,4.5,411,2,0,22,1,,,"",,"",,1,"",1,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Ndeye amie leye ",,"9fe24c71-1630-4cc4-b7e2-18223d6dde7e","2019-11-21T15:08:57",,,,"",,"",,,"",,"",0,12,"12_1277","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1278,"2019-11-21T13:04:00.000+01:00","14.76389 -17.38605 -2.2 5.0",14.76389,-17.38605,-2.2,5,411,2,0,8,1,,,"",,"",,3,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",1,0,0,0,0,0,0,"","","","Ndeye amie leye ",,"c7c4db3d-4ba6-403f-afa8-b19745c6cc47","2019-11-21T15:08:59",,,,"",,"",,,"",,"",0,12,"12_1278","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1279,"2019-11-21T13:25:00.000+01:00","14.764283333333333 -17.385793333333332 -1.7 4.9",14.7642833333333,-17.3857933333333,-1.7,4.9,411,1,0,20,1,,,"",,"",,3,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,1,"",1,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",1,,3,"","",0,1,0,0,0,0,0,"","","Salle de bain. Vider. Chaque jour. Par. Les enfants. Avec. Des. Bassines. Sur la. Tete","Ndeye amie leye ",,"b056b70e-d596-46fa-b868-3d592c7eac51","2019-11-21T15:09:00",,,,"",,"",,,"",,"",0,12,"12_1279","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1280,"2019-11-21T13:59:00.000+01:00","14.764718333333333 -17.385546666666666 8.5 4.8",14.7647183333333,-17.3855466666667,8.5,4.8,411,2,0,15,1,,,"",,"",,3,"",3,"",,3,"",5,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,1,"",1,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","Existence. D'ouvrages puisar etdun airede jeux. Pou les enfants ","Ndeye amie leye ",,"667542f3-7dee-4465-9e63-be8ea1fa84f9","2019-11-21T15:09:03",,,,"",,"",,,"",,"",0,12,"12_1280","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1281,"2019-11-21T14:16:00.000+01:00","14.764874999999998 -17.385843333333334 0.6 4.4",14.764875,-17.3858433333333,0.6,4.4,411,1,0,22,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,1,"",,,,,,,1,,4,,,1,"",1,"",1,"",,1,"",5,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","Javel.  Dans. Cinq. Litre s deau un demi capichon","Ndeye amie leye ",,"1c8ba14e-d01d-4205-921a-e2e3543b872e","2019-11-21T15:09:05",,,,"",,"",,,"",,"",0,12,"12_1281","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
,1282,"2019-11-21T14:39:00.000+01:00","14.764768333333333 -17.385971666666666 16.3 5.0",14.7647683333333,-17.3859716666667,16.3,5,411,1,0,22,1,,,"",,"",,4,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,1,"",1,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Ndeye amie leye ",,"265bbd36-9d76-4b6e-abc9-6ee60cf0f993","2019-11-21T15:09:06",,,,"",,"",,,"",,"",0,12,"12_1282","2019-11-21",12411,"Dakar","Dakar 19","Dakar"
