"deviceid","h_id","h_start","h_coordinates","X_h_coordinates_latitude","X_h_coordinates_longitude","X_h_coordinates_altitude","X_h_coordinates_precision","h_neighborhood","h_home_type","h_rainweek","h_population","h_c","h_s","h_s_a","h_s_a_other","h_s_c","h_s_c_other","h_d","h_d_a","h_d_a_other","h_d_c","h_d_c_other","h_f","h_f_a","h_f_a_other","h_f_c","h_f_c_other","h_dw","h_dw_a","h_dw_a_other","h_dw_c","h_dw_c_other","h_dw_e_wt_note","h_dw_e_wt","h_dw_e_wt_other","h_o","h_o_a","h_o_a_other","h_o_c","h_o_c_other","h_bw","h_bw_a","h_bw_a_other","h_bw_c","h_bw_c_other","h_p","h_p_a","h_p_a_other","h_p_c","h_p_c_other","h_p_e","h_p_e_other","h_sf","h_sf_a","h_sf_a_other","h_sf_c","h_sf_c_other","h_l","h_l_a","h_l_a_other","h_l_c","h_l_c_other","h_pl","h_pl_a_th","h_pl_a_th_other","h_pl_a_tu","h_pl_a_tu_other","h_pl_a_tw","h_pl_a_tw_other","h_pl_a_tf","h_pl_a_tf_other","h_pl_a_ts","h_pl_a_ts_other","h_pl_a_od","h_pl_a_od.1","h_pl_a_od.2","h_pl_a_od.3","h_pl_a_od.4","h_pl_a_od.5","h_pl_a_od.6","h_pl_a_od.7","h_pl_a_od_other","h_end","h_notes","h_enum","X_id","X_uuid","X_submission_time","X_index","h_odw","h_odw_a","h_odw_a_other","h_odw_c","h_odw_c_other","h_odw2","h_odw2_a","h_odw2_a_other","h_odw2_c","h_odw2_c_other","h_extra_data","dply_num","h_UID","h_date","neighb_UID","city.x","citylabel","city.y"
,1131,"2019-11-18T13:12:00.000Z","14.770189999999998 -17.384958333333334 -3.2 4.3",14.77019,-17.3849583333333,-3.2,4.3,410,1,0,37,1,,,"",,"",,4,"",4,"",,5,"",5,"",,1,"",1,"",,2,"",,,,,,,1,,3,,,3,"",3,"",1,"",,1,"",2,"",,,"",,"",,1,"",1,,1,"",1,,2,"","",1,0,0,0,0,0,0,"","","","Aissatou ndiaye",,"f4002e0a-4e19-43e5-89ab-90ad70031b7b","2019-11-18T16:12:51",,,,"",,"",,,"",,"",0,12,"12_1131","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1132,"2019-11-18T13:45:00.000Z","14.772345 -17.383186666666667 -7.2 4.7",14.772345,-17.3831866666667,-7.2,4.7,410,1,0,6,1,,,"",,"",,2,"",3,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,1,,3,,,2,"",2,"",1,"",,4,"",3,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",1,0,0,0,0,0,0,"","","","Aissatou. Ndiaye",,"d9a158a7-2845-4784-b2c5-706d84d53215","2019-11-18T16:12:52",,,,"",,"",,,"",,"",0,12,"12_1132","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1133,"2019-11-18T10:58:00.000Z","14.771996666666666 -17.384376666666665 27.1 5.0",14.7719966666667,-17.3843766666667,27.1,5,410,1,0,7,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,3,"",4,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"cbe813d9-4158-4d63-8c77-0fe4a24a382b","2019-11-18T16:14:18",,,,"",,"",,,"",,"",0,12,"12_1133","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1134,"2019-11-18T11:09:00.000Z","14.771881666666665 -17.384439999999998 38.0 4.9",14.7718816666667,-17.38444,38,4.9,410,2,0,15,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,1,"",,,,,,,2,,2,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,2,"",2,,2,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"4bd90ab8-b3e6-4928-aace-55529f982982","2019-11-18T16:14:19",,,,"",,"",,,"",,"",0,12,"12_1134","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1135,"2019-11-18T11:21:00.000Z","14.771696666666665 -17.384441666666664 42.9 5.0",14.7716966666667,-17.3844416666667,42.9,5,410,2,0,15,1,,,"",,"",,3,"",4,"",,1,"",1,"",,1,"",1,"",,1,"",,,,,,,2,,2,,,2,"",2,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",2,,2,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"292ffd8a-28fa-4e64-b66a-cb4e8b363a19","2019-11-18T16:14:20",,,,"",,"",,,"",,"",0,12,"12_1135","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1136,"2019-11-18T11:38:00.000Z","14.771469999999999 -17.384731666666667 79.2 4.9",14.77147,-17.3847316666667,79.2,4.9,410,1,0,10,1,,,"",,"",,3,"",4,"",,4,"",4,"",,1,"",1,"",,1,"",,,,,,,1,,1,,,3,"",3,"",1,"",,3,"",4,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"af5dc643-a05e-4cac-a139-268d998413c9","2019-11-18T16:14:24",,,,"",,"",,,"",,"",0,12,"12_1136","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1137,"2019-11-18T11:49:00.000Z","14.771235 -17.38483666666667 47.4 5.0",14.771235,-17.3848366666667,47.4,5,410,1,0,10,1,,,"",,"",,2,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,4,"",3,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",0,0,0,0,1,0,0,"","","","Salimata Ciss",,"bfe3dfb8-fa4b-490b-aca9-4b7e4d0cd524","2019-11-18T16:14:25",,,,"",,"",,,"",,"",0,12,"12_1137","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1138,"2019-11-18T12:01:00.000Z","14.771091666666667 -17.384798333333332 36.9 5.0",14.7710916666667,-17.3847983333333,36.9,5,410,2,0,22,1,,,"",,"",,2,"",4,"",,2,"",2,"",,1,"",1,"",,2,"",,,,,,,2,,3,,,3,"",3,"",1,"",,3,"",2,"",,,"",,"",,1,"",1,,2,"",2,,4,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"cea902ed-3783-4b2a-b23a-809dfc51f755","2019-11-18T16:14:26",,,,"",,"",,,"",,"",0,12,"12_1138","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1139,"2019-11-18T12:19:00.000Z","14.770928333333332 -17.384700000000002 66.4 4.6",14.7709283333333,-17.3847,66.4,4.6,410,2,0,9,1,,,"",,"",,1,"",1,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"4e6ed60c-8cb4-4b64-af7f-b10e7cc49fb9","2019-11-18T16:14:27",,,,"",,"",,,"",,"",0,12,"12_1139","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1140,"2019-11-18T12:29:00.000Z","14.770763333333331 -17.38468333333333 47.2 4.9",14.7707633333333,-17.3846833333333,47.2,4.9,410,2,0,3,1,,,"",,"",,4,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,4,"",4,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"87ddca36-8380-4712-952f-5b7981828a35","2019-11-18T16:14:28",,,,"",,"",,,"",,"",0,12,"12_1140","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1141,"2019-11-18T12:40:00.000Z","14.770573333333335 -17.38451 29.0 4.8",14.7705733333333,-17.38451,29,4.8,410,1,0,6,1,,,"",,"",,1,"",3,"",,3,"",4,"",,1,"",1,"",,2,"",,,,,,,5,,5,,,3,"",4,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",0,0,0,0,1,0,0,"","","","Salimata Ciss",,"37923840-fc77-4cfa-86a2-dec03c3e72ec","2019-11-18T16:14:28",,,,"",,"",,,"",,"",0,12,"12_1141","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1142,"2019-11-18T12:50:00.000Z","14.770258333333334 -17.384603333333335 95.9 4.9",14.7702583333333,-17.3846033333333,95.9,4.9,410,1,0,6,1,,,"",,"",,4,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,2,"",2,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"6c8e0ea7-0e41-427a-a8b0-63e3d8bd7bcd","2019-11-18T16:14:29",,,,"",,"",,,"",,"",0,12,"12_1142","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1143,"2019-11-18T11:33:00.000Z","14.77165917 -17.3843651 52.0 4.288",14.77165917,-17.3843651,52,4.288,410,2,0,6,1,,,"",,"",,4,"",4,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",1,,1,"","",0,1,0,0,0,0,0,"","","Suivi du programme","Adama ndiaye sarah",,"df07c98f-485e-4576-a603-e611b263033d","2019-11-19T10:16:00",,,,"",,"",,,"",,"",0,12,"12_1143","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1144,"2019-11-18T12:06:00.000Z","14.77153632 -17.38444397 47.0 4.288",14.77153632,-17.38444397,47,4.288,410,1,0,15,1,,,"",,"",,4,"",4,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,4,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye sarah",,"acdce3d6-e339-4ca7-8d62-5bc1910889f1","2019-11-19T10:16:03",,,,"",,"",,,"",,"",0,12,"12_1144","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1145,"2019-11-18T12:19:00.000Z","14.77149931 -17.38433484 44.0 4.288",14.77149931,-17.38433484,44,4.288,410,1,0,15,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,3,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Adama Ndiaye Sarah",,"4f883616-5a48-4826-a6b8-3ce05e4eaa93","2019-11-19T10:16:06",,,,"",,"",,,"",,"",0,12,"12_1145","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1146,"2019-11-18T12:33:00.000Z","14.77147265 -17.38419717 39.0 3.216",14.77147265,-17.38419717,39,3.216,410,1,0,16,1,,,"",,"",,4,"",4,"",,1,"",1,"",,1,"",1,"",,1,"",,,,,,,1,,1,,,3,"",3,"",1,"",,4,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye Sarah
",,"5bf48e7b-03bd-42d2-8673-0e5c0f77e91a","2019-11-19T10:16:11",,,,"",,"",,,"",,"",0,12,"12_1146","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1147,"2019-11-18T13:04:00.000Z","14.77147598 -17.38411098 54.0 4.288",14.77147598,-17.38411098,54,4.288,410,1,0,5,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama Ndiaye Sarah",,"85098a7e-a931-4d41-9d51-e63b3cd96645","2019-11-19T10:16:17",,,,"",,"",,,"",,"",0,12,"12_1147","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1148,"2019-11-18T13:46:00.000Z","14.77218109 -17.38335416 40.0 4.288",14.77218109,-17.38335416,40,4.288,410,1,0,10,1,,,"",,"",,1,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye Sarah ",,"499c294e-8fcb-444e-979b-91cdd2e4c474","2019-11-19T10:16:27",,,,"",,"",,,"",,"",0,12,"12_1148","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1149,"2019-11-18T14:03:00.000Z","14.77265586 -17.38389532 45.0 4.288",14.77265586,-17.38389532,45,4.288,410,2,0,35,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","Pour se laver elles utilisent  la pompe","Adama Ndiaye Sarah",,"337f1d8a-30c1-4ce5-9b0e-d5085dabf8d1","2019-11-19T10:16:28",,,,"",,"",,,"",,"",0,12,"12_1149","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1150,"2019-11-18T03:26:00.000Z","14.7728659 -17.38394733 49.0 3.216",14.7728659,-17.38394733,49,3.216,410,2,0,15,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,2,,1,,,3,"",3,"",1,"",,4,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye Sarah",,"c4f778ea-c1ff-446e-bc25-cd3473356f30","2019-11-19T10:16:28",,,,"",,"",,,"",,"",0,12,"12_1150","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1151,"2019-11-18T14:48:00.000Z","14.77304965 -17.38387437 35.0 4.288",14.77304965,-17.38387437,35,4.288,410,2,0,8,1,,,"",,"",,2,"",4,"",,4,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye Sarah",,"b74e83a5-3889-4553-a6ad-298694a10413","2019-11-19T10:16:29",,,,"",,"",,,"",,"",0,12,"12_1151","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1152,"2019-11-18T15:15:00.000Z","14.7732597 -17.38368802 38.0 4.288",14.7732597,-17.38368802,38,4.288,410,2,0,15,1,,,"",,"",,4,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Adama Ndiaye Sarah'",,"a6d661c8-de3c-45ae-a8af-0dbf88786151","2019-11-19T10:16:29",,,,"",,"",,,"",,"",0,12,"12_1152","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1153,"2019-11-18T15:30:00.000Z","14.77330186 -17.38365637 56.0 3.216",14.77330186,-17.38365637,56,3.216,410,1,0,6,1,,,"",,"",,4,"",4,"",,4,"",4,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,4,"",3,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama Ndiaye Sarah",,"313ed485-3e23-4f84-a4c6-b93f2e0fc296","2019-11-19T10:16:38",,,,"",,"",,,"",,"",0,12,"12_1153","2019-11-18",12410,"Dakar","Dakar 19","Dakar"
,1154,"2019-11-19T11:52:00.000+01:00","14.772913333333333 -17.384040000000002 13.3 5.0",14.7729133333333,-17.38404,13.3,5,410,1,0,13,1,,,"",,"",,3,"",1,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Kirene parle vieux","Ndeye amie leye ",,"e04e797c-3c7d-4869-8fe4-7880ff8acd55","2019-11-19T13:19:09",,,,"",,"",,,"",,"",0,12,"12_1154","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1155,"2019-11-19T12:07:00.000+01:00","14.77322 -17.384038333333333 13.7 4.8",14.77322,-17.3840383333333,13.7,4.8,410,1,0,8,1,,,"",,"",,5,"",3,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Ndeye amie leye ",,"b7b93127-5ddc-4cde-bd9e-fd26c5fbfd0e","2019-11-19T13:19:10",,,,"",,"",,,"",,"",0,12,"12_1155","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1156,"2019-11-19T12:37:00.000+01:00","14.773850000000001 -17.383625 -31.1 4.5",14.77385,-17.383625,-31.1,4.5,410,1,0,12,1,,,"",,"",,3,"",1,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Vidange par fosse dans la rue","Ndeye amie leye",,"244041d7-1404-43ba-947e-ec24b26cb8ff","2019-11-19T13:19:14",,,,"",,"",,,"",,"",0,12,"12_1156","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1157,"2019-11-19T12:50:00.000+01:00","14.773913333333333 -17.38322833333333 -0.3 5.0",14.7739133333333,-17.3832283333333,-0.3,5,410,2,0,5,1,,,"",,"",,3,"",1,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,3,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Ndeye amie leye",,"45891455-0fd4-42e0-9593-3bde8ea6d755","2019-11-19T13:19:16",,,,"",,"",,,"",,"",0,12,"12_1157","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1158,"2019-11-19T13:08:00.000+01:00","14.774181666666667 -17.383148333333335 -14.5 5.0",14.7741816666667,-17.3831483333333,-14.5,5,410,1,0,7,1,,,"",,"",,3,"",3,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Vidange par la. Rue creuser des fosses ","Ndeye amie leye ",,"09ce2d5c-2c00-4413-9e11-39ca6662de2f","2019-11-19T13:19:17",,,,"",,"",,,"",,"",0,12,"12_1158","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1159,"2019-11-19T13:29:00.000+01:00","14.774441666666666 -17.382943333333333 8.9 4.8",14.7744416666667,-17.3829433333333,8.9,4.8,410,1,0,11,1,,,"",,"",,3,"",3,"",,3,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,2,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Restaurant dansla. Maison. Insalubrite ","Ndeye amie leye ",,"8e5987d3-f38e-451a-8bb4-027cb15cc74d","2019-11-19T13:19:18",,,,"",,"",,,"",,"",0,12,"12_1159","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1160,"2019-11-19T13:45:00.000+01:00","14.774613333333331 -17.382731666666665 8.5 5.0",14.7746133333333,-17.3827316666667,8.5,5,410,2,0,21,1,,,"",,"",,3,"",1,"",,3,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,1,"",1,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",1,0,0,0,0,0,0,"","","Vidange par fosse dansla rue","Ndeye amie leye ",,"f3076687-51da-411d-ba7d-37b4c4e4e367","2019-11-19T13:19:19",,,,"",,"",,,"",,"",0,12,"12_1160","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1161,"2019-11-19T11:46:00.000+01:00","14.772628333333333 -17.38414 51.5 4.9",14.7726283333333,-17.38414,51.5,4.9,410,1,0,22,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,4,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"7d7300ed-b265-4ca3-a0c5-059193595f42","2019-11-19T13:31:11",,,,"",,"",,,"",,"",0,12,"12_1161","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1162,"2019-11-19T12:05:00.000+01:00","14.772581666666667 -17.384195 74.2 5.0",14.7725816666667,-17.384195,74.2,5,410,1,0,15,1,,,"",,"",,4,"",1,"",,4,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,2,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"5db07d53-bf87-42dd-a6da-415b539ee193","2019-11-19T13:31:14",,,,"",,"",,,"",,"",0,12,"12_1162","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1163,"2019-11-19T12:26:00.000+01:00","14.772328333333332 -17.384486666666664 15.6 5.0",14.7723283333333,-17.3844866666667,15.6,5,410,1,0,15,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,3,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"229b19ee-17ca-4961-b31b-54db650836d1","2019-11-19T13:31:30",,,,"",,"",,,"",,"",0,12,"12_1163","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1164,"2019-11-19T12:39:00.000+01:00","14.772175 -17.384661666666666 27.4 4.0",14.772175,-17.3846616666667,27.4,4,410,1,0,10,1,,,"",,"",,4,"",4,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"8066e85c-31f1-4e5a-aa51-74648cddf19b","2019-11-19T13:31:37",,,,"",,"",,,"",,"",0,12,"12_1164","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1165,"2019-11-19T12:58:00.000+01:00","14.771835 -17.384435 -14.4 4.5",14.771835,-17.384435,-14.4,4.5,410,2,0,15,1,,,"",,"",,4,"",4,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,4,"",4,"",1,"",,3,"",1,"",,,"",,"",,1,"",1,,1,"",2,,1,"","",0,1,0,0,0,0,0,"","","Avoir. Des égaux pour évacuer les eaux. Usées et des remerciements ","Adama ndiaye ",,"fc8d32a3-79f3-40aa-a97c-3f2ec57b94e5","2019-11-19T13:31:42",,,,"",,"",,,"",,"",0,12,"12_1165","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1166,"2019-11-19T13:17:00.000+01:00","14.7715 -17.384738333333335 13.1 4.9",14.7715,-17.3847383333333,13.1,4.9,410,1,0,16,1,,,"",,"",,1,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"1b40c4a9-78fe-4d2f-91d0-510506c83a64","2019-11-19T13:31:44",,,,"",,"",,,"",,"",0,12,"12_1166","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1167,"2019-11-19T13:39:00.000+01:00","14.77136 -17.384798333333332 4.2 5.0",14.77136,-17.3847983333333,4.2,5,410,1,0,16,1,,,"",,"",,3,"",1,"",,1,"",1,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,1,"",1,"",,,"",,"",,1,"",1,,1,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Adama ndiaye ",,"b423acb4-7203-4d82-a7fd-d2d5105ba50e","2019-11-19T13:31:45",,,,"",,"",,,"",,"",0,12,"12_1167","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1168,"2019-11-19T11:04:00.000Z","14.774031666666668 -17.38308333333333 58.8 5.0",14.7740316666667,-17.3830833333333,58.8,5,410,1,0,9,1,,,"",,"",,3,"",3,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"f449102c-0c5f-400d-bcfb-c0d4a151fec5","2019-11-19T13:36:28",,,,"",,"",,,"",,"",0,12,"12_1168","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1169,"2019-11-19T11:24:00.000Z","14.773818333333335 -17.383373333333335 31.4 5.0",14.7738183333333,-17.3833733333333,31.4,5,410,2,0,8,1,,,"",,"",,4,"",4,"",,3,"",3,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",1,,3,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"3f610316-e220-4ae1-8b13-746ec192d90d","2019-11-19T13:36:29",,,,"",,"",,,"",,"",0,12,"12_1169","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1170,"2019-11-19T11:36:00.000Z","14.773561666666668 -17.38360833333333 49.8 5.0",14.7735616666667,-17.3836083333333,49.8,5,410,2,0,6,1,,,"",,"",,4,"",4,"",,3,"",4,"",,1,"",1,"",,2,"",,,,,,,2,,2,,,3,"",3,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"8143d609-fcc6-4275-94f7-b7f975ac86a2","2019-11-19T13:36:29",,,,"",,"",,,"",,"",0,12,"12_1170","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1171,"2019-11-19T11:50:00.000Z","14.773221666666666 -17.383903333333333 45.2 4.8",14.7732216666667,-17.3839033333333,45.2,4.8,410,1,0,15,1,,,"",,"",,4,"",4,"",,2,"",2,"",,1,"",1,"",,1,"",,,,,,,2,,2,,,3,"",3,"",1,"",,3,"",3,"",,,"",,"",,1,"",1,,2,"",2,,1,"","",1,0,0,0,0,0,0,"","","","Salimata Ciss",,"8e50015d-fff4-4310-9698-89e6c454bda6","2019-11-19T13:36:30",,,,"",,"",,,"",,"",0,12,"12_1171","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1172,"2019-11-19T12:22:00.000Z","14.77068 -17.385491666666667 40.6 4.9",14.77068,-17.3854916666667,40.6,4.9,410,1,0,25,1,,,"",,"",,4,"",4,"",,2,"",2,"",,1,"",1,"",,2,"",,,,,,,1,,1,,,3,"",3,"",1,"",,2,"",2,"",,,"",,"",,1,"",1,,2,"",1,,1,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"551588d2-a8bc-4cf7-8adb-938939b81945","2019-11-19T13:37:04",,,,"",,"",,,"",,"",0,12,"12_1172","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
,1173,"2019-11-19T12:52:00.000Z","14.770950000000001 -17.385256666666667 41.1 4.8",14.77095,-17.3852566666667,41.1,4.8,410,1,0,5,1,,,"",,"",,4,"",4,"",,2,"",2,"",,1,"",1,"",,2,"",,,,,,,5,,5,,,4,"",4,"",1,"",,4,"",4,"",,,"",,"",,1,"",1,,2,"",2,,3,"","",0,1,0,0,0,0,0,"","","","Salimata Ciss",,"fe9d32d2-aba7-4ef5-9e0b-ed217b6483a8","2019-11-19T13:37:04",,,,"",,"",,,"",,"",0,12,"12_1173","2019-11-19",12410,"Dakar","Dakar 19","Dakar"
