"lab_start_dt","subscriberid","simserial","deviceid","lab_end_dt","lab_sample_type","lab_id","lab_id_val","lab_processing","lab_incubator_placed","lab_incubator_removed","lab_analysis","lab_p_weight","lab_sf_weight","lab_pa_weight","lab_1_note","lab_1_dil_tested","lab_1_volume","lab_1_ecoli_reading_membrane","lab_1_ecoli_membrane","lab_1_ecoli_reading_idexx","lab_1_ecoli_big_idexx","lab_1_ecoli_small_idexx","lab_2_dil_tested","lab_2_volume","lab_2_ecoli_reading_membrane","lab_2_ecoli_membrane","lab_2_ecoli_reading_idexx","lab_2_ecoli_big_idexx","lab_2_ecoli_small_idexx","lab_3_dilution_performed","lab_3_dil_tested","lab_3_volume","lab_3_ecoli_reading_membrane","lab_3_ecoli_membrane","lab_3_ecoli_reading_idexx","lab_3_ecoli_big_idexx","lab_3_ecoli_small_idexx","lab_closing_group","lab_notes","lab_enum","lab_photo","X__version__","X_id","X_uuid","X_submission_time","X_index","lab_extra_data","dply_num","lab_UID","lab_date","citylabel"
"2019-12-20T10:05:48.000-00:00","","","","2019-12-20T10:11:36.000-00:00",3,3017,3017,"2019-11-20T10:45:00.000-00:00","2019-11-20T10:50:00.000-00:00","2019-11-22T11:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"15c24981-e0c8-4edd-9ef8-b383e6a5cac5","2019-12-20T10:11:43",,,12,"12_03_3017","2019-11-20","Dakar 19"
"2019-12-20T10:11:37.000-00:00","","","","2019-12-20T10:14:36.000-00:00",3,3018,3018,"2019-11-20T11:45:00.000-00:00","2019-11-20T11:50:00.000-00:00","2019-11-22T11:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"25f69ccb-73ad-4f23-bce5-39cf8a976990","2019-12-20T10:16:16",,,12,"12_03_3018","2019-11-20","Dakar 19"
"2019-12-20T10:14:36.000-00:00","","","","2019-12-20T10:16:29.000-00:00",3,3019,3019,"2019-11-20T11:45:00.000-00:00","2019-11-20T11:50:00.000-00:00","2019-11-22T11:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"ab49f40a-b459-4219-890a-6d900af3d5eb","2019-12-20T10:16:35",,,12,"12_03_3019","2019-11-20","Dakar 19"
"2019-12-20T10:16:29.000-00:00","","","","2019-12-20T10:18:51.000-00:00",3,3020,3020,"2019-11-20T11:45:00.000-00:00","2019-11-20T11:50:00.000-00:00","2019-11-22T11:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"39c38d49-8154-4d26-bca0-d240a99ba83e","2019-12-20T10:18:58",,,12,"12_03_3020","2019-11-20","Dakar 19"
"2019-12-26T11:20:07.000-00:00","","","","2019-12-27T11:26:49.000-00:00",1,4001,4001,"2019-11-14T15:50:00.000-00:00","2019-11-14T16:15:00.000-00:00","2019-11-16T13:20:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"1ab2039a-a0f7-42fc-a4b8-940a93397adf","2019-12-27T11:26:56",,,12,"12_01_4001","2019-11-14","Dakar 19"
"2019-12-27T11:26:50.000-00:00","","","","2019-12-27T11:30:10.000-00:00",1,4002,4002,"2019-11-14T15:50:00.000-00:00","2019-11-14T16:15:00.000-00:00","2019-11-16T13:20:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"e4012809-180c-4cb7-98c2-559eefcf77b3","2019-12-27T11:30:17",,,12,"12_01_4002","2019-11-14","Dakar 19"
"2019-12-27T11:30:10.000-00:00","","","","2019-12-27T11:32:14.000-00:00",1,4003,4003,"2019-11-14T15:50:00.000-00:00","2019-11-14T16:15:00.000-00:00","2019-11-16T13:20:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",0,,,"7c783feb-5cce-460e-832e-be4be35261b9","2019-12-27T11:32:20",,,12,"12_01_4003","2019-11-14","Dakar 19"
"2019-12-27T11:35:24.000-00:00","","","","2019-12-27T11:38:29.000-00:00",1,4004,4004,"2019-11-14T15:50:00.000-00:00","2019-11-14T16:15:00.000-00:00","2019-11-16T13:20:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"99a40fb2-5c3a-48ff-9567-9cd02fb14e19","2019-12-27T11:38:36",,,12,"12_01_4004","2019-11-14","Dakar 19"
"2019-12-27T11:38:29.000-00:00","","","","2019-12-27T11:43:56.000-00:00",1,4005,4005,"2019-11-14T15:50:00.000-00:00","2019-11-14T16:15:00.000-00:00","2019-11-16T13:20:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"ff4c6ed4-6f20-449e-a7d6-98de2c6f863c","2019-12-27T11:44:03",,,12,"12_01_4005","2019-11-14","Dakar 19"
"2019-12-27T11:43:56.000-00:00","","","","2019-12-27T11:52:22.000-00:00",1,4006,4006,"2019-11-18T16:01:00.000-00:00","2019-11-18T16:30:00.000-00:00","2019-11-21T08:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,3,58,,,,0,,,,,,,,,"","MD",1,,,"ce2db813-a0fd-4643-b44e-25ab3d973668","2019-12-27T11:52:29",,,12,"12_01_4006","2019-11-18","Dakar 19"
"2019-12-27T11:52:23.000-00:00","","","","2019-12-27T11:56:26.000-00:00",1,4007,4007,"2019-11-18T16:01:00.000-00:00","2019-11-18T16:30:00.000-00:00","2019-11-21T08:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,3,56,,,,0,,,,,,,,,"","MD",1,,,"d381438a-2e87-46e1-a017-0d8d12613050","2019-12-27T11:56:33",,,12,"12_01_4007","2019-11-18","Dakar 19"
"2019-12-27T11:56:26.000-00:00","","","","2019-12-27T11:59:31.000-00:00",1,4008,4008,"2019-11-18T16:01:00.000-00:00","2019-11-18T16:30:00.000-00:00","2019-11-21T08:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"d8c9faf9-6999-415e-a9fd-791d0526b169","2019-12-27T11:59:39",,,12,"12_01_4008","2019-11-18","Dakar 19"
"2019-12-27T11:59:31.000-00:00","","","","2019-12-27T12:01:54.000-00:00",1,4009,4009,"2019-11-18T16:01:00.000-00:00","2019-11-18T16:01:00.000-00:00","2019-11-21T08:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"c19649ea-e79f-4bfe-8c88-226e0e816427","2019-12-27T12:02:01",,,12,"12_01_4009","2019-11-18","Dakar 19"
"2019-12-27T12:01:54.000-00:00","","","","2019-12-27T12:04:14.000-00:00",1,4010,4010,"2019-11-18T16:01:00.000-00:00","2019-11-18T16:30:00.000-00:00","2019-11-21T08:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","MD",1,,,"b6de75ef-6119-4da0-968e-f175362a220d","2019-12-27T12:04:22",,,12,"12_01_4010","2019-11-18","Dakar 19"
"2019-12-27T12:18:35.000-00:00","","","","2019-12-27T12:27:44.000-00:00",1,4016,4016,"2019-11-26T15:30:00.000-00:00","2019-11-26T16:00:00.000-00:00","2019-11-28T15:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","KB",1,,,"820eeea1-9402-4341-af33-a00b9f1e55f6","2019-12-27T12:27:51",,,12,"12_01_4016","2019-11-26","Dakar 19"
"2019-12-27T12:27:44.000-00:00","","","","2019-12-27T12:29:09.000-00:00",1,4017,4017,"2019-11-26T15:30:00.000-00:00","2019-11-26T16:00:00.000-00:00","2019-11-28T15:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","KB",1,,,"ad8439c4-9f2f-43a1-abed-41ebae264ef2","2019-12-27T12:29:17",,,12,"12_01_4017","2019-11-26","Dakar 19"
"2019-12-27T12:30:36.000-00:00","","","","2019-12-27T12:39:31.000-00:00",1,4019,4019,"2019-11-26T15:30:00.000-00:00","2019-11-26T16:00:00.000-00:00","2019-11-28T15:00:00.000-00:00",2,,,,,7,100,1,,,,,5,100,1,,,,,0,,,,,,,,,"","KB",1,,,"928a762c-3b68-4987-a1f1-2b8e656bfcb3","2019-12-27T12:39:38",,,12,"12_01_4019","2019-11-26","Dakar 19"
"2019-12-30T15:15:09.000-00:00","","","","2019-12-31T10:09:54.000-00:00",2,1001,1001,"2019-12-20T12:27:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,97.2,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"e8e68df4-795b-40cc-b394-60680fd8333d","2019-12-31T10:10:01",,,12,"12_02_1001","2019-12-20","Dakar 19"
"2019-12-31T10:09:54.000-00:00","","","","2019-12-31T10:12:21.000-00:00",2,1002,1002,"2019-12-20T12:30:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,57.2,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"2d206d24-6bf2-4fd8-abec-0aacf9ba2db7","2019-12-31T10:12:28",,,12,"12_02_1002","2019-12-20","Dakar 19"
"2019-12-31T10:12:22.000-00:00","","","","2019-12-31T10:14:52.000-00:00",2,1003,1003,"2019-12-20T12:32:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,113.9,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"06c41070-aa94-4a08-bfb0-b88fa72d3626","2019-12-31T10:15:00",,,12,"12_02_1003","2019-12-20","Dakar 19"
"2019-12-31T10:14:52.000-00:00","","","","2020-01-20T11:47:36.000-00:00",2,1004,1004,"2019-12-20T12:35:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,205.7,,,,7,1,1,,,,,6,1,3,41,,,,0,,,,,,,,,"","MD",1,,,"af0e52bb-48c4-4371-b2d4-29efdf628d8b","2019-12-31T10:23:58",,,12,"12_02_1004","2019-12-20","Dakar 19"
"2019-12-31T10:23:50.000-00:00","","","","2019-12-31T10:28:28.000-00:00",2,1005,1005,"2019-12-20T12:38:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,134.5,,,,7,1,3,73,,,,6,1,3,12,,,,0,,,,,,,,,"","MD",1,,,"16f18db9-197c-4b3b-8e03-afec280311af","2019-12-31T10:28:36",,,12,"12_02_1005","2019-12-20","Dakar 19"
"2019-12-31T10:28:29.000-00:00","","","","2019-12-31T10:48:38.000-00:00",2,1006,1006,"2019-12-20T12:41:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,98.1,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"daa6aa91-dbce-4f21-b090-62ae7c58f06b","2019-12-31T10:50:51",,,12,"12_02_1006","2019-12-20","Dakar 19"
"2019-12-31T10:48:38.000-00:00","","","","2019-12-31T10:50:44.000-00:00",2,1007,1007,"2019-12-20T01:12:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,20,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"4ceeb62e-54c5-4523-b336-786927231240","2019-12-31T10:50:52",,,12,"12_02_1007","2019-12-20","Dakar 19"
"2019-12-31T10:50:44.000-00:00","","","","2019-12-31T10:54:48.000-00:00",2,1008,1008,"2019-12-20T12:47:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,203.7,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"ea5836f6-0a75-4bfa-ae3c-f2191ac07dad","2019-12-31T10:54:55",,,12,"12_02_1008","2019-12-20","Dakar 19"
"2019-12-31T10:54:48.000-00:00","","","","2019-12-31T10:58:02.000-00:00",2,1009,1009,"2019-12-20T12:50:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,115.7,,,,7,1,3,28,,,,6,1,3,5,,,,0,,,,,,,,,"","MD",1,,,"799a1095-b2c7-48b6-b015-5d304c6d410b","2019-12-31T10:58:09",,,12,"12_02_1009","2019-12-20","Dakar 19"
"2019-12-31T10:58:02.000-00:00","","","","2019-12-31T11:02:10.000-00:00",2,1010,1010,"2019-12-20T12:53:00.000-00:00","2019-12-20T13:05:00.000-00:00","2019-12-21T12:00:00.000-00:00",2,42.7,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","MD",0,,,"b822eaf2-48d4-465a-943f-85d8fbd51bc7","2019-12-31T11:02:18",,,12,"12_02_1010","2019-12-20","Dakar 19"
"2019-12-31T12:10:15.000-00:00","","","","2020-01-27T16:55:19.000-00:00",8,5004,5004,"2019-11-21T08:30:00.000-00:00","2019-11-21T09:10:00.000-00:00","2019-11-23T08:00:00.000-00:00",2,,,10,,6,1,1,,,,,5,1,1,,,,,0,,,,,,,,,"","NASK",1,,,"1b3a257e-6d41-4673-a5dd-efe84791f148","2019-12-31T12:12:29",,,12,"12_08_5004","2019-11-21","Dakar 19"
"2019-12-31T12:14:19.000-00:00","","","","2019-12-31T14:55:26.000-00:00",10,2006,2006,"2019-11-19T10:23:00.000-00:00","2019-11-19T10:45:00.000-00:00","2019-11-20T09:00:00.000-00:00",2,,10,,,6,1,3,0,,,,5,1,3,0,,,,0,,,,,,,,,"","KB",0,,,"cb06707b-a84c-4125-a98e-97d5a8496254","2019-12-31T14:55:33",,,12,"12_10_2006","2019-11-19","Dakar 19"
"2019-12-31T14:55:26.000-00:00","","","","2019-12-31T15:03:03.000-00:00",10,2007,2007,"2019-11-19T10:26:00.000-00:00","2019-11-19T10:45:00.000-00:00","2019-11-20T09:00:00.000-00:00",2,,10,,,6,1,3,0,,,,5,1,3,0,,,,0,,,,,,,,,"","KB",0,,,"14dfdeb9-ec71-4605-b65b-a262c24890f1","2019-12-31T15:03:11",,,12,"12_10_2007","2019-11-19","Dakar 19"
"2019-12-31T15:03:03.000-00:00","","","","2019-12-31T15:04:51.000-00:00",10,2008,2008,"2019-11-19T10:29:00.000-00:00","2019-11-19T10:45:00.000-00:00","2019-11-20T09:00:00.000-00:00",2,,10,,,6,1,3,0,,,,5,1,3,0,,,,0,,,,,,,,,"","KB",0,,,"a046a509-8f7a-4d17-b01e-5fad4a877526","2019-12-31T15:04:58",,,12,"12_10_2008","2019-11-19","Dakar 19"
"2019-12-31T15:04:51.000-00:00","","","","2019-12-31T15:18:22.000-00:00",10,2009,2009,"2019-11-19T10:32:00.000-00:00","2019-11-19T10:45:00.000-00:00","2019-11-20T09:00:00.000-00:00",2,,10,,,6,1,3,1,,,,5,1,3,0,,,,0,,,,,,,,,"","KB",0,,,"776f2f49-7ffc-49d7-b573-1f8b47f2b94f","2019-12-31T15:18:30",,,12,"12_10_2009","2019-11-19","Dakar 19"
"2019-12-31T15:18:23.000-00:00","","","","2019-12-31T15:19:57.000-00:00",10,2010,2010,"2019-11-19T10:36:00.000-00:00","2019-11-19T10:45:00.000-00:00","2019-11-20T09:00:00.000-00:00",2,,10,,,6,1,3,0,,,,5,1,3,0,,,,0,,,,,,,,,"","KB",0,,,"c3dd17f9-bfc7-46f1-8620-476b65e2bbb6","2019-12-31T15:20:05",,,12,"12_10_2010","2019-11-19","Dakar 19"
"2019-12-31T15:19:57.000-00:00","","","","2019-12-31T16:38:59.000-00:00",8,5001,5001,"2019-11-21T08:30:00.000-00:00","2019-11-21T09:10:00.000-00:00","2019-11-23T08:00:00.000-00:00",2,,,10,,6,1,1,,,,,5,1,1,,,,,0,,,,,,,,,"","NASK",1,,,"09b22ef8-30ec-4c1b-bff2-9f0c7c39b3fc","2019-12-31T16:39:08",,,12,"12_08_5001","2019-11-21","Dakar 19"
"2019-12-31T16:38:59.000-00:00","","","","2019-12-31T16:42:52.000-00:00",8,5002,5002,"2019-11-21T08:30:00.000-00:00","2019-11-21T09:10:00.000-00:00","2019-11-23T08:00:00.000-00:00",2,,,10,,6,1,3,1,,,,5,1,3,0,,,,0,,,,,,,,,"","NASK",0,,,"708d90f1-ab0c-4089-a9d1-8df7d6493174","2019-12-31T16:43:00",,,12,"12_08_5002","2019-11-21","Dakar 19"
"2019-12-31T16:42:52.000-00:00","","","","2019-12-31T16:47:04.000-00:00",8,5003,5003,"2019-11-21T08:30:00.000-00:00","2019-11-21T09:10:00.000-00:00","2019-11-23T08:00:00.000-00:00",2,,,10,,6,1,1,,,,,5,1,1,,,,,0,,,,,,,,,"","NASK",0,,,"029d024d-c468-4d5d-9586-c3f986019d2c","2019-12-31T16:47:09",,,12,"12_08_5003","2019-11-21","Dakar 19"
"2019-12-31T16:50:10.000-00:00","","","","2020-01-02T07:51:59.000-00:00",8,5005,5005,"2019-11-21T08:30:00.000-00:00","2019-11-21T09:10:00.000-00:00","2019-11-23T08:00:00.000-00:00",2,,,10,,5,1,1,,,,,4,1,1,,,,,0,,,,,,,,,"","NASK",0,,,"85d76cfa-f859-4f86-94f8-047a155a2868","2020-01-02T07:52:12",,,12,"12_08_5005","2019-11-21","Dakar 19"
"2020-01-02T07:52:00.000-00:00","","","","2020-01-02T08:33:16.000-00:00",8,5006,5006,"2019-11-22T09:45:00.000-00:00","2019-11-22T10:05:00.000-00:00","2019-11-24T10:15:00.000-00:00",2,,,10,,5,1,3,0,,,,4,1,3,0,,,,0,,,,,,,,,"","NASK",0,,,"cea02a6d-5c4a-46e2-b088-a8d7f7eb6158","2020-01-02T08:33:27",,,12,"12_08_5006","2019-11-22","Dakar 19"
"2020-01-02T08:33:16.000-00:00","","","","2020-01-02T08:35:45.000-00:00",8,5007,5007,"2019-11-22T09:45:00.000-00:00","2019-11-22T10:05:00.000-00:00","2019-11-24T10:15:00.000-00:00",2,,,10,,5,1,3,0,,,,4,1,3,0,,,,0,,,,,,,,,"","NASK",0,,,"2daf659a-38ed-4a30-9734-67a536ad7d78","2020-01-02T08:35:57",,,12,"12_08_5007","2019-11-22","Dakar 19"
"2020-01-02T08:35:45.000-00:00","","","","2020-01-02T08:37:34.000-00:00",8,5008,5008,"2019-11-22T09:45:00.000-00:00","2019-11-22T10:05:00.000-00:00","2019-11-24T10:15:00.000-00:00",2,,,10,,5,1,1,,,,,4,1,1,,,,,0,,,,,,,,,"","NASK",0,,,"ee993908-6542-45f1-989a-317cfebe818e","2020-01-02T08:37:46",,,12,"12_08_5008","2019-11-22","Dakar 19"
"2020-01-02T08:37:34.000-00:00","","","","2020-01-02T08:40:00.000-00:00",8,5009,5009,"2019-11-22T09:45:00.000-00:00","2019-11-22T10:05:00.000-00:00","2019-11-24T10:15:00.000-00:00",2,,,10,,5,1,1,,,,,4,1,3,0,,,,0,,,,,,,,,"","NASK",0,,,"306e99e5-8540-4580-926d-e7f8e315e571","2020-01-02T08:40:12",,,12,"12_08_5009","2019-11-22","Dakar 19"
"2020-01-02T08:40:00.000-00:00","","","","2020-01-02T08:44:46.000-00:00",8,5010,5010,"2019-11-22T09:45:00.000-00:00","2019-11-22T10:05:00.000-00:00","2019-11-24T10:15:00.000-00:00",2,,,10,,5,1,1,,,,,4,1,3,0,,,,0,,,,,,,,,"","NASK",0,,,"78eaa6de-76cb-418e-ae72-236239998cd0","2020-01-02T08:44:59",,,12,"12_08_5010","2019-11-22","Dakar 19"
"2020-01-03T08:17:11.000-00:00","","","","2020-01-03T08:31:40.000-00:00",2,1011,1011,"2019-12-24T11:30:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,180.18,,,,7,1,1,,,,,6,1,1,,,,,0,,,,,,,,,"","AMS",1,,,"7b79e4cd-9f13-40e6-bc9d-cdc2ab61ac5d","2020-01-03T08:31:48",,,12,"12_02_1011","2019-12-24","Dakar 19"
"2020-01-03T08:31:41.000-00:00","","","","2020-01-03T08:37:11.000-00:00",2,1012,1012,"2019-12-24T11:32:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,103.6,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","AMS",0,,,"bb713ffc-2a73-443a-bfed-eebd7c88e91d","2020-01-03T08:37:18",,,12,"12_02_1012","2019-12-24","Dakar 19"
"2020-01-03T08:37:11.000-00:00","","","","2020-01-03T08:39:12.000-00:00",2,1013,1013,"2019-12-24T11:35:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,21.3,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","AMS",0,,,"2afb2468-3cfa-493b-8bff-cd6a93a0cd47","2020-01-03T08:39:20",,,12,"12_02_1013","2019-12-24","Dakar 19"
"2020-01-03T08:39:12.000-00:00","","","","2020-01-03T08:41:16.000-00:00",2,1014,1014,"2019-12-24T11:37:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,95.2,,,,7,1,1,,,,,6,1,3,50,,,,0,,,,,,,,,"","AMS",1,,,"5c468176-f3d9-4660-9ca3-c0993764f514","2020-01-03T08:41:24",,,12,"12_02_1014","2019-12-24","Dakar 19"
"2020-01-03T08:41:16.000-00:00","","","","2020-01-03T08:43:21.000-00:00",2,1015,1015,"2019-12-24T11:39:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,140.8,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","AMS",0,,,"765fcaaf-ecc3-415d-83b1-03369657efcc","2020-01-03T08:43:29",,,12,"12_02_1015","2019-12-24","Dakar 19"
"2020-01-03T08:43:21.000-00:00","","","","2020-01-03T08:45:19.000-00:00",2,1016,1016,"2019-12-24T11:42:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,209.2,,,,7,1,3,2,,,,6,1,3,0,,,,0,,,,,,,,,"","AMS",0,,,"6f533449-ae12-462a-8222-233abd5755a6","2020-01-03T08:45:27",,,12,"12_02_1016","2019-12-24","Dakar 19"
"2020-01-03T08:45:19.000-00:00","","","","2020-01-03T08:47:37.000-00:00",2,1017,1017,"2019-12-24T11:44:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,74.3,,,,7,1,3,8,,,,6,1,3,1,,,,0,,,,,,,,,"","AMS",0,,,"87332734-95ed-4e44-8549-c6ecf8ab7cde","2020-01-03T08:47:45",,,12,"12_02_1017","2019-12-24","Dakar 19"
"2020-01-03T08:47:37.000-00:00","","","","2020-01-03T08:54:57.000-00:00",2,1018,1018,"2019-12-24T11:46:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T12:10:00.000-00:00",2,56.2,,,,7,1,3,0,,,,6,1,3,0,,,,0,,,,,,,,,"","AMS",0,,,"da98068b-f142-45e3-b901-feac2e65ca22","2020-01-03T08:55:05",,,12,"12_02_1018","2019-12-24","Dakar 19"
"2020-01-03T08:54:57.000-00:00","","","","2020-01-03T09:04:32.000-00:00",2,1019,1019,"2019-12-24T11:48:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T11:30:00.000-00:00",2,98.4,,,,7,1,3,46,,,,6,1,3,10,,,,0,,,,,,,,,"","AMS",0,,,"582de9ea-82d7-4a36-bae6-97dc9c4eb546","2020-01-03T09:04:39",,,12,"12_02_1019","2019-12-24","Dakar 19"
"2020-01-03T09:04:32.000-00:00","","","","2020-01-03T09:07:45.000-00:00",2,1020,1020,"2019-12-24T11:50:00.000-00:00","2019-12-24T12:10:00.000-00:00","2019-12-25T01:11:00.000-00:00",2,152.5,,,,7,1,3,84,,,,6,1,3,13,,,,0,,,,,,,,,"","AMS",0,,,"c70a3198-5bd2-4da9-ad90-5c93cef83618","2020-01-03T09:07:52",,,12,"12_02_1020","2019-12-24","Dakar 19"
"2020-01-03T09:07:45.000-00:00","","","","2020-01-03T09:24:16.000-00:00",3,3021,3021,"2019-11-21T16:45:00.000-00:00","2019-11-21T16:50:00.000-00:00","2019-11-23T15:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MRS",0,,,"6cc32eaa-99d9-4ac9-934f-dd3f890e95e8","2020-01-03T09:24:23",,,12,"12_03_3021","2019-11-21","Dakar 19"
"2020-01-03T09:24:16.000-00:00","","","","2020-01-03T09:28:02.000-00:00",3,3022,3022,"2019-11-21T16:45:00.000-00:00","2019-11-21T16:50:00.000-00:00","2019-11-25T15:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MRS",0,,,"6fe00115-2553-4e77-9ee2-8df1086d8f41","2020-01-03T09:28:09",,,12,"12_03_3022","2019-11-21","Dakar 19"
"2020-01-03T09:28:02.000-00:00","","","","2020-01-03T09:41:18.000-00:00",3,3023,3023,"2019-11-21T16:45:00.000-00:00","2019-11-21T16:50:00.000-00:00","2019-11-23T15:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MRS",0,,,"702effca-ccb9-4de0-8369-cd70b9ac43d8","2020-01-03T09:41:25",,,12,"12_03_3023","2019-11-21","Dakar 19"
"2020-01-03T09:41:18.000-00:00","","","","2020-01-03T09:44:36.000-00:00",3,3024,3024,"2019-11-21T16:45:00.000-00:00","2019-11-21T16:50:00.000-00:00","2019-11-23T15:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MRS",0,,,"0cd9956b-35ba-40a1-9b69-8bccdd5efdde","2020-01-03T09:44:44",,,12,"12_03_3024","2019-11-21","Dakar 19"
"2020-01-03T09:44:36.000-00:00","","","","2020-01-03T09:46:49.000-00:00",3,3025,3025,"2019-11-21T16:45:00.000-00:00","2019-11-21T16:50:00.000-00:00","2019-11-23T15:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MRS",0,,,"ea28e35a-5ce9-466e-bd10-7a71ac19ce13","2020-01-03T09:46:57",,,12,"12_03_3025","2019-11-21","Dakar 19"
"2020-01-03T09:46:49.000-00:00","","","","2020-01-03T09:55:26.000-00:00",3,3026,3026,"2019-11-26T11:45:00.000-00:00","2019-11-26T11:55:00.000-00:00","2019-11-28T09:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"82994e13-63a3-4834-8fb1-0125e21af784","2020-01-03T09:55:35",,,12,"12_03_3026","2019-11-26","Dakar 19"
"2020-01-03T09:55:26.000-00:00","","","","2020-01-03T10:12:35.000-00:00",3,3027,3027,"2019-11-26T11:45:00.000-00:00","2019-11-26T11:55:00.000-00:00","2019-11-28T09:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"4947b954-1aaa-491c-9c42-b25c3e6f0664","2020-01-03T10:12:42",,,12,"12_03_3027","2019-11-26","Dakar 19"
"2020-01-03T10:12:35.000-00:00","","","","2020-01-03T10:22:17.000-00:00",3,3028,3028,"2019-11-26T11:45:00.000-00:00","2019-11-26T11:55:00.000-00:00","2019-11-28T09:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"38aa0c19-c91b-43b3-98e7-98a485f8c802","2020-01-03T10:22:25",,,12,"12_03_3028","2019-11-26","Dakar 19"
