"lab_start_dt","subscriberid","simserial","deviceid","lab_end_dt","lab_sample_type","lab_id","lab_id_val","lab_processing","lab_incubator_placed","lab_incubator_removed","lab_analysis","lab_p_weight","lab_sf_weight","lab_pa_weight","lab_1_note","lab_1_dil_tested","lab_1_volume","lab_1_ecoli_reading_membrane","lab_1_ecoli_membrane","lab_1_ecoli_reading_idexx","lab_1_ecoli_big_idexx","lab_1_ecoli_small_idexx","lab_2_dil_tested","lab_2_volume","lab_2_ecoli_reading_membrane","lab_2_ecoli_membrane","lab_2_ecoli_reading_idexx","lab_2_ecoli_big_idexx","lab_2_ecoli_small_idexx","lab_3_dilution_performed","lab_3_dil_tested","lab_3_volume","lab_3_ecoli_reading_membrane","lab_3_ecoli_membrane","lab_3_ecoli_reading_idexx","lab_3_ecoli_big_idexx","lab_3_ecoli_small_idexx","lab_closing_group","lab_notes","lab_enum","lab_photo","X__version__","X_id","X_uuid","X_submission_time","X_index","lab_extra_data","dply_num","lab_UID","lab_date","citylabel"
"2019-12-18T10:29:09.000-00:00","","","","2019-12-18T10:32:20.000-00:00",3,3006,3006,"2019-11-18T15:45:00.000-00:00","2019-11-18T16:25:00.000-00:00","2019-11-20T16:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"ccba5e5c-f9f5-405e-83dd-0489d32897f4","2019-12-18T12:04:33",,,12,"12_03_3006","2019-11-18","Dakar 19"
"2019-12-18T10:32:20.000-00:00","","","","2019-12-18T10:40:23.000-00:00",3,3007,3007,"2019-11-18T15:45:00.000-00:00","2019-11-18T16:25:00.000-00:00","2019-11-20T16:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"f9b32b04-e42c-4f0e-8e2f-db2c64cd8ca0","2019-12-18T12:04:33",,,12,"12_03_3007","2019-11-18","Dakar 19"
"2019-12-18T10:40:24.000-00:00","","","","2019-12-18T10:42:38.000-00:00",3,3008,3008,"2019-11-18T15:45:00.000-00:00","2019-11-18T16:25:00.000-00:00","2019-11-20T16:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"c6f78bbd-e985-497f-bacc-f056c039f1e3","2019-12-18T12:04:34",,,12,"12_03_3008","2019-11-18","Dakar 19"
"2019-12-18T10:42:39.000-00:00","","","","2019-12-18T10:44:35.000-00:00",3,3009,3009,"2019-11-18T15:45:00.000-00:00","2019-11-18T16:25:00.000-00:00","2019-11-20T16:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"51a51691-7065-4207-b3d7-d5b9b8fcd437","2019-12-18T12:04:35",,,12,"12_03_3009","2019-11-18","Dakar 19"
"2019-12-18T10:44:36.000-00:00","","","","2019-12-18T10:47:30.000-00:00",3,3010,3010,"2019-11-18T15:45:00.000-00:00","2019-11-18T16:25:00.000-00:00","2019-11-20T16:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"568f518c-bd6c-4a6f-996b-eb66a736bed3","2019-12-18T12:04:35",,,12,"12_03_3010","2019-11-18","Dakar 19"
"2019-12-19T16:37:08.000-00:00","","","","2019-12-19T16:39:18.000-00:00",3,3012,3012,"2019-11-19T15:20:00.000-00:00","2019-11-19T15:30:00.000-00:00","2019-11-21T14:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","KB",0,,,"74a7b68a-c8e3-4111-8f22-5b0b0685c4e9","2019-12-19T16:39:27",,,12,"12_03_3012","2019-11-19","Dakar 19"
"2019-12-19T16:39:19.000-00:00","","","","2019-12-19T16:45:16.000-00:00",3,3013,3013,"2019-11-19T15:20:00.000-00:00","2019-11-19T15:30:00.000-00:00","2019-11-21T14:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"02de09db-effd-4788-bf03-863bb21f341f","2019-12-19T16:45:25",,,12,"12_03_3013","2019-11-19","Dakar 19"
"2019-12-19T16:45:17.000-00:00","","","","2019-12-19T16:51:42.000-00:00",3,3014,3014,"2019-11-19T15:20:00.000-00:00","2019-11-19T15:30:00.000-00:00","2019-11-21T14:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"0c7ff2b1-90a1-47ca-a620-dfc30ffa2808","2019-12-19T16:51:52",,,12,"12_03_3014","2019-11-19","Dakar 19"
"2019-12-19T16:48:03.000-00:00","","","","2019-12-19T16:52:11.000-00:00",3,3015,3015,"2019-11-19T15:20:00.000-00:00","2019-11-19T15:30:00.000-00:00","2019-11-21T14:30:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"15e9aa26-ea70-4fe3-a781-97b9d9367f9c","2019-12-19T16:52:20",,,12,"12_03_3015","2019-11-19","Dakar 19"
"2019-12-20T09:26:16.000-00:00","","","","2019-12-20T10:05:48.000-00:00",3,3016,3016,"2019-11-20T10:45:00.000-00:00","2019-11-20T10:50:00.000-00:00","2019-11-22T11:00:00.000-00:00",2,,,,,7,100,3,0,,,,6,100,3,0,,,,0,,,,,,,,,"","MD",0,,,"9d9028e8-bcce-4616-a632-f534467904b4","2019-12-20T10:05:54",,,12,"12_03_3016","2019-11-20","Dakar 19"
