"col_start_dt","subscriberid","simserial","deviceid","col_end_dt","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_rainweek","col_rainmon","col_pa_group","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_group","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_group","col_f_latrine_distance","col_p_group","col_p_type","col_p_type_other","col_p_num_note","col_p_num","col_dw_group","col_dw_type","col_dw_type_other","col_dw_container","col_dw_container_lid","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_l_group","col_l_toilet_type","col_l_toilet_type_other","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_group","col_s_type","col_s_type_other","col_d_group","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_prompt","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_o_type","col_o_type_other","col_close","col_notes","col_enum","col_photo","X__version__","X_id","X_uuid","X_submission_time","X_index","col_extra_data","dply_num","col_UID","col_date","col_sample_type_alt","neighb_UID","city","citylabel"
"2018-11-22T11:59:00.000+03",,,,"",5,3,1012,1012,"","0.33369333333333334 32.62843 1173.0 5.9",0.333693333,32.62843,1173,5.9,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0,0,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"da2d2f6c-bccc-4db2-bc54-b5a6c204aff1","2018-11-26T17:47:43",,1,9,"09_03_1012","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T12:01:00.000+03",,,,"",5,3,1013,1013,"","0.33337833333333333 32.62844666666667 1173.0 10.1",0.333378333,32.62844667,1173,10.1,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0.1,0.2,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"0ba87b09-d209-44b4-a42f-db526ef1e96d","2018-11-26T17:47:45",,1,9,"09_03_1013","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T13:04:00.000+03",,,,"",5,3,1014,1014,"","0.3334816666666667 32.62882666666667 1206.8 9.8",0.333481667,32.62882667,1206.8,9.8,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0,0,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"5d84410f-09e9-469b-8bb1-69564cb3c40a","2018-11-26T17:47:47",,1,9,"09_03_1014","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T12:09:00.000+03",,,,"",5,3,1015,1015,"","0.3335233333333333 32.62873666666667 1210.3 4.5",0.333523333,32.62873667,1210.3,4.5,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0.2,0.2,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"a847dd52-1b98-4125-bf3e-85a244b1f58a","2018-11-26T17:47:50",,1,9,"09_03_1015","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T11:13:00.000+03",,,,"",5,3,1016,1016,"","0.33413166666666666 32.62836666666667 1206.5 6.7",0.334131667,32.62836667,1206.5,6.7,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0.2,0.2,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"4bb2cc89-c79d-4813-a992-73b73e457ea5","2018-11-26T17:47:52",,1,9,"09_03_1016","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T11:18:00.000+03",,,,"",5,3,1017,1017,"","0.33470833333333333 32.628748333333334 1206.5 10.6",0.334708333,32.62874833,1206.5,10.6,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0.1,0.1,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"942ffb04-6ff5-42e4-b164-7a19f035a569","2018-11-26T17:47:54",,1,9,"09_03_1017","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T11:41:00.000+03",,,,"",5,3,1018,1018,"","0.33416666666666667 32.62871666666667 1206.5 4.7",0.334166667,32.62871667,1206.5,4.7,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0,0,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"4d60a31e-b177-4f42-8c2a-a99fd9f6f2cc","2018-11-26T17:47:56",,1,9,"09_03_1018","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T11:42:00.000+03",,,,"",5,3,1019,1019,"","0.33417166666666664 32.62867666666667 1206.4 4.6",0.334171667,32.62867667,1206.4,4.6,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0.1,0.1,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"7fd6d70a-b60b-4dad-b8f1-7e2eb3f05c0a","2018-11-26T17:47:58",,1,9,"09_03_1019","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2018-11-22T11:44:00.000+03",,,,"",5,3,1020,1020,"","0.3340883333333334 32.628685000000004 1206.4 3.9",0.334088333,32.628685,1206.4,3.9,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,0,0,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"1a5e039f-0d54-420d-b0ae-9678d6dc37c4","2018-11-26T17:48:00",,1,9,"09_03_1020","2018-11-22","Drinking Water",905,"Kampala","Kampala 18"
"2019-01-09T11:03:00.000+03",,,,"",2,3,1021,1021,"","0.34395666666666663 32.58806333333334 1186.4 4.8",0.343956667,32.58806333,1186.4,4.8,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"48ecea78-f96f-44ed-9c46-9ccbbafc3c53","2019-01-17T13:37:36",,1,9,"09_03_1021","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T11:10:00.000+03",,,,"",2,3,1022,1022,"","0.34404833333333334 32.587985 1177.5 5.0",0.344048333,32.587985,1177.5,5,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"2a5cdb1a-fc0b-4d08-99e1-b4eaf3681a9c","2019-01-17T13:37:41",,1,9,"09_03_1022","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T11:15:00.000+03",,,,"",2,3,1023,1023,"","0.3442233333333334 32.588103333333336 1173.4 4.9",0.344223333,32.58810333,1173.4,4.9,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"f0e5c880-d533-444f-8850-c0d8006313a0","2019-01-17T13:37:46",,1,9,"09_03_1023","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T11:23:00.000+03",,,,"",2,3,1024,1024,"","0.34492666666666666 32.58791166666666 1204.9 4.9",0.344926667,32.58791167,1204.9,4.9,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"3ce72cdf-2466-414c-8d88-dd16b9398988","2019-01-17T13:39:24",,1,9,"09_03_1024","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T11:36:00.000+03",,,,"",2,3,1025,1025,"","0.34456666666666663 32.587464999999995 1162.7 4.9",0.344566667,32.587465,1162.7,4.9,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"b1be79d2-b2c7-4d3e-a76d-1fb2df5f0e9f","2019-01-17T13:39:34",,1,9,"09_03_1025","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T11:42:00.000+03",,,,"",2,3,1026,1026,"","0.34486500000000003 32.58726 1150.0 4.7",0.344865,32.58726,1150,4.7,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"dcdad963-523d-47d5-9f8e-efeca1fe1611","2019-01-17T13:39:39",,1,9,"09_03_1026","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T12:12:00.000+03",,,,"",2,3,1027,1027,"","0.34426166666666663 32.586825 1174.0 4.3",0.344261667,32.586825,1174,4.3,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"798b44f1-cf06-4ecd-82df-6c8d6cd8c274","2019-01-17T13:39:54",,1,9,"09_03_1027","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T12:27:00.000+03",,,,"",2,3,1028,1028,"","0.3438916666666667 32.58707666666667 1165.5 4.8",0.343891667,32.58707667,1165.5,4.8,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"6e91652c-2b68-4362-910e-571e2fc16384","2019-01-17T13:40:00",,1,9,"09_03_1028","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T12:34:00.000+03",,,,"",2,3,1029,1029,"","0.3436416666666667 32.58705833333333 1186.7 5.0",0.343641667,32.58705833,1186.7,5,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,4,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"16a56e3f-cf33-45ac-9ed0-bb58a5791b9c","2019-01-17T13:40:13",,1,9,"09_03_1029","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-09T16:27:00.000+03",,,,"",2,3,1030,1030,"","0.34552333333333335 32.59231 1177.4 4.9",0.345523333,32.59231,1177.4,4.9,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"c44f1c4a-a3a8-4de0-8b91-f44da3a23e82","2019-01-18T11:36:39",,1,9,"09_03_1030","2019-01-09","Drinking Water",902,"Kampala","Kampala 18"
"2019-01-14T12:21:00.000+03",,,,"",4,3,1031,1031,"","0.278715 32.553311666666666 1151.1 5.0",0.278715,32.55331167,1151.1,5,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"b0823d17-2bd8-489d-b3d5-c06758d5e749","2019-01-14T14:09:14",,1,9,"09_03_1031","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T12:32:00.000+03",,,,"",4,3,1032,1032,"","0.2785183333333333 32.55312166666667 1176.1 4.7",0.278518333,32.55312167,1176.1,4.7,1,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"25ead6ab-4c1c-4aee-9557-750f9edf3766","2019-01-14T14:09:16",,1,9,"09_03_1032","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T12:43:00.000+03",,,,"",4,3,1033,1033,"","0.2788983333333333 32.55247833333333 1195.2 5.0",0.278898333,32.55247833,1195.2,5,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"a4c56673-73ec-4895-9658-4aadedac393f","2019-01-14T14:09:23",,1,9,"09_03_1033","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T12:51:00.000+03",,,,"",4,3,1034,1034,"","0.27943666666666667 32.55276 1176.3 5.0",0.279436667,32.55276,1176.3,5,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"ec0f3220-3bdb-4a12-9427-27ff18515abb","2019-01-14T14:09:25",,1,9,"09_03_1034","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T12:56:00.000+03",,,,"",4,3,1035,1035,"","0.27963499999999997 32.55268 1180.3 5.0",0.279635,32.55268,1180.3,5,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"d565fab5-51d5-47a0-ba82-18dbe14859d0","2019-01-14T14:09:27",,1,9,"09_03_1035","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T13:02:00.000+03",,,,"",4,3,1036,1036,"","0.2801166666666666 32.55260166666667 1188.7 4.7",0.280116667,32.55260167,1188.7,4.7,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"d37643cb-480e-45bf-bb39-01e4b29d145a","2019-01-14T14:09:29",,1,9,"09_03_1036","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T13:11:00.000+03",,,,"",4,3,1037,1037,"","0.27981833333333334 32.55173666666667 1184.6 5.0",0.279818333,32.55173667,1184.6,5,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"8d03d3ac-0c30-45f5-8c4a-9b79befe599e","2019-01-14T14:09:31",,1,9,"09_03_1037","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T13:15:00.000+03",,,,"",4,3,1038,1038,"","0.2797483333333333 32.551695 1189.0 4.8",0.279748333,32.551695,1189,4.8,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"a44d8921-cacf-436b-8887-39782f55a538","2019-01-14T14:09:33",,1,9,"09_03_1038","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T13:23:00.000+03",,,,"",4,3,1039,1039,"","0.28004833333333334 32.551696666666665 1186.8 4.2",0.280048333,32.55169667,1186.8,4.2,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"b0047b5b-3ee1-4fda-8223-ed69f5169d37","2019-01-14T14:09:35",,1,9,"09_03_1039","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2019-01-14T13:27:00.000+03",,,,"",4,3,1040,1040,"","0.28012333333333334 32.55179833333333 1187.1 4.3",0.280123333,32.55179833,1187.1,4.3,2,0,1,,,,,"",,,,"",,,,,,,,,,"",,,,3,"",0,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"520e0056-99df-4489-97ad-58f216d507e2","2019-01-14T14:09:37",,1,9,"09_03_1040","2019-01-14","Drinking Water",904,"Kampala","Kampala 18"
"2018-11-16T11:52:00.000+03",,,,"",3,33,1051,1051,"","",,,,,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"b1bca057-45f2-42d4-860c-6ba056af3a07","2019-01-14T14:17:59",,1,9,"09_33_1051","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2018-11-16T12:24:00.000+03",,,,"",3,33,1052,1052,"","0.36133666666666664 32.55972 1163.3 5.0",0.361336667,32.55972,1163.3,5,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"01ffc04e-4c43-4264-855e-da6b1eed7152","2018-11-26T17:45:37",,1,9,"09_33_1052","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2018-11-16T12:25:00.000+03",,,,"",3,33,1053,1053,"","0.3608116666666667 32.55971 1163.4 4.4",0.360811667,32.55971,1163.4,4.4,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"58d8f025-2cee-49b4-896f-9e80486b4cdf","2018-11-26T17:45:39",,1,9,"09_33_1053","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2018-11-16T13:06:00.000+03",,,,"",3,33,1054,1054,"","0.35645666666666664 32.56171166666666 1179.0 4.9",0.356456667,32.56171167,1179,4.9,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"65c8ddc1-50bd-4757-a42a-d2257a8a1701","2019-01-14T14:18:06",,1,9,"09_33_1054","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2019-01-17T13:28:00.000+03",,,,"",3,33,1055,1055,"","0.35839 32.56138 1139.7 4.9",0.35839,32.56138,1139.7,4.9,2,1,,,,,,"",,,4,"",1,1,,,,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"35a368f4-5dd6-4a99-b3fa-7c308d3afbd4","2019-01-17T15:00:01",,1,9,"09_33_1055","2019-01-17","Spring Water",903,"Kampala","Kampala 18"
"2018-11-16T12:46:00.000+03",,,,"",3,33,1056,1056,"","0.3583983333333334 32.56136166666667 1164.5 4.2",0.358398333,32.56136167,1164.5,4.2,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"6b3c1ea8-9be0-4477-b9cb-39b840dd5093","2018-11-26T17:45:46",,1,9,"09_33_1056","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2019-01-17T13:37:00.000+03",,,,"",3,33,1057,1057,"","0.36000166666666666 32.560595 1152.7 5.0",0.360001667,32.560595,1152.7,5,2,1,,,,,,"",,,4,"",0,,,,,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"28d9c399-48e7-4ffb-a971-d958adb34fad","2019-01-17T15:00:06",,1,9,"09_33_1057","2019-01-17","Spring Water",903,"Kampala","Kampala 18"
"2018-11-16T12:29:00.000+03",,,,"",3,33,1059,1059,"","0.36044166666666666 32.55919166666667 1163.3 4.7",0.360441667,32.55919167,1163.3,4.7,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"a493e8f2-4c88-4c92-adf9-7f0869f1c7ac","2018-11-26T17:45:40",,1,9,"09_33_1059","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2018-11-16T12:32:00.000+03",,,,"",3,33,1060,1060,"","0.36049666666666663 32.55916833333333 1163.9 5.0",0.360496667,32.55916833,1163.9,5,1,1,,,,,,"",,,1,"",0,,0,0,0,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"ff953154-618e-4f63-ae00-f78e61fc3c8b","2018-11-26T17:45:42",,1,9,"09_33_1060","2018-11-16","Spring Water",903,"Kampala","Kampala 18"
"2019-01-29T10:24:00.000+03",,,,"",5,33,1061,1061,"","0.33545833333333336 32.63482666666666 1169.4 4.9",0.335458333,32.63482667,1169.4,4.9,1,1,,,,,,"",,,4,"",0,,,,,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Masaba Chris",1,,,"1838e0e2-2337-411e-aa9c-5c858d08f992","2019-01-30T07:51:05",,1,9,"09_33_1061","2019-01-29","Spring Water",905,"Kampala","Kampala 18"
"2018-11-23T13:23:00.000+03",,,,"",5,33,1062,1062,"","0.33266333333333337 32.63596166666667 1169.8 4.9",0.332663333,32.63596167,1169.8,4.9,1,0,1,,,,,"",,,5,"",0,,,,,,,,,"",,,,,"",,,,,,,,"",,,,,,,"",,,,,,"",,,,,,,,,,,,"",,,,"","Constance",1,,,"9dd3cbed-e813-4d69-b758-57a335bcba47","2018-11-26T17:48:04",,1,9,"09_33_1062","2018-11-23","Spring Water",905,"Kampala","Kampala 18"
