sample_type,sampleid,col_start_dt,ec_conc,dil1,dil2,dil3,r1,r2,r3,check1,check2,check3,any_diff
6,FW1003,2019-08-08,90000,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
7,LS1002,2019-05-15,4,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1003,2019-05-15,8,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1004,2019-05-15,8,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1005,2019-05-22,136,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1006,2019-05-22,8,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1007,2019-05-22,80,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1008,2019-05-29,8,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1009,2019-05-29,1200,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1010,2019-09-02,800,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1011,2019-09-02,800,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS1012,2019-09-02,124,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS2001,2020-02-04,2,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
7,LS2001OLD,2019-05-08,80000,10,0.1,NA,10,1,NA,Good,Bad,NA,Bad
8,SL1001,2019-05-27,20200,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1002,2019-05-27,98,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1003,2019-06-03,54,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1004,2019-06-03,36000,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1005,2019-07-23,1440,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1006,2019-07-23,1,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1007,2019-07-31,520,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1008,2019-07-31,1,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1009,2019-08-05,40000,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1010,2019-08-20,40000,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL1011,2019-08-29,100,0.01,0.001,NA,0.1,0.01,0.001,Bad,Bad,NA,Bad
8,SL1012,2019-09-02,100,0.01,0.001,NA,0.1,0.01,0.001,Bad,Bad,NA,Bad
8,SL1013,2019-09-11,3600,0.01,0.001,NA,0.1,0.01,0.001,Bad,Bad,NA,Bad
8,SL2001,2020-01-15,400,0.01,0.001,1e-4,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL2001OLD,2019-05-06,40000,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL2002,2020-01-27,1600,0.01,0.001,1e-4,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL2002OLD,2019-05-06,NA,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL2003OLD,2019-05-13,100,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
8,SL2004OLD,2019-05-13,1,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1001,2019-05-14,2700000,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1002,2019-05-14,540,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1003,2019-05-21,6209.999999999999,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1004,2019-05-21,270,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1005,2019-05-28,109350,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1006,2019-05-28,720000,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1007,2019-06-04,270,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1009,2019-07-24,459,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1010,2019-07-24,36000,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1011,2019-08-29,3996,10,1,0.1,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF1013,2019-09-04,19962,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
10,SF2001OLD,2019-05-07,540,1,0.1,0.01,0.1,0.01,0.001,Bad,Bad,Bad,Bad
