col_neighborhood,col_sample_type,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_type,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_p_wash,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_odw_type,col_odw_container,col_odw_container_lid,col_odw_id,col_odw_cl_free,col_odw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_pubshare,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hhs,col_l_toilet_hw,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
1,1,1081,1081,2018-03-23T08:38:00.000+06,-15.426738835699307 28.23569304799984 1268.0176162413798 4.0,-15.42673884,28.23569305,1268.017616,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,2,2,n/a,0,0,0,0,1,1,1,1,1,n/a,n/a,n/a,Nancy and Wendy,1,uuid:f7b68fe0-77e6-424f-955e-0c180d1a42e0,f7b68fe0-77e6-424f-955e-0c180d1a42e0,2018-03-23T18:16:28,,
1,10,1082,1082,2018-03-23T08:48:00.000+06,-15.426403640596297 28.234156878407784 1278.0573199080209 4.0,-15.42640364,28.23415688,1278.05732,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Nancy and Wendy,1,uuid:623f4df3-6fbb-470d-856e-c20ffb461467,623f4df3-6fbb-470d-856e-c20ffb461467,2018-03-23T18:16:29,,
1,11,1086,1086,2018-03-23T09:06:00.000+06,-15.425881124035593 28.23084509954732 1283.9302275737386 4.0,-15.42588112,28.2308451,1283.930228,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Colorimeter ID couldn't dictate free 0 total 0.5
",Wendy and Na,1,uuid:e8185e6c-d6e7-40ba-b8ad-20b0151d7abe,e8185e6c-d6e7-40ba-b8ad-20b0151d7abe,2018-03-23T18:16:30,,
1,2,1083,1083,2018-03-23T09:29:00.000+06,-15.422364525617022 28.236490469787928 1284.8718466811424 4.0,-15.42236453,28.23649047,1284.871847,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Guava,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:f1485c0a-6331-4f85-a801-3e61469b6d58,f1485c0a-6331-4f85-a801-3e61469b6d58,2018-03-23T18:16:30,,
1,11,1087,1087,2018-03-23T08:00:00.000+02,-15.423933697094775 28.235922968302834 1276.31669054394 4.0,-15.4239337,28.23592297,1276.316691,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:13215062-5a06-4802-9a7c-ea1007914c64,13215062-5a06-4802-9a7c-ea1007914c64,2018-03-23T18:20:16,,
1,3,1118,1118,2018-03-25T08:17:00.000+02,-15.44019068 28.22795376 1278.0 4.0,-15.44019068,28.22795376,1278,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,1,1,1,0,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan,1,uuid:f3f05f64-4817-4031-b9e8-6df2d1ce4bc4,f3f05f64-4817-4031-b9e8-6df2d1ce4bc4,2018-03-25T17:40:40,,
1,11,1095,1095,2018-03-24T07:58:00.000+06,-15.421129823166154 28.223218422060985 1270.3903988628144 4.0,-15.42112982,28.22321842,1270.390399,4,2,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nancy,1,uuid:e81f596a-1a5c-49a6-863d-30b5fb646754,e81f596a-1a5c-49a6-863d-30b5fb646754,2018-03-25T17:40:40,,
1,11,1116,1116,2018-03-25T08:25:00.000+02,-15.44105872 28.22835797 1264.0 3.0,-15.44105872,28.22835797,1264,3,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan,1,uuid:49a1dca1-72d2-4b82-92ca-c258393e92b7,49a1dca1-72d2-4b82-92ca-c258393e92b7,2018-03-25T17:40:42,,
1,7,1098,1098,2018-03-24T08:10:00.000+06,-15.422570730039524 28.222928402349858 1279.0690865412457 4.0,-15.42257073,28.2229284,1279.069087,4,2,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,1,2,0,25,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:972e5897-53d8-4476-b975-d36635fe0744,972e5897-53d8-4476-b975-d36635fe0744,2018-03-25T17:40:42,,
1,11,1117,1117,2018-03-25T08:37:00.000+02,-15.44183346 28.22841073 1261.0 6.0,-15.44183346,28.22841073,1261,6,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan,1,uuid:57aa0a0d-6a80-4a42-83fb-106b1e37bc44,57aa0a0d-6a80-4a42-83fb-106b1e37bc44,2018-03-25T17:40:43,,
1,8,1089,1089,2018-03-24T08:22:00.000+06,-15.422254669276697 28.22280621499403 1276.368133035062 4.0,-15.42225467,28.22280621,1276.368133,4,1,0,0,1,4,3,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nancy and Wendy,1,uuid:8eebff2d-f746-49c7-b06f-4d9355d06148,8eebff2d-f746-49c7-b06f-4d9355d06148,2018-03-25T17:40:43,,
1,10,1091,1091,2018-03-24T08:41:00.000+06,-15.42185845951461 28.22189297743329 1266.138180358221 4.0,-15.42185846,28.22189298,1266.13818,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Nancy kamulete,1,uuid:fee74500-4ddb-4f1e-be8b-ee92c082ebc1,fee74500-4ddb-4f1e-be8b-ee92c082ebc1,2018-03-25T17:40:44,,
1,6,1093,1093,2018-03-24T08:56:00.000+06,-15.42111396025731 28.222042953659994 1269.105225218946 4.0,-15.42111396,28.22204295,1269.105225,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Floodwater,Nancy and Wendy,1,uuid:ebdaac4c-4e5e-40d8-824d-e3f76f821771,ebdaac4c-4e5e-40d8-824d-e3f76f821771,2018-03-25T17:40:45,,
1,3,1099,1099,2018-03-24T09:12:00.000+06,-15.423926472980941 28.221652939861272 1276.1207129588663 4.0,-15.42392647,28.22165294,1276.120713,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,1,1,1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:b3a885ad-c1ee-47fc-ab45-8a0e129a0afd,b3a885ad-c1ee-47fc-ab45-8a0e129a0afd,2018-03-25T17:40:46,,
1,11,1110,1110,2018-03-25T09:11:00.000+06,-15.431272184283836 28.220312887025074 1268.2358570641481 4.0,-15.43127218,28.22031289,1268.235857,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Borehole water,Nancy and Wendy,1,uuid:e381ae34-8a13-4c98-a31b-f8dcb3c09410,e381ae34-8a13-4c98-a31b-f8dcb3c09410,2018-03-25T17:40:46,,
1,11,1109,1109,2018-03-25T09:32:00.000+06,-15.430464230310502 28.221620705153192 1291.451280632044 4.0,-15.43046423,28.22162071,1291.451281,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:8fbaa05e-5393-4ca1-bfba-03095cec2811,8fbaa05e-5393-4ca1-bfba-03095cec2811,2018-03-25T17:40:47,,
1,3,1113,1113,2018-03-25T09:56:00.000+06,-15.43265280906518 28.216028521947095 1277.5417449472147 4.0,-15.43265281,28.21602852,1277.541745,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,1,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nancy and Wendy,1,uuid:fe1b9cf3-5560-431f-a211-c2eea94fa937,fe1b9cf3-5560-431f-a211-c2eea94fa937,2018-03-25T17:40:48,,
1,11,1111,1111,2018-03-25T10:11:00.000+06,-15.432278009537015 28.21561334344761 1258.814145992449 4.0,-15.43227801,28.21561334,1258.814146,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Shallow well,Wendy and Nancy,1,uuid:c0921ef0-7b79-4073-bf34-2ec1f58c32f4,c0921ef0-7b79-4073-bf34-2ec1f58c32f4,2018-03-25T17:40:49,,
1,11,1112,1112,2018-03-25T10:23:00.000+06,-15.431767944222882 28.215656481808022 1274.1279575872982 4.0,-15.43176794,28.21565648,1274.127958,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Borehole water,Wendy and Nancy,1,uuid:ae56f736-7813-4bf4-adfe-0dd412292c09,ae56f736-7813-4bf4-adfe-0dd412292c09,2018-03-25T17:40:50,,
1,11,1114,1114,2018-03-25T11:26:00.000+06,-15.430076197450651 28.2272658080116 1269.9825281346002 4.0,-15.4300762,28.22726581,1269.982528,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:8246358a-3963-4241-850b-9d47acc8fa96,8246358a-3963-4241-850b-9d47acc8fa96,2018-03-25T17:40:51,,
1,11,1120,1120,2018-03-25T09:11:00.000+02,-15.44043499 28.22988016 1287.0 11.0,-15.44043499,28.22988016,1287,11,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan,1,uuid:0b159c6f-216a-43e2-891a-8523cba75bec,0b159c6f-216a-43e2-891a-8523cba75bec,2018-03-25T17:40:51,,
1,11,1115,1115,2018-03-25T11:35:00.000+06,-15.429529255091243 28.22747648716993 1265.0902736347734 4.0,-15.42952926,28.22747649,1265.090274,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Nancy,1,uuid:e9e7ace6-eecc-44f0-bec8-4ccc9355f768,e9e7ace6-eecc-44f0-bec8-4ccc9355f768,2018-03-25T17:40:51,,
1,3,1123,1123,2018-03-25T10:19:00.000+02,-15.43687077 28.23826231 1277.0 4.0,-15.43687077,28.23826231,1277,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,1,0,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aĺvin and canan,1,uuid:7aecdb6f-a275-468b-8abb-cba1f74b7a7c,7aecdb6f-a275-468b-8abb-cba1f74b7a7c,2018-03-25T17:40:53,,
1,11,1122,1122,2018-03-25T10:43:00.000+02,-15.44018386 28.23839607 1260.0 4.0,-15.44018386,28.23839607,1260,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Alvin and canan,1,uuid:af05323f-3a0a-4862-9c89-fbe2d45e2d7f,af05323f-3a0a-4862-9c89-fbe2d45e2d7f,2018-03-25T17:40:57,,
1,11,1125,1125,2018-03-25T11:38:00.000+02,-15.44935611 28.23418716 1290.0 4.0,-15.44935611,28.23418716,1290,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan,1,uuid:b1423715-56f5-4c9d-8581-da01d5727471,b1423715-56f5-4c9d-8581-da01d5727471,2018-03-25T17:40:58,,
1,11,1124,1124,2018-03-25T11:50:00.000+02,-15.44907268 28.23403802 1286.0 4.0,-15.44907268,28.23403802,1286,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Alvin and canan,1,uuid:69393824-e4ff-4908-aa97-407b97d1db75,69393824-e4ff-4908-aa97-407b97d1db75,2018-03-25T17:40:59,,
1,7,1077,1077,2018-03-23T08:05:00.000+02,-15.422851334404733 28.240033620380018 1278.8719433727154 4.0,-15.42285133,28.24003362,1278.871943,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,2,1,1,9,3,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide  and mpundu,1,uuid:93214ba3-4911-427d-8616-1366b67bfbb5,93214ba3-4911-427d-8616-1366b67bfbb5,2018-03-25T18:45:46,,
1,7,1078,1078,2018-03-23T08:27:00.000+02,-15.42223105111188 28.240453058131486 1279.2920212182746 4.0,-15.42223105,28.24045306,1279.292021,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,1,1,0,30,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,More than 10 households sharing  1 toilet ,Kawife and Mpundu,1,uuid:3b53ad57-5ef6-4280-a069-92b5de439f94,3b53ad57-5ef6-4280-a069-92b5de439f94,2018-03-25T18:45:47,,
1,3,1079,1079,2018-03-23T08:48:00.000+02,-15.422191616931624 28.239409881978272 1279.1209001927082 4.0,-15.42219162,28.23940988,1279.1209,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and kawide,1,uuid:48d1903b-a771-41a0-833a-860371528764,48d1903b-a771-41a0-833a-860371528764,2018-03-25T18:45:49,,
1,11,1076,1076,2018-03-23T09:13:00.000+02,-15.423143176660728 28.240391543145158 1274.5853800684338 4.0,-15.42314318,28.24039154,1274.58538,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Kawide,1,uuid:2941151e-f88e-409a-8428-5b2ea6276dd6,2941151e-f88e-409a-8428-5b2ea6276dd6,2018-03-25T18:45:51,,
1,11,1096,1096,2018-03-24T08:10:00.000+02,-15.422201736688935 28.222886287674026 1244.0522251413001 4.0,-15.42220174,28.22288629,1244.052225,4,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu  and Kawide,1,uuid:30fa5e57-e818-422f-a73d-b8a3180ba717,30fa5e57-e818-422f-a73d-b8a3180ba717,2018-03-25T18:45:55,,
1,7,1097,1097,2018-03-24T08:41:00.000+02,-15.422094391456124 28.222400899562036 1261.9322722400982 4.0,-15.42209439,28.2224009,1261.932272,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,2,2,0,20,5,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide  and mpundu,1,uuid:bb63034e-d726-4a85-b0b6-f9f280a0a61d,bb63034e-d726-4a85-b0b6-f9f280a0a61d,2018-03-25T18:45:58,,
1,11,1127,1127,2018-03-25T08:31:00.000+02,-15.447324459153013 28.24071954888964 1272.6595202412911 4.0,-15.44732446,28.24071955,1272.65952,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and Mpundu,1,uuid:eefe6e6a-f9bc-442a-a226-2e846539789a,eefe6e6a-f9bc-442a-a226-2e846539789a,2018-03-25T18:46:02,,
1,11,1126,1126,2018-03-25T09:07:00.000+02,-15.447111761862349 28.238331680168738 1275.7849710095306 4.0,-15.44711176,28.23833168,1275.784971,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and kawide,1,uuid:05915eb6-3484-4667-ba0b-392efcd47488,05915eb6-3484-4667-ba0b-392efcd47488,2018-03-25T18:46:04,,
1,11,1129,1129,2018-03-25T10:01:00.000+02,-15.438376408788757 28.24968404236103 1268.3145608871166 4.0,-15.43837641,28.24968404,1268.314561,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:6ce6c104-c1d5-41a8-8fbc-b19c4139043e,6ce6c104-c1d5-41a8-8fbc-b19c4139043e,2018-03-25T18:46:08,,
