col_neighborhood,col_sample_type,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_type,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_p_wash,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_odw_type,col_odw_container,col_odw_container_lid,col_odw_id,col_odw_cl_free,col_odw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_pubshare,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hhs,col_l_toilet_hw,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
1,7,1156,1156,2018-03-27T09:14:00.000+02,-15.440824084648888 28.226415048675918 1279.769289564625 4.0,-15.44082408,28.22641505,1279.76929,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,1,1,0,150,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:1753821b-4ea2-4222-a70c-575bed72101e,1753821b-4ea2-4222-a70c-575bed72101e,2018-03-27T16:00:11,,
1,1,1151,1151,2018-03-27T09:23:00.000+02,-15.440211736083704 28.22833927813191 1290.7525073284432 4.0,-15.44021174,28.22833928,1290.752507,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,2,2,n/a,0,0,0,0,0,1,1,1,2,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:0d1be3c0-2d2d-45f9-aede-6feab2ca65ad,0d1be3c0-2d2d-45f9-aede-6feab2ca65ad,2018-03-27T16:00:12,,
1,2,1153,1153,2018-03-27T09:40:00.000+02,-15.445182158689677 28.229430851129287 1279.0723367000974 4.0,-15.44518216,28.22943085,1279.072337,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:a131c134-162e-4bf2-81b1-8393fb4ab21e,a131c134-162e-4bf2-81b1-8393fb4ab21e,2018-03-27T16:00:13,,
1,1,1163,1163,2018-03-27T08:27:00.000+02,-15.448463929635784 28.23237560628275 1239.3497003314035 4.0,-15.44846393,28.23237561,1239.3497,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,1,2,n/a,0,0,0,0,0,0,0,1,5,n/a,n/a,n/a,Mpundu  and Kawide,1,uuid:d4eb5fef-b1e7-4449-a2dd-49e165f6617d,d4eb5fef-b1e7-4449-a2dd-49e165f6617d,2018-03-27T16:07:43,,
1,6,1166,1166,2018-03-27T08:31:00.000+02,-15.448116909582653 28.232418684027834 1282.4750972971278 4.0,-15.44811691,28.23241868,1282.475097,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide  and mpundu,1,uuid:551e5722-dc0d-48ec-93d9-d5937a483dcb,551e5722-dc0d-48ec-93d9-d5937a483dcb,2018-03-27T16:07:44,,
1,8,1162,1162,2018-03-27T08:46:00.000+02,-15.448497776622663 28.232109067780844 1274.6815785863325 4.0,-15.44849778,28.23210907,1274.681579,4,2,1,n/a,n/a,2,1,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu ,1,uuid:b7474e69-f488-44f1-83da-80ec5ab4013d,b7474e69-f488-44f1-83da-80ec5ab4013d,2018-03-27T16:07:45,,
1,10,1164,1164,2018-03-27T09:04:00.000+02,-15.450411524946842 28.23120256803775 1272.714737066275 4.0,-15.45041152,28.23120257,1272.714737,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Kawide  and Mpundu,1,uuid:797f2d8b-0892-4216-bb8c-083d7c4ded90,797f2d8b-0892-4216-bb8c-083d7c4ded90,2018-03-27T16:07:45,,
1,2,1165,1165,2018-03-27T09:14:00.000+02,-15.450560794404678 28.231485297089765 1261.4444217028793 4.0,-15.45056079,28.2314853,1261.444422,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Kawide ,1,uuid:a6c178e3-970c-4e39-af55-0b78a909990a,a6c178e3-970c-4e39-af55-0b78a909990a,2018-03-27T16:07:46,,
1,1,1158,1158,2018-03-27T08:48:00.000+02,-15.43851412066909 28.231583741133377 1275.7138951593224 4.0,-15.43851412,28.23158374,1275.713895,4,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,1,3,2,n/a,0,0,0,0,0,1,0,1,2,n/a,n/a,n/a,Fermi n Canaan,1,uuid:ab7934c3-0a71-4aa1-9943-4de9a12e3e42,ab7934c3-0a71-4aa1-9943-4de9a12e3e42,2018-03-27T16:41:01,,
1,6,1161,1161,2018-03-27T08:58:00.000+02,-15.438639676883886 28.23269289356206 1281.8008020094057 4.0,-15.43863968,28.23269289,1281.800802,4,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:90085148-1e88-489b-92ed-9c9ad0e64dbd,90085148-1e88-489b-92ed-9c9ad0e64dbd,2018-03-27T16:41:02,,
1,2,1160,1160,2018-03-27T09:06:00.000+02,-15.438109502503048 28.232598852368817 1289.7246050548893 16.0,-15.4381095,28.23259885,1289.724605,16,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Guava,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi  n Canaan,1,uuid:d23de739-a254-4860-9253-ae8dc161a23e,d23de739-a254-4860-9253-ae8dc161a23e,2018-03-27T16:41:02,,
1,11,1119,1119,2018-03-27T09:19:00.000+02,-15.43691500637516 28.23226585094307 1271.2643725933526 6.0,-15.43691501,28.23226585,1271.264373,6,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:77443a0a-aafe-4928-ad11-f008d326f690,77443a0a-aafe-4928-ad11-f008d326f690,2018-03-27T16:41:03,,
1,10,1159,1159,2018-03-27T09:34:00.000+02,-15.436593412704715 28.232704234163418 1274.5653442086966 6.0,-15.43659341,28.23270423,1274.565344,6,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Fermi n canaan,1,uuid:3b86041f-06a7-4332-90b6-666abb9c0bff,3b86041f-06a7-4332-90b6-666abb9c0bff,2018-03-27T16:41:04,,
1,8,1157,1157,2018-03-27T10:05:00.000+02,-15.440246904894074 28.23029437426699 1283.3119117237154 4.0,-15.4402469,28.23029437,1283.311912,4,2,0,1,n/a,4,3,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:db04eaab-289c-4535-84c2-a390df803974,db04eaab-289c-4535-84c2-a390df803974,2018-03-27T16:41:04,,
1,6,1171,1171,2018-03-28T08:04:00.000+02,-15.440106544550915 28.249468797103276 1281.6640918964342 4.0,-15.44010654,28.2494688,1281.664092,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Kawide ,1,uuid:09c16fa0-e68b-4219-b01d-7b2e1b5cad80,09c16fa0-e68b-4219-b01d-7b2e1b5cad80,2018-03-28T16:51:02,,
1,10,1169,1169,2018-03-28T08:11:00.000+02,-15.440073797539876 28.24938970311133 1283.7360076251066 4.0,-15.4400738,28.2493897,1283.736008,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Mpundu and Kawide ,1,uuid:42847237-df4f-4592-9d48-97737376fa11,42847237-df4f-4592-9d48-97737376fa11,2018-03-28T16:51:03,,
1,1,1168,1168,2018-03-28T08:16:00.000+02,-15.438878463833772 28.248865099016776 1280.5841507831663 4.0,-15.43887846,28.2488651,1280.584151,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,2,3,1,n/a,0,0,0,1,1,1,1,1,1,n/a,n/a,n/a,Mpundu and Kawide ,1,uuid:087767a2-4751-43f7-bfb5-1342e40e4686,087767a2-4751-43f7-bfb5-1342e40e4686,2018-03-28T16:51:04,,
1,2,1170,1170,2018-03-28T08:29:00.000+02,-15.437454378192434 28.2483719587227 1310.3957121014819 4.0,-15.43745438,28.24837196,1310.395712,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:deb2acb0-5d4b-41fb-aa96-2227ea5e7dc2,deb2acb0-5d4b-41fb-aa96-2227ea5e7dc2,2018-03-28T16:51:04,,
1,8,1167,1167,2018-03-28T08:34:00.000+02,-15.438640989068158 28.248238026833867 1277.8738122385716 4.0,-15.43864099,28.24823803,1277.873812,4,2,1,n/a,n/a,2,1,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide  and Mpundu,1,uuid:55a0d95b-24b1-412b-a562-1e888e5d0a4c,55a0d95b-24b1-412b-a562-1e888e5d0a4c,2018-03-28T16:51:05,,
1,2,1175,1175,2018-03-28T08:20:00.000+02,-15.440756648938008 28.238812924452375 1286.1124894696984 32.0,-15.44075665,28.23881292,1286.112489,32,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:cbaa3000-11e4-4b91-a0e3-70b658d3745d,cbaa3000-11e4-4b91-a0e3-70b658d3745d,2018-03-28T17:29:30,,
1,7,1177,1177,2018-03-28T08:26:00.000+02,-15.440631951630719 28.238834062484347 1287.134635561693 8.0,-15.44063195,28.23883406,1287.134636,8,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,2,2,2,7,3,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:dda630e2-9a64-43bc-af8e-c8ce1932827f,dda630e2-9a64-43bc-af8e-c8ce1932827f,2018-03-28T17:29:32,,
1,7,1178,1178,2018-03-28T08:51:00.000+02,-15.44083381990713 28.2404579059688 1289.5070784399504 8.0,-15.44083382,28.24045791,1289.507078,8,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,1,2,2,60,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan  and Fermious,1,uuid:d993c94c-7f90-478c-ad00-0b10c99115a0,d993c94c-7f90-478c-ad00-0b10c99115a0,2018-03-28T17:29:33,,
1,6,1182,1182,2018-03-28T08:02:00.000+02,-15.446430228472313 28.242656509253813 1258.7135998524732 4.0,-15.44643023,28.24265651,1258.7136,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Flooded water near garbage ,Wendy and Nancy ,1,uuid:2923045f-142d-40ca-8daf-af45b9c7d12f,2923045f-142d-40ca-8daf-af45b9c7d12f,2018-03-28T17:31:36,,
1,1,1180,1180,2018-03-28T08:16:00.000+02,-15.448321 28.2444392 0.0 2200.0,-15.448321,28.2444392,0,2200,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,1,3,1,n/a,0,0,0,0,0,1,1,1,1,n/a,n/a,Small agricultural maize gardens near by,Wendy and Nancy,1,uuid:52c64968-59cc-4d18-83d4-a3288f84f9a6,52c64968-59cc-4d18-83d4-a3288f84f9a6,2018-03-28T17:31:37,,
1,7,1183,1183,2018-03-28T08:31:00.000+02,-15.443460823334453 28.241573818506886 1284.7370442112347 4.0,-15.44346082,28.24157382,1284.737044,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,2,1,0,15,6,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:81267195-c763-4590-8c38-d071ef34fcbd,81267195-c763-4590-8c38-d071ef34fcbd,2018-03-28T17:31:37,,
1,2,1181,1181,2018-03-28T08:43:00.000+02,-15.443815194703133 28.24169767677587 1286.4048265756403 4.0,-15.44381519,28.24169768,1286.404827,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:e277bc64-61e3-43c9-871f-5d889f61603f,e277bc64-61e3-43c9-871f-5d889f61603f,2018-03-28T17:31:38,,
1,8,1179,1179,2018-03-28T08:50:00.000+02,-15.443653859944767 28.243051519631177 1270.6493905987961 4.0,-15.44365386,28.24305152,1270.649391,4,1,1,n/a,n/a,2,3,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:1711d597-6c60-4a3d-b754-4736c6b0c7ff,1711d597-6c60-4a3d-b754-4736c6b0c7ff,2018-03-28T17:31:40,,
1,7,1184,1184,2018-03-28T09:07:00.000+02,-15.4462563 28.247363 0.0 2500.0,-15.4462563,28.247363,0,2500,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,3,0,101,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Four households share the toilet with the school ,Wendy and Nancy ,1,uuid:7daa5427-2e18-4a2d-b32c-c4bdfbd7d56f,7daa5427-2e18-4a2d-b32c-c4bdfbd7d56f,2018-03-28T17:31:41,,
1,1,1173,1173,2018-03-28T09:09:00.000+02,-15.44070796 28.23997231 1276.0 3.0,-15.44070796,28.23997231,1276,3,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,1,3,2,n/a,0,0,0,0,0,0,0,1,4,n/a,n/a,n/a,Canaan,1,uuid:871948ab-1a5f-4499-b3bb-e517b307c436,871948ab-1a5f-4499-b3bb-e517b307c436,2018-03-28T18:03:38,,
1,6,1176,1176,2018-03-28T09:22:00.000+02,-15.43960212 28.24095253 1274.0 4.0,-15.43960212,28.24095253,1274,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The latrine is surrounded by flood water. There is a school within 4 meters,Canaan,1,uuid:ccad8262-b1a4-4f09-9dc8-deb904774a39,ccad8262-b1a4-4f09-9dc8-deb904774a39,2018-03-28T18:03:39,,
1,10,1174,1174,2018-03-28T09:37:00.000+02,-15.4385753 28.24072464 1291.0 5.0,-15.4385753,28.24072464,1291,5,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,The table with the bucket having the street food is placed right in the flood water,Canaan,1,uuid:7b9668e2-1c63-430d-a44e-bc81519cd4c0,7b9668e2-1c63-430d-a44e-bc81519cd4c0,2018-03-28T18:03:39,,
1,8,1172,1172,2018-03-28T12:17:00.000+02,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,2,3,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"The Kobo collect form couldn't  save and the time I noticed,  I had moved from the actual location and decided not to record the GPS of my new location.",Canaan,1,uuid:f2d2d2ff-edd4-4737-89bb-d601f0e54462,f2d2d2ff-edd4-4737-89bb-d601f0e54462,2018-03-28T18:03:41,,
