"start_dt","subscriberid","simserial","deviceid","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt","meta.instanceID","X_uuid","X_submission_time"
"2017-04-24T09:56:44.525+06",3.10411e+14,8.90141e+19,3.53118e+14,88,2,1212,1212,"2017-04-24T09:56:00.387+06","23.724559130169865 90.3747993611939 -31.490432323929905 8.0","23.72455913","90.37479936","-31.49043232","8",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Have no notes",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-24T14:50:46.660+06","uuid:f63d52eb-d3a9-4f4e-983f-8fb576c123af","f63d52eb-d3a9-4f4e-983f-8fb576c123af","2017-04-24T09:02:08"
"2017-04-24T10:05:26.314+06",3.10411e+14,8.90141e+19,3.53118e+14,88,2,1213,1213,"2017-04-24T10:05:00.433+06","23.72498995089034 90.37401272219431 -44.56351349905379 4.0","23.72498995","90.37401272","-44.5635135","4",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near drain line, many consumer buying this shop",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-24T14:51:59.111+06","uuid:ae20b94f-eedd-4d5a-976a-2e3772f0705f","ae20b94f-eedd-4d5a-976a-2e3772f0705f","2017-04-24T09:02:10"
"2017-04-24T10:33:53.398+06",3.10411e+14,8.90141e+19,3.53118e+14,88,2,1214,1214,"2017-04-24T10:35:00.778+06","23.72607089800351 90.37245157912221 -57.26444259833955 4.0","23.7260709","90.37245158","-57.2644426","4",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many consumer buying this shop",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-24T14:57:06.805+06","uuid:593d3818-82e7-42b3-b817-dfac8bd2ea6b","593d3818-82e7-42b3-b817-dfac8bd2ea6b","2017-04-24T09:02:15"
"2017-04-24T09:39:23.374+06",3.10411e+14,8.90141e+19,3.53118e+14,88,7,1215,1215,"2017-04-24T09:37:00.080+06","23.725056196033908 90.37360135912375 -41.279466031637014 6.0","23.7250562","90.37360136","-41.27946603","6",3,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","n/a","2","2","1","60","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by household toilet",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-24T15:02:40.425+06","uuid:371cfcbb-2175-47b4-9361-534cf843b803","371cfcbb-2175-47b4-9361-534cf843b803","2017-04-24T09:13:16"
"2017-04-24T09:19:03.875+06",3.10411e+14,8.90141e+19,3.53118e+14,88,7,1216,1216,"2017-04-24T09:19:00.893+06","23.724478715899053 90.37495831718938 -17.29252958409509 6.0","23.72447872","90.37495832","-17.29252958","6",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","n/a","2","2","1","11","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Vitore sope ase",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-24T15:03:22.568+06","uuid:7cf776cd-2815-44b1-891e-a68e63034701","7cf776cd-2815-44b1-891e-a68e63034701","2017-04-24T09:13:14"
"2017-04-24T10:40:23.046+06",3.10411e+14,8.90141e+19,3.53118e+14,88,1,1217,1217,"2017-04-24T10:35:00.953+06","23.724643865959884 90.37449796128645 -30.987303245569993 4.0","23.72464387","90.37449796","-30.98730325","4",2,1,"121","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","1","n/a","1","0","0","0","0","1","1","1","4","n/a","n/a","Near by sope",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-24T14:59:12.148+06","uuid:bb8bcd67-d987-4cc7-9fd5-de12a027aaa9","bb8bcd67-d987-4cc7-9fd5-de12a027aaa9","2017-04-24T09:13:38"
"2017-04-24T10:19:09.610+06",3.10411e+14,8.90141e+19,3.53118e+14,88,1,1218,1218,"2017-04-24T10:20:00.875+06","23.72494397768435 90.37396641882206 -38.57356290532596 6.0","23.72494398","90.37396642","-38.57356291","6",3,1,"278","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","1","n/a","1","0","0","0","0","1","1","1","3","n/a","n/a",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-24T15:00:06.623+06","uuid:7168cf61-4345-4b2e-bb54-b65ce5a45910","7168cf61-4345-4b2e-bb54-b65ce5a45910","2017-04-24T09:13:34"
"2017-04-24T10:05:39.314+06",3.10411e+14,8.90141e+19,3.53118e+14,88,10,1219,1219,"2017-04-04T09:59:00.511+06","23.72490488481522 90.3741714326717 -40.83091438409685 4.0","23.72490488","90.37417143","-40.83091438","4",3,1,"0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","1","0.05","0.07","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near basin and food",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-24T15:01:47.767+06","uuid:8f6de5ba-5c0a-437b-be1b-da08d937f374","8f6de5ba-5c0a-437b-be1b-da08d937f374","2017-04-24T09:13:22"
"2017-04-24T10:45:32.942+06",3.10411e+14,8.90141e+19,3.53118e+14,88,10,1220,1220,"2017-04-24T10:45:00.890+06","23.72438809525945 90.37492680261451 -64.09351517723262 4.0","23.7243881","90.3749268","-64.09351518","4",3,1,"0.7","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","0","n/a","1","0.04","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Market",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-24T15:02:12.865+06","uuid:99f7af5a-24f0-4801-89db-33eb996f6127","99f7af5a-24f0-4801-89db-33eb996f6127","2017-04-24T09:13:53"
"2017-04-25T10:04:21.256+06",3.10411e+14,8.90141e+19,3.53118e+14,88,1,1221,1221,"2017-04-25T09:58:00.431+06","23.725771785888455 90.37311983839217 -31.96882393305525 6.0","23.72577179","90.37311984","-31.96882393","6",2,1,"217","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","1","n/a","1","0","0","0","0","1","0","1","3","n/a","n/a","Near by household",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:14:48.678+06","uuid:a0e97be5-2242-4d88-b678-ac712eb71049","a0e97be5-2242-4d88-b678-ac712eb71049","2017-04-25T08:48:56"
"2017-04-25T10:12:28.290+06",3.10411e+14,8.90141e+19,3.53118e+14,88,1,1222,1222,"2017-04-25T10:13:00.296+06","23.725961913045445 90.37274900734282 -45.96094445515257 6.0","23.72596191","90.37274901","-45.96094446","6",2,1,"218","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","1","n/a","1","0","0","0","0","1","1","1","1","n/a","n/a","Near by shop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:15:31.063+06","uuid:6c45f56c-5b73-4114-a473-c840ceac35a5","6c45f56c-5b73-4114-a473-c840ceac35a5","2017-04-25T08:49:02"
"2017-04-25T10:43:08.778+06",3.10411e+14,8.90141e+19,3.53118e+14,88,1,1223,1223,"2017-04-25T10:34:00.147+06","23.726225049194053 90.37245668154299 -46.3219590168369 6.0","23.72622505","90.37245668","-46.32195902","6",2,1,"65","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","1","2","1","n/a","1","0","0","0","0","1","1","1","2","n/a","n/a","Near by shop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:16:06.333+06","uuid:2542187d-89eb-4121-8a8a-71b9074dc165","2542187d-89eb-4121-8a8a-71b9074dc165","2017-04-25T08:50:03"
"2017-04-25T11:02:44.689+06",3.10411e+14,8.90141e+19,3.53118e+14,88,10,1224,1224,"2017-04-25T10:58:00.276+06","23.723956107140793 90.37246589059777 -32.48873079540576 6.0","23.72395611","90.37246589","-32.4887308","6",1,1,"0.01","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","1","0.02","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by road",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:16:32.596+06","uuid:f585cb5b-68df-46e3-b304-9101cdaa5e18","f585cb5b-68df-46e3-b304-9101cdaa5e18","2017-04-25T08:50:08"
"2017-04-25T11:25:44.088+06",3.10411e+14,8.90141e+19,3.53118e+14,88,10,1225,1225,"2017-04-25T11:22:00.418+06","23.72304420055263 90.37401618457747 -45.630409300189335 6.0","23.7230442","90.37401618","-45.6304093","6",2,1,"0.35","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","1","0.05","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by road",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:17:05.421+06","uuid:4063996f-61f5-4ee1-8ba6-ab68594b033d","4063996f-61f5-4ee1-8ba6-ab68594b033d","2017-04-25T08:50:31"
"2017-04-25T09:28:43.633+06",3.10411e+14,8.90141e+19,3.53118e+14,88,7,1226,1226,"2017-04-25T09:29:00.885+06","23.724561911512588 90.37179667991886 -33.47051402464315 6.0","23.72456191","90.37179668","-33.47051402","6",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","n/a","2","2","0","40","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by Bathing please",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:17:44.906+06","uuid:c480ca0d-786c-4984-baa6-06930a6518c9","c480ca0d-786c-4984-baa6-06930a6518c9","2017-04-25T08:48:46"
"2017-04-25T09:17:24.538+06",3.10411e+14,8.90141e+19,3.53118e+14,88,7,1227,1227,"2017-04-25T09:10:00.713+06","23.72567487803586 90.37295496437535 -37.63725640860192 6.0","23.72567488","90.37295496","-37.63725641","6",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","n/a","2","1","1","10","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Vitore sope ase",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-04-25T12:18:27.319+06","uuid:8a11c6c5-4039-4d31-8676-ea6c49835e66","8a11c6c5-4039-4d31-8676-ea6c49835e66","2017-04-25T08:48:32"
"2017-04-25T10:38:55.323+06",3.10411e+14,8.90141e+19,3.53118e+14,88,5,1228,1228,"2017-04-25T10:39:00.074+06","23.72302597611125 90.37095345983431 -44.66849776782144 4.0","23.72302598","90.37095346","-44.66849777","4",2,1,"91","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","Cannel","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-25T12:12:56.253+06","uuid:6124dbb4-0290-449a-afc8-d5de18333e93","6124dbb4-0290-449a-afc8-d5de18333e93","2017-04-25T08:19:13"
"2017-04-25T11:01:55.915+06",3.10411e+14,8.90141e+19,3.53118e+14,88,5,1229,1229,"2017-04-25T11:02:00.500+06","23.726976848376466 90.36737290015839 -40.617542508562664 4.0","23.72697685","90.3673729","-40.61754251","4",2,1,"70","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-25T12:13:19.305+06","uuid:1bc19e9b-2492-4973-abd0-da66a21b2b11","1bc19e9b-2492-4973-abd0-da66a21b2b11","2017-04-25T08:19:19"
"2017-04-25T09:12:33.646+06",3.10411e+14,8.90141e+19,3.53118e+14,88,8,1230,1230,"2017-04-25T09:13:00.456+06","23.72574184911508 90.37291772013573 -36.556532159272564 6.0","23.72574185","90.37291772","-36.55653216","6",2,1,"n/a","2","3","n/a","15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Wet soil",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-25T12:11:59.469+06","uuid:c1378515-922d-4e53-9c7c-7a599fa5250c","c1378515-922d-4e53-9c7c-7a599fa5250c","2017-04-25T08:18:58"
"2017-04-25T09:30:45.310+06",3.10411e+14,8.90141e+19,3.53118e+14,88,8,1231,1231,"2017-04-25T09:30:00.028+06","23.724623798309175 90.37179079951655 -37.3776039961621 4.0","23.7246238","90.3717908","-37.377604","4",2,1,"n/a","2","3","n/a","10","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near in drain line.Wet soil",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-25T12:12:27.076+06","uuid:5e8d07d8-937e-4e63-a24c-a84c70bcc456","5e8d07d8-937e-4e63-a24c-a84c70bcc456","2017-04-25T08:19:01"
"2017-04-25T09:46:09.351+06",3.10411e+14,8.90141e+19,3.53118e+14,88,2,1232,1232,"2017-04-25T09:46:00.176+06","23.72453212800287 90.37146882937705 -37.454576469751096 4.0","23.72453213","90.37146883","-37.45457647","4",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","We taken GPS Shop to distance 20 step. It's big market and multy stored building.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-25T12:10:46.129+06","uuid:2b117cde-476d-43ab-b83a-a2ef7051952e","2b117cde-476d-43ab-b83a-a2ef7051952e","2017-04-25T08:19:03"
"2017-04-25T10:02:42.608+06",3.10411e+14,8.90141e+19,3.53118e+14,88,2,1233,1233,"2017-04-25T10:03:00.957+06","23.72462824300321 90.37107643719956 -56.75374289588962 4.0","23.72462824","90.37107644","-56.7537429","4",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","We taken GPS from 14 step distance of shop because this market is multy stored building.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-25T12:11:14.969+06","uuid:08b70794-6838-4ac4-9a30-bc983937b54f","08b70794-6838-4ac4-9a30-bc983937b54f","2017-04-25T08:19:10"
"2017-04-25T09:06:19.203+06",3.10411e+14,8.90141e+19,3.53118e+14,88,3,1234,1234,"2017-04-25T09:07:00.004+06","23.724687092923514 90.37365015265704 -42.041195009300765 8.0","23.72468709","90.37365015","-42.04119501","8",2,1,"0.63","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","4","n/a","1","0.02","0.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people use this water",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-25T11:55:10.312+06","uuid:629dae6d-7858-43c0-babb-f9f3c3d87f74","629dae6d-7858-43c0-babb-f9f3c3d87f74","2017-04-25T08:15:36"
"2017-04-25T09:17:18.416+06",3.10411e+14,8.90141e+19,3.53118e+14,88,9,1235,1235,"2017-04-25T09:17:00.502+06","23.72604993286114 90.37290771836332 -15.560926281485811 12.0","23.72604993","90.37290772","-15.56092628","12",2,1,"0.32","n/a","n/a","n/a","n/a","5","Wasa water with tubewell","0","n/a","1","0.03","0.03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people use this water .",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-25T11:50:33.153+06","uuid:7c7d588b-721d-4907-b3df-98dfc64c7ce3","7c7d588b-721d-4907-b3df-98dfc64c7ce3","2017-04-25T08:17:16"
"2017-04-25T09:27:38.192+06",3.10411e+14,8.90141e+19,3.53118e+14,88,9,1236,1236,"2017-04-25T09:27:00.727+06","23.724730450825678 90.37217198387769 -43.71248515374225 8.0","23.72473045","90.37217198","-43.71248515","8",2,1,"0.07","n/a","n/a","n/a","n/a","5","Wasa water with tubewell","0","n/a","1","0.02","0.03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people use this water.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-25T11:51:35.422+06","uuid:69c5259f-8dee-417a-95b6-2de5d74b282e","69c5259f-8dee-417a-95b6-2de5d74b282e","2017-04-25T08:17:21"
"2017-04-25T09:35:46.779+06",3.10411e+14,8.90141e+19,3.53118e+14,88,3,1237,1237,"2017-04-25T09:36:00.634+06","23.724491609700443 90.37179728565998 -57.29287315986622 12.0","23.72449161","90.37179729","-57.29287316","12",2,1,"0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","3","n/a","1","0.03","0.03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people use this water and dirt visible nearby.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-25T11:56:11.858+06","uuid:683bbe96-2b6e-445f-b439-6d1e07f625e2","683bbe96-2b6e-445f-b439-6d1e07f625e2","2017-04-25T08:17:23"
"2017-04-25T10:03:59.604+06",3.10411e+14,8.90141e+19,3.53118e+14,88,9,1238,1238,"2017-04-25T10:05:00.344+06","23.725243265138264 90.3722046975886 -29.613889238186033 8.0","23.72524327","90.3722047","-29.61388924","8",2,1,"0.43","n/a","n/a","n/a","n/a","5","Wasa water with Tape","0","n/a","1","0.11","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people use this water and no dirt visible.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-25T11:52:52.169+06","uuid:2b94f9e4-4940-4bc4-bb17-1f7d72af7291","2b94f9e4-4940-4bc4-bb17-1f7d72af7291","2017-04-25T08:17:30"
"2017-04-25T09:56:12.825+06",3.10411e+14,8.90141e+19,3.53118e+14,88,11,1239,1239,"2017-04-25T09:56:00.010+06","23.725243638671245 90.37212676534656 -45.66856151656607 8.0","23.72524364","90.37212677","-45.66856152","8",2,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","There are many people and children eat the fuska nearby school",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-25T11:53:32.485+06","uuid:539a1ab8-f8c2-4591-9d5e-d5081a1f0869","539a1ab8-f8c2-4591-9d5e-d5081a1f0869","2017-04-25T08:17:25"
