"neighb_UID","sample_type","pop","10+","6-10","<5","Never","deployment_id","country","city","citylabel","neighborhood"
202,"Raw Produce","Children",0.28436018957346,0.203791469194313,0.412322274881517,0.0995260663507109,2,"Bangladesh","Dhaka","Dhaka 17","Badda"
203,"Raw Produce","Children",0.388888888888889,0.288888888888889,0.255555555555556,0.0666666666666667,2,"Bangladesh","Dhaka","Dhaka 17","Gabtoli"
204,"Raw Produce","Children",0.233333333333333,0.144444444444444,0.3,0.322222222222222,2,"Bangladesh","Dhaka","Dhaka 17","Uttarkhan"
205,"Raw Produce","Children",0.116883116883117,0.350649350649351,0.467532467532468,0.0649350649350649,2,"Bangladesh","Dhaka","Dhaka 17","Gulshan"
206,"Raw Produce","Children",0.307339449541284,0.224770642201835,0.321100917431193,0.146788990825688,2,"Bangladesh","Dhaka","Dhaka 17","Kamalapur"
207,"Raw Produce","Children",0.344339622641509,0.344339622641509,0.240566037735849,0.0707547169811321,2,"Bangladesh","Dhaka","Dhaka 17","Shampur"
208,"Raw Produce","Children",0.155660377358491,0.183962264150943,0.424528301886792,0.235849056603774,2,"Bangladesh","Dhaka","Dhaka 17","Hazaribagh"
209,"Raw Produce","Children",0.306818181818182,0.215909090909091,0.386363636363636,0.0909090909090909,2,"Bangladesh","Dhaka","Dhaka 17","Motijhil"
210,"Raw Produce","Children",0.036036036036036,0.261261261261261,0.576576576576577,0.126126126126126,2,"Bangladesh","Dhaka","Dhaka 17","Dhanmondi"
301,"Raw Produce","Children",0.434782608695652,0.201086956521739,0.277173913043478,0.0869565217391304,3,"Ghana","Accra","Accra 16","Shiabu"
302,"Raw Produce","Children",0.376984126984127,0.158730158730159,0.365079365079365,0.0992063492063492,3,"Ghana","Accra","Accra 16","Chorkor"
303,"Raw Produce","Children",0.279220779220779,0.357142857142857,0.311688311688312,0.051948051948052,3,"Ghana","Accra","Accra 16","Kokomlemle"
304,"Raw Produce","Children",0.151515151515152,0.545454545454545,0.234848484848485,0.0681818181818182,3,"Ghana","Accra","Accra 16","Ringway"
305,"Raw Produce","Children",0.185185185185185,0.296296296296296,0.465608465608466,0.0529100529100529,3,"Ghana","Accra","Accra 16","Adabraka"
401,"Raw Produce","Children",0.121212121212121,0.146464646464646,0.373737373737374,0.358585858585859,4,"Zambia","Lusaka","Lusaka 18","Kanyama"
501,"Raw Produce","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Intervention"
502,"Raw Produce","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Control"
601,"Raw Produce","Children",0.413953488372093,0.218604651162791,0.293023255813953,0.0744186046511628,6,"Ghana","Accra","Accra 18","Mataheko"
602,"Raw Produce","Children",0.380733944954128,0.178899082568807,0.348623853211009,0.0917431192660551,6,"Ghana","Accra","Accra 18","Osu Alata"
701,"Raw Produce","Children",0.541284403669725,0.169724770642202,0.188073394495413,0.100917431192661,7,"Ghana","Kumasi","Kumasi 18","FanteNewTown"
702,"Raw Produce","Children",0.443946188340807,0.260089686098655,0.210762331838565,0.0852017937219731,7,"Ghana","Kumasi","Kumasi 18","MoshieZongo"
703,"Raw Produce","Children",0.271551724137931,0.383620689655172,0.232758620689655,0.112068965517241,7,"Ghana","Kumasi","Kumasi 18","Dakodwom"
704,"Raw Produce","Children",0.412280701754386,0.228070175438596,0.254385964912281,0.105263157894737,7,"Ghana","Kumasi","Kumasi 18","Ahodwo"
801,"Raw Produce","Children",0,0.0172413793103448,0.948275862068966,0.0344827586206897,8,"Mozambique","Maputo","Maputo 16","Intervention"
802,"Raw Produce","Children",0,0.0555555555555556,0.944444444444444,0,8,"Mozambique","Maputo","Maputo 16","Control"
901,"Raw Produce","Children",0.119047619047619,0.172619047619048,0.351190476190476,0.357142857142857,9,"Uganda","Kampala","Kampala 18","Makindye"
902,"Raw Produce","Children",0.0857142857142857,0.135714285714286,0.442857142857143,0.335714285714286,9,"Uganda","Kampala","Kampala 18","Central"
903,"Raw Produce","Children",0.131386861313869,0.255474452554745,0.364963503649635,0.248175182481752,9,"Uganda","Kampala","Kampala 18","Kawempe"
904,"Raw Produce","Children",0.0774193548387097,0.103225806451613,0.4,0.419354838709677,9,"Uganda","Kampala","Kampala 18","Rubaga"
905,"Raw Produce","Children",0.0733333333333333,0.186666666666667,0.426666666666667,0.313333333333333,9,"Uganda","Kampala","Kampala 18","Nakawa"
1001,"Raw Produce","Children",0.333333333333333,0.0555555555555556,0.611111111111111,0,10,"USA","Atlanta","Atlanta 16","Peoplestown"
1101,"Raw Produce","Children",0.218274111675127,0.106598984771574,0.3248730964467,0.350253807106599,11,"India","Vellore","Vellore 14","Old Town"
1102,"Raw Produce","Children",0.0718232044198895,0.0939226519337017,0.270718232044199,0.56353591160221,11,"India","Vellore","Vellore 14","Chinna Allapuram"
1201,"Raw Produce","Children",0.266666666666667,0.119047619047619,0.566666666666667,0.0476190476190476,12,"Senegal","Dakar","Dakar 19","WakhinaneNimzatt"
1202,"Raw Produce","Children",0.276497695852535,0.170506912442396,0.488479262672811,0.0645161290322581,12,"Senegal","Dakar","Dakar 19","MedinaGounass"
1203,"Raw Produce","Children",0.213592233009709,0.174757281553398,0.427184466019417,0.184466019417476,12,"Senegal","Dakar","Dakar 19","DTK"
1204,"Raw Produce","Children",0.235576923076923,0.153846153846154,0.432692307692308,0.177884615384615,12,"Senegal","Dakar","Dakar 19","RufisqueEst"
1205,"Raw Produce","Children",0.144927536231884,0.227053140096618,0.434782608695652,0.193236714975845,12,"Senegal","Dakar","Dakar 19","SicapLiberte"
1301,"Raw Produce","Children",0.420560747663551,0.0934579439252336,0.200934579439252,0.285046728971963,13,"Zambia","Lusaka","Lusaka 19","Chawama"
1302,"Raw Produce","Children",0.189814814814815,0.203703703703704,0.333333333333333,0.273148148148148,13,"Zambia","Lusaka","Lusaka 19","Chazanga"
1303,"Raw Produce","Children",0.211009174311927,0.23394495412844,0.307339449541284,0.247706422018349,13,"Zambia","Lusaka","Lusaka 19","George"
101,"Municipal Drinking Water","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Chong Kaosou"
102,"Municipal Drinking Water","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (informal)"
103,"Municipal Drinking Water","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (formal)"
104,"Municipal Drinking Water","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Steung Thumey"
105,"Municipal Drinking Water","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Veal/ Trapangses"
201,"Municipal Drinking Water","Children",0.595652173913043,0.1,0.0521739130434783,0.252173913043478,2,"Bangladesh","Dhaka","Dhaka 17","Kalshi"
202,"Municipal Drinking Water","Children",0.75,0.0384615384615385,0.0144230769230769,0.197115384615385,2,"Bangladesh","Dhaka","Dhaka 17","Badda"
203,"Municipal Drinking Water","Children",0.166666666666667,0.0535714285714286,0.0476190476190476,0.732142857142857,2,"Bangladesh","Dhaka","Dhaka 17","Gabtoli"
204,"Municipal Drinking Water","Children",0.655555555555556,0.122222222222222,0.0555555555555556,0.166666666666667,2,"Bangladesh","Dhaka","Dhaka 17","Uttarkhan"
205,"Municipal Drinking Water","Children",0.974025974025974,0.025974025974026,0,0,2,"Bangladesh","Dhaka","Dhaka 17","Gulshan"
206,"Municipal Drinking Water","Children",0.922077922077922,0.00432900432900433,0,0.0735930735930736,2,"Bangladesh","Dhaka","Dhaka 17","Kamalapur"
207,"Municipal Drinking Water","Children",0.809954751131222,0.0542986425339367,0.0180995475113122,0.117647058823529,2,"Bangladesh","Dhaka","Dhaka 17","Shampur"
208,"Municipal Drinking Water","Children",0.755760368663594,0.032258064516129,0.00921658986175115,0.202764976958525,2,"Bangladesh","Dhaka","Dhaka 17","Hazaribagh"
209,"Municipal Drinking Water","Children",0.80952380952381,0.0238095238095238,0.0595238095238095,0.107142857142857,2,"Bangladesh","Dhaka","Dhaka 17","Motijhil"
210,"Municipal Drinking Water","Children",0.821428571428571,0.0803571428571429,0.0178571428571429,0.0803571428571429,2,"Bangladesh","Dhaka","Dhaka 17","Dhanmondi"
301,"Municipal Drinking Water","Children",0.461111111111111,0.0888888888888889,0.177777777777778,0.272222222222222,3,"Ghana","Accra","Accra 16","Shiabu"
302,"Municipal Drinking Water","Children",0.439024390243902,0.0772357723577236,0.191056910569106,0.292682926829268,3,"Ghana","Accra","Accra 16","Chorkor"
303,"Municipal Drinking Water","Children",0.165467625899281,0.20863309352518,0.244604316546763,0.381294964028777,3,"Ghana","Accra","Accra 16","Kokomlemle"
304,"Municipal Drinking Water","Children",0.2421875,0.25,0.1953125,0.3125,3,"Ghana","Accra","Accra 16","Ringway"
305,"Municipal Drinking Water","Children",0.253886010362694,0.150259067357513,0.274611398963731,0.321243523316062,3,"Ghana","Accra","Accra 16","Adabraka"
401,"Municipal Drinking Water","Children",0.802690582959641,0.062780269058296,0.00896860986547085,0.125560538116592,4,"Zambia","Lusaka","Lusaka 18","Kanyama"
501,"Municipal Drinking Water","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Intervention"
502,"Municipal Drinking Water","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Control"
601,"Municipal Drinking Water","Children",0.222222222222222,0.231481481481481,0.157407407407407,0.388888888888889,6,"Ghana","Accra","Accra 18","Mataheko"
602,"Municipal Drinking Water","Children",0.410138248847926,0.202764976958525,0.0921658986175115,0.294930875576037,6,"Ghana","Accra","Accra 18","Osu Alata"
701,"Municipal Drinking Water","Children",0.735930735930736,0.103896103896104,0.0649350649350649,0.0952380952380952,7,"Ghana","Kumasi","Kumasi 18","FanteNewTown"
702,"Municipal Drinking Water","Children",0.763636363636364,0.109090909090909,0.05,0.0772727272727273,7,"Ghana","Kumasi","Kumasi 18","MoshieZongo"
703,"Municipal Drinking Water","Children",0.889830508474576,0.0338983050847458,0.0423728813559322,0.0338983050847458,7,"Ghana","Kumasi","Kumasi 18","Dakodwom"
704,"Municipal Drinking Water","Children",0.72972972972973,0.103603603603604,0.0810810810810811,0.0855855855855856,7,"Ghana","Kumasi","Kumasi 18","Ahodwo"
801,"Municipal Drinking Water","Children",0.982456140350877,0,0,0.0175438596491228,8,"Mozambique","Maputo","Maputo 16","Intervention"
802,"Municipal Drinking Water","Children",1,0,0,0,8,"Mozambique","Maputo","Maputo 16","Control"
901,"Municipal Drinking Water","Children",0.208333333333333,0.0297619047619048,0.0952380952380952,0.666666666666667,9,"Uganda","Kampala","Kampala 18","Makindye"
902,"Municipal Drinking Water","Children",0.729166666666667,0.118055555555556,0.0555555555555556,0.0972222222222222,9,"Uganda","Kampala","Kampala 18","Central"
903,"Municipal Drinking Water","Children",0.552238805970149,0.0597014925373134,0.0671641791044776,0.32089552238806,9,"Uganda","Kampala","Kampala 18","Kawempe"
904,"Municipal Drinking Water","Children",0.598726114649682,0.0764331210191083,0.0955414012738854,0.229299363057325,9,"Uganda","Kampala","Kampala 18","Rubaga"
905,"Municipal Drinking Water","Children",0.77124183006536,0.0784313725490196,0.065359477124183,0.0849673202614379,9,"Uganda","Kampala","Kampala 18","Nakawa"
1001,"Municipal Drinking Water","Children",0.5,0.1875,0.25,0.0625,10,"USA","Atlanta","Atlanta 16","Peoplestown"
1101,"Municipal Drinking Water","Children",0.742574257425743,0.0693069306930693,0.0693069306930693,0.118811881188119,11,"India","Vellore","Vellore 14","Old Town"
1102,"Municipal Drinking Water","Children",0.71978021978022,0.0769230769230769,0.0384615384615385,0.164835164835165,11,"India","Vellore","Vellore 14","Chinna Allapuram"
1201,"Municipal Drinking Water","Children",0.925233644859813,0.0420560747663551,0.0280373831775701,0.00467289719626168,12,"Senegal","Dakar","Dakar 19","WakhinaneNimzatt"
1202,"Municipal Drinking Water","Children",0.99537037037037,0.00462962962962963,0,0,12,"Senegal","Dakar","Dakar 19","MedinaGounass"
1203,"Municipal Drinking Water","Children",0.990867579908676,0.0091324200913242,0,0,12,"Senegal","Dakar","Dakar 19","DTK"
1204,"Municipal Drinking Water","Children",0.990783410138249,0,0.00460829493087558,0.00460829493087558,12,"Senegal","Dakar","Dakar 19","RufisqueEst"
1205,"Municipal Drinking Water","Children",0.86046511627907,0.027906976744186,0.0232558139534884,0.0883720930232558,12,"Senegal","Dakar","Dakar 19","SicapLiberte"
1301,"Municipal Drinking Water","Children",0.871244635193133,0.0643776824034335,0.0429184549356223,0.0214592274678112,13,"Zambia","Lusaka","Lusaka 19","Chawama"
1302,"Municipal Drinking Water","Children",0.45679012345679,0.0781893004115226,0.0452674897119342,0.419753086419753,13,"Zambia","Lusaka","Lusaka 19","Chazanga"
1303,"Municipal Drinking Water","Children",0.790598290598291,0.094017094017094,0.0512820512820513,0.0641025641025641,13,"Zambia","Lusaka","Lusaka 19","George"
101,"Other Drinking Water","Children",0.942857142857143,0,0.0571428571428571,0,1,"Cambodia","Siem Reap","Siem Reap 16","Chong Kaosou"
102,"Other Drinking Water","Children",0.978723404255319,0,0.0212765957446809,0,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (informal)"
103,"Other Drinking Water","Children",0.987951807228916,0,0.0120481927710843,0,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (formal)"
104,"Other Drinking Water","Children",0.98780487804878,0,0.0121951219512195,0,1,"Cambodia","Siem Reap","Siem Reap 16","Steung Thumey"
105,"Other Drinking Water","Children",0.985714285714286,0,0.0142857142857143,0,1,"Cambodia","Siem Reap","Siem Reap 16","Veal/ Trapangses"
201,"Other Drinking Water","Children",0.431818181818182,0.0454545454545455,0.113636363636364,0.409090909090909,2,"Bangladesh","Dhaka","Dhaka 17","Kalshi"
202,"Other Drinking Water","Children",0.140776699029126,0.0728155339805825,0.140776699029126,0.645631067961165,2,"Bangladesh","Dhaka","Dhaka 17","Badda"
203,"Other Drinking Water","Children",0.887700534759358,0.0374331550802139,0.0267379679144385,0.0481283422459893,2,"Bangladesh","Dhaka","Dhaka 17","Gabtoli"
204,"Other Drinking Water","Children",0.255813953488372,0.0813953488372093,0.162790697674419,0.5,2,"Bangladesh","Dhaka","Dhaka 17","Uttarkhan"
205,"Other Drinking Water","Children",0,0,0.0533333333333333,0.946666666666667,2,"Bangladesh","Dhaka","Dhaka 17","Gulshan"
206,"Other Drinking Water","Children",0.141463414634146,0.0780487804878049,0.131707317073171,0.648780487804878,2,"Bangladesh","Dhaka","Dhaka 17","Kamalapur"
207,"Other Drinking Water","Children",0.14018691588785,0.135514018691589,0.0841121495327103,0.64018691588785,2,"Bangladesh","Dhaka","Dhaka 17","Shampur"
208,"Other Drinking Water","Children",0.0738916256157636,0.0492610837438424,0.16256157635468,0.714285714285714,2,"Bangladesh","Dhaka","Dhaka 17","Hazaribagh"
209,"Other Drinking Water","Children",0.392405063291139,0.215189873417722,0.113924050632911,0.278481012658228,2,"Bangladesh","Dhaka","Dhaka 17","Motijhil"
210,"Other Drinking Water","Children",0.0707070707070707,0.0606060606060606,0.161616161616162,0.707070707070707,2,"Bangladesh","Dhaka","Dhaka 17","Dhanmondi"
301,"Other Drinking Water","Children",,,,,3,"Ghana","Accra","Accra 16","Shiabu"
302,"Other Drinking Water","Children",,,,,3,"Ghana","Accra","Accra 16","Chorkor"
303,"Other Drinking Water","Children",,,,,3,"Ghana","Accra","Accra 16","Kokomlemle"
304,"Other Drinking Water","Children",,,,,3,"Ghana","Accra","Accra 16","Ringway"
305,"Other Drinking Water","Children",,,,,3,"Ghana","Accra","Accra 16","Adabraka"
401,"Other Drinking Water","Children",0.246636771300448,0.0807174887892377,0.0538116591928251,0.618834080717489,4,"Zambia","Lusaka","Lusaka 18","Kanyama"
501,"Other Drinking Water","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Intervention"
502,"Other Drinking Water","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Control"
601,"Other Drinking Water","Children",,,,,6,"Ghana","Accra","Accra 18","Mataheko"
602,"Other Drinking Water","Children",,,,,6,"Ghana","Accra","Accra 18","Osu Alata"
701,"Other Drinking Water","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","FanteNewTown"
702,"Other Drinking Water","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","MoshieZongo"
703,"Other Drinking Water","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","Dakodwom"
704,"Other Drinking Water","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","Ahodwo"
801,"Other Drinking Water","Children",,,,,8,"Mozambique","Maputo","Maputo 16","Intervention"
802,"Other Drinking Water","Children",,,,,8,"Mozambique","Maputo","Maputo 16","Control"
901,"Other Drinking Water","Children",0.683908045977011,0.0344827586206897,0.0517241379310345,0.229885057471264,9,"Uganda","Kampala","Kampala 18","Makindye"
902,"Other Drinking Water","Children",0.130434782608696,0.036231884057971,0.0579710144927536,0.77536231884058,9,"Uganda","Kampala","Kampala 18","Central"
903,"Other Drinking Water","Children",0.347826086956522,0.036231884057971,0.0869565217391304,0.528985507246377,9,"Uganda","Kampala","Kampala 18","Kawempe"
904,"Other Drinking Water","Children",0.20253164556962,0.0316455696202532,0.151898734177215,0.613924050632911,9,"Uganda","Kampala","Kampala 18","Rubaga"
905,"Other Drinking Water","Children",0.0584415584415584,0.012987012987013,0.0844155844155844,0.844155844155844,9,"Uganda","Kampala","Kampala 18","Nakawa"
1001,"Other Drinking Water","Children",,,,,10,"USA","Atlanta","Atlanta 16","Peoplestown"
1101,"Other Drinking Water","Children",,,,,11,"India","Vellore","Vellore 14","Old Town"
1102,"Other Drinking Water","Children",,,,,11,"India","Vellore","Vellore 14","Chinna Allapuram"
1201,"Other Drinking Water","Children",,,,,12,"Senegal","Dakar","Dakar 19","WakhinaneNimzatt"
1202,"Other Drinking Water","Children",,,,,12,"Senegal","Dakar","Dakar 19","MedinaGounass"
1203,"Other Drinking Water","Children",,,,,12,"Senegal","Dakar","Dakar 19","DTK"
1204,"Other Drinking Water","Children",,,,,12,"Senegal","Dakar","Dakar 19","RufisqueEst"
1205,"Other Drinking Water","Children",,,,,12,"Senegal","Dakar","Dakar 19","SicapLiberte"
1301,"Other Drinking Water","Children",0.170506912442396,0.0967741935483871,0.0691244239631336,0.663594470046083,13,"Zambia","Lusaka","Lusaka 19","Chawama"
1302,"Other Drinking Water","Children",0.528384279475983,0.11353711790393,0.14410480349345,0.213973799126638,13,"Zambia","Lusaka","Lusaka 19","Chazanga"
1303,"Other Drinking Water","Children",0.174311926605505,0.119266055045872,0.110091743119266,0.596330275229358,13,"Zambia","Lusaka","Lusaka 19","George"
101,"Ocean","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Chong Kaosou"
102,"Ocean","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (informal)"
103,"Ocean","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (formal)"
104,"Ocean","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Steung Thumey"
105,"Ocean","Children",,,,,1,"Cambodia","Siem Reap","Siem Reap 16","Veal/ Trapangses"
201,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Kalshi"
202,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Badda"
203,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Gabtoli"
204,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Uttarkhan"
205,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Gulshan"
206,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Kamalapur"
207,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Shampur"
208,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Hazaribagh"
209,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Motijhil"
210,"Ocean","Children",,,,,2,"Bangladesh","Dhaka","Dhaka 17","Dhanmondi"
301,"Ocean","Children",0.116402116402116,0.0793650793650794,0.227513227513228,0.576719576719577,3,"Ghana","Accra","Accra 16","Shiabu"
302,"Ocean","Children",0.150197628458498,0.102766798418972,0.312252964426877,0.434782608695652,3,"Ghana","Accra","Accra 16","Chorkor"
303,"Ocean","Children",0,0.0188679245283019,0.0754716981132075,0.905660377358491,3,"Ghana","Accra","Accra 16","Kokomlemle"
304,"Ocean","Children",0.0208333333333333,0.0208333333333333,0.104166666666667,0.854166666666667,3,"Ghana","Accra","Accra 16","Ringway"
305,"Ocean","Children",0,0,0.0681818181818182,0.931818181818182,3,"Ghana","Accra","Accra 16","Adabraka"
401,"Ocean","Children",,,,,4,"Zambia","Lusaka","Lusaka 18","Kanyama"
501,"Ocean","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Intervention"
502,"Ocean","Children",,,,,5,"Mozambique","Maputo","Maputo 15","Control"
601,"Ocean","Children",,,,,6,"Ghana","Accra","Accra 18","Mataheko"
602,"Ocean","Children",0.144859813084112,0.088785046728972,0.0981308411214953,0.668224299065421,6,"Ghana","Accra","Accra 18","Osu Alata"
701,"Ocean","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","FanteNewTown"
702,"Ocean","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","MoshieZongo"
703,"Ocean","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","Dakodwom"
704,"Ocean","Children",,,,,7,"Ghana","Kumasi","Kumasi 18","Ahodwo"
801,"Ocean","Children",,,,,8,"Mozambique","Maputo","Maputo 16","Intervention"
802,"Ocean","Children",,,,,8,"Mozambique","Maputo","Maputo 16","Control"
901,"Ocean","Children",,,,,9,"Uganda","Kampala","Kampala 18","Makindye"
902,"Ocean","Children",,,,,9,"Uganda","Kampala","Kampala 18","Central"
903,"Ocean","Children",,,,,9,"Uganda","Kampala","Kampala 18","Kawempe"
904,"Ocean","Children",,,,,9,"Uganda","Kampala","Kampala 18","Rubaga"
905,"Ocean","Children",,,,,9,"Uganda","Kampala","Kampala 18","Nakawa"
1001,"Ocean","Children",,,,,10,"USA","Atlanta","Atlanta 16","Peoplestown"
1101,"Ocean","Children",,,,,11,"India","Vellore","Vellore 14","Old Town"
1102,"Ocean","Children",,,,,11,"India","Vellore","Vellore 14","Chinna Allapuram"
1201,"Ocean","Children",,,,,12,"Senegal","Dakar","Dakar 19","WakhinaneNimzatt"
1202,"Ocean","Children",,,,,12,"Senegal","Dakar","Dakar 19","MedinaGounass"
1203,"Ocean","Children",,,,,12,"Senegal","Dakar","Dakar 19","DTK"
1204,"Ocean","Children",,,,,12,"Senegal","Dakar","Dakar 19","RufisqueEst"
1205,"Ocean","Children",,,,,12,"Senegal","Dakar","Dakar 19","SicapLiberte"
1301,"Ocean","Children",,,,,13,"Zambia","Lusaka","Lusaka 19","Chawama"
1302,"Ocean","Children",,,,,13,"Zambia","Lusaka","Lusaka 19","Chazanga"
1303,"Ocean","Children",,,,,13,"Zambia","Lusaka","Lusaka 19","George"
101,"Surface Water","Children",0.2,0.114285714285714,0.142857142857143,0.542857142857143,1,"Cambodia","Siem Reap","Siem Reap 16","Chong Kaosou"
102,"Surface Water","Children",0.1,0.1,0.425,0.375,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (informal)"
103,"Surface Water","Children",0,0.024390243902439,0.402439024390244,0.573170731707317,1,"Cambodia","Siem Reap","Siem Reap 16","Kumruthemey (formal)"
104,"Surface Water","Children",0,0.0609756097560976,0.609756097560976,0.329268292682927,1,"Cambodia","Siem Reap","Siem Reap 16","Steung Thumey"
105,"Surface Water","Children",0,0,0.549295774647887,0.450704225352113,1,"Cambodia","Siem Reap","Siem Reap 16","Veal/ Trapangses"
201,"Surface Water","Children",0.210526315789474,0.157894736842105,0.148325358851675,0.483253588516746,2,"Bangladesh","Dhaka","Dhaka 17","Kalshi"
202,"Surface Water","Children",0.4739336492891,0.0853080568720379,0.104265402843602,0.336492890995261,2,"Bangladesh","Dhaka","Dhaka 17","Badda"
203,"Surface Water","Children",0.375690607734807,0.154696132596685,0.121546961325967,0.348066298342541,2,"Bangladesh","Dhaka","Dhaka 17","Gabtoli"
204,"Surface Water","Children",0.225806451612903,0.172043010752688,0.172043010752688,0.43010752688172,2,"Bangladesh","Dhaka","Dhaka 17","Uttarkhan"
205,"Surface Water","Children",0,0.0649350649350649,0.051948051948052,0.883116883116883,2,"Bangladesh","Dhaka","Dhaka 17","Gulshan"
206,"Surface Water","Children",0.140845070422535,0.154929577464789,0.105633802816901,0.598591549295775,2,"Bangladesh","Dhaka","Dhaka 17","Kamalapur"
207,"Surface Water","Children",0.358744394618834,0.143497757847534,0.134529147982063,0.36322869955157,2,"Bangladesh","Dhaka","Dhaka 17","Shampur"
208,"Surface Water","Children",0.239583333333333,0.0729166666666667,0.182291666666667,0.505208333333333,2,"Bangladesh","Dhaka","Dhaka 17","Hazaribagh"
209,"Surface Water","Children",0.125,0.0625,0.05,0.7625,2,"Bangladesh","Dhaka","Dhaka 17","Motijhil"
210,"Surface Water","Children",0.0636363636363636,0.0272727272727273,0.190909090909091,0.718181818181818,2,"Bangladesh","Dhaka","Dhaka 17","Dhanmondi"
301,"Surface Water","Children",0.100529100529101,0.0687830687830688,0.137566137566138,0.693121693121693,3,"Ghana","Accra","Accra 16","Shiabu"
302,"Surface Water","Children",0.0866141732283465,0.0511811023622047,0.244094488188976,0.618110236220472,3,"Ghana","Accra","Accra 16","Chorkor"
303,"Surface Water","Children",0,0,0,1,3,"Ghana","Accra","Accra 16","Kokomlemle"
304,"Surface Water","Children",0,0,0,1,3,"Ghana","Accra","Accra 16","Ringway"
305,"Surface Water","Children",0,0.0222222222222222,0.0222222222222222,0.955555555555556,3,"Ghana","Accra","Accra 16","Adabraka"
401,"Surface Water","Children",,,,,4,"Zambia","Lusaka","Lusaka 18","Kanyama"
501,"Surface Water","Children",0.101694915254237,0.0169491525423729,0.0847457627118644,0.796610169491525,5,"Mozambique","Maputo","Maputo 15","Intervention"
502,"Surface Water","Children",0.235294117647059,0,0.0882352941176471,0.676470588235294,5,"Mozambique","Maputo","Maputo 15","Control"
601,"Surface Water","Children",0.0206185567010309,0.0412371134020619,0.0309278350515464,0.907216494845361,6,"Ghana","Accra","Accra 18","Mataheko"
602,"Surface Water","Children",0.148837209302326,0.116279069767442,0.153488372093023,0.581395348837209,6,"Ghana","Accra","Accra 18","Osu Alata"
701,"Surface Water","Children",0.202898550724638,0.072463768115942,0.0579710144927536,0.666666666666667,7,"Ghana","Kumasi","Kumasi 18","FanteNewTown"
702,"Surface Water","Children",0.1875,0.111111111111111,0.145833333333333,0.555555555555556,7,"Ghana","Kumasi","Kumasi 18","MoshieZongo"
703,"Surface Water","Children",0.283185840707965,0.106194690265487,0.172566371681416,0.438053097345133,7,"Ghana","Kumasi","Kumasi 18","Dakodwom"
704,"Surface Water","Children",0.125,0.035,0.11,0.73,7,"Ghana","Kumasi","Kumasi 18","Ahodwo"
801,"Surface Water","Children",,,,,8,"Mozambique","Maputo","Maputo 16","Intervention"
802,"Surface Water","Children",,,,,8,"Mozambique","Maputo","Maputo 16","Control"
901,"Surface Water","Children",0.252941176470588,0.0882352941176471,0.105882352941176,0.552941176470588,9,"Uganda","Kampala","Kampala 18","Makindye"
902,"Surface Water","Children",0.099290780141844,0.0141843971631206,0.106382978723404,0.780141843971631,9,"Uganda","Kampala","Kampala 18","Central"
903,"Surface Water","Children",0.0731707317073171,0.0569105691056911,0.0650406504065041,0.804878048780488,9,"Uganda","Kampala","Kampala 18","Kawempe"
904,"Surface Water","Children",0.0822784810126582,0.0443037974683544,0.069620253164557,0.80379746835443,9,"Uganda","Kampala","Kampala 18","Rubaga"
905,"Surface Water","Children",0.00649350649350649,0.038961038961039,0.181818181818182,0.772727272727273,9,"Uganda","Kampala","Kampala 18","Nakawa"
