"UID","dply_num","lab_date","sample_type","col_sample_type_alt","sampleid","mf","neighborhood","neighb_UID","lab_1_ecoli","lab_2_ecoli","lab_3_ecoli","ec_dil1","ec_dil2","ec_dil3","ec_ecnt1","ec_ecnt2","ec_ecnt3","count1","count2","dil1","dil2","ec_conc"
"01_02_1270",1,"2016-09-08",2,"","1270",TRUE,"1",101,998,11,1,10,1,0.1,998,11,1,998,11,10,1,5500
"01_02_1271",1,"2016-09-08",2,"","1271",TRUE,"1",101,24,9,3,10,1,0.1,24,9,3,24,9,10,1,1200
"01_02_1272",1,"2016-09-08",2,"","1272",TRUE,"1",101,998,999,999,10,1,0.1,998,999,999,998,999,10,1,1e+06
"01_02_1273",1,"2016-09-12",2,"","1273",TRUE,"1",101,998,75,10,100,1,0.1,998,75,10,998,75,100,1,43750
"01_02_1274",1,"2016-09-12",2,"","1274",TRUE,"1",101,9,2,0,10,1,0.1,9,2,0,9,2,10,1,725
"01_02_1275",1,"2016-09-12",2,"","1275",TRUE,"1",101,999,999,69,10,1,0.1,999,999,69,999,999,10,1,345000
"01_02_1276",1,"2016-09-12",2,"","1276",TRUE,"1",101,999,999,42,10,1,0.1,999,999,42,999,999,10,1,210000
"01_02_1277",1,"2016-09-15",2,"","1277",TRUE,"1",101,15,0,1,10,1,0.1,15,0,1,15,0,10,1,
"01_02_1278",1,"2016-09-15",2,"","1278",TRUE,"1",101,39,18,3,100,1,0.1,39,18,3,39,18,100,1,
"01_02_1279",1,"2016-09-15",2,"","1279",TRUE,"1",101,41,47,5,10,1,0.1,41,47,5,41,47,10,1,12775
"01_02_1280",1,"2016-10-04",2,"","1280",TRUE,"2",102,8,3,2,10,1,0.1,8,3,2,8,3,10,1,
"01_02_1281",1,"2016-10-04",2,"","1281",TRUE,"2",102,999,27,2,10,1,0.1,999,27,2,999,27,10,1,13500
"01_02_1282",1,"2016-10-04",2,"","1282",TRUE,"2",102,2,1,0,10,1,0.1,2,1,0,2,1,10,1,300
"01_02_1283",1,"2016-10-06",2,"","1283",TRUE,"2",102,4,2,3,10,1,0.1,4,2,3,4,2,10,1,
"01_02_1284",1,"2016-10-06",2,"","1284",TRUE,"2",102,6,2,0,10,1,0.1,6,2,0,6,2,10,1,650
"01_02_1285",1,"2016-10-06",2,"","1285",TRUE,"2",102,998,85,17,10,1,0.1,998,85,17,998,85,10,1,63750
"01_02_1286",1,"2016-10-11",2,"","1286",TRUE,"2",102,33,6,1,10,1,0.1,33,6,1,33,6,10,1,1650
"01_02_1287",1,"2016-10-11",2,"","1287",TRUE,"2",102,15,3,0,10,1,0.1,15,3,0,15,3,10,1,750
"01_02_1288",1,"2016-10-11",2,"","1288",TRUE,"2",102,15,1,0,10,1,0.1,15,1,0,15,1,10,1,750
"01_02_1289",1,"2016-10-11",2,"","1289",TRUE,"2",102,999,24,1,10,1,0.1,999,24,1,999,24,10,1,12000
"01_02_1290",1,"2016-10-13",2,"","1290",TRUE,"4",104,0,0,0,10,1,0.1,0,0,0,0,0,10,1,25
"01_02_1291",1,"2016-10-13",2,"","1291",TRUE,"4",104,999,156,10,10,1,0.1,999,156,10,999,156,10,1,64000
"01_02_1292",1,"2016-10-13",2,"","1292",TRUE,"4",104,999,123,15,10,1,0.1,999,123,15,999,123,10,1,68250
"01_02_1293",1,"2016-10-18",2,"","1293",TRUE,"4",104,2,0,0,10,1,0.1,2,0,0,2,0,10,1,100
"01_02_1294",1,"2016-10-18",2,"","1294",TRUE,"4",104,998,999,156,10,1,0.1,998,999,156,998,999,10,1,780000
"01_02_1295",1,"2016-10-18",2,"","1295",TRUE,"4",104,999,6,0,10,1,0.1,999,6,0,999,6,10,1,3000
"01_02_1296",1,"2016-10-18",2,"","1296",TRUE,"4",104,999,46,6,10,1,0.1,999,46,6,999,46,10,1,23000
"01_02_1297",1,"2016-10-20",2,"","1297",TRUE,"4",104,999,77,8,10,1,0.1,999,77,8,999,77,10,1,38500
"01_02_1298",1,"2016-10-20",2,"","1298",TRUE,"4",104,999,999,42,10,1,0.1,999,999,42,999,999,10,1,210000
"01_02_1299",1,"2016-10-20",2,"","1299",TRUE,"4",104,17,5,0,10,1,0.1,17,5,0,17,5,10,1,850
"01_02_1300",1,"2016-11-08",2,"","1300",TRUE,"5",105,999,999,48,10,1,0.1,999,999,48,999,999,10,1,240000
"01_02_1301",1,"2016-11-08",2,"","1301",TRUE,"5",105,999,999,56,10,1,0.1,999,999,56,999,999,10,1,280000
"01_02_1302",1,"2016-11-08",2,"","1302",TRUE,"5",105,999,999,108,10,1,0.1,999,999,108,999,999,10,1,540000
"01_03_1100",1,"2016-10-17",3,"Drinking Water","1100",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1101",1,"2016-10-17",3,"Drinking Water","1101",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1102",1,"2016-10-17",3,"Drinking Water","1102",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1103",1,"2016-10-17",3,"Drinking Water","1103",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1104",1,"2016-10-17",3,"Drinking Water","1104",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1105",1,"2016-10-18",3,"Drinking Water","1105",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1106",1,"2016-10-18",3,"Drinking Water","1106",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1107",1,"2016-10-18",3,"Drinking Water","1107",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1108",1,"2016-10-20",3,"Drinking Water","1108",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_03_1109",1,"2016-10-20",3,"Drinking Water","1109",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1000",1,"2016-09-06",33,"Well Water","1000",TRUE,"1",101,999,29,,100,100,,999,29,,999,29,100,100,29
"01_33_1001",1,"2016-09-06",33,"Well Water","1001",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1002",1,"2016-09-08",33,"Well Water","1002",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1003",1,"2016-09-08",33,"Well Water","1003",TRUE,"1",101,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1004",1,"2016-09-12",33,"Well Water","1004",TRUE,"1",101,70,22,,100,10,,70,22,,70,22,100,10,145
"01_33_1005",1,"2016-09-12",33,"Well Water","1005",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1006",1,"2016-09-13",33,"Well Water","1006",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1007",1,"2016-09-14",33,"Well Water","1007",TRUE,"1",101,15,1,,100,10,,15,1,,15,1,100,10,15
"01_33_1008",1,"2016-09-14",33,"Well Water","1008",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1009",1,"2016-09-15",33,"Well Water","1009",TRUE,"1",101,4,0,,100,10,,4,0,,4,0,100,10,4
"01_33_1010",1,"2016-09-22",33,"Well Water","1010",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1011",1,"2016-09-22",33,"Well Water","1011",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1012",1,"2016-10-04",33,"Well Water","1012",TRUE,"2",102,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1013",1,"2016-10-04",33,"Well Water","1013",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1014",1,"2016-10-04",33,"Well Water","1014",TRUE,"2",102,999,16,,100,10,,999,16,,999,16,100,10,160
"01_33_1015",1,"2016-10-04",33,"Well Water","1015",TRUE,"2",102,75,11,,100,10,,75,11,,75,11,100,10,92.5
"01_33_1016",1,"2016-10-05",33,"Well Water","1016",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1017",1,"2016-10-05",33,"Well Water","1017",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1018",1,"2016-10-05",33,"Well Water","1018",TRUE,"2",102,999,999,,100,10,,999,999,,999,999,100,10,2000
"01_33_1019",1,"2016-10-06",33,"Well Water","1019",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1020",1,"2016-10-11",33,"Well Water","1020",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1021",1,"2016-10-11",33,"Well Water","1021",TRUE,"4",104,125,19,,100,10,,125,19,,125,19,100,10,157.5
"01_33_1022",1,"2016-10-13",33,"Well Water","1022",TRUE,"4",104,998,999,,100,10,,998,999,,998,999,100,10,2000
"01_33_1023",1,"2016-10-13",33,"Well Water","1023",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1024",1,"2016-10-18",33,"Well Water","1024",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1025",1,"2016-10-18",33,"Well Water","1025",TRUE,"4",104,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1026",1,"2016-10-18",33,"Well Water","1026",TRUE,"4",104,998,999,,100,10,,998,999,,998,999,100,10,2000
"01_33_1027",1,"2016-10-19",33,"Well Water","1027",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1028",1,"2016-10-19",33,"Well Water","1028",TRUE,"4",104,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1029",1,"2016-10-20",33,"Well Water","1029",TRUE,"4",104,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1030",1,"2016-10-25",33,"Well Water","1030",TRUE,"3",103,40,7,,100,10,,40,7,,40,7,100,10,40
"01_33_1031",1,"2016-10-25",33,"Well Water","1031",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1032",1,"2016-10-26",33,"Well Water","1032",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1033",1,"2016-10-26",33,"Well Water","1033",TRUE,"3",103,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1034",1,"2016-10-27",33,"Well Water","1034",TRUE,"3",103,7,0,,100,10,,7,0,,7,0,100,10,7
"01_33_1035",1,"2016-10-27",33,"Well Water","1035",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1036",1,"2016-10-31",33,"Well Water","1036",TRUE,"3",103,49,4,,100,10,,49,4,,49,4,100,10,49
"01_33_1037",1,"2016-10-31",33,"Well Water","1037",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1038",1,"2016-10-31",33,"Well Water","1038",TRUE,"3",103,40,13,,100,10,,40,13,,40,13,100,10,85
"01_33_1039",1,"2016-11-01",33,"Well Water","1039",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1040",1,"2016-11-07",33,"Well Water","1040",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1041",1,"2016-11-07",33,"Well Water","1041",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1042",1,"2016-11-08",33,"Well Water","1042",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1043",1,"2016-11-08",33,"Well Water","1043",TRUE,"5",105,999,71,,100,10,,999,71,,999,71,100,10,710
"01_33_1044",1,"2016-11-16",33,"Well Water","1044",TRUE,"5",105,999,56,,100,10,,999,56,,999,56,100,10,560
"01_33_1045",1,"2016-11-16",33,"Well Water","1045",TRUE,"5",105,55,6,,100,10,,55,6,,55,6,100,10,55
"01_33_1046",1,"2016-11-16",33,"Well Water","1046",TRUE,"5",105,3,0,,100,10,,3,0,,3,0,100,10,3
"01_33_1047",1,"2016-11-17",33,"Well Water","1047",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1048",1,"2016-11-17",33,"Well Water","1048",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1049",1,"2016-11-17",33,"Well Water","1049",TRUE,"5",105,5,1,,100,10,,5,1,,5,1,100,10,7.5
"01_33_1050",1,"2016-09-06",33,"Bottled Water","1050",TRUE,"1",101,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1051",1,"2016-09-06",33,"Bottled Water","1051",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1052",1,"2016-09-07",33,"Bottled Water","1052",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1053",1,"2016-09-07",33,"Bottled Water","1053",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1054",1,"2016-09-08",33,"Bottled Water","1054",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1055",1,"2016-09-12",33,"Bottled Water","1055",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1056",1,"2016-09-12",33,"Bottled Water","1056",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1057",1,"2016-09-14",33,"Bottled Water","1057",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1058",1,"2016-09-14",33,"Bottled Water","1058",TRUE,"1",101,8,2,,100,10,,8,2,,8,2,100,10,14
"01_33_1059",1,"2016-09-15",33,"Bottled Water","1059",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1060",1,"2016-09-22",33,"Bottled Water","1060",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1061",1,"2016-09-22",33,"Bottled Water","1061",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1062",1,"2016-09-22",33,"Bottled Water","1062",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1063",1,"2016-09-22",33,"Bottled Water","1063",TRUE,"2",102,27,6,,100,10,,27,6,,27,6,100,10,27
"01_33_1064",1,"2016-10-04",33,"Bottled Water","1064",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1065",1,"2016-10-04",33,"Bottled Water","1065",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1066",1,"2016-10-04",33,"Bottled Water","1066",TRUE,"2",102,4,0,,100,10,,4,0,,4,0,100,10,4
"01_33_1067",1,"2016-10-05",33,"Bottled Water","1067",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1068",1,"2016-10-05",33,"Bottled Water","1068",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1069",1,"2016-10-06",33,"Bottled Water","1069",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1070",1,"2016-10-11",33,"Bottled Water","1070",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1071",1,"2016-10-11",33,"Bottled Water","1071",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1072",1,"2016-10-12",33,"Bottled Water","1072",TRUE,"4",104,149,26,,100,10,,149,26,,149,26,100,10,204.5
"01_33_1073",1,"2016-10-13",33,"Bottled Water","1073",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1074",1,"2016-10-17",33,"Bottled Water","1074",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1075",1,"2016-10-17",33,"Bottled Water","1075",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1076",1,"2016-10-19",33,"Bottled Water","1076",TRUE,"4",104,9,2,,100,10,,9,2,,9,2,100,10,14.5
"01_33_1077",1,"2016-10-19",33,"Bottled Water","1077",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1078",1,"2016-10-20",33,"Bottled Water","1078",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1079",1,"2016-11-17",33,"Bottled Water","1079",TRUE,"4",104,13,0,,100,10,,13,0,,13,0,100,10,13
"01_33_1080",1,"2016-11-17",33,"Bottled Water","1080",TRUE,"4",104,113,51,,100,10,,113,51,,113,51,100,10,311.5
"01_33_1081",1,"2016-10-25",33,"Bottled Water","1081",TRUE,"3",103,8,2,,100,10,,8,2,,8,2,100,10,14
"01_33_1082",1,"2016-10-25",33,"Bottled Water","1082",TRUE,"3",103,138,61,,100,10,,138,61,,138,61,100,10,374
"01_33_1083",1,"2016-10-26",33,"Bottled Water","1083",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1084",1,"2016-10-27",33,"Bottled Water","1084",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1085",1,"2016-10-27",33,"Bottled Water","1085",TRUE,"3",103,3,0,,100,10,,3,0,,3,0,100,10,3
"01_33_1086",1,"2016-10-27",33,"Bottled Water","1086",TRUE,"3",103,6,2,,100,10,,6,2,,6,2,100,10,13
"01_33_1087",1,"2016-11-01",33,"Bottled Water","1087",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1088",1,"2016-11-01",33,"Bottled Water","1088",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1089",1,"2016-11-01",33,"Bottled Water","1089",TRUE,"3",103,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1090",1,"2016-11-07",33,"Bottled Water","1090",TRUE,"5",105,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1091",1,"2016-11-07",33,"Bottled Water","1091",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1092",1,"2016-11-08",33,"Bottled Water","1092",TRUE,"5",105,2,1,,100,10,,2,1,,2,1,100,10,6
"01_33_1093",1,"2016-11-08",33,"Bottled Water","1093",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1094",1,"2016-11-08",33,"Bottled Water","1094",TRUE,"5",105,74,31,,100,10,,74,31,,74,31,100,10,192
"01_33_1095",1,"2016-11-16",33,"Bottled Water","1095",TRUE,"5",105,999,136,,100,10,,999,136,,999,136,100,10,1360
"01_33_1096",1,"2016-11-16",33,"Bottled Water","1096",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1097",1,"2016-11-17",33,"Bottled Water","1097",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1098",1,"2016-11-17",33,"Bottled Water","1098",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1099",1,"2016-11-17",33,"Bottled Water","1099",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1170",1,"2016-09-07",33,"Ice","1170",TRUE,"1",101,1,0,,100,10,,1,0,,1,0,100,10,1
"01_33_1171",1,"2016-09-07",33,"Ice","1171",TRUE,"1",101,2,1,,100,10,,2,1,,2,1,100,10,6
"01_33_1172",1,"2016-09-07",33,"Ice","1172",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1173",1,"2016-09-08",33,"Ice","1173",TRUE,"1",101,4,0,,100,10,,4,0,,4,0,100,10,4
"01_33_1174",1,"2016-09-08",33,"Ice","1174",TRUE,"1",101,4,0,,100,10,,4,0,,4,0,100,10,4
"01_33_1175",1,"2016-09-08",33,"Ice","1175",TRUE,"1",101,999,999,,100,10,,999,999,,999,999,100,10,2000
"01_33_1176",1,"2016-09-13",33,"Ice","1176",TRUE,"1",101,59,8,,100,10,,59,8,,59,8,100,10,59
"01_33_1177",1,"2016-09-13",33,"Ice","1177",TRUE,"1",101,140,32,,100,10,,140,32,,140,32,100,10,230
"01_33_1178",1,"2016-09-13",33,"Ice","1178",TRUE,"1",101,19,4,,100,10,,19,4,,19,4,100,10,19
"01_33_1179",1,"2016-09-13",33,"Ice","1179",TRUE,"1",101,6,1,,100,10,,6,1,,6,1,100,10,8
"01_33_1180",1,"2016-09-22",33,"Ice","1180",TRUE,"2",102,999,999,,100,10,,999,999,,999,999,100,10,2000
"01_33_1181",1,"2016-09-22",33,"Ice","1181",TRUE,"2",102,5,1,,100,10,,5,1,,5,1,100,10,7.5
"01_33_1182",1,"2016-09-22",33,"Ice","1182",TRUE,"2",102,2,0,,100,10,,2,0,,2,0,100,10,2
"01_33_1183",1,"2016-10-04",33,"Ice","1183",TRUE,"2",102,998,138,,100,10,,998,138,,998,138,100,10,1380
"01_33_1184",1,"2016-10-04",33,"Ice","1184",TRUE,"2",102,998,10,,100,10,,998,10,,998,10,100,10,100
"01_33_1185",1,"2016-10-04",33,"Ice","1185",TRUE,"2",102,24,4,,100,10,,24,4,,24,4,100,10,24
"01_33_1186",1,"2016-10-05",33,"Ice","1186",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1187",1,"2016-10-05",33,"Ice","1187",TRUE,"2",102,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1188",1,"2016-10-05",33,"Ice","1188",TRUE,"2",102,66,12,,100,10,,66,12,,66,12,100,10,93
"01_33_1189",1,"2016-10-05",33,"Ice","1189",TRUE,"2",102,999,20,,100,10,,999,20,,999,20,100,10,200
"01_33_1190",1,"2016-10-12",33,"Ice","1190",TRUE,"4",104,30,2,,100,10,,30,2,,30,2,100,10,30
"01_33_1191",1,"2016-10-12",33,"Ice","1191",TRUE,"4",104,20,2,,100,10,,20,2,,20,2,100,10,20
"01_33_1192",1,"2016-10-12",33,"Ice","1192",TRUE,"4",104,9,2,,100,10,,9,2,,9,2,100,10,14.5
"01_33_1193",1,"2016-10-13",33,"Ice","1193",TRUE,"4",104,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1194",1,"2016-10-13",33,"Ice","1194",TRUE,"4",104,39,6,,100,10,,39,6,,39,6,100,10,39
"01_33_1195",1,"2016-10-13",33,"Ice","1195",TRUE,"4",104,44,13,,100,10,,44,13,,44,13,100,10,87
"01_33_1196",1,"2016-10-18",33,"Ice","1196",TRUE,"4",104,35,3,,100,10,,35,3,,35,3,100,10,35
"01_33_1197",1,"2016-10-18",33,"Ice","1197",TRUE,"4",104,21,2,,100,10,,21,2,,21,2,100,10,21
"01_33_1198",1,"2016-10-18",33,"Ice","1198",TRUE,"4",104,6,3,,100,10,,6,3,,6,3,100,10,18
"01_33_1199",1,"2016-10-18",33,"Ice","1199",TRUE,"4",104,5,0,,100,10,,5,0,,5,0,100,10,5
"01_33_1200",1,"2016-10-26",33,"Ice","1200",TRUE,"3",103,6,0,,100,10,,6,0,,6,0,100,10,6
"01_33_1201",1,"2016-10-26",33,"Ice","1201",TRUE,"3",103,79,3,,100,10,,79,3,,79,3,100,10,79
"01_33_1202",1,"2016-10-26",33,"Ice","1202",TRUE,"3",103,3,1,,100,10,,3,1,,3,1,100,10,6.5
"01_33_1203",1,"2016-10-26",33,"Ice","1203",TRUE,"3",103,16,2,,100,10,,16,2,,16,2,100,10,16
"01_33_1204",1,"2016-10-26",33,"Ice","1204",TRUE,"3",103,61,7,,100,10,,61,7,,61,7,100,10,61
"01_33_1205",1,"2016-10-26",33,"Ice","1205",TRUE,"3",103,998,16,,100,10,,998,16,,998,16,100,10,160
"01_33_1206",1,"2016-10-27",33,"Ice","1206",TRUE,"3",103,0,1,,100,10,,0,1,,0,1,100,10,
"01_33_1207",1,"2016-10-27",33,"Ice","1207",TRUE,"3",103,8,0,,100,10,,8,0,,8,0,100,10,8
"01_33_1208",1,"2016-10-31",33,"Ice","1208",TRUE,"3",103,55,16,,100,10,,55,16,,55,16,100,10,107.5
"01_33_1209",1,"2016-10-31",33,"Ice","1209",TRUE,"3",103,36,3,,100,10,,36,3,,36,3,100,10,36
"01_33_1210",1,"2016-11-08",33,"Ice","1210",TRUE,"5",105,58,8,,100,10,,58,8,,58,8,100,10,58
"01_33_1211",1,"2016-11-08",33,"Ice","1211",TRUE,"5",105,8,2,,100,10,,8,2,,8,2,100,10,14
"01_33_1212",1,"2016-11-08",33,"Ice","1212",TRUE,"5",105,23,6,,100,10,,23,6,,23,6,100,10,23
"01_33_1213",1,"2016-11-08",33,"Ice","1213",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1214",1,"2016-11-08",33,"Ice","1214",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1215",1,"2016-11-08",33,"Ice","1215",TRUE,"5",105,999,81,,100,10,,999,81,,999,81,100,10,810
"01_33_1216",1,"2016-11-16",33,"Ice","1216",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_33_1217",1,"2016-11-16",33,"Ice","1217",TRUE,"5",105,999,51,,100,10,,999,51,,999,51,100,10,510
"01_33_1218",1,"2016-11-16",33,"Ice","1218",TRUE,"5",105,10,0,,100,10,,10,0,,10,0,100,10,10
"01_33_1219",1,"2016-11-16",33,"Ice","1219",TRUE,"5",105,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_06_1120",1,"2016-09-06",6,"","1120",TRUE,"1",101,999,47,5,0.1,0.01,0.001,999,47,5,999,47,0.1,0.01,470000
"01_06_1121",1,"2016-09-06",6,"","1121",TRUE,"1",101,42,4,1,0.1,0.01,0.001,42,4,1,42,4,0.1,0.01,42000
"01_06_1122",1,"2016-09-06",6,"","1122",TRUE,"1",101,999,46,8,0.1,0.01,0.001,999,46,8,999,46,0.1,0.01,460000
"01_06_1123",1,"2016-09-12",6,"","1123",TRUE,"1",101,9,1,0,0.1,0.01,0.001,9,1,0,9,1,0.1,0.01,9500
"01_06_1124",1,"2016-09-12",6,"","1124",TRUE,"1",101,6,1,0,0.1,0.01,0.001,6,1,0,6,1,0.1,0.01,8000
"01_06_1125",1,"2016-09-14",6,"","1125",TRUE,"1",101,4,1,0,0.1,0.01,0.001,4,1,0,4,1,0.1,0.01,7000
"01_06_1126",1,"2016-09-14",6,"","1126",TRUE,"1",101,58,15,2,0.1,0.01,0.001,58,15,2,58,15,0.1,0.01,104000
"01_06_1127",1,"2016-09-14",6,"","1127",TRUE,"1",101,999,104,25,0.1,0.01,0.001,999,104,25,999,104,0.1,0.01,1770000
"01_06_1128",1,"2016-09-15",6,"","1128",TRUE,"1",101,99,11,0,0.1,0.01,0.001,99,11,0,99,11,0.1,0.01,104500
"01_06_1129",1,"2016-09-15",6,"","1129",TRUE,"1",101,127,18,0,0.1,0.01,0.001,127,18,0,127,18,0.1,0.01,153500
"01_06_1130",1,"2016-10-04",6,"","1130",TRUE,"2",102,119,20,2,0.1,0.01,0.001,119,20,2,119,20,0.1,0.01,159500
"01_06_1131",1,"2016-10-04",6,"","1131",TRUE,"2",102,28,6,0,0.1,0.01,0.001,28,6,0,28,6,0.1,0.01,28000
"01_06_1132",1,"2016-10-05",6,"","1132",TRUE,"2",102,17,1,0,0.1,0.01,0.001,17,1,0,17,1,0.1,0.01,17000
"01_06_1133",1,"2016-10-05",6,"","1133",TRUE,"2",102,13,2,0,0.1,0.01,0.001,13,2,0,13,2,0.1,0.01,13000
"01_06_1134",1,"2016-10-05",6,"","1134",TRUE,"2",102,91,13,0,0.1,0.01,0.001,91,13,0,91,13,0.1,0.01,110500
"01_06_1135",1,"2016-10-06",6,"","1135",TRUE,"2",102,998,56,7,0.1,0.01,0.001,998,56,7,998,56,0.1,0.01,560000
