"UID","dply_num","lab_date","sample_type","col_sample_type_alt","sampleid","mf","neighborhood","neighb_UID","lab_1_ecoli","lab_2_ecoli","lab_3_ecoli","ec_dil1","ec_dil2","ec_dil3","ec_ecnt1","ec_ecnt2","ec_ecnt3","count1","count2","dil1","dil2","ec_conc"
"01_06_1136",1,"2016-10-06",6,"","1136",TRUE,"2",102,999,36,3,0.1,0.01,0.001,999,36,3,999,36,0.1,0.01,360000
"01_06_1137",1,"2016-10-11",6,"","1137",TRUE,"2",102,999,42,2,0.1,0.01,0.001,999,42,2,999,42,0.1,0.01,420000
"01_06_1138",1,"2016-10-11",6,"","1138",TRUE,"2",102,34,4,0,0.1,0.01,0.001,34,4,0,34,4,0.1,0.01,34000
"01_06_1139",1,"2016-10-11",6,"","1139",TRUE,"2",102,999,62,4,0.1,0.01,0.001,999,62,4,999,62,0.1,0.01,620000
"01_06_1140",1,"2016-10-11",6,"","1140",TRUE,"4",104,8,0,0,0.1,0.01,0.001,8,0,0,8,0,0.1,0.01,8000
"01_06_1141",1,"2016-10-11",6,"","1141",TRUE,"4",104,82,8,1,0.1,0.01,0.001,82,8,1,82,8,0.1,0.01,82000
"01_06_1142",1,"2016-10-11",6,"","1142",TRUE,"4",104,999,22,1,0.1,0.01,0.001,999,22,1,999,22,0.1,0.01,220000
"01_06_1143",1,"2016-10-17",6,"","1143",TRUE,"4",104,99,11,2,0.1,0.01,0.001,99,11,2,99,11,0.1,0.01,104500
"01_06_1144",1,"2016-10-17",6,"","1144",TRUE,"4",104,106,13,1,0.1,0.01,0.001,106,13,1,106,13,0.1,0.01,118000
"01_06_1145",1,"2016-10-19",6,"","1145",TRUE,"4",104,11,1,0,0.1,0.01,0.001,11,1,0,11,1,0.1,0.01,11000
"01_06_1146",1,"2016-10-19",6,"","1146",TRUE,"4",104,7,1,0,0.1,0.01,0.001,7,1,0,7,1,0.1,0.01,8500
"01_06_1147",1,"2016-10-19",6,"","1147",TRUE,"4",104,999,29,3,0.1,0.01,0.001,999,29,3,999,29,0.1,0.01,290000
"01_06_1148",1,"2016-10-20",6,"","1148",TRUE,"4",104,48,1,0,0.1,0.01,0.001,48,1,0,48,1,0.1,0.01,48000
"01_06_1149",1,"2016-10-20",6,"","1149",TRUE,"4",104,94,13,1,0.1,0.01,0.001,94,13,1,94,13,0.1,0.01,112000
"01_06_1150",1,"2016-10-25",6,"","1150",TRUE,"3",103,999,999,39,0.1,0.01,0.001,999,999,39,999,999,0.1,0.01,3900000
"01_06_1151",1,"2016-10-25",6,"","1151",TRUE,"3",103,999,95,15,0.1,0.01,0.001,999,95,15,999,95,0.1,0.01,1225000
"01_06_1152",1,"2016-10-25",6,"","1152",TRUE,"3",103,109,22,3,0.1,0.01,0.001,109,22,3,109,22,0.1,0.01,164500
"01_06_1153",1,"2016-10-27",6,"","1153",TRUE,"3",103,73,8,1,0.1,0.01,0.001,73,8,1,73,8,0.1,0.01,73000
"01_06_1154",1,"2016-10-27",6,"","1154",TRUE,"3",103,51,2,0,0.1,0.01,0.001,51,2,0,51,2,0.1,0.01,51000
"01_06_1155",1,"2016-11-01",6,"","1155",TRUE,"3",103,5,0,0,0.1,0.01,0.001,5,0,0,5,0,0.1,0.01,5000
"01_06_1156",1,"2016-11-01",6,"","1156",TRUE,"3",103,66,14,4,0.1,0.01,0.001,66,14,4,66,14,0.1,0.01,103000
"01_06_1157",1,"2016-11-01",6,"","1157",TRUE,"3",103,999,81,13,0.1,0.01,0.001,999,81,13,999,81,0.1,0.01,1055000
"01_06_1158",1,"2016-11-01",6,"","1158",TRUE,"3",103,3,0,0,0.1,0.01,0.001,3,0,0,3,0,0.1,0.01,3000
"01_06_1159",1,"2016-11-01",6,"","1159",TRUE,"3",103,94,16,1,0.1,0.01,0.001,94,16,1,94,16,0.1,0.01,127000
"01_06_1160",1,"2016-11-07",6,"","1160",TRUE,"5",105,71,9,1,0.1,0.01,0.001,71,9,1,71,9,0.1,0.01,71000
"01_06_1161",1,"2016-11-07",6,"","1161",TRUE,"5",105,7,2,0,0.1,0.01,0.001,7,2,0,7,2,0.1,0.01,13500
"01_06_1162",1,"2016-11-07",6,"","1162",TRUE,"5",105,999,999,188,0.1,0.01,0.001,999,999,188,999,999,0.1,0.01,18800000
"01_06_1163",1,"2016-11-16",6,"","1163",TRUE,"5",105,999,41,3,0.1,0.01,0.001,999,41,3,999,41,0.1,0.01,410000
"01_06_1164",1,"2016-11-16",6,"","1164",TRUE,"5",105,46,10,2,0.1,0.01,0.001,46,10,2,46,10,0.1,0.01,73000
"01_06_1165",1,"2016-11-17",6,"","1165",TRUE,"5",105,999,42,6,0.1,0.01,0.001,999,42,6,999,42,0.1,0.01,420000
"01_06_1166",1,"2016-11-17",6,"","1166",TRUE,"5",105,98,7,1,0.1,0.01,0.001,98,7,1,98,7,0.1,0.01,98000
"01_06_1167",1,"2016-11-17",6,"","1167",TRUE,"5",105,2,0,0,0.1,0.01,0.001,2,0,0,2,0,0.1,0.01,2000
"01_06_1168",1,"2016-11-17",6,"","1168",TRUE,"5",105,999,59,9,0.1,0.01,0.001,999,59,9,999,59,0.1,0.01,590000
"01_06_1169",1,"2016-11-17",6,"","1169",TRUE,"5",105,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,500
"01_08_1220",1,"2016-09-06",8,"","1220",TRUE,"1",101,999,91,14,0.1,0.01,0.001,999,91,14,999,91,0.1,0.01,23100
"01_08_1221",1,"2016-09-06",8,"","1221",TRUE,"1",101,50,6,1,0.1,0.01,0.001,50,6,1,50,6,0.1,0.01,1000
"01_08_1222",1,"2016-09-07",8,"","1222",TRUE,"1",101,87,12,3,0.1,0.01,0.001,87,12,3,87,12,0.1,0.01,2070
"01_08_1223",1,"2016-09-07",8,"","1223",TRUE,"1",101,999,73,9,0.1,0.01,0.001,999,73,9,999,73,0.1,0.01,14600
"01_08_1224",1,"2016-09-07",8,"","1224",TRUE,"1",101,14,0,0,0.1,0.01,0.001,14,0,0,14,0,0.1,0.01,280
"01_08_1225",1,"2016-09-13",8,"","1225",TRUE,"1",101,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1226",1,"2016-09-13",8,"","1226",TRUE,"1",101,999,131,20,0.1,0.01,0.001,999,131,20,999,131,0.1,0.01,33100
"01_08_1227",1,"2016-09-13",8,"","1227",TRUE,"1",101,60,14,0,0.1,0.01,0.001,60,14,0,60,14,0.1,0.01,2000
"01_08_1228",1,"2016-09-14",8,"","1228",TRUE,"1",101,18,1,0,0.1,0.01,0.001,18,1,0,18,1,0.1,0.01,360
"01_08_1229",1,"2016-09-14",8,"","1229",TRUE,"1",101,9,3,0,0.1,0.01,0.001,9,3,0,9,3,0.1,0.01,390
"01_08_1230",1,"2016-09-22",8,"","1230",TRUE,"2",102,19,1,0,0.1,0.01,0.001,19,1,0,19,1,0.1,0.01,380
"01_08_1231",1,"2016-09-22",8,"","1231",TRUE,"2",102,998,999,107,0.1,0.01,0.001,998,999,107,998,999,0.1,0.01,214000
"01_08_1232",1,"2016-09-22",8,"","1232",TRUE,"2",102,44,5,1,0.1,0.01,0.001,44,5,1,44,5,0.1,0.01,880
"01_08_1233",1,"2016-09-22",8,"","1233",TRUE,"2",102,998,999,29,0.1,0.01,0.001,998,999,29,998,999,0.1,0.01,58000
"01_08_1234",1,"2016-09-22",8,"","1234",TRUE,"2",102,46,2,1,0.1,0.01,0.001,46,2,1,46,2,0.1,0.01,920
"01_08_1235",1,"2016-10-05",8,"","1235",TRUE,"2",102,81,7,2,0.1,0.01,0.001,81,7,2,81,7,0.1,0.01,1620
"01_08_1236",1,"2016-10-05",8,"","1236",TRUE,"2",102,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1237",1,"2016-10-05",8,"","1237",TRUE,"2",102,999,36,4,0.1,0.01,0.001,999,36,4,999,36,0.1,0.01,7200
"01_08_1238",1,"2016-10-05",8,"","1238",TRUE,"2",102,999,94,11,0.1,0.01,0.001,999,94,11,999,94,0.1,0.01,20400
"01_08_1239",1,"2016-10-05",8,"","1239",TRUE,"2",102,87,12,2,0.1,0.01,0.001,87,12,2,87,12,0.1,0.01,2070
"01_08_1240",1,"2016-10-12",8,"","1240",TRUE,"4",104,32,6,0,0.1,0.01,0.001,32,6,0,32,6,0.1,0.01,640
"01_08_1241",1,"2016-10-12",8,"","1241",TRUE,"4",104,52,7,1,0.1,0.01,0.001,52,7,1,52,7,0.1,0.01,1040
"01_08_1242",1,"2016-10-12",8,"","1242",TRUE,"4",104,999,26,3,0.1,0.01,0.001,999,26,3,999,26,0.1,0.01,5200
"01_08_1243",1,"2016-10-12",8,"","1243",TRUE,"4",104,42,3,0,0.1,0.01,0.001,42,3,0,42,3,0.1,0.01,840
"01_08_1244",1,"2016-10-12",8,"","1244",TRUE,"4",104,49,3,1,0.1,0.01,0.001,49,3,1,49,3,0.1,0.01,980
"01_08_1245",1,"2016-10-18",8,"","1245",TRUE,"4",104,5,0,0,0.1,0.01,0.001,5,0,0,5,0,0.1,0.01,100
"01_08_1246",1,"2016-10-18",8,"","1246",TRUE,"4",104,109,10,2,0.1,0.01,0.001,109,10,2,109,10,0.1,0.01,2090
"01_08_1247",1,"2016-10-18",8,"","1247",TRUE,"4",104,999,49,3,0.1,0.01,0.001,999,49,3,999,49,0.1,0.01,9800
"01_08_1248",1,"2016-10-19",8,"","1248",TRUE,"4",104,20,5,1,0.1,0.01,0.001,20,5,1,20,5,0.1,0.01,400
"01_08_1249",1,"2016-10-19",8,"","1249",TRUE,"4",104,93,8,0,0.1,0.01,0.001,93,8,0,93,8,0.1,0.01,1860
"01_08_1250",1,"2016-10-25",8,"","1250",TRUE,"3",103,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1251",1,"2016-10-25",8,"","1251",TRUE,"3",103,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1252",1,"2016-10-25",8,"","1252",TRUE,"3",103,37,6,1,0.1,0.01,0.001,37,6,1,37,6,0.1,0.01,740
"01_08_1253",1,"2016-10-25",8,"","1253",TRUE,"3",103,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1254",1,"2016-10-25",8,"","1254",TRUE,"3",103,999,999,56,0.1,0.01,0.001,999,999,56,999,999,0.1,0.01,112000
"01_08_1255",1,"2016-10-31",8,"","1255",TRUE,"3",103,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1256",1,"2016-10-31",8,"","1256",TRUE,"3",103,136,16,4,0.1,0.01,0.001,136,16,4,136,16,0.1,0.01,2960
"01_08_1257",1,"2016-10-31",8,"","1257",TRUE,"3",103,169,30,3,0.1,0.01,0.001,169,30,3,169,30,0.1,0.01,4690
"01_08_1258",1,"2016-10-31",8,"","1258",TRUE,"3",103,89,20,1,0.1,0.01,0.001,89,20,1,89,20,0.1,0.01,2890
"01_08_1259",1,"2016-10-31",8,"","1259",TRUE,"3",103,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1260",1,"2016-11-07",8,"","1260",TRUE,"5",105,2,0,0,0.1,0.01,0.001,2,0,0,2,0,0.1,0.01,40
"01_08_1261",1,"2016-11-07",8,"","1261",TRUE,"5",105,0,0,0,0.1,0.01,0.001,0,0,0,0,0,0.1,0.01,10
"01_08_1262",1,"2016-11-07",8,"","1262",TRUE,"5",105,39,0,0,0.1,0.01,0.001,39,0,0,39,0,0.1,0.01,780
"01_08_1263",1,"2016-11-07",8,"","1263",TRUE,"5",105,999,50,11,0.1,0.01,0.001,999,50,11,999,50,0.1,0.01,16000
"01_08_1264",1,"2016-11-07",8,"","1264",TRUE,"5",105,999,94,15,0.1,0.01,0.001,999,94,15,999,94,0.1,0.01,24400
"01_08_1265",1,"2016-11-16",8,"","1265",TRUE,"5",105,31,3,0,0.1,0.01,0.001,31,3,0,31,3,0.1,0.01,620
"01_08_1266",1,"2016-11-16",8,"","1266",TRUE,"5",105,998,45,4,0.1,0.01,0.001,998,45,4,998,45,0.1,0.01,9000
"01_08_1267",1,"2016-11-16",8,"","1267",TRUE,"5",105,999,126,25,0.1,0.01,0.001,999,126,25,999,126,0.1,0.01,37600
"01_08_1268",1,"2016-11-17",8,"","1268",TRUE,"5",105,2,0,0,0.1,0.01,0.001,2,0,0,2,0,0.1,0.01,40
"01_08_1269",1,"2016-11-17",8,"","1269",TRUE,"5",105,999,56,9,0.1,0.01,0.001,999,56,9,999,56,0.1,0.01,11200
"01_09_1110",1,"2016-09-20",9,"","1110",TRUE,"1",101,3,1,,100,10,,3,1,,3,1,100,10,6.5
"01_09_1111",1,"2016-09-20",9,"","1111",TRUE,"1",101,0,0,,100,10,,0,0,,0,0,100,10,0.5
"01_09_1112",1,"2016-09-20",9,"","1112",TRUE,"1",101,999,5,,100,10,,999,5,,999,5,100,10,50
"01_09_1113",1,"2016-09-20",9,"","1113",TRUE,"1",101,134,21,,100,10,,134,21,,134,21,100,10,172
"01_09_1114",1,"2016-09-20",9,"","1114",TRUE,"1",101,999,164,,100,10,,999,164,,999,164,100,10,1640
"01_09_1115",1,"2016-09-20",9,"","1115",TRUE,"1",101,139,17,,100,10,,139,17,,139,17,100,10,154.5
"01_09_1116",1,"2016-09-20",9,"","1116",TRUE,"1",101,999,79,,100,10,,999,79,,999,79,100,10,790
"01_09_1117",1,"2016-09-20",9,"","1117",TRUE,"1",101,24,4,,100,10,,24,4,,24,4,100,10,24
"01_09_1118",1,"2016-09-20",9,"","1118",TRUE,"1",101,999,31,,100,10,,999,31,,999,31,100,10,310
"01_09_1119",1,"2016-09-20",9,"","1119",TRUE,"1",101,15,4,,100,10,,15,4,,15,4,100,10,15
"02_01_1007",2,"2017-04-09",1,"","1007",FALSE,"1",201,44.1,6.3,,0.001,1e-04,,44.1,6.3,,44.1,6.3,0.001,1e-04,5355000
"02_01_1011",2,"2017-04-09",1,"","1011",FALSE,"1",201,3,0.5,,0.001,1e-04,,3,0.5,,3,0.5,0.001,1e-04,3e+05
"02_01_1014",2,"2017-04-09",1,"","1014",FALSE,"1",201,59.1,10.9,,0.001,1e-04,,59.1,10.9,,59.1,10.9,0.001,1e-04,8405000
"02_01_1016",2,"2017-04-10",1,"","1016",FALSE,"1",201,285.1,12.1,,0.001,1e-04,,285.1,12.1,,285.1,12.1,0.001,1e-04,20305000
"02_01_1022",2,"2017-04-10",1,"","1022",FALSE,"1",201,198.9,18.3,,0.001,1e-04,,198.9,18.3,,198.9,18.3,0.001,1e-04,19095000
"02_01_1029",2,"2017-04-10",1,"","1029",FALSE,"1",201,517.2,42.6,,0.001,1e-04,,517.2,42.6,,517.2,42.6,0.001,1e-04,47160000
"02_01_1063",2,"2017-04-12",1,"","1063",FALSE,"1",201,25,2,,0.001,1e-04,,25,2,,25,2,0.001,1e-04,2250000
"02_01_1068",2,"2017-04-12",1,"","1068",FALSE,"1",201,2,0.5,,0.001,1e-04,,2,0.5,,2,0.5,0.001,1e-04,2e+05
"02_01_1069",2,"2017-04-12",1,"","1069",FALSE,"1",201,62,5.2,,0.001,1e-04,,62,5.2,,62,5.2,0.001,1e-04,5700000
"02_01_1070",2,"2017-04-12",1,"","1070",FALSE,"1",201,33.6,8.6,,0.001,0.001,,33.6,8.6,,33.6,8.6,0.001,0.001,
"02_01_1091",2,"2017-04-17",1,"","1091",FALSE,"7",207,1203.3,172.5,,0.001,1e-04,,1203.3,172.5,,1203.3,172.5,0.001,1e-04,146415000
"02_01_1092",2,"2017-04-17",1,"","1092",FALSE,"7",207,60.2,4.1,,0.001,1e-04,,60.2,4.1,,60.2,4.1,0.001,1e-04,5060000
"02_01_1136",2,"2017-04-18",1,"","1136",FALSE,"7",207,1986.3,187.2,,0.001,1e-04,,1986.3,187.2,,1986.3,187.2,0.001,1e-04,192915000
"02_01_1137",2,"2017-04-18",1,"","1137",FALSE,"7",207,25.3,3.1,,0.001,1e-04,,25.3,3.1,,25.3,3.1,0.001,1e-04,2815000
"02_01_1138",2,"2017-04-18",1,"","1138",FALSE,"7",207,140.1,15.6,,0.001,1e-04,,140.1,15.6,,140.1,15.6,0.001,1e-04,14805000
"02_01_1160",2,"2017-04-19",1,"","1160",FALSE,"7",207,461.1,46.5,,0.001,1e-04,,461.1,46.5,,461.1,46.5,0.001,1e-04,46305000
"02_01_1161",2,"2017-04-19",1,"","1161",FALSE,"7",207,1413.6,74.3,,0.001,1e-04,,1413.6,74.3,,1413.6,74.3,0.001,1e-04,107830000
"02_01_1162",2,"2017-04-19",1,"","1162",FALSE,"7",207,259.5,18.7,,0.001,1e-04,,259.5,18.7,,259.5,18.7,0.001,1e-04,22325000
"02_01_1166",2,"2017-04-20",1,"","1166",FALSE,"7",207,1119.9,116.9,,0.001,1e-04,,1119.9,116.9,,1119.9,116.9,0.001,1e-04,114445000
"02_01_1167",2,"2017-04-20",1,"","1167",FALSE,"7",207,1299.7,90.8,,0.001,1e-04,,1299.7,90.8,,1299.7,90.8,0.001,1e-04,110385000
"02_01_1185",2,"2017-04-23",1,"","1185",FALSE,"8",208,547.5,83.3,,0.001,1e-04,,547.5,83.3,,547.5,83.3,0.001,1e-04,69025000
"02_01_1186",2,"2017-04-23",1,"","1186",FALSE,"8",208,365.4,37.3,,0.001,1e-04,,365.4,37.3,,365.4,37.3,0.001,1e-04,36920000
"02_01_1217",2,"2017-04-24",1,"","1217",FALSE,"8",208,435.2,56.5,,0.001,1e-04,,435.2,56.5,,435.2,56.5,0.001,1e-04,50010000
"02_01_1218",2,"2017-04-24",1,"","1218",FALSE,"8",208,64.4,7.5,,0.001,1e-04,,64.4,7.5,,64.4,7.5,0.001,1e-04,6970000
"02_01_1221",2,"2017-04-25",1,"","1221",FALSE,"8",208,260.3,29.2,,0.001,1e-04,,260.3,29.2,,260.3,29.2,0.001,1e-04,27615000
"02_01_1222",2,"2017-04-25",1,"","1222",FALSE,"8",208,290.9,55.7,,0.001,1e-04,,290.9,55.7,,290.9,55.7,0.001,1e-04,42395000
"02_01_1223",2,"2017-04-25",1,"","1223",FALSE,"8",208,88.4,10.9,,0.001,1e-04,,88.4,10.9,,88.4,10.9,0.001,1e-04,9870000
"02_01_1259",2,"2017-04-26",1,"","1259",FALSE,"8",208,67,11,,0.001,1e-04,,67,11,,67,11,0.001,1e-04,8850000
"02_01_1260",2,"2017-04-26",1,"","1260",FALSE,"8",208,727,67,,0.001,1e-04,,727,67,,727,67,0.001,1e-04,69850000
"02_01_1263",2,"2017-04-27",1,"","1263",FALSE,"8",208,613.1,46.5,,0.001,1e-04,,613.1,46.5,,613.1,46.5,0.001,1e-04,53905000
"02_01_1279",2,"2017-05-02",1,"","1279",FALSE,"9",209,770.1,101.7,,0.001,1e-04,,770.1,101.7,,770.1,101.7,0.001,1e-04,89355000
"02_01_1280",2,"2017-05-02",1,"","1280",FALSE,"9",209,214.2,37.9,,0.001,1e-04,,214.2,37.9,,214.2,37.9,0.001,1e-04,29660000
"02_01_1303",2,"2017-05-03",1,"","1303",FALSE,"9",209,74.9,8.6,,0.001,1e-04,,74.9,8.6,,74.9,8.6,0.001,1e-04,8045000
"02_01_1304",2,"2017-05-03",1,"","1304",FALSE,"9",209,151.5,14.6,,0.001,1e-04,,151.5,14.6,,151.5,14.6,0.001,1e-04,14875000
"02_01_1305",2,"2017-05-03",1,"","1305",FALSE,"9",209,6.3,0.5,,0.001,1e-04,,6.3,0.5,,6.3,0.5,0.001,1e-04,630000
"02_01_1329",2,"2017-05-04",1,"","1329",FALSE,"9",209,185,8.5,,0.001,1e-04,,185,8.5,,185,8.5,0.001,1e-04,13500000
"02_01_1330",2,"2017-05-04",1,"","1330",FALSE,"9",209,27.2,3.1,,0.001,1e-04,,27.2,3.1,,27.2,3.1,0.001,1e-04,2910000
"02_01_1331",2,"2017-05-04",1,"","1331",FALSE,"9",209,1,0.5,,0.001,1e-04,,1,0.5,,1,0.5,0.001,1e-04,1e+05
"02_01_1359",2,"2017-05-07",1,"","1359",FALSE,"9",209,2,0.5,,0.001,1e-04,,2,0.5,,2,0.5,0.001,1e-04,2e+05
"02_01_1360",2,"2017-05-07",1,"","1360",FALSE,"9",209,436,37.9,,0.001,1e-04,,436,37.9,,436,37.9,0.001,1e-04,40750000
"02_01_1375",2,"2017-05-08",1,"","1375",FALSE,"4",204,325.5,60.2,,0.001,1e-04,,325.5,60.2,,325.5,60.2,0.001,1e-04,46375000
"02_01_1376",2,"2017-05-08",1,"","1376",FALSE,"4",204,84.5,8.5,,0.001,1e-04,,84.5,8.5,,84.5,8.5,0.001,1e-04,8475000
"02_01_1406",2,"2017-05-09",1,"","1406",FALSE,"4",204,95.9,14.5,,0.001,1e-04,,95.9,14.5,,95.9,14.5,0.001,1e-04,12045000
"02_01_1407",2,"2017-05-09",1,"","1407",FALSE,"4",204,36.4,18.7,,0.001,1e-04,,36.4,18.7,,36.4,18.7,0.001,1e-04,11170000
"02_01_1408",2,"2017-05-09",1,"","1408",FALSE,"4",204,90.9,5.2,,0.001,1e-04,,90.9,5.2,,90.9,5.2,0.001,1e-04,7145000
"02_01_1427",2,"2017-05-11",1,"","1427",FALSE,"4",204,325.5,36.9,,0.001,1e-04,,325.5,36.9,,325.5,36.9,0.001,1e-04,34725000
"02_01_1428",2,"2017-05-11",1,"","1428",FALSE,"4",204,85.7,7.5,,0.001,1e-04,,85.7,7.5,,85.7,7.5,0.001,1e-04,8035000
"02_01_1429",2,"2017-05-11",1,"","1429",FALSE,"4",204,3.1,0.5,,0.001,1e-04,,3.1,0.5,,3.1,0.5,0.001,1e-04,310000
"02_01_1442",2,"2017-05-14",1,"","1442",FALSE,"4",204,290.9,26.2,,0.001,1e-04,,290.9,26.2,,290.9,26.2,0.001,1e-04,27645000
"02_01_1443",2,"2017-05-14",1,"","1443",FALSE,"4",204,325.5,18.7,,0.001,1e-04,,325.5,18.7,,325.5,18.7,0.001,1e-04,25625000
"02_01_1462",2,"2017-05-16",1,"","1462",FALSE,"10",210,9999,387.3,,0.001,1e-04,,9999,387.3,,9999,387.3,0.001,1e-04,387300000
"02_01_1463",2,"2017-05-16",1,"","1463",FALSE,"10",210,9999,517.2,,0.001,1e-04,,9999,517.2,,9999,517.2,0.001,1e-04,517200000
"02_01_1502",2,"2017-05-18",1,"","1502",FALSE,"10",210,96,12.2,,0.001,1e-04,,96,12.2,,96,12.2,0.001,1e-04,10900000
"02_01_1503",2,"2017-05-18",1,"","1503",FALSE,"10",210,139.6,22.3,,0.001,1e-04,,139.6,22.3,,139.6,22.3,0.001,1e-04,18130000
"02_01_1504",2,"2017-05-18",1,"","1504",FALSE,"10",210,325.5,26.2,,0.001,1e-04,,325.5,26.2,,325.5,26.2,0.001,1e-04,29375000
"02_01_1505",2,"2017-05-18",1,"","1505",FALSE,"10",210,0.5,0.5,,0.001,1e-04,,0.5,0.5,,0.5,0.5,0.001,1e-04,50000
"02_01_1506",2,"2017-05-18",1,"","1506",FALSE,"10",210,21.6,1,,0.001,1e-04,,21.6,1,,21.6,1,0.001,1e-04,1580000
"02_01_1507",2,"2017-05-18",1,"","1507",FALSE,"10",210,72.3,5.2,,0.001,1e-04,,72.3,5.2,,72.3,5.2,0.001,1e-04,6215000
"02_01_1525",2,"2017-05-21",1,"","1525",FALSE,"10",210,410.6,47.3,,0.001,1e-04,,410.6,47.3,,410.6,47.3,0.001,1e-04,44180000
"02_01_1526",2,"2017-05-21",1,"","1526",FALSE,"10",210,114.5,8.6,,0.001,1e-04,,114.5,8.6,,114.5,8.6,0.001,1e-04,10025000
"02_01_1552",2,"2017-05-23",1,"","1552",FALSE,"5",205,88,10.8,,0.001,1e-04,,88,10.8,,88,10.8,0.001,1e-04,9800000
"02_01_1553",2,"2017-05-23",1,"","1553",FALSE,"5",205,248.1,37.9,,0.001,1e-04,,248.1,37.9,,248.1,37.9,0.001,1e-04,31355000
"02_01_1554",2,"2017-05-23",1,"","1554",FALSE,"5",205,547.5,56.1,,0.001,1e-04,,547.5,56.1,,547.5,56.1,0.001,1e-04,55425000
"02_01_1567",2,"2017-05-24",1,"","1567",FALSE,"5",205,101.7,13.2,,0.001,1e-04,,101.7,13.2,,101.7,13.2,0.001,1e-04,11685000
"02_01_1568",2,"2017-05-24",1,"","1568",FALSE,"5",205,325.5,152.9,,0.001,1e-04,,325.5,152.9,,325.5,152.9,0.001,1e-04,92725000
"02_01_1575",2,"2017-05-24",1,"","1575",FALSE,"5",205,54.8,5.2,,0.001,1e-04,,54.8,5.2,,54.8,5.2,0.001,1e-04,5340000
"02_01_1600",2,"2017-05-25",1,"","1600",FALSE,"5",205,86.2,7.5,,0.001,1e-04,,86.2,7.5,,86.2,7.5,0.001,1e-04,8060000
"02_01_1601",2,"2017-05-25",1,"","1601",FALSE,"5",205,17.5,2,,0.001,1e-04,,17.5,2,,17.5,2,0.001,1e-04,1875000
"02_01_1616",2,"2017-05-28",1,"","1616",FALSE,"5",205,20.1,4.1,,0.001,1e-04,,20.1,4.1,,20.1,4.1,0.001,1e-04,3055000
"02_01_1617",2,"2017-05-28",1,"","1617",FALSE,"5",205,204.6,16.1,,0.001,1e-04,,204.6,16.1,,204.6,16.1,0.001,1e-04,18280000
"02_01_1650",2,"2017-05-30",1,"","1650",FALSE,"2",202,79.8,12.1,,0.001,1e-04,,79.8,12.1,,79.8,12.1,0.001,1e-04,10040000
"02_01_1651",2,"2017-05-30",1,"","1651",FALSE,"2",202,1,0.5,,0.001,1e-04,,1,0.5,,1,0.5,0.001,1e-04,1e+05
"02_01_1652",2,"2017-05-30",1,"","1652",FALSE,"2",202,186,26.2,,0.001,1e-04,,186,26.2,,186,26.2,0.001,1e-04,22400000
"02_01_1655",2,"2017-05-30",1,"","1655",FALSE,"2",202,1,0.5,,0.001,1e-04,,1,0.5,,1,0.5,0.001,1e-04,1e+05
"02_01_1661",2,"2017-05-31",1,"","1661",FALSE,"2",202,325.5,37.9,,0.001,1e-04,,325.5,37.9,,325.5,37.9,0.001,1e-04,35225000
"02_01_1662",2,"2017-05-31",1,"","1662",FALSE,"2",202,344.8,49.5,,0.001,1e-04,,344.8,49.5,,344.8,49.5,0.001,1e-04,41990000
"02_01_1663",2,"2017-05-31",1,"","1663",FALSE,"2",202,17.5,3.1,,0.001,1e-04,,17.5,3.1,,17.5,3.1,0.001,1e-04,2425000
"02_01_1664",2,"2017-05-31",1,"","1664",FALSE,"2",202,218.7,24.6,,0.001,1e-04,,218.7,24.6,,218.7,24.6,0.001,1e-04,23235000
"02_01_1665",2,"2017-05-31",1,"","1665",FALSE,"2",202,133.3,18.3,,0.001,1e-04,,133.3,18.3,,133.3,18.3,0.001,1e-04,15815000
"02_01_1666",2,"2017-05-31",1,"","1666",FALSE,"2",202,920.8,133.4,,0.001,1e-04,,920.8,133.4,,920.8,133.4,0.001,1e-04,112740000
"02_01_1762",2,"2017-06-06",1,"","1762",FALSE,"3",203,325.5,105.4,,0.001,1e-04,,325.5,105.4,,325.5,105.4,0.001,1e-04,68975000
"02_01_1763",2,"2017-06-06",1,"","1763",FALSE,"3",203,285.1,60.2,,0.001,1e-04,,285.1,60.2,,285.1,60.2,0.001,1e-04,44355000
"02_01_1764",2,"2017-06-06",1,"","1764",FALSE,"3",203,26.2,5.2,,0.001,1e-04,,26.2,5.2,,26.2,5.2,0.001,1e-04,3910000
"02_01_1765",2,"2017-06-06",1,"","1765",FALSE,"3",203,517.2,48,,0.001,1e-04,,517.2,48,,517.2,48,0.001,1e-04,49860000
"02_01_1766",2,"2017-06-06",1,"","1766",FALSE,"3",203,727,137.6,,0.001,1e-04,,727,137.6,,727,137.6,0.001,1e-04,105150000
